"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA and Math, All Grades Combined, Special Education Status (SWD)"

"",,,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"District","District Code","School","School Code","Subject","Special Education","Total Numberof Students","Total NumberTested","Smarter BalancedParticipationRate","Total Number with Scored Tests","Level 1 Not Met  Count","%","Level 2 Approaching  Count","%","Level 3 Met  Count","%","Level 4 Exceeded  Count","%","Level 3&4 Met or Exceeded Count","%"
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""","ELA","Y",75,75,100.0,75,43,57.3,23,30.7,9,12.0,0,0.0,9,12.0
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""","Math","N",461,461,100.0,461,99,21.5,145,31.5,"*","*","*","*",217,47.1
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""","Math","Y",75,75,100.0,75,55,73.3,14,18.7,"*","*","*","*",6,8.0
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""","ELA","N",223,222,99.6,222,"*","*",49,22.1,"*","*",73,32.9,"*","*"
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""","ELA","Y",34,33,97.1,33,19,57.6,"*","*","*","*",0,0.0,"*","*"
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""","Math","N",223,222,99.6,222,38,17.1,83,37.4,"*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""","Math","Y",34,33,97.1,33,22,66.7,6,18.2,"*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","ELA","N",118,117,99.2,116,"*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","ELA","Y",16,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Math","N",118,116,98.3,116,"*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Math","Y",16,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""","ELA","N",479,475,99.2,475,42,8.8,117,24.6,213,44.8,103,21.7,316,66.5
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""","ELA","Y",71,68,95.8,67,39,58.2,21,31.3,7,10.4,0,0.0,7,10.4
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""","Math","N",480,476,99.2,476,93,19.5,158,33.2,"*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""","Math","Y",72,67,93.1,67,54,80.6,"*","*","*","*",0,0.0,"*","*"
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""","ELA","N",407,404,99.3,404,44,10.9,108,26.7,173,42.8,79,19.6,252,62.4
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""","ELA","Y",52,52,100.0,52,33,63.5,12,23.1,7,13.5,0,0.0,7,13.5
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""","Math","N",408,406,99.5,406,71,17.5,144,35.5,"*","*","*","*","*","*"
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""","Math","Y",52,51,98.1,51,35,68.6,11,21.6,"*","*","*","*","*","*"
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""","ELA","N",138,138,100.0,138,41,29.7,"*","*","*","*",29,21.0,"*","*"
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""","ELA","Y",25,24,96.0,24,17,70.8,"*","*","*","*",0,0.0,"*","*"
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""","Math","N",138,138,100.0,138,44,31.9,41,29.7,"*","*","*","*","*","*"
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""","Math","Y",27,25,92.6,25,16,64.0,"*","*","*","*",0,0.0,"*","*"
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""","ELA","N",104,101,97.1,101,7,6.9,"*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""","ELA","Y",20,20,100.0,20,12,60.0,"*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""","Math","N",104,102,98.1,101,"*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""","Math","Y",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Claude Chester School","=""0590311""","ELA","N",147,145,98.6,144,28,19.4,"*","*","*","*",32,22.2,"*","*"
"Groton School District","=""0590011""","Claude Chester School","=""0590311""","ELA","Y",24,24,100.0,24,19,79.2,"*","*","*","*",0,0.0,"*","*"
"Groton School District","=""0590011""","Claude Chester School","=""0590311""","Math","N",147,145,98.6,145,46,31.7,"*","*","*","*",13,9.0,"*","*"
"Groton School District","=""0590011""","Claude Chester School","=""0590311""","Math","Y",24,24,100.0,24,20,83.3,"*","*","*","*",0,0.0,"*","*"
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""","ELA","N",91,89,97.8,89,21,23.6,"*","*","*","*",14,15.7,"*","*"
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""","ELA","Y",25,25,100.0,25,20,80.0,"*","*","*","*",0,0.0,"*","*"
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""","Math","N",91,91,100.0,91,15,16.5,39,42.9,"*","*","*","*","*","*"
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""","Math","Y",25,25,100.0,25,16,64.0,"*","*","*","*",0,0.0,"*","*"
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""","ELA","N",174,171,98.3,171,8,4.7,"*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""","ELA","Y",21,21,100.0,21,15,71.4,"*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""","Math","N",174,174,100.0,174,15,8.6,"*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""","Math","Y",21,21,100.0,21,16,76.2,"*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""","ELA","N",111,110,99.1,110,"*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""","ELA","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""","Math","N",112,112,100.0,112,"*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""","Math","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","ELA","N",218,85,39.0,85,"*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","ELA","Y",26,18,69.2,18,"*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Math","N",218,81,37.2,81,"*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Math","Y",27,17,63.0,17,"*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""","ELA","N",127,123,96.9,123,"*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""","ELA","Y",14,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""","Math","N",127,126,99.2,126,"*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""","Math","Y",14,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","West Side Middle School","=""0595211""","ELA","N",389,384,98.7,384,78,20.3,125,32.6,140,36.5,"*","*","*","*"
"Groton School District","=""0590011""","West Side Middle School","=""0595211""","ELA","Y",83,79,95.2,79,60,75.9,12,15.2,6,7.6,"*","*","*","*"
"Groton School District","=""0590011""","West Side Middle School","=""0595211""","Math","N",388,387,99.7,387,133,34.4,143,37.0,"*","*","*","*","*","*"
"Groton School District","=""0590011""","West Side Middle School","=""0595211""","Math","Y",84,82,97.6,82,55,67.1,22,26.8,"*","*","*","*","*","*"
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""","ELA","N",465,464,99.8,464,9,1.9,56,12.1,189,40.7,210,45.3,399,86.0
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""","ELA","Y",58,56,96.6,56,13,23.2,20,35.7,16,28.6,7,12.5,23,41.1
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""","Math","N",465,464,99.8,464,38,8.2,144,31.0,"*","*","*","*",282,60.8
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""","Math","Y",58,56,96.6,56,25,44.6,22,39.3,"*","*","*","*",9,16.1
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""","ELA","N",112,110,98.2,110,8,7.3,"*","*","*","*",55,50.0,"*","*"
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""","ELA","Y",21,21,100.0,21,14,66.7,"*","*","*","*",0,0.0,"*","*"
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""","Math","N",112,110,98.2,110,9,8.2,"*","*","*","*",40,36.4,"*","*"
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""","Math","Y",21,21,100.0,21,14,66.7,"*","*","*","*",0,0.0,"*","*"
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""","ELA","N",121,120,99.2,120,"*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""","ELA","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""","Math","N",121,121,100.0,121,"*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""","Math","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""","ELA","N",496,494,99.6,494,"*","*",54,10.9,241,48.8,"*","*","*","*"
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""","ELA","Y",62,61,98.4,61,"*","*",22,36.1,18,29.5,"*","*","*","*"
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""","Math","N",496,493,99.4,493,"*","*",116,23.5,161,32.7,"*","*","*","*"
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""","Math","Y",62,61,98.4,61,25,41.0,29,47.5,"*","*","*","*",7,11.5
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","ELA","N",214,214,100.0,214,"*","*",33,15.4,83,38.8,"*","*","*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","ELA","Y",25,25,100.0,25,8,32.0,7,28.0,"*","*","*","*",10,40.0
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Math","N",214,214,100.0,214,31,14.5,47,22.0,"*","*","*","*","*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Math","Y",25,25,100.0,25,16,64.0,6,24.0,"*","*","*","*","*","*"
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""","ELA","N",133,133,100.0,133,"*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""","ELA","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""","Math","N",133,133,100.0,133,"*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""","Math","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""","ELA","N",120,120,100.0,120,"*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""","ELA","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""","Math","N",120,120,100.0,120,"*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""","Math","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Bear Path School","=""0621211""","ELA","N",231,228,98.7,228,"*","*",33,14.5,80,35.1,"*","*","*","*"
"Hamden School District","=""0620011""","Bear Path School","=""0621211""","ELA","Y",29,29,100.0,29,19,65.5,"*","*",0,0.0,"*","*","*","*"
"Hamden School District","=""0620011""","Bear Path School","=""0621211""","Math","N",231,229,99.1,229,15,6.6,"*","*",86,37.6,"*","*","*","*"
"Hamden School District","=""0620011""","Bear Path School","=""0621211""","Math","Y",29,29,100.0,29,24,82.8,"*","*",0,0.0,"*","*","*","*"
"Hamden School District","=""0620011""","Church Street School","=""0620211""","ELA","N",133,131,98.5,131,45,34.4,53,40.5,"*","*","*","*","*","*"
"Hamden School District","=""0620011""","Church Street School","=""0620211""","ELA","Y",29,29,100.0,29,21,72.4,"*","*","*","*",0,0.0,"*","*"
"Hamden School District","=""0620011""","Church Street School","=""0620211""","Math","N",133,133,100.0,133,66,49.6,"*","*",20,15.0,"*","*","*","*"
"Hamden School District","=""0620011""","Church Street School","=""0620211""","Math","Y",29,29,100.0,29,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""","ELA","N",135,133,98.5,132,26,19.7,31,23.5,"*","*","*","*","*","*"
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""","ELA","Y",25,24,96.0,24,12,50.0,8,33.3,"*","*","*","*","*","*"
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""","Math","N",135,134,99.3,134,45,33.6,"*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""","Math","Y",24,24,100.0,24,18,75.0,"*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""","ELA","N",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""","ELA","Y",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""","Math","N",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""","Math","Y",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","ELA","N",360,306,85.0,306,"*","*",88,28.8,"*","*",73,23.9,"*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","ELA","Y",49,37,75.5,37,23,62.2,"*","*","*","*",0,0.0,"*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Math","N",360,320,88.9,319,133,41.7,99,31.0,70,21.9,17,5.3,87,27.3
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Math","Y",49,36,73.5,36,30,83.3,6,16.7,0,0.0,0,0.0,0,0.0
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""","ELA","N",681,661,97.1,661,"*","*",175,26.5,257,38.9,"*","*","*","*"
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""","ELA","Y",113,109,96.5,109,67,61.5,26,23.9,"*","*","*","*",16,14.7
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""","Math","N",681,662,97.2,661,249,37.7,193,29.2,"*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""","Math","Y",113,108,95.6,108,91,84.3,"*","*","*","*",0,0.0,"*","*"
"Hamden School District","=""0620011""","Helen Street School","=""0620411""","ELA","N",153,150,98.0,150,28,18.7,"*","*",46,30.7,"*","*","*","*"
"Hamden School District","=""0620011""","Helen Street School","=""0620411""","ELA","Y",22,22,100.0,22,17,77.3,"*","*",0,0.0,"*","*","*","*"
"Hamden School District","=""0620011""","Helen Street School","=""0620411""","Math","N",153,153,100.0,153,48,31.4,"*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Helen Street School","=""0620411""","Math","Y",22,22,100.0,22,19,86.4,"*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""","ELA","N",145,142,97.9,141,24,17.0,"*","*",50,35.5,"*","*","*","*"
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""","ELA","Y",23,23,100.0,23,17,73.9,"*","*",0,0.0,"*","*","*","*"
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""","Math","N",145,142,97.9,142,41,28.9,"*","*",41,28.9,"*","*","*","*"
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""","Math","Y",23,23,100.0,22,17,77.3,"*","*",0,0.0,"*","*","*","*"
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""","ELA","N",159,149,93.7,149,35,23.5,"*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""","ELA","Y",24,22,91.7,22,16,72.7,"*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""","Math","N",159,150,94.3,150,36,24.0,"*","*","*","*",27,18.0,"*","*"
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""","Math","Y",24,22,91.7,22,15,68.2,"*","*","*","*",0,0.0,"*","*"
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""","ELA","N",215,211,98.1,211,"*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""","ELA","Y",19,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""","Math","N",215,211,98.1,211,"*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""","Math","Y",19,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","West Woods School","=""0621411""","ELA","N",222,220,99.1,220,"*","*",33,15.0,83,37.7,"*","*","*","*"
"Hamden School District","=""0620011""","West Woods School","=""0621411""","ELA","Y",34,34,100.0,34,12,35.3,10,29.4,"*","*","*","*",12,35.3
"Hamden School District","=""0620011""","West Woods School","=""0621411""","Math","N",222,221,99.5,221,22,10.0,49,22.2,"*","*","*","*",150,67.9
"Hamden School District","=""0620011""","West Woods School","=""0621411""","Math","Y",34,34,100.0,34,17,50.0,11,32.4,"*","*","*","*",6,17.6
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""","ELA","N",40,38,95.0,38,"*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""","ELA","Y",7,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""","Math","N",40,37,92.5,37,"*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""","Math","Y",7,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""","ELA","N",303,290,95.7,288,164,56.9,82,28.5,"*","*","*","*","*","*"
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""","ELA","Y",54,50,92.6,50,"*","*",0,0.0,"*","*",0,0.0,"*","*"
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""","Math","N",303,293,96.7,293,215,73.4,"*","*",10,3.4,"*","*","*","*"
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""","Math","Y",52,50,96.2,50,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Hartford School District","=""0640011""","Autism Program - Clark School","=""0644511""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Autism Program - Clark School","=""0644511""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Autism Program - Fred D. Wish Museum School","=""0644211""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Autism Program - Fred D. Wish Museum School","=""0644211""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Batchelder School","=""0640411""","ELA","N",229,223,97.4,223,133,59.6,"*","*",29,13.0,"*","*","*","*"
"Hartford School District","=""0640011""","Batchelder School","=""0640411""","ELA","Y",45,45,100.0,45,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Hartford School District","=""0640011""","Batchelder School","=""0640411""","Math","N",229,227,99.1,227,156,68.7,"*","*",10,4.4,"*","*","*","*"
"Hartford School District","=""0640011""","Batchelder School","=""0640411""","Math","Y",45,45,100.0,45,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Hartford School District","=""0640011""","Breakthrough II Elementary School","=""0643511""","ELA","N",104,104,100.0,104,30,28.8,"*","*","*","*",7,6.7,"*","*"
"Hartford School District","=""0640011""","Breakthrough II Elementary School","=""0643511""","ELA","Y",24,24,100.0,24,20,83.3,"*","*","*","*",0,0.0,"*","*"
"Hartford School District","=""0640011""","Breakthrough II Elementary School","=""0643511""","Math","N",104,104,100.0,104,49,47.1,"*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Breakthrough II Elementary School","=""0643511""","Math","Y",24,24,100.0,24,18,75.0,"*","*","*","*",0,0.0,"*","*"
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""","ELA","N",171,171,100.0,171,36,21.1,"*","*",58,33.9,"*","*","*","*"
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""","ELA","Y",27,27,100.0,27,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""","Math","N",171,171,100.0,171,44,25.7,"*","*",35,20.5,"*","*","*","*"
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""","Math","Y",27,27,100.0,27,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","ELA","N",158,112,70.9,104,"*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","ELA","Y",18,13,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Math","N",157,89,56.7,88,"*","*","*","*","*","*",0,0.0,"*","*"
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Math","Y",18,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""","ELA","N",284,270,95.1,268,190,70.9,64,23.9,"*","*","*","*","*","*"
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""","ELA","Y",58,52,89.7,51,"*","*",0,0.0,"*","*",0,0.0,"*","*"
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""","Math","N",284,282,99.3,281,242,86.1,"*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""","Math","Y",57,50,87.7,48,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Hartford School District","=""0640011""","Burr School","=""0642311""","ELA","N",360,339,94.2,339,162,47.8,119,35.1,48,14.2,10,2.9,58,17.1
"Hartford School District","=""0640011""","Burr School","=""0642311""","ELA","Y",64,58,90.6,57,50,87.7,7,12.3,0,0.0,0,0.0,0,0.0
"Hartford School District","=""0640011""","Burr School","=""0642311""","Math","N",362,358,98.9,358,241,67.3,"*","*",26,7.3,"*","*","*","*"
"Hartford School District","=""0640011""","Burr School","=""0642311""","Math","Y",64,61,95.3,61,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""","Math","N","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*"
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","ELA","N",302,298,98.7,298,98,32.9,90,30.2,"*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","ELA","Y",40,40,100.0,40,30,75.0,"*","*","*","*",0,0.0,"*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Math","N",302,299,99.0,299,135,45.2,"*","*","*","*",25,8.4,"*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Math","Y",40,39,97.5,39,33,84.6,"*","*","*","*",0,0.0,"*","*"
"Hartford School District","=""0640011""","Clark School","=""0642411""","ELA","N",152,143,94.1,140,107,76.4,24,17.1,"*","*","*","*","*","*"
"Hartford School District","=""0640011""","Clark School","=""0642411""","ELA","Y",32,25,78.1,25,"*","*",0,0.0,"*","*",0,0.0,"*","*"
"Hartford School District","=""0640011""","Clark School","=""0642411""","Math","N",152,143,94.1,141,117,83.0,"*","*","*","*",0,0.0,"*","*"
"Hartford School District","=""0640011""","Clark School","=""0642411""","Math","Y",32,25,78.1,24,22,91.7,"*","*","*","*",0,0.0,"*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","ELA","N",373,291,78.0,289,84,29.1,"*","*","*","*",21,7.3,"*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","ELA","Y",34,25,73.5,24,19,79.2,"*","*","*","*",0,0.0,"*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Math","N",373,284,76.1,284,"*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Math","Y",34,17,50.0,17,"*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","ELA","N",50,33,66.0,33,"*","*","*","*","*","*",0,0.0,"*","*"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","ELA","Y",14,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Math","N",49,35,71.4,35,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Math","Y",14,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
