"school_code","district_code","district","school","subject","gender","total_numberwith_scored_tests","count","_","count_1","_1","count_2","_2","count_3","_3","count_4","_4","averagescore"
"0896111","0890011","New Britain School District","New Britain High School","Math","Female","230","120","52.2","83","36.1","*","*","*","*","27","11.7","422"
"0896111","0890011","New Britain School District","New Britain High School","Math","Male","231","128","55.4","77","33.3","*","*","*","*","26","11.3","421"
"0899011","0890011","New Britain School District","New Britain Transition Center","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"0899011","0890011","New Britain School District","New Britain Transition Center","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"0906111","0900011","New Canaan School District","New Canaan High School","ELA","Female","155","*","*","*","*","84","54.2","63","40.6","147","94.8","601"
"0906111","0900011","New Canaan School District","New Canaan High School","ELA","Male","163","*","*","*","*","85","52.1","74","45.4","159","97.5","612"
"0906111","0900011","New Canaan School District","New Canaan High School","Math","Female","155","*","*","*","*","73","47.1","51","32.9","124","80.0","596"
"0906111","0900011","New Canaan School District","New Canaan High School","Math","Male","163","*","*","*","*","78","47.9","65","39.9","143","87.7","622"
"0916111","0910011","New Fairfield School District","New Fairfield High School","ELA","Female","102","*","*","*","*","63","61.8","24","23.5","87","85.3","566"
"0916111","0910011","New Fairfield School District","New Fairfield High School","ELA","Male","125","*","*","*","*","67","53.6","37","29.6","104","83.2","562"
"0916111","0910011","New Fairfield School District","New Fairfield High School","Math","Female","102","11","10.8","50","49.0","31","30.4","10","9.8","41","40.2","519"
"0916111","0910011","New Fairfield School District","New Fairfield High School","Math","Male","125","17","13.6","42","33.6","53","42.4","13","10.4","66","52.8","526"
"0936411","0930011","New Haven School District","Cooperative High School","ELA","Female","102","*","*","24","23.5","51","50.0","*","*","*","*","492"
"0936411","0930011","New Haven School District","Cooperative High School","ELA","Male","53","17","32.1","*","*","26","49.1","*","*","*","*","465"
"0936411","0930011","New Haven School District","Cooperative High School","Math","Female","102","41","40.2","49","48.0","*","*","*","*","*","*","442"
"0936411","0930011","New Haven School District","Cooperative High School","Math","Male","53","*","*","25","47.2","*","*","0","0.0","*","*","426"
"0931711","0930011","New Haven School District","Engineering - Science University Magnet School","ELA","Female","22","*","*","*","*","14","63.6","*","*","*","*","555"
"0931711","0930011","New Haven School District","Engineering - Science University Magnet School","ELA","Male","48","*","*","*","*","25","52.1","*","*","*","*","501"
"0931711","0930011","New Haven School District","Engineering - Science University Magnet School","Math","Female","22","*","*","10","45.5","6","27.3","*","*","*","*","547"
"0931711","0930011","New Haven School District","Engineering - Science University Magnet School","Math","Male","48","*","*","27","56.3","10","20.8","*","*","*","*","492"
"0936611","0930011","New Haven School District","High School In The Community","ELA","Female","25","*","*","*","*","*","*","*","*","*","*","471"
"0936611","0930011","New Haven School District","High School In The Community","ELA","Male","19","*","*","*","*","*","*","*","*","*","*","*"
"0936611","0930011","New Haven School District","High School In The Community","Math","Female","25","*","*","*","*","*","*","*","*","*","*","416"
"0936611","0930011","New Haven School District","High School In The Community","Math","Male","19","*","*","*","*","*","*","*","*","*","*","*"
"0936311","0930011","New Haven School District","Hill Regional Career High School","ELA","Female","79","25","31.6","*","*","29","36.7","*","*","*","*","456"
"0936311","0930011","New Haven School District","Hill Regional Career High School","ELA","Male","64","23","35.9","*","*","24","37.5","*","*","*","*","461"
"0936311","0930011","New Haven School District","Hill Regional Career High School","Math","Female","79","28","35.4","38","48.1","13","16.5","0","0.0","13","16.5","441"
"0936311","0930011","New Haven School District","Hill Regional Career High School","Math","Male","64","24","37.5","29","45.3","*","*","*","*","11","17.2","442"
"0936811","0930011","New Haven School District","Hyde School of Health, Science and Sports Medicine","ELA","Female","13","*","*","*","*","*","*","*","*","*","*","*"
"0936811","0930011","New Haven School District","Hyde School of Health, Science and Sports Medicine","ELA","Male","20","*","*","*","*","*","*","*","*","*","*","447"
"0936811","0930011","New Haven School District","Hyde School of Health, Science and Sports Medicine","Math","Female","13","*","*","*","*","*","*","*","*","*","*","*"
"0936811","0930011","New Haven School District","Hyde School of Health, Science and Sports Medicine","Math","Male","20","*","*","*","*","*","*","0","0.0","*","*","426"
"0936211","0930011","New Haven School District","James Hillhouse High School","ELA","Female","87","49","56.3","19","21.8","*","*","*","*","19","21.8","422"
"0936211","0930011","New Haven School District","James Hillhouse High School","ELA","Male","91","53","58.2","25","27.5","13","14.3","0","0.0","13","14.3","410"
"0936211","0930011","New Haven School District","James Hillhouse High School","Math","Female","87","53","60.9","29","33.3","*","*","*","*","*","*","402"
"0936211","0930011","New Haven School District","James Hillhouse High School","Math","Male","91","56","61.5","*","*","*","*","0","0.0","*","*","395"
"0936011","0930011","New Haven School District","Metropolitan Business Academy","ELA","Female","45","15","33.3","*","*","17","37.8","*","*","*","*","452"
"0936011","0930011","New Haven School District","Metropolitan Business Academy","ELA","Male","41","15","36.6","*","*","13","31.7","*","*","*","*","449"
"0936011","0930011","New Haven School District","Metropolitan Business Academy","Math","Female","45","*","*","23","51.1","*","*","0","0.0","*","*","436"
"0936011","0930011","New Haven School District","Metropolitan Business Academy","Math","Male","41","*","*","19","46.3","*","*","0","0.0","*","*","432"
"0937011","0930011","New Haven School District","New Haven Academy","ELA","Female","29","*","*","7","24.1","14","48.3","*","*","*","*","473"
"0937011","0930011","New Haven School District","New Haven Academy","ELA","Male","27","7","25.9","*","*","11","40.7","*","*","*","*","470"
"0937011","0930011","New Haven School District","New Haven Academy","Math","Female","29","*","*","14","48.3","*","*","0","0.0","*","*","458"
"0937011","0930011","New Haven School District","New Haven Academy","Math","Male","27","*","*","15","55.6","*","*","0","0.0","*","*","444"
"0932211","0930011","New Haven School District","New Horizons High School","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"0932211","0930011","New Haven School District","New Horizons High School","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"0932211","0930011","New Haven School District","New Horizons High School","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"0932211","0930011","New Haven School District","New Horizons High School","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"0932611","0930011","New Haven School District","New Light High School","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"0932611","0930011","New Haven School District","New Light High School","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"0939211","0930011","New Haven School District","Polly T. McCabe Center","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"0939211","0930011","New Haven School District","Polly T. McCabe Center","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"0939111","0930011","New Haven School District","Riverside Education Academy","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"0939111","0930011","New Haven School District","Riverside Education Academy","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"0939111","0930011","New Haven School District","Riverside Education Academy","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"0939111","0930011","New Haven School District","Riverside Education Academy","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"0936711","0930011","New Haven School District","Sound School","ELA","Female","36","*","*","9","25.0","19","52.8","*","*","*","*","506"
"0936711","0930011","New Haven School District","Sound School","ELA","Male","36","*","*","7","19.4","17","47.2","*","*","*","*","508"
"0936711","0930011","New Haven School District","Sound School","Math","Female","36","11","30.6","16","44.4","9","25.0","0","0.0","9","25.0","460"
"0936711","0930011","New Haven School District","Sound School","Math","Male","36","*","*","13","36.1","10","27.8","*","*","*","*","485"
"0936111","0930011","New Haven School District","Wilbur Cross High School","ELA","Female","157","77","49.0","32","20.4","40","25.5","8","5.1","48","30.6","442"
"0936111","0930011","New Haven School District","Wilbur Cross High School","ELA","Male","125","60","48.0","25","20.0","31","24.8","9","7.2","40","32.0","445"
"0936111","0930011","New Haven School District","Wilbur Cross High School","Math","Female","157","88","56.1","55","35.0","*","*","*","*","14","8.9","413"
"0936111","0930011","New Haven School District","Wilbur Cross High School","Math","Male","125","55","44.0","54","43.2","*","*","*","*","16","12.8","435"
"0956111","0950011","New London School District","New London High School","ELA","Female","86","29","33.7","*","*","24","27.9","*","*","*","*","464"
"0956111","0950011","New London School District","New London High School","ELA","Male","82","36","43.9","*","*","22","26.8","*","*","*","*","444"
"0956111","0950011","New London School District","New London High School","Math","Female","86","36","41.9","30","34.9","*","*","*","*","20","23.3","447"
"0956111","0950011","New London School District","New London High School","Math","Male","82","39","47.6","25","30.5","*","*","*","*","18","22.0","444"
"0966111","0960011","New Milford School District","New Milford High School","ELA","Female","148","10","6.8","25","16.9","88","59.5","25","16.9","113","76.4","542"
"0966111","0960011","New Milford School District","New Milford High School","ELA","Male","153","18","11.8","22","14.4","85","55.6","28","18.3","113","73.9","536"
"0966111","0960011","New Milford School District","New Milford High School","Math","Female","148","12","8.1","77","52.0","45","30.4","14","9.5","59","39.9","521"
"0966111","0960011","New Milford School District","New Milford High School","Math","Male","153","23","15.0","49","32.0","59","38.6","22","14.4","81","52.9","531"
"0946111","0940011","Newington School District","Newington High School","ELA","Female","164","11","6.7","26","15.9","95","57.9","32","19.5","127","77.4","540"
"0946111","0940011","Newington School District","Newington High School","ELA","Male","134","13","9.7","28","20.9","68","50.7","25","18.7","93","69.4","530"
"0946111","0940011","Newington School District","Newington High School","Math","Female","164","19","11.6","66","40.2","63","38.4","16","9.8","79","48.2","522"
"0946111","0940011","Newington School District","Newington High School","Math","Male","134","15","11.2","59","44.0","48","35.8","12","9.0","60","44.8","524"
"0976111","0970011","Newtown School District","Newtown High School","ELA","Female","186","*","*","*","*","114","61.3","52","28.0","166","89.2","574"
"0976111","0970011","Newtown School District","Newtown High School","ELA","Male","217","*","*","*","*","122","56.2","69","31.8","191","88.0","579"
"0976111","0970011","Newtown School District","Newtown High School","Math","Female","186","8","4.3","60","32.3","89","47.8","29","15.6","118","63.4","557"
"0976111","0970011","Newtown School District","Newtown High School","Math","Male","217","17","7.8","54","24.9","99","45.6","47","21.7","146","67.3","567"
"0996111","0990011","North Branford School District","North Branford High School","ELA","Female","78","8","10.3","16","20.5","42","53.8","12","15.4","54","69.2","525"
"0996111","0990011","North Branford School District","North Branford High School","ELA","Male","76","17","22.4","14","18.4","37","48.7","8","10.5","45","59.2","494"
"0996111","0990011","North Branford School District","North Branford High School","Math","Female","77","*","*","33","42.9","25","32.5","*","*","*","*","501"
"0996111","0990011","North Branford School District","North Branford High School","Math","Male","76","*","*","31","40.8","22","28.9","*","*","*","*","485"
"1016111","1010011","North Haven School District","North Haven High School","ELA","Female","133","7","5.3","21","15.8","78","58.6","27","20.3","105","78.9","543"
"1016111","1010011","North Haven School District","North Haven High School","ELA","Male","109","9","8.3","14","12.8","66","60.6","20","18.3","86","78.9","542"
"1016111","1010011","North Haven School District","North Haven High School","Math","Female","133","21","15.8","55","41.4","48","36.1","9","6.8","57","42.9","505"
"1016111","1010011","North Haven School District","North Haven High School","Math","Male","109","19","17.4","40","36.7","39","35.8","11","10.1","50","45.9","512"
"1026111","1020011","North Stonington School District","Wheeler High School","ELA","Female","21","*","*","*","*","13","61.9","*","*","*","*","552"
"1026111","1020011","North Stonington School District","Wheeler High School","ELA","Male","34","*","*","*","*","19","55.9","*","*","*","*","545"
"1026111","1020011","North Stonington School District","Wheeler High School","Math","Female","21","0","0.0","*","*","12","57.1","*","*","*","*","549"
"1026111","1020011","North Stonington School District","Wheeler High School","Math","Male","34","*","*","8","23.5","11","32.4","*","*","*","*","532"
"1036211","1030011","Norwalk School District","Brien McMahon High School","ELA","Female","194","33","17.0","43","22.2","94","48.5","24","12.4","118","60.8","509"
"1036211","1030011","Norwalk School District","Brien McMahon High School","ELA","Male","213","60","28.2","35","16.4","99","46.5","19","8.9","118","55.4","486"
"1036211","1030011","Norwalk School District","Brien McMahon High School","Math","Female","194","44","22.7","88","45.4","41","21.1","21","10.8","62","32.0","494"
"1036211","1030011","Norwalk School District","Brien McMahon High School","Math","Male","213","65","30.5","82","38.5","50","23.5","16","7.5","66","31.0","477"
"1036111","1030011","Norwalk School District","Norwalk High School","ELA","Female","137","22","16.1","30","21.9","68","49.6","17","12.4","85","62.0","510"
"1036111","1030011","Norwalk School District","Norwalk High School","ELA","Male","183","25","13.7","44","24.0","99","54.1","15","8.2","114","62.3","505"
"1036111","1030011","Norwalk School District","Norwalk High School","Math","Female","137","*","*","74","54.0","31","22.6","*","*","*","*","479"
"1036111","1030011","Norwalk School District","Norwalk High School","Math","Male","183","*","*","93","50.8","49","26.8","*","*","*","*","491"
"1036311","1030011","Norwalk School District","Norwalk Pathways Academy at Briggs","ELA","Female","10","*","*","*","*","*","*","*","*","*","*","*"
"1036311","1030011","Norwalk School District","Norwalk Pathways Academy at Briggs","ELA","Male","11","*","*","*","*","*","*","*","*","*","*","*"
"1036311","1030011","Norwalk School District","Norwalk Pathways Academy at Briggs","Math","Female","10","*","*","*","*","*","*","*","*","*","*","*"
"1036311","1030011","Norwalk School District","Norwalk Pathways Academy at Briggs","Math","Male","11","*","*","*","*","*","*","*","*","*","*","*"
"9010222","9010022","Norwich Free Academy District","Night School","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"9010222","9010022","Norwich Free Academy District","Night School","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"9016122","9010022","Norwich Free Academy District","Norwich Free Academy","ELA","Female","311","62","19.9","53","17.0","147","47.3","49","15.8","196","63.0","516"
"9016122","9010022","Norwich Free Academy District","Norwich Free Academy","ELA","Male","258","62","24.0","37","14.3","111","43.0","48","18.6","159","61.6","507"
"9016122","9010022","Norwich Free Academy District","Norwich Free Academy","Math","Female","310","82","26.5","125","40.3","87","28.1","16","5.2","103","33.2","482"
"9016122","9010022","Norwich Free Academy District","Norwich Free Academy","Math","Male","258","71","27.5","99","38.4","57","22.1","31","12.0","88","34.1","488"
"1066111","1060011","Old Saybrook School District","Old Saybrook Senior High School","ELA","Female","50","*","*","*","*","29","58.0","10","20.0","39","78.0","551"
"1066111","1060011","Old Saybrook School District","Old Saybrook Senior High School","ELA","Male","46","*","*","*","*","27","58.7","11","23.9","38","82.6","549"
"1066111","1060011","Old Saybrook School District","Old Saybrook Senior High School","Math","Female","50","*","*","22","44.0","18","36.0","*","*","*","*","518"
"1066111","1060011","Old Saybrook School District","Old Saybrook Senior High School","Math","Male","46","*","*","15","32.6","18","39.1","*","*","*","*","550"
"1080411","1080011","Oxford School District","Alternative Education","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"1080411","1080011","Oxford School District","Alternative Education","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"1086011","1080011","Oxford School District","Oxford High School","ELA","Female","72","*","*","*","*","45","62.5","17","23.6","62","86.1","558"
"1086011","1080011","Oxford School District","Oxford High School","ELA","Male","89","*","*","*","*","54","60.7","18","20.2","72","80.9","553"
"1086011","1080011","Oxford School District","Oxford High School","Math","Female","72","*","*","41","56.9","21","29.2","*","*","*","*","517"
"1086011","1080011","Oxford School District","Oxford High School","Math","Male","89","*","*","39","43.8","27","30.3","*","*","*","*","522"
"2930113","2930013","Path Academy District","Path Academy","ELA","Female","6","*","*","*","*","*","*","*","*","*","*","*"
"2930113","2930013","Path Academy District","Path Academy","Math","Female","6","*","*","*","*","*","*","*","*","*","*","*"
"1096111","1090011","Plainfield School District","Plainfield High School","ELA","Female","80","*","*","20","25.0","47","58.8","*","*","*","*","500"
"1096111","1090011","Plainfield School District","Plainfield High School","ELA","Male","66","*","*","13","19.7","30","45.5","*","*","*","*","517"
"1096111","1090011","Plainfield School District","Plainfield High School","Math","Female","80","*","*","43","53.8","18","22.5","*","*","*","*","472"
"1096111","1090011","Plainfield School District","Plainfield High School","Math","Male","66","*","*","32","48.5","15","22.7","*","*","*","*","485"
"1106111","1100011","Plainville School District","Plainville High School","ELA","Female","88","10","11.4","24","27.3","46","52.3","8","9.1","54","61.4","505"
"1106111","1100011","Plainville School District","Plainville High School","ELA","Male","93","16","17.2","19","20.4","46","49.5","12","12.9","58","62.4","511"
"1106111","1100011","Plainville School District","Plainville High School","Math","Female","88","*","*","50","56.8","19","21.6","*","*","*","*","485"
"1106111","1100011","Plainville School District","Plainville High School","Math","Male","93","26","28.0","*","*","35","37.6","*","*","*","*","505"
"1116111","1110011","Plymouth School District","Terryville High School","ELA","Female","45","*","*","11","24.4","19","42.2","*","*","*","*","489"
"1116111","1110011","Plymouth School District","Terryville High School","ELA","Male","65","*","*","15","23.1","38","58.5","*","*","*","*","501"
"1116111","1110011","Plymouth School District","Terryville High School","Math","Female","45","*","*","20","44.4","13","28.9","*","*","*","*","469"
"1116111","1110011","Plymouth School District","Terryville High School","Math","Male","65","*","*","27","41.5","20","30.8","*","*","*","*","484"
"1136111","1130011","Portland School District","Portland High School","ELA","Female","47","*","*","*","*","30","63.8","9","19.1","39","83.0","556"
"1136111","1130011","Portland School District","Portland High School","ELA","Male","45","*","*","*","*","25","55.6","14","31.1","39","86.7","571"
"1136111","1130011","Portland School District","Portland High School","Math","Female","47","*","*","23","48.9","13","27.7","*","*","*","*","525"
"1136111","1130011","Portland School District","Portland High School","Math","Male","45","*","*","13","28.9","19","42.2","*","*","*","*","563"
"1160111","1160011","Putnam School District","PALS - Putnam Alternative Learning System","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"1160111","1160011","Putnam School District","PALS - Putnam Alternative Learning System","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"1166111","1160011","Putnam School District","Putnam High School","ELA","Female","32","8","25.0","*","*","13","40.6","*","*","*","*","477"
"1166111","1160011","Putnam School District","Putnam High School","ELA","Male","21","7","33.3","*","*","10","47.6","*","*","*","*","480"
"1166111","1160011","Putnam School District","Putnam High School","Math","Female","32","13","40.6","16","50.0","*","*","*","*","*","*","448"
"1166111","1160011","Putnam School District","Putnam High School","Math","Male","21","8","38.1","9","42.9","*","*","*","*","*","*","452"
"2016112","2010012","Regional School District 01","Housatonic Valley Regional High School","ELA","Female","63","*","*","*","*","35","55.6","13","20.6","48","76.2","543"
"2016112","2010012","Regional School District 01","Housatonic Valley Regional High School","ELA","Male","44","*","*","*","*","22","50.0","10","22.7","32","72.7","529"
"2016112","2010012","Regional School District 01","Housatonic Valley Regional High School","Math","Female","63","*","*","25","39.7","23","36.5","*","*","*","*","491"
"2016112","2010012","Regional School District 01","Housatonic Valley Regional High School","Math","Male","44","*","*","21","47.7","16","36.4","*","*","*","*","520"
"2046112","2040012","Regional School District 04","Valley Regional High School","ELA","Female","77","*","*","*","*","33","42.9","29","37.7","62","80.5","577"
"2046112","2040012","Regional School District 04","Valley Regional High School","ELA","Male","67","*","*","*","*","33","49.3","19","28.4","52","77.6","557"
"2046112","2040012","Regional School District 04","Valley Regional High School","Math","Female","77","11","14.3","29","37.7","26","33.8","11","14.3","37","48.1","527"
"2046112","2040012","Regional School District 04","Valley Regional High School","Math","Male","67","12","17.9","23","34.3","22","32.8","10","14.9","32","47.8","523"
"2056112","2050012","Regional School District 05","Amity Regional High School","ELA","Female","163","10","6.1","13","8.0","87","53.4","53","32.5","140","85.9","582"
"2056112","2050012","Regional School District 05","Amity Regional High School","ELA","Male","180","14","7.8","19","10.6","92","51.1","55","30.6","147","81.7","572"
"2056112","2050012","Regional School District 05","Amity Regional High School","Math","Female","163","12","7.4","46","28.2","67","41.1","38","23.3","105","64.4","565"
"2056112","2050012","Regional School District 05","Amity Regional High School","Math","Male","180","18","10.0","47","26.1","71","39.4","44","24.4","115","63.9","563"
"2066112","2060012","Regional School District 06","Wamogo Regional High School","ELA","Female","60","*","*","11","18.3","36","60.0","*","*","*","*","538"
"2066112","2060012","Regional School District 06","Wamogo Regional High School","ELA","Male","53","*","*","8","15.1","34","64.2","*","*","*","*","534"
"2066112","2060012","Regional School District 06","Wamogo Regional High School","Math","Female","60","*","*","26","43.3","23","38.3","*","*","*","*","506"
"2066112","2060012","Regional School District 06","Wamogo Regional High School","Math","Male","53","*","*","19","35.8","22","41.5","*","*","*","*","510"
"2079112","2070012","Regional School District 07","AIM","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"2079112","2070012","Regional School District 07","AIM","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"2076112","2070012","Regional School District 07","Northwestern Regional High School","ELA","Female","108","*","*","*","*","67","62.0","25","23.1","92","85.2","566"
"2076112","2070012","Regional School District 07","Northwestern Regional High School","ELA","Male","74","*","*","*","*","41","55.4","20","27.0","61","82.4","553"
"2076112","2070012","Regional School District 07","Northwestern Regional High School","Math","Female","108","7","6.5","39","36.1","47","43.5","15","13.9","62","57.4","544"
"2076112","2070012","Regional School District 07","Northwestern Regional High School","Math","Male","74","10","13.5","20","27.0","36","48.6","8","10.8","44","59.5","537"
"2079312","2070012","Regional School District 07","STEP","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"2079312","2070012","Regional School District 07","STEP","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"2079312","2070012","Regional School District 07","STEP","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"2079312","2070012","Regional School District 07","STEP","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"2086112","2080012","Regional School District 08","RHAM High School","ELA","Female","121","*","*","*","*","75","62.0","36","29.8","111","91.7","584"
"2086112","2080012","Regional School District 08","RHAM High School","ELA","Male","120","*","*","*","*","66","55.0","31","25.8","97","80.8","549"
"2086112","2080012","Regional School District 08","RHAM High School","Math","Female","121","8","6.6","28","23.1","58","47.9","27","22.3","85","70.2","569"
"2086112","2080012","Regional School District 08","RHAM High School","Math","Male","119","10","8.4","40","33.6","43","36.1","26","21.8","69","58.0","559"
"2096112","2090012","Regional School District 09","Joel Barlow High School","ELA","Female","118","*","*","*","*","70","59.3","39","33.1","109","92.4","593"
"2096112","2090012","Regional School District 09","Joel Barlow High School","ELA","Male","143","*","*","*","*","80","55.9","48","33.6","128","89.5","583"
"2096112","2090012","Regional School District 09","Joel Barlow High School","Math","Female","118","*","*","30","25.4","64","54.2","*","*","*","*","564"
"2096112","2090012","Regional School District 09","Joel Barlow High School","Math","Male","143","*","*","*","*","71","49.7","37","25.9","108","75.5","584"
"2106112","2100012","Regional School District 10","Lewis S. Mills High School","ELA","Female","84","*","*","*","*","54","64.3","23","27.4","77","91.7","575"
"2106112","2100012","Regional School District 10","Lewis S. Mills High School","ELA","Male","102","*","*","*","*","66","64.7","22","21.6","88","86.3","557"
"2106112","2100012","Regional School District 10","Lewis S. Mills High School","Math","Female","84","*","*","32","38.1","37","44.0","*","*","*","*","552"
"2106112","2100012","Regional School District 10","Lewis S. Mills High School","Math","Male","102","*","*","32","31.4","51","50.0","*","*","*","*","549"
"2116112","2110012","Regional School District 11","Parish Hill High School","ELA","Female","23","*","*","*","*","*","*","*","*","*","*","516"
"2116112","2110012","Regional School District 11","Parish Hill High School","ELA","Male","19","*","*","*","*","*","*","*","*","*","*","*"
"2116112","2110012","Regional School District 11","Parish Hill High School","Math","Female","23","*","*","*","*","*","*","0","0.0","*","*","473"
"2116112","2110012","Regional School District 11","Parish Hill High School","Math","Male","19","*","*","*","*","*","*","*","*","*","*","*"
"2120312","2120012","Regional School District 12","Shepaug Valley School","ELA","Female","22","*","*","*","*","12","54.5","7","31.8","19","86.4","570"
"2120312","2120012","Regional School District 12","Shepaug Valley School","ELA","Male","27","*","*","*","*","14","51.9","6","22.2","20","74.1","540"
"2120312","2120012","Regional School District 12","Shepaug Valley School","Math","Female","22","*","*","8","36.4","10","45.5","*","*","*","*","552"
"2120312","2120012","Regional School District 12","Shepaug Valley School","Math","Male","27","*","*","8","29.6","10","37.0","*","*","*","*","533"
"2136112","2130012","Regional School District 13","Coginchaug Regional High School","ELA","Female","66","*","*","*","*","42","63.6","19","28.8","61","92.4","578"
"2136112","2130012","Regional School District 13","Coginchaug Regional High School","ELA","Male","74","*","*","*","*","40","54.1","18","24.3","58","78.4","541"
"2136112","2130012","Regional School District 13","Coginchaug Regional High School","Math","Female","66","*","*","25","37.9","30","45.5","*","*","*","*","528"
"2136112","2130012","Regional School District 13","Coginchaug Regional High School","Math","Male","74","*","*","28","37.8","27","36.5","*","*","*","*","529"
"2146112","2140012","Regional School District 14","Nonnewaug High School","ELA","Female","106","7","6.6","13","12.3","66","62.3","20","18.9","86","81.1","549"
"2146112","2140012","Regional School District 14","Nonnewaug High School","ELA","Male","65","10","15.4","10","15.4","36","55.4","9","13.8","45","69.2","519"
"2146112","2140012","Regional School District 14","Nonnewaug High School","Math","Female","106","*","*","46","43.4","44","41.5","*","*","*","*","538"
"2146112","2140012","Regional School District 14","Nonnewaug High School","Math","Male","65","*","*","26","40.0","20","30.8","*","*","*","*","522"
"2150112","2150012","Regional School District 15","MIJ Program","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"2150112","2150012","Regional School District 15","MIJ Program","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"2150112","2150012","Regional School District 15","MIJ Program","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"2150112","2150012","Regional School District 15","MIJ Program","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"2156212","2150012","Regional School District 15","Pomperaug Regional High School","ELA","Female","141","*","*","*","*","83","58.9","34","24.1","117","83.0","565"
"2156212","2150012","Regional School District 15","Pomperaug Regional High School","ELA","Male","160","*","*","*","*","91","56.9","44","27.5","135","84.4","567"
"2156212","2150012","Regional School District 15","Pomperaug Regional High School","Math","Female","141","9","6.4","51","36.2","60","42.6","21","14.9","81","57.4","546"
"2156212","2150012","Regional School District 15","Pomperaug Regional High School","Math","Male","160","12","7.5","41","25.6","81","50.6","26","16.3","107","66.9","558"
"2160412","2160012","Regional School District 16","WRHS Alternative Education Program","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"2160412","2160012","Regional School District 16","WRHS Alternative Education Program","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"2160412","2160012","Regional School District 16","WRHS Alternative Education Program","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"2160412","2160012","Regional School District 16","WRHS Alternative Education Program","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"2166012","2160012","Regional School District 16","Woodland Regional High School","ELA","Female","85","*","*","*","*","55","64.7","17","20.0","72","84.7","556"
"2166012","2160012","Regional School District 16","Woodland Regional High School","ELA","Male","72","*","*","16","22.2","41","56.9","*","*","*","*","530"
"2166012","2160012","Regional School District 16","Woodland Regional High School","Math","Female","85","*","*","37","43.5","24","28.2","*","*","*","*","503"
"2166012","2160012","Regional School District 16","Woodland Regional High School","Math","Male","72","*","*","28","38.9","26","36.1","*","*","*","*","505"
"2176112","2170012","Regional School District 17","Haddam-Killingworth High School","ELA","Female","78","*","*","*","*","52","66.7","19","24.4","71","91.0","572"
"2176112","2170012","Regional School District 17","Haddam-Killingworth High School","ELA","Male","68","*","*","*","*","36","52.9","19","27.9","55","80.9","552"
"2176112","2170012","Regional School District 17","Haddam-Killingworth High School","Math","Female","78","*","*","31","39.7","35","44.9","*","*","*","*","533"
"2176112","2170012","Regional School District 17","Haddam-Killingworth High School","Math","Male","68","*","*","22","32.4","29","42.6","*","*","*","*","529"
"2180412","2180012","Regional School District 18","Alternative Program","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"2180412","2180012","Regional School District 18","Alternative Program","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"2186112","2180012","Regional School District 18","Lyme-Old Lyme High School","ELA","Female","55","*","*","*","*","31","56.4","17","30.9","48","87.3","569"
"2186112","2180012","Regional School District 18","Lyme-Old Lyme High School","ELA","Male","63","*","*","*","*","29","46.0","21","33.3","50","79.4","566"
"2186112","2180012","Regional School District 18","Lyme-Old Lyme High School","Math","Female","55","7","12.7","17","30.9","25","45.5","6","10.9","31","56.4","540"
