"school_code","district_code","district","school","subject","gender","total_numberwith_scored_tests","count","_","count_1","_1","count_2","_2","count_3","_3","count_4","_4","averagescore"
"0150811","0150011","Bridgeport School District","Aerospace/Hydrospace, Engineering and Physical Sciences HS at the Fairchild-Wheeler Magnet Campus","ELA","Female","48","*","*","16","33.3","19","39.6","*","*","*","*","480"
"0150811","0150011","Bridgeport School District","Aerospace/Hydrospace, Engineering and Physical Sciences HS at the Fairchild-Wheeler Magnet Campus","ELA","Male","82","*","*","22","26.8","40","48.8","*","*","*","*","477"
"0150811","0150011","Bridgeport School District","Aerospace/Hydrospace, Engineering and Physical Sciences HS at the Fairchild-Wheeler Magnet Campus","Math","Female","48","13","27.1","26","54.2","*","*","*","*","9","18.8","472"
"0150811","0150011","Bridgeport School District","Aerospace/Hydrospace, Engineering and Physical Sciences HS at the Fairchild-Wheeler Magnet Campus","Math","Male","82","14","17.1","48","58.5","*","*","*","*","20","24.4","490"
"0156111","0150011","Bridgeport School District","Bassick High School","ELA","Female","58","32","55.2","*","*","*","*","0","0.0","*","*","409"
"0156111","0150011","Bridgeport School District","Bassick High School","ELA","Male","61","40","65.6","17","27.9","*","*","*","*","*","*","395"
"0156111","0150011","Bridgeport School District","Bassick High School","Math","Female","58","36","62.1","*","*","*","*","0","0.0","*","*","392"
"0156111","0150011","Bridgeport School District","Bassick High School","Math","Male","61","43","70.5","*","*","*","*","0","0.0","*","*","389"
"0150611","0150011","Bridgeport School District","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","ELA","Female","97","*","*","31","32.0","37","38.1","*","*","*","*","465"
"0150611","0150011","Bridgeport School District","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","ELA","Male","37","17","45.9","*","*","9","24.3","*","*","*","*","448"
"0150611","0150011","Bridgeport School District","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","Math","Female","97","33","34.0","56","57.7","*","*","*","*","*","*","442"
"0150611","0150011","Bridgeport School District","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","Math","Male","37","16","43.2","16","43.2","*","*","*","*","*","*","438"
"0159011","0150011","Bridgeport School District","Bridgeport Learning Center","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"0159011","0150011","Bridgeport School District","Bridgeport Learning Center","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"0151611","0150011","Bridgeport School District","Bridgeport Military Academy","ELA","Female","33","21","63.6","*","*","*","*","0","0.0","*","*","406"
"0151611","0150011","Bridgeport School District","Bridgeport Military Academy","ELA","Male","57","25","43.9","*","*","*","*","0","0.0","*","*","440"
"0151611","0150011","Bridgeport School District","Bridgeport Military Academy","Math","Female","33","27","81.8","6","18.2","0","0.0","0","0.0","0","0.0","379"
"0151611","0150011","Bridgeport School District","Bridgeport Military Academy","Math","Male","57","40","70.2","*","*","*","*","0","0.0","*","*","389"
"0152711","0150011","Bridgeport School District","Career and Craftsmanship","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"0152711","0150011","Bridgeport School District","Career and Craftsmanship","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"0152711","0150011","Bridgeport School District","Career and Craftsmanship","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"0152711","0150011","Bridgeport School District","Career and Craftsmanship","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"0156211","0150011","Bridgeport School District","Central High School","ELA","Female","123","42","34.1","*","*","44","35.8","*","*","*","*","454"
"0156211","0150011","Bridgeport School District","Central High School","ELA","Male","113","64","56.6","*","*","26","23.0","*","*","*","*","420"
"0156211","0150011","Bridgeport School District","Central High School","Math","Female","123","46","37.4","61","49.6","16","13.0","0","0.0","16","13.0","436"
"0156211","0150011","Bridgeport School District","Central High School","Math","Male","111","63","56.8","36","32.4","12","10.8","0","0.0","12","10.8","413"
"0156311","0150011","Bridgeport School District","Harding High School","ELA","Female","97","67","69.1","24","24.7","6","6.2","0","0.0","6","6.2","389"
"0156311","0150011","Bridgeport School District","Harding High School","ELA","Male","78","52","66.7","17","21.8","*","*","*","*","9","11.5","400"
"0156311","0150011","Bridgeport School District","Harding High School","Math","Female","97","78","80.4","*","*","*","*","0","0.0","*","*","369"
"0156311","0150011","Bridgeport School District","Harding High School","Math","Male","78","57","73.1","*","*","*","*","0","0.0","*","*","384"
"0151511","0150011","Bridgeport School District","Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus","ELA","Female","45","16","35.6","*","*","14","31.1","*","*","*","*","460"
"0151511","0150011","Bridgeport School District","Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus","ELA","Male","87","*","*","23","26.4","36","41.4","*","*","*","*","482"
"0151511","0150011","Bridgeport School District","Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus","Math","Female","45","16","35.6","26","57.8","*","*","*","*","*","*","444"
"0151511","0150011","Bridgeport School District","Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus","Math","Male","87","29","33.3","36","41.4","*","*","*","*","*","*","460"
"0179011","0170011","Bristol School District","Alternative Special Education Program (ASEP)","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"0179011","0170011","Bristol School District","Alternative Special Education Program (ASEP)","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"0179011","0170011","Bristol School District","Alternative Special Education Program (ASEP)","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"0179011","0170011","Bristol School District","Alternative Special Education Program (ASEP)","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"0176111","0170011","Bristol School District","Bristol Central High School","ELA","Female","126","15","11.9","24","19.0","70","55.6","17","13.5","87","69.0","524"
"0176111","0170011","Bristol School District","Bristol Central High School","ELA","Male","136","19","14.0","26","19.1","75","55.1","16","11.8","91","66.9","512"
"0176111","0170011","Bristol School District","Bristol Central High School","Math","Female","126","20","15.9","61","48.4","38","30.2","7","5.6","45","35.7","501"
"0176111","0170011","Bristol School District","Bristol Central High School","Math","Male","136","22","16.2","60","44.1","45","33.1","9","6.6","54","39.7","502"
"0176211","0170011","Bristol School District","Bristol Eastern High School","ELA","Female","150","11","7.3","29","19.3","95","63.3","15","10.0","110","73.3","524"
"0176211","0170011","Bristol School District","Bristol Eastern High School","ELA","Male","135","21","15.6","24","17.8","79","58.5","11","8.1","90","66.7","505"
"0176211","0170011","Bristol School District","Bristol Eastern High School","Math","Female","150","*","*","78","52.0","36","24.0","*","*","*","*","478"
"0176211","0170011","Bristol School District","Bristol Eastern High School","Math","Male","135","*","*","58","43.0","44","32.6","*","*","*","*","494"
"0173311","0170011","Bristol School District","Bristol Preparatory Academy","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"0173311","0170011","Bristol School District","Bristol Preparatory Academy","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"0173311","0170011","Bristol School District","Bristol Preparatory Academy","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"0173311","0170011","Bristol School District","Bristol Preparatory Academy","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"0186111","0180011","Brookfield School District","Brookfield High School","ELA","Female","100","*","*","*","*","47","47.0","35","35.0","82","82.0","572"
"0186111","0180011","Brookfield School District","Brookfield High School","ELA","Male","122","*","*","*","*","85","69.7","22","18.0","107","87.7","561"
"0186111","0180011","Brookfield School District","Brookfield High School","Math","Female","100","9","9.0","39","39.0","39","39.0","13","13.0","52","52.0","533"
"0186111","0180011","Brookfield School District","Brookfield High School","Math","Male","122","7","5.7","41","33.6","57","46.7","17","13.9","74","60.7","550"
"0236111","0230011","Canton School District","Canton High School","ELA","Female","57","*","*","*","*","38","66.7","11","19.3","49","86.0","563"
"0236111","0230011","Canton School District","Canton High School","ELA","Male","58","*","*","*","*","24","41.4","23","39.7","47","81.0","580"
"0236111","0230011","Canton School District","Canton High School","Math","Female","57","*","*","23","40.4","25","43.9","*","*","*","*","530"
"0236111","0230011","Canton School District","Canton High School","Math","Male","58","*","*","12","20.7","23","39.7","*","*","*","*","562"
"2970113","2970013","Capital Preparatory Harbor School Inc. District","Capital Preparatory Harbor School Inc.","ELA","Female","6","*","*","*","*","*","*","*","*","*","*","*"
"2970113","2970013","Capital Preparatory Harbor School Inc. District","Capital Preparatory Harbor School Inc.","ELA","Male","22","*","*","*","*","*","*","0","0.0","*","*","411"
"2970113","2970013","Capital Preparatory Harbor School Inc. District","Capital Preparatory Harbor School Inc.","Math","Female","6","*","*","*","*","*","*","*","*","*","*","*"
"2970113","2970013","Capital Preparatory Harbor School Inc. District","Capital Preparatory Harbor School Inc.","Math","Male","22","*","*","*","*","*","*","0","0.0","*","*","410"
"2415114","2410014","Capitol Region Education Council","Academy of Aerospace and Engineering","ELA","Female","17","*","*","*","*","*","*","*","*","*","*","*"
"2415114","2410014","Capitol Region Education Council","Academy of Aerospace and Engineering","ELA","Male","50","*","*","*","*","*","*","*","*","*","*","604"
"2415114","2410014","Capitol Region Education Council","Academy of Aerospace and Engineering","Math","Female","17","*","*","*","*","*","*","*","*","*","*","*"
"2415114","2410014","Capitol Region Education Council","Academy of Aerospace and Engineering","Math","Male","50","*","*","*","*","*","*","*","*","*","*","604"
"2419214","2410014","Capitol Region Education Council","Farmington Valley Regional Diagnostic Center","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"2419214","2410014","Capitol Region Education Council","Farmington Valley Regional Diagnostic Center","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"2416414","2410014","Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","ELA","Female","67","*","*","14","20.9","29","43.3","*","*","*","*","523"
"2416414","2410014","Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","ELA","Male","29","*","*","9","31.0","8","27.6","*","*","*","*","484"
"2416414","2410014","Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Math","Female","67","*","*","32","47.8","*","*","0","0.0","*","*","465"
"2416414","2410014","Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Math","Male","29","*","*","15","51.7","*","*","0","0.0","*","*","438"
"2419014","2410014","Capitol Region Education Council","John J. Allison Polaris Center","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"2419014","2410014","Capitol Region Education Council","John J. Allison Polaris Center","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"2419014","2410014","Capitol Region Education Council","John J. Allison Polaris Center","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"2419014","2410014","Capitol Region Education Council","John J. Allison Polaris Center","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"2419614","2410014","Capitol Region Education Council","Lincoln Academy Regional Interdistrict Collaborative","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"2419614","2410014","Capitol Region Education Council","Lincoln Academy Regional Interdistrict Collaborative","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"2416514","2410014","Capitol Region Education Council","Medical Professions and Teacher Preparation Academy","ELA","Female","51","*","*","*","*","*","*","*","*","*","*","505"
"2416514","2410014","Capitol Region Education Council","Medical Professions and Teacher Preparation Academy","ELA","Male","8","*","*","*","*","*","*","*","*","*","*","*"
"2416514","2410014","Capitol Region Education Council","Medical Professions and Teacher Preparation Academy","Math","Female","51","*","*","*","*","*","*","*","*","*","*","468"
"2416514","2410014","Capitol Region Education Council","Medical Professions and Teacher Preparation Academy","Math","Male","8","*","*","*","*","*","*","*","*","*","*","*"
"2416114","2410014","Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","ELA","Female","49","*","*","18","36.7","15","30.6","*","*","*","*","491"
"2416114","2410014","Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","ELA","Male","38","*","*","13","34.2","14","36.8","*","*","*","*","510"
"2416114","2410014","Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Math","Female","49","24","49.0","18","36.7","*","*","*","*","7","14.3","431"
"2416114","2410014","Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Math","Male","38","12","31.6","18","47.4","*","*","*","*","8","21.1","472"
"2415214","2410014","Capitol Region Education Council","Public Safety Academy","ELA","Female","21","*","*","9","42.9","*","*","0","0.0","*","*","453"
"2415214","2410014","Capitol Region Education Council","Public Safety Academy","ELA","Male","52","*","*","14","26.9","12","23.1","*","*","*","*","423"
"2415214","2410014","Capitol Region Education Council","Public Safety Academy","Math","Female","21","*","*","11","52.4","*","*","0","0.0","*","*","424"
"2415214","2410014","Capitol Region Education Council","Public Safety Academy","Math","Male","52","29","55.8","*","*","*","*","0","0.0","*","*","407"
"2411014","2410014","Capitol Region Education Council","Soundbridge @ Wethersfield High School","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"2411014","2410014","Capitol Region Education Council","Soundbridge @ Wethersfield High School","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"2416714","2410014","Capitol Region Education Council","Two Rivers Magnet High School","ELA","Female","48","10","20.8","12","25.0","19","39.6","7","14.6","26","54.2","500"
"2416714","2410014","Capitol Region Education Council","Two Rivers Magnet High School","ELA","Male","46","7","15.2","10","21.7","21","45.7","8","17.4","29","63.0","522"
"2416714","2410014","Capitol Region Education Council","Two Rivers Magnet High School","Math","Female","48","15","31.3","23","47.9","*","*","*","*","10","20.8","466"
"2416714","2410014","Capitol Region Education Council","Two Rivers Magnet High School","Math","Male","46","12","26.1","21","45.7","*","*","*","*","13","28.3","476"
"0256111","0250011","Cheshire School District","Cheshire High School","ELA","Female","176","6","3.4","15","8.5","101","57.4","54","30.7","155","88.1","580"
"0256111","0250011","Cheshire School District","Cheshire High School","ELA","Male","192","10","5.2","21","10.9","115","59.9","46","24.0","161","83.9","559"
"0256111","0250011","Cheshire School District","Cheshire High School","Math","Female","176","11","6.3","49","27.8","77","43.8","39","22.2","116","65.9","570"
"0256111","0250011","Cheshire School District","Cheshire High School","Math","Male","192","18","9.4","56","29.2","75","39.1","43","22.4","118","61.5","558"
"0250911","0250011","Cheshire School District","Humiston Alternative School","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"0250911","0250011","Cheshire School District","Humiston Alternative School","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"0250911","0250011","Cheshire School District","Humiston Alternative School","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"0250911","0250011","Cheshire School District","Humiston Alternative School","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"0276111","0270011","Clinton School District","The Morgan School","ELA","Female","74","*","*","*","*","48","64.9","14","18.9","62","83.8","551"
"0276111","0270011","Clinton School District","The Morgan School","ELA","Male","50","*","*","14","28.0","20","40.0","*","*","*","*","513"
"0276111","0270011","Clinton School District","The Morgan School","Math","Female","74","17","23.0","36","48.6","21","28.4","0","0.0","21","28.4","471"
"0276111","0270011","Clinton School District","The Morgan School","Math","Male","49","*","*","22","44.9","15","30.6","*","*","*","*","486"
"0286111","0280011","Colchester School District","Bacon Academy","ELA","Female","105","9","8.6","14","13.3","63","60.0","19","18.1","82","78.1","553"
"0286111","0280011","Colchester School District","Bacon Academy","ELA","Male","86","6","7.0","14","16.3","48","55.8","18","20.9","66","76.7","548"
"0286111","0280011","Colchester School District","Bacon Academy","Math","Female","104","12","11.5","54","51.9","31","29.8","7","6.7","38","36.5","503"
"0286111","0280011","Colchester School District","Bacon Academy","Math","Male","86","11","12.8","30","34.9","37","43.0","8","9.3","45","52.3","527"
"0280511","0280011","Colchester School District","Bacon Academy Alternative Education","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"0280511","0280011","Colchester School District","Bacon Academy Alternative Education","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"0280511","0280011","Colchester School District","Bacon Academy Alternative Education","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"0280511","0280011","Colchester School District","Bacon Academy Alternative Education","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"2686113","2680013","Common Ground High School District","Common Ground High School","ELA","Female","17","*","*","*","*","*","*","*","*","*","*","*"
"2686113","2680013","Common Ground High School District","Common Ground High School","ELA","Male","22","*","*","*","*","*","*","*","*","*","*","438"
"2686113","2680013","Common Ground High School District","Common Ground High School","Math","Female","17","*","*","*","*","*","*","*","*","*","*","*"
"2686113","2680013","Common Ground High School District","Common Ground High School","Math","Male","22","*","*","*","*","*","*","0","0.0","*","*","410"
"9001516","9000016","Connecticut Technical High School System","A. I. Prince Technical High School","ELA","Female","85","37","43.5","33","38.8","15","17.6","0","0.0","15","17.6","428"
"9001516","9000016","Connecticut Technical High School System","A. I. Prince Technical High School","ELA","Male","84","39","46.4","25","29.8","*","*","*","*","20","23.8","430"
"9001516","9000016","Connecticut Technical High School System","A. I. Prince Technical High School","Math","Female","85","63","74.1","*","*","*","*","0","0.0","*","*","383"
"9001516","9000016","Connecticut Technical High School System","A. I. Prince Technical High School","Math","Male","84","43","51.2","*","*","*","*","0","0.0","*","*","403"
"9001116","9000016","Connecticut Technical High School System","Bullard-Havens Technical High School","ELA","Female","101","29","28.7","39","38.6","33","32.7","0","0.0","33","32.7","447"
"9001116","9000016","Connecticut Technical High School System","Bullard-Havens Technical High School","ELA","Male","73","25","34.2","24","32.9","*","*","*","*","24","32.9","451"
"9001116","9000016","Connecticut Technical High School System","Bullard-Havens Technical High School","Math","Female","101","38","37.6","56","55.4","7","6.9","0","0.0","7","6.9","430"
"9001116","9000016","Connecticut Technical High School System","Bullard-Havens Technical High School","Math","Male","73","20","27.4","39","53.4","*","*","*","*","14","19.2","453"
"9001916","9000016","Connecticut Technical High School System","E. C. Goodwin Technical High School","ELA","Female","64","16","25.0","30","46.9","18","28.1","0","0.0","18","28.1","449"
"9001916","9000016","Connecticut Technical High School System","E. C. Goodwin Technical High School","ELA","Male","77","25","32.5","*","*","35","45.5","*","*","*","*","456"
"9001916","9000016","Connecticut Technical High School System","E. C. Goodwin Technical High School","Math","Female","64","*","*","34","53.1","*","*","0","0.0","*","*","422"
"9001916","9000016","Connecticut Technical High School System","E. C. Goodwin Technical High School","Math","Male","77","*","*","34","44.2","*","*","0","0.0","*","*","447"
"9001416","9000016","Connecticut Technical High School System","Eli Whitney Technical High School","ELA","Female","72","38","52.8","21","29.2","13","18.1","0","0.0","13","18.1","419"
"9001416","9000016","Connecticut Technical High School System","Eli Whitney Technical High School","ELA","Male","68","36","52.9","20","29.4","12","17.6","0","0.0","12","17.6","415"
"9001416","9000016","Connecticut Technical High School System","Eli Whitney Technical High School","Math","Female","72","40","55.6","32","44.4","0","0.0","0","0.0","0","0.0","406"
"9001416","9000016","Connecticut Technical High School System","Eli Whitney Technical High School","Math","Male","68","38","55.9","*","*","*","*","0","0.0","*","*","408"
"9002716","9000016","Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","ELA","Female","41","6","14.6","20","48.8","15","36.6","0","0.0","15","36.6","464"
"9002716","9000016","Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","ELA","Male","84","25","29.8","*","*","37","44.0","*","*","*","*","478"
"9002716","9000016","Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Math","Female","41","*","*","26","63.4","*","*","0","0.0","*","*","433"
"9002716","9000016","Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Math","Male","84","*","*","36","42.9","*","*","0","0.0","*","*","457"
"9002516","9000016","Connecticut Technical High School System","Emmett O'Brien Technical High School","ELA","Female","49","*","*","17","34.7","21","42.9","*","*","*","*","467"
"9002516","9000016","Connecticut Technical High School System","Emmett O'Brien Technical High School","ELA","Male","82","27","32.9","29","35.4","*","*","*","*","26","31.7","450"
"9002516","9000016","Connecticut Technical High School System","Emmett O'Brien Technical High School","Math","Female","49","*","*","27","55.1","*","*","0","0.0","*","*","440"
"9002516","9000016","Connecticut Technical High School System","Emmett O'Brien Technical High School","Math","Male","82","41","50.0","*","*","*","*","0","0.0","*","*","419"
"9001716","9000016","Connecticut Technical High School System","H. C. Wilcox Technical High School","ELA","Female","78","*","*","27","34.6","36","46.2","*","*","*","*","483"
"9001716","9000016","Connecticut Technical High School System","H. C. Wilcox Technical High School","ELA","Male","110","*","*","30","27.3","58","52.7","*","*","*","*","481"
"9001716","9000016","Connecticut Technical High School System","H. C. Wilcox Technical High School","Math","Female","78","24","30.8","42","53.8","12","15.4","0","0.0","12","15.4","449"
"9001716","9000016","Connecticut Technical High School System","H. C. Wilcox Technical High School","Math","Male","110","25","22.7","67","60.9","*","*","*","*","18","16.4","468"
"9001316","9000016","Connecticut Technical High School System","H. H. Ellis Technical High School","ELA","Female","44","*","*","12","27.3","18","40.9","*","*","*","*","469"
"9001316","9000016","Connecticut Technical High School System","H. H. Ellis Technical High School","ELA","Male","110","*","*","38","34.5","37","33.6","*","*","*","*","469"
"9001316","9000016","Connecticut Technical High School System","H. H. Ellis Technical High School","Math","Female","44","17","38.6","23","52.3","*","*","*","*","*","*","437"
"9001316","9000016","Connecticut Technical High School System","H. H. Ellis Technical High School","Math","Male","110","40","36.4","55","50.0","*","*","*","*","*","*","445"
"9001216","9000016","Connecticut Technical High School System","Henry Abbott Technical High School","ELA","Female","50","*","*","13","26.0","27","54.0","*","*","*","*","495"
"9001216","9000016","Connecticut Technical High School System","Henry Abbott Technical High School","ELA","Male","95","*","*","26","27.4","49","51.6","*","*","*","*","489"
"9001216","9000016","Connecticut Technical High School System","Henry Abbott Technical High School","Math","Female","50","14","28.0","27","54.0","9","18.0","0","0.0","9","18.0","461"
"9001216","9000016","Connecticut Technical High School System","Henry Abbott Technical High School","Math","Male","95","21","22.1","56","58.9","18","18.9","0","0.0","18","18.9","465"
"9001616","9000016","Connecticut Technical High School System","Howell Cheney Technical High School","ELA","Female","31","*","*","11","35.5","12","38.7","*","*","*","*","473"
"9001616","9000016","Connecticut Technical High School System","Howell Cheney Technical High School","ELA","Male","117","*","*","46","39.3","47","40.2","*","*","*","*","475"
"9001616","9000016","Connecticut Technical High School System","Howell Cheney Technical High School","Math","Female","31","14","45.2","*","*","*","*","0","0.0","*","*","442"
"9001616","9000016","Connecticut Technical High School System","Howell Cheney Technical High School","Math","Male","117","35","29.9","64","54.7","*","*","*","*","*","*","462"
"9002016","9000016","Connecticut Technical High School System","Norwich Technical High School","ELA","Female","51","*","*","16","31.4","31","60.8","*","*","*","*","502"
"9002016","9000016","Connecticut Technical High School System","Norwich Technical High School","ELA","Male","107","*","*","33","30.8","52","48.6","*","*","*","*","491"
"9002016","9000016","Connecticut Technical High School System","Norwich Technical High School","Math","Female","51","*","*","37","72.5","*","*","0","0.0","*","*","477"
"9002016","9000016","Connecticut Technical High School System","Norwich Technical High School","Math","Male","107","*","*","58","54.2","27","25.2","*","*","*","*","477"
"9002216","9000016","Connecticut Technical High School System","Oliver Wolcott Technical High School","ELA","Female","58","*","*","21","36.2","27","46.6","*","*","*","*","499"
"9002216","9000016","Connecticut Technical High School System","Oliver Wolcott Technical High School","ELA","Male","99","*","*","26","26.3","49","49.5","*","*","*","*","504"
"9002216","9000016","Connecticut Technical High School System","Oliver Wolcott Technical High School","Math","Female","58","16","27.6","34","58.6","8","13.8","0","0.0","8","13.8","455"
"9002216","9000016","Connecticut Technical High School System","Oliver Wolcott Technical High School","Math","Male","99","*","*","53","53.5","22","22.2","*","*","*","*","480"
"9002616","9000016","Connecticut Technical High School System","Platt Technical High School","ELA","Female","67","*","*","19","28.4","30","44.8","*","*","*","*","469"
"9002616","9000016","Connecticut Technical High School System","Platt Technical High School","ELA","Male","117","*","*","36","30.8","57","48.7","*","*","*","*","483"
"9002616","9000016","Connecticut Technical High School System","Platt Technical High School","Math","Female","67","27","40.3","34","50.7","6","9.0","0","0.0","6","9.0","438"
"9002616","9000016","Connecticut Technical High School System","Platt Technical High School","Math","Male","117","37","31.6","58","49.6","*","*","*","*","22","18.8","457"
"9001816","9000016","Connecticut Technical High School System","Vinal Technical High School","ELA","Female","38","10","26.3","17","44.7","*","*","*","*","11","28.9","452"
"9001816","9000016","Connecticut Technical High School System","Vinal Technical High School","ELA","Male","101","27","26.7","*","*","43","42.6","*","*","*","*","470"
"9001816","9000016","Connecticut Technical High School System","Vinal Technical High School","Math","Female","38","19","50.0","*","*","*","*","0","0.0","*","*","422"
"9001816","9000016","Connecticut Technical High School System","Vinal Technical High School","Math","Male","101","*","*","48","47.5","*","*","0","0.0","*","*","443"
"9002316","9000016","Connecticut Technical High School System","W. F. Kaynor Technical High School","ELA","Female","74","*","*","22","29.7","43","58.1","*","*","*","*","489"
"9002316","9000016","Connecticut Technical High School System","W. F. Kaynor Technical High School","ELA","Male","100","*","*","22","22.0","59","59.0","*","*","*","*","495"
"9002316","9000016","Connecticut Technical High School System","W. F. Kaynor Technical High School","Math","Female","74","20","27.0","44","59.5","*","*","*","*","10","13.5","449"
"9002316","9000016","Connecticut Technical High School System","W. F. Kaynor Technical High School","Math","Male","100","*","*","60","60.0","21","21.0","*","*","*","*","471"
"9002416","9000016","Connecticut Technical High School System","Windham Technical High School","ELA","Female","43","*","*","15","34.9","18","41.9","*","*","*","*","473"
"9002416","9000016","Connecticut Technical High School System","Windham Technical High School","ELA","Male","75","*","*","20","26.7","30","40.0","*","*","*","*","481"
"9002416","9000016","Connecticut Technical High School System","Windham Technical High School","Math","Female","43","11","25.6","22","51.2","10","23.3","0","0.0","10","23.3","461"
"9002416","9000016","Connecticut Technical High School System","Windham Technical High School","Math","Male","74","20","27.0","34","45.9","*","*","*","*","20","27.0","475"
"2439414","2430014","Cooperative Educational Services","Therapeutic Day Program","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"2439414","2430014","Cooperative Educational Services","Therapeutic Day Program","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"2439414","2430014","Cooperative Educational Services","Therapeutic Day Program","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"2439414","2430014","Cooperative Educational Services","Therapeutic Day Program","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"0320111","0320011","Coventry School District","Coventry Academy","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"0320111","0320011","Coventry School District","Coventry Academy","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"0326111","0320011","Coventry School District","Coventry High School","ELA","Female","71","*","*","*","*","43","60.6","14","19.7","57","80.3","539"
"0326111","0320011","Coventry School District","Coventry High School","ELA","Male","55","*","*","12","21.8","31","56.4","*","*","*","*","541"
"0326111","0320011","Coventry School District","Coventry High School","Math","Female","71","*","*","36","50.7","26","36.6","*","*","*","*","508"
"0326111","0320011","Coventry School District","Coventry High School","Math","Male","55","*","*","14","25.5","26","47.3","*","*","*","*","525"
"0336111","0330011","Cromwell School District","Cromwell High School","ELA","Female","69","*","*","*","*","42","60.9","13","18.8","55","79.7","548"
"0336111","0330011","Cromwell School District","Cromwell High School","ELA","Male","77","13","16.9","*","*","40","51.9","*","*","*","*","511"
"0336111","0330011","Cromwell School District","Cromwell High School","Math","Female","69","*","*","27","39.1","30","43.5","*","*","*","*","512"
"0336111","0330011","Cromwell School District","Cromwell High School","Math","Male","77","*","*","28","36.4","25","32.5","*","*","*","*","506"
"0346211","0340011","Danbury School District","Alternative Center For Excellence","ELA","Female","11","*","*","*","*","*","*","*","*","*","*","*"
"0346211","0340011","Danbury School District","Alternative Center For Excellence","ELA","Male","12","*","*","*","*","*","*","*","*","*","*","*"
"0346211","0340011","Danbury School District","Alternative Center For Excellence","Math","Female","11","*","*","*","*","*","*","*","*","*","*","*"
"0346211","0340011","Danbury School District","Alternative Center For Excellence","Math","Male","11","*","*","*","*","*","*","*","*","*","*","*"
