school_code,district_code,district,school,pre_kindergarten,kindergarten,grade_1,grade_2,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12,total,year
0800811,0800011,Meriden School District,Roger Sherman School,68,78,67,78,77,63,67,0,0,0,0,0,0,0,498,2014-15
0801011,0800011,Meriden School District,Thomas Hooker School,*,125,119,59,*,50,62,0,0,0,0,0,0,0,466,2014-15
0800711,0800011,Meriden School District,Nathan Hale School,0,115,110,113,95,100,113,0,0,0,0,0,0,0,646,2014-15
0800411,0800011,Meriden School District,Israel Putnam School,0,98,102,107,98,93,82,0,0,0,0,0,0,0,580,2014-15
0800511,0800011,Meriden School District,John Barry School,0,68,91,84,95,85,86,0,0,0,0,0,0,0,509,2014-15
0805211,0800011,Meriden School District,Lincoln Middle School,0,0,0,0,0,0,0,254,246,256,0,0,0,0,756,2014-15
0805411,0800011,Meriden School District,Washington Middle School,0,0,0,0,0,0,0,216,235,245,0,0,0,0,696,2014-15
0806111,0800011,Meriden School District,Francis T. Maloney High School,0,0,0,0,0,0,0,0,0,0,407,319,225,259,1210,2014-15
0806211,0800011,Meriden School District,Orville H. Platt High School,0,0,0,0,0,0,0,0,0,0,323,279,253,242,1097,2014-15
0800211,0800011,Meriden School District,Community Classroom Collaborative-Meriden School District,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2014-15
0831111,0830011,Middletown School District,Snow School,114,48,42,58,54,40,49,0,0,0,0,0,0,0,405,2014-15
0830211,0830011,Middletown School District,Bielefield School,0,56,*,56,53,50,47,*,0,0,0,0,0,0,309,2014-15
0830511,0830011,Middletown School District,Farm Hill School,0,63,71,60,48,66,64,0,0,0,0,0,0,0,372,2014-15
0831311,0830011,Middletown School District,Lawrence School,0,51,54,47,38,42,49,0,0,0,0,0,0,0,281,2014-15
0830911,0830011,Middletown School District,MacDonough School,0,40,37,39,36,29,32,0,0,0,0,0,0,0,213,2014-15
0831211,0830011,Middletown School District,Moody School,0,46,46,40,39,46,44,0,0,0,0,0,0,0,261,2014-15
0830111,0830011,Middletown School District,Spencer School,0,41,48,58,51,52,49,0,0,0,0,0,0,0,299,2014-15
0831411,0830011,Middletown School District,Wesley School,0,44,45,46,49,39,54,0,0,0,0,0,0,0,277,2014-15
0830611,0830011,Middletown School District,ICM - Farm Hill,0,0,*,*,0,0,0,0,0,0,0,0,0,0,*,2014-15
0830811,0830011,Middletown School District,ICM - Wesley,0,0,*,*,*,0,0,0,0,0,0,0,0,0,*,2014-15
0831011,0830011,Middletown School District,ICM - Macdonough,0,0,0,0,*,*,*,0,0,0,0,0,0,0,10,2014-15
0830711,0830011,Middletown School District,ICM - Lawrence,0,0,0,0,0,*,0,0,0,0,0,0,0,0,*,2014-15
0830411,0830011,Middletown School District,ICM- Woodrow Wilson Middle School,0,0,0,0,0,0,0,*,*,*,0,0,0,0,*,2014-15
0831511,0830011,Middletown School District,Keigwin Middle School,0,0,0,0,0,0,0,360,0,0,0,0,0,0,360,2014-15
0830311,0830011,Middletown School District,OASIS,0,0,0,0,0,0,0,0,*,*,0,0,0,0,*,2014-15
0835411,0830011,Middletown School District,Woodrow Wilson Middle School,0,0,0,0,0,0,0,0,308,337,0,0,0,0,645,2014-15
0831611,0830011,Middletown School District,Evening Program - MHS,0,0,0,0,0,0,0,0,0,0,*,*,7,10,24,2014-15
0831811,0830011,Middletown School District,MHS - Alternative Education Program 1,0,0,0,0,0,0,0,0,0,0,*,*,*,*,8,2014-15
0831911,0830011,Middletown School District,MHS - Alternative Education Program 2,0,0,0,0,0,0,0,0,0,0,*,*,6,*,11,2014-15
0836211,0830011,Middletown School District,Middletown High School,0,0,0,0,0,0,0,0,0,0,352,294,283,268,1197,2014-15
0831711,0830011,Middletown School District,Virtual Learning Academy - MHS,0,0,0,0,0,0,0,0,0,0,*,*,0,*,9,2014-15
0839111,0830011,Middletown School District,Transition to Life Center,0,0,0,0,0,0,0,0,0,0,0,0,*,*,26,2014-15
0840811,0840011,Milford School District,Orange Avenue School,192,93,70,85,0,0,0,0,0,0,0,0,0,0,440,2014-15
0841911,0840011,Milford School District,J. F. Kennedy School,0,106,130,144,0,0,0,0,0,0,0,0,0,0,380,2014-15
0841611,0840011,Milford School District,Live Oaks School,0,93,106,100,0,0,0,0,0,0,0,0,0,0,299,2014-15
0841711,0840011,Milford School District,Mathewson School,0,123,123,123,0,0,0,0,0,0,0,0,0,0,369,2014-15
0840111,0840011,Milford School District,Calf Pen Meadow School,0,0,0,0,88,88,83,0,0,0,0,0,0,0,259,2014-15
0840711,0840011,Milford School District,Meadowside School,0,0,0,0,122,137,134,0,0,0,0,0,0,0,393,2014-15
0841811,0840011,Milford School District,Orchard Hills School,0,0,0,0,102,115,108,0,0,0,0,0,0,0,325,2014-15
0841011,0840011,Milford School District,Pumpkin Delight School,0,0,0,0,117,125,132,0,0,0,0,0,0,0,374,2014-15
0845111,0840011,Milford School District,East Shore Middle School,0,0,0,0,0,0,0,166,159,162,0,0,0,0,487,2014-15
0845211,0840011,Milford School District,Harborside Middle School,0,0,0,0,0,0,0,192,166,203,0,0,0,0,561,2014-15
0845311,0840011,Milford School District,West Shore Middle School,0,0,0,0,0,0,0,144,158,164,0,0,0,0,466,2014-15
0846211,0840011,Milford School District,Jonathan Law High School,0,0,0,0,0,0,0,0,0,0,228,261,231,205,925,2014-15
0846311,0840011,Milford School District,Joseph A. Foran High School,0,0,0,0,0,0,0,0,0,0,218,230,230,241,919,2014-15
0840311,0840011,Milford School District,The Academy,0,0,0,0,0,0,0,0,0,0,9,12,20,12,53,2014-15
0850111,0850011,Monroe School District,Monroe Elementary School,33,52,49,52,55,53,69,0,0,0,0,0,0,0,363,2014-15
0850511,0850011,Monroe School District,Fawn Hollow Elementary School,0,74,81,75,86,85,111,0,0,0,0,0,0,0,512,2014-15
0850311,0850011,Monroe School District,Stepney Elementary School,0,67,72,84,74,82,88,0,0,0,0,0,0,0,467,2014-15
0855211,0850011,Monroe School District,Jockey Hollow School,0,0,0,0,0,0,0,254,248,256,0,0,0,0,758,2014-15
0850211,0850011,Monroe School District,Masuk Alternative Program,0,0,0,0,0,0,0,0,0,0,*,*,*,7,16,2014-15
0856111,0850011,Monroe School District,Masuk High School,0,0,0,0,0,0,0,0,0,0,298,266,278,321,1163,2014-15
0850411,0850011,Monroe School District,REAL,0,0,0,0,0,0,0,0,0,0,0,0,*,*,6,2014-15
0860311,0860011,Montville School District,Pre School Program,62,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2014-15
0860711,0860011,Montville School District,Dr. Charles E. Murphy School,0,42,65,68,47,65,57,0,0,0,0,0,0,0,344,2014-15
0860111,0860011,Montville School District,Mohegan School,0,52,66,52,47,70,66,0,0,0,0,0,0,0,353,2014-15
0860511,0860011,Montville School District,Oakdale School,0,40,52,48,50,57,62,0,0,0,0,0,0,0,309,2014-15
0865111,0860011,Montville School District,Leonard J. Tyl Middle School,0,0,0,0,0,0,0,173,182,197,0,0,0,0,552,2014-15
0866111,0860011,Montville School District,Montville High School,0,0,0,0,0,0,0,0,0,0,202,156,167,175,700,2014-15
0869011,0860011,Montville School District,Palmer Academy,0,0,0,0,0,0,0,0,0,0,*,8,8,*,27,2014-15
0888211,0880011,Naugatuck School District,Central Avenue Preschool,24,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2014-15
0888111,0880011,Naugatuck School District,Head Start,121,0,0,0,0,0,0,0,0,0,0,0,0,0,121,2014-15
0880811,0880011,Naugatuck School District,Andrew Avenue School,0,53,49,51,46,47,0,0,0,0,0,0,0,0,246,2014-15
0880511,0880011,Naugatuck School District,Hop Brook Elementary School,0,69,72,60,61,75,0,0,0,0,0,0,0,0,337,2014-15
0880311,0880011,Naugatuck School District,Maple Hill School,0,89,89,91,125,81,0,0,0,0,0,0,0,0,475,2014-15
0880611,0880011,Naugatuck School District,Salem School,0,49,60,46,49,45,0,0,0,0,0,0,0,0,249,2014-15
0880711,0880011,Naugatuck School District,Western School,0,57,47,53,56,52,0,0,0,0,0,0,0,0,265,2014-15
0880211,0880011,Naugatuck School District,Cross Street Intermediate School,0,0,0,0,0,0,173,173,0,0,0,0,0,0,346,2014-15
0880411,0880011,Naugatuck School District,Hillside Intermediate School,0,0,0,0,0,0,153,151,0,0,0,0,0,0,304,2014-15
0885111,0880011,Naugatuck School District,City Hill Middle School,0,0,0,0,0,0,0,0,344,336,0,0,0,0,680,2014-15
0886111,0880011,Naugatuck School District,Naugatuck High School,0,0,0,0,0,0,0,0,0,0,295,308,313,343,1259,2014-15
2800113,2800013,New Beginnings Inc Family Academy District,New Beginnings Inc Family Academy,42,67,46,70,46,46,42,42,37,35,0,0,0,0,473,2014-15
0890311,0890011,New Britain School District,Chamberlain  Elementary School,41,93,88,87,76,75,68,0,0,0,0,0,0,0,528,2014-15
0891111,0890011,New Britain School District,Frank J. DiLoreto School,80,72,79,85,86,68,78,81,69,73,0,0,0,0,771,2014-15
0890511,0890011,New Britain School District,Gaffney School,154,65,76,70,80,57,67,0,0,0,0,0,0,0,569,2014-15
0890811,0890011,New Britain School District,Lincoln School,103,125,107,105,92,96,97,0,0,0,0,0,0,0,725,2014-15
0891311,0890011,New Britain School District,Smith School,115,98,98,96,104,106,79,0,0,0,0,0,0,0,696,2014-15
0890611,0890011,New Britain School District,Holmes School,0,87,76,91,71,84,97,0,0,0,0,0,0,0,506,2014-15
0890711,0890011,New Britain School District,Jefferson School,0,74,73,91,67,70,67,0,0,0,0,0,0,0,442,2014-15
0890911,0890011,New Britain School District,Northend School,0,63,35,37,42,50,47,0,0,0,0,0,0,0,274,2014-15
0891211,0890011,New Britain School District,Smalley Academy,0,148,125,118,109,97,105,0,0,0,0,0,0,0,702,2014-15
0891511,0890011,New Britain School District,Vance School,0,86,78,102,77,84,86,0,0,0,0,0,0,0,513,2014-15
0899011,0890011,New Britain School District,New Britain Transition Center,0,0,*,*,*,*,10,8,*,*,*,*,*,*,50,2014-15
0895411,0890011,New Britain School District,House of Arts Letters and Science (HALS)  Academy,0,0,0,0,0,0,0,52,52,55,0,0,0,0,159,2014-15
0895311,0890011,New Britain School District,Pulaski Middle School,0,0,0,0,0,0,0,230,258,281,0,0,0,0,769,2014-15
0895211,0890011,New Britain School District,Slade Middle School,0,0,0,0,0,0,0,252,261,263,0,0,0,0,776,2014-15
0899111,0890011,New Britain School District,Brook Side School,0,0,0,0,0,0,0,0,*,7,14,12,7,*,50,2014-15
0896111,0890011,New Britain School District,New Britain High School,0,0,0,0,0,0,0,0,0,0,877,617,512,451,2457,2014-15
0899411,0890011,New Britain School District,CLIMB,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,2014-15
0900311,0900011,New Canaan School District,West School,35,106,89,124,80,113,0,0,0,0,0,0,0,0,547,2014-15
0900411,0900011,New Canaan School District,East School,0,107,91,125,117,126,0,0,0,0,0,0,0,0,566,2014-15
0900211,0900011,New Canaan School District,South School,0,89,110,106,124,118,0,0,0,0,0,0,0,0,547,2014-15
0905111,0900011,New Canaan School District,Saxe Middle School,0,0,0,0,0,0,304,370,312,305,0,0,0,0,1291,2014-15
0906111,0900011,New Canaan School District,New Canaan High School,0,0,0,0,0,0,0,0,0,0,316,342,279,313,1250,2014-15
0910111,0910011,New Fairfield School District,Consolidated School,85,139,158,162,0,0,0,0,0,0,0,0,0,0,544,2014-15
0910211,0910011,New Fairfield School District,Meeting House Hill School,0,0,0,0,174,154,198,0,0,0,0,0,0,0,526,2014-15
0915211,0910011,New Fairfield School District,New Fairfield Middle School,0,0,0,0,0,0,0,209,204,216,0,0,0,0,629,2014-15
0916111,0910011,New Fairfield School District,New Fairfield High School,0,0,0,0,0,0,0,0,0,0,213,235,233,252,933,2014-15
0910411,0910011,New Fairfield School District,Day Alternative Learning Program,0,0,0,0,0,0,0,0,0,0,0,*,*,*,14,2014-15
0910311,0910011,New Fairfield School District,Alternative Learning Center,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,2014-15
0920211,0920011,New Hartford School District,New Hartford Elementary School,10,17,18,30,0,0,0,0,0,0,0,0,0,0,75,2014-15
0920111,0920011,New Hartford School District,Bakerville Consolidated School,0,31,39,45,0,0,0,0,0,0,0,0,0,0,115,2014-15
0920311,0920011,New Hartford School District,Ann Antolini School,0,0,0,0,75,70,81,84,0,0,0,0,0,0,310,2014-15
0920411,0920011,New Hartford School District,Bridges II at Ann Antolini School,0,0,0,0,0,*,*,*,0,0,0,0,0,0,*,2014-15
0931511,0930011,New Haven School District,Augusta Lewis Troup School,19,49,72,50,54,54,49,40,50,53,0,0,0,0,490,2014-15
0930211,0930011,New Haven School District,Barnard Environmental Magnet School,59,50,69,44,69,51,70,49,43,56,0,0,0,0,560,2014-15
0930311,0930011,New Haven School District,Beecher School,82,50,49,53,47,48,46,44,42,41,0,0,0,0,502,2014-15
0931811,0930011,New Haven School District,Benjamin Jepson Magnet School,75,50,53,53,50,52,50,47,47,40,0,0,0,0,517,2014-15
0934311,0930011,New Haven School District,Bishop Woods Architecture and Design Magnet School,36,51,51,53,52,52,50,50,51,51,0,0,0,0,497,2014-15
0932111,0930011,New Haven School District,Brennan Rogers School,41,70,64,65,73,57,48,41,26,23,0,0,0,0,508,2014-15
0934811,0930011,New Haven School District,"Celentano BioTech, Health and Medical Magnet School",22,45,39,38,38,37,37,40,34,32,0,0,0,0,362,2014-15
0934111,0930011,New Haven School District,Columbus Family Academy,41,51,48,52,50,53,39,44,37,36,0,0,0,0,451,2014-15
0933111,0930011,New Haven School District,Conte/West Hills Magnet School,37,73,73,72,75,71,66,65,65,43,0,0,0,0,640,2014-15
0930911,0930011,New Haven School District,Davis 21st Century Magnet Elementary School,64,45,44,47,48,44,46,36,44,43,0,0,0,0,461,2014-15
0938111,0930011,New Haven School District,Early Learning Center,142,0,0,0,0,0,0,0,0,0,0,0,0,0,142,2014-15
0934611,0930011,New Haven School District,East Rock Community Magnet School,53,49,52,52,50,52,50,52,52,46,0,0,0,0,508,2014-15
0931211,0930011,New Haven School District,Edgewood School,*,49,50,51,*,49,47,47,47,51,0,0,0,0,439,2014-15
0931611,0930011,New Haven School District,Fair Haven School,18,67,91,82,77,103,91,98,76,83,0,0,0,0,786,2014-15
0938011,0930011,New Haven School District,Headstart,371,0,0,0,0,0,0,0,0,0,0,0,0,0,371,2014-15
0938311,0930011,New Haven School District,Helene Grant HeadStart,277,0,0,0,0,0,0,0,0,0,0,0,0,0,277,2014-15
0930711,0930011,New Haven School District,Hill Central Music Academy,39,49,47,52,53,54,53,50,44,35,0,0,0,0,476,2014-15
0931311,0930011,New Haven School District,John C. Daniels,78,72,50,52,49,48,46,47,38,42,0,0,0,0,522,2014-15
0930811,0930011,New Haven School District,John S. Martinez Sea and Sky STEM School,24,49,53,42,71,51,51,48,61,58,0,0,0,0,508,2014-15
0933011,0930011,New Haven School District,King/Robinson Magnet School,61,57,75,61,43,47,61,46,54,59,0,0,0,0,564,2014-15
0932011,0930011,New Haven School District,Lincoln-Bassett School,36,62,59,66,58,40,30,21,0,0,0,0,0,0,372,2014-15
0931911,0930011,New Haven School District,Mauro-Sheridan Magnet School,58,67,64,49,50,46,49,49,45,66,0,0,0,0,543,2014-15
0931411,0930011,New Haven School District,Nathan Hale School,72,52,50,50,54,55,51,49,52,67,0,0,0,0,552,2014-15
0931011,0930011,New Haven School District,Ross/Woodward School,60,67,74,77,73,75,62,73,66,48,0,0,0,0,675,2014-15
0932911,0930011,New Haven School District,Truman School,36,52,51,50,54,61,52,37,45,45,0,0,0,0,483,2014-15
0934911,0930011,New Haven School District,West Rock Authors Academy,19,91,57,59,25,21,0,0,0,0,0,0,0,0,272,2014-15
0933211,0930011,New Haven School District,Wexler/Grant Community School,23,47,47,52,54,43,33,35,34,34,0,0,0,0,402,2014-15
0933811,0930011,New Haven School District,Worthington Hooker School,*,52,52,52,48,45,48,49,*,51,0,0,0,0,441,2014-15
0930611,0930011,New Haven School District,Clinton Avenue School,0,77,74,75,80,74,73,52,49,45,0,0,0,0,599,2014-15
0933511,0930011,New Haven School District,Quinnipiac Real World Math STEM School,0,51,92,113,51,23,0,0,0,0,0,0,0,0,330,2014-15
0934211,0930011,New Haven School District,Roberto Clemente Leadership Academy for Global Awareness,0,76,49,51,54,54,81,64,53,53,0,0,0,0,535,2014-15
0932811,0930011,New Haven School District,Strong 21st Century Communications Magnet and SCSU Lab School,0,70,91,124,94,50,0,0,0,0,0,0,0,0,429,2014-15
0935511,0930011,New Haven School District,Betsy Ross Arts Magnet School,0,0,0,0,0,0,95,121,121,122,0,0,0,0,459,2014-15
0935611,0930011,New Haven School District,Domus Academy,0,0,0,0,0,0,0,*,*,22,0,0,0,0,36,2014-15
0931711,0930011,New Haven School District,Engineering - Science University Magnet School,0,0,0,0,0,0,0,81,97,90,99,84,66,54,571,2014-15
0939211,0930011,New Haven School District,Polly T. McCabe Center,0,0,0,0,0,0,0,0,0,*,*,6,*,*,15,2014-15
0932411,0930011,New Haven School District,Blake Street Leadership Academy (STEP),0,0,0,0,0,0,0,0,0,0,*,6,*,7,20,2014-15
0936411,0930011,New Haven School District,Cooperative High School,0,0,0,0,0,0,0,0,0,0,163,168,142,141,614,2014-15
0936811,0930011,New Haven School District,Cortlandt V.R. Creed Health and Sport Sciences High School,0,0,0,0,0,0,0,0,0,0,49,42,44,48,183,2014-15
0936611,0930011,New Haven School District,High School In The Community,0,0,0,0,0,0,0,0,0,0,128,66,60,28,282,2014-15
0936311,0930011,New Haven School District,Hill Regional Career High School,0,0,0,0,0,0,0,0,0,0,193,179,137,166,675,2014-15
0936211,0930011,New Haven School District,James Hillhouse High School,0,0,0,0,0,0,0,0,0,0,289,258,259,233,1039,2014-15
0936011,0930011,New Haven School District,Metropolitan Business Academy,0,0,0,0,0,0,0,0,0,0,113,100,104,74,391,2014-15
0937011,0930011,New Haven School District,New Haven Academy,0,0,0,0,0,0,0,0,0,0,81,63,65,55,264,2014-15
0932211,0930011,New Haven School District,New Horizons High School,0,0,0,0,0,0,0,0,0,0,24,21,9,10,64,2014-15
0939111,0930011,New Haven School District,Riverside Education Academy,0,0,0,0,0,0,0,0,0,0,31,26,35,25,117,2014-15
0936711,0930011,New Haven School District,Sound School,0,0,0,0,0,0,0,0,0,0,99,88,75,68,330,2014-15
0936111,0930011,New Haven School District,Wilbur Cross High School,0,0,0,0,0,0,0,0,0,0,390,386,324,262,1362,2014-15
0950611,0950011,New London School District,Harbor,32,92,0,0,0,0,0,0,0,0,0,0,0,0,124,2014-15
0950911,0950011,New London School District,Nathan Hale Arts Magnet School,*,*,69,98,88,94,80,0,0,0,0,0,0,0,471,2014-15
0950311,0950011,New London School District,Jennings School,0,48,129,93,93,91,83,0,0,0,0,0,0,0,537,2014-15
0950811,0950011,New London School District,Winthrop STEM Elementary Magnet School,0,78,113,112,88,83,82,0,0,0,0,0,0,0,556,2014-15
0955111,0950011,New London School District,Bennie Dover Jackson Middle School,0,0,0,0,0,0,31,222,174,197,0,0,0,0,624,2014-15
0956111,0950011,New London School District,New London High School,0,0,0,0,0,0,0,0,0,0,305,207,202,172,886,2014-15
0960511,0960011,New Milford School District,Hill And Plain School,23,102,104,110,115,0,0,0,0,0,0,0,0,0,454,2014-15
0960711,0960011,New Milford School District,John Pettibone School,26,81,75,92,90,0,0,0,0,0,0,0,0,0,364,2014-15
0960811,0960011,New Milford School District,Northville Elementary School,24,79,95,107,109,0,0,0,0,0,0,0,0,0,414,2014-15
0960911,0960011,New Milford School District,Sarah Noble Intermediate School,0,0,0,0,0,338,341,345,0,0,0,0,0,0,1024,2014-15
0965211,0960011,New Milford School District,Schaghticoke Middle School,0,0,0,0,0,0,0,0,366,315,0,0,0,0,681,2014-15
0966111,0960011,New Milford School District,New Milford High School,0,0,0,0,0,0,0,0,0,0,408,331,326,333,1398,2014-15
0969011,0960011,New Milford School District,Litchfield Hills Transition Center,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,2014-15
0940611,0940011,Newington School District,Anna Reynolds School,23,80,88,97,80,91,0,0,0,0,0,0,0,0,459,2014-15
0940211,0940011,Newington School District,Elizabeth Green School,*,*,50,54,64,54,0,0,0,0,0,0,0,0,274,2014-15
0940811,0940011,Newington School District,John Paterson School,20,68,76,76,85,93,0,0,0,0,0,0,0,0,418,2014-15
0940711,0940011,Newington School District,Ruth Chaffee School,*,65,*,72,78,74,0,0,0,0,0,0,0,0,344,2014-15
0945311,0940011,Newington School District,John Wallace Middle School,0,0,0,0,0,0,169,167,161,190,0,0,0,0,687,2014-15
0945111,0940011,Newington School District,Martin Kellogg Middle School,0,0,0,0,0,0,156,152,167,140,0,0,0,0,615,2014-15
0946111,0940011,Newington School District,Newington High School,0,0,0,0,0,0,0,0,0,0,315,326,308,359,1308,2014-15
0978011,0970011,Newtown School District,Newtown Preschool,58,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2014-15
0970111,0970011,Newtown School District,Hawley Elementary School,0,50,66,56,68,81,0,0,0,0,0,0,0,0,321,2014-15
0970411,0970011,Newtown School District,Head O'Meadow Elementary School,0,53,46,76,76,63,0,0,0,0,0,0,0,0,314,2014-15
0970311,0970011,Newtown School District,Middle Gate Elementary School,0,69,64,83,81,94,0,0,0,0,0,0,0,0,391,2014-15
0970211,0970011,Newtown School District,Sandy Hook Elementary School,0,59,79,64,65,92,0,0,0,0,0,0,0,0,359,2014-15
0970511,0970011,Newtown School District,Reed Intermediate School,0,0,0,0,0,0,340,391,0,0,0,0,0,0,731,2014-15
0975111,0970011,Newtown School District,Newtown Middle School,0,0,0,0,0,0,0,0,419,414,0,0,0,0,833,2014-15
0976111,0970011,Newtown School District,Newtown High School,0,0,0,0,0,0,0,0,0,0,436,424,418,460,1738,2014-15
0979011,0970011,Newtown School District,STARR,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,2014-15
0980111,0980011,Norfolk School District,Botelle Elementary School,13,12,12,15,17,12,20,14,0,0,0,0,0,0,115,2014-15
0990411,0990011,North Branford School District,Jerome Harrison School,17,130,140,119,0,0,0,0,0,0,0,0,0,0,406,2014-15
0990611,0990011,North Branford School District,Totoket Valley Elementary School,0,0,0,0,142,144,144,0,0,0,0,0,0,0,430,2014-15
0995111,0990011,North Branford School District,North Branford Intermediate School,0,0,0,0,0,0,0,183,163,161,0,0,0,0,507,2014-15
0996111,0990011,North Branford School District,North Branford High School,0,0,0,0,0,0,0,0,0,0,150,163,143,163,619,2014-15
0999011,0990011,North Branford School District,School to Work Program,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,2014-15
1000111,1000011,North Canaan School District,North Canaan Elementary School,14,30,32,40,20,27,32,27,21,37,0,0,0,0,280,2014-15
1010711,1010011,North Haven School District,Green Acres Elementary School,43,62,48,57,51,63,60,0,0,0,0,0,0,0,384,2014-15
1010811,1010011,North Haven School District,Clintonville Elementary School,0,39,47,73,50,57,66,0,0,0,0,0,0,0,332,2014-15
1010211,1010011,North Haven School District,Montowese Elementary School,0,34,53,65,49,54,59,0,0,0,0,0,0,0,314,2014-15
1010311,1010011,North Haven School District,Ridge Road Elementary School,0,69,63,75,72,59,85,0,0,0,0,0,0,0,423,2014-15
1015211,1010011,North Haven School District,North Haven Middle School,0,0,0,0,0,0,0,240,281,261,0,0,0,0,782,2014-15
1016111,1010011,North Haven School District,North Haven High School,0,0,0,0,0,0,0,0,0,0,247,250,263,279,1039,2014-15
1010111,1010011,North Haven School District,North Haven Transition Partnership,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,2014-15
1020111,1020011,North Stonington School District,North Stonington Elementary School,37,56,54,63,50,61,60,0,0,0,0,0,0,0,381,2014-15
1025111,1020011,North Stonington School District,Wheeler Middle School,0,0,0,0,0,0,0,66,51,47,0,0,0,0,164,2014-15
1026111,1020011,North Stonington School District,Wheeler High School,0,0,0,0,0,0,0,0,0,0,47,57,43,49,196,2014-15
1030211,1030011,Norwalk School District,Brookside Elementary School,88,82,68,70,74,67,73,0,0,0,0,0,0,0,522,2014-15
1030411,1030011,Norwalk School District,Cranbury Elementary School,36,72,81,77,75,69,92,0,0,0,0,0,0,0,502,2014-15
1032011,1030011,Norwalk School District,Fox Run Elementary School,26,81,73,63,77,62,70,0,0,0,0,0,0,0,452,2014-15
1030811,1030011,Norwalk School District,Kendall Elementary School,18,79,100,95,99,86,89,0,0,0,0,0,0,0,566,2014-15
1032211,1030011,Norwalk School District,Marvin Elementary School,34,82,73,72,85,73,78,0,0,0,0,0,0,0,497,2014-15
1032111,1030011,Norwalk School District,Naramake Elementary School,35,66,65,78,79,58,79,0,0,0,0,0,0,0,460,2014-15
1032411,1030011,Norwalk School District,Wolfpit School,13,56,53,60,42,42,59,0,0,0,0,0,0,0,325,2014-15
1030311,1030011,Norwalk School District,Columbus Magnet School,0,62,68,64,45,44,50,0,0,0,0,0,0,0,333,2014-15
1030711,1030011,Norwalk School District,Jefferson Magnet School,0,102,96,94,103,102,91,0,0,0,0,0,0,0,588,2014-15
1031311,1030011,Norwalk School District,Rowayton School,0,77,76,79,66,81,65,0,0,0,0,0,0,0,444,2014-15
1032311,1030011,Norwalk School District,Silvermine Elementary School,0,90,93,89,82,78,54,0,0,0,0,0,0,0,486,2014-15
1031411,1030011,Norwalk School District,Tracey School,0,60,59,72,62,61,75,0,0,0,0,0,0,0,389,2014-15
1035211,1030011,Norwalk School District,Nathan Hale Middle School,0,0,0,0,0,0,0,214,209,197,0,0,0,0,620,2014-15
1035311,1030011,Norwalk School District,Ponus Ridge Middle School,0,0,0,0,0,0,0,237,216,192,0,0,0,0,645,2014-15
1035511,1030011,Norwalk School District,Roton Middle School,0,0,0,0,0,0,0,168,150,141,0,0,0,0,459,2014-15
1035411,1030011,Norwalk School District,West Rocks Middle School,0,0,0,0,0,0,0,213,207,215,0,0,0,0,635,2014-15
1036211,1030011,Norwalk School District,Brien McMahon High School,0,0,0,0,0,0,0,0,0,0,408,439,400,428,1675,2014-15
1036111,1030011,Norwalk School District,Norwalk High School,0,0,0,0,0,0,0,0,0,0,449,389,381,356,1575,2014-15
1036311,1030011,Norwalk School District,Norwalk Pathways Academy at Briggs,0,0,0,0,0,0,0,0,0,0,*,18,18,*,56,2014-15
1040111,1040011,Norwich School District,Bishop School Early Learning Center,223,0,0,0,0,0,0,0,0,0,0,0,0,0,223,2014-15
1040211,1040011,Norwich School District,Case Street Early Learning Center at DTZ,57,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2014-15
1041711,1040011,Norwich School District,Thomas W. Mahan School,*,48,44,48,57,43,*,0,0,0,0,0,0,0,283,2014-15
1041411,1040011,Norwich School District,John B. Stanton Network School,0,53,66,50,64,69,66,0,0,0,0,0,0,0,368,2014-15
1042011,1040011,Norwich School District,Moriarty Magnet School,0,65,60,81,63,70,51,0,0,0,0,0,0,0,390,2014-15
1040811,1040011,Norwich School District,Samuel Huntington School,0,68,61,59,62,57,66,0,0,0,0,0,0,0,373,2014-15
1041911,1040011,Norwich School District,Uncas Network School,0,40,45,44,38,40,43,0,0,0,0,0,0,0,250,2014-15
1041811,1040011,Norwich School District,Veterans' Memorial School,0,55,51,55,51,53,46,0,0,0,0,0,0,0,311,2014-15
1041511,1040011,Norwich School District,Wequonnoc Magnet School,0,39,43,43,37,41,33,0,0,0,0,0,0,0,236,2014-15
1049011,1040011,Norwich School District,Hickory Street School,0,0,*,*,*,*,*,*,0,0,0,0,0,0,20,2014-15
1045111,1040011,Norwich School District,Kelly Middle School,0,0,0,0,0,0,0,217,230,224,0,0,0,0,671,2014-15
1045211,1040011,Norwich School District,Teachers' Memorial Middle School,0,0,0,0,0,0,0,168,151,172,0,0,0,0,491,2014-15
1049211,1040011,Norwich School District,Virtual Learning Academy,0,0,0,0,0,0,0,0,0,*,0,*,*,6,12,2014-15
