"school_code","district_code","district","school","gender","2011_12","2012_13","2013_14","2014_15","2015_16"
"1261111","1260011","Shelton School District","Perry Hill Elementary School","Female","5.3","9.0","4.1","6.0","7.2"
"1261111","1260011","Shelton School District","Perry Hill Elementary School","Male","5.7","8.2","4.9","8.2","8.1"
"1266111","1260011","Shelton School District","Shelton High School","Female","15.1","28.1","27.1","23.4","27.5"
"1266111","1260011","Shelton School District","Shelton High School","Male","8.9","21.3","19.5","20.2","25.4"
"1260611","1260011","Shelton School District","Sunnyside School","Female","5.3","16.4","8.6","14.4","*"
"1260611","1260011","Shelton School District","Sunnyside School","Male","6.4","8.8","8.9","13.8","*"
"1260711","1260011","Shelton School District","Work Experience","Female","","","","","*"
"1260711","1260011","Shelton School District","Work Experience","Male","","","","","*"
"1270111","1270011","Sherman School District","Sherman School","Female","5.5","*","3.6","6.2","4.0"
"1270111","1270011","Sherman School District","Sherman School","Male","6.2","9.2","10.3","7.5","7.5"
"2700113","2700013","Side By Side Charter School District","Side By Side Charter School","Female","9.1","8.5","6.5","11.5","*"
"2700113","2700013","Side By Side Charter School District","Side By Side Charter School","Male","6.0","8.1","5.8","8.2","*"
"1280111","1280011","Simsbury School District","Central School","Female","4.3","7.6","5.4","*","0.0"
"1280111","1280011","Simsbury School District","Central School","Male","3.6","7.1","9.7","*","*"
"1280211","1280011","Simsbury School District","Farmington Valley Transition Academy","Female","","","","","*"
"1280211","1280011","Simsbury School District","Farmington Valley Transition Academy","Male","","","","","*"
"1285111","1280011","Simsbury School District","Henry James Memorial School","Female","9.7","6.6","5.7","3.8","5.6"
"1285111","1280011","Simsbury School District","Henry James Memorial School","Male","7.0","5.2","4.7","4.3","4.4"
"1280611","1280011","Simsbury School District","Latimer Lane School","Female","7.8","6.7","3.3","*","*"
"1280611","1280011","Simsbury School District","Latimer Lane School","Male","5.7","8.0","4.5","*","*"
"1286111","1280011","Simsbury School District","Simsbury High School","Female","5.0","8.8","10.1","9.2","9.3"
"1286111","1280011","Simsbury School District","Simsbury High School","Male","3.5","6.7","6.8","6.3","5.7"
"1280711","1280011","Simsbury School District","Squadron Line School","Female","1.9","3.9","4.3","4.5","*"
"1280711","1280011","Simsbury School District","Squadron Line School","Male","1.6","2.8","5.2","5.5","*"
"1280311","1280011","Simsbury School District","Tariffville School","Female","*","*","*","4.7","*"
"1280311","1280011","Simsbury School District","Tariffville School","Male","*","*","*","4.4","*"
"1280411","1280011","Simsbury School District","Tootin' Hills School","Female","*","7.7","4.6","3.8","*"
"1280411","1280011","Simsbury School District","Tootin' Hills School","Male","*","4.1","3.9","5.7","*"
"1290511","1290011","Somers School District","Aspire","Female","","","","","*"
"1290511","1290011","Somers School District","Aspire","Male","","","","","*"
"1295111","1290011","Somers School District","Mabelle B. Avery Middle School","Female","15.3","16.7","18.5","21.8","20.9"
"1295111","1290011","Somers School District","Mabelle B. Avery Middle School","Male","21.7","19.3","12.3","15.2","11.4"
"1290411","1290011","Somers School District","Somers Elementary School","Female","12.3","5.0","3.6","*","2.9"
"1290411","1290011","Somers School District","Somers Elementary School","Male","13.4","2.4","2.5","*","3.1"
"1296111","1290011","Somers School District","Somers High School","Female","13.6","23.1","16.3","22.4","17.4"
"1296111","1290011","Somers School District","Somers High School","Male","13.8","20.6","14.3","14.1","12.7"
"1320211","1320011","South Windsor School District","Pleasant Valley School","Female","20.9","7.2","*","*","*"
"1320211","1320011","South Windsor School District","Pleasant Valley School","Male","20.5","5.7","*","*","*"
"1320711","1320011","South Windsor School District","Eli Terry School","Female","17.0","*","4.6","5.5","*"
"1320711","1320011","South Windsor School District","Eli Terry School","Male","12.1","*","4.1","5.9","*"
"1320611","1320011","South Windsor School District","Orchard Hill School","Female","11.3","5.5","7.3","5.2","4.5"
"1320611","1320011","South Windsor School District","Orchard Hill School","Male","17.4","5.7","5.7","6.4","3.6"
"1320111","1320011","South Windsor School District","Philip R. Smith School","Female","25.5","*","*","*","*"
"1320111","1320011","South Windsor School District","Philip R. Smith School","Male","25.6","*","*","*","0.0"
"1329011","1320011","South Windsor School District","Project Worth Young Adult Academy","Female","*","","*","*","*"
"1329011","1320011","South Windsor School District","Project Worth Young Adult Academy","Male","*","*","*","*","*"
"1326211","1320011","South Windsor School District","South Windsor High School","Female","*","5.9","*","1.3","6.3"
"1326211","1320011","South Windsor School District","South Windsor High School","Male","*","5.0","*","0.9","4.5"
"1325111","1320011","South Windsor School District","Timothy Edwards School","Female","23.6","5.5","5.6","2.9","2.3"
"1325111","1320011","South Windsor School District","Timothy Edwards School","Male","21.8","7.0","3.3","4.2","3.4"
"1320411","1320011","South Windsor School District","Wapping Elementary School","Female","18.3","5.4","5.8","6.8","*"
"1320411","1320011","South Windsor School District","Wapping Elementary School","Male","10.3","5.0","5.3","6.9","*"
"1315311","1310011","Southington School District","John F. Kennedy Middle School","Female","8.4","6.8","7.5","4.9","6.2"
"1315311","1310011","Southington School District","John F. Kennedy Middle School","Male","7.1","8.0","7.3","4.6","4.9"
"1311711","1310011","Southington School District","Achieve","Female","","","","*","*"
"1311711","1310011","Southington School District","Achieve","Male","","","","*","*"
"1310111","1310011","Southington School District","Alta","Female","","","","*","*"
"1310111","1310011","Southington School District","Alta","Male","","","","*","*"
"1311511","1310011","Southington School District","Derynoski Elementary School","Female","1.8","5.8","5.6","5.2","4.4"
"1311511","1310011","Southington School District","Derynoski Elementary School","Male","4.9","5.8","7.5","4.3","4.9"
"1310511","1310011","Southington School District","EASE","Female","","","","","*"
"1310511","1310011","Southington School District","EASE","Male","","","","*","*"
"1311311","1310011","Southington School District","Flanders Elementary School","Female","*","*","*","*","*"
"1311311","1310011","Southington School District","Flanders Elementary School","Male","*","*","*","*","*"
"1310211","1310011","Southington School District","Hatton Elementary School","Female","4.9","*","4.3","*","*"
"1310211","1310011","Southington School District","Hatton Elementary School","Male","5.9","*","4.9","*","*"
"1315111","1310011","Southington School District","Joseph A. Depaolo Middle School","Female","7.0","7.1","8.0","7.2","6.3"
"1315111","1310011","Southington School District","Joseph A. Depaolo Middle School","Male","5.5","5.6","6.2","7.6","4.9"
"1310411","1310011","Southington School District","Language Based Classroom","Female","","","","*","*"
"1310411","1310011","Southington School District","Language Based Classroom","Male","","","","*","*"
"1311811","1310011","Southington School District","Language Based Classroom, Multihandicapped","Female","","","","*","*"
"1311811","1310011","Southington School District","Language Based Classroom, Multihandicapped","Male","","","","*","*"
"1310611","1310011","Southington School District","Plantsville Elementary School","Female","*","*","*","*","*"
"1310611","1310011","Southington School District","Plantsville Elementary School","Male","*","*","*","*","*"
"1310711","1310011","Southington School District","South End Elementary School","Female","*","*","5.1","5.8","7.3"
"1310711","1310011","Southington School District","South End Elementary School","Male","*","*","5.1","5.7","5.3"
"1316211","1310011","Southington School District","Southington High School","Female","10.9","10.9","10.5","7.6","8.9"
"1316211","1310011","Southington School District","Southington High School","Male","12.9","11.2","8.6","6.1","7.5"
"1310811","1310011","Southington School District","Strong Elementary School","Female","*","*","*","*","4.7"
"1310811","1310011","Southington School District","Strong Elementary School","Male","*","*","*","*","4.1"
"1310911","1310011","Southington School District","Thalberg Elementary School","Female","5.0","*","3.3","3.4","*"
"1310911","1310011","Southington School District","Thalberg Elementary School","Male","2.7","*","4.7","4.1","*"
"1311611","1310011","Southington School District","Therapeutic Educational Alternative Model (TEAM)","Female","","","","*","*"
"1311611","1310011","Southington School District","Therapeutic Educational Alternative Model (TEAM)","Male","","","","*","*"
"1311211","1310011","Southington School District","Therapeutic Educational Setting (TEP)","Female","","","","*","*"
"1311211","1310011","Southington School District","Therapeutic Educational Setting (TEP)","Male","","","","*","*"
"1311411","1310011","Southington School District","Urbin T. Kelley School","Female","*","*","*","*","*"
"1311411","1310011","Southington School District","Urbin T. Kelley School","Male","*","*","*","*","*"
"1330111","1330011","Sprague School District","Sayles School","Female","6.0","8.0","10.3","8.4","5.5"
"1330111","1330011","Sprague School District","Sayles School","Male","8.8","7.1","5.6","13.7","9.6"
"1340611","1340011","Stafford School District","Stafford Elementary School","Female","4.3","4.6","3.6","8.5","5.6"
"1340611","1340011","Stafford School District","Stafford Elementary School","Male","6.6","5.5","2.3","7.9","4.9"
"1346111","1340011","Stafford School District","Stafford High School","Female","8.7","9.2","13.9","10.5","11.6"
"1346111","1340011","Stafford School District","Stafford High School","Male","6.9","9.3","14.2","10.1","10.1"
"1345211","1340011","Stafford School District","Stafford Middle School","Female","7.4","5.7","3.4","3.7","6.5"
"1345211","1340011","Stafford School District","Stafford Middle School","Male","15.2","9.2","6.5","7.3","5.6"
"1340211","1340011","Stafford School District","Stafford Tutoring Program","Female","","","","*","*"
"1340211","1340011","Stafford School District","Stafford Tutoring Program","Male","","","","*","*"
"1340311","1340011","Stafford School District","Staffordville School","Female","*","*","*","*","*"
"1340311","1340011","Stafford School District","Staffordville School","Male","*","*","*","*","*"
"1340411","1340011","Stafford School District","West Stafford School","Female","*","*","*","*","*"
"1340411","1340011","Stafford School District","West Stafford School","Male","*","*","*","*","*"
"2826013","2820013","Stamford Academy District","Stamford Academy","Female","0.0","95.0","*","81.8","100.0"
"2826013","2820013","Stamford Academy District","Stamford Academy","Male","*","98.9","*","90.7","98.7"
"2960113","2960013","Stamford Charter School for Excellence District","Stamford Charter School for Excellence","Female","","","","","*"
"2960113","2960013","Stamford Charter School for Excellence District","Stamford Charter School for Excellence","Male","","","","","*"
"1350411","1350011","Stamford School District","Alternate Routes To Success","Female","","","","0.0","14.8"
"1350411","1350011","Stamford School District","Alternate Routes To Success","Male","","","","9.3","24.7"
"1355611","1350011","Stamford School District","Cloonan School","Female","14.0","20.8","9.5","39.9","40.7"
"1355611","1350011","Stamford School District","Cloonan School","Male","14.2","21.4","11.3","38.4","39.2"
"1352011","1350011","Stamford School District","Davenport Ridge School","Female","12.0","9.8","9.6","8.5","7.3"
"1352011","1350011","Stamford School District","Davenport Ridge School","Male","11.0","11.5","8.1","10.6","6.7"
"1355311","1350011","Stamford School District","Dolan School","Female","15.2","15.1","3.5","26.0","21.6"
"1355311","1350011","Stamford School District","Dolan School","Male","13.5","14.2","2.6","27.5","23.8"
"1352211","1350011","Stamford School District","Hart School","Female","8.4","13.8","8.4","10.2","6.3"
"1352211","1350011","Stamford School District","Hart School","Male","10.5","9.2","9.0","8.2","5.5"
"1350211","1350011","Stamford School District","Individuals Achieving Independence","Female","","","","*","*"
"1350211","1350011","Stamford School District","Individuals Achieving Independence","Male","","","","*","*"
"1351211","1350011","Stamford School District","Julia A. Stark School","Female","5.1","8.3","5.7","12.9","8.9"
"1351211","1350011","Stamford School District","Julia A. Stark School","Male","5.4","10.0","5.0","9.7","6.7"
"1350511","1350011","Stamford School District","K. T. Murphy School","Female","6.0","13.3","8.6","11.2","4.3"
"1350511","1350011","Stamford School District","K. T. Murphy School","Male","3.1","12.1","9.1","12.8","4.7"
"1350611","1350011","Stamford School District","Newfield School","Female","8.3","13.9","10.1","9.6","6.1"
"1350611","1350011","Stamford School District","Newfield School","Male","13.4","13.7","12.8","9.4","7.1"
"1351811","1350011","Stamford School District","Northeast School","Female","5.9","8.1","6.9","8.4","6.3"
"1351811","1350011","Stamford School District","Northeast School","Male","5.7","10.2","7.1","6.3","5.5"
"1355811","1350011","Stamford School District","Rippowam Middle School","Female","15.9","20.9","7.6","13.3","8.7"
"1355811","1350011","Stamford School District","Rippowam Middle School","Male","15.8","21.2","11.9","11.3","11.6"
"1350811","1350011","Stamford School District","Rogers International School","Female","3.0","6.2","2.4","17.1","10.4"
"1350811","1350011","Stamford School District","Rogers International School","Male","6.2","10.9","5.2","20.8","10.0"
"1350911","1350011","Stamford School District","Roxbury School","Female","9.7","18.2","8.3","12.6","10.8"
"1350911","1350011","Stamford School District","Roxbury School","Male","9.6","12.5","11.3","11.6","12.5"
"1355711","1350011","Stamford School District","Scofield Middle School","Female","3.7","8.7","8.3","10.5","7.4"
"1355711","1350011","Stamford School District","Scofield Middle School","Male","3.8","4.4","3.0","7.6","3.6"
"1351111","1350011","Stamford School District","Springdale School","Female","9.2","8.0","7.3","5.5","3.1"
"1351111","1350011","Stamford School District","Springdale School","Male","8.6","9.6","6.2","6.7","4.6"
"1356111","1350011","Stamford School District","Stamford High School","Female","10.0","13.6","16.3","13.0","13.1"
"1356111","1350011","Stamford School District","Stamford High School","Male","8.7","14.3","13.8","13.3","10.1"
"1352111","1350011","Stamford School District","Stillmeadow School","Female","10.4","12.7","7.3","8.3","11.0"
"1352111","1350011","Stamford School District","Stillmeadow School","Male","9.2","12.5","5.4","8.6","11.5"
"1356411","1350011","Stamford School District","The Academy of Information Technology","Female","4.6","20.0","6.3","8.2","8.7"
"1356411","1350011","Stamford School District","The Academy of Information Technology","Male","2.8","16.8","5.2","6.4","5.7"
"1351911","1350011","Stamford School District","Toquam Magnet School","Female","10.0","11.8","8.5","8.2","7.5"
"1351911","1350011","Stamford School District","Toquam Magnet School","Male","10.6","15.1","8.1","10.3","11.1"
"1355511","1350011","Stamford School District","Turn of River School","Female","14.6","14.2","13.2","31.6","26.5"
"1355511","1350011","Stamford School District","Turn of River School","Male","12.2","16.8","16.2","29.8","26.6"
"1356311","1350011","Stamford School District","Westhill High School","Female","14.1","25.5","18.5","19.4","17.6"
"1356311","1350011","Stamford School District","Westhill High School","Male","14.7","24.2","17.3","16.0","15.5"
"1351411","1350011","Stamford School District","Westover School","Female","5.0","9.6","5.4","5.7","3.8"
"1351411","1350011","Stamford School District","Westover School","Male","4.8","8.9","4.9","7.1","4.5"
"1360311","1360011","Sterling School District","Sterling Community School","Female","7.9","3.4","8.9","7.7","6.9"
"1360311","1360011","Sterling School District","Sterling Community School","Male","8.6","6.5","5.1","6.1","8.9"
"1370811","1370011","Stonington School District","Community Classroom","Female","","","","*","*"
"1370811","1370011","Stonington School District","Community Classroom","Male","","","","*",""
"1370511","1370011","Stonington School District","Deans Mill School","Female","4.5","4.2","4.5","4.0","*"
"1370511","1370011","Stonington School District","Deans Mill School","Male","4.1","7.7","4.5","3.3","*"
"1375211","1370011","Stonington School District","Mystic Middle School","Female","4.4","6.9","9.7","8.5","10.8"
"1375211","1370011","Stonington School District","Mystic Middle School","Male","2.8","8.1","11.2","10.3","8.7"
"1375111","1370011","Stonington School District","Pawcatuck Middle School","Female","97.6","6.6","21.6","18.0","4.4"
"1375111","1370011","Stonington School District","Pawcatuck Middle School","Male","96.0","5.3","24.3","22.7","4.6"
"1370711","1370011","Stonington School District","SAILS","Female","","","","","*"
"1370711","1370011","Stonington School District","SAILS","Male","","","","","*"
"1376111","1370011","Stonington School District","Stonington High School","Female","*","5.4","*","4.2","2.0"
"1376111","1370011","Stonington School District","Stonington High School","Male","*","5.6","*","3.9","4.5"
"1370411","1370011","Stonington School District","West Broad Street School","Female","0.0","*","*","*","9.7"
"1370411","1370011","Stonington School District","West Broad Street School","Male","*","*","*","*","7.1"
"1370611","1370011","Stonington School District","West Vine Street School","Female","8.5","*","14.0","10.9","18.9"
"1370611","1370011","Stonington School District","West Vine Street School","Male","7.6","*","13.5","18.3","13.5"
"1381311","1380011","Stratford School District","Eli Whitney School","Female","6.1","7.7","5.1","7.2","8.8"
"1381311","1380011","Stratford School District","Eli Whitney School","Male","5.5","7.8","5.9","3.0","6.0"
"1382511","1380011","Stratford School District","ABA Nichols","Female","","","","","*"
"1382511","1380011","Stratford School District","ABA Nichols","Male","","","","","*"
"1380611","1380011","Stratford School District","ABA Second Hill Lane","Female","","","","*","*"
"1380611","1380011","Stratford School District","ABA Second Hill Lane","Male","","","","*","*"
"1382411","1380011","Stratford School District","ABA Whitney","Female","","","","","*"
"1382411","1380011","Stratford School District","ABA Whitney","Male","","","","","*"
"1380511","1380011","Stratford School District","ALPHA","Female","","","","*","*"
"1380511","1380011","Stratford School District","ALPHA","Male","","","","*","*"
"1386211","1380011","Stratford School District","Bunnell High School","Female","15.3","17.8","15.4","14.2","15.9"
"1386211","1380011","Stratford School District","Bunnell High School","Male","12.3","14.6","11.3","10.1","13.6"
"1380311","1380011","Stratford School District","Chapel School","Female","6.3","8.5","6.6","6.1","8.8"
"1380311","1380011","Stratford School District","Chapel School","Male","8.1","8.6","11.2","4.9","6.9"
"1382311","1380011","Stratford School District","DLC Whitney","Female","","","","","*"
"1382311","1380011","Stratford School District","DLC Whitney","Male","","","","","*"
"1385211","1380011","Stratford School District","David Wooster Middle School","Female","11.2","14.6","11.5","12.3","14.8"
"1385211","1380011","Stratford School District","David Wooster Middle School","Male","7.0","13.3","10.0","10.3","14.4"
"1382111","1380011","Stratford School District","Franklin STEPS K-2","Female","","","","","*"
"1382111","1380011","Stratford School District","Franklin STEPS K-2","Male","","","","*","*"
"1380411","1380011","Stratford School District","Franklin School","Female","9.0","8.8","9.1","9.8","*"
"1380411","1380011","Stratford School District","Franklin School","Male","10.9","19.0","12.3","13.0","*"
"1385311","1380011","Stratford School District","Harry B. Flood Middle School","Female","11.8","15.4","15.1","13.5","11.2"
"1385311","1380011","Stratford School District","Harry B. Flood Middle School","Male","11.0","13.8","9.0","9.2","11.8"
"1382011","1380011","Stratford School District","High School STEPS 9-12","Male","","","","*","*"
"1380711","1380011","Stratford School District","High School Sails","Female","","","","*","*"
"1380711","1380011","Stratford School District","High School Sails","Male","","","","*","*"
"1381611","1380011","Stratford School District","Honeyspot School","Female","*","5.2","8.1","7.6",""
"1381611","1380011","Stratford School District","Honeyspot School","Male","*","12.8","11.6","9.2",""
"1381111","1380011","Stratford School District","IPP Classroom - Johnson","Female","","","","*",""
"1381111","1380011","Stratford School District","IPP Classroom - Johnson","Male","","","","*","*"
"1381711","1380011","Stratford School District","Intensive Need Classroom","Female","","","","*",""
"1381711","1380011","Stratford School District","Intensive Need Classroom","Male","","","","*",""
"1381211","1380011","Stratford School District","Johnson House STEPS 3-6","Female","","","","*","*"
"1381211","1380011","Stratford School District","Johnson House STEPS 3-6","Male","","","","*","*"
"1380811","1380011","Stratford School District","Lordship School","Female","9.7","13.6","11.0","7.9","7.0"
"1380811","1380011","Stratford School District","Lordship School","Male","10.7","9.6","5.3","11.0","9.4"
"1381911","1380011","Stratford School District","Middle School STEPS 7-8","Female","","","","","*"
"1381911","1380011","Stratford School District","Middle School STEPS 7-8","Male","","","","*","*"
"1381811","1380011","Stratford School District","Middle School Sails","Female","","","","","*"
"1381811","1380011","Stratford School District","Middle School Sails","Male","","","","*","*"
"1380911","1380011","Stratford School District","Nichols School","Female","4.2","5.5","7.6","6.1","7.2"
"1380911","1380011","Stratford School District","Nichols School","Male","5.0","9.5","6.9","4.1","5.6"
"1381011","1380011","Stratford School District","Second Hill Lane School","Female","6.0","9.2","9.2","9.7","7.6"
"1381011","1380011","Stratford School District","Second Hill Lane School","Male","9.1","7.3","6.4","3.8","4.4"
"1389111","1380011","Stratford School District","Secondary STEPS Program","Female","*","*","*","",""
"1389111","1380011","Stratford School District","Secondary STEPS Program","Male","*","*","*","",""
"1382611","1380011","Stratford School District","Steps K-2 Nichols","Female","","","","","*"
"1382611","1380011","Stratford School District","Steps K-2 Nichols","Male","","","","","*"
"1382211","1380011","Stratford School District","Straford Academy - Victoria Soto School","Female","","","","","*"
"1382211","1380011","Stratford School District","Straford Academy - Victoria Soto School","Male","","","","","*"
"1381511","1380011","Stratford School District","Stratford Academy - Johnson House","Female","*","5.6","7.1","6.1","3.4"
"1381511","1380011","Stratford School District","Stratford Academy - Johnson House","Male","*","7.8","5.5","6.7","4.0"
"1386111","1380011","Stratford School District","Stratford High School","Female","16.0","23.6","24.7","20.0","23.6"
"1386111","1380011","Stratford School District","Stratford High School","Male","11.7","15.6","20.4","15.4","23.0"
"1389011","1380011","Stratford School District","Strive-Stratford","Female","*","*","*","*","*"
"1389011","1380011","Stratford School District","Strive-Stratford","Male","*","*","*","*","*"
"1381411","1380011","Stratford School District","Wilcoxson School","Female","3.9","7.3","*","4.1","*"
"1381411","1380011","Stratford School District","Wilcoxson School","Male","2.9","6.0","*","4.4","*"
"1390411","1390011","Suffield School District","A. Ward Spaulding School","Female","3.6","7.9","16.8","*","3.5"
"1390411","1390011","Suffield School District","A. Ward Spaulding School","Male","8.3","9.1","16.5","0.0","6.8"
"1390311","1390011","Suffield School District","McAlister Intermediate School","Female","3.2","4.0","8.2","0.0","3.2"
"1390311","1390011","Suffield School District","McAlister Intermediate School","Male","2.2","3.0","8.2","0.0","2.7"
"1396111","1390011","Suffield School District","Suffield High School","Female","12.3","6.2","1.6","3.5","10.6"
"1396111","1390011","Suffield School District","Suffield High School","Male","10.6","4.7","2.0","3.2","8.7"
"1395111","1390011","Suffield School District","Suffield Middle School","Female","8.5","7.0","7.5","0.0","3.5"
"1395111","1390011","Suffield School District","Suffield Middle School","Male","6.4","5.3","2.8","0.0","4.0"
"2696113","2690013","The Bridge Academy District","The Bridge Academy","Female","*","*","10.9","7.9","9.7"
"2696113","2690013","The Bridge Academy District","The Bridge Academy","Male","*","*","5.6","7.4","7.3"
"9026122","9020022","The Gilbert School District","The Gilbert School","Female","11.1","15.3","20.2","23.3","4.7"
"9026122","9020022","The Gilbert School District","The Gilbert School","Male","14.7","14.6","12.6","23.5","5.1"
"1400111","1400011","Thomaston School District","Black Rock School","Female","5.6","9.2","6.1","*","*"
"1400111","1400011","Thomaston School District","Black Rock School","Male","4.7","12.3","6.6","*","*"
"1400211","1400011","Thomaston School District","Thomaston Center School","Female","*","*","*","*","*"
"1400211","1400011","Thomaston School District","Thomaston Center School","Male","*","*","*","*","*"
"1406211","1400011","Thomaston School District","Thomaston High School","Female","6.8","4.5","4.2","9.3","10.0"
"1406211","1400011","Thomaston School District","Thomaston High School","Male","4.3","5.7","6.0","7.5","8.0"
"1410211","1410011","Thompson School District","District Autism Program","Male","","","","*","*"
"1410111","1410011","Thompson School District","Mary R. Fisher Elementary School","Female","6.1","11.6","*","*","*"
"1410111","1410011","Thompson School District","Mary R. Fisher Elementary School","Male","9.3","8.7","*","*","*"
"1415111","1410011","Thompson School District","Thompson Middle School","Female","8.4","4.5","*","5.5","4.3"
"1415111","1410011","Thompson School District","Thompson Middle School","Male","8.0","4.9","*","5.6","5.7"
"1416111","1410011","Thompson School District","Tourtellotte Memorial High School","Female","22.2","9.0","11.9","9.0","16.4"
"1416111","1410011","Thompson School District","Tourtellotte Memorial High School","Male","17.5","12.3","13.0","10.9","19.9"
"1420111","1420011","Tolland School District","Birch Grove Primary School","Female","3.8","*","0.0","0.0","3.8"
"1420111","1420011","Tolland School District","Birch Grove Primary School","Male","2.0","*","0.0","0.0","4.0"
"1420311","1420011","Tolland School District","TALC","Female","","","","*","*"
"1420311","1420011","Tolland School District","TALC","Male","","","","*","*"
"1426111","1420011","Tolland School District","Tolland High School","Female","10.0","6.6","6.1","9.0","8.4"
"1426111","1420011","Tolland School District","Tolland High School","Male","8.6","7.9","7.0","6.5","7.1"
"1420211","1420011","Tolland School District","Tolland Intermediate School","Female","4.7","1.8","2.7","*","*"
"1420211","1420011","Tolland School District","Tolland Intermediate School","Male","2.9","3.9","2.5","*","*"
"1425111","1420011","Tolland School District","Tolland Middle School","Female","1.6","5.3","2.4","2.9","5.0"
"1425111","1420011","Tolland School District","Tolland Middle School","Male","3.6","6.1","2.6","3.3","3.4"
"1430111","1430011","Torrington School District","East School","Female","7.1","5.9","7.7","*","4.2"
"1430111","1430011","Torrington School District","East School","Male","8.5","10.4","11.5","6.2","3.3"
"1431511","1430011","Torrington School District","ABC / Forbes School","Male","","","","","*"
"1431811","1430011","Torrington School District","East - The Learning Center","Male","","","","*",""
"1430211","1430011","Torrington School District","Forbes School","Female","11.5","12.6","11.1","6.0","6.4"
"1430211","1430011","Torrington School District","Forbes School","Male","7.4","9.3","9.1","8.1","7.4"
"1431411","1430011","Torrington School District","Migeon Academy","Female","","","","*","*"
"1431411","1430011","Torrington School District","Migeon Academy","Male","","","","*","*"
"1430811","1430011","Torrington School District","Southwest School","Female","10.3","7.2","7.8","7.5","7.0"
"1430811","1430011","Torrington School District","Southwest School","Male","6.3","13.9","8.5","7.6","7.1"
"1432411","1430011","Torrington School District","Torringford / ABC","Male","","","","","*"
"1430911","1430011","Torrington School District","Torringford School","Female","5.7","5.0","5.4","4.7","5.4"
"1430911","1430011","Torrington School District","Torringford School","Male","4.2","6.5","5.5","6.5","4.2"
"1436111","1430011","Torrington School District","Torrington High School","Female","24.4","24.3","26.4","15.9","14.8"
"1436111","1430011","Torrington School District","Torrington High School","Male","23.3","22.7","28.9","18.0","16.2"
"1435111","1430011","Torrington School District","Torrington Middle School","Female","15.7","15.4","13.7","14.1","12.0"
"1435111","1430011","Torrington School District","Torrington Middle School","Male","18.0","14.8","12.6","12.2","11.9"
"1431711","1430011","Torrington School District","Vogel-Wetmore / Reach","Male","","","","*",""
"1431311","1430011","Torrington School District","Vogel-Wetmore School","Female","8.4","9.0","8.5","8.1","6.0"
"1431311","1430011","Torrington School District","Vogel-Wetmore School","Male","11.3","8.9","6.1","4.2","4.7"
"2785113","2780013","Trailblazers Academy District","Trailblazers Academy","Female","*","*","0.0","63.3","19.7"
"2785113","2780013","Trailblazers Academy District","Trailblazers Academy","Male","*","*","0.0","68.0","17.6"
"1440111","1440011","Trumbull School District","Booth Hill School","Female","3.0","3.8","*","4.7","3.1"
"1440111","1440011","Trumbull School District","Booth Hill School","Male","2.6","4.2","*","3.2","2.5"
"1440811","1440011","Trumbull School District","Daniels Farm School","Female","*","2.6","*","4.6","*"
"1440811","1440011","Trumbull School District","Daniels Farm School","Male","*","3.7","*","3.8","*"
"1441011","1440011","Trumbull School District","Frenchtown Elementary School","Female","3.8","3.8","*","2.6","*"
"1441011","1440011","Trumbull School District","Frenchtown Elementary School","Male","4.2","6.5","*","3.7","*"
"1445211","1440011","Trumbull School District","Hillcrest Middle School","Female","6.8","6.9","3.9","6.8","6.3"
"1445211","1440011","Trumbull School District","Hillcrest Middle School","Male","7.5","9.9","3.0","5.7","8.0"
"1440411","1440011","Trumbull School District","Jane Ryan School","Female","*","3.6","*","*","3.3"
"1440411","1440011","Trumbull School District","Jane Ryan School","Male","*","3.8","*","*","4.0"
"1445111","1440011","Trumbull School District","Madison Middle School","Female","7.1","6.4","3.9","3.2","6.4"
"1445111","1440011","Trumbull School District","Madison Middle School","Male","5.7","7.6","3.4","3.2","6.7"
"1440311","1440011","Trumbull School District","Middlebrook School","Female","5.2","4.2","3.3","4.7","7.3"
"1440311","1440011","Trumbull School District","Middlebrook School","Male","4.4","3.7","2.5","4.3","6.3"
"1440511","1440011","Trumbull School District","REACH","Female","","","","*","*"
"1440511","1440011","Trumbull School District","REACH","Male","","","","*","*"
"1440911","1440011","Trumbull School District","Tashua School","Female","*","*","*","*","*"
"1440911","1440011","Trumbull School District","Tashua School","Male","*","*","*","*","*"
"1440211","1440011","Trumbull School District","Trumbull Alternative School","Female","","","","*","*"
"1440211","1440011","Trumbull School District","Trumbull Alternative School","Male","","","","*","*"
"1446111","1440011","Trumbull School District","Trumbull High School","Female","10.3","2.1","1.6","3.0","4.8"
"1446111","1440011","Trumbull School District","Trumbull High School","Male","7.9","1.7","1.4","1.6","5.6"
"3360115","3360015","Unified School District #1","Bridgeport Correctional Center","Male","25.0","44.0","*","*","*"
"3360215","3360015","Unified School District #1","Brooklyn Correctional Institution","Male","*","*","*","*",""
"3360315","3360015","Unified School District #1","Cheshire Correctional Institution","Male","41.9","58.8","65.2","*","*"
"3362415","3360015","Unified School District #1","Corrigan/Radgowski Correctional Institution","Male","88.9","39.4","25.9","*","*"
"3360415","3360015","Unified School District #1","Enfield Correctional Institution","Male","*","*","*","*","*"
"3361915","3360015","Unified School District #1","Garner Correctional Institution","Male","85.7","70.8","52.0","51.7","*"
"3360615","3360015","Unified School District #1","Hartford Correctional Center","Male","95.7","32.4","*","*","*"
