"school_code","district_code","district","school","gender","2011_12","2012_13","2013_14","2014_15","2015_16"
"0510411","0510011","Fairfield School District","Holland Hill School","Female","*","*","4.3","*","2.8"
"0510411","0510011","Fairfield School District","Holland Hill School","Male","*","*","4.1","*","4.7"
"0511711","0510011","Fairfield School District","Jennings School","Female","*","0.0","*","*","*"
"0511711","0510011","Fairfield School District","Jennings School","Male","*","0.0","*","*","*"
"0510611","0510011","Fairfield School District","McKinley School","Female","9.0","*","5.6","5.1","*"
"0510611","0510011","Fairfield School District","McKinley School","Male","6.5","*","4.1","2.8","*"
"0510711","0510011","Fairfield School District","Mill Hill School","Female","*","0.0","*","*","*"
"0510711","0510011","Fairfield School District","Mill Hill School","Male","*","*","*","*","*"
"0511611","0510011","Fairfield School District","North Stratfield School","Female","*","*","*","*","3.0"
"0511611","0510011","Fairfield School District","North Stratfield School","Male","*","*","*","*","2.8"
"0511811","0510011","Fairfield School District","Osborn Hill School","Female","2.8","*","3.9","*","2.6"
"0511811","0510011","Fairfield School District","Osborn Hill School","Male","4.1","*","2.6","*","4.7"
"0511211","0510011","Fairfield School District","Riverfield School","Female","*","0.0","*","*","*"
"0511211","0510011","Fairfield School District","Riverfield School","Male","*","*","*","*","*"
"0515311","0510011","Fairfield School District","Roger Ludlowe Middle School","Female","7.5","4.4","4.3","6.3","2.2"
"0515311","0510011","Fairfield School District","Roger Ludlowe Middle School","Male","8.3","5.3","6.4","4.9","2.0"
"0511311","0510011","Fairfield School District","Sherman School","Female","*","0.0","*","*","3.2"
"0511311","0510011","Fairfield School District","Sherman School","Male","*","*","*","*","3.0"
"0511411","0510011","Fairfield School District","Stratfield School","Female","*","*","*","*","*"
"0511411","0510011","Fairfield School District","Stratfield School","Male","*","*","*","*","*"
"0515111","0510011","Fairfield School District","Tomlinson Middle School","Female","9.0","7.2","6.5","3.9","4.7"
"0515111","0510011","Fairfield School District","Tomlinson Middle School","Male","6.8","4.2","4.0","4.2","5.8"
"0510311","0510011","Fairfield School District","Walter Fitzgerald Campus","Female","","","","*","*"
"0510311","0510011","Fairfield School District","Walter Fitzgerald Campus","Male","","","","*","*"
"0520411","0520011","Farmington School District","East Farms School","Female","3.9","*","*","*","3.1"
"0520411","0520011","Farmington School District","East Farms School","Male","3.3","*","*","*","3.6"
"0520611","0520011","Farmington School District","Farmington Alternative High School","Female","","","","*","*"
"0520611","0520011","Farmington School District","Farmington Alternative High School","Male","","","","*","*"
"0526111","0520011","Farmington School District","Farmington High School","Female","7.9","10.1","9.0","10.6","5.1"
"0526111","0520011","Farmington School District","Farmington High School","Male","8.1","9.4","10.7","10.9","5.9"
"0525111","0520011","Farmington School District","Irving A. Robbins Middle School","Female","5.9","5.8","4.1","*","3.1"
"0525111","0520011","Farmington School District","Irving A. Robbins Middle School","Male","5.7","6.4","3.2","*","6.0"
"0520211","0520011","Farmington School District","Noah Wallace School","Female","*","5.9","6.1","3.6","*"
"0520211","0520011","Farmington School District","Noah Wallace School","Male","*","5.3","6.1","4.1","*"
"0520111","0520011","Farmington School District","Union School","Female","3.6","3.8","3.9","*","3.8"
"0520111","0520011","Farmington School District","Union School","Male","5.2","6.5","5.4","*","4.5"
"0520311","0520011","Farmington School District","West District School","Female","*","3.8","3.6","*","*"
"0520311","0520011","Farmington School District","West District School","Male","*","4.3","6.1","*","*"
"0520511","0520011","Farmington School District","West Woods Upper Elementary School","Female","4.4","4.0","4.7","2.8","1.8"
"0520511","0520011","Farmington School District","West Woods Upper Elementary School","Male","4.2","7.0","5.5","3.4","4.5"
"0530111","0530011","Franklin School District","Franklin Elementary School","Female","*","*","*","*","*"
"0530111","0530011","Franklin School District","Franklin Elementary School","Male","*","*","*","*","*"
"0541311","0540011","Glastonbury School District","Alternate Program","Female","","","","*",""
"0541311","0540011","Glastonbury School District","Alternate Program","Male","","","","*",""
"0540211","0540011","Glastonbury School District","Buttonball Lane School","Female","2.2","*","2.3","3.0","*"
"0540211","0540011","Glastonbury School District","Buttonball Lane School","Male","2.6","*","3.0","4.4","*"
"0540311","0540011","Glastonbury School District","Eastbury School","Female","*","*","*","*","0.0"
"0540311","0540011","Glastonbury School District","Eastbury School","Male","*","*","0.0","*","*"
"0540811","0540011","Glastonbury School District","Gideon Welles School","Female","2.3","*","*","*","*"
"0540811","0540011","Glastonbury School District","Gideon Welles School","Male","3.1","*","*","*","*"
"0546111","0540011","Glastonbury School District","Glastonbury High School","Female","5.4","4.9","5.0","3.5","3.7"
"0546111","0540011","Glastonbury School District","Glastonbury High School","Male","3.2","3.8","3.2","4.7","3.4"
"0540411","0540011","Glastonbury School District","Hebron Avenue School","Female","*","*","0.0","*","0.0"
"0540411","0540011","Glastonbury School District","Hebron Avenue School","Male","*","*","*","*","*"
"0540611","0540011","Glastonbury School District","Hopewell School","Female","*","*","*","*","*"
"0540611","0540011","Glastonbury School District","Hopewell School","Male","*","*","*","*","*"
"0540111","0540011","Glastonbury School District","LINKS Academy","Female","","","*","",""
"0540111","0540011","Glastonbury School District","LINKS Academy","Male","","","*","",""
"0541411","0540011","Glastonbury School District","LINKS Transition","Female","","","","*",""
"0541411","0540011","Glastonbury School District","LINKS Transition","Male","","","","*",""
"0540111","0540011","Glastonbury School District","Links Academy","Female","","","","*","*"
"0540111","0540011","Glastonbury School District","Links Academy","Male","","","","*","*"
"0541411","0540011","Glastonbury School District","Links Transition","Female","","","","","*"
"0541411","0540011","Glastonbury School District","Links Transition","Male","","","","","*"
"0540711","0540011","Glastonbury School District","Naubuc School","Female","4.5","2.5","*","*","*"
"0540711","0540011","Glastonbury School District","Naubuc School","Male","6.1","5.9","*","*","*"
"0540911","0540011","Glastonbury School District","Nayaug Elementary School","Female","2.8","3.7","*","*","*"
"0540911","0540011","Glastonbury School District","Nayaug Elementary School","Male","2.7","3.6","*","*","*"
"0541111","0540011","Glastonbury School District","PRIDE-Hebron Avenue","Female","","","","*",""
"0541111","0540011","Glastonbury School District","PRIDE-Hebron Avenue","Male","","","","*",""
"0541211","0540011","Glastonbury School District","PRIDE-Nayaug","Female","","","","*",""
"0541211","0540011","Glastonbury School District","PRIDE-Nayaug","Male","","","","*",""
"0545211","0540011","Glastonbury School District","Smith Middle School","Female","3.9","2.6","2.4","2.2","1.1"
"0545211","0540011","Glastonbury School District","Smith Middle School","Male","3.6","2.5","1.7","1.9","2.6"
"0560111","0560011","Granby School District","Frank M. Kearns Primary School","Female","6.3","7.1","*","7.3","5.6"
"0560111","0560011","Granby School District","Frank M. Kearns Primary School","Male","5.0","4.9","*","5.1","5.6"
"0566111","0560011","Granby School District","Granby Memorial High School","Female","5.0","4.0","6.9","6.6","6.4"
"0566111","0560011","Granby School District","Granby Memorial High School","Male","3.3","3.1","5.3","3.4","4.7"
"0565111","0560011","Granby School District","Granby Memorial Middle School","Female","9.4","7.5","4.2","*","4.8"
"0565111","0560011","Granby School District","Granby Memorial Middle School","Male","5.2","8.3","3.6","*","6.8"
"0560411","0560011","Granby School District","Kelly Lane Intermediate School","Female","*","*","*","*",""
"0560411","0560011","Granby School District","Kelly Lane Intermediate School","Male","*","*","*","*",""
"0560411","0560011","Granby School District","Kelly Lane Primary School","Female","","","","","*"
"0560411","0560011","Granby School District","Kelly Lane Primary School","Male","","","","","*"
"0560311","0560011","Granby School District","Wells Road Intermediate School","Female","*","*","*","*","*"
"0560311","0560011","Granby School District","Wells Road Intermediate School","Male","*","*","*","*","*"
"2940113","2940013","Great Oaks Charter School District","Great Oaks Charter School","Female","","","","14.5","13.5"
"2940113","2940013","Great Oaks Charter School District","Great Oaks Charter School","Male","","","","28.8","16.7"
"0571411","0570011","Greenwich School District","Alternative High School Programs","Female","","","","72.7",""
"0571411","0570011","Greenwich School District","Alternative High School Programs","Male","","","","63.3",""
"0575111","0570011","Greenwich School District","Central Middle School","Female","6.9","8.8","5.9","3.3","*"
"0575111","0570011","Greenwich School District","Central Middle School","Male","8.7","10.8","5.0","2.9","*"
"0571211","0570011","Greenwich School District","Community Connections","Female","","","","*","*"
"0571211","0570011","Greenwich School District","Community Connections","Male","","","","*","*"
"0570211","0570011","Greenwich School District","Cos Cob School","Female","4.6","4.7","3.2","*","*"
"0570211","0570011","Greenwich School District","Cos Cob School","Male","4.8","6.1","5.7","*","*"
"0575211","0570011","Greenwich School District","Eastern Middle School","Female","5.3","7.5","3.4","2.3","*"
"0575211","0570011","Greenwich School District","Eastern Middle School","Male","5.9","5.1","3.6","2.2","*"
"0570411","0570011","Greenwich School District","Glenville School","Female","6.2","6.8","4.7","*","*"
"0570411","0570011","Greenwich School District","Glenville School","Male","7.7","4.9","5.4","*","*"
"0571411","0570011","Greenwich School District","Greenwich Alternative High School","Female","","","","","*"
"0571411","0570011","Greenwich School District","Greenwich Alternative High School","Male","","","","","*"
"0576111","0570011","Greenwich School District","Greenwich High School","Female","7.3","10.5","5.3","3.3","6.4"
"0576111","0570011","Greenwich School District","Greenwich High School","Male","5.6","10.5","3.7","3.4","6.0"
"0570511","0570011","Greenwich School District","Hamilton Avenue School","Female","5.9","6.1","7.6","4.1","6.1"
"0570511","0570011","Greenwich School District","Hamilton Avenue School","Male","9.0","11.4","3.7","4.7","6.7"
"0571311","0570011","Greenwich School District","International School At Dundee","Female","*","6.5","*","*","*"
"0571311","0570011","Greenwich School District","International School At Dundee","Male","*","6.6","*","0.0","*"
"0570311","0570011","Greenwich School District","Julian Curtiss School","Female","*","9.5","7.3","*","*"
"0570311","0570011","Greenwich School District","Julian Curtiss School","Male","*","4.1","4.5","*","*"
"0570611","0570011","Greenwich School District","New Lebanon School","Female","*","6.3","*","*","*"
"0570611","0570011","Greenwich School District","New Lebanon School","Male","*","9.3","*","*","*"
"0570711","0570011","Greenwich School District","North Mianus School","Female","2.6","6.7","3.6","*","*"
"0570711","0570011","Greenwich School District","North Mianus School","Male","3.6","5.8","3.5","*","*"
"0570811","0570011","Greenwich School District","North Street School","Female","*","5.4","3.5","0.0","*"
"0570811","0570011","Greenwich School District","North Street School","Male","*","6.3","4.7","*","*"
"0570911","0570011","Greenwich School District","Old Greenwich School","Female","3.8","6.6","4.6","*","*"
"0570911","0570011","Greenwich School District","Old Greenwich School","Male","5.6","4.0","3.5","0.0","*"
"0571111","0570011","Greenwich School District","Parkway School","Female","10.8","11.8","*","*","*"
"0571111","0570011","Greenwich School District","Parkway School","Male","9.5","10.3","*","*","*"
"0571011","0570011","Greenwich School District","Riverside School","Female","*","4.7","4.3","*","*"
"0571011","0570011","Greenwich School District","Riverside School","Male","*","4.7","3.4","*","*"
"0575311","0570011","Greenwich School District","Western Middle School","Female","8.1","9.5","9.5","5.3","2.3"
"0575311","0570011","Greenwich School District","Western Middle School","Male","7.1","5.8","8.4","4.7","4.2"
"0580111","0580011","Griswold School District","Griswold Alternative School","Female","","","","*","*"
"0580111","0580011","Griswold School District","Griswold Alternative School","Male","","","","*","*"
"0580311","0580011","Griswold School District","Griswold Elementary School","Female","6.5","7.6","5.9","5.0","3.5"
"0580311","0580011","Griswold School District","Griswold Elementary School","Male","6.7","6.9","8.6","5.8","5.1"
"0586211","0580011","Griswold School District","Griswold High School","Female","17.6","14.4","14.4","13.6","13.5"
"0586211","0580011","Griswold School District","Griswold High School","Male","16.2","16.7","16.4","13.1","12.5"
"0585111","0580011","Griswold School District","Griswold Middle School","Female","9.4","8.3","8.4","9.9","7.9"
"0585111","0580011","Griswold School District","Griswold Middle School","Male","11.4","9.8","9.4","11.8","9.8"
"0595311","0590011","Groton School District","Carl C. Cutler Middle School","Female","7.2","6.4","5.7","5.1","7.6"
"0595311","0590011","Groton School District","Carl C. Cutler Middle School","Male","10.9","9.1","6.1","10.0","7.9"
"0590311","0590011","Groton School District","Catherine Kolnaski Magnet School","Female","19.1","18.9","","",""
"0590311","0590011","Groton School District","Catherine Kolnaski Magnet School","Male","28.4","20.3","","",""
"0592011","0590011","Groton School District","Catherine Kolnaski Magnet School","Female","19.1","18.9","10.6","9.6","9.7"
"0592011","0590011","Groton School District","Catherine Kolnaski Magnet School","Male","28.4","20.3","12.9","12.5","9.8"
"0591811","0590011","Groton School District","Charles Barnum School","Female","5.9","6.5","4.7","4.4","*"
"0591811","0590011","Groton School District","Charles Barnum School","Male","11.8","11.9","10.7","12.5","*"
"0590311","0590011","Groton School District","Claude Chester School","Female","","","10.1","11.6","8.4"
"0590311","0590011","Groton School District","Claude Chester School","Male","","","13.1","11.7","9.4"
"0595111","0590011","Groton School District","Fitch Middle School","Female","10.2","","","",""
"0595111","0590011","Groton School District","Fitch Middle School","Male","10.5","","","",""
"0591711","0590011","Groton School District","Mary Morrisson School","Female","8.3","9.0","8.1","8.8","10.6"
"0591711","0590011","Groton School District","Mary Morrisson School","Male","8.8","7.5","10.0","12.4","10.1"
"0590211","0590011","Groton School District","New Beginnings Alternative Program","Female","","","","*","*"
"0590211","0590011","Groton School District","New Beginnings Alternative Program","Male","","","","*","*"
"0591911","0590011","Groton School District","Northeast Academy Elementary School","Female","*","4.1","5.0","3.2","*"
"0591911","0590011","Groton School District","Northeast Academy Elementary School","Male","*","4.8","4.7","2.9","*"
"0591211","0590011","Groton School District","Pleasant Valley School","Female","11.9","7.7","8.7","10.9","10.3"
"0591211","0590011","Groton School District","Pleasant Valley School","Male","10.6","11.2","10.7","7.9","7.5"
"0596111","0590011","Groton School District","Robert E. Fitch High School","Female","24.2","24.5","20.5","18.9","18.2"
"0596111","0590011","Groton School District","Robert E. Fitch High School","Male","25.0","21.8","23.0","19.4","19.0"
"0590111","0590011","Groton School District","S. B. Butler School","Female","5.3","7.2","*","*","*"
"0590111","0590011","Groton School District","S. B. Butler School","Male","8.0","4.3","*","*","*"
"0590611","0590011","Groton School District","Virtual Learning Academy","Female","","","","*","*"
"0590611","0590011","Groton School District","Virtual Learning Academy","Male","","","","*","*"
"0595211","0590011","Groton School District","West Side Middle School","Female","10.7","10.9","7.0","8.7","11.0"
"0595211","0590011","Groton School District","West Side Middle School","Male","13.7","12.6","12.4","14.4","16.2"
"0600711","0600011","Guilford School District","A. Baldwin Middle School","Female","4.7","3.8","5.2","5.5","5.1"
"0600711","0600011","Guilford School District","A. Baldwin Middle School","Male","4.2","6.9","6.3","4.3","6.5"
"0600611","0600011","Guilford School District","A. W. Cox School","Female","*","*","*","*","*"
"0600611","0600011","Guilford School District","A. W. Cox School","Male","*","*","*","*","*"
"0600411","0600011","Guilford School District","Calvin Leete School","Female","*","*","*","*","*"
"0600411","0600011","Guilford School District","Calvin Leete School","Male","*","*","*","*","*"
"0605111","0600011","Guilford School District","E. C. Adams Middle School","Female","6.5","7.9","7.3","5.9","4.3"
"0605111","0600011","Guilford School District","E. C. Adams Middle School","Male","9.1","9.3","5.6","4.4","8.1"
"0606111","0600011","Guilford School District","Guilford High School","Female","8.0","10.9","8.2","6.8","4.9"
"0606111","0600011","Guilford School District","Guilford High School","Male","11.4","11.2","7.4","6.0","3.1"
"0600211","0600011","Guilford School District","Guilford Lakes School","Female","*","*","4.4","*","*"
"0600211","0600011","Guilford School District","Guilford Lakes School","Male","*","*","8.4","*","*"
"0600311","0600011","Guilford School District","Melissa Jones School","Female","*","3.6","3.7","*","*"
"0600311","0600011","Guilford School District","Melissa Jones School","Male","*","4.4","4.0","*","*"
"0628011","0620011","Hamden School District","Alice Peck Learning Center","Female","","*","*","*","*"
"0628011","0620011","Hamden School District","Alice Peck Learning Center","Male","","*","*","*","*"
"0621211","0620011","Hamden School District","Bear Path School","Female","3.8","3.4","4.0","3.0","6.0"
"0621211","0620011","Hamden School District","Bear Path School","Male","4.7","4.8","5.8","4.6","4.9"
"0620211","0620011","Hamden School District","Church Street School","Female","14.2","11.2","13.0","9.2","9.5"
"0620211","0620011","Hamden School District","Church Street School","Male","14.1","14.8","11.6","16.0","11.5"
"0620311","0620011","Hamden School District","Dunbar Hill School","Female","9.5","11.1","6.5","9.1","9.5"
"0620311","0620011","Hamden School District","Dunbar Hill School","Male","7.9","12.7","5.4","6.7","5.2"
"0620511","0620011","Hamden School District","Hamden Collaborative Learning Center","Female","","","","81.8","*"
"0620511","0620011","Hamden School District","Hamden Collaborative Learning Center","Male","","","","79.6","*"
"0626111","0620011","Hamden School District","Hamden High School","Female","19.2","23.0","21.8","27.4","37.1"
"0626111","0620011","Hamden School District","Hamden High School","Male","19.2","24.2","21.5","19.4","31.9"
"0625211","0620011","Hamden School District","Hamden Middle School","Female","12.1","15.4","17.1","13.8","15.6"
"0625211","0620011","Hamden School District","Hamden Middle School","Male","17.0","16.8","19.2","11.8","16.7"
"0620611","0620011","Hamden School District","Hamden Transition Academy @ SCSU (AACPB)","Female","","","","","*"
"0620611","0620011","Hamden School District","Hamden Transition Academy @ SCSU (AACPB)","Male","","","","","*"
"0620411","0620011","Hamden School District","Helen Street School","Female","6.4","*","6.8","13.7","11.8"
"0620411","0620011","Hamden School District","Helen Street School","Male","10.3","*","14.8","12.4","8.6"
"0621111","0620011","Hamden School District","Ridge Hill School","Female","11.4","12.9","8.4","11.9","10.6"
"0621111","0620011","Hamden School District","Ridge Hill School","Male","16.3","15.1","15.6","14.9","14.6"
"0620111","0620011","Hamden School District","Shepherd Glen School","Female","15.0","13.4","16.1","11.3","11.7"
"0620111","0620011","Hamden School District","Shepherd Glen School","Male","7.2","13.1","13.7","11.3","9.9"
"0621011","0620011","Hamden School District","Spring Glen School","Female","5.7","3.8","4.1","4.6","7.3"
"0621011","0620011","Hamden School District","Spring Glen School","Male","7.4","9.5","8.2","6.3","7.2"
"0621411","0620011","Hamden School District","West Woods School","Female","4.6","7.1","5.7","3.7","*"
"0621411","0620011","Hamden School District","West Woods School","Male","6.0","7.5","4.7","4.2","*"
"0630111","0630011","Hampton School District","Hampton Elementary School","Female","*","*","*","*","*"
"0630111","0630011","Hampton School District","Hampton Elementary School","Male","*","*","*","*","*"
"0647911","0640011","Hartford School District","Great Path Academy at MCC","Female","","","","12.5","11.5"
"0647911","0640011","Hartford School District","Great Path Academy at MCC","Male","","","","8.3","7.8"
"0640711","0640011","Hartford School District","Asian Studies Academy","Female","24.9","26.5","25.9","",""
"0640711","0640011","Hartford School District","Asian Studies Academy","Male","29.9","31.6","30.3","",""
"0640711","0640011","Hartford School District","Asian Studies Academy at Bellizzi School","Female","","","","40.9","34.8"
"0640711","0640011","Hartford School District","Asian Studies Academy at Bellizzi School","Male","","","","39.8","34.9"
"0644511","0640011","Hartford School District","Autism Program - Clark School","Female","","","","*",""
"0644511","0640011","Hartford School District","Autism Program - Clark School","Male","","","","*",""
"0644311","0640011","Hartford School District","Autism Program - Environmental Sciences Magnet School at Mary M Hooker","Female","","","","*","*"
"0644311","0640011","Hartford School District","Autism Program - Environmental Sciences Magnet School at Mary M Hooker","Male","","","","*","*"
"0644211","0640011","Hartford School District","Autism Program - Fred D. Wish Museum School","Female","","","","*",""
"0644211","0640011","Hartford School District","Autism Program - Fred D. Wish Museum School","Male","","","","*",""
"0644411","0640011","Hartford School District","Autism Program - Sarah J. Rawson Elementary School","Female","","","","*","*"
"0644411","0640011","Hartford School District","Autism Program - Sarah J. Rawson Elementary School","Male","","","","*","*"
"0649311","0640011","Hartford School District","Autism Program - Simpson-Waverly","Female","","","","","*"
"0649311","0640011","Hartford School District","Autism Program - Simpson-Waverly","Male","","","","","*"
"0648611","0640011","Hartford School District","Autism Program-Burr School","Female","","","","","*"
"0648611","0640011","Hartford School District","Autism Program-Burr School","Male","","","","","*"
"0640411","0640011","Hartford School District","Batchelder School","Female","14.2","21.1","28.1","18.4","21.3"
"0640411","0640011","Hartford School District","Batchelder School","Male","19.0","26.2","26.9","18.2","22.9"
"0642811","0640011","Hartford School District","Betances Early Reading Lab Magnet School","Female","","","","12.2","15.2"
"0642811","0640011","Hartford School District","Betances Early Reading Lab Magnet School","Male","","","","18.8","18.1"
"0643511","0640011","Hartford School District","Breakthrough II Elementary School","Female","*","15.6","*","",""
"0643511","0640011","Hartford School District","Breakthrough II Elementary School","Male","*","15.4","*","",""
"0643511","0640011","Hartford School District","Breakthrough II Magnet School","Female","","","","9.3","11.1"
"0643511","0640011","Hartford School District","Breakthrough II Magnet School","Male","","","","10.1","7.1"
"0643311","0640011","Hartford School District","Breakthrough Magnet School","Female","3.9","4.5","4.3","9.0","6.9"
"0643311","0640011","Hartford School District","Breakthrough Magnet School","Male","4.8","5.0","4.9","6.1","6.6"
"0646111","0640011","Hartford School District","Bulkeley High School Lower School","Female","46.9","40.3","39.9","51.7","45.1"
"0646111","0640011","Hartford School District","Bulkeley High School Lower School","Male","48.1","46.9","42.2","52.3","44.4"
"0647111","0640011","Hartford School District","Bulkeley High School Upper School","Female","52.4","53.7","50.6","57.8","48.7"
"0647111","0640011","Hartford School District","Bulkeley High School Upper School","Male","44.0","48.3","53.5","48.6","50.0"
"0640611","0640011","Hartford School District","Burns Latino Studies Academy","Female","46.5","41.5","31.5","33.3","32.4"
"0640611","0640011","Hartford School District","Burns Latino Studies Academy","Male","51.9","48.3","32.7","35.6","35.6"
"0642311","0640011","Hartford School District","Burr School","Female","22.8","21.3","29.6","24.3","19.7"
"0642311","0640011","Hartford School District","Burr School","Male","28.5","16.3","25.5","26.0","25.7"
"0643911","0640011","Hartford School District","Capital Community College Magnet Academy","Female","","","","*","*"
"0643911","0640011","Hartford School District","Capital Community College Magnet Academy","Male","","","","*","*"
"0646911","0640011","Hartford School District","Capital Preparatory Magnet School","Female","*","4.3","12.3","5.8","3.4"
"0646911","0640011","Hartford School District","Capital Preparatory Magnet School","Male","*","2.6","11.5","3.2","6.3"
"0642411","0640011","Hartford School District","Clark School","Female","38.0","45.5","34.3","39.0","32.8"
"0642411","0640011","Hartford School District","Clark School","Male","42.0","46.7","41.4","38.0","25.4"
"0646411","0640011","Hartford School District","Classical Magnet School","Female","3.7","*","6.0","7.7","7.4"
"0646411","0640011","Hartford School District","Classical Magnet School","Male","2.5","*","2.8","7.8","8.6"
"0646011","0640011","Hartford School District","Culinary Arts Academy","Female","55.0","68.6","60.2","54.8","67.2"
"0646011","0640011","Hartford School District","Culinary Arts Academy","Male","57.0","69.1","56.6","57.4","62.0"
"0641411","0640011","Hartford School District","Dr. James H Naylor/CCSU Leadership Academy","Female","18.9","16.8","25.9","19.6","18.2"
"0641411","0640011","Hartford School District","Dr. James H Naylor/CCSU Leadership Academy","Male","17.8","15.3","19.4","24.1","21.0"
"0645311","0640011","Hartford School District","Dr. Joseph Bellizzi Middle School","Female","16.2","0.0","","",""
"0645311","0640011","Hartford School District","Dr. Joseph Bellizzi Middle School","Male","21.2","*","","",""
"0642811","0640011","Hartford School District","Dr. Ramon E. Betances Early Reading Lab","Female","37.2","35.0","34.0","",""
"0642811","0640011","Hartford School District","Dr. Ramon E. Betances Early Reading Lab","Male","46.0","41.0","37.8","",""
"0645811","0640011","Hartford School District","EDP - Betances Early Reading Lab","Male","","","","*","*"
"0648311","0640011","Hartford School District","EDP - Bulkeley High School","Female","","","","*","*"
"0648311","0640011","Hartford School District","EDP - Bulkeley High School","Male","","","","*","*"
"0648211","0640011","Hartford School District","EDP - HPHS Academy of Engineering and Green Technology","Female","","","","*","*"
"0648211","0640011","Hartford School District","EDP - HPHS Academy of Engineering and Green Technology","Male","","","","*","*"
"0645911","0640011","Hartford School District","EDP - M.D. Fox","Female","","","","*","*"
"0645911","0640011","Hartford School District","EDP - M.D. Fox","Male","","","","*","*"
"0648111","0640011","Hartford School District","EDP - McDonough Expeditionary Learning School","Female","","","","*","*"
"0648111","0640011","Hartford School District","EDP - McDonough Expeditionary Learning School","Male","","","","*","*"
"0640911","0640011","Hartford School District","Environmental Sciences Magnet School at Mary M Hooker","Female","10.5","9.5","11.0","4.3","6.6"
"0640911","0640011","Hartford School District","Environmental Sciences Magnet School at Mary M Hooker","Male","12.8","9.6","8.6","6.8","7.2"
"0643211","0640011","Hartford School District","Expeditionary Learning Academy at Moylan School","Female","26.8","20.2","*","26.3","18.9"
"0643211","0640011","Hartford School District","Expeditionary Learning Academy at Moylan School","Male","30.3","22.3","*","26.2","21.3"
"0642211","0640011","Hartford School District","Fred D. Wish Museum School","Female","22.2","27.4","21.8","28.9","21.7"
"0642211","0640011","Hartford School District","Fred D. Wish Museum School","Male","28.9","27.7","30.3","24.8","30.1"
"0643611","0640011","Hartford School District","Global Communications Academy","Female","15.5","17.1","13.9","8.5","11.5"
"0643611","0640011","Hartford School District","Global Communications Academy","Male","13.3","23.8","21.8","8.4","12.7"
"0647911","0640011","Hartford School District","Great Path Academy High School at MCC","Female","","16.0","12.1","",""
"0647911","0640011","Hartford School District","Great Path Academy High School at MCC","Male","","17.3","12.6","",""
"0647211","0640011","Hartford School District","HPHS Academy of Engineering and Green Technology","Female","67.9","60.0","63.6","64.7","37.5"
"0647211","0640011","Hartford School District","HPHS Academy of Engineering and Green Technology","Male","62.8","62.3","60.2","64.4","43.2"
"0647511","0640011","Hartford School District","HPHS Academy of Nursing and Health Science","Female","54.2","60.0","66.0","64.9","55.6"
"0647511","0640011","Hartford School District","HPHS Academy of Nursing and Health Science","Male","68.1","68.7","70.3","64.3","61.2"
"0647311","0640011","Hartford School District","HPHS Freshmen Academy","Female","61.6","","","",""
"0647311","0640011","Hartford School District","HPHS Freshmen Academy","Male","62.8","","","",""
"0647411","0640011","Hartford School District","HPHS Law and Government Academy","Female","46.7","50.4","49.8","65.6","52.2"
"0647411","0640011","Hartford School District","HPHS Law and Government Academy","Male","44.6","53.0","50.8","62.1","42.0"
"0645411","0640011","Hartford School District","Hartford Magnet Trinity College Academy","Female","4.0","4.4","6.8","8.9","10.6"
"0645411","0640011","Hartford School District","Hartford Magnet Trinity College Academy","Male","6.5","4.4","7.8","6.4","6.9"
"0649011","0640011","Hartford School District","Hartford Transitional Learning Academy (Elementary)","Female","*","*","*","",""
"0649011","0640011","Hartford School District","Hartford Transitional Learning Academy (Elementary)","Male","*","*","*","",""
"0647611","0640011","Hartford School District","High School Inc.","Female","53.5","48.0","56.5","50.4",""
"0647611","0640011","Hartford School District","High School Inc.","Male","57.1","45.7","50.0","50.0",""
"0647611","0640011","Hartford School District","High School, Inc.","Female","","","","","58.5"
"0647611","0640011","Hartford School District","High School, Inc.","Male","","","","","48.3"
"0648411","0640011","Hartford School District","High Step Transition","Female","","","","*","*"
"0648411","0640011","Hartford School District","High Step Transition","Male","","","","*","*"
"0647711","0640011","Hartford School District","Journalism and Media Academy Magnet School","Female","61.5","65.9","50.0","36.5","20.6"
"0647711","0640011","Hartford School District","Journalism and Media Academy Magnet School","Male","58.2","63.4","48.2","43.8","22.1"
"0641011","0640011","Hartford School District","Kennelly School","Female","13.6","18.6","19.3","23.4","24.4"
"0641011","0640011","Hartford School District","Kennelly School","Male","22.0","24.1","25.0","27.8","22.9"
"0641111","0640011","Hartford School District","Kinsella Magnet School of Performing Arts","Female","","","","","4.1"
"0641111","0640011","Hartford School District","Kinsella Magnet School of Performing Arts","Male","","","","","4.1"
"0649511","0640011","Hartford School District","LC - Breakthrough II","Female","","","","","*"
"0649511","0640011","Hartford School District","LC - Breakthrough II","Male","","","","","*"
"0649611","0640011","Hartford School District","LC - Burns","Female","","","","","*"
"0649611","0640011","Hartford School District","LC - Burns","Male","","","","","*"
"0649811","0640011","Hartford School District","LC - Moylan","Female","","","","","*"
"0649811","0640011","Hartford School District","LC - Moylan","Male","","","","","*"
"0640811","0640011","Hartford School District","M. D. Fox Elementary School","Female","17.4","27.0","37.6","30.4","18.1"
"0640811","0640011","Hartford School District","M. D. Fox Elementary School","Male","25.2","20.1","32.9","30.7","21.5"
"0641611","0640011","Hartford School District","M. L. King School","Female","27.5","21.5","21.9","16.4","17.8"
"0641611","0640011","Hartford School District","M. L. King School","Male","39.4","21.6","29.2","33.7","30.8"
"0644811","0640011","Hartford School District","MDP - Batchelder School","Female","","","","*","*"
