drg,district_code,district,type,amount,year,pct,state_pct,school_code
H,1030011,Norwalk School District,Instructional Staff and Services,109841766.0,2010-11,0.62351686022,0.555348246945,1030011
H,1040011,Norwich School District,Instructional Staff and Services,33054401.0,2010-11,0.565514168795,0.555348246945,1040011
,2630013,Odyssey Community School District,Instructional Staff and Services,1110548.0,2010-11,0.596265461695,0.555348246945,2630013
D,1060011,Old Saybrook School District,Instructional Staff and Services,12353164.0,2010-11,0.549368166065,0.555348246945,1060011
B,1070011,Orange School District,Instructional Staff and Services,11465754.0,2010-11,0.608854159255,0.555348246945,1070011
C,1080011,Oxford School District,Instructional Staff and Services,15602783.0,2010-11,0.56531521372,0.555348246945,1080011
,2830013,Park City Prep Charter School District,Instructional Staff and Services,1123800.0,2010-11,0.452593654023,0.555348246945,2830013
,2930013,Path Academy District,Instructional Staff and Services,,2010-11,,0.555348246945,2930013
G,1090011,Plainfield School District,Instructional Staff and Services,20800490.0,2010-11,0.573645018954,0.555348246945,1090011
F,1100011,Plainville School District,Instructional Staff and Services,20550403.0,2010-11,0.585681733278,0.555348246945,1100011
F,1110011,Plymouth School District,Instructional Staff and Services,13423485.0,2010-11,0.546629968623,0.555348246945,1110011
C,1120011,Pomfret School District,Instructional Staff and Services,4774091.0,2010-11,0.60657369012,0.555348246945,1120011
E,1130011,Portland School District,Instructional Staff and Services,10496456.0,2010-11,0.554342860001,0.555348246945,1130011
E,1140011,Preston School District,Instructional Staff and Services,4818263.0,2010-11,0.536308842714,0.555348246945,1140011
G,1160011,Putnam School District,Instructional Staff and Services,10676131.0,2010-11,0.576387461945,0.555348246945,1160011
A,1170011,Redding School District,Instructional Staff and Services,14847691.0,2010-11,0.698177487483,0.555348246945,1170011
E,2010012,Regional School District 01,Instructional Staff and Services,5347999.0,2010-11,0.506797416887,0.555348246945,2010012
C,2040012,Regional School District 04,Instructional Staff and Services,8054536.0,2010-11,0.510886959099,0.555348246945,2040012
B,2050012,Regional School District 05,Instructional Staff and Services,19011953.0,2010-11,0.517807761242,0.555348246945,2050012
E,2060012,Regional School District 06,Instructional Staff and Services,9261011.0,2010-11,0.563905190729,0.555348246945,2060012
C,2070012,Regional School District 07,Instructional Staff and Services,9250265.0,2010-11,0.535279863782,0.555348246945,2070012
C,2080012,Regional School District 08,Instructional Staff and Services,13124933.0,2010-11,0.578309803972,0.555348246945,2080012
A,2090012,Regional School District 09,Instructional Staff and Services,12308787.0,2010-11,0.633171670888,0.555348246945,2090012
C,2100012,Regional School District 10,Instructional Staff and Services,18718875.0,2010-11,0.561047696056,0.555348246945,2100012
F,2110012,Regional School District 11,Instructional Staff and Services,2848900.0,2010-11,0.438743808821,0.555348246945,2110012
C,2120012,Regional School District 12,Instructional Staff and Services,11055143.0,2010-11,0.540892695763,0.555348246945,2120012
C,2130012,Regional School District 13,Instructional Staff and Services,16907444.0,2010-11,0.524678920728,0.555348246945,2130012
C,2140012,Regional School District 14,Instructional Staff and Services,14856848.0,2010-11,0.49679924524,0.555348246945,2140012
B,2150012,Regional School District 15,Instructional Staff and Services,34123735.0,2010-11,0.560986130002,0.555348246945,2150012
E,2160012,Regional School District 16,Instructional Staff and Services,19881303.0,2010-11,0.553890624637,0.555348246945,2160012
C,2170012,Regional School District 17,Instructional Staff and Services,20218629.0,2010-11,0.559413306639,0.555348246945,2170012
C,2180012,Regional School District 18,Instructional Staff and Services,13147966.0,2010-11,0.486840047785,0.555348246945,2180012
C,2190012,Regional School District 19,Instructional Staff and Services,10579809.0,2010-11,0.542248146047,0.555348246945,2190012
A,1180011,Ridgefield School District,Instructional Staff and Services,48704214.0,2010-11,0.594613393298,0.555348246945,1180011
D,1190011,Rocky Hill School District,Instructional Staff and Services,20350226.0,2010-11,0.59347128758,0.555348246945,1190011
