drg,district_code,district,type,amount,year,pct,state_pct,school_code
E,0210011,Canaan School District,Plant Operation and Maintenance,192408.0,2011-12,0.0940976706904,0.0943892616512,0210011
F,0220011,Canterbury School District,Plant Operation and Maintenance,1148546.0,2011-12,0.128058864803,0.0943892616512,0220011
C,0230011,Canton School District,Plant Operation and Maintenance,2425951.0,2011-12,0.0987338732603,0.0943892616512,0230011
E,0240011,Chaplin School District,Plant Operation and Maintenance,334662.0,2011-12,0.100535841477,0.0943892616512,0240011
,,Charter School for Young Children on Asylum Hill District,Plant Operation and Maintenance,,2011-12,,0.0943892616512,
B,0250011,Cheshire School District,Plant Operation and Maintenance,5956584.0,2011-12,0.0949013633213,0.0943892616512,0250011
E,0260011,Chester School District,Plant Operation and Maintenance,390638.0,2011-12,0.0914209139751,0.0943892616512,0260011
D,0270011,Clinton School District,Plant Operation and Maintenance,2398823.0,2011-12,0.0778343680541,0.0943892616512,0270011
D,0280011,Colchester School District,Plant Operation and Maintenance,3696997.0,2011-12,0.0954384883213,0.0943892616512,0280011
E,0290011,Colebrook School District,Plant Operation and Maintenance,158312.0,2011-12,0.0848467568272,0.0943892616512,0290011
C,0300011,Columbia School District,Plant Operation and Maintenance,563339.0,2011-12,0.0626077054714,0.0943892616512,0300011
,2680013,Common Ground High School District,Plant Operation and Maintenance,203808.0,2011-12,0.0856786127168,0.0943892616512,2680013
C,0310011,Cornwall School District,Plant Operation and Maintenance,326982.0,2011-12,0.106963091776,0.0943892616512,0310011
E,0320011,Coventry School District,Plant Operation and Maintenance,2930459.0,2011-12,0.10324986355,0.0943892616512,0320011
D,0330011,Cromwell School District,Plant Operation and Maintenance,2879312.0,2011-12,0.105666160473,0.0943892616512,0330011
H,0340011,Danbury School District,Plant Operation and Maintenance,10037293.0,2011-12,0.0775669126659,0.0943892616512,0340011
A,0350011,Darien School District,Plant Operation and Maintenance,7050391.0,2011-12,0.0877403969106,0.0943892616512,0350011
E,0360011,Deep River School District,Plant Operation and Maintenance,481879.0,2011-12,0.0857305364165,0.0943892616512,0360011
H,0370011,Derby School District,Plant Operation and Maintenance,2308741.0,2011-12,0.113467018603,0.0943892616512,0370011
D,0400011,East Granby School District,Plant Operation and Maintenance,1354166.0,2011-12,0.093557439264,0.0943892616512,0400011
E,0410011,East Haddam School District,Plant Operation and Maintenance,2448061.0,2011-12,0.124432633353,0.0943892616512,0410011
D,0420011,East Hampton School District,Plant Operation and Maintenance,2649191.0,2011-12,0.0935069422752,0.0943892616512,0420011
H,0430011,East Hartford School District,Plant Operation and Maintenance,8747126.0,2011-12,0.0846261229755,0.0943892616512,0430011
G,0440011,East Haven School District,Plant Operation and Maintenance,3834814.0,2011-12,0.0745833442977,0.0943892616512,0440011
D,0450011,East Lyme School District,Plant Operation and Maintenance,5219003.0,2011-12,0.123986543037,0.0943892616512,0450011
F,0470011,East Windsor School District,Plant Operation and Maintenance,1719153.0,2011-12,0.0802824476486,0.0943892616512,0470011
E,0390011,Eastford School District,Plant Operation and Maintenance,261677.0,2011-12,0.0885822147026,0.0943892616512,0390011
A,0460011,Easton School District,Plant Operation and Maintenance,1449101.0,2011-12,0.0904502265998,0.0943892616512,0460011
C,0480011,Ellington School District,Plant Operation and Maintenance,2978634.0,2011-12,0.0931584870304,0.0943892616512,0480011
,2890013,Elm City College Preparatory School District,Plant Operation and Maintenance,248654.0,2011-12,0.0290068061366,0.0943892616512,2890013
,2910013,Elm City Montessori School District,Plant Operation and Maintenance,,2011-12,,0.0943892616512,2910013
F,0490011,Enfield School District,Plant Operation and Maintenance,6826929.0,2011-12,0.0904634882146,0.0943892616512,0490011
C,0500011,Essex School District,Plant Operation and Maintenance,685290.0,2011-12,0.089531343025,0.0943892616512,0500011
,2720013,Explorations District,Plant Operation and Maintenance,182302.0,2011-12,0.16016017599,0.0943892616512,2720013
B,0510011,Fairfield School District,Plant Operation and Maintenance,16077512.0,2011-12,0.103469882692,0.0943892616512,0510011
B,0520011,Farmington School District,Plant Operation and Maintenance,6160792.0,2011-12,0.104181206405,0.0943892616512,0520011
E,0530011,Franklin School District,Plant Operation and Maintenance,370395.0,2011-12,0.118555346473,0.0943892616512,0530011
B,0540011,Glastonbury School District,Plant Operation and Maintenance,9661582.0,2011-12,0.10299795105,0.0943892616512,0540011
B,0560011,Granby School District,Plant Operation and Maintenance,3081319.0,2011-12,0.107750998779,0.0943892616512,0560011
,2940013,Great Oaks Charter School District,Plant Operation and Maintenance,,2011-12,,0.0943892616512,2940013
B,0570011,Greenwich School District,Plant Operation and Maintenance,13151568.0,2011-12,0.0823579829985,0.0943892616512,0570011
F,0580011,Griswold School District,Plant Operation and Maintenance,2422788.0,2011-12,0.0931555909088,0.0943892616512,0580011
G,0590011,Groton School District,Plant Operation and Maintenance,8014756.0,2011-12,0.103589837723,0.0943892616512,0590011
B,0600011,Guilford School District,Plant Operation and Maintenance,4691155.0,2011-12,0.0880296487422,0.0943892616512,0600011
