"school_code","district_code","district","school","grade","test","2011_12","2012_13","2013_14","2014_15","2015_16"
"0156111","0150011","Bridgeport School District","Bassick High School","All Grades","All Tests - School","*","*","*","*","4.2"
"0150211","0150011","Bridgeport School District","Beardsley School","All Grades","All Tests - School","24.2","32.9","32.1","35.1","23.8"
"0150611","0150011","Bridgeport School District","Biotechnology, Research and Zoological Studies HS at the Fai","All Grades","All Tests - School","","","","*",""
"0150311","0150011","Bridgeport School District","Black Rock School","All Grades","All Tests - School","40.0","63.8","51.6","47.6","27.2"
"0154011","0150011","Bridgeport School District","Blackham School","All Grades","All Tests - School","42.2","31.8","42.3","17.3","68.2"
"0151611","0150011","Bridgeport School District","Bridgeport Military Academy","All Grades","All Tests - School","","","","","29.8"
"0150411","0150011","Bridgeport School District","Bryant School","All Grades","All Tests - School","53.3","62.2","68.9","42.1","43.0"
"0156211","0150011","Bridgeport School District","Central High School","All Grades","All Tests - School","53.5","44.6","","53.9","56.7"
"0151411","0150011","Bridgeport School District","Cesar Batalla School","All Grades","All Tests - School","54.8","36.0","40.7","25.3","24.9"
"0152111","0150011","Bridgeport School District","Classical Studies Academy","All Grades","All Tests - School","43.7","42.7","20.0","30.7","38.7"
"0150511","0150011","Bridgeport School District","Columbus School","All Grades","All Tests - School","58.2","36.6","39.6","40.1","47.4"
"0153911","0150011","Bridgeport School District","Cross School","All Grades","All Tests - School","29.2","25.7","26.1","30.3","42.4"
"0154211","0150011","Bridgeport School District","Curiale School","All Grades","All Tests - School","64.0","53.1","59.0","59.3","60.0"
"0154111","0150011","Bridgeport School District","Dunbar School","All Grades","All Tests - School","44.3","18.3","68.8","57.4","51.9"
"0150711","0150011","Bridgeport School District","Edison School","All Grades","All Tests - School","48.5","52.8","45.1","28.3","*"
"0153211","0150011","Bridgeport School District","Geraldine Johnson School","All Grades","All Tests - School","37.8","48.8","57.9","11.0","16.8"
"0151111","0150011","Bridgeport School District","Hall School","All Grades","All Tests - School","46.3","35.6","49.3","43.8","50.8"
"0151211","0150011","Bridgeport School District","Hallen School","All Grades","All Tests - School","88.7","86.8","58.2","75.4","76.9"
"0156311","0150011","Bridgeport School District","Harding High School","All Grades","All Tests - School","*","*","40.0","48.4","35.7"
"0154511","0150011","Bridgeport School District","High Horizons Magnet School","All Grades","All Tests - School","56.2","43.6","28.7","25.2","35.2"
"0151311","0150011","Bridgeport School District","Hooker School","All Grades","All Tests - School","41.2","33.3","30.8","35.2","54.3"
"0151511","0150011","Bridgeport School District","Information Technology and Software Engineering High School","All Grades","All Tests - School","","","","*",""
"0153711","0150011","Bridgeport School District","Interdistrict Discovery Magnet School","All Grades","All Tests - School","67.6","30.4","40.1","55.3","56.8"
"0152211","0150011","Bridgeport School District","Jettie S. Tisdale School","All Grades","All Tests - School","45.7","43.8","41.2","39.0","43.1"
"0151911","0150011","Bridgeport School District","Longfellow School","All Grades","All Tests - School","61.0","","","",""
"0151011","0150011","Bridgeport School District","Luis Munoz Marin School","All Grades","All Tests - School","46.3","45.9","45.2","6.8","12.3"
"0152011","0150011","Bridgeport School District","Madison School","All Grades","All Tests - School","28.1","29.7","28.9","19.7","42.1"
"0154611","0150011","Bridgeport School District","Multicultural Magnet School","All Grades","All Tests - School","45.8","40.9","31.4","28.9","25.0"
"0151711","0150011","Bridgeport School District","Park City Magnet School","All Grades","All Tests - School","41.9","41.6","45.2","45.3",""
"0152511","0150011","Bridgeport School District","Read School","All Grades","All Tests - School","42.2","46.5","45.4","35.6","35.8"
"0152611","0150011","Bridgeport School District","Roosevelt School","All Grades","All Tests - School","25.4","25.4","8.3","*","*"
"0153011","0150011","Bridgeport School District","Waltersville School","All Grades","All Tests - School","36.0","29.0","55.3","51.6","65.5"
"0153611","0150011","Bridgeport School District","Winthrop School","All Grades","All Tests - School","49.8","33.0","49.3","45.0","56.8"
"0176111","0170011","Bristol School District","Bristol Central High School","All Grades","All Tests - School","61.3","67.9","58.4","65.7","61.8"
"0176211","0170011","Bristol School District","Bristol Eastern High School","All Grades","All Tests - School","67.5","68.0","73.3","64.3","64.3"
"0175111","0170011","Bristol School District","Chippens Hill Middle School","All Grades","All Tests - School","62.0","71.3","64.6","66.1","66.1"
"0170711","0170011","Bristol School District","Clara T. O'Connell School","All Grades","All Tests - School","46.6","","","",""
"0170311","0170011","Bristol School District","Edgewood School","All Grades","All Tests - School","52.5","64.5","44.7","39.4","35.7"
"0171411","0170011","Bristol School District","Ellen P. Hubbell School","All Grades","All Tests - School","42.9","57.4","66.7","65.2","50.0"
"0170511","0170011","Bristol School District","Greene-Hills School","All Grades","All Tests - School","57.5","55.4","59.6","62.2","66.2"
"0171911","0170011","Bristol School District","Ivy Drive School","All Grades","All Tests - School","33.9","33.9","44.3","44.6","53.0"
"0170611","0170011","Bristol School District","John J. Jennings School","All Grades","All Tests - School","54.8","","","",""
"0175311","0170011","Bristol School District","Memorial Boulevard Middle School","All Grades","All Tests - School","62.8","","","",""
"0171711","0170011","Bristol School District","Mountain View School","All Grades","All Tests - School","43.5","67.3","71.7","73.0","70.8"
"0175211","0170011","Bristol School District","Northeast Middle School","All Grades","All Tests - School","71.1","64.9","70.8","59.7","61.2"
"0171111","0170011","Bristol School District","South Side School","All Grades","All Tests - School","22.2","61.5","59.3","65.4","50.0"
"0171211","0170011","Bristol School District","Stafford School","All Grades","All Tests - School","54.5","51.2","44.6","38.0","34.9"
"0172011","0170011","Bristol School District","West Bristol School","All Grades","All Tests - School","","72.2","52.9","61.1","58.9"
"0186111","0180011","Brookfield School District","Brookfield High School","All Grades","All Tests - School","60.9","58.2","53.2","67.5","42.7"
"0180411","0180011","Brookfield School District","Huckleberry Hill Elementary School","All Grades","All Tests - School","61.0","56.9","66.5","65.5","63.2"
"0185311","0180011","Brookfield School District","Whisconier Middle School","All Grades","All Tests - School","55.7","54.9","45.1","47.4","44.8"
"0190111","0190011","Brooklyn School District","Brooklyn Elementary School","All Grades","All Tests - School","44.7","51.1","43.6","51.5","42.3"
"0195111","0190011","Brooklyn School District","Brooklyn Middle School","All Grades","All Tests - School","32.2","21.3","33.7","27.6","23.6"
"0210111","0210011","Canaan School District","Lee H. Kellogg School","All Grades","All Tests - School","*","52.2","25.0","59.3","46.2"
"0220211","0220011","Canterbury School District","Canterbury Elementary School","All Grades","All Tests - School","52.2","32.8","34.2","42.9","55.3"
"0225111","0220011","Canterbury School District","Dr. Helen Baldwin Middle School","All Grades","All Tests - School","57.3","64.0","62.9","60.8","72.9"
"0236111","0230011","Canton School District","Canton High School","All Grades","All Tests - School","52.9","71.1","58.6","56.5","61.8"
"0230311","0230011","Canton School District","Canton Intermediate School","All Grades","All Tests - School","75.4","77.9","78.9","74.3","80.8"
"0235111","0230011","Canton School District","Canton Middle School","All Grades","All Tests - School","54.0","53.5","59.3","61.2","69.4"
"2415114","2410014","Capitol Region Education Council","Academy of Aerospace and Engineering","All Grades","All Tests - School","29.7","33.2","33.9","43.5","50.9"
"2418114","2410014","Capitol Region Education Council","Discovery Academy","All Grades","All Tests - School","","","","","35.1"
"2410114","2410014","Capitol Region Education Council","Glastonbury/East Hartford Magnet School","All Grades","All Tests - School","35.6","39.0","50.0","62.5","41.2"
"2416314","2410014","Capitol Region Education Council","Great Path Academy at MCC","All Grades","All Tests - School","53.3","","","",""
"2416414","2410014","Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Tim","All Grades","All Tests - School","*","*","61.4","24.4","*"
"2415314","2410014","Capitol Region Education Council","Greater Hartford Academy of the Arts Magnet Middle","All Grades","All Tests - School","","42.4","20.5","27.4","*"
"2410414","2410014","Capitol Region Education Council","International Magnet School for Global Citizenship","All Grades","All Tests - School","","27.3","32.7","15.1","27.4"
"2416514","2410014","Capitol Region Education Council","Medical Professions and Teacher Preparation Academy","All Grades","All Tests - School","18.2","32.4","43.0","28.8","31.7"
"2416114","2410014","Capitol Region Education Council","Metropolitan Learning Center for Global and International St","All Grades","All Tests - School","36.6","39.9","34.9","50.3","51.4"
"2413114","2410014","Capitol Region Education Council","Montessori Magnet School","All Grades","All Tests - School","28.6","67.6","59.6","63.0","64.7"
"2410514","2410014","Capitol Region Education Council","Museum Academy","All Grades","All Tests - School","","70.5","54.3","50.0","62.5"
"2415214","2410014","Capitol Region Education Council","Public Safety Academy","All Grades","All Tests - School","17.5","36.7","32.2","21.2","50.5"
"2410314","2410014","Capitol Region Education Council","Reggio Magnet School of the Arts","All Grades","All Tests - School","","*","60.0","*","29.4"
"2416714","2410014","Capitol Region Education Council","Two Rivers Magnet High School","All Grades","All Tests - School","","","44.6","48.5","39.0"
"2415014","2410014","Capitol Region Education Council","Two Rivers Magnet Middle School","All Grades","All Tests - School","39.4","37.8","31.4","27.4","30.3"
"2410214","2410014","Capitol Region Education Council","University of Hartford Magnet School","All Grades","All Tests - School","54.5","56.6","59.3","44.3","62.1"
"0240211","0240011","Chaplin School District","Chaplin Elementary School","All Grades","All Tests - School","56.5","52.6","58.1","48.8","55.9"
"0250111","0250011","Cheshire School District","Chapman School","All Grades","All Tests - School","67.0","36.1","44.8","44.8","44.3"
"0256111","0250011","Cheshire School District","Cheshire High School","All Grades","All Tests - School","70.4","74.1","74.2","68.1","71.4"
"0255111","0250011","Cheshire School District","Dodd Middle School","All Grades","All Tests - School","57.4","68.1","62.6","60.6","56.5"
"0250611","0250011","Cheshire School District","Doolittle School","All Grades","All Tests - School","38.2","51.8","49.0","48.2","48.1"
"0250411","0250011","Cheshire School District","Highland School","All Grades","All Tests - School","69.8","74.6","76.1","69.4","67.6"
"0250911","0250011","Cheshire School District","Humiston Alternative School","All Grades","All Tests - School","","","","","0.0"
"0250511","0250011","Cheshire School District","Norton School","All Grades","All Tests - School","30.1","25.2","24.2","30.9","16.1"
"0260111","0260011","Chester School District","Chester Elementary School","All Grades","All Tests - School","43.1","44.3","48.6","47.0","35.2"
"0270111","0270011","Clinton School District","Abraham Pierson School","All Grades","All Tests - School","36.8","59.6","50.0","56.3","41.7"
"0275111","0270011","Clinton School District","Jared Eliot School","All Grades","All Tests - School","57.0","52.6","56.6","48.3","50.0"
"0276111","0270011","Clinton School District","The Morgan School","All Grades","All Tests - School","50.8","47.4","61.9","54.1","65.3"
"0286111","0280011","Colchester School District","Bacon Academy","All Grades","All Tests - School","58.5","49.4","60.7","43.8","45.5"
"0280211","0280011","Colchester School District","Jack Jackter Intermediate School","All Grades","All Tests - School","51.4","49.7","50.7","63.3","66.7"
"0285111","0280011","Colchester School District","William J. Johnston Middle School","All Grades","All Tests - School","48.2","61.0","46.4","38.4","71.3"
"0290111","0290011","Colebrook School District","Colebrook Consolidated School","All Grades","All Tests - School","65.4","38.9","56.0","55.6","64.0"
"0300111","0300011","Columbia School District","Horace W. Porter School","All Grades","All Tests - School","75.1","82.5","78.5","81.0","80.3"
"2686113","2680013","Common Ground High School District","Common Ground High School","All Grades","All Tests - School","*","*","*","17.6","*"
"9001516","9000016","Connecticut Technical High School System","A. I. Prince Technical High School","All Grades","All Tests - School","66.0","62.8","75.1","52.9","62.5"
"9001116","9000016","Connecticut Technical High School System","Bullard-Havens Technical High School","All Grades","All Tests - School","23.6","30.6","36.4","18.5","25.9"
"9001916","9000016","Connecticut Technical High School System","E. C. Goodwin Technical High School","All Grades","All Tests - School","28.0","38.1","25.5","18.2","35.9"
"9001416","9000016","Connecticut Technical High School System","Eli Whitney Technical High School","All Grades","All Tests - School","32.6","28.6","24.4","21.5","19.8"
"9002716","9000016","Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","All Grades","All Tests - School","46.2","47.0","42.6","42.8","47.2"
"9002516","9000016","Connecticut Technical High School System","Emmett O'Brien Technical High School","All Grades","All Tests - School","31.0","26.3","23.2","35.3","44.9"
"9001716","9000016","Connecticut Technical High School System","H. C. Wilcox Technical High School","All Grades","All Tests - School","35.5","39.3","38.0","37.8","40.2"
"9001316","9000016","Connecticut Technical High School System","H. H. Ellis Technical High School","All Grades","All Tests - School","31.9","31.1","37.6","37.7","49.7"
"9001216","9000016","Connecticut Technical High School System","Henry Abbott Technical High School","All Grades","All Tests - School","40.1","23.0","40.7","41.2","40.8"
"9001616","9000016","Connecticut Technical High School System","Howell Cheney Technical High School","All Grades","All Tests - School","34.9","39.2","25.5","25.6","28.4"
"9002116","9000016","Connecticut Technical High School System","J. M. Wright Technical High School","All Grades","All Tests - School","","","","","39.3"
"9002016","9000016","Connecticut Technical High School System","Norwich Technical High School","All Grades","All Tests - School","53.0","45.6","58.7","53.7","46.6"
"9002216","9000016","Connecticut Technical High School System","Oliver Wolcott Technical High School","All Grades","All Tests - School","18.4","31.9","26.8","14.5","32.3"
"9002616","9000016","Connecticut Technical High School System","Platt Technical High School","All Grades","All Tests - School","36.4","34.0","37.2","52.6","40.7"
"9001816","9000016","Connecticut Technical High School System","Vinal Technical High School","All Grades","All Tests - School","32.9","27.8","20.2","35.8","30.4"
"9002316","9000016","Connecticut Technical High School System","W. F. Kaynor Technical High School","All Grades","All Tests - School","29.4","28.1","35.3","20.6","19.7"
"9002416","9000016","Connecticut Technical High School System","Windham Technical High School","All Grades","All Tests - School","37.7","23.9","39.7","44.4","38.7"
"2439214","2430014","Cooperative Educational Services","Developmental Learning Center (DLC)","All Grades","All Tests - School","","","","","0.0"
"2430114","2430014","Cooperative Educational Services","Six-Six Magnet School","All Grades","All Tests - School","41.2","43.6","38.3","49.1","48.5"
"2439414","2430014","Cooperative Educational Services","Therapeutic Day Program","All Grades","All Tests - School","","","","","*"
"0310111","0310011","Cornwall School District","Cornwall Consolidated School","All Grades","All Tests - School","69.0","71.4","69.4","83.3","63.0"
"0325111","0320011","Coventry School District","Capt. Nathan Hale School","All Grades","All Tests - School","47.1","51.0","52.4","46.8","52.5"
"0320111","0320011","Coventry School District","Coventry Academy","All Grades","All Tests - School","","","","","0.0"
"0326111","0320011","Coventry School District","Coventry High School","All Grades","All Tests - School","56.7","51.5","53.2","60.8","52.5"
"0320411","0320011","Coventry School District","George Hersey Robertson School","All Grades","All Tests - School","47.9","39.1","45.5","51.7","41.0"
"0336111","0330011","Cromwell School District","Cromwell High School","All Grades","All Tests - School","50.8","54.4","64.9","68.0","46.6"
"0335111","0330011","Cromwell School District","Cromwell Middle School","All Grades","All Tests - School","64.4","65.2","66.5","60.1","68.4"
"0330311","0330011","Cromwell School District","Woodside Intermediate School","All Grades","All Tests - School","37.2","45.9","54.0","52.0","51.0"
"0346211","0340011","Danbury School District","Alternative Center For Excellence","All Grades","All Tests - School","","*","","0.0","0.0"
"0345111","0340011","Danbury School District","Broadview Middle School","All Grades","All Tests - School","18.4","20.9","19.5","20.8","10.4"
"0346111","0340011","Danbury School District","Danbury High School","All Grades","All Tests - School","50.8","55.3","64.4","57.0","62.2"
"0341411","0340011","Danbury School District","Ellsworth Avenue School","All Grades","All Tests - School","25.7","30.8","23.2","22.2","29.4"
"0341111","0340011","Danbury School District","Great Plain School","All Grades","All Tests - School","37.1","41.0","58.3","48.7","22.9"
"0340211","0340011","Danbury School District","Hayestown Avenue School","All Grades","All Tests - School","20.8","*","13.0","12.9","11.9"
"0341711","0340011","Danbury School District","King Street Intermediate School","All Grades","All Tests - School","31.6","44.7","21.8","23.8","23.8"
"0340611","0340011","Danbury School District","Morris Street School","All Grades","All Tests - School","21.3","24.0","40.6","40.4","50.0"
"0340811","0340011","Danbury School District","Park Avenue School","All Grades","All Tests - School","29.5","17.2","26.5","34.5","33.0"
"0341511","0340011","Danbury School District","Pembroke School","All Grades","All Tests - School","42.9","36.7","30.0","48.1","38.3"
"0345211","0340011","Danbury School District","Rogers Park Middle School","All Grades","All Tests - School","50.6","38.0","30.9","31.9","29.6"
"0341211","0340011","Danbury School District","Shelter Rock School","All Grades","All Tests - School","26.1","52.2","47.9","44.6","33.3"
"0341011","0340011","Danbury School District","South Street School","All Grades","All Tests - School","32.3","19.0","9.5","24.0","23.3"
"0341611","0340011","Danbury School District","Stadley Rough School","All Grades","All Tests - School","29.3","45.1","20.6","42.0","20.6"
"0341911","0340011","Danbury School District","Western CT Academy of International Studies Elementary Magne","All Grades","All Tests - School","71.4","64.7","66.2","71.4","57.9"
"0340311","0340011","Danbury School District","Westside Middle School Academy","All Grades","All Tests - School","","","","44.9","46.5"
"0356111","0350011","Darien School District","Darien High School","All Grades","All Tests - School","62.6","62.2","72.5","68.1","77.0"
"0350211","0350011","Darien School District","Hindley Elementary School","All Grades","All Tests - School","75.0","69.1","58.6","79.5","85.2"
"0350711","0350011","Darien School District","Holmes Elementary School","All Grades","All Tests - School","81.8","73.1","80.5","86.6","81.2"
"0355111","0350011","Darien School District","Middlesex Middle School","All Grades","All Tests - School","81.6","74.8","81.3","75.2","77.1"
"0351311","0350011","Darien School District","Ox Ridge Elementary School","All Grades","All Tests - School","70.7","76.9","83.7","59.2","55.8"
"0350511","0350011","Darien School District","Royle Elementary School","All Grades","All Tests - School","80.2","83.1","63.6","78.8","79.4"
"0350611","0350011","Darien School District","Tokeneke Elementary School","All Grades","All Tests - School","69.8","63.9","73.7","54.4","89.5"
"0360111","0360011","Deep River School District","Deep River Elementary School","All Grades","All Tests - School","83.8","75.5","67.3","82.6","80.2"
"0370611","0370011","Derby School District","Bradley School","All Grades","All Tests - School","51.1","*","24.6","37.5","29.4"
"0376111","0370011","Derby School District","Derby High School","All Grades","All Tests - School","*","46.2","36.0","41.2","38.7"
"0375011","0370011","Derby School District","Derby Middle School","All Grades","All Tests - School","36.5","34.7","44.7","34.7","51.0"
"0370411","0370011","Derby School District","Irving School","All Grades","All Tests - School","37.7","25.4","26.2","36.7","31.0"
"0406111","0400011","East Granby School District","East Granby High School","All Grades","All Tests - School","28.8","33.9","41.5","35.6","55.8"
"0405111","0400011","East Granby School District","East Granby Middle School","All Grades","All Tests - School","63.7","50.4","47.7","45.5","50.0"
"0400211","0400011","East Granby School District","R. Dudley Seymour School","All Grades","All Tests - School","37.7","30.8","30.4","47.4","45.3"
"0416111","0410011","East Haddam School District","Nathan Hale-Ray High School","All Grades","All Tests - School","44.9","","","88.0","87.5"
"0415111","0410011","East Haddam School District","Nathan Hale-Ray Middle School","All Grades","All Tests - School","37.2","37.5","44.8","55.6","51.0"
"0420311","0420011","East Hampton School District","Center School","All Grades","All Tests - School","50.4","47.8","37.7","24.4","34.6"
"0426111","0420011","East Hampton School District","East Hampton High School","All Grades","All Tests - School","46.9","43.8","43.0","59.0","45.1"
"0425111","0420011","East Hampton School District","East Hampton Middle School","All Grades","All Tests - School","62.5","61.9","51.9","39.5","79.3"
"0430911","0430011","East Hartford School District","Anna E. Norris School","All Grades","All Tests - School","23.6","61.3","70.7","83.3","72.2"
"0436311","0430011","East Hartford School District","Connecticut IB Academy","All Grades","All Tests - School","28.9","42.9","47.1","34.0","*"
"0430611","0430011","East Hartford School District","Dr. Franklin H. Mayberry School","All Grades","All Tests - School","43.2","50.0","50.0","45.6","49.1"
"0432211","0430011","East Hartford School District","Dr. John A. Langford School","All Grades","All Tests - School","26.2","26.8","36.5","60.9","55.6"
"0431011","0430011","East Hartford School District","Dr. Thomas S. O'Connell School","All Grades","All Tests - School","44.7","45.6","32.1","43.6","48.1"
"0436211","0430011","East Hartford School District","East Hartford High School","All Grades","All Tests - School","48.5","36.8","27.6","42.3","46.2"
"0435111","0430011","East Hartford School District","East Hartford Middle School","All Grades","All Tests - School","53.0","53.0","41.9","43.2","31.6"
"0432011","0430011","East Hartford School District","Governor William Pitkin School","All Grades","All Tests - School","35.4","59.2","45.2","74.5","36.5"
"0430511","0430011","East Hartford School District","Hockanum School","All Grades","All Tests - School","52.9","47.3","21.4","32.4","63.9"
"0430411","0430011","East Hartford School District","Joseph O. Goodwin School","All Grades","All Tests - School","55.9","20.5","27.8","59.1","60.0"
"0431811","0430011","East Hartford School District","Robert J. O'Brien School","All Grades","All Tests - School","44.8","53.1","53.1","51.4","51.4"
"0431211","0430011","East Hartford School District","Silver Lane School","All Grades","All Tests - School","47.8","*","*","25.5","34.2"
"0436411","0430011","East Hartford School District","Stevens Alternate High school","All Grades","All Tests - School","*","*","0.0","*","0.0"
"0432411","0430011","East Hartford School District","Sunset Ridge School Elementary Academy for Arts and World La","All Grades","All Tests - School","70.8","71.6","61.5","48.1","55.7"
"0439011","0430011","East Hartford School District","Woodland School","All Grades","All Tests - School","","","","*","*"
"0441711","0440011","East Haven School District","Carbone School/East Haven Academy","All Grades","All Tests - School","65.0","57.9","53.4","43.8","63.5"
"0441311","0440011","East Haven School District","Dominick H. Ferrara School","All Grades","All Tests - School","28.6","40.2","45.5","47.5","18.8"
"0446111","0440011","East Haven School District","East Haven High School","All Grades","All Tests - School","48.6","43.8","56.4","66.7","84.8"
"0441011","0440011","East Haven School District","Grove J. Tuttle School","All Grades","All Tests - School","57.8","67.7","42.6","46.3","53.4"
"0445111","0440011","East Haven School District","Joseph Melillo Middle School","All Grades","All Tests - School","31.5","32.4","25.4","41.3","41.0"
"0440711","0440011","East Haven School District","Momauguin School","All Grades","All Tests - School","24.2","36.2","32.7","68.9","72.7"
"0450611","0450011","East Lyme School District","Coastal Connections","All Grades","All Tests - School","","","","","*"
"0456111","0450011","East Lyme School District","East Lyme High School","All Grades","All Tests - School","69.0","83.9","81.1","88.0","80.5"
"0455111","0450011","East Lyme School District","East Lyme Middle School","All Grades","All Tests - School","55.2","51.3","59.3","56.3","55.7"
"0450111","0450011","East Lyme School District","Flanders School","All Grades","All Tests - School","69.0","67.8","64.5","60.8","59.3"
"0450411","0450011","East Lyme School District","Lillie B. Haynes School","All Grades","All Tests - School","64.4","78.5","65.7","71.2","59.3"
"0450211","0450011","East Lyme School District","Niantic Center School","All Grades","All Tests - School","74.0","46.8","73.3","51.1","57.5"
"0470111","0470011","East Windsor School District","Broad Brook Elementary School","All Grades","All Tests - School","21.3","32.5","38.6","38.3",""
"0476111","0470011","East Windsor School District","East Windsor High School","All Grades","All Tests - School","48.0","45.7","53.6","57.6","61.0"
"0475411","0470011","East Windsor School District","East Windsor Middle School","All Grades","All Tests - School","50.8","45.3","53.7","26.7","40.3"
