school_code,district_code,district,school,free,non_subsidized,reduced,total,year
0932111,0930011,New Haven School District,Brennan Rogers School,366,112,14,492,2015-16
0934811,0930011,New Haven School District,"Celentano BioTech, Health and Medical Magnet School",223,*,*,368,2015-16
0930611,0930011,New Haven School District,Clinton Avenue School,404,*,*,577,2015-16
0934111,0930011,New Haven School District,Columbus Family Academy,286,*,*,461,2015-16
0933111,0930011,New Haven School District,Conte/West Hills Magnet School,395,234,8,637,2015-16
0936411,0930011,New Haven School District,Cooperative High School,284,309,54,647,2015-16
0936811,0930011,New Haven School District,Cortlandt V.R. Creed Health and Sport Sciences High School,118,68,8,194,2015-16
0930911,0930011,New Haven School District,Davis 21st Century Magnet Elementary School,172,309,16,497,2015-16
0935611,0930011,New Haven School District,Domus Academy,20,9,0,29,2015-16
0938111,0930011,New Haven School District,Early Learning Center,42,81,0,123,2015-16
0934611,0930011,New Haven School District,East Rock Community Magnet School,266,193,17,476,2015-16
0931711,0930011,New Haven School District,Engineering - Science University Magnet School,118,477,9,604,2015-16
0931611,0930011,New Haven School District,Fair Haven School,513,*,*,765,2015-16
0938011,0930011,New Haven School District,Headstart,200,167,0,367,2015-16
0938311,0930011,New Haven School District,Helene Grant HeadStart,95,171,0,266,2015-16
0936611,0930011,New Haven School District,High School In The Community,153,84,14,251,2015-16
0930711,0930011,New Haven School District,Hill Central Music Academy,347,*,*,495,2015-16
0936311,0930011,New Haven School District,Hill Regional Career High School,347,262,56,665,2015-16
0936211,0930011,New Haven School District,James Hillhouse High School,594,329,22,945,2015-16
0931311,0930011,New Haven School District,John C. Daniels,249,271,8,528,2015-16
0930811,0930011,New Haven School District,John S. Martinez Sea and Sky STEM School,344,174,7,525,2015-16
0933011,0930011,New Haven School District,King/Robinson Magnet School,293,252,14,559,2015-16
0932011,0930011,New Haven School District,Lincoln-Bassett School,292,79,7,378,2015-16
0931911,0930011,New Haven School District,Mauro-Sheridan Magnet School,235,285,19,539,2015-16
0936011,0930011,New Haven School District,Metropolitan Business Academy,187,188,28,403,2015-16
0934411,0930011,New Haven School District,NHPS Self Contained Autism,40,0,0,40,2015-16
0935011,0930011,New Haven School District,NHPS Self Contained Intellectually Disabled,*,*,0,30,2015-16
0934511,0930011,New Haven School District,NHPS Self Contained Multi-Handicapped,*,*,0,42,2015-16
0937011,0930011,New Haven School District,New Haven Academy,134,98,23,255,2015-16
0932211,0930011,New Haven School District,New Horizons High School,64,*,*,80,2015-16
0932611,0930011,New Haven School District,New Light High School,31,6,0,37,2015-16
0939211,0930011,New Haven School District,Polly T. McCabe Center,*,*,0,*,2015-16
0933511,0930011,New Haven School District,Quinnipiac Real World Math STEM School,240,56,10,306,2015-16
0939111,0930011,New Haven School District,Riverside Education Academy,65,*,*,80,2015-16
0934211,0930011,New Haven School District,Roberto Clemente Leadership Academy for Global Awareness,405,104,11,520,2015-16
0931011,0930011,New Haven School District,Ross/Woodward School,320,342,7,669,2015-16
0936711,0930011,New Haven School District,Sound School,97,224,19,340,2015-16
0932811,0930011,New Haven School District,Strong 21st Century Communications Magnet and SCSU Lab School,298,87,12,397,2015-16
0932911,0930011,New Haven School District,Truman School,329,158,6,493,2015-16
0934911,0930011,New Haven School District,West Rock Authors Academy,165,58,18,241,2015-16
0933211,0930011,New Haven School District,Wexler/Grant Community School,275,*,*,425,2015-16
0936111,0930011,New Haven School District,Wilbur Cross High School,757,661,28,1446,2015-16
0933811,0930011,New Haven School District,Worthington Hooker School,48,386,7,441,2015-16
0950311,0950011,New London School District,Jennings School,428,121,10,559,2015-16
0955111,0950011,New London School District,Bennie Dover Jackson Middle School,491,91,20,602,2015-16
0950611,0950011,New London School District,Harbor,*,65,*,115,2015-16
0950911,0950011,New London School District,Nathan Hale Arts Magnet School,336,148,19,503,2015-16
0956111,0950011,New London School District,New London High School,613,282,68,963,2015-16
0950811,0950011,New London School District,Winthrop STEM Elementary Magnet School,346,215,19,580,2015-16
0960511,0960011,New Milford School District,Hill And Plain School,61,359,14,434,2015-16
0969011,0960011,New Milford School District,Litchfield Hills Transition Center,*,*,0,17,2015-16
0966111,0960011,New Milford School District,New Milford High School,170,1106,69,1345,2015-16
0960811,0960011,New Milford School District,Northville Elementary School,*,385,*,441,2015-16
0960911,0960011,New Milford School District,Sarah Noble Intermediate School,162,756,41,959,2015-16
0965211,0960011,New Milford School District,Schaghticoke Middle School,150,831,50,1031,2015-16
0940611,0940011,Newington School District,Anna Reynolds School,87,364,22,473,2015-16
0940211,0940011,Newington School District,Elizabeth Green School,72,204,18,294,2015-16
0940811,0940011,Newington School District,John Paterson School,60,306,18,384,2015-16
0945311,0940011,Newington School District,John Wallace Middle School,91,551,32,674,2015-16
0945111,0940011,Newington School District,Martin Kellogg Middle School,129,457,34,620,2015-16
0946111,0940011,Newington School District,Newington High School,197,992,77,1266,2015-16
0940711,0940011,Newington School District,Ruth Chaffee School,62,245,24,331,2015-16
0970111,0970011,Newtown School District,Hawley Elementary School,*,313,*,320,2015-16
0970411,0970011,Newtown School District,Head O'Meadow Elementary School,*,283,*,297,2015-16
0970311,0970011,Newtown School District,Middle Gate Elementary School,*,344,*,368,2015-16
0976111,0970011,Newtown School District,Newtown High School,94,1546,39,1679,2015-16
0975111,0970011,Newtown School District,Newtown Middle School,47,747,18,812,2015-16
0978011,0970011,Newtown School District,Newtown Preschool,0,48,0,48,2015-16
0970511,0970011,Newtown School District,Reed Intermediate School,40,643,18,701,2015-16
0979011,0970011,Newtown School District,STARR,0,*,0,*,2015-16
0970211,0970011,Newtown School District,Sandy Hook Elementary School,*,310,*,337,2015-16
0980111,0980011,Norfolk School District,Botelle Elementary School,20,90,6,116,2015-16
0990411,0990011,North Branford School District,Jerome Harrison School,58,330,14,402,2015-16
0996111,0990011,North Branford School District,North Branford High School,75,469,35,579,2015-16
0995111,0990011,North Branford School District,North Branford Intermediate School,70,398,24,492,2015-16
0999011,0990011,North Branford School District,School to Work Program,*,*,*,*,2015-16
0990611,0990011,North Branford School District,Totoket Valley Elementary School,50,336,19,405,2015-16
1000111,1000011,North Canaan School District,North Canaan Elementary School,49,196,15,260,2015-16
1010811,1010011,North Haven School District,Clintonville Elementary School,38,247,17,302,2015-16
1010711,1010011,North Haven School District,Green Acres Elementary School,34,323,20,377,2015-16
1010211,1010011,North Haven School District,Montowese Elementary School,24,257,7,288,2015-16
1016111,1010011,North Haven School District,North Haven High School,104,852,44,1000,2015-16
1015211,1010011,North Haven School District,North Haven Middle School,93,650,42,785,2015-16
1010111,1010011,North Haven School District,North Haven Transition Partnership,*,*,0,9,2015-16
1010311,1010011,North Haven School District,Ridge Road Elementary School,35,355,9,399,2015-16
1020111,1020011,North Stonington School District,North Stonington Elementary School,47,310,9,366,2015-16
1026111,1020011,North Stonington School District,Wheeler High School,*,151,*,189,2015-16
1025111,1020011,North Stonington School District,Wheeler Middle School,*,141,*,173,2015-16
1036211,1030011,Norwalk School District,Brien McMahon High School,677,848,138,1663,2015-16
1030211,1030011,Norwalk School District,Brookside Elementary School,243,202,48,493,2015-16
1030311,1030011,Norwalk School District,Columbus Magnet School,107,216,25,348,2015-16
1030411,1030011,Norwalk School District,Cranbury Elementary School,146,314,20,480,2015-16
1032011,1030011,Norwalk School District,Fox Run Elementary School,162,262,20,444,2015-16
1030711,1030011,Norwalk School District,Jefferson Magnet School,345,212,54,611,2015-16
1030811,1030011,Norwalk School District,Kendall Elementary School,312,180,67,559,2015-16
1032211,1030011,Norwalk School District,Marvin Elementary School,201,237,48,486,2015-16
1032111,1030011,Norwalk School District,Naramake Elementary School,170,251,34,455,2015-16
1035211,1030011,Norwalk School District,Nathan Hale Middle School,255,360,62,677,2015-16
1036111,1030011,Norwalk School District,Norwalk High School,564,922,84,1570,2015-16
1036311,1030011,Norwalk School District,Norwalk Pathways Academy at Briggs,41,*,*,53,2015-16
1035311,1030011,Norwalk School District,Ponus Ridge Middle School,363,239,64,666,2015-16
1035511,1030011,Norwalk School District,Roton Middle School,204,229,43,476,2015-16
1031311,1030011,Norwalk School District,Rowayton School,128,300,15,443,2015-16
1032311,1030011,Norwalk School District,Silvermine Elementary School,268,188,42,498,2015-16
1031411,1030011,Norwalk School District,Tracey School,206,141,35,382,2015-16
1035411,1030011,Norwalk School District,West Rocks Middle School,320,287,63,670,2015-16
1032411,1030011,Norwalk School District,Wolfpit School,132,178,22,332,2015-16
9010322,9010022,Norwich Free Academy District,Alternative Pathways to Success,8,*,*,12,2015-16
9010122,9010022,Norwich Free Academy District,"LEAD (Life Skills, Education and Adult Development)",*,*,*,12,2015-16
9010222,9010022,Norwich Free Academy District,Night School,*,*,0,11,2015-16
9016122,9010022,Norwich Free Academy District,Norwich Free Academy,1048,1074,125,2247,2015-16
1049211,1040011,Norwich School District,Virtual Learning Academy,*,*,0,11,2015-16
1040411,1040011,Norwich School District,ABA Autism Program,9,*,*,16,2015-16
1040111,1040011,Norwich School District,Bishop School Early Learning Center,139,67,20,226,2015-16
1040211,1040011,Norwich School District,Case Street Early Learning Center at DTZ,44,9,7,60,2015-16
1040911,1040011,Norwich School District,IRS Program at Moriarty,0,0,*,*,2015-16
1040711,1040011,Norwich School District,IRS Program at Uncas,*,*,0,*,2015-16
1041411,1040011,Norwich School District,John B. Stanton Network School,282,37,38,357,2015-16
1045111,1040011,Norwich School District,Kelly Middle School,495,162,97,754,2015-16
1042011,1040011,Norwich School District,Moriarty Magnet School,265,101,39,405,2015-16
1040811,1040011,Norwich School District,Samuel Huntington School,173,148,20,341,2015-16
1040511,1040011,Norwich School District,Special Needs Program,15,*,*,23,2015-16
1045211,1040011,Norwich School District,Teachers' Memorial Middle School,226,91,20,337,2015-16
1041711,1040011,Norwich School District,Thomas W. Mahan School,165,73,29,267,2015-16
1041911,1040011,Norwich School District,Uncas Network School,174,40,16,230,2015-16
1041811,1040011,Norwich School District,Veterans' Memorial School,259,43,18,320,2015-16
1041511,1040011,Norwich School District,Wequonnoc Magnet School,179,41,25,245,2015-16
2635113,2630013,Odyssey Community School District,Odyssey Community School,70,242,16,328,2015-16
1060211,1060011,Old Saybrook School District,Kathleen E. Goodwin School,62,290,20,372,2015-16
1065211,1060011,Old Saybrook School District,Old Saybrook Middle School,82,421,18,521,2015-16
1066111,1060011,Old Saybrook School District,Old Saybrook Senior High School,53,378,13,444,2015-16
1070211,1070011,Orange School District,Mary L. Tracy School,*,*,0,163,2015-16
1070511,1070011,Orange School District,Peck Place School,*,332,*,355,2015-16
1070311,1070011,Orange School District,Race Brook School,*,343,*,366,2015-16
1070411,1070011,Orange School District,Turkey Hill School,*,282,*,292,2015-16
1080411,1080011,Oxford School District,Alternative Education,*,*,0,12,2015-16
1085111,1080011,Oxford School District,Great Oak School,31,445,15,491,2015-16
1080111,1080011,Oxford School District,Oxford Center School,30,430,12,472,2015-16
1086011,1080011,Oxford School District,Oxford High School,39,533,20,592,2015-16
1080311,1080011,Oxford School District,Quaker Farms School,*,355,*,392,2015-16
2835113,2830013,Park City Prep Charter School District,Park City Prep Charter School,246,82,32,360,2015-16
2930113,2930013,Path Academy District,Path Academy,127,*,*,143,2015-16
1098011,1090011,Plainfield School District,Early Childhood Center,9,*,*,18,2015-16
1090111,1090011,Plainfield School District,Moosup Elementary School,135,152,25,312,2015-16
1095111,1090011,Plainfield School District,Plainfield Central School,225,251,56,532,2015-16
1096111,1090011,Plainfield School District,Plainfield High School,211,400,84,695,2015-16
1090311,1090011,Plainfield School District,Plainfield Memorial School,138,154,34,326,2015-16
1090411,1090011,Plainfield School District,Shepard Hill Elementary School,201,202,25,428,2015-16
1100411,1100011,Plainville School District,Frank T. Wheeler School,77,219,13,309,2015-16
1100211,1100011,Plainville School District,Linden Street School,144,244,35,423,2015-16
1100511,1100011,Plainville School District,Louis Toffolon School,80,262,27,369,2015-16
1105211,1100011,Plainville School District,Middle School of Plainville,140,366,39,545,2015-16
1106111,1100011,Plainville School District,Plainville High School,172,508,64,744,2015-16
