american_indian,american_indian_or_alaska_native,asian,black_not_of_hispanic_origin,black_or_african_american,district,district_code,hispanic_latino,hispanic_latino_of_any_race,native_hawaiian_or_other_pacific_islander,not_reported,school,school_code,total,two_or_more_races,white,white_not_of_hispanic_origin,year
0,,*,6,,EdAdvance,2420014,*,,,0,The ACCESS School at The Danuta M. Thibodeau Education Center,2429014,23,,,15,2007-08
*,,10,20,,Ellington School District,0480011,*,,,0,Center School,0480111,408,,,368,2007-08
0,,*,*,,Ellington School District,0480011,*,,,0,Crystal Lake School,0480211,207,,,200,2007-08
*,,18,18,,Ellington School District,0480011,*,,,0,Ellington High School,0486111,770,,,719,2007-08
0,,7,13,,Ellington School District,0480011,8,,,0,Ellington Middle School,0485111,408,,,380,2007-08
*,,10,12,,Ellington School District,0480011,*,,,0,Windermere Intermediate School,0480711,401,,,368,2007-08
*,,31,14,,Ellington School District,0480011,*,,,0,Windermere School,0480611,404,,,349,2007-08
0,,*,373,,Elm City College Preparatory School,2810013,94,,,0,Elm City College Preparatory School,2810113,476,,,*,2007-08
0,,9,*,,Enfield School District,0490011,*,,,0,Edgar H. Parkman School,0491311,363,,,341,2007-08
*,,*,30,,Enfield School District,0490011,16,,,0,Eli Whitney School,0491611,387,,,327,2007-08
*,,*,81,,Enfield School District,0490011,56,,,0,Enfield High School,0496111,926,,,762,2007-08
0,,8,37,,Enfield School District,0490011,21,,,0,Enfield Street School,0490211,333,,,267,2007-08
*,,*,56,,Enfield School District,0490011,42,,,0,Enrico Fermi High School,0496211,1156,,,1028,2007-08
*,,*,23,,Enfield School District,0490011,11,,,0,Harriet Beecher Stowe School,0491211,282,,,245,2007-08
*,,*,26,,Enfield School District,0490011,10,,,0,Hazardville Memorial School,0490411,413,,,370,2007-08
*,,*,19,,Enfield School District,0490011,15,,,0,Head Start Program,0498011,104,,,65,2007-08
*,,*,83,,Enfield School District,0490011,36,,,0,Henry Barnard School,0491811,429,,,292,2007-08
*,,*,71,,Enfield School District,0490011,38,,,0,John F. Kennedy Middle School,0495211,992,,,860,2007-08
0,,*,25,,Enfield School District,0490011,*,,,0,Nathan Hale School,0491111,272,,,234,2007-08
*,,*,20,,Enfield School District,0490011,18,,,0,Prudence Crandall School,0491511,416,,,366,2007-08
0,,7,45,,Enfield School District,0490011,58,,,0,Thomas G. Alcorn School,0491711,283,,,173,2007-08
*,,14,*,,Essex School District,0500011,17,,,0,Essex Elementary School,0500111,551,,,509,2007-08
*,,0,0,,Explorations District,2720013,*,,,0,Explorations,2726113,86,,,81,2007-08
0,,9,*,,Fairfield School District,0510011,*,,,0,Burr Elementary School,0510211,445,,,424,2007-08
0,,8,7,,Fairfield School District,0510011,12,,,0,Dwight Elementary School,0510111,340,,,313,2007-08
0,,7,*,,Fairfield School District,0510011,*,,,0,Early Childhood Center,0518011,121,,,107,2007-08
0,,46,31,,Fairfield School District,0510011,53,,,0,Fairfield Ludlowe High School,0516011,1380,,,1250,2007-08
*,,60,*,,Fairfield School District,0510011,87,,,0,Fairfield Warde High School,0516211,1231,,,1037,2007-08
*,,22,*,,Fairfield School District,0510011,28,,,0,Fairfield Woods Middle School,0515211,597,,,534,2007-08
0,,38,15,,Fairfield School District,0510011,29,,,0,Holland Hill School,0510411,358,,,276,2007-08
0,,23,11,,Fairfield School District,0510011,12,,,0,Jennings School,0511711,353,,,307,2007-08
0,,62,30,,Fairfield School District,0510011,93,,,0,McKinley School,0510611,462,,,277,2007-08
0,,*,*,,Fairfield School District,0510011,24,,,0,Mill Hill School,0510711,465,,,420,2007-08
*,,33,*,,Fairfield School District,0510011,28,,,0,North Stratfield School,0511611,495,,,425,2007-08
0,,19,*,,Fairfield School District,0510011,*,,,0,Osborn Hill School,0511811,519,,,484,2007-08
0,,19,*,,Fairfield School District,0510011,*,,,0,Riverfield School,0511211,473,,,436,2007-08
0,,45,26,,Fairfield School District,0510011,66,,,0,Roger Ludlowe Middle School,0515311,887,,,750,2007-08
*,,16,*,,Fairfield School District,0510011,15,,,0,Sherman School,0511311,453,,,411,2007-08
0,,29,9,,Fairfield School District,0510011,21,,,0,Stratfield School,0511411,460,,,401,2007-08
*,,41,*,,Fairfield School District,0510011,33,,,0,Tomlinson Middle School,0515111,737,,,648,2007-08
0,,57,29,,Farmington School District,0520011,17,,,0,East Farms School,0520411,430,,,327,2007-08
0,,*,0,,Farmington School District,0520011,*,,,0,Farmington Collaborative PK,0528011,57,,,49,2007-08
*,,95,63,,Farmington School District,0520011,*,,,0,Farmington High School,0526111,1389,,,1186,2007-08
*,,56,33,,Farmington School District,0520011,*,,,0,Irving A. Robbins Middle School,0525111,652,,,538,2007-08
0,,52,25,,Farmington School District,0520011,20,,,0,Noah Wallace School,0520211,330,,,233,2007-08
*,,18,27,,Farmington School District,0520011,*,,,0,Union School,0520111,298,,,235,2007-08
0,,25,13,,Farmington School District,0520011,11,,,0,West District School,0520311,350,,,301,2007-08
*,,70,37,,Farmington School District,0520011,*,,,0,West Woods Upper Elementary School,0520511,687,,,544,2007-08
*,,*,*,,Franklin School District,0530011,7,,,0,Franklin Elementary School,0530111,233,,,220,2007-08
*,,49,29,,Glastonbury School District,0540011,*,,,0,Buttonball Lane School,0540211,575,,,467,2007-08
0,,33,12,,Glastonbury School District,0540011,17,,,0,Eastbury School,0540311,357,,,295,2007-08
*,,49,*,,Glastonbury School District,0540011,25,,,0,Gideon Welles School,0540811,551,,,456,2007-08
*,,128,*,,Glastonbury School District,0540011,92,,,0,Glastonbury High School,0546111,2065,,,1769,2007-08
*,,44,15,,Glastonbury School District,0540011,*,,,0,Hebron Avenue School,0540411,525,,,452,2007-08
*,,47,*,,Glastonbury School District,0540011,21,,,0,Hopewell School,0540611,542,,,465,2007-08
0,,63,43,,Glastonbury School District,0540011,52,,,0,Naubuc School,0540711,481,,,323,2007-08
0,,36,11,,Glastonbury School District,0540011,11,,,0,Nayaug Elementary School,0540911,675,,,617,2007-08
*,,72,*,,Glastonbury School District,0540011,47,,,0,Smith Middle School,0545211,1070,,,918,2007-08
*,,9,33,,Granby School District,0560011,*,,,0,Frank M. Kearns Primary School,0560111,497,,,443,2007-08
*,,*,22,,Granby School District,0560011,13,,,0,Granby Memorial High School,0566111,749,,,703,2007-08
0,,*,14,,Granby School District,0560011,*,,,0,Granby Memorial Middle School,0565111,374,,,350,2007-08
*,,*,17,,Granby School District,0560011,10,,,0,Kelly Lane Primary School,0560411,363,,,332,2007-08
0,,*,14,,Granby School District,0560011,*,,,0,Wells Road Intermediate School,0560311,344,,,319,2007-08
*,,69,*,,Greenwich School District,0570011,81,,,0,Central Middle School,0575111,713,,,537,2007-08
0,,66,*,,Greenwich School District,0570011,*,,,0,Cos Cob School,0570211,407,,,287,2007-08
0,,63,7,,Greenwich School District,0570011,51,,,0,Eastern Middle School,0575211,725,,,604,2007-08
0,,*,*,,Greenwich School District,0570011,37,,,0,Glenville School,0570411,344,,,269,2007-08
*,,196,*,,Greenwich School District,0570011,397,,,0,Greenwich High School,0576111,2693,,,2015,2007-08
0,,28,47,,Greenwich School District,0570011,129,,,0,Hamilton Avenue School,0570511,377,,,173,2007-08
0,,43,11,,Greenwich School District,0570011,64,,,0,International School At Dundee,0571311,372,,,254,2007-08
0,,35,21,,Greenwich School District,0570011,79,,,0,Julian Curtiss School,0570311,327,,,192,2007-08
*,,11,*,,Greenwich School District,0570011,105,,,0,New Lebanon School,0570611,229,,,103,2007-08
*,,68,*,,Greenwich School District,0570011,36,,,0,North Mianus School,0570711,454,,,347,2007-08
*,,40,*,,Greenwich School District,0570011,33,,,0,North Street School,0570811,515,,,432,2007-08
0,,*,*,,Greenwich School District,0570011,17,,,0,Old Greenwich School,0570911,454,,,421,2007-08
*,,27,0,,Greenwich School District,0570011,*,,,0,Parkway School,0571111,332,,,277,2007-08
0,,36,0,,Greenwich School District,0570011,41,,,0,Riverside School,0571011,499,,,422,2007-08
0,,36,20,,Greenwich School District,0570011,142,,,0,Western Middle School,0575311,527,,,329,2007-08
9,,16,21,,Griswold School District,0580011,37,,,0,Griswold Elementary School,0580311,906,,,823,2007-08
18,,16,13,,Griswold School District,0580011,13,,,0,Griswold High School,0586211,792,,,732,2007-08
*,,*,13,,Griswold School District,0580011,10,,,0,Griswold Middle School,0585111,439,,,403,2007-08
*,,22,23,,Groton School District,0590011,*,,,0,Carl C. Cutler Middle School,0595311,376,,,319,2007-08
6,,14,68,,Groton School District,0590011,32,,,0,Charles Barnum School,0591811,367,,,247,2007-08
18,,53,63,,Groton School District,0590011,48,,,0,Claude Chester School,0590311,353,,,171,2007-08
0,,12,*,,Groton School District,0590011,*,,,0,Colonel Ledyard School,0590411,139,,,115,2007-08
9,,38,130,,Groton School District,0590011,113,,,0,Eastern Point School,0590511,498,,,208,2007-08
12,,41,67,,Groton School District,0590011,50,,,0,Fitch Middle School,0595111,455,,,285,2007-08
*,,*,28,,Groton School District,0590011,29,,,0,Mary Morrisson School,0591711,282,,,214,2007-08
*,,23,12,,Groton School District,0590011,*,,,0,Noank School,0590911,240,,,192,2007-08
9,,26,48,,Groton School District,0590011,49,,,0,Pleasant Valley School,0591211,429,,,297,2007-08
14,,121,204,,Groton School District,0590011,111,,,0,Robert E. Fitch High School,0596111,1414,,,964,2007-08
*,,*,16,,Groton School District,0590011,11,,,0,S. B. Butler School,0590111,317,,,276,2007-08
8,,18,60,,Groton School District,0590011,61,,,0,West Side Middle School,0595211,293,,,146,2007-08
*,,28,*,,Guilford School District,0600011,20,,,0,A. Baldwin Middle School,0600711,608,,,553,2007-08
0,,15,8,,Guilford School District,0600011,16,,,0,A. W. Cox School,0600611,347,,,308,2007-08
*,,17,*,,Guilford School District,0600011,24,,,0,Calvin Leete School,0600411,307,,,262,2007-08
*,,17,*,,Guilford School District,0600011,34,,,0,E. C. Adams Middle School,0605111,600,,,540,2007-08
0,,32,15,,Guilford School District,0600011,31,,,0,Guilford High School,0606111,1154,,,1076,2007-08
0,,21,6,,Guilford School District,0600011,17,,,0,Guilford Lakes School,0600211,449,,,405,2007-08
0,,*,*,,Guilford School District,0600011,24,,,0,Melissa Jones School,0600311,350,,,312,2007-08
0,,9,24,,Hamden School District,0620011,17,,,0,Alice Peck Learning Center,0628011,96,,,46,2007-08
*,,35,98,,Hamden School District,0620011,*,,,0,Bear Path School,0621211,464,,,295,2007-08
0,,12,190,,Hamden School District,0620011,87,,,0,Church Street School,0620211,382,,,93,2007-08
*,,*,166,,Hamden School District,0620011,47,,,0,Dunbar Hill School,0620311,377,,,142,2007-08
*,,*,737,,Hamden School District,0620011,251,,,0,Hamden High School,0626111,2192,,,1114,2007-08
*,,*,331,,Hamden School District,0620011,128,,,0,Hamden Middle School,0625211,913,,,408,2007-08
0,,0,*,,Hamden School District,0620011,0,,,0,Hamden Transition Academy,0629011,*,,,0,2007-08
0,,12,162,,Hamden School District,0620011,74,,,0,Helen Street School,0620411,343,,,95,2007-08
*,,*,133,,Hamden School District,0620011,83,,,0,Ridge Hill School,0621111,348,,,98,2007-08
0,,69,105,,Hamden School District,0620011,52,,,0,Shepherd Glen School,0620111,330,,,104,2007-08
0,,14,73,,Hamden School District,0620011,15,,,0,Spring Glen School,0621011,319,,,217,2007-08
0,,61,61,,Hamden School District,0620011,42,,,0,West Woods School,0621411,495,,,331,2007-08
*,,*,0,,Hampton School District,0630011,9,,,0,Hampton Elementary School,0630111,166,,,154,2007-08
0,,12,91,,Hartford School District,0640011,286,,,0,Asian Studies Academy at Bellizzi School,0640711,434,,,45,2007-08
0,,*,50,,Hartford School District,0640011,277,,,0,Barnard-Brown School,0640311,333,,,*,2007-08
*,,*,139,,Hartford School District,0640011,405,,,0,Batchelder School,0640411,578,,,21,2007-08
0,,*,75,,Hartford School District,0640011,319,,,0,Betances Early Reading Lab Magnet School,0642811,403,,,*,2007-08
*,,*,102,,Hartford School District,0640011,114,,,0,Breakthrough Magnet School,0643311,320,,,91,2007-08
*,,*,314,,Hartford School District,0640011,1050,,,0,Bulkeley High School Lower School,0646111,1484,,,103,2007-08
0,,*,82,,Hartford School District,0640011,445,,,0,Burns Latino Studies Academy,0640611,533,,,*,2007-08
*,,*,106,,Hartford School District,0640011,391,,,0,Burr School,0642311,537,,,30,2007-08
0,,10,145,,Hartford School District,0640011,75,,,0,Capital Preparatory Magnet School,0646911,266,,,36,2007-08
0,,*,298,,Hartford School District,0640011,135,,,0,Clark School,0642411,442,,,*,2007-08
*,,*,342,,Hartford School District,0640011,149,,,0,Classical Magnet School,0646411,620,,,118,2007-08
0,,*,64,,Hartford School District,0640011,360,,,0,Dr. Joseph Bellizzi Middle School,0645311,447,,,*,2007-08
0,,9,100,,Hartford School District,0640011,274,,,0,Environmental Sciences Magnet at Hooker School,0640911,403,,,20,2007-08
0,,0,91,,Hartford School District,0640011,497,,,0,Expeditionary Learning Academy at Moylan School,0643211,598,,,10,2007-08
0,,*,359,,Hartford School District,0640011,100,,,0,Fox Middle School,0645111,461,,,*,2007-08
*,,*,200,,Hartford School District,0640011,213,,,0,Hartford Magnet Trinity College Academy,0645411,602,,,175,2007-08
*,,*,449,,Hartford School District,0640011,1059,,,0,Hartford Public High School,0646211,1569,,,30,2007-08
0,,0,29,,Hartford School District,0640011,35,,,0,Hartford Transitional Learning Academy (Elementary),0649011,64,,,0,2007-08
0,,0,19,,Hartford School District,0640011,36,,,0,Hartford Transitional Learning Academy (Secondary),0649111,55,,,0,2007-08
6,,10,205,,Hartford School District,0640011,547,,,0,Kennelly School,0641011,809,,,41,2007-08
*,,0,138,,Hartford School District,0640011,337,,,*,Kinsella Magnet School of Performing Arts,0641111,517,,,40,2007-08
0,,*,*,,Hartford School District,0640011,*,,,0,Little Owls Learning Center,0648011,12,,,*,2007-08
*,,*,121,,Hartford School District,0640011,648,,,0,M. D. Fox School,0640811,824,,,46,2007-08
*,,*,527,,Hartford School District,0640011,61,,,0,"M. L. King, Jr. School",0641611,600,,,9,2007-08
0,,0,39,,Hartford School District,0640011,392,,,0,McDonough Middle School,0641211,440,,,9,2007-08
0,,*,217,,Hartford School District,0640011,134,,,0,Milner School,0641911,360,,,*,2007-08
*,,*,104,,Hartford School District,0640011,331,,,0,Naylor/CCSU Leadership Academy,0641411,564,,,120,2007-08
0,,24,105,,Hartford School District,0640011,418,,,0,Parkville Community School,0641511,596,,,49,2007-08
*,,*,169,,Hartford School District,0640011,119,,,0,Pathways Academy of Technology and Design,0646611,350,,,54,2007-08
*,,*,112,,Hartford School District,0640011,449,,,0,Quirk Middle School,0645211,575,,,7,2007-08
*,,0,557,,Hartford School District,0640011,22,,,0,Rawson School,0641711,586,,,*,2007-08
*,,0,170,,Hartford School District,0640011,194,,,0,SAND School,0640111,366,,,*,2007-08
*,,*,457,,Hartford School District,0640011,75,,,0,STEM Magnet at Fisher School,0642511,560,,,23,2007-08
0,,*,76,,Hartford School District,0640011,501,,,0,Sanchez School,0643011,580,,,*,2007-08
0,,*,311,,Hartford School District,0640011,43,,,0,Simpson-Waverly School,0642611,366,,,*,2007-08
*,,*,150,,Hartford School District,0640011,145,,,0,Sports and Medical Sciences Academy,0646511,395,,,92,2007-08
0,,*,243,,Hartford School District,0640011,37,,,0,Twain School,0641811,282,,,*,2007-08
*,,*,162,,Hartford School District,0640011,97,,,0,University High School of Science and Engineering,0646711,342,,,69,2007-08
0,,*,1120,,Hartford School District,0640011,134,,,0,Weaver High School,0646311,1259,,,*,2007-08
*,,*,312,,Hartford School District,0640011,217,,,0,Webster Micro Society Magnet School,0642011,620,,,77,2007-08
0,,20,400,,Hartford School District,0640011,328,,,0,West Middle School,0642111,768,,,20,2007-08
0,,*,236,,Hartford School District,0640011,196,,,0,Wish Museum School,0642211,437,,,*,2007-08
*,,8,*,,Hartland School District,0650011,*,,,0,Hartland School,0650111,235,,,218,2007-08
0,,9,*,,Hebron School District,0670011,*,,,0,Gilead Hill School,0670211,507,,,490,2007-08
0,,*,*,,Hebron School District,0670011,10,,,0,Hebron Elementary School,0670111,697,,,676,2007-08
0,,*,251,,Highville Charter School District,2860013,19,,,0,Highville Charter School,2860113,277,,,*,2007-08
*,,*,53,,Integrated Day Charter School District,2640013,26,,,0,Integrated Day Charter School,2640113,330,,,229,2007-08
*,,*,34,,Interdistrict School for Arts and Comm District,2650013,76,,,0,Interdistrict School For Arts And Communication,2655113,181,,,64,2007-08
0,,0,361,,Jumoke Academy District,2610013,8,,,0,Jumoke Academy,2610113,369,,,0,2007-08
0,,12,6,,Kent School District,0680011,18,,,0,Kent Center School,0680111,257,,,221,2007-08
0,,*,*,,Killingly School District,0690011,*,,,0,Goodyear Early Childhood Center,0698011,71,,,67,2007-08
6,,10,17,,Killingly School District,0690011,14,,,0,Killingly Central School,0690111,455,,,408,2007-08
*,,*,26,,Killingly School District,0690011,29,,,0,Killingly High School,0696111,836,,,759,2007-08
8,,20,26,,Killingly School District,0690011,25,,,0,Killingly Intermediate School,0695211,819,,,740,2007-08
7,,15,18,,Killingly School District,0690011,29,,,0,Killingly Memorial School,0690311,531,,,462,2007-08
0,,0,*,,Learn,2450014,*,,,0,Learn Special Education,2459014,35,,,28,2007-08
11,,18,94,,Learn,2450014,143,,,0,Regional Multicultural Magnet School,2450114,528,,,262,2007-08
12,,30,79,,Learn,2450014,137,,,0,The Friendship School,2450214,514,,,256,2007-08
7,,7,10,,Lebanon School District,0710011,10,,,0,Lebanon Elementary School,0710111,512,,,478,2007-08
*,,*,6,,Lebanon School District,0710011,12,,,0,Lebanon Middle School,0715111,423,,,399,2007-08
*,,*,6,,Lebanon School District,0710011,9,,,0,Lyman Memorial High School,0716211,587,,,569,2007-08
*,,13,13,,Ledyard School District,0720011,*,,,0,Gales Ferry School,0720211,230,,,190,2007-08
15,,27,25,,Ledyard School District,0720011,33,,,0,Gallup Hill School,0720411,364,,,264,2007-08
*,,*,32,,Ledyard School District,0720011,21,,,0,Juliet W. Long School,0720311,385,,,315,2007-08
37,,21,13,,Ledyard School District,0720011,16,,,0,Ledyard Center School,0720111,423,,,336,2007-08
