"school_code","district_code","district","school","grade","2011_12","2012_13","2013_14","2014_15","2015_16"
"2415214","2410014","Capitol Region Education Council","Public Safety Academy","Grade 10","24.0","27.9","19.0","45.2","26.3"
"2415214","2410014","Capitol Region Education Council","Public Safety Academy","Grade 11","*","*","23.7","21.7","32.1"
"2415214","2410014","Capitol Region Education Council","Public Safety Academy","Grade 12","*","*","26.3","42.4","22.0"
"2410314","2410014","Capitol Region Education Council","Reggio Magnet School of the Arts","Kindergarten","13.3","20.7","26.6","23.1","12.3"
"2410314","2410014","Capitol Region Education Council","Reggio Magnet School of the Arts","Grade   1","*","*","*","15.9","14.1"
"2410314","2410014","Capitol Region Education Council","Reggio Magnet School of the Arts","Grade   2","*","*","11.8","13.3","*"
"2410314","2410014","Capitol Region Education Council","Reggio Magnet School of the Arts","Grade   3","*","*","12.7","*","0.0"
"2410314","2410014","Capitol Region Education Council","Reggio Magnet School of the Arts","Grade   4","","*","*","13.5","11.5"
"2410314","2410014","Capitol Region Education Council","Reggio Magnet School of the Arts","Grade   5","","","*","*","*"
"2419514","2410014","Capitol Region Education Council","River Street Early Learning Center (Site 2)","Kindergarten","*","*","*","*","*"
"2419514","2410014","Capitol Region Education Council","River Street Early Learning Center (Site 2)","Grade   1","*","*","*","*","*"
"2419514","2410014","Capitol Region Education Council","River Street Early Learning Center (Site 2)","Grade   2","*","*","*","*","*"
"2419514","2410014","Capitol Region Education Council","River Street Early Learning Center (Site 2)","Grade   3","*","*","*","*","*"
"2419514","2410014","Capitol Region Education Council","River Street Early Learning Center (Site 2)","Grade   4","*","*","*","*","*"
"2419514","2410014","Capitol Region Education Council","River Street Early Learning Center (Site 2)","Grade   5","*","*","*","*","*"
"2419514","2410014","Capitol Region Education Council","River Street Early Learning Center (Site 2)","Grade   6","*","*","*","*","*"
"2419514","2410014","Capitol Region Education Council","River Street Early Learning Center (Site 2)","Grade   7","*","*","*","*","*"
"2419514","2410014","Capitol Region Education Council","River Street Early Learning Center (Site 2)","Grade   8","*","*","*","*","*"
"2419514","2410014","Capitol Region Education Council","River Street Early Learning Center (Site 2)","Grade   9","*","*","","*","*"
"2419514","2410014","Capitol Region Education Council","River Street Early Learning Center (Site 2)","Grade 10","","*","*","","*"
"2419314","2410014","Capitol Region Education Council","River Street School","Kindergarten","","*","*","*","*"
"2419314","2410014","Capitol Region Education Council","River Street School","Grade   1","*","*","*","*","*"
"2419314","2410014","Capitol Region Education Council","River Street School","Grade   2","*","*","*","*","*"
"2419314","2410014","Capitol Region Education Council","River Street School","Grade   3","*","*","*","*","*"
"2419314","2410014","Capitol Region Education Council","River Street School","Grade   4","*","*","*","*","*"
"2419314","2410014","Capitol Region Education Council","River Street School","Grade   5","*","*","*","*","*"
"2419314","2410014","Capitol Region Education Council","River Street School","Grade   6","*","*","*","*","*"
"2419314","2410014","Capitol Region Education Council","River Street School","Grade   7","*","*","*","*","*"
"2419314","2410014","Capitol Region Education Council","River Street School","Grade   8","*","*","*","*","*"
"2419314","2410014","Capitol Region Education Council","River Street School","Grade   9","*","*","*","*","*"
"2419314","2410014","Capitol Region Education Council","River Street School","Grade 10","*","*","*","*","30.0"
"2419314","2410014","Capitol Region Education Council","River Street School","Grade 11","*","*","*","*","*"
"2419314","2410014","Capitol Region Education Council","River Street School","Grade 12","12.7","15.7","14.6","*","*"
"2419714","2410014","Capitol Region Education Council","STRIVE (Southern Transition Real-World and Independent Vocational Education Program","Grade 12","","","*","",""
"2419114","2410014","Capitol Region Education Council","Soundbridge","Kindergarten","*","*","*","*","*"
"2419114","2410014","Capitol Region Education Council","Soundbridge","Grade   1","*","*","*","",""
"2419114","2410014","Capitol Region Education Council","Soundbridge","Grade   2","","*","*","",""
"2419114","2410014","Capitol Region Education Council","Soundbridge","Grade   3","*","","*","",""
"2419114","2410014","Capitol Region Education Council","Soundbridge","Grade   4","","*","","",""
"2419114","2410014","Capitol Region Education Council","Soundbridge","Grade   5","*","","*","",""
"2419114","2410014","Capitol Region Education Council","Soundbridge","Grade   6","*","*","","",""
"2419114","2410014","Capitol Region Education Council","Soundbridge","Grade   7","","","*","",""
"2419114","2410014","Capitol Region Education Council","Soundbridge","Grade   9","*","*","*","",""
"2419114","2410014","Capitol Region Education Council","Soundbridge","Grade 10","*","*","*","",""
"2419114","2410014","Capitol Region Education Council","Soundbridge","Grade 11","*","*","*","",""
"2419114","2410014","Capitol Region Education Council","Soundbridge","Grade 12","*","*","*","",""
"2411114","2410014","Capitol Region Education Council","Soundbridge @ Academy of Aerospace & Engineering Elementary","Kindergarten","","","","*","*"
"2411114","2410014","Capitol Region Education Council","Soundbridge @ Academy of Aerospace & Engineering Elementary","Grade   1","","","","*","*"
"2411114","2410014","Capitol Region Education Council","Soundbridge @ Academy of Aerospace & Engineering Elementary","Grade   2","","","","","*"
"2411214","2410014","Capitol Region Education Council","Soundbridge @ Museum Academy","Grade   2","","","","*",""
"2411214","2410014","Capitol Region Education Council","Soundbridge @ Museum Academy","Grade   3","","","","*","*"
"2411214","2410014","Capitol Region Education Council","Soundbridge @ Museum Academy","Grade   4","","","","*","*"
"2411214","2410014","Capitol Region Education Council","Soundbridge @ Museum Academy","Grade   5","","","","","*"
"2410914","2410014","Capitol Region Education Council","Soundbridge @ Silas Deane Middle School","Grade   8","","","","*",""
"2411014","2410014","Capitol Region Education Council","Soundbridge @ Wethersfield High School","Grade   9","","","","","*"
"2411014","2410014","Capitol Region Education Council","Soundbridge @ Wethersfield High School","Grade 10","","","","*",""
"2411014","2410014","Capitol Region Education Council","Soundbridge @ Wethersfield High School","Grade 11","","","","*","*"
"2411014","2410014","Capitol Region Education Council","Soundbridge @ Wethersfield High School","Grade 12","","","","*","*"
"2419714","2410014","Capitol Region Education Council","Strive (Southern Transition Real-World and Independent Vocational Education Program","Grade 12","","","","*","*"
"2416714","2410014","Capitol Region Education Council","Two Rivers Magnet High School","Grade   9","","6.5","*","6.4","14.2"
"2416714","2410014","Capitol Region Education Council","Two Rivers Magnet High School","Grade 10","","","*","8.9","10.5"
"2416714","2410014","Capitol Region Education Council","Two Rivers Magnet High School","Grade 11","","","","11.1","12.4"
"2416714","2410014","Capitol Region Education Council","Two Rivers Magnet High School","Grade 12","","","","","32.5"
"2415014","2410014","Capitol Region Education Council","Two Rivers Magnet Middle School","Grade   6","3.5","6.1","5.9","8.8","*"
"2415014","2410014","Capitol Region Education Council","Two Rivers Magnet Middle School","Grade   7","4.1","5.2","7.1","8.0","10.5"
"2415014","2410014","Capitol Region Education Council","Two Rivers Magnet Middle School","Grade   8","6.9","7.9","6.1","9.7","*"
"2410214","2410014","Capitol Region Education Council","University of Hartford Magnet School","Kindergarten","*","9.2","15.6","14.3","10.6"
"2410214","2410014","Capitol Region Education Council","University of Hartford Magnet School","Grade   1","0.0","*","*","*","*"
"2410214","2410014","Capitol Region Education Council","University of Hartford Magnet School","Grade   2","*","*","*","9.5","*"
"2410214","2410014","Capitol Region Education Council","University of Hartford Magnet School","Grade   3","0.0","*","*","9.7","*"
"2410214","2410014","Capitol Region Education Council","University of Hartford Magnet School","Grade   4","0.0","*","*","10.2","*"
"2410214","2410014","Capitol Region Education Council","University of Hartford Magnet School","Grade   5","0.0","*","*","*","*"
"0240211","0240011","Chaplin School District","Chaplin Elementary School","Kindergarten","*","*","*","*","*"
"0240211","0240011","Chaplin School District","Chaplin Elementary School","Grade   1","*","*","*","*","*"
"0240211","0240011","Chaplin School District","Chaplin Elementary School","Grade   2","*","*","*","26.1","*"
"0240211","0240011","Chaplin School District","Chaplin Elementary School","Grade   3","*","*","*","*","26.1"
"0240211","0240011","Chaplin School District","Chaplin Elementary School","Grade   4","*","*","*","*","*"
"0240211","0240011","Chaplin School District","Chaplin Elementary School","Grade   5","0.0","*","*","*","0.0"
"0240211","0240011","Chaplin School District","Chaplin Elementary School","Grade   6","*","*","*","*","*"
"0250111","0250011","Cheshire School District","Chapman School","Kindergarten","","","","0.0","*"
"0250111","0250011","Cheshire School District","Chapman School","Grade   1","*","*","*","0.0","*"
"0250111","0250011","Cheshire School District","Chapman School","Grade   2","0.0","0.0","*","*","*"
"0250111","0250011","Cheshire School District","Chapman School","Grade   3","*","0.0","*","0.0","*"
"0250111","0250011","Cheshire School District","Chapman School","Grade   4","0.0","0.0","*","*","*"
"0250111","0250011","Cheshire School District","Chapman School","Grade   5","*","0.0","*","0.0","*"
"0250111","0250011","Cheshire School District","Chapman School","Grade   6","0.0","0.0","0.0","0.0","*"
"0256111","0250011","Cheshire School District","Cheshire High School","Grade   9","3.3","6.1","4.3","5.7","4.2"
"0256111","0250011","Cheshire School District","Cheshire High School","Grade 10","7.6","5.6","6.7","4.6","4.4"
"0256111","0250011","Cheshire School District","Cheshire High School","Grade 11","7.4","10.5","9.0","6.7","5.5"
"0256111","0250011","Cheshire School District","Cheshire High School","Grade 12","13.1","14.1","14.7","15.5","9.4"
"0250311","0250011","Cheshire School District","Cheshire Quinnipiac University Transition Collaborative","Grade 10","","","","*",""
"0250311","0250011","Cheshire School District","Cheshire Quinnipiac University Transition Collaborative","Grade 11","","","","","*"
"0250311","0250011","Cheshire School District","Cheshire Quinnipiac University Transition Collaborative","Grade 12","","","","*","*"
"0250211","0250011","Cheshire School District","Darcey School","Kindergarten","9.2","0.0","*","0.0","*"
"0255111","0250011","Cheshire School District","Dodd Middle School","Grade   7","4.3","7.8","4.4","0.0","5.5"
"0255111","0250011","Cheshire School District","Dodd Middle School","Grade   8","7.0","4.3","4.2","0.0","5.0"
"0250611","0250011","Cheshire School District","Doolittle School","Grade   1","*","0.0","*","*","0.0"
"0250611","0250011","Cheshire School District","Doolittle School","Grade   2","*","0.0","*","*","*"
"0250611","0250011","Cheshire School District","Doolittle School","Grade   3","*","0.0","*","*","*"
"0250611","0250011","Cheshire School District","Doolittle School","Grade   4","*","0.0","*","*","6.9"
"0250611","0250011","Cheshire School District","Doolittle School","Grade   5","*","0.0","*","*","*"
