"","phys","phys4","phys6","phys8","phys10","school_id","year"
"1549","Sit & Reach ","N/A ","N/A ","N/A ","87.8","0176211","201415"
"1550","Curl Up ","N/A ","N/A ","N/A ","95.2","0176211","201415"
"1551","Push Up ","N/A ","N/A ","N/A ","75.9","0176211","201415"
"1552","Mile Run/PACER ","N/A ","N/A ","N/A ","72.1","0176211","201415"
"1553","All Tests - School ","N/A ","N/A ","N/A ","64.3","0176211","201415"
"1554","All Tests - District ","54.2 ","63.2 ","66.1 ","65","0176211","201415"
"1555","Sit & Reach ","N/A ","N/A ","N/A ","87.8","0176211","201516"
"1556","Curl Up ","N/A ","N/A ","N/A ","95.2","0176211","201516"
"1557","Push Up ","N/A ","N/A ","N/A ","75.9","0176211","201516"
"1558","Mile Run/PACER ","N/A ","N/A ","N/A ","72.1","0176211","201516"
"1559","All Tests - School ","N/A ","N/A ","N/A ","64.3","0176211","201516"
"1560","All Tests - District ","50.0 ","65.4 ","65.1 ","63.2","0176211","201516"
"1561","Sit & Reach ","N/A ","N/A ","N/A ","N/A","0180311","201314"
"1562","Curl Up ","N/A ","N/A ","N/A ","N/A","0180311","201314"
"1563","Push Up ","N/A ","N/A ","N/A ","N/A","0180311","201314"
"1564","Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0180311","201314"
"1565","All Tests - School ","N/A ","N/A ","N/A ","N/A","0180311","201314"
"1566","All Tests - District ","66.5 ","49.7 ","40.8 ","53.2","0180311","201314"
"1567","Sit & Reach ","N/A ","N/A ","N/A ","N/A","0180311","201415"
"1568","Curl Up ","N/A ","N/A ","N/A ","N/A","0180311","201415"
"1569","Push Up ","N/A ","N/A ","N/A ","N/A","0180311","201415"
"1570","Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0180311","201415"
"1571","All Tests - School ","N/A ","N/A ","N/A ","N/A","0180311","201415"
"1572","All Tests - District ","65.5 ","45.6 ","49.5 ","67.5","0180311","201415"
"1573","Sit & Reach ","N/A ","N/A ","N/A ","N/A","0180311","201516"
"1574","Curl Up ","N/A ","N/A ","N/A ","N/A","0180311","201516"
"1575","Push Up ","N/A ","N/A ","N/A ","N/A","0180311","201516"
"1576","Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0180311","201516"
"1577","All Tests - School ","N/A ","N/A ","N/A ","N/A","0180311","201516"
"1578","All Tests - District ","63.2 ","43.8 ","45.9 ","42.7","0180311","201516"
"1579","Sit & Reach ","81.9",". ",". ",".","0180411","201314"
"1580","Curl Up ","94",". ",". ",".","0180411","201314"
"1581","Push Up ","81.4",". ",". ",".","0180411","201314"
"1582","Mile Run/PACER ","92.6",". ",". ",".","0180411","201314"
"1583","All Tests - School ","66.5",". ",". ",".","0180411","201314"
"1584","All Tests - District ","66.5","49.7 ","40.8 ","53.2","0180411","201314"
"1585","Sit & Reach ","84.7","N/A ","N/A ","N/A","0180411","201415"
"1586","Curl Up ","91.5","N/A ","N/A ","N/A","0180411","201415"
"1587","Push Up ","78.5","N/A ","N/A ","N/A","0180411","201415"
"1588","Mile Run/PACER ","88.7","N/A ","N/A ","N/A","0180411","201415"
"1589","All Tests - School ","65.5","N/A ","N/A ","N/A","0180411","201415"
"1590","All Tests - District ","65.5","45.6 ","49.5 ","67.5","0180411","201415"
"1591","Sit & Reach ","87.9","N/A ","N/A ","N/A","0180411","201516"
"1592","Curl Up ","90.6","N/A ","N/A ","N/A","0180411","201516"
"1593","Push Up ","73.1","N/A ","N/A ","N/A","0180411","201516"
"1594","Mile Run/PACER ","89.7","N/A ","N/A ","N/A","0180411","201516"
"1595","All Tests - School ","63.2","N/A ","N/A ","N/A","0180411","201516"
"1596","All Tests - District ","63.2","43.8 ","45.9 ","42.7","0180411","201516"
"1597","Sit & Reach ",". ","83.9","81.7",".","0185311","201314"
"1598","Curl Up ",". ","75.1","68.5",".","0185311","201314"
"1599","Push Up ",". ","77.7","69",".","0185311","201314"
"1600","Mile Run/PACER ",". ","68.9","73.7",".","0185311","201314"
"1601","All Tests - School ",". ","49.7","40.8",".","0185311","201314"
"1602","All Tests - District ","66.5 ","49.7","40.8","53.2","0185311","201314"
"1603","Sit & Reach ","N/A ","80.3","79.5","N/A","0185311","201415"
"1604","Curl Up ","N/A ","76.2","78.6","N/A","0185311","201415"
"1605","Push Up ","N/A ","73.2","75.7","N/A","0185311","201415"
"1606","Mile Run/PACER ","N/A ","67.8","80","N/A","0185311","201415"
"1607","All Tests - School ","N/A ","45.6","49.5","N/A","0185311","201415"
"1608","All Tests - District ","65.5 ","45.6","49.5","67.5","0185311","201415"
"1609","Sit & Reach ","N/A ","64.8","71.4","N/A","0185311","201516"
"1610","Curl Up ","N/A ","84.5","82.1","N/A","0185311","201516"
"1611","Push Up ","N/A ","74.4","75.5","N/A","0185311","201516"
"1612","Mile Run/PACER ","N/A ","88.1","78.1","N/A","0185311","201516"
"1613","All Tests - School ","N/A ","43.8","45.9","N/A","0185311","201516"
"1614","All Tests - District ","63.2 ","43.8","45.9","42.7","0185311","201516"
"1615","Sit & Reach ",". ",". ",". ","82.1","0186111","201314"
"1616","Curl Up ",". ",". ",". ","79.5","0186111","201314"
"1617","Push Up ",". ",". ",". ","67.4","0186111","201314"
"1618","Mile Run/PACER ",". ",". ",". ","84.7","0186111","201314"
"1619","All Tests - School ",". ",". ",". ","53.2","0186111","201314"
"1620","All Tests - District ","66.5 ","49.7 ","40.8 ","53.2","0186111","201314"
"1621","Sit & Reach ","N/A ","N/A ","N/A ","85.6","0186111","201415"
"1622","Curl Up ","N/A ","N/A ","N/A ","92.3","0186111","201415"
"1623","Push Up ","N/A ","N/A ","N/A ","80.4","0186111","201415"
"1624","Mile Run/PACER ","N/A ","N/A ","N/A ","81.8","0186111","201415"
"1625","All Tests - School ","N/A ","N/A ","N/A ","67.5","0186111","201415"
"1626","All Tests - District ","65.5 ","45.6 ","49.5 ","67.5","0186111","201415"
"1627","Sit & Reach ","N/A ","N/A ","N/A ","73.5","0186111","201516"
"1628","Curl Up ","N/A ","N/A ","N/A ","85.9","0186111","201516"
"1629","Push Up ","N/A ","N/A ","N/A ","54.1","0186111","201516"
"1630","Mile Run/PACER ","N/A ","N/A ","N/A ","66.5","0186111","201516"
"1631","All Tests - School ","N/A ","N/A ","N/A ","42.7","0186111","201516"
"1632","All Tests - District ","63.2 ","43.8 ","45.9 ","42.7","0186111","201516"
"1633","Sit & Reach ","70.5",". ",". ",NA,"0190111","201314"
"1634","Curl Up ","61.5",". ",". ",NA,"0190111","201314"
"1635","Push Up ","59",". ",". ",NA,"0190111","201314"
"1636","Mile Run/PACER ","43.6",". ",". ",NA,"0190111","201314"
"1637","All Tests - School ","43.6",". ",". ",NA,"0190111","201314"
"1638","All Tests - District ","43.6","31.3 ","36.6 ",NA,"0190111","201314"
"1639","Sit & Reach ","74.7","N/A ","N/A ","N/A","0190111","201415"
"1640","Curl Up ","60.6","N/A ","N/A ","N/A","0190111","201415"
"1641","Push Up ","60.6","N/A ","N/A ","N/A","0190111","201415"
"1642","Mile Run/PACER ","52.5","N/A ","N/A ","N/A","0190111","201415"
"1643","All Tests - School ","51.5","N/A ","N/A ","N/A","0190111","201415"
"1644","All Tests - District ","51.5","37.2 ","19.6 ","N/A","0190111","201415"
"1645","Sit & Reach ","76.9","N/A ","N/A ","N/A","0190111","201516"
"1646","Curl Up ","61.5","N/A ","N/A ","N/A","0190111","201516"
"1647","Push Up ","60.3","N/A ","N/A ","N/A","0190111","201516"
"1648","Mile Run/PACER ","43.6","N/A ","N/A ","N/A","0190111","201516"
"1649","All Tests - School ","42.3","N/A ","N/A ","N/A","0190111","201516"
"1650","All Tests - District ","42.3","21.3 ","25.6 ","N/A","0190111","201516"
"1651","Sit & Reach ",". ","76.8","78",NA,"0195111","201314"
"1652","Curl Up ",". ","70.7","72",NA,"0195111","201314"
"1653","Push Up ",". ","36.4","46.3",NA,"0195111","201314"
"1654","Mile Run/PACER ",". ","58.6","63.4",NA,"0195111","201314"
"1655","All Tests - School ",". ","31.3","36.6",NA,"0195111","201314"
"1656","All Tests - District ","43.6 ","31.3","36.6",NA,"0195111","201314"
"1657","Sit & Reach ","N/A ","69.2","76.1","N/A","0195111","201415"
"1658","Curl Up ","N/A ","76.9","65.2","N/A","0195111","201415"
"1659","Push Up ","N/A ","48.7","50","N/A","0195111","201415"
"1660","Mile Run/PACER ","N/A ","78.2","50","N/A","0195111","201415"
"1661","All Tests - School ","N/A ","37.2","19.6","N/A","0195111","201415"
"1662","All Tests - District ","51.5 ","37.2","19.6","N/A","0195111","201415"
"1663","Sit & Reach ","N/A ","50.7","57","N/A","0195111","201516"
"1664","Curl Up ","N/A ","70.7","81.4","N/A","0195111","201516"
"1665","Push Up ","N/A ","33.3","51.2","N/A","0195111","201516"
"1666","Mile Run/PACER ","N/A ","66.7","66.3","N/A","0195111","201516"
"1667","All Tests - School ","N/A ","21.3","25.6","N/A","0195111","201516"
"1668","All Tests - District ","42.3 ","21.3","25.6","N/A","0195111","201516"
"1669","Sit & Reach ","* ","* ","* ",NA,"0210111","201314"
"1670","Curl Up ","* ","* ","* ",NA,"0210111","201314"
"1671","Push Up ","* ","* ","* ",NA,"0210111","201314"
"1672","Mile Run/PACER ","* ","* ","* ",NA,"0210111","201314"
"1673","All Tests - School ","* ","* ","* ",NA,"0210111","201314"
"1674","All Tests - District ","* ","* ","* ",NA,"0210111","201314"
"1675","Sit & Reach ",NA,NA,NA,"N/A","0210111","201415"
"1676","Curl Up ",NA,NA,NA,"N/A","0210111","201415"
"1677","Push Up ",NA,NA,NA,"N/A","0210111","201415"
"1678","Mile Run/PACER ",NA,NA,NA,"N/A","0210111","201415"
"1679","All Tests - School ",NA,NA,NA,"N/A","0210111","201415"
"1680","All Tests - District ",NA,NA,NA,"N/A","0210111","201415"
"1681","Sit & Reach ",NA,NA,NA,"N/A","0210111","201516"
"1682","Curl Up ",NA,NA,NA,"N/A","0210111","201516"
"1683","Push Up ",NA,NA,NA,"N/A","0210111","201516"
"1684","Mile Run/PACER ",NA,NA,NA,"N/A","0210111","201516"
"1685","All Tests - School ",NA,NA,NA,"N/A","0210111","201516"
"1686","All Tests - District ",NA,NA,NA,"N/A","0210111","201516"
"1687","Sit & Reach ","89.5",". ",". ",NA,"0220211","201314"
"1688","Curl Up ","55.3",". ",". ",NA,"0220211","201314"
"1689","Push Up ","55.3",". ",". ",NA,"0220211","201314"
"1690","Mile Run/PACER ","68.4",". ",". ",NA,"0220211","201314"
"1691","All Tests - School ","34.2",". ",". ",NA,"0220211","201314"
"1692","All Tests - District ","34.2","63.8 ","61.7 ",NA,"0220211","201314"
"1693","Sit & Reach ","85.7","N/A ","N/A ","N/A","0220211","201415"
"1694","Curl Up ","67.3","N/A ","N/A ","N/A","0220211","201415"
"1695","Push Up ","59.2","N/A ","N/A ","N/A","0220211","201415"
"1696","Mile Run/PACER ","49","N/A ","N/A ","N/A","0220211","201415"
"1697","All Tests - School ","42.9","N/A ","N/A ","N/A","0220211","201415"
"1698","All Tests - District ","42.9","53.0 ","69.5 ","N/A","0220211","201415"
"1699","Sit & Reach ","97.4","N/A ","N/A ","N/A","0220211","201516"
"1700","Curl Up ","76.3","N/A ","N/A ","N/A","0220211","201516"
"1701","Push Up ","71.1","N/A ","N/A ","N/A","0220211","201516"
"1702","Mile Run/PACER ","63.2","N/A ","N/A ","N/A","0220211","201516"
"1703","All Tests - School ","55.3","N/A ","N/A ","N/A","0220211","201516"
"1704","All Tests - District ","55.3","63.2 ","79.3 ","N/A","0220211","201516"
"1705","Sit & Reach ",". ","93.1","93.6",NA,"0225111","201314"
"1706","Curl Up ",". ","77.6","87.2",NA,"0225111","201314"
"1707","Push Up ",". ","77.6","76.6",NA,"0225111","201314"
"1708","Mile Run/PACER ",". ","81","83",NA,"0225111","201314"
"1709","All Tests - School ",". ","63.8","61.7",NA,"0225111","201314"
"1710","All Tests - District ","34.2 ","63.8","61.7",NA,"0225111","201314"
"1711","Sit & Reach ","N/A ","95.5","98.3","N/A","0225111","201415"
"1712","Curl Up ","N/A ","72.7","88.1","N/A","0225111","201415"
"1713","Push Up ","N/A ","84.8","88.1","N/A","0225111","201415"
"1714","Mile Run/PACER ","N/A ","71.2","81.4","N/A","0225111","201415"
"1715","All Tests - School ","N/A ","53","69.5","N/A","0225111","201415"
"1716","All Tests - District ","42.9 ","53","69.5","N/A","0225111","201415"
"1717","Sit & Reach ","N/A ","92.1","98.3","N/A","0225111","201516"
"1718","Curl Up ","N/A ","78.9","84.5","N/A","0225111","201516"
"1719","Push Up ","N/A ","76.3","82.8","N/A","0225111","201516"
"1720","Mile Run/PACER ","N/A ","63.2","81","N/A","0225111","201516"
"1721","All Tests - School ","N/A ","63.2","79.3","N/A","0225111","201516"
"1722","All Tests - District ","55.3 ","63.2","79.3","N/A","0225111","201516"
"1723","Sit & Reach ","N/A ","N/A ","N/A ","N/A","0230211","201314"
"1724","Curl Up ","N/A ","N/A ","N/A ","N/A","0230211","201314"
"1725","Push Up ","N/A ","N/A ","N/A ","N/A","0230211","201314"
"1726","Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0230211","201314"
"1727","All Tests - School ","N/A ","N/A ","N/A ","N/A","0230211","201314"
"1728","All Tests - District ","80.5 ","77.4 ","59.3 ","58.6","0230211","201314"
"1729","Sit & Reach ","N/A ","N/A ","N/A ","N/A","0230211","201415"
"1730","Curl Up ","N/A ","N/A ","N/A ","N/A","0230211","201415"
"1731","Push Up ","N/A ","N/A ","N/A ","N/A","0230211","201415"
"1732","Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0230211","201415"
"1733","All Tests - School ","N/A ","N/A ","N/A ","N/A","0230211","201415"
"1734","All Tests - District ","75.0 ","73.7 ","61.2 ","56.5","0230211","201415"
"1735","Sit & Reach ","N/A ","N/A ","N/A ","N/A","0230211","201516"
"1736","Curl Up ","N/A ","N/A ","N/A ","N/A","0230211","201516"
"1737","Push Up ","N/A ","N/A ","N/A ","N/A","0230211","201516"
"1738","Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0230211","201516"
"1739","All Tests - School ","N/A ","N/A ","N/A ","N/A","0230211","201516"
"1740","All Tests - District ","81.5 ","80.1 ","69.4 ","61.8","0230211","201516"
"1741","Sit & Reach ","97.7","92",". ",".","0230311","201314"
"1742","Curl Up ","98.4","98.5",". ",".","0230311","201314"
"1743","Push Up ","96.9","92",". ",".","0230311","201314"
"1744","Mile Run/PACER ","84.4","82.5",". ",".","0230311","201314"
"1745","All Tests - School ","80.5","77.4",". ",".","0230311","201314"
"1746","All Tests - District ","80.5","77.4","59.3 ","58.6","0230311","201314"
"1747","Sit & Reach ","93.9","93.4","N/A ","N/A","0230311","201415"
"1748","Curl Up ","95.5","96.4","N/A ","N/A","0230311","201415"
"1749","Push Up ","90.2","88.3","N/A ","N/A","0230311","201415"
"1750","Mile Run/PACER ","78","79.6","N/A ","N/A","0230311","201415"
"1751","All Tests - School ","75","73.7","N/A ","N/A","0230311","201415"
"1752","All Tests - District ","75","73.7","61.2 ","56.5","0230311","201415"
"1753","Sit & Reach ","94.1","91.9","N/A ","N/A","0230311","201516"
"1754","Curl Up ","95.8","99.3","N/A ","N/A","0230311","201516"
"1755","Push Up ","94.1","89.7","N/A ","N/A","0230311","201516"
"1756","Mile Run/PACER ","85.7","89","N/A ","N/A","0230311","201516"
"1757","All Tests - School ","81.5","80.1","N/A ","N/A","0230311","201516"
"1758","All Tests - District ","81.5","80.1","69.4 ","61.8","0230311","201516"
"1759","Sit & Reach ",". ",". ","79.7",".","0235111","201314"
"1760","Curl Up ",". ",". ","85.4",".","0235111","201314"
"1761","Push Up ",". ",". ","87",".","0235111","201314"
"1762","Mile Run/PACER ",". ",". ","80.5",".","0235111","201314"
"1763","All Tests - School ",". ",". ","59.3",".","0235111","201314"
"1764","All Tests - District ","80.5 ","77.4 ","59.3","58.6","0235111","201314"
"1765","Sit & Reach ","N/A ","N/A ","78.5","N/A","0235111","201415"
"1766","Curl Up ","N/A ","N/A ","76.9","N/A","0235111","201415"
"1767","Push Up ","N/A ","N/A ","68.6","N/A","0235111","201415"
"1768","Mile Run/PACER ","N/A ","N/A ","64.5","N/A","0235111","201415"
"1769","All Tests - School ","N/A ","N/A ","61.2","N/A","0235111","201415"
"1770","All Tests - District ","75.0 ","73.7 ","61.2","56.5","0235111","201415"
"1771","Sit & Reach ","N/A ","N/A ","82.8","N/A","0235111","201516"
"1772","Curl Up ","N/A ","N/A ","89.6","N/A","0235111","201516"
"1773","Push Up ","N/A ","N/A ","81.3","N/A","0235111","201516"
"1774","Mile Run/PACER ","N/A ","N/A ","80.6","N/A","0235111","201516"
"1775","All Tests - School ","N/A ","N/A ","69.4","N/A","0235111","201516"
"1776","All Tests - District ","81.5 ","80.1 ","69.4","61.8","0235111","201516"
"1777","Sit & Reach ",". ",". ",". ","78.6","0236111","201314"
"1778","Curl Up ",". ",". ",". ","90","0236111","201314"
"1779","Push Up ",". ",". ",". ","77.1","0236111","201314"
"1780","Mile Run/PACER ",". ",". ",". ","71.4","0236111","201314"
"1781","All Tests - School ",". ",". ",". ","58.6","0236111","201314"
"1782","All Tests - District ","80.5 ","77.4 ","59.3 ","58.6","0236111","201314"
"1783","Sit & Reach ","N/A ","N/A ","N/A ","67.8","0236111","201415"
"1784","Curl Up ","N/A ","N/A ","N/A ","89.6","0236111","201415"
"1785","Push Up ","N/A ","N/A ","N/A ","79.1","0236111","201415"
"1786","Mile Run/PACER ","N/A ","N/A ","N/A ","70.4","0236111","201415"
"1787","All Tests - School ","N/A ","N/A ","N/A ","56.5","0236111","201415"
"1788","All Tests - District ","75.0 ","73.7 ","61.2 ","56.5","0236111","201415"
"1789","Sit & Reach ","N/A ","N/A ","N/A ","76.5","0236111","201516"
"1790","Curl Up ","N/A ","N/A ","N/A ","95.1","0236111","201516"
"1791","Push Up ","N/A ","N/A ","N/A ","84.3","0236111","201516"
"1792","Mile Run/PACER ","N/A ","N/A ","N/A ","76.5","0236111","201516"
"1793","All Tests - School ","N/A ","N/A ","N/A ","61.8","0236111","201516"
"1794","All Tests - District ","81.5 ","80.1 ","69.4 ","61.8","0236111","201516"
"1795","Sit & Reach ","100","95.5",NA,NA,"0240211","201314"
"1796","Curl Up ","66.7","63.6",NA,NA,"0240211","201314"
"1797","Push Up ","81","63.6",NA,NA,"0240211","201314"
"1798","Mile Run/PACER ","100","100",NA,NA,"0240211","201314"
"1799","All Tests - School ","61.9","54.5",NA,NA,"0240211","201314"
"1800","All Tests - District ","61.9","54.5",NA,NA,"0240211","201314"
"1801","Sit & Reach ","100",NA,"N/A ","N/A","0240211","201415"
"1802","Curl Up ","95.7",NA,"N/A ","N/A","0240211","201415"
"1803","Push Up ","73.9",NA,"N/A ","N/A","0240211","201415"
"1804","Mile Run/PACER ","56.5",NA,"N/A ","N/A","0240211","201415"
"1805","All Tests - School ","52.2",NA,"N/A ","N/A","0240211","201415"
"1806","All Tests - District ","52.2",NA,"N/A ","N/A","0240211","201415"
"1807","Sit & Reach ",NA,NA,"N/A ","N/A","0240211","201516"
"1808","Curl Up ",NA,NA,"N/A ","N/A","0240211","201516"
"1809","Push Up ",NA,NA,"N/A ","N/A","0240211","201516"
"1810","Mile Run/PACER ",NA,NA,"N/A ","N/A","0240211","201516"
"1811","All Tests - School ",NA,NA,"N/A ","N/A","0240211","201516"
"1812","All Tests - District ",NA,NA,"N/A ","N/A","0240211","201516"
"1813","Sit & Reach ","72.7","51.2",". ",".","0250111","201314"
"1814","Curl Up ","85.5","73.2",". ",".","0250111","201314"
"1815","Push Up ","67.3","63.4",". ",".","0250111","201314"
"1816","Mile Run/PACER ","80","75.6",". ",".","0250111","201314"
"1817","All Tests - School ","52.7","34.1",". ",".","0250111","201314"
"1818","All Tests - District ","53.2","51.8","62.6 ","74.2","0250111","201314"
"1819","Sit & Reach ","70.6","68.5","N/A ","N/A","0250111","201415"
"1820","Curl Up ","80.4","88.9","N/A ","N/A","0250111","201415"
"1821","Push Up ","70.6","75.9","N/A ","N/A","0250111","201415"
"1822","Mile Run/PACER ","74.5","87","N/A ","N/A","0250111","201415"
"1823","All Tests - School ","41.2","48.1","N/A ","N/A","0250111","201415"
"1824","All Tests - District ","50.1","53.2","60.6 ","68.1","0250111","201415"
"1825","Sit & Reach ","75","57.6","N/A ","N/A","0250111","201516"
"1826","Curl Up ","80","78.8","N/A ","N/A","0250111","201516"
"1827","Push Up ","77.5","68.2","N/A ","N/A","0250111","201516"
"1828","Mile Run/PACER ","87.5","74.2","N/A ","N/A","0250111","201516"
"1829","All Tests - School ","50","40.9","N/A ","N/A","0250111","201516"
"1830","All Tests - District ","51.7","45.6","56.5 ","70.7","0250111","201516"
"1831","Sit & Reach ","N/A ","N/A ","N/A ","N/A","0250211","201314"
"1832","Curl Up ","N/A ","N/A ","N/A ","N/A","0250211","201314"
"1833","Push Up ","N/A ","N/A ","N/A ","N/A","0250211","201314"
"1834","Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0250211","201314"
"1835","All Tests - School ","N/A ","N/A ","N/A ","N/A","0250211","201314"
"1836","All Tests - District ","53.2 ","51.8 ","62.6 ","74.2","0250211","201314"
"1837","Sit & Reach ","N/A ","N/A ","N/A ","N/A","0250211","201415"
"1838","Curl Up ","N/A ","N/A ","N/A ","N/A","0250211","201415"
"1839","Push Up ","N/A ","N/A ","N/A ","N/A","0250211","201415"
"1840","Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0250211","201415"
"1841","All Tests - School ","N/A ","N/A ","N/A ","N/A","0250211","201415"
"1842","All Tests - District ","50.1 ","53.2 ","60.6 ","68.1","0250211","201415"
"1843","Sit & Reach ","N/A ","N/A ","N/A ","N/A","0250211","201516"
"1844","Curl Up ","N/A ","N/A ","N/A ","N/A","0250211","201516"
"1845","Push Up ","N/A ","N/A ","N/A ","N/A","0250211","201516"
"1846","Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0250211","201516"
"1847","All Tests - School ","N/A ","N/A ","N/A ","N/A","0250211","201516"
"1848","All Tests - District ","51.7 ","45.6 ","56.5 ","70.7","0250211","201516"
"1849","Sit & Reach ","94.9","91",". ",".","0250411","201314"
"1850","Curl Up ","96.4","89.3",". ",".","0250411","201314"
"1851","Push Up ","89.1","91",". ",".","0250411","201314"
"1852","Mile Run/PACER ","91.2","89.3",". ",".","0250411","201314"
"1853","All Tests - School ","78.8","73",". ",".","0250411","201314"
"1854","All Tests - District ","53.2","51.8","62.6 ","74.2","0250411","201314"
"1855","Sit & Reach ","87","84.4","N/A ","N/A","0250411","201415"
"1856","Curl Up ","95.9","93.3","N/A ","N/A","0250411","201415"
"1857","Push Up ","90.2","79.3","N/A ","N/A","0250411","201415"
"1858","Mile Run/PACER ","91.1","85.9","N/A ","N/A","0250411","201415"
"1859","All Tests - School ","74","65.2","N/A ","N/A","0250411","201415"
"1860","All Tests - District ","50.1","53.2","60.6 ","68.1","0250411","201415"
"1861","Sit & Reach ","81.1","81.3","N/A ","N/A","0250411","201516"
"1862","Curl Up ","98.2","96.4","N/A ","N/A","0250411","201516"
"1863","Push Up ","87.4","85.6","N/A ","N/A","0250411","201516"
"1864","Mile Run/PACER ","85.6","88.5","N/A ","N/A","0250411","201516"
"1865","All Tests - School ","69.4","66.2","N/A ","N/A","0250411","201516"
"1866","All Tests - District ","51.7","45.6","56.5 ","70.7","0250411","201516"
"1867","Sit & Reach ","49.4","48.7",". ",".","0250511","201314"
"1868","Curl Up ","85.4","88.2",". ",".","0250511","201314"
"1869","Push Up ","51.7","51.3",". ",".","0250511","201314"
"1870","Mile Run/PACER ","80.9","81.6",". ",".","0250511","201314"
"1871","All Tests - School ","24.7","23.7",". ",".","0250511","201314"
"1872","All Tests - District ","53.2","51.8","62.6 ","74.2","0250511","201314"
"1873","Sit & Reach ","63.2","55.3","N/A ","N/A","0250511","201415"
"1874","Curl Up ","77.6","85.5","N/A ","N/A","0250511","201415"
"1875","Push Up ","46.1","47.4","N/A ","N/A","0250511","201415"
"1876","Mile Run/PACER ","84.2","81.6","N/A ","N/A","0250511","201415"
"1877","All Tests - School ","26.3","35.5","N/A ","N/A","0250511","201415"
"1878","All Tests - District ","50.1","53.2","60.6 ","68.1","0250511","201415"
"1879","Sit & Reach ","41.5","35.7","N/A ","N/A","0250511","201516"
"1880","Curl Up ","79.2","82.1","N/A ","N/A","0250511","201516"
"1881","Push Up ","52.8","51.2","N/A ","N/A","0250511","201516"
"1882","Mile Run/PACER ","58.5","58.3","N/A ","N/A","0250511","201516"
"1883","All Tests - School ","20.8","13.1","N/A ","N/A","0250511","201516"
"1884","All Tests - District ","51.7","45.6","56.5 ","70.7","0250511","201516"
"1885","Sit & Reach ","61.6","67.7",". ",".","0250611","201314"
"1886","Curl Up ","82.8","89.9",". ",".","0250611","201314"
"1887","Push Up ","69.7","85.9",". ",".","0250611","201314"
"1888","Mile Run/PACER ","83.8","85.9",". ",".","0250611","201314"
"1889","All Tests - School ","43.4","54.5",". ",".","0250611","201314"
"1890","All Tests - District ","53.2","51.8","62.6 ","74.2","0250611","201314"
"1891","Sit & Reach ","61.3","65.3","N/A ","N/A","0250611","201415"
"1892","Curl Up ","86","88.8","N/A ","N/A","0250611","201415"
"1893","Push Up ","68.8","77.6","N/A ","N/A","0250611","201415"
"1894","Mile Run/PACER ","91.4","92.9","N/A ","N/A","0250611","201415"
"1895","All Tests - School ","43","53.1","N/A ","N/A","0250611","201415"
"1896","All Tests - District ","50.1","53.2","60.6 ","68.1","0250611","201415"
"1897","Sit & Reach ","64.8","56.4","N/A ","N/A","0250611","201516"
"1898","Curl Up ","87.5","92.1","N/A ","N/A","0250611","201516"
"1899","Push Up ","72.7","69.3","N/A ","N/A","0250611","201516"
"1900","Mile Run/PACER ","87.5","85.1","N/A ","N/A","0250611","201516"
"1901","All Tests - School ","48.9","47.5","N/A ","N/A","0250611","201516"
"1902","All Tests - District ","51.7","45.6","56.5 ","70.7","0250611","201516"
"1903","Sit & Reach ",". ",". ","74",".","0255111","201314"
"1904","Curl Up ",". ",". ","96.7",".","0255111","201314"
"1905","Push Up ",". ",". ","88.6",".","0255111","201314"
"1906","Mile Run/PACER ",". ",". ","82.3",".","0255111","201314"
"1907","All Tests - School ",". ",". ","62.6",".","0255111","201314"
"1908","All Tests - District ","53.2 ","51.8 ","62.6","74.2","0255111","201314"
"1909","Sit & Reach ","N/A ","N/A ","78.5","N/A","0255111","201415"
"1910","Curl Up ","N/A ","N/A ","95.8","N/A","0255111","201415"
"1911","Push Up ","N/A ","N/A ","85.6","N/A","0255111","201415"
"1912","Mile Run/PACER ","N/A ","N/A ","86.7","N/A","0255111","201415"
"1913","All Tests - School ","N/A ","N/A ","60.6","N/A","0255111","201415"
"1914","All Tests - District ","50.1 ","53.2 ","60.6","68.1","0255111","201415"
"1915","Sit & Reach ","N/A ","N/A ","70.8","N/A","0255111","201516"
"1916","Curl Up ","N/A ","N/A ","88.5","N/A","0255111","201516"
"1917","Push Up ","N/A ","N/A ","85.7","N/A","0255111","201516"
"1918","Mile Run/PACER ","N/A ","N/A ","82.9","N/A","0255111","201516"
"1919","All Tests - School ","N/A ","N/A ","56.5","N/A","0255111","201516"
"1920","All Tests - District ","51.7 ","45.6 ","56.5","70.7","0255111","201516"
"1921","Sit & Reach ",". ",". ",". ","88.5","0256111","201314"
"1922","Curl Up ",". ",". ",". ","95.6","0256111","201314"
"1923","Push Up ",". ",". ",". ","92.3","0256111","201314"
"1924","Mile Run/PACER ",". ",". ",". ","79.1","0256111","201314"
"1925","All Tests - School ",". ",". ",". ","74.2","0256111","201314"
"1926","All Tests - District ","53.2 ","51.8 ","62.6 ","74.2","0256111","201314"
