"school_id","year","grades_served"
"1352011","201516","PK-5"
"1352111","201314","PK-5"
"1352111","201415","PK-5"
"1352111","201516","PK-5"
"1352211","201314","K-5"
"1352211","201415","K-5"
"1352211","201516","K-5"
"1355311","201314","6-8"
"1355311","201415","6-8"
"1355311","201516","6-8"
"1355511","201314","6-8"
"1355511","201415","6-8"
"1355511","201516","6-8"
"1355611","201314","6-8"
"1355611","201415","6-8"
"1355611","201516","6-8"
"1355711","201314","6-8"
"1355711","201415","5-8"
"1355711","201516","5-8"
"1355811","201314","6-8"
"1355811","201415","5-8"
"1355811","201516","5-8"
"1356111","201314","9-12"
"1356111","201415","9-12"
"1356111","201516","9-12"
"1356311","201314","9-12"
"1356311","201415","9-12"
"1356311","201516","9-12"
"1356411","201314","9-12"
"1356411","201415","9-12"
"1356411","201516","9-12"
"1360311","201314","PK-8"
"1360311","201415","PK-8"
"1360311","201516","PK-8"
"1370111","201314","PK-PK"
"1370111","201415","PK-PK"
"1370111","201516","PK-PK"
"1370211","201314","PK-PK"
"1370211","201415","PK-PK"
"1370211","201516","PK-PK"
"1370411","201314","PK-4"
"1370411","201415","3-4"
"1370411","201516","3-4"
"1370511","201314","K-4"
"1370511","201415","K-4"
"1370511","201516","K-4"
"1370611","201314","K-2"
"1370611","201415","K-2"
"1370611","201516","K-2"
"1375111","201314","5-8"
"1375111","201415","5-8"
"1375111","201516","5-8"
"1375211","201314","5-8"
"1375211","201415","5-8"
"1375211","201516","5-8"
"1376111","201314","9-12"
"1376111","201415","9-12"
"1376111","201516","9-12"
"1380311","201314","K-6"
"1380311","201415","K-6"
"1380311","201516","K-6"
"1380411","201314","PK-6"
"1380411","201415","PK-6"
"1380411","201516","PK-6"
"1380811","201314","K-6"
"1380811","201415","K-6"
"1380811","201516","K-6"
"1380911","201314","K-6"
"1380911","201415","K-6"
"1380911","201516","K-6"
"1381011","201314","PK-6"
"1381011","201415","PK-6"
"1381011","201516","PK-6"
"1381311","201314","K-6"
"1381311","201415","K-6"
"1381311","201516","K-6"
"1381411","201314","K-6"
"1381411","201415","K-6"
"1381411","201516","K-6"
"1381511","201314","PK-6"
"1381511","201415","PK-6"
"1381511","201516","3-6"
"1381611","201314","K-2"
"1381611","201415","K-2"
"1382211","201516","PK-2"
"1385211","201314","7-8"
"1385211","201415","7-8"
"1385211","201516","7-8"
"1385311","201314","7-8"
"1385311","201415","7-8"
"1385311","201516","7-8"
"1386111","201314","9-12"
"1386111","201415","9-12"
"1386111","201516","9-12"
"1386211","201314","9-12"
"1386211","201415","9-12"
"1386211","201516","9-12"
"1390311","201314","3-5"
"1390311","201415","3-5"
"1390311","201516","3-5"
"1390411","201314","PK-2"
"1390411","201415","PK-2"
"1390411","201516","PK-2"
"1395111","201314","6-8"
"1395111","201415","6-8"
"1395111","201516","6-8"
"1396111","201314","9-12"
"1396111","201415","9-12"
"1396111","201516","9-12"
"1400111","201314","PK-3"
"1400111","201415","PK-3"
"1400111","201516","PK-3"
"1400211","201314","4-6"
"1400211","201415","4-6"
"1400211","201516","4-6"
"1406211","201314","7-12"
"1406211","201415","7-12"
"1406211","201516","7-12"
"1410111","201314","PK-4"
"1410111","201415","PK-4"
"1410111","201516","PK-4"
"1415111","201314","5-8"
"1415111","201415","5-8"
"1415111","201516","5-8"
"1416111","201314","9-12"
"1416111","201415","9-12"
"1416111","201516","9-12"
"1420111","201314","PK-2"
"1420111","201415","PK-2"
"1420111","201516","PK-2"
"1420211","201314","3-5"
"1420211","201415","3-5"
"1420211","201516","3-5"
"1425111","201314","6-8"
"1425111","201415","6-8"
"1425111","201516","6-8"
"1426111","201314","9-12"
"1426111","201415","9-12"
"1426111","201516","9-12"
"1430111","201314","PK-5"
"1430111","201415","PK-5"
"1430111","201516","PK-5"
"1430211","201314","K-5"
"1430211","201415","K-5"
"1430211","201516","K-5"
"1430811","201314","PK-1"
"1430811","201415","PK-5"
"1430811","201516","PK-5"
"1430911","201314","PK-5"
"1430911","201415","PK-5"
"1430911","201516","PK-5"
"1431311","201314","PK-5"
"1431311","201415","PK-5"
"1431311","201516","PK-5"
"1435111","201314","6-8"
"1435111","201415","6-8"
"1435111","201516","6-8"
"1436111","201314","9-12"
"1436111","201415","9-12"
"1436111","201516","9-12"
"1440111","201314","K-5"
"1440111","201415","K-5"
"1440111","201516","K-5"
"1440311","201314","K-5"
"1440311","201415","K-5"
"1440311","201516","K-5"
"1440411","201314","K-5"
"1440411","201415","K-5"
"1440411","201516","K-5"
"1440811","201314","K-5"
"1440811","201415","K-5"
"1440811","201516","K-5"
"1440911","201314","K-5"
"1440911","201415","K-5"
"1440911","201516","K-5"
"1441011","201314","K-5"
"1441011","201415","K-5"
"1441011","201516","K-5"
"1445111","201314","6-8"
"1445111","201415","6-8"
"1445111","201516","6-8"
"1445211","201314","6-8"
"1445211","201415","6-8"
"1445211","201516","6-8"
"1446111","201314","9-12"
"1446111","201415","9-12"
"1446111","201516","9-12"
"1450111","201314","K-8"
"1450111","201415","K-8"
"1450111","201516","PK-8"
"1460111","201314","PK-5"
"1460111","201415","PK-5"
"1460111","201516","PK-5"
"1460211","201314","PK-5"
"1460211","201415","PK-5"
"1460211","201516","PK-5"
"1460311","201314","PK-5"
"1460311","201415","PK-5"
"1460311","201516","PK-5"
"1461011","201314","PK-5"
"1461011","201415","PK-5"
"1461011","201516","PK-5"
"1461411","201314","PK-5"
"1461411","201415","PK-5"
"1461411","201516","PK-5"
"1465111","201314","6-8"
"1465111","201415","6-8"
"1465111","201516","6-8"
"1466111","201314","9-12"
"1466111","201415","9-12"
"1466111","201516","9-12"
"1470111","201314","PK-8"
"1470111","201415","PK-8"
"1470111","201516","PK-8"
"1480111","201314","PK-2"
"1480111","201415","PK-2"
"1480111","201516","PK-2"
"1480211","201314","K-2"
"1480211","201415","K-2"
"1480211","201516","PK-2"
"1480311","201314","3-5"
"1480311","201415","3-5"
"1480311","201516","3-5"
"1480411","201314","3-5"
"1480411","201415","3-5"
"1480411","201516","3-5"
"1480811","201314","3-5"
"1480811","201415","3-5"
"1480811","201516","3-5"
"1480911","201314","PK-2"
"1480911","201415","PK-2"
"1480911","201516","PK-2"
"1481011","201314","PK-2"
"1481011","201415","PK-2"
"1481011","201516","PK-2"
"1481211","201314","3-5"
"1481211","201415","3-5"
"1481211","201516","3-5"
"1485211","201314","6-8"
"1485211","201415","6-8"
"1485211","201516","6-8"
"1485311","201314","6-8"
"1485311","201415","6-8"
"1485311","201516","6-8"
"1486111","201314","9-12"
"1486111","201415","9-12"
"1486111","201516","9-12"
"1486211","201314","9-12"
"1486211","201415","9-12"
"1486211","201516","9-12"
"1510511","201314","PK-5"
"1510511","201415","PK-5"
"1510511","201516","PK-5"
"1510611","201314","PK-5"
"1510611","201415","PK-5"
"1510611","201516","PK-5"
"1510711","201314","K-5"
"1510711","201415","K-5"
"1510711","201516","K-5"
"1510811","201314","PK-5"
"1510811","201415","PK-5"
"1510811","201516","PK-5"
"1510911","201314","PK-5"
"1510911","201415","PK-5"
"1510911","201516","PK-5"
"1511111","201314","K-5"
"1511111","201415","K-5"
"1511111","201516","K-5"
"1511311","201314","K-5"
"1511311","201415","K-5"
"1511311","201516","K-5"
"1511411","201314","K-5"
"1511411","201415","K-5"
"1511411","201516","K-5"
"1511611","201314","PK-7"
"1511611","201415","PK-8"
"1511611","201516","PK-8"
"1512011","201314","PK-5"
"1512011","201415","PK-5"
"1512011","201516","PK-5"
"1512111","201314","K-5"
"1512111","201415","K-5"
"1512111","201516","K-5"
"1512211","201314","PK-5"
"1512211","201415","PK-5"
"1512211","201516","PK-5"
"1512311","201314","PK-5"
"1512311","201415","PK-5"
"1512311","201516","PK-5"
"1512611","201314","PK-8"
"1512611","201415","PK-8"
"1512611","201516","PK-8"
"1512711","201314","PK-6"
"1512711","201415","PK-7"
"1512711","201516","PK-8"
"1512811","201314","K-5"
"1512811","201415","K-5"
"1512811","201516","K-5"
"1513111","201314","PK-5"
"1513111","201415","PK-5"
"1513111","201516","PK-5"
"1513211","201314","PK-5"
"1513211","201415","PK-5"
"1513211","201516","PK-5"
"1513311","201314","PK-5"
"1513311","201415","PK-5"
"1513311","201516","PK-5"
"1513411","201314","PK-6"
"1513411","201415","PK-8"
"1513411","201516","PK-8"
"1515011","201314","6-8"
"1515011","201415","6-8"
"1515011","201516","6-8"
"1515111","201314","6-8"
"1515111","201415","6-12"
"1515111","201516","6-8"
"1515211","201314","6-8"
"1515211","201415","6-8"
"1515211","201516","6-8"
"1515311","201314","6-8"
"1515311","201415","6-8"
"1515311","201516","6-8"
"1516011","201314","9-12"
"1516011","201415","9-12"
"1516011","201516","9-12"
"1516211","201314","9-12"
"1516211","201415","9-12"
"1516211","201516","9-12"
"1516311","201314","9-12"
"1516311","201415","9-12"
"1516311","201516","9-12"
"1516411","201314","9-12"
"1516411","201415","9-12"
"1516411","201516","9-12"
"1516711","201314","PK-9"
"1516711","201415","PK-10"
"1516711","201516","PK-11"
"1520211","201314","K-5"
"1520211","201415","K-5"
"1520211","201516","K-5"
"1520611","201314","K-5"
"1520611","201415","K-5"
"1520611","201516","K-5"
"1520711","201314","K-5"
"1520711","201415","K-5"
"1520711","201516","K-5"
"1525111","201314","6-8"
"1525111","201415","6-8"
"1525111","201516","6-8"
"1526111","201314","9-12"
"1526111","201415","9-12"
"1526111","201516","9-12"
"1530211","201314","PK-2"
"1530211","201415","PK-2"
"1530211","201516","PK-2"
"1530311","201314","3-5"
"1530311","201415","3-5"
"1530311","201516","3-5"
"1530411","201314","3-5"
"1530411","201415","3-5"
"1530411","201516","3-5"
"1535111","201314","6-8"
"1535111","201415","6-8"
"1535111","201516","6-8"
"1536111","201314","9-12"
"1536111","201415","9-12"
"1536111","201516","9-12"
"1540211","201314","PK-4"
"1540211","201415","PK-4"
"1540211","201516","PK-4"
"1545111","201314","5-8"
"1545111","201415","5-8"
"1545111","201516","5-8"
"1546111","201314","9-12"
"1546111","201415","9-12"
"1546111","201516","9-12"
"1550211","201314","K-5"
"1550211","201415","PK-5"
"1550211","201516","PK-5"
"1550411","201314","PK-5"
"1550411","201415","K-5"
"1550411","201516","K-5"
"1550511","201314","PK-5"
"1550511","201415","PK-5"
"1550511","201516","PK-5"
"1550611","201314","K-5"
"1550611","201415","K-5"
"1550611","201516","K-5"
"1550911","201314","K-5"
"1550911","201415","K-5"
"1550911","201516","K-5"
"1551011","201314","K-5"
"1551011","201415","K-5"
"1551011","201516","K-5"
"1551211","201314","PK-5"
"1551211","201415","PK-5"
"1551211","201516","PK-5"
"1551311","201314","PK-5"
"1551311","201415","PK-5"
"1551311","201516","PK-5"
"1551511","201314","K-5"
"1551511","201415","K-5"
"1551511","201516","K-5"
"1551611","201314","PK-5"
"1551611","201415","PK-5"
"1551611","201516","PK-5"
"1551711","201314","PK-5"
"1551711","201415","PK-5"
"1551711","201516","PK-5"
"1555111","201314","6-8"
"1555111","201415","6-8"
"1555111","201516","6-8"
"1555211","201314","6-8"
"1555211","201415","6-8"
"1555211","201516","6-8"
"1555311","201314","6-8"
"1555311","201415","6-8"
"1555311","201516","6-8"
"1556111","201314","9-12"
"1556111","201415","9-12"
"1556111","201516","9-12"
"1556211","201314","9-12"
"1556211","201415","9-12"
"1556211","201516","9-12"
"1560311","201314","PK-4"
"1560311","201415","PK-4"
"1560311","201516","PK-4"
"1560411","201314","PK-4"
"1560411","201415","PK-4"
"1560411","201516","PK-4"
"1560611","201314","PK-4"
"1560611","201415","PK-4"
"1560611","201516","PK-4"
"1560811","201314","PK-4"
"1560811","201415","PK-4"
"1560811","201516","PK-4"
"1561211","201314","PK-4"
"1561211","201415","PK-4"
"1561211","201516","PK-4"
"1561411","201314","PK-4"
"1561411","201415","PK-4"
"1561411","201516","PK-4"
"1565111","201314","7-8"
"1565111","201415","7-8"
"1565111","201516","7-8"
"1565311","201314","5-6"
"1565311","201415","5-6"
"1565311","201516","5-6"
"1566111","201314","9-12"
"1566111","201415","9-12"
"1566111","201516","9-12"
"1570111","201314","PK-2"
"1570111","201415","PK-2"
"1570111","201516","PK-2"
"1570211","201314","3-5"
"1570211","201415","3-5"
"1570211","201516","3-5"
"1575111","201314","6-8"
"1575111","201415","6-8"
"1575111","201516","6-8"
"1576111","201314","9-12"
"1576111","201415","9-12"
"1576111","201516","9-12"
"1580311","201314","K-5"
"1580311","201415","K-5"
"1580311","201516","K-5"
"1580411","201314","K-5"
"1580411","201415","K-5"
"1580411","201516","K-5"
"1580511","201314","K-5"
"1580511","201415","K-5"
"1580511","201516","K-5"
"1580711","201314","K-5"
"1580711","201415","K-5"
"1580711","201516","K-5"
"1580811","201314","K-5"
"1580811","201415","K-5"
"1580811","201516","K-5"
"1585111","201314","6-8"
"1585111","201415","6-8"
"1585111","201516","6-8"
"1585311","201314","6-8"
"1585311","201415","6-8"
"1585311","201516","6-8"
"1586111","201314","9-12"
"1586111","201415","9-12"
"1586111","201516","9-12"
"1590211","201314","PK-6"
"1590211","201415","K-6"
"1590211","201516","K-6"
"1590811","201314","PK-6"
"1590811","201415","K-6"
"1590811","201516","K-6"
"1591011","201314","PK-6"
"1591011","201415","K-6"
"1591011","201516","K-6"
"1591111","201314","PK-6"
"1591111","201415","K-6"
"1591111","201516","K-6"
"1591211","201314","PK-6"
"1591211","201415","PK-6"
"1591211","201516","PK-6"
"1595211","201314","7-8"
"1595211","201415","7-8"
"1595211","201516","7-8"
"1596111","201314","9-12"
"1596111","201415","9-12"
"1596111","201516","9-12"
"1600111","201314","PK-3"
"1600111","201415","PK-4"
"1600111","201516","PK-4"
"1605111","201314","4-8"
"1605111","201415","5-8"
"1605111","201516","5-8"
"1610511","201314","PK-2"
"1610511","201415","PK-2"
"1610511","201516","PK-2"
"1610711","201314","3-5"
"1610711","201415","3-5"
"1610711","201516","3-5"
"1615211","201314","6-8"
"1615211","201415","6-8"
"1615211","201516","6-8"
"1616111","201314","9-12"
"1616111","201415","9-12"
"1616111","201516","9-12"
"1620411","201314","PK-1"
"1620411","201415","PK-1"
"1620411","201516","PK-1"
"1625111","201314","5-6"
"1625111","201415","5-6"
"1625111","201516","5-6"
"1630111","201314","K-5"
"1630111","201415","K-5"
"1630111","201516","K-5"
"1630311","201314","K-5"
"1630311","201415","K-5"
"1630311","201516","K-5"
"1630411","201314","K-6"
"1630411","201415","K-7"
"1630411","201516","K-8"
"1630511","201314","K-5"
"1630511","201415","K-5"
"1630511","201516","K-5"
"1630611","201314","K-5"
"1630611","201415","K-5"
"1630611","201516","K-5"
"1635111","201314","6-8"
"1635111","201415","6-8"
"1635111","201516","6-8"
"1636111","201314","9-12"
"1636111","201415","9-12"
"1636111","201516","9-12"
"1640111","201314","3-5"
"1640111","201415","3-5"
"1640111","201516","3-5"
"1640511","201314","K-2"
"1640511","201415","K-2"
"1640511","201516","PK-2"
"1640811","201314","3-5"
"1640811","201415","3-5"
"1640811","201516","3-5"
"1640911","201314","PK-2"
"1640911","201415","PK-2"
"1640911","201516","PK-2"
"1645311","201314","6-8"
"1645311","201415","6-8"
"1645311","201516","6-8"
"1646111","201314","9-12"
"1646111","201415","9-12"
"1646111","201516","9-12"
"1650111","201314","PK-2"
"1650111","201415","PK-2"
"1650111","201516","PK-2"
"1650411","201314","3-5"
"1650411","201415","3-5"
"1650411","201516","3-5"
"1655111","201314","6-8"
"1655111","201415","6-8"
"1655111","201516","6-8"
"1656111","201314","9-12"
"1656111","201415","9-12"
"1656111","201516","9-12"
"1660211","201314","K-5"
"1660211","201415","K-5"
"1660211","201516","K-5"
"1660511","201314","K-5"
"1660511","201415","K-5"
"1660511","201516","K-5"
"1660611","201314","PK-5"
"1660611","201415","PK-5"
"1660611","201516","PK-5"
"1665111","201314","6-8"
"1665111","201415","6-8"
"1665111","201516","6-8"
"1666111","201314","9-12"
"1666111","201415","9-12"
"1666111","201516","9-12"
"1670311","201314","PK-6"
"1670311","201415","PK-6"
"1670311","201516","PK-6"
"1690211","201314","PK-4"
"1690211","201415","PK-4"
"1690211","201516","PK-4"
"1695111","201314","5-8"
"1695111","201415","5-8"
"1695111","201516","5-8"
"2016112","201314","9-12"
"2016112","201415","9-12"
"2016112","201516","9-12"
"2045112","201314","7-8"
"2045112","201415","7-8"
"2045112","201516","7-8"
"2046112","201314","9-12"
"2046112","201415","9-12"
"2046112","201516","9-12"
"2055112","201314","7-8"
"2055112","201415","7-8"
"2055112","201516","7-8"
"2055212","201314","7-8"
"2055212","201415","7-8"
"2055212","201516","7-8"
"2056112","201314","9-12"
"2056112","201415","9-12"
"2056112","201516","9-12"
"2060112","201314","K-6"
"2060112","201415","K-6"
"2060112","201516","K-6"
"2060212","201314","K-6"
"2060212","201415","K-6"
"2060212","201516","K-6"
"2060312","201314","K-6"
"2060312","201415","K-5"
"2060312","201516","K-6"
"2066112","201314","7-12"
"2066112","201415","7-12"
"2066112","201516","7-12"
"2075112","201314","7-8"
"2075112","201415","7-8"
"2075112","201516","7-8"
"2076112","201314","9-12"
"2076112","201415","9-12"
"2076112","201516","9-12"
"2085112","201314","7-8"
"2085112","201415","7-8"
"2085112","201516","7-8"
"2086112","201314","9-12"
"2086112","201415","9-12"
"2086112","201516","9-12"
"2096112","201314","9-12"
"2096112","201415","9-12"
"2096112","201516","9-12"
"2100212","201314","PK-4"
"2100212","201415","PK-4"
"2100212","201516","PK-4"
"2100312","201314","PK-4"
"2100312","201415","PK-4"
"2100312","201516","PK-4"
"2105112","201314","5-8"
"2105112","201415","5-8"
"2105112","201516","5-8"
"2106112","201314","9-12"
"2106112","201415","9-12"
"2106112","201516","9-12"
"2116112","201314","7-12"
"2116112","201415","7-12"
"2116112","201516","7-12"
"2120112","201314","K-5"
"2120112","201415","K-5"
"2120112","201516","K-5"
"2120212","201314","K-5"
"2120212","201415","K-5"
"2120212","201516","K-5"
"2120312","201314","6-12"
"2120312","201415","6-12"
"2120312","201516","6-12"
"2120412","201314","PK-5"
"2120412","201415","PK-5"
"2120412","201516","PK-5"
"2130112","201314","PK-2"
"2130112","201415","PK-2"
"2130112","201516","PK-2"
"2130412","201314","5-6"
"2130412","201415","5-6"
"2130412","201516","5-6"
"2130512","201314","K-4"
"2130512","201415","K-4"
"2130512","201516","K-4"
"2135112","201314","7-8"
"2135112","201415","7-8"
"2135112","201516","7-8"
"2136112","201314","9-12"
"2136112","201415","9-12"
"2136112","201516","9-12"
"2140112","201314","K-5"
"2140112","201415","K-5"
"2140112","201516","K-5"
"2140212","201314","K-5"
"2140212","201415","K-5"
"2140212","201516","K-5"
"2145112","201314","6-8"
"2145112","201415","6-8"
"2145112","201516","6-8"
"2146112","201314","9-12"
"2146112","201415","9-12"
"2146112","201516","9-12"
"2150412","201314","K-5"
"2150412","201415","PK-5"
"2150412","201516","PK-5"
"2150512","201314","K-5"
"2150512","201415","PK-5"
"2150512","201516","PK-5"
"2150612","201314","K-5"
"2150612","201415","PK-5"
"2150612","201516","PK-5"
"2150712","201314","PK-5"
"2150712","201415","PK-5"
"2150712","201516","PK-5"
"2155112","201314","6-8"
"2155112","201415","6-8"
"2155112","201516","6-8"
"2155212","201314","6-8"
"2155212","201415","6-8"
"2155212","201516","6-8"
"2156212","201314","9-12"
"2156212","201415","9-12"
"2156212","201516","9-12"
"2160112","201314","PK-5"
"2160112","201415","PK-5"
"2160112","201516","PK-5"
"2160512","201516","PK-5"
"2165112","201314","6-8"
"2165112","201415","6-8"
"2165112","201516","6-8"
"2166012","201314","9-12"
"2166012","201415","9-12"
"2166012","201516","9-12"
"2170112","201314","K-4"
"2170112","201415","K-4"
"2170112","201516","K-4"
"2170212","201314","PK-4"
"2170212","201415","PK-4"
"2170212","201516","PK-4"
"2170312","201314","PK-4"
"2170312","201415","PK-4"
"2170312","201516","PK-4"
"2175112","201314","5-8"
"2175112","201415","5-8"
"2175112","201516","5-8"
"2176112","201314","9-12"
"2176112","201415","9-12"
"2176112","201516","9-12"
"2180112","201314","K-5"
"2180112","201415","K-5"
"2180112","201516","K-5"
"2180212","201314","PK-3"
"2180212","201415","K-4"
"2180212","201516","K-5"
"2180312","201314","4-5"
"2180312","201415","PK-5"
"2180312","201516","PK-PK"
"2185112","201314","6-8"
"2185112","201415","6-8"
"2185112","201516","6-8"
"2186112","201314","9-12"
"2186112","201415","9-12"
"2186112","201516","9-12"
"2196112","201314","9-12"
"2196112","201415","9-12"
"2196112","201516","9-12"
"2410114","201314","PK-5"
"2410114","201415","PK-5"
"2410114","201516","PK-5"
"2410214","201314","PK-5"
"2410214","201415","PK-5"
"2410214","201516","PK-5"
"2410314","201314","PK-5"
"2410314","201415","PK-5"
"2410314","201516","PK-5"
"2410414","201314","PK-5"
"2410414","201415","PK-5"
"2410414","201516","PK-5"
"2410514","201314","PK-5"
"2410514","201415","PK-5"
"2410514","201516","PK-5"
"2410614","201314","PK-1"
"2410614","201415","PK-2"
"2410614","201516","PK-3"
"2410714","201314","PK-K"
"2410714","201415","PK-1"
"2410714","201516","PK-2"
"2413114","201314","PK-6"
"2413114","201415","PK-6"
"2413114","201516","PK-6"
"2415014","201314","6-8"
"2415014","201415","6-8"
"2415014","201516","6-8"
"2415114","201314","6-12"
"2415114","201415","6-12"
"2415114","201516","6-12"
"2415214","201314","6-12"
"2415214","201415","6-12"
"2415214","201516","6-12"
"2415314","201314","6-8"
"2415314","201415","6-8"
"2415314","201516","6-8"
"2416114","201314","6-12"
"2416114","201415","6-12"
"2416114","201516","6-12"
"2416414","201314","9-12"
"2416414","201415","9-12"
"2416414","201516","9-12"
"2416514","201314","PK-12"
"2416514","201415","PK-12"
"2416514","201516","PK-12"
"2416714","201314","9-10"
"2416714","201415","9-11"
"2416714","201516","9-12"
"2418114","201314","PK-2"
"2418114","201415","PK-3"
"2418114","201516","PK-4"
"2430114","201314","PK-8"
"2430114","201415","PK-8"
"2430114","201516","PK-8"
"2440314","201314","K-8"
"2440314","201415","K-8"
"2440314","201516","K-8"
"2445114","201314","6-8"
"2445114","201415","6-8"
"2445114","201516","6-8"
"2450114","201314","K-5"
"2450114","201415","K-5"
"2450114","201516","K-5"
"2450214","201314","PK-K"
"2450214","201415","PK-K"
"2450214","201516","PK-K"
"2450314","201314","PK-K"
"2450314","201415","PK-1"
"2450314","201516","PK-2"
"2455014","201314","6-8"
"2455014","201415","6-8"
"2455014","201516","6-8"
"2456014","201314","9-12"
"2456014","201415","9-12"
"2456014","201516","9-12"
"2456114","201314","9-12"
"2456114","201415","9-12"
"2456114","201516","9-12"
"2456214","201314","11-12"
"2456214","201415","11-12"
"2456214","201516","11-12"
"2536014","201314","9-12"
"2536014","201415","9-12"
"2536014","201516","9-12"
"2536114","201314","9-12"
"2536114","201415","9-12"
"2536114","201516","9-12"
"2610113","201314","PK-12"
"2610113","201415","PK-12"
"2610113","201516","PK-12"
"2635113","201314","K-8"
"2635113","201415","K-8"
"2635113","201516","K-8"
"2640113","201314","PK-8"
"2640113","201415","PK-8"
"2640113","201516","PK-8"
"2655113","201314","6-8"
"2655113","201415","6-8"
"2655113","201516","6-8"
"2686113","201314","9-12"
"2686113","201415","9-12"
"2686113","201516","9-12"
"2696113","201314","7-12"
"2696113","201415","7-12"
"2696113","201516","7-12"
"2700113","201314","PK-8"
"2700113","201415","PK-8"
"2700113","201516","PK-8"
"2726113","201314","9-12"
"2726113","201415","9-12"
"2726113","201516","9-12"
"2785113","201314","6-8"
"2785113","201415","6-8"
"2785113","201516","6-8"
"2795113","201314","K-12"
"2795113","201415","K-12"
"2795113","201516","K-12"
"2800113","201314","K-8"
"2800113","201415","PK-8"
"2800113","201516","PK-8"
"2826013","201314","9-12"
"2826013","201415","9-12"
"2826013","201516","9-12"
"2835113","201314","6-8"
"2835113","201415","5-8"
"2835113","201516","5-8"
"2850113","201314","K-12"
"2850113","201415","K-12"
"2850113","201516","K-12"
"2860113","201314","PK-9"
"2860113","201415","PK-10"
"2860113","201516","PK-11"
"2880113","201314","K-9"
"2880113","201415","K-11"
"2890113","201314","K-12"
"2890113","201415","K-12"
"2890113","201516","K-12"
"2900113","201314","PK-1"
"2900113","201415","PK-2"
"2900113","201516","PK-3"
"2910113","201415","PK-K"
"2910113","201516","PK-1"
"2930113","201415","9-12"
"2930113","201516","9-12"
"2940113","201415","6-6"
"2940113","201516","6-7"
"2950113","201415","K-1"
"2950113","201516","K-2"
"2960113","201516","PK-1"
"2970113","201516","6-12"
"3360115","201314","8-12"
"3360115","201415","8-12"
"3360115","201516","8-12"
"3360215","201314","7-12"
"3360215","201415","7-12"
"3360215","201516","7-12"
