"school_id","year","grades_served"
"0647611","201516","9-12"
"0647711","201314","9-12"
"0647711","201415","9-12"
"0647711","201516","9-12"
"0647911","201314","9-12"
"0647911","201415","9-12"
"0647911","201516","9-12"
"0650111","201314","PK-8"
"0650111","201415","PK-8"
"0650111","201516","PK-8"
"0670111","201314","3-6"
"0670111","201415","3-6"
"0670111","201516","3-6"
"0670211","201314","PK-2"
"0670211","201415","PK-2"
"0670211","201516","PK-2"
"0680111","201314","PK-8"
"0680111","201415","PK-8"
"0680111","201516","PK-8"
"0690111","201314","K-4"
"0690111","201415","K-4"
"0690111","201516","PK-1"
"0690311","201314","PK-4"
"0690311","201415","PK-4"
"0690311","201516","2-4"
"0695211","201314","5-8"
"0695211","201415","5-8"
"0695211","201516","5-8"
"0696111","201314","9-12"
"0696111","201415","9-12"
"0696111","201516","9-12"
"0710111","201314","PK-4"
"0710111","201415","PK-4"
"0710111","201516","PK-4"
"0715111","201314","5-8"
"0715111","201415","5-8"
"0715111","201516","5-8"
"0716211","201314","9-12"
"0716211","201415","9-12"
"0716211","201516","9-12"
"0720111","201314","K-6"
"0720111","201415","K-6"
"0720111","201516","K-6"
"0720211","201314","K-2"
"0720211","201415","K-2"
"0720211","201516","PK-2"
"0720311","201314","3-6"
"0720311","201415","3-6"
"0720311","201516","3-6"
"0720411","201314","PK-6"
"0720411","201415","PK-6"
"0720411","201516","PK-6"
"0725111","201314","7-8"
"0725111","201415","7-8"
"0725111","201516","7-8"
"0726111","201314","9-12"
"0726111","201415","9-12"
"0726111","201516","9-12"
"0730111","201314","PK-8"
"0730111","201415","PK-8"
"0730111","201516","PK-8"
"0740211","201314","PK-3"
"0740211","201415","PK-3"
"0740211","201516","PK-3"
"0740311","201314","4-6"
"0740311","201415","4-6"
"0740311","201516","4-6"
"0746011","201516","7-8"
"0746111","201314","7-12"
"0746111","201415","7-12"
"0746111","201516","9-12"
"0760111","201314","K-4"
"0760111","201415","K-4"
"0760111","201516","K-4"
"0760211","201314","K-4"
"0760211","201415","K-4"
"0760211","201516","K-4"
"0760311","201314","K-4"
"0760311","201415","K-4"
"0760311","201516","K-4"
"0760611","201314","5-6"
"0760611","201415","5-6"
"0760611","201516","5-6"
"0765211","201314","7-8"
"0765211","201415","7-8"
"0765211","201516","7-8"
"0766111","201314","9-12"
"0766111","201415","9-12"
"0766111","201516","9-12"
"0770111","201314","K-5"
"0770111","201415","K-5"
"0770111","201516","K-5"
"0770311","201314","PK-5"
"0770311","201415","PK-5"
"0770311","201516","PK-5"
"0770411","201314","K-5"
"0770411","201415","K-5"
"0770411","201516","K-5"
"0770611","201314","K-5"
"0770611","201415","PK-5"
"0770611","201516","PK-5"
"0771011","201314","K-5"
"0771011","201415","K-5"
"0771011","201516","K-5"
"0771211","201314","K-5"
"0771211","201415","K-5"
"0771211","201516","K-5"
"0771311","201314","K-5"
"0771311","201415","K-5"
"0771311","201516","K-5"
"0771411","201314","K-5"
"0771411","201415","K-5"
"0771411","201516","K-5"
"0771611","201314","K-5"
"0771611","201415","K-5"
"0771611","201516","K-5"
"0771711","201314","6-6"
"0771711","201415","6-6"
"0771711","201516","6-6"
"0775311","201314","7-8"
"0775311","201415","7-8"
"0775311","201516","7-8"
"0776111","201314","9-12"
"0776111","201415","9-12"
"0776111","201516","9-12"
"0780211","201314","PK-4"
"0780211","201415","PK-4"
"0780211","201516","PK-4"
"0780411","201314","PK-4"
"0780411","201415","PK-4"
"0780411","201516","PK-4"
"0780511","201314","PK-4"
"0780511","201415","PK-4"
"0780511","201516","PK-4"
"0785111","201314","5-8"
"0785111","201415","5-8"
"0785111","201516","5-8"
"0790111","201314","PK-6"
"0790111","201415","PK-6"
"0790111","201516","PK-6"
"0800111","201314","PK-5"
"0800111","201415","PK-5"
"0800111","201516","K-5"
"0800311","201314","PK-5"
"0800311","201415","PK-5"
"0800311","201516","PK-5"
"0800411","201314","K-5"
"0800411","201415","K-5"
"0800411","201516","K-5"
"0800511","201314","PK-5"
"0800511","201415","PK-5"
"0800511","201516","K-5"
"0800711","201314","K-5"
"0800711","201415","K-5"
"0800711","201516","K-5"
"0800811","201314","PK-5"
"0800811","201415","PK-5"
"0800811","201516","PK-5"
"0801011","201314","K-5"
"0801011","201415","K-5"
"0801011","201516","K-5"
"0801111","201314","1-5"
"0801111","201415","1-5"
"0801111","201516","1-5"
"0805211","201314","6-8"
"0805211","201415","6-8"
"0805211","201516","6-8"
"0805411","201314","6-8"
"0805411","201415","6-8"
"0805411","201516","6-8"
"0806111","201314","9-12"
"0806111","201415","9-12"
"0806111","201516","9-12"
"0806211","201314","9-12"
"0806211","201415","9-12"
"0806211","201516","9-12"
"0830111","201314","K-5"
"0830111","201415","K-5"
"0830111","201516","K-5"
"0830211","201314","PK-5"
"0830211","201415","PK-5"
"0830211","201516","PK-5"
"0830511","201314","K-5"
"0830511","201415","K-5"
"0830511","201516","K-5"
"0830911","201314","K-5"
"0830911","201415","K-5"
"0830911","201516","K-5"
"0831111","201314","PK-5"
"0831111","201415","PK-5"
"0831111","201516","PK-5"
"0831211","201314","K-5"
"0831211","201415","K-5"
"0831211","201516","K-5"
"0831311","201314","K-5"
"0831311","201415","K-5"
"0831311","201516","K-5"
"0831411","201314","K-5"
"0831411","201415","K-5"
"0831411","201516","K-5"
"0831511","201314","6-6"
"0831511","201415","6-6"
"0831511","201516","6-6"
"0835411","201314","7-8"
"0835411","201415","7-8"
"0835411","201516","7-8"
"0836211","201314","9-12"
"0836211","201415","9-12"
"0836211","201516","9-12"
"0840111","201314","3-5"
"0840111","201415","3-5"
"0840111","201516","K-5"
"0840711","201314","3-5"
"0840711","201415","3-5"
"0840711","201516","K-5"
"0840811","201314","PK-2"
"0840811","201415","PK-2"
"0840811","201516","PK-5"
"0841011","201314","K-5"
"0841011","201415","K-5"
"0841011","201516","PK-5"
"0841611","201314","PK-2"
"0841611","201415","PK-2"
"0841611","201516","PK-5"
"0841711","201314","K-2"
"0841711","201415","K-2"
"0841711","201516","K-5"
"0841811","201314","3-5"
"0841811","201415","3-5"
"0841811","201516","PK-5"
"0841911","201314","PK-2"
"0841911","201415","PK-2"
"0841911","201516","PK-5"
"0845111","201314","6-8"
"0845111","201415","6-8"
"0845111","201516","6-8"
"0845211","201314","6-8"
"0845211","201415","6-8"
"0845211","201516","6-8"
"0845311","201314","6-8"
"0845311","201415","6-8"
"0845311","201516","6-8"
"0846211","201314","9-12"
"0846211","201415","9-12"
"0846211","201516","9-12"
"0846311","201314","9-12"
"0846311","201415","9-12"
"0846311","201516","9-12"
"0850111","201314","PK-5"
"0850111","201415","PK-5"
"0850111","201516","PK-5"
"0850311","201314","K-5"
"0850311","201415","K-5"
"0850311","201516","K-5"
"0850511","201314","K-5"
"0850511","201415","K-5"
"0850511","201516","K-5"
"0855211","201314","6-8"
"0855211","201415","6-8"
"0855211","201516","6-8"
"0856111","201314","9-12"
"0856111","201415","9-12"
"0856111","201516","9-12"
"0860111","201314","K-5"
"0860111","201415","K-5"
"0860111","201516","K-5"
"0860511","201314","PK-5"
"0860511","201415","PK-5"
"0860511","201516","K-5"
"0860711","201314","K-5"
"0860711","201415","K-5"
"0860711","201516","K-5"
"0865111","201314","6-8"
"0865111","201415","6-8"
"0865111","201516","6-8"
"0866111","201314","9-12"
"0866111","201415","9-12"
"0866111","201516","9-12"
"0880211","201314","5-6"
"0880211","201415","5-6"
"0880211","201516","5-6"
"0880311","201314","PK-4"
"0880311","201415","PK-4"
"0880311","201516","PK-4"
"0880411","201314","5-6"
"0880411","201415","5-6"
"0880411","201516","5-6"
"0880511","201314","K-4"
"0880511","201415","K-4"
"0880511","201516","K-4"
"0880611","201314","K-4"
"0880611","201415","K-4"
"0880611","201516","K-4"
"0880711","201314","K-4"
"0880711","201415","K-4"
"0880711","201516","K-4"
"0880811","201314","K-4"
"0880811","201415","K-4"
"0880811","201516","K-4"
"0885111","201314","7-8"
"0885111","201415","7-8"
"0885111","201516","7-8"
"0886111","201314","9-12"
"0886111","201415","9-12"
"0886111","201516","9-12"
"0890311","201314","PK-5"
"0890311","201415","PK-5"
"0890311","201516","PK-5"
"0890511","201314","PK-5"
"0890511","201415","PK-5"
"0890511","201516","PK-5"
"0890611","201314","K-5"
"0890611","201415","K-5"
"0890611","201516","K-5"
"0890711","201314","K-5"
"0890711","201415","K-5"
"0890711","201516","K-5"
"0890811","201314","PK-5"
"0890811","201415","PK-5"
"0890811","201516","PK-5"
"0890911","201314","PK-5"
"0890911","201415","PK-5"
"0890911","201516","PK-5"
"0891111","201314","PK-8"
"0891111","201415","PK-8"
"0891111","201516","PK-8"
"0891211","201314","K-5"
"0891211","201415","K-5"
"0891211","201516","K-5"
"0891311","201314","PK-5"
"0891311","201415","PK-5"
"0891311","201516","PK-5"
"0891511","201314","K-5"
"0891511","201415","K-5"
"0891511","201516","K-5"
"0895211","201314","6-8"
"0895211","201415","6-8"
"0895211","201516","6-8"
"0895311","201314","6-8"
"0895311","201415","6-8"
"0895311","201516","6-8"
"0895411","201314","6-8"
"0895411","201415","6-8"
"0895411","201516","6-8"
"0896111","201314","9-12"
"0896111","201415","9-12"
"0896111","201516","9-12"
"0900211","201314","K-4"
"0900211","201415","K-4"
"0900211","201516","K-4"
"0900311","201314","PK-4"
"0900311","201415","PK-4"
"0900311","201516","PK-4"
"0900411","201314","K-4"
"0900411","201415","K-4"
"0900411","201516","K-4"
"0905111","201314","5-8"
"0905111","201415","5-8"
"0905111","201516","5-8"
"0906111","201314","9-12"
"0906111","201415","9-12"
"0906111","201516","9-12"
"0910111","201314","PK-2"
"0910111","201415","PK-2"
"0910111","201516","PK-2"
"0910211","201314","3-5"
"0910211","201415","3-5"
"0910211","201516","3-5"
"0915211","201314","6-8"
"0915211","201415","6-8"
"0915211","201516","6-8"
"0916111","201314","9-12"
"0916111","201415","9-12"
"0916111","201516","9-12"
"0920111","201314","K-2"
"0920111","201415","K-2"
"0920111","201516","K-2"
"0920211","201314","PK-2"
"0920211","201415","PK-2"
"0920211","201516","PK-2"
"0920311","201314","3-6"
"0920311","201415","3-6"
"0920311","201516","3-6"
"0930211","201314","PK-8"
"0930211","201415","PK-8"
"0930211","201516","PK-8"
"0930311","201314","PK-8"
"0930311","201415","PK-8"
"0930311","201516","PK-8"
"0930611","201314","PK-8"
"0930611","201415","K-8"
"0930611","201516","K-8"
"0930711","201314","PK-8"
"0930711","201415","PK-8"
"0930711","201516","PK-8"
"0930811","201314","PK-8"
"0930811","201415","PK-8"
"0930811","201516","PK-8"
"0930911","201314","PK-8"
"0930911","201415","PK-8"
"0930911","201516","PK-8"
"0931011","201314","PK-8"
"0931011","201415","PK-8"
"0931011","201516","PK-8"
"0931211","201314","K-8"
"0931211","201415","K-8"
"0931211","201516","K-8"
"0931311","201314","PK-8"
"0931311","201415","PK-8"
"0931311","201516","PK-8"
"0931411","201314","PK-8"
"0931411","201415","PK-8"
"0931411","201516","PK-8"
"0931511","201314","K-8"
"0931511","201415","PK-8"
"0931511","201516","PK-8"
"0931611","201314","PK-8"
"0931611","201415","PK-8"
"0931611","201516","PK-8"
"0931711","201314","6-11"
"0931711","201415","6-12"
"0931711","201516","6-12"
"0931811","201314","PK-8"
"0931811","201415","PK-8"
"0931811","201516","PK-8"
"0931911","201314","PK-8"
"0931911","201415","PK-8"
"0931911","201516","PK-8"
"0932011","201314","PK-6"
"0932011","201415","PK-6"
"0932011","201516","PK-6"
"0932111","201314","PK-8"
"0932111","201415","PK-8"
"0932111","201516","PK-8"
"0932811","201314","K-3"
"0932811","201415","K-4"
"0932811","201516","K-4"
"0932911","201314","PK-8"
"0932911","201415","PK-8"
"0932911","201516","PK-8"
"0933011","201314","PK-8"
"0933011","201415","PK-8"
"0933011","201516","PK-8"
"0933111","201314","PK-8"
"0933111","201415","PK-8"
"0933111","201516","PK-8"
"0933211","201314","PK-8"
"0933211","201415","PK-8"
"0933211","201516","PK-8"
"0933511","201314","K-3"
"0933511","201415","K-4"
"0933511","201516","K-4"
"0933811","201314","K-8"
"0933811","201415","K-8"
"0933811","201516","K-8"
"0934111","201314","PK-8"
"0934111","201415","PK-8"
"0934111","201516","PK-8"
"0934211","201314","PK-8"
"0934211","201415","K-8"
"0934211","201516","K-8"
"0934311","201314","PK-8"
"0934311","201415","PK-8"
"0934311","201516","PK-8"
"0934611","201314","PK-8"
"0934611","201415","PK-8"
"0934611","201516","PK-8"
"0934811","201314","PK-8"
"0934811","201415","PK-8"
"0934811","201516","PK-8"
"0934911","201314","PK-5"
"0934911","201415","PK-5"
"0934911","201516","PK-5"
"0935511","201314","5-8"
"0935511","201415","5-8"
"0935511","201516","5-8"
"0936011","201314","9-12"
"0936011","201415","9-12"
"0936011","201516","9-12"
"0936111","201314","9-12"
"0936111","201415","9-12"
"0936111","201516","9-12"
"0936211","201314","9-12"
"0936211","201415","9-12"
"0936211","201516","9-12"
"0936311","201314","9-12"
"0936311","201415","9-12"
"0936311","201516","9-12"
"0936411","201314","9-12"
"0936411","201415","9-12"
"0936411","201516","9-12"
"0936611","201314","9-12"
"0936611","201415","9-12"
"0936611","201516","9-12"
"0936711","201314","9-12"
"0936711","201415","9-12"
"0936711","201516","9-12"
"0936811","201314","9-12"
"0936811","201415","9-12"
"0936811","201516","9-12"
"0937011","201314","9-12"
"0937011","201415","9-12"
"0937011","201516","9-12"
"0940211","201314","PK-4"
"0940211","201415","PK-4"
"0940211","201516","PK-4"
"0940611","201314","PK-4"
"0940611","201415","PK-4"
"0940611","201516","PK-4"
"0940711","201314","K-4"
"0940711","201415","K-4"
"0940711","201516","K-4"
"0940811","201314","PK-4"
"0940811","201415","PK-4"
"0940811","201516","PK-4"
"0945111","201314","5-8"
"0945111","201415","5-8"
"0945111","201516","5-8"
"0945311","201314","5-8"
"0945311","201415","5-8"
"0945311","201516","5-8"
"0946111","201314","9-12"
"0946111","201415","9-12"
"0946111","201516","9-12"
"0950311","201314","PK-5"
"0950311","201415","PK-5"
"0950311","201516","K-5"
"0950611","201415","PK-K"
"0950611","201516","PK-2"
"0950811","201314","PK-5"
"0950811","201415","PK-5"
"0950811","201516","K-5"
"0950911","201314","PK-5"
"0950911","201415","PK-5"
"0950911","201516","K-5"
"0955111","201314","6-8"
"0955111","201415","5-8"
"0955111","201516","5-8"
"0956111","201314","9-12"
"0956111","201415","9-12"
"0956111","201516","9-12"
"0960511","201314","PK-3"
"0960511","201415","PK-3"
"0960511","201516","PK-2"
"0960811","201314","PK-3"
"0960811","201415","PK-3"
"0960811","201516","PK-2"
"0960911","201314","4-6"
"0960911","201415","4-6"
"0960911","201516","3-5"
"0965211","201314","7-8"
"0965211","201415","7-8"
"0965211","201516","6-8"
"0966111","201314","9-12"
"0966111","201415","9-12"
"0966111","201516","9-12"
"0970111","201314","K-4"
"0970111","201415","K-4"
"0970111","201516","K-4"
"0970211","201314","K-4"
"0970211","201415","K-4"
"0970211","201516","K-4"
"0970311","201314","K-4"
"0970311","201415","K-4"
"0970311","201516","K-4"
"0970411","201314","K-4"
"0970411","201415","K-4"
"0970411","201516","K-4"
"0970511","201314","5-6"
"0970511","201415","5-6"
"0970511","201516","5-6"
"0975111","201314","7-8"
"0975111","201415","7-8"
"0975111","201516","7-8"
"0976111","201314","9-12"
"0976111","201415","9-12"
"0976111","201516","9-12"
"0980111","201314","PK-6"
"0980111","201415","PK-6"
"0980111","201516","PK-6"
"0990411","201314","PK-2"
"0990411","201415","PK-2"
"0990411","201516","PK-2"
"0990611","201314","3-5"
"0990611","201415","3-5"
"0990611","201516","3-5"
"0995111","201314","6-8"
"0995111","201415","6-8"
"0995111","201516","6-8"
"0996111","201314","9-12"
"0996111","201415","9-12"
"0996111","201516","9-12"
"1000111","201314","PK-8"
"1000111","201415","PK-8"
"1000111","201516","PK-8"
"1010211","201314","K-5"
"1010211","201415","K-5"
"1010211","201516","K-5"
"1010311","201314","K-5"
"1010311","201415","K-5"
"1010311","201516","K-5"
"1010711","201314","PK-5"
"1010711","201415","PK-5"
"1010711","201516","PK-5"
"1010811","201314","K-5"
"1010811","201415","K-5"
"1010811","201516","K-5"
"1015211","201314","6-8"
"1015211","201415","6-8"
"1015211","201516","6-8"
"1016111","201314","9-12"
"1016111","201415","9-12"
"1016111","201516","9-12"
"1020111","201314","PK-5"
"1020111","201415","PK-5"
"1020111","201516","PK-5"
"1026111","201314","9-12"
"1026111","201415","9-12"
"1026111","201516","9-12"
"1030211","201314","PK-5"
"1030211","201415","PK-5"
"1030211","201516","PK-5"
"1030311","201314","K-5"
"1030311","201415","K-5"
"1030311","201516","K-5"
"1030411","201314","PK-5"
"1030411","201415","PK-5"
"1030411","201516","PK-5"
"1030711","201314","K-5"
"1030711","201415","K-5"
"1030711","201516","K-5"
"1030811","201314","PK-5"
"1030811","201415","PK-5"
"1030811","201516","PK-5"
"1031311","201314","PK-5"
"1031311","201415","PK-5"
"1031311","201516","PK-5"
"1031411","201314","PK-5"
"1031411","201415","PK-5"
"1031411","201516","PK-5"
"1032011","201314","PK-5"
"1032011","201415","PK-5"
"1032011","201516","PK-5"
"1032111","201314","PK-5"
"1032111","201415","PK-5"
"1032111","201516","PK-5"
"1032211","201314","PK-5"
"1032211","201415","PK-5"
"1032211","201516","PK-5"
"1032311","201314","PK-5"
"1032311","201415","PK-5"
"1032311","201516","PK-5"
"1032411","201314","PK-5"
"1032411","201415","PK-5"
"1032411","201516","PK-5"
"1035211","201314","6-8"
"1035211","201415","6-8"
"1035211","201516","6-8"
"1035311","201314","6-8"
"1035311","201415","6-8"
"1035311","201516","6-8"
"1035411","201314","6-8"
"1035411","201415","6-8"
"1035411","201516","6-8"
"1035511","201314","6-8"
"1035511","201415","6-8"
"1035511","201516","6-8"
"1036111","201314","9-12"
"1036111","201415","9-12"
"1036111","201516","9-12"
"1036211","201314","9-12"
"1036211","201415","9-12"
"1036211","201516","9-12"
"1036311","201314","9-12"
"1036311","201415","9-12"
"1036311","201516","9-12"
"1040111","201314","PK-PK"
"1040111","201415","PK-PK"
"1040111","201516","PK-PK"
"1040811","201314","PK-5"
"1040811","201415","K-5"
"1040811","201516","K-5"
"1041411","201314","PK-5"
"1041411","201415","K-5"
"1041411","201516","K-5"
"1041511","201314","PK-5"
"1041511","201415","K-5"
"1041511","201516","K-5"
"1041711","201314","PK-5"
"1041711","201415","PK-5"
"1041711","201516","PK-5"
"1041811","201314","PK-5"
"1041811","201415","K-5"
"1041811","201516","K-5"
"1041911","201314","PK-5"
"1041911","201415","K-5"
"1041911","201516","K-5"
"1042011","201314","K-5"
"1042011","201415","K-5"
"1042011","201516","K-5"
"1045111","201314","6-8"
"1045111","201415","6-8"
"1045111","201516","7-8"
"1045211","201314","6-8"
"1045211","201415","6-8"
"1045211","201516","6-6"
"1060211","201314","PK-3"
"1060211","201415","PK-3"
"1060211","201516","PK-3"
"1065211","201314","4-8"
"1065211","201415","4-8"
"1065211","201516","4-8"
"1066111","201314","9-12"
"1066111","201415","9-12"
"1066111","201516","9-12"
"1070211","201314","PK-K"
"1070211","201415","PK-K"
"1070211","201516","PK-K"
"1070311","201314","1-6"
"1070311","201415","1-6"
"1070311","201516","1-6"
"1070411","201314","1-6"
"1070411","201415","1-6"
"1070411","201516","1-6"
"1070511","201314","1-6"
"1070511","201415","1-6"
"1070511","201516","1-6"
"1080111","201314","3-5"
"1080111","201415","3-5"
"1080111","201516","3-5"
"1080311","201314","PK-2"
"1080311","201415","PK-2"
"1080311","201516","PK-2"
"1085111","201314","6-8"
"1085111","201415","6-8"
"1085111","201516","6-8"
"1086011","201314","9-12"
"1086011","201415","9-12"
"1086011","201516","9-12"
"1090111","201314","PK-3"
"1090111","201415","PK-3"
"1090111","201516","PK-3"
"1090311","201314","4-5"
"1090311","201415","4-5"
"1090311","201516","4-5"
"1090411","201314","PK-3"
"1090411","201415","PK-3"
"1090411","201516","PK-3"
"1095111","201314","6-8"
"1095111","201415","6-8"
"1095111","201516","6-8"
"1096111","201314","9-12"
"1096111","201415","9-12"
"1096111","201516","9-12"
"1100211","201314","PK-5"
"1100211","201415","PK-5"
"1100211","201516","PK-5"
"1100411","201314","K-5"
"1100411","201415","PK-5"
"1100411","201516","PK-5"
"1100511","201314","K-5"
"1100511","201415","PK-5"
"1100511","201516","PK-5"
"1105211","201314","6-8"
"1105211","201415","6-8"
"1105211","201516","6-8"
"1106111","201314","9-12"
"1106111","201415","9-12"
"1106111","201516","9-12"
"1110211","201314","PK-5"
"1110211","201415","PK-5"
"1110211","201516","PK-5"
"1110411","201314","PK-5"
"1110411","201415","PK-5"
"1110411","201516","PK-5"
"1115111","201314","6-8"
"1115111","201415","6-8"
"1115111","201516","6-8"
"1116111","201314","9-12"
"1116111","201415","9-12"
"1116111","201516","9-12"
"1117111","201314","9-12"
"1117111","201415","9-12"
"1117111","201516","9-12"
"1120111","201314","PK-8"
"1120111","201415","PK-8"
"1120111","201516","PK-8"
"1130211","201314","PK-2"
"1130211","201415","PK-2"
"1130211","201516","PK-2"
"1130411","201314","3-4"
"1130411","201415","3-4"
"1130411","201516","3-4"
"1130511","201314","5-6"
"1130511","201415","5-6"
"1130511","201516","5-6"
"1135111","201314","7-8"
"1135111","201415","7-8"
"1135111","201516","7-8"
"1136111","201314","9-12"
"1136111","201415","9-12"
"1136111","201516","9-12"
"1140411","201314","PK-5"
"1140411","201415","PK-5"
"1140411","201516","PK-5"
"1145111","201314","6-8"
"1145111","201415","6-8"
"1145111","201516","6-8"
"1160311","201314","PK-5"
"1160311","201415","PK-5"
"1160311","201516","PK-5"
"1165111","201314","6-8"
"1165111","201415","6-8"
"1165111","201516","6-8"
"1166111","201314","9-12"
"1166111","201415","9-12"
"1166111","201516","9-12"
"1170111","201314","PK-4"
"1170111","201415","PK-4"
"1170111","201516","PK-4"
"1175111","201314","5-8"
"1175111","201415","5-8"
"1175111","201516","5-8"
"1180211","201314","K-5"
"1180211","201415","K-5"
"1180211","201516","K-5"
"1180311","201314","PK-5"
"1180311","201415","PK-5"
"1180311","201516","PK-5"
"1180411","201314","K-5"
"1180411","201415","K-5"
"1180411","201516","K-5"
"1180511","201314","K-5"
"1180511","201415","K-5"
"1180511","201516","K-5"
"1180611","201314","K-5"
"1180611","201415","K-5"
"1180611","201516","K-5"
"1180811","201314","PK-5"
"1180811","201415","PK-5"
"1180811","201516","PK-5"
"1185111","201314","6-8"
"1185111","201415","6-8"
"1185111","201516","6-8"
"1185211","201314","6-8"
"1185211","201415","6-8"
"1185211","201516","6-8"
"1186111","201314","9-12"
"1186111","201415","9-12"
"1186111","201516","9-12"
"1190411","201314","PK-5"
"1190411","201415","K-5"
"1190411","201516","K-5"
"1190511","201314","PK-5"
"1190511","201415","PK-5"
"1190511","201516","PK-5"
"1195111","201314","5-8"
"1195111","201415","5-8"
"1195111","201516","5-8"
"1196111","201314","9-12"
"1196111","201415","9-12"
"1196111","201516","9-12"
"1210111","201314","PK-8"
"1210111","201415","PK-8"
"1210111","201516","PK-8"
"1220111","201314","PK-8"
"1220111","201415","PK-8"
"1220111","201516","PK-8"
"1230111","201314","PK-6"
"1230111","201415","PK-6"
"1230111","201516","PK-6"
"1240111","201314","K-5"
"1240111","201415","K-5"
"1240111","201516","K-5"
"1240211","201314","PK-5"
"1240211","201415","PK-5"
"1240211","201516","PK-5"
"1245111","201314","6-8"
"1245111","201415","6-8"
"1245111","201516","6-8"
"1246111","201314","9-12"
"1246111","201415","9-12"
"1246111","201516","9-12"
"1250111","201314","PK-8"
"1250111","201415","PK-8"
"1250111","201516","PK-8"
"1260511","201314","PK-4"
"1260511","201415","PK-4"
"1260511","201516","PK-4"
"1260611","201314","PK-4"
"1260611","201415","PK-4"
"1260611","201516","PK-4"
"1260811","201314","PK-4"
"1260811","201415","PK-4"
"1260811","201516","PK-4"
"1260911","201314","PK-4"
"1260911","201415","PK-4"
"1260911","201516","PK-4"
"1261011","201314","PK-4"
"1261011","201415","PK-4"
"1261011","201516","PK-4"
"1261111","201314","5-6"
"1261111","201415","5-6"
"1261111","201516","5-6"
"1265111","201314","7-8"
"1265111","201415","7-8"
"1265111","201516","7-8"
"1266111","201314","9-12"
"1266111","201415","9-12"
"1266111","201516","9-12"
"1270111","201314","PK-8"
"1270111","201415","PK-8"
"1270111","201516","PK-8"
"1280111","201314","PK-6"
"1280111","201415","PK-6"
"1280111","201516","PK-6"
"1280311","201314","K-6"
"1280311","201415","K-6"
"1280311","201516","K-6"
"1280411","201314","K-6"
"1280411","201415","K-6"
"1280411","201516","K-6"
"1280611","201314","K-6"
"1280611","201415","K-6"
"1280611","201516","K-6"
"1280711","201314","PK-6"
"1280711","201415","PK-6"
"1280711","201516","PK-6"
"1285111","201314","7-8"
"1285111","201415","7-8"
"1285111","201516","7-8"
"1286111","201314","9-12"
"1286111","201415","9-12"
"1286111","201516","9-12"
"1290411","201314","PK-5"
"1290411","201415","PK-5"
"1290411","201516","PK-5"
"1295111","201314","6-8"
"1295111","201415","6-8"
"1295111","201516","6-8"
"1296111","201314","9-12"
"1296111","201415","9-12"
"1296111","201516","9-12"
"1310211","201314","PK-5"
"1310211","201415","PK-5"
"1310211","201516","K-5"
"1310611","201314","K-5"
"1310611","201415","K-5"
"1310611","201516","K-5"
"1310711","201314","K-5"
"1310711","201415","PK-5"
"1310711","201516","K-5"
"1310811","201314","K-5"
"1310811","201415","K-5"
"1310811","201516","K-5"
"1310911","201314","K-5"
"1310911","201415","K-5"
"1310911","201516","K-5"
"1311311","201314","K-5"
"1311311","201415","K-5"
"1311311","201516","K-5"
"1311411","201314","K-5"
"1311411","201415","K-5"
"1311411","201516","K-5"
"1311511","201314","PK-5"
"1311511","201415","K-5"
"1311511","201516","K-5"
"1312011","201516","PK-PK"
"1312111","201516","PK-PK"
"1315111","201314","6-8"
"1315111","201415","6-8"
"1315111","201516","6-8"
"1315311","201314","6-8"
"1315311","201415","6-8"
"1315311","201516","6-8"
"1316211","201314","9-12"
"1316211","201415","9-12"
"1316211","201516","9-12"
"1320111","201314","K-5"
"1320111","201415","K-5"
"1320111","201516","K-5"
"1320211","201314","K-5"
"1320211","201415","K-5"
"1320211","201516","K-5"
"1320411","201314","K-5"
"1320411","201415","K-5"
"1320411","201516","K-5"
"1320611","201314","K-5"
"1320611","201415","K-5"
"1320611","201516","K-5"
"1320711","201314","PK-5"
"1320711","201415","PK-5"
"1320711","201516","PK-5"
"1325111","201314","6-8"
"1325111","201415","6-8"
"1325111","201516","6-8"
"1326211","201314","9-12"
"1326211","201415","9-12"
"1326211","201516","9-12"
"1330111","201314","PK-8"
"1330111","201415","PK-8"
"1330111","201516","PK-8"
"1340311","201314","PK-1"
"1340311","201415","PK-1"
"1340311","201516","PK-1"
"1340411","201314","PK-1"
"1340411","201415","PK-1"
"1340411","201516","PK-1"
"1340611","201314","2-5"
"1340611","201415","2-5"
"1340611","201516","2-5"
"1345211","201314","6-8"
"1345211","201415","6-8"
"1345211","201516","6-8"
"1346111","201314","9-12"
"1346111","201415","9-12"
"1346111","201516","9-12"
"1350511","201314","K-5"
"1350511","201415","K-5"
"1350511","201516","PK-5"
"1350611","201314","K-5"
"1350611","201415","K-5"
"1350611","201516","K-5"
"1350811","201314","K-8"
"1350811","201415","K-8"
"1350811","201516","K-8"
"1350911","201314","K-5"
"1350911","201415","PK-5"
"1350911","201516","PK-5"
"1351111","201314","K-5"
"1351111","201415","K-5"
"1351111","201516","K-5"
"1351211","201314","K-5"
"1351211","201415","K-5"
"1351211","201516","K-5"
"1351411","201314","PK-5"
"1351411","201415","PK-5"
"1351411","201516","PK-5"
"1351811","201314","K-5"
"1351811","201415","K-5"
"1351811","201516","K-5"
"1351911","201314","K-5"
"1351911","201415","K-5"
"1351911","201516","K-5"
"1352011","201314","K-5"
"1352011","201415","PK-5"
