"category","count","school_id","year"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","972","0171411","201314"
"Half/Extended Day Kindergarten ","485","0171411","201314"
"Days of Instruction","181","0171411","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","974","0171411","201415"
"Days of Instruction","181","0171411","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","974","0171411","201516"
"Days of Instruction","181","0171411","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","972","0171711","201314"
"Half/Extended Day Kindergarten ","485","0171711","201314"
"Days of Instruction","181","0171711","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","974","0171711","201415"
"Days of Instruction","181","0171711","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","974","0171711","201516"
"Days of Instruction","181","0171711","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","972","0171911","201314"
"Half/Extended Day Kindergarten ","485","0171911","201314"
"Days of Instruction","181","0171911","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","974","0171911","201415"
"Days of Instruction","181","0171911","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","974","0171911","201516"
"Days of Instruction","181","0171911","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1011","0172011","201314"
"Half/Extended Day Kindergarten ","501","0172011","201314"
"Days of Instruction","181","0172011","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1028","0172011","201415"
"Days of Instruction","181","0172011","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1039","0172011","201516"
"Days of Instruction","181","0172011","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1021","0175111","201314"
"Days of Instruction","181","0175111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1022","0175111","201415"
"Days of Instruction","181","0175111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1022","0175111","201516"
"Days of Instruction","181","0175111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1021","0175211","201314"
"Days of Instruction","181","0175211","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1033","0175211","201415"
"Days of Instruction","181","0175211","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1033","0175211","201516"
"Days of Instruction","181","0175211","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1020","0176111","201314"
"Days of Instruction","181","0176111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1021","0176111","201415"
"Days of Instruction","181","0176111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1021","0176111","201516"
"Days of Instruction","181","0176111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1020","0176211","201314"
"Days of Instruction","181","0176211","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1021","0176211","201415"
"Days of Instruction","181","0176211","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1021","0176211","201516"
"Days of Instruction","181","0176211","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1010","0180311","201314"
"Days of Instruction","182","0180311","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","985","0180311","201415"
"Days of Instruction","180","0180311","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","944","0180311","201516"
"Days of Instruction","182","0180311","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","956","0180411","201314"
"Days of Instruction","182","0180411","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","956","0180411","201415"
"Days of Instruction","180","0180411","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","969","0180411","201516"
"Days of Instruction","182","0180411","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1013","0185311","201314"
"Days of Instruction","182","0185311","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1028","0185311","201415"
"Days of Instruction","180","0185311","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1041","0185311","201516"
"Days of Instruction","182","0185311","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1052","0186111","201314"
"Days of Instruction","182","0186111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1051","0186111","201415"
"Days of Instruction","180","0186111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1052","0186111","201516"
"Days of Instruction","182","0186111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1092","0190111","201314"
"Half/Extended Day Kindergarten ","455","0190111","201314"
"Days of Instruction","182","0190111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1016","0190111","201415"
"Half/Extended Day Kindergarten ","455","0190111","201415"
"Days of Instruction","182","0190111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","931","0190111","201516"
"Half/Extended Day Kindergarten ","931","0190111","201516"
"Days of Instruction","182","0190111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","999","0195111","201314"
"Days of Instruction","180","0195111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","999","0195111","201415"
"Days of Instruction","182","0195111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1004","0195111","201516"
"Days of Instruction","182","0195111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","970","0210111","201314"
"Days of Instruction","180","0210111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1035","0210111","201415"
"Days of Instruction","180","0210111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1023","0210111","201516"
"Days of Instruction","180","0210111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","975","0220211","201314"
"Half/Extended Day Kindergarten ","488","0220211","201314"
"Days of Instruction","181","0220211","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","970","0220211","201415"
"Half/Extended Day Kindergarten ","0","0220211","201415"
"Days of Instruction","181","0220211","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1004","0220211","201516"
"Days of Instruction","181","0220211","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1068","0225111","201314"
"Days of Instruction","181","0225111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1013","0225111","201415"
"Days of Instruction","181","0225111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1041","0225111","201516"
"Days of Instruction","181","0225111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1037","0230211","201314"
"Half/Extended Day Kindergarten ","518","0230211","201314"
"Days of Instruction","183","0230211","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1037","0230211","201415"
"Half/Extended Day Kindergarten ","527","0230211","201415"
"Days of Instruction","183","0230211","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1564","0230211","201516"
"Days of Instruction","183","0230211","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","983","0230311","201314"
"Days of Instruction","183","0230311","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1071","0230311","201415"
"Days of Instruction","183","0230311","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1098","0230311","201516"
"Days of Instruction","183","0230311","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1071","0235111","201314"
"Days of Instruction","183","0235111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1071","0235111","201415"
"Days of Instruction","183","0235111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1089","0235111","201516"
"Days of Instruction","183","0235111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1070","0236111","201314"
"Days of Instruction","183","0236111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1070","0236111","201415"
"Days of Instruction","183","0236111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1025","0236111","201516"
"Days of Instruction","183","0236111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","985","0240211","201314"
"Days of Instruction","183","0240211","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","944","0240211","201415"
"Days of Instruction","183","0240211","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","944","0240211","201516"
"Days of Instruction","183","0240211","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1009","0250111","201314"
"Days of Instruction","180","0250111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1009","0250111","201415"
"Days of Instruction","180","0250111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1009","0250111","201516"
"Days of Instruction","180","0250111","201516"
"Half/Extended Day Kindergarten ","480","0250211","201314"
"Days of Instruction","180","0250211","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1009","0250211","201415"
"Days of Instruction","180","0250211","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1009","0250211","201516"
"Days of Instruction","180","0250211","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1009","0250411","201314"
"Days of Instruction","180","0250411","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1009","0250411","201415"
"Days of Instruction","180","0250411","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1009","0250411","201516"
"Days of Instruction","180","0250411","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1009","0250511","201314"
"Days of Instruction","180","0250511","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1009","0250511","201415"
"Days of Instruction","180","0250511","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1009","0250511","201516"
"Days of Instruction","180","0250511","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1009","0250611","201314"
"Days of Instruction","180","0250611","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1009","0250611","201415"
"Days of Instruction","180","0250611","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1009","0250611","201516"
"Days of Instruction","180","0250611","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1021","0255111","201314"
"Days of Instruction","180","0255111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1008","0255111","201415"
"Days of Instruction","180","0255111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1008","0255111","201516"
"Days of Instruction","180","0255111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1001","0256111","201314"
"Days of Instruction","180","0256111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1001","0256111","201415"
"Days of Instruction","180","0256111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1001","0256111","201516"
"Days of Instruction","180","0256111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1004","0260111","201314"
"Days of Instruction","180","0260111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1004","0260111","201415"
"Days of Instruction","180","0260111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1019","0260111","201516"
"Days of Instruction","180","0260111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","975","0270111","201314"
"Days of Instruction","183","0270111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","975","0270111","201415"
"Days of Instruction","183","0270111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","975","0270111","201516"
"Days of Instruction","183","0270111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","975","0270311","201314"
"Days of Instruction","183","0270311","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","975","0270311","201415"
"Days of Instruction","183","0270311","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","975","0270311","201516"
"Days of Instruction","183","0270311","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1072","0275111","201314"
"Days of Instruction","183","0275111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1090","0275111","201415"
"Days of Instruction","183","0275111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1090","0275111","201516"
"Days of Instruction","183","0275111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1026","0276111","201314"
"Days of Instruction","183","0276111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1020","0276111","201415"
"Days of Instruction","183","0276111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1000","0276111","201516"
"Days of Instruction","183","0276111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","995","0280211","201314"
"Days of Instruction","181","0280211","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","995","0280211","201415"
"Days of Instruction","181","0280211","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","995","0280211","201516"
"Days of Instruction","181","0280211","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1020","0280411","201314"
"Days of Instruction","181","0280411","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1020","0280411","201415"
"Days of Instruction","181","0280411","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1020","0280411","201516"
"Days of Instruction","181","0280411","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1023","0285111","201314"
"Days of Instruction","181","0285111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1023","0285111","201415"
"Days of Instruction","181","0285111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1023","0285111","201516"
"Days of Instruction","181","0285111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1013","0286111","201314"
"Days of Instruction","181","0286111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","994","0286111","201415"
"Days of Instruction","181","0286111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1013","0286111","201516"
"Days of Instruction","181","0286111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1034","0290111","201314"
"Days of Instruction","182","0290111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","989","0290111","201415"
"Days of Instruction","182","0290111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1003","0290111","201516"
"Days of Instruction","182","0290111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","974","0300111","201314"
"Days of Instruction","180","0300111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1044","0300111","201415"
"Days of Instruction","180","0300111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1044","0300111","201516"
"Days of Instruction","180","0300111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","997","0310111","201314"
"Half/Extended Day Kindergarten ","450","0310111","201314"
"Days of Instruction","180","0310111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","997","0310111","201415"
"Half/Extended Day Kindergarten ","997","0310111","201415"
"Days of Instruction","180","0310111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","970","0310111","201516"
"Days of Instruction","180","0310111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1002","0320211","201314"
"Days of Instruction","182","0320211","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1004","0320211","201415"
"Days of Instruction","182","0320211","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1001","0320211","201516"
"Days of Instruction","182","0320211","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1012","0320411","201314"
"Days of Instruction","182","0320411","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","996","0320411","201415"
"Days of Instruction","182","0320411","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","990","0320411","201516"
"Days of Instruction","182","0320411","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1043","0325111","201314"
"Days of Instruction","182","0325111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1043","0325111","201415"
"Days of Instruction","182","0325111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1040","0325111","201516"
"Days of Instruction","182","0325111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1036","0326111","201314"
"Days of Instruction","182","0326111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1036","0326111","201415"
"Days of Instruction","182","0326111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1027","0326111","201516"
"Days of Instruction","182","0326111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","977","0330211","201314"
"Days of Instruction","183","0330211","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1030","0330211","201415"
"Days of Instruction","183","0330211","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1046","0330211","201516"
"Days of Instruction","183","0330211","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1046","0330311","201314"
"Days of Instruction","183","0330311","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1032","0330311","201415"
"Days of Instruction","183","0330311","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","998","0330311","201516"
"Days of Instruction","183","0330311","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1030","0335111","201314"
"Days of Instruction","183","0335111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1030","0335111","201415"
"Days of Instruction","183","0335111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1030","0335111","201516"
"Days of Instruction","183","0335111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1032","0336111","201314"
"Days of Instruction","183","0336111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1033","0336111","201415"
"Days of Instruction","183","0336111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1025","0336111","201516"
"Days of Instruction","183","0336111","201516"
"Days of Instruction","0","0340111","201314"
"Days of Instruction","0","0340111","201415"
"Days of Instruction","0","0340111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","935","0340211","201314"
"Days of Instruction","180","0340211","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","935","0340211","201415"
"Days of Instruction","180","0340211","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","948","0340211","201516"
"Days of Instruction","180","0340211","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","987","0340311","201415"
"Days of Instruction","180","0340311","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","986","0340311","201516"
"Days of Instruction","180","0340311","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","935","0340511","201314"
"Half/Extended Day Kindergarten ","450","0340511","201314"
"Days of Instruction","180","0340511","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","935","0340511","201415"
"Days of Instruction","180","0340511","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","948","0340511","201516"
"Days of Instruction","180","0340511","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","935","0340611","201314"
"Days of Instruction","180","0340611","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","935","0340611","201415"
"Days of Instruction","180","0340611","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","948","0340611","201516"
"Days of Instruction","180","0340611","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","935","0340811","201314"
"Days of Instruction","180","0340811","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","935","0340811","201415"
"Days of Instruction","180","0340811","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","948","0340811","201516"
"Days of Instruction","180","0340811","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","935","0341011","201314"
"Days of Instruction","180","0341011","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","935","0341011","201415"
"Days of Instruction","180","0341011","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","948","0341011","201516"
"Days of Instruction","180","0341011","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","935","0341111","201314"
"Days of Instruction","180","0341111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","935","0341111","201415"
"Days of Instruction","180","0341111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","948","0341111","201516"
"Days of Instruction","180","0341111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","935","0341211","201314"
"Half/Extended Day Kindergarten ","450","0341211","201314"
"Days of Instruction","180","0341211","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","935","0341211","201415"
"Days of Instruction","180","0341211","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","948","0341211","201516"
"Days of Instruction","180","0341211","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","935","0341311","201314"
"Days of Instruction","180","0341311","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","935","0341311","201415"
"Days of Instruction","180","0341311","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","948","0341311","201516"
"Days of Instruction","180","0341311","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","935","0341411","201314"
"Days of Instruction","180","0341411","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","935","0341411","201415"
"Days of Instruction","180","0341411","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","948","0341411","201516"
"Days of Instruction","180","0341411","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","935","0341511","201314"
"Days of Instruction","180","0341511","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","935","0341511","201415"
"Days of Instruction","180","0341511","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","948","0341511","201516"
"Days of Instruction","180","0341511","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","935","0341611","201314"
"Half/Extended Day Kindergarten ","450","0341611","201314"
"Days of Instruction","180","0341611","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","935","0341611","201415"
"Days of Instruction","180","0341611","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","948","0341611","201516"
"Days of Instruction","180","0341611","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","935","0341711","201314"
"Days of Instruction","180","0341711","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","935","0341711","201415"
"Days of Instruction","180","0341711","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","948","0341711","201516"
"Days of Instruction","180","0341711","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","935","0341911","201314"
"Days of Instruction","180","0341911","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","935","0341911","201415"
"Days of Instruction","180","0341911","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","948","0341911","201516"
"Days of Instruction","180","0341911","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","945","0345111","201314"
"Days of Instruction","180","0345111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","987","0345111","201415"
"Days of Instruction","180","0345111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1011","0345111","201516"
"Days of Instruction","180","0345111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","987","0345211","201314"
"Days of Instruction","180","0345211","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","987","0345211","201415"
"Days of Instruction","180","0345211","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1011","0345211","201516"
"Days of Instruction","180","0345211","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","980","0346111","201314"
"Days of Instruction","180","0346111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","980","0346111","201415"
"Days of Instruction","180","0346111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","924","0346111","201516"
"Days of Instruction","180","0346111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","913","0346211","201314"
"Days of Instruction","180","0346211","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","913","0346211","201415"
"Days of Instruction","180","0346211","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","907","0346211","201516"
"Days of Instruction","180","0346211","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","999","0350211","201314"
"Half/Extended Day Kindergarten ","999","0350211","201314"
"Days of Instruction","180","0350211","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","999","0350211","201415"
"Half/Extended Day Kindergarten ","999","0350211","201415"
"Days of Instruction","180","0350211","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1170","0350211","201516"
"Half/Extended Day Kindergarten ","1170","0350211","201516"
"Days of Instruction","180","0350211","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","999","0350511","201314"
"Half/Extended Day Kindergarten ","999","0350511","201314"
"Days of Instruction","180","0350511","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","999","0350511","201415"
"Half/Extended Day Kindergarten ","999","0350511","201415"
"Days of Instruction","180","0350511","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1170","0350511","201516"
"Half/Extended Day Kindergarten ","1170","0350511","201516"
"Days of Instruction","180","0350511","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","999","0350611","201314"
"Half/Extended Day Kindergarten ","999","0350611","201314"
"Days of Instruction","180","0350611","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","999","0350611","201415"
"Half/Extended Day Kindergarten ","999","0350611","201415"
"Days of Instruction","180","0350611","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1170","0350611","201516"
"Half/Extended Day Kindergarten ","1170","0350611","201516"
"Days of Instruction","180","0350611","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","999","0350711","201314"
"Half/Extended Day Kindergarten ","999","0350711","201314"
"Days of Instruction","180","0350711","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","999","0350711","201415"
"Half/Extended Day Kindergarten ","999","0350711","201415"
"Days of Instruction","180","0350711","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1170","0350711","201516"
"Half/Extended Day Kindergarten ","1170","0350711","201516"
"Days of Instruction","180","0350711","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","999","0351311","201314"
"Half/Extended Day Kindergarten ","999","0351311","201314"
"Days of Instruction","180","0351311","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","999","0351311","201415"
"Half/Extended Day Kindergarten ","999","0351311","201415"
"Days of Instruction","180","0351311","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1170","0351311","201516"
"Half/Extended Day Kindergarten ","1170","0351311","201516"
"Days of Instruction","180","0351311","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","982","0355111","201314"
"Days of Instruction","180","0355111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","982","0355111","201415"
"Days of Instruction","180","0355111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","982","0355111","201516"
"Days of Instruction","180","0355111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1008","0356111","201314"
"Days of Instruction","180","0356111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1008","0356111","201415"
"Days of Instruction","180","0356111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1002","0356111","201516"
"Days of Instruction","180","0356111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1004","0360111","201314"
"Days of Instruction","180","0360111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1004","0360111","201415"
"Days of Instruction","180","0360111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1019","0360111","201516"
