"category","count","school_id","year"
"Days of Instruction","180","0360111","201516"
"Days of Instruction","183","0370111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1018","0370411","201314"
"Days of Instruction","183","0370411","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1046","0370411","201415"
"Days of Instruction","183","0370411","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1046","0370411","201516"
"Days of Instruction","183","0370411","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1043","0370611","201314"
"Days of Instruction","183","0370611","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1046","0370611","201415"
"Days of Instruction","183","0370611","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1040","0370611","201516"
"Days of Instruction","183","0370611","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1032","0375011","201314"
"Days of Instruction","183","0375011","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1032","0375011","201415"
"Days of Instruction","183","0375011","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1009","0375011","201516"
"Days of Instruction","183","0375011","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","995","0376111","201314"
"Days of Instruction","183","0376111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","995","0376111","201415"
"Days of Instruction","183","0376111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","995","0376111","201516"
"Days of Instruction","183","0376111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1037","0390111","201314"
"Days of Instruction","182","0390111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1034","0390111","201415"
"Days of Instruction","182","0390111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1035","0390111","201516"
"Days of Instruction","182","0390111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","943","0400111","201314"
"Half/Extended Day Kindergarten ","0","0400111","201314"
"Days of Instruction","182","0400111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","959","0400111","201415"
"Days of Instruction","182","0400111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","943","0400111","201516"
"Days of Instruction","182","0400111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","986","0400211","201314"
"Days of Instruction","182","0400211","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","959","0400211","201415"
"Days of Instruction","182","0400211","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","986","0400211","201516"
"Days of Instruction","182","0400211","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1017","0405111","201314"
"Days of Instruction","182","0405111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1017","0405111","201415"
"Days of Instruction","182","0405111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1025","0405111","201516"
"Days of Instruction","182","0405111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1007","0406111","201314"
"Days of Instruction","182","0406111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1003","0406111","201415"
"Days of Instruction","182","0406111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","972","0406111","201516"
"Days of Instruction","182","0406111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1022","0410111","201314"
"Days of Instruction","181","0410111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1016","0410111","201415"
"Days of Instruction","180","0410111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1013","0410111","201516"
"Days of Instruction","180","0410111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","995","0415111","201314"
"Days of Instruction","181","0415111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1007","0415111","201415"
"Days of Instruction","180","0415111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1013","0415111","201516"
"Days of Instruction","180","0415111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1066","0416111","201314"
"Days of Instruction","182","0416111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","992","0416111","201415"
"Days of Instruction","180","0416111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1013","0416111","201516"
"Days of Instruction","180","0416111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1002","0420111","201314"
"Half/Extended Day Kindergarten ","454","0420111","201314"
"Days of Instruction","180","0420111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1002","0420111","201415"
"Days of Instruction","180","0420111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1002","0420111","201516"
"Days of Instruction","180","0420111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1002","0420311","201314"
"Days of Instruction","180","0420311","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1002","0420311","201415"
"Days of Instruction","180","0420311","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","999","0420311","201516"
"Days of Instruction","180","0420311","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1041","0425111","201314"
"Days of Instruction","180","0425111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1025","0425111","201415"
"Days of Instruction","180","0425111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1026","0425111","201516"
"Days of Instruction","180","0425111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","981","0426111","201314"
"Days of Instruction","180","0426111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","981","0426111","201415"
"Days of Instruction","180","0426111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","981","0426111","201516"
"Days of Instruction","180","0426111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1001","0430411","201314"
"Days of Instruction","180","0430411","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1003","0430411","201415"
"Days of Instruction","180","0430411","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1005","0430411","201516"
"Days of Instruction","180","0430411","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1001","0430511","201314"
"Days of Instruction","180","0430511","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1003","0430511","201415"
"Days of Instruction","180","0430511","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1005","0430511","201516"
"Days of Instruction","180","0430511","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1001","0430611","201314"
"Days of Instruction","180","0430611","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1003","0430611","201415"
"Days of Instruction","180","0430611","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1003","0430611","201516"
"Days of Instruction","180","0430611","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1001","0430911","201314"
"Days of Instruction","180","0430911","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1003","0430911","201415"
"Days of Instruction","180","0430911","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1005","0430911","201516"
"Days of Instruction","180","0430911","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1153","0431011","201314"
"Days of Instruction","180","0431011","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1153","0431011","201415"
"Days of Instruction","180","0431011","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1228","0431011","201516"
"Days of Instruction","180","0431011","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1001","0431211","201314"
"Days of Instruction","180","0431211","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1003","0431211","201415"
"Days of Instruction","180","0431211","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1005","0431211","201516"
"Days of Instruction","180","0431211","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1001","0431811","201314"
"Days of Instruction","180","0431811","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1003","0431811","201415"
"Days of Instruction","180","0431811","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","999","0431811","201516"
"Days of Instruction","180","0431811","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1001","0432011","201314"
"Days of Instruction","180","0432011","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1003","0432011","201415"
"Days of Instruction","180","0432011","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","954","0432011","201516"
"Days of Instruction","180","0432011","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1001","0432211","201314"
"Days of Instruction","180","0432211","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1003","0432211","201415"
"Days of Instruction","180","0432211","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1005","0432211","201516"
"Days of Instruction","180","0432211","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1104","0432411","201314"
"Days of Instruction","180","0432411","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1003","0432411","201415"
"Days of Instruction","180","0432411","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1005","0432411","201516"
"Days of Instruction","180","0432411","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1014","0435111","201314"
"Days of Instruction","180","0435111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1014","0435111","201415"
"Days of Instruction","180","0435111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1014","0435111","201516"
"Days of Instruction","180","0435111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","972","0436211","201314"
"Days of Instruction","182","0436211","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","987","0436211","201415"
"Days of Instruction","180","0436211","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","970","0436211","201516"
"Days of Instruction","180","0436211","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1143","0436311","201314"
"Days of Instruction","180","0436311","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1041","0436311","201415"
"Days of Instruction","180","0436311","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1087","0436311","201516"
"Days of Instruction","180","0436311","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1080","0436411","201314"
"Days of Instruction","180","0436411","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","960","0436411","201415"
"Days of Instruction","180","0436411","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1080","0436411","201516"
"Days of Instruction","180","0436411","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","965","0440111","201314"
"Days of Instruction","180","0440111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","900","0440111","201415"
"Days of Instruction","180","0440111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","900","0440111","201516"
"Days of Instruction","180","0440111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1060","0440711","201314"
"Days of Instruction","180","0440711","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","903","0440711","201415"
"Days of Instruction","180","0440711","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","900","0440711","201516"
"Days of Instruction","180","0440711","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1070","0441011","201314"
"Days of Instruction","180","0441011","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","910","0441011","201415"
"Days of Instruction","180","0441011","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","900","0441011","201516"
"Days of Instruction","180","0441011","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1070","0441311","201314"
"Days of Instruction","180","0441311","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1070","0441311","201415"
"Days of Instruction","180","0441311","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","900","0441311","201516"
"Days of Instruction","180","0441311","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1070","0441711","201314"
"Days of Instruction","180","0441711","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","970","0441711","201415"
"Days of Instruction","180","0441711","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","970","0441711","201516"
"Days of Instruction","180","0441711","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","900","0441811","201314"
"Days of Instruction","180","0441811","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","900","0441811","201415"
"Days of Instruction","180","0441811","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","900","0441811","201516"
"Days of Instruction","180","0441811","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","987","0445111","201314"
"Days of Instruction","180","0445111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1070","0445111","201415"
"Days of Instruction","180","0445111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","938","0445111","201516"
"Days of Instruction","180","0445111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","945","0446111","201314"
"Days of Instruction","180","0446111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1254","0446111","201415"
"Days of Instruction","180","0446111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","987","0446111","201516"
"Days of Instruction","180","0446111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","968","0450111","201314"
"Half/Extended Day Kindergarten ","460","0450111","201314"
"Days of Instruction","182","0450111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","968","0450111","201415"
"Days of Instruction","182","0450111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","968","0450111","201516"
"Days of Instruction","182","0450111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","968","0450211","201314"
"Half/Extended Day Kindergarten ","460","0450211","201314"
"Days of Instruction","182","0450211","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","968","0450211","201415"
"Days of Instruction","182","0450211","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","968","0450211","201516"
"Days of Instruction","182","0450211","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","968","0450411","201314"
"Half/Extended Day Kindergarten ","460","0450411","201314"
"Days of Instruction","182","0450411","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","968","0450411","201415"
"Days of Instruction","182","0450411","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","968","0450411","201516"
"Days of Instruction","182","0450411","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","981","0455111","201314"
"Days of Instruction","182","0455111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","953","0455111","201415"
"Days of Instruction","182","0455111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","956","0455111","201516"
"Days of Instruction","182","0455111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1045","0456111","201314"
"Days of Instruction","182","0456111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1019","0456111","201415"
"Days of Instruction","182","0456111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1014","0456111","201516"
"Days of Instruction","182","0456111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1011","0460111","201314"
"Days of Instruction","181","0460111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1011","0460111","201415"
"Days of Instruction","181","0460111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1047","0460111","201516"
"Days of Instruction","181","0460111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1007","0465111","201314"
"Days of Instruction","181","0465111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1007","0465111","201415"
"Days of Instruction","181","0465111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1013","0465111","201516"
"Days of Instruction","181","0465111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1032","0470111","201314"
"Days of Instruction","180","0470111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","927","0470111","201415"
"Days of Instruction","182","0470111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","921","0470111","201516"
"Days of Instruction","180","0470111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1032","0475411","201314"
"Days of Instruction","180","0475411","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1009","0475411","201415"
"Days of Instruction","182","0475411","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1077","0475411","201516"
"Days of Instruction","180","0475411","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1023","0476111","201314"
"Days of Instruction","180","0476111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1026","0476111","201415"
"Days of Instruction","182","0476111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","996","0476111","201516"
"Days of Instruction","180","0476111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","994","0480111","201314"
"Half/Extended Day Kindergarten ","469","0480111","201314"
"Days of Instruction","182","0480111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","994","0480111","201415"
"Half/Extended Day Kindergarten ","469","0480111","201415"
"Days of Instruction","182","0480111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","994","0480111","201516"
"Half/Extended Day Kindergarten ","469","0480111","201516"
"Days of Instruction","182","0480111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","994","0480211","201314"
"Half/Extended Day Kindergarten ","469","0480211","201314"
"Days of Instruction","182","0480211","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","994","0480211","201415"
"Half/Extended Day Kindergarten ","469","0480211","201415"
"Days of Instruction","182","0480211","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","994","0480211","201516"
"Half/Extended Day Kindergarten ","469","0480211","201516"
"Days of Instruction","182","0480211","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","994","0480611","201314"
"Half/Extended Day Kindergarten ","469","0480611","201314"
"Days of Instruction","182","0480611","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","994","0480611","201415"
"Half/Extended Day Kindergarten ","469","0480611","201415"
"Days of Instruction","182","0480611","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","994","0480611","201516"
"Half/Extended Day Kindergarten ","469","0480611","201516"
"Days of Instruction","182","0480611","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","994","0480711","201314"
"Days of Instruction","182","0480711","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","994","0480711","201415"
"Days of Instruction","182","0480711","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","994","0480711","201516"
"Days of Instruction","182","0480711","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1050","0485111","201314"
"Days of Instruction","182","0485111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1050","0485111","201415"
"Days of Instruction","182","0485111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1050","0485111","201516"
"Days of Instruction","182","0485111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1022","0486111","201314"
"Days of Instruction","182","0486111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1022","0486111","201415"
"Days of Instruction","182","0486111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1022","0486111","201516"
"Days of Instruction","182","0486111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","993","0490211","201314"
"Days of Instruction","181","0490211","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","993","0490211","201415"
"Days of Instruction","181","0490211","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","993","0490211","201516"
"Days of Instruction","181","0490211","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","994","0490411","201314"
"Days of Instruction","181","0490411","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","994","0490411","201415"
"Days of Instruction","181","0490411","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","994","0490411","201516"
"Days of Instruction","181","0490411","201516"
"Days of Instruction","0","0491011","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","992","0491111","201314"
"Days of Instruction","181","0491111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","992","0491111","201415"
"Days of Instruction","181","0491111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","992","0491111","201516"
"Days of Instruction","181","0491111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","993","0491311","201314"
"Days of Instruction","181","0491311","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","993","0491311","201415"
"Days of Instruction","181","0491311","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","993","0491311","201516"
"Days of Instruction","181","0491311","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","993","0491511","201314"
"Days of Instruction","181","0491511","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","993","0491511","201415"
"Days of Instruction","181","0491511","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","993","0491511","201516"
"Days of Instruction","181","0491511","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","993","0491611","201314"
"Days of Instruction","181","0491611","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","993","0491611","201415"
"Days of Instruction","181","0491611","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","993","0491611","201516"
"Days of Instruction","181","0491611","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","994","0491811","201314"
"Days of Instruction","181","0491811","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","993","0491811","201415"
"Days of Instruction","181","0491811","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","993","0491811","201516"
"Days of Instruction","181","0491811","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1018","0495211","201314"
"Days of Instruction","181","0495211","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1018","0495211","201415"
"Days of Instruction","181","0495211","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1015","0495211","201516"
"Days of Instruction","181","0495211","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","992","0496111","201314"
"Days of Instruction","181","0496111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","964","0496111","201415"
"Days of Instruction","181","0496111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","969","0496111","201516"
"Days of Instruction","181","0496111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1004","0500111","201314"
"Days of Instruction","180","0500111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1004","0500111","201415"
"Days of Instruction","180","0500111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1019","0500111","201516"
"Days of Instruction","180","0500111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1015","0510111","201314"
"Half/Extended Day Kindergarten ","772","0510111","201314"
"Days of Instruction","182","0510111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1015","0510111","201415"
"Days of Instruction","182","0510111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1015","0510111","201516"
"Days of Instruction","181","0510111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1015","0510211","201314"
"Days of Instruction","182","0510211","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1015","0510211","201415"
"Days of Instruction","182","0510211","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1015","0510211","201516"
"Days of Instruction","181","0510211","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1015","0510411","201314"
"Days of Instruction","182","0510411","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1015","0510411","201415"
"Days of Instruction","182","0510411","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1009","0510411","201516"
"Days of Instruction","181","0510411","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1015","0510611","201314"
"Days of Instruction","182","0510611","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1015","0510611","201415"
"Days of Instruction","182","0510611","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","974","0510611","201516"
"Days of Instruction","181","0510611","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1015","0510711","201314"
"Days of Instruction","182","0510711","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1015","0510711","201415"
"Days of Instruction","182","0510711","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1009","0510711","201516"
"Days of Instruction","181","0510711","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1015","0511211","201314"
"Days of Instruction","182","0511211","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1015","0511211","201415"
"Days of Instruction","182","0511211","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1009","0511211","201516"
"Days of Instruction","181","0511211","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1015","0511311","201314"
"Days of Instruction","182","0511311","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1015","0511311","201415"
"Days of Instruction","182","0511311","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1009","0511311","201516"
"Days of Instruction","181","0511311","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1015","0511411","201314"
"Days of Instruction","182","0511411","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1015","0511411","201415"
"Days of Instruction","182","0511411","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1009","0511411","201516"
"Days of Instruction","181","0511411","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1015","0511611","201314"
"Days of Instruction","182","0511611","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1015","0511611","201415"
"Days of Instruction","182","0511611","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1009","0511611","201516"
"Days of Instruction","181","0511611","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1015","0511711","201314"
"Days of Instruction","182","0511711","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1015","0511711","201415"
"Days of Instruction","182","0511711","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1009","0511711","201516"
"Days of Instruction","181","0511711","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1015","0511811","201314"
"Days of Instruction","182","0511811","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1015","0511811","201415"
"Days of Instruction","182","0511811","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1009","0511811","201516"
"Days of Instruction","181","0511811","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1025","0515111","201314"
"Days of Instruction","182","0515111","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1029","0515111","201415"
"Days of Instruction","182","0515111","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","966","0515111","201516"
"Days of Instruction","181","0515111","201516"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1025","0515211","201314"
"Days of Instruction","182","0515211","201314"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","1029","0515211","201415"
"Days of Instruction","182","0515211","201415"
"Hours a year: Grades 1-12 and Full-Day Kindergarten ","965","0515211","201516"
