"Student Counts by School and Grade"
"All Districts, All Schools"
"2014-15"

"",,,,"Grade",,,,,,,,,,,,,,
"Danbury School District","=""0340011""","Westside Middle School Academy","=""0340311""",0,0,0,0,0,0,0,200,100,100,0,0,0,0,400
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""",0,0,0,0,0,0,0,0,0,0,20,28,26,24,98
"Danbury School District","=""0340011""","Danbury High School","=""0346111""",0,0,0,0,0,0,0,0,0,0,839,723,633,690,2885
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""",38,66,72,67,69,67,63,0,0,0,0,0,0,0,442
"Darien School District","=""0350011""","Tokeneke Elementary School","=""0350611""",50,71,82,75,82,63,70,0,0,0,0,0,0,0,493
"Darien School District","=""0350011""","Hindley Elementary School","=""0350211""",0,92,80,88,93,93,110,0,0,0,0,0,0,0,556
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""",0,90,90,75,73,68,77,0,0,0,0,0,0,0,473
"Darien School District","=""0350011""","Ox Ridge Elementary School","=""0351311""",0,56,81,75,75,74,88,0,0,0,0,0,0,0,449
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""",0,0,0,0,0,0,0,380,375,370,0,0,0,0,1125
"Darien School District","=""0350011""","Darien High School","=""0356111""",0,0,0,0,0,0,0,0,0,0,371,334,334,326,1365
"Derby School District","=""0370011""","Bradley School","=""0370611""","*","*",64,64,71,56,56,0,0,0,0,0,0,0,365
"Derby School District","=""0370011""","Irving School","=""0370411""",21,54,58,61,63,51,62,0,0,0,0,0,0,0,370
"Derby School District","=""0370011""","Derby Middle School","=""0375011""",0,0,0,0,0,0,0,112,105,122,0,0,0,0,339
"Derby School District","=""0370011""","Derby High School","=""0376111""",0,0,0,0,0,0,0,0,0,0,98,95,87,92,372
"East Granby School District","=""0400011""","Allgrove School","=""0400111""",15,56,75,76,0,0,0,0,0,0,0,0,0,0,222
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""",0,0,0,0,50,76,59,0,0,0,0,0,0,0,185
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""",0,0,0,0,0,0,0,74,61,76,0,0,0,0,211
"East Granby School District","=""0400011""","East Granby High School","=""0406111""",0,0,0,0,0,0,0,0,0,0,63,61,70,63,257
"East Haddam School District","=""0410011""","East Haddam Elementary School","=""0410111""","*",70,81,72,72,0,0,0,"*",0,0,0,0,0,319
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""",0,0,0,0,0,71,83,102,105,94,0,0,0,0,455
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""",0,0,0,0,0,0,0,0,0,0,83,84,78,106,351
"East Hampton School District","=""0420011""","Memorial School","=""0420111""",33,112,143,159,158,0,0,0,0,0,0,0,0,0,605
"East Hampton School District","=""0420011""","Center School","=""0420311""",0,0,0,0,0,135,148,0,0,0,0,0,0,0,283
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""",0,0,0,0,0,0,0,134,140,158,0,0,0,0,432
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""",0,0,0,0,0,0,0,0,0,0,104,133,144,121,502
"East Hampton School District","=""0420011""","The Learning Center at East Hampton","=""0429011""",0,0,0,0,0,0,0,0,0,0,0,"*","*","*",8
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""",70,58,52,37,43,39,38,0,0,0,0,0,0,0,337
"East Hartford School District","=""0430011""","Willowbrook Early Childhood","=""0438011""",229,0,0,0,0,0,0,0,0,0,0,0,0,0,229
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""",0,45,60,51,53,36,39,0,0,0,0,0,0,0,284
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""",0,50,82,65,60,62,45,0,0,0,0,0,0,0,364
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""",0,56,60,52,67,60,44,36,0,0,0,0,0,0,375
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""",0,77,81,85,92,98,70,54,0,0,0,0,0,0,557
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""",0,65,63,63,56,56,39,0,0,0,0,0,0,0,342
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""",0,45,55,47,37,55,36,23,0,0,0,0,0,0,298
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""",0,61,72,84,64,77,70,66,0,0,0,0,0,0,494
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""",0,45,51,48,45,46,49,0,0,0,0,0,0,0,284
"East Hartford School District","=""0430011""","Woodland School","=""0439011""",0,0,"*","*",11,7,11,13,17,12,25,22,19,28,170
"East Hartford School District","=""0430011""","Sunset Ridge Middle School","=""0432411""",0,0,0,0,0,0,62,84,0,0,0,0,0,0,146
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""",0,0,0,0,0,0,0,189,461,508,0,0,0,0,1158
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""",0,0,0,0,0,0,0,0,0,0,54,51,51,47,203
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""",0,0,0,0,0,0,0,0,0,0,450,430,401,393,1674
"East Hartford School District","=""0430011""","Stevens Alternate High School","=""0436411""",0,0,0,0,0,0,0,0,0,0,10,28,50,31,119
"East Haven School District","=""0440011""","D. C. Moore School","=""0441411""",32,62,59,55,0,0,0,0,0,0,0,0,0,0,208
"East Haven School District","=""0440011""","Deer Run School","=""0440111""",49,95,92,76,0,0,0,0,0,0,0,0,0,0,312
"East Haven School District","=""0440011""","Overbrook Elementary School","=""0441811""",0,68,57,58,0,0,0,0,0,0,0,0,0,0,183
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""",0,0,0,0,43,42,47,44,49,40,0,0,0,0,265
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""",0,0,0,0,66,59,53,0,0,0,0,0,0,0,178
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""",0,0,0,0,58,53,67,0,0,0,0,0,0,0,178
"East Haven School District","=""0440011""","Momauguin School","=""0440711""",0,0,0,0,54,44,49,0,0,0,0,0,0,0,147
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""",0,0,0,0,0,0,0,205,196,181,0,0,0,0,582
"East Haven School District","=""0440011""","East Haven High School","=""0446111""",0,0,0,0,0,0,0,0,0,0,253,234,201,192,880
"East Lyme School District","=""0450011""","Integrated Preschool","=""0458011""",46,0,0,0,0,0,0,0,0,0,0,0,0,0,46
"East Lyme School District","=""0450011""","Flanders School","=""0450111""",0,50,72,64,86,76,0,0,0,0,0,0,0,0,348
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""",0,54,60,68,57,75,0,0,0,0,0,0,0,0,314
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""",0,29,37,30,38,45,0,0,0,0,0,0,0,0,179
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""",0,0,0,0,0,0,203,217,227,211,0,0,"*","*",861
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""",0,0,0,0,0,0,0,0,0,0,6,"*","*","*",16
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""",0,0,0,0,0,0,0,0,0,0,291,244,247,271,1053
"East Lyme School District","=""0450011""","Abilities in Motion (AIM) Program","=""0450511""",0,0,0,0,0,0,0,0,0,0,0,0,0,16,16
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""",49,93,81,95,79,83,0,0,0,0,0,0,0,0,480
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",0,0,0,0,0,0,90,72,77,74,0,0,0,0,313
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""",0,0,0,0,0,0,0,0,0,0,100,79,71,82,332
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",16,11,10,16,13,19,14,11,12,17,0,0,0,0,139
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""",27,81,89,99,102,115,99,0,0,0,0,0,0,0,612
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""",0,0,0,0,0,0,0,99,105,119,0,0,0,0,323
"EdAdvance","=""2420014""","EdAdvance Headstart","=""2428014""",220,0,0,0,0,0,0,0,0,0,0,0,0,0,220
"EdAdvance","=""2420014""","The ACCESS School at The Danuta M. Thibodeau Education Center","=""2429014""",7,0,0,0,0,"*",0,"*","*","*","*","*","*",6,30
"Ellington School District","=""0480011""","Center School","=""0480111""",46,61,64,64,59,82,0,0,0,0,0,0,0,0,376
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""",0,30,45,38,46,39,0,0,0,0,0,0,0,0,198
"Ellington School District","=""0480011""","Windermere School","=""0480611""",0,70,87,90,93,99,0,0,0,0,0,0,0,0,439
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""",0,0,0,0,0,0,226,209,0,0,0,0,0,0,435
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""",0,0,0,0,0,0,0,0,212,222,0,0,0,0,434
"Ellington School District","=""0480011""","Ellington High School","=""0486111""",0,0,0,0,0,0,0,0,0,0,179,208,180,206,773
"Elm City Montessori School District","=""2910013""","Elm City Montessori School","=""2910113""",52,18,0,0,0,0,0,0,0,0,0,0,0,0,70
"Enfield School District","=""0490011""","Hazardville Memorial School","=""0490411""",82,108,91,79,0,0,0,0,0,0,0,0,0,0,360
"Enfield School District","=""0490011""","Head Start Program","=""0498011""",104,0,0,0,0,0,0,0,0,0,0,0,0,0,104
"Enfield School District","=""0490011""","Nathan Hale School","=""0491111""",0,71,73,79,0,0,0,0,0,0,0,0,0,0,223
"Enfield School District","=""0490011""","Enfield Street - Autism Spectrum Disorder (ASD)","=""0490311""",0,"*","*","*",0,0,0,0,0,0,0,0,0,0,6
"Enfield School District","=""0490011""","Enfield Street School","=""0490211""",0,103,94,89,0,0,0,0,0,0,0,0,0,0,286
"Enfield School District","=""0490011""","Henry Barnard School","=""0491811""",0,129,108,119,0,0,0,0,0,0,0,0,0,0,356
"Enfield School District","=""0490011""","Nathan Hale - Primary Adaptive Learning (PAL)","=""0490811""",0,"*","*","*",0,0,0,0,0,0,0,0,0,0,6
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""",0,0,0,0,133,129,115,0,0,0,0,0,0,0,377
"Enfield School District","=""0490011""","Henry Barnard - Educational Counseling Program (ECP)","=""0490611""",0,0,"*","*",0,0,0,0,0,0,0,0,0,0,"*"
"Enfield School District","=""0490011""","Edgar H. Parkman - Autism Spectrum Disorder (ASD)","=""0490511""",0,0,0,0,"*","*","*",0,0,0,0,0,0,0,6
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""",0,0,0,0,116,112,98,0,0,0,0,0,0,0,326
"Enfield School District","=""0490011""","Prudence Crandall - Educational Counseling Program (ECP)","=""0490711""",0,0,0,0,"*","*","*",0,0,0,0,0,0,0,6
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""",0,0,0,0,119,143,127,0,0,0,0,0,0,0,389
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""",0,0,0,0,0,0,0,378,337,384,0,0,0,0,1099
"Enfield School District","=""0490011""","Enfield High School","=""0496111""",0,0,0,0,0,0,0,0,0,0,225,147,185,152,709
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""",0,0,0,0,0,0,0,0,0,0,235,198,261,193,887
"Enfield School District","=""0490011""","Enfield Transitional Learning Academy","=""0499011""",0,0,0,0,0,0,0,0,0,0,0,0,0,10,10
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""",44,38,63,41,52,55,84,74,0,0,0,0,0,0,451
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""",31,56,72,66,69,71,63,0,0,0,0,0,0,0,428
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""",30,52,44,45,56,47,45,0,0,0,0,0,0,0,319
"Fairfield School District","=""0510011""","Early Childhood Center","=""0518011""",111,0,0,0,0,0,0,0,0,0,0,0,0,0,111
"Fairfield School District","=""0510011""","Sherman School","=""0511311""",0,64,90,81,88,69,83,0,0,0,0,0,0,0,475
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""",0,67,58,73,81,63,65,0,0,0,0,0,0,0,407
"Fairfield School District","=""0510011""","Jennings School","=""0511711""",0,47,56,40,74,52,55,0,0,0,0,0,0,0,324
"Fairfield School District","=""0510011""","McKinley School","=""0510611""",0,70,73,65,76,80,78,0,0,0,0,0,0,0,442
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""",0,62,63,62,85,67,74,0,0,0,0,0,0,0,413
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""",0,67,68,66,88,85,67,0,0,0,0,0,0,0,441
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""",0,67,90,76,91,90,89,0,0,0,0,0,0,0,503
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""",0,65,62,64,79,64,64,0,0,0,0,0,0,0,398
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""",0,68,74,72,81,94,71,0,0,0,0,0,0,0,460
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""",0,0,0,0,0,0,0,301,293,321,0,0,0,0,915
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""",0,0,0,0,0,0,0,253,270,282,0,0,0,0,805
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""",0,0,0,0,0,0,0,253,224,243,0,0,0,0,720
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""",0,0,0,0,0,0,0,0,0,0,404,364,380,393,1541
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""",0,0,0,0,0,0,0,0,0,0,386,361,383,312,1442
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""",0,0,0,0,0,0,0,0,0,0,"*","*",12,12,33
"Farmington School District","=""0520011""","Farmington Collaborative PK","=""0528011""",78,0,0,0,0,0,0,0,0,0,0,0,0,0,78
"Farmington School District","=""0520011""","East Farms School","=""0520411""",0,68,76,104,97,100,0,0,0,0,0,0,0,0,445
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""",0,57,73,63,70,71,0,0,0,0,0,0,0,0,334
"Farmington School District","=""0520011""","Union School","=""0520111""",0,51,61,57,73,63,0,0,0,0,0,0,0,0,305
"Farmington School District","=""0520011""","West District School","=""0520311""",0,48,60,65,68,74,0,0,0,0,0,0,0,0,315
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""",0,0,0,0,0,0,340,333,0,0,0,0,0,0,673
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""",0,0,0,0,0,0,0,0,289,281,0,0,0,0,570
"Farmington School District","=""0520011""","Farmington High School","=""0526111""",0,0,0,0,0,0,0,0,0,0,292,322,328,322,1264
"Farmington School District","=""0520011""","Farmington Alternative High School","=""0520611""",0,0,0,0,0,0,0,0,0,0,0,"*","*",7,13
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""",14,19,8,19,17,14,19,18,21,18,0,0,0,0,167
"Glastonbury School District","=""0540011""","PreK-Eastbury","=""0540511""",18,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"Glastonbury School District","=""0540011""","PreK-Nayaug","=""0541011""",20,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""",0,59,72,64,100,79,76,0,0,0,0,0,0,0,450
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""",0,40,37,43,51,42,47,0,0,0,0,0,0,0,260
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""",0,46,56,68,64,74,89,0,0,0,0,0,0,0,397
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""",0,51,65,81,59,77,78,0,0,0,0,0,0,0,411
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""",0,52,67,55,67,68,78,0,0,0,0,0,0,0,387
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""",0,92,83,92,88,99,96,0,0,0,0,0,0,0,550
"Glastonbury School District","=""0540011""","Pride-Hebron Avenue","=""0541111""",0,"*","*","*",0,0,0,0,0,0,0,0,0,0,"*"
"Glastonbury School District","=""0540011""","Pride-Nayaug","=""0541211""",0,"*","*","*",0,"*",0,0,0,0,0,0,0,0,8
"Glastonbury School District","=""0540011""","Links Academy","=""0540111""",0,0,"*",0,"*","*","*","*",0,"*","*","*","*","*",16
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""",0,0,0,0,0,0,0,519,0,0,0,0,0,0,519
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""",0,0,0,0,0,0,0,0,509,522,0,0,0,0,1031
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""",0,0,0,0,0,0,0,0,0,0,495,481,539,523,2038
"Glastonbury School District","=""0540011""","Alternate Program","=""0541311""",0,0,0,0,0,0,0,0,0,0,0,0,"*","*","*"
"Glastonbury School District","=""0540011""","Links Transition","=""0541411""",0,0,0,0,0,0,0,0,0,0,0,0,0,17,17
"Granby School District","=""0560011""","Frank M. Kearns Primary School","=""0560111""",27,122,114,115,0,0,0,0,0,0,0,0,0,0,378
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""",0,0,0,0,62,62,88,68,0,0,0,0,0,0,280
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""",0,0,0,0,68,68,67,80,0,0,0,0,0,0,283
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""",0,0,0,0,0,0,0,0,163,167,0,0,0,0,330
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""",0,0,0,0,0,0,0,0,0,0,175,154,194,160,683
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",50,59,50,55,61,52,64,0,0,0,0,0,0,0,391
"Greenwich School District","=""0570011""","North Street School","=""0570811""",26,60,58,52,59,67,62,0,0,0,0,0,0,0,384
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""",32,53,78,69,56,81,63,0,0,0,0,0,0,0,432
"Greenwich School District","=""0570011""","Parkway School","=""0571111""",45,34,38,43,27,39,32,0,0,0,0,0,0,0,258
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""",0,57,83,89,70,75,64,0,0,0,0,0,0,0,438
"Greenwich School District","=""0570011""","Glenville School","=""0570411""",0,68,66,86,69,80,55,0,0,0,0,0,0,0,424
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""",0,53,63,60,66,62,66,0,0,0,0,0,0,0,370
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",0,62,61,52,65,59,70,0,0,0,0,0,0,0,369
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",0,42,49,48,39,50,36,0,0,0,0,0,0,0,264
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""",0,93,71,86,76,76,85,0,0,0,0,0,0,0,487
"Greenwich School District","=""0570011""","Riverside School","=""0571011""",0,82,90,75,76,92,82,0,0,0,0,0,0,0,497
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""",0,0,0,0,0,0,0,197,190,191,0,0,0,0,578
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""",0,0,0,0,0,0,0,281,262,268,0,0,0,0,811
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",0,0,0,0,0,0,0,165,179,188,0,0,0,0,532
"Greenwich School District","=""0570011""","Greenwich Alternative High School","=""0571411""",0,0,0,0,0,0,0,0,0,0,"*","*",16,20,46
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""",0,0,0,0,0,0,0,0,0,0,601,651,633,616,2501
"Greenwich School District","=""0570011""","Community Connections","=""0571211""",0,0,0,0,0,0,0,0,0,0,0,0,0,10,10
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",81,133,143,141,141,117,0,0,0,0,0,0,0,0,756
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",0,0,0,0,0,0,128,138,140,141,0,0,0,0,547
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""",0,0,0,0,0,0,0,0,0,"*","*","*","*","*",15
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",0,0,0,0,0,0,0,0,0,0,157,139,134,141,571
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",36,58,61,66,62,59,58,0,0,0,0,0,0,0,400
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",79,61,58,41,42,45,32,0,0,0,0,0,0,0,358
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",49,70,76,71,46,43,41,0,0,0,0,0,0,0,396
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",33,34,48,44,53,38,59,0,0,0,0,0,0,0,309
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",0,62,55,65,59,72,43,0,0,0,0,0,0,0,356
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",0,61,68,70,67,58,75,0,0,0,0,0,0,0,399
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",0,54,65,43,40,43,42,0,0,0,0,0,0,0,287
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",0,0,0,0,0,0,"*",160,"*",154,0,0,0,0,461
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",0,0,0,0,0,0,0,172,150,151,0,0,0,0,473
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",0,0,0,0,0,0,0,0,0,0,284,270,277,258,1089
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",38,49,50,51,66,75,0,0,0,0,0,0,0,0,329
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",0,59,54,74,62,73,0,0,0,0,0,0,0,0,322
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""",0,35,50,43,59,75,0,0,0,0,0,0,0,0,262
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",0,55,47,80,67,69,0,0,0,0,0,0,0,0,318
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",0,0,0,0,0,0,263,271,0,0,0,0,0,0,534
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",0,0,0,0,0,0,0,0,285,274,0,0,0,0,559
"Guilford School District","=""0600011""","Guilford High School","=""0606111""",0,0,0,0,0,0,0,0,0,0,295,266,242,273,1076
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""",136,"*",7,"*","*",0,0,0,0,0,0,0,0,0,150
"Hamden School District","=""0620011""","Church Street School","=""0620211""",15,42,40,50,50,51,39,40,0,0,0,0,0,0,327
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",28,37,50,37,50,57,41,31,0,0,0,0,0,0,331
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",0,61,65,57,63,80,70,52,0,0,0,0,0,0,448
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",0,38,45,38,39,43,45,48,0,0,0,0,0,0,296
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",0,60,42,51,46,44,41,38,0,0,0,0,0,0,322
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",0,49,48,46,47,47,38,45,0,0,0,0,0,0,320
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",0,67,61,74,51,58,59,64,0,0,0,0,0,0,434
"Hamden School District","=""0620011""","West Woods School","=""0621411""",0,60,62,54,57,54,70,73,0,0,0,0,0,0,430
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""",0,0,0,0,0,0,0,0,"*","*",14,14,18,14,72
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",0,0,0,0,0,0,0,0,410,393,0,0,0,0,803
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",0,0,0,0,0,0,0,0,0,0,416,441,409,430,1696
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",18,9,14,15,10,14,12,13,0,0,0,0,0,0,105
"Hartford School District","=""0640011""","Asian Studies Academy at Bellizzi School","=""0640711""",36,91,81,85,72,72,65,37,60,63,0,0,0,0,662
"Hartford School District","=""0640011""","Autism Program - Naylor School","=""0645711""",23,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",18,69,58,50,54,44,42,44,51,36,0,0,0,0,466
"Hartford School District","=""0640011""","Betances Early Reading Lab Magnet School","=""0642811""",80,40,57,54,57,0,0,0,0,0,0,0,0,0,288
"Hartford School District","=""0640011""","Breakthrough II Magnet School","=""0643511""",95,31,31,30,29,25,28,17,17,15,0,0,0,0,318
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""",55,34,33,30,33,34,44,33,31,30,0,0,0,0,357
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""",34,65,69,51,52,64,59,63,60,64,0,0,0,0,581
"Hartford School District","=""0640011""","Burr School","=""0642311""",17,68,66,89,98,82,65,72,63,64,0,0,0,0,684
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""",42,37,40,42,43,46,45,60,58,65,61,52,36,45,672
"Hartford School District","=""0640011""","Clark School","=""0642411""",20,47,38,31,49,43,31,36,15,25,0,0,0,0,335
"Hartford School District","=""0640011""","Early Childhood Development Center (ECDC)","=""0644111""","*",0,0,0,0,0,0,0,0,0,0,0,0,0,"*"
"Hartford School District","=""0640011""","Environmental Sciences Magnet at Hooker School","=""0640911""",60,60,60,60,61,64,61,62,60,59,0,0,0,0,607
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""",38,105,94,90,94,84,72,0,0,0,0,0,0,0,577
"Hartford School District","=""0640011""","Hartford PreKindergarten Magnet School","=""0641311""",144,0,0,0,0,0,0,0,0,0,0,0,0,0,144
"Hartford School District","=""0640011""","Kennelly School","=""0641011""",18,68,65,75,90,89,67,45,48,56,0,0,0,0,621
"Hartford School District","=""0640011""","Kinsella Magnet School of Performing Arts","=""0641111""",60,67,68,68,78,78,77,77,77,77,64,57,36,0,884
"Hartford School District","=""0640011""","M. D. Fox School","=""0640811""",36,87,85,60,68,65,62,52,50,37,0,0,0,0,602
"Hartford School District","=""0640011""","M. L. King, Jr. School","=""0641611""",29,55,27,36,33,42,29,28,27,23,0,0,0,0,329
"Hartford School District","=""0640011""","MDP - Moylan School","=""0648511""","*",0,0,0,0,0,0,0,0,0,0,0,0,0,"*"
"Hartford School District","=""0640011""","Milner School","=""0641911""",23,38,40,39,33,40,29,25,31,32,0,0,0,0,330
"Hartford School District","=""0640011""","Montessori Magnet at Fisher School","=""0643711""",101,45,52,31,28,28,14,6,18,0,0,0,0,0,323
"Hartford School District","=""0640011""","Montessori Magnet at Moylan School","=""0640511""",87,45,28,24,15,13,0,0,0,0,0,0,0,0,212
"Hartford School District","=""0640011""","Naylor/CCSU Leadership Academy","=""0641411""",19,90,73,89,79,80,71,62,65,54,0,0,0,0,682
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",34,94,87,92,98,65,62,0,0,0,0,0,0,0,532
"Hartford School District","=""0640011""","Rawson School","=""0641711""",18,57,58,61,60,66,45,45,35,39,0,0,0,0,484
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",36,84,90,79,83,63,50,0,0,0,0,0,0,0,485
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",18,46,39,36,38,27,27,16,26,22,0,0,0,0,295
"Hartford School District","=""0640011""","Webster Micro Society Magnet School","=""0642011""",113,79,62,65,81,68,64,60,49,37,0,0,0,0,678
"Hartford School District","=""0640011""","Wish Museum School","=""0642211""",16,40,37,33,36,27,28,27,30,29,0,0,0,0,303
