"CT School Day SAT, 2016-17"
"All Districts, All Subjects, English Learner Status (EL)"

"",,,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"District","District Code","School","School Code","Subject","ELL","Total Numberof Students","Total NumberTested","Connecticut School Day SATParticipationRate","Total Numberwith Scored Tests","Count","%","Count","%","Count","%","Count","%","Count","%","AverageScore"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Math","N","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Cortlandt V.R. Creed Health and Sport Sciences High School","=""0936811""","ELA","N",40,40,100.0,40,"*","*","*","*","*","*","*","*","*","*",452
"New Haven School District","=""0930011""","Cortlandt V.R. Creed Health and Sport Sciences High School","=""0936811""","ELA","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Cortlandt V.R. Creed Health and Sport Sciences High School","=""0936811""","Math","N",40,40,100.0,40,"*","*","*","*","*","*","*","*","*","*",411
"New Haven School District","=""0930011""","Cortlandt V.R. Creed Health and Sport Sciences High School","=""0936811""","Math","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Math","N","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","ELA","N",135,130,96.3,130,"*","*","*","*","*","*","*","*","*","*",467
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","ELA","Y",7,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Math","N",135,130,96.3,130,"*","*","*","*","*","*","*","*","*","*",450
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Math","Y",7,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","ELA","N",177,157,88.7,157,73,46.5,"*","*","*","*","*","*","*","*",430
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","ELA","Y",35,29,82.9,29,26,89.7,"*","*","*","*",0,0.0,"*","*",352
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Math","N",177,157,88.7,157,90,57.3,"*","*",8,5.1,"*","*","*","*",405
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Math","Y",35,29,82.9,28,"*","*","*","*",0,0.0,0,0.0,0,0.0,369
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Math","N","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","ELA","N",66,58,87.9,58,16,27.6,"*","*",27,46.6,"*","*","*","*",467
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Math","N",66,58,87.9,58,21,36.2,27,46.6,"*","*","*","*",10,17.2,441
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Light High School","=""0932611""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Light High School","=""0932611""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Light High School","=""0932611""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Light High School","=""0932611""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","ELA","N",238,208,87.4,208,79,38.0,59,28.4,"*","*","*","*","*","*",463
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","ELA","Y",75,67,89.3,67,51,76.1,"*","*","*","*",0,0.0,"*","*",381
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Math","N",238,208,87.4,208,98,47.1,77,37.0,"*","*","*","*","*","*",432
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Math","Y",75,67,89.3,67,55,82.1,"*","*",0,0.0,"*","*","*","*",368
"New London School District","=""0950011""","New London High School","=""0956111""","ELA","N",90,77,85.6,77,27,35.1,"*","*",22,28.6,"*","*","*","*",447
"New London School District","=""0950011""","New London High School","=""0956111""","ELA","Y",42,39,92.9,39,"*","*","*","*",0,0.0,0,0.0,0,0.0,371
"New London School District","=""0950011""","New London High School","=""0956111""","Math","N",90,77,85.6,76,35,46.1,34,44.7,"*","*","*","*",7,9.2,421
"New London School District","=""0950011""","New London High School","=""0956111""","Math","Y",42,39,92.9,39,32,82.1,7,17.9,0,0.0,0,0.0,0,0.0,371
"New London School District","=""0950011""","Science and Technology Magnet School of Southeastern Connecticut","=""0951311""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New London School District","=""0950011""","Science and Technology Magnet School of Southeastern Connecticut","=""0951311""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New London School District","=""0950011""","Science and Technology Magnet School of Southeastern Connecticut","=""0951311""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New London School District","=""0950011""","Science and Technology Magnet School of Southeastern Connecticut","=""0951311""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Newington School District","=""0940011""","Newington High School","=""0946111""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Newington School District","=""0940011""","Newington High School","=""0946111""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Newington School District","=""0940011""","Newington High School","=""0946111""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Newington School District","=""0940011""","Newington High School","=""0946111""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","ELA","N",43,43,100.0,43,6,14.0,6,14.0,17,39.5,14,32.6,31,72.1,558
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Math","N",43,43,100.0,43,"*","*",18,41.9,13,30.2,"*","*","*","*",543
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","ELA","N",293,279,95.2,279,39,14.0,73,26.2,"*","*","*","*","*","*",504
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","ELA","Y",58,54,93.1,54,40,74.1,"*","*","*","*",0,0.0,"*","*",387
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Math","N",293,279,95.2,279,58,20.8,135,48.4,64,22.9,22,7.9,86,30.8,485
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Math","Y",58,54,93.1,54,34,63.0,20,37.0,0,0.0,0,0.0,0,0.0,390
"Norwalk School District","=""1030011""","Center for Global Studies","=""1030511""","ELA","N",80,79,98.8,79,"*","*","*","*",38,48.1,32,40.5,70,88.6,600
"Norwalk School District","=""1030011""","Center for Global Studies","=""1030511""","Math","N",80,79,98.8,79,"*","*",26,32.9,"*","*",25,31.6,"*","*",572
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","ELA","N",353,345,97.7,345,60,17.4,65,18.8,"*","*","*","*","*","*",515
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","ELA","Y",47,42,89.4,42,33,78.6,"*","*","*","*",0,0.0,"*","*",378
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Math","N",353,345,97.7,345,64,18.6,159,46.1,"*","*","*","*","*","*",494
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Math","Y",47,42,89.4,42,26,61.9,"*","*","*","*",0,0.0,"*","*",393
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich Free Academy District","=""9010022""","Alternative Pathways to Success","=""9010322""","ELA","N",9,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich Free Academy District","=""9010022""","Alternative Pathways to Success","=""9010322""","Math","N",9,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich Free Academy District","=""9010022""","Night School","=""9010222""","ELA","N",8,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich Free Academy District","=""9010022""","Night School","=""9010222""","Math","N",8,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","ELA","N",514,497,96.7,496,95,19.2,95,19.2,"*","*","*","*","*","*",514
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","ELA","Y",30,29,96.7,29,18,62.1,"*","*","*","*",0,0.0,"*","*",408
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Math","N",514,497,96.7,496,120,24.2,192,38.7,"*","*","*","*","*","*",496
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Math","Y",30,29,96.7,29,14,48.3,10,34.5,"*","*","*","*","*","*",429
"Norwich School District","=""1040011""","Virtual Learning Academy","=""1049211""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich School District","=""1040011""","Virtual Learning Academy","=""1049211""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Alternative Education","=""1080411""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Alternative Education","=""1080411""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Path Academy District","=""2930013""","Path Academy","=""2930113""","ELA","N",40,20,50.0,20,"*","*","*","*","*","*",0,0.0,"*","*",383
"Path Academy District","=""2930013""","Path Academy","=""2930113""","ELA","Y",6,0,"*",0,"*","*","*","*","*","*","*","*","*","*","*"
"Path Academy District","=""2930013""","Path Academy","=""2930113""","Math","N",40,20,50.0,18,"*","*","*","*","*","*","*","*","*","*","*"
"Path Academy District","=""2930013""","Path Academy","=""2930113""","Math","Y",6,0,"*",0,"*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","ELA","N",124,120,96.8,120,25,20.8,21,17.5,62,51.7,12,10.0,74,61.7,503
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Math","N",124,120,96.8,120,"*","*",47,39.2,45,37.5,"*","*","*","*",493
"Portland School District","=""1130011""","Portland High School","=""1136111""","ELA","N",86,86,100.0,86,10,11.6,10,11.6,49,57.0,17,19.8,66,76.7,542
"Portland School District","=""1130011""","Portland High School","=""1136111""","Math","N",86,86,100.0,85,12,14.1,29,34.1,28,32.9,16,18.8,44,51.8,532
"Putnam School District","=""1160011""","PALS - Putnam Alternative Learning System","=""1160111""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","PALS - Putnam Alternative Learning System","=""1160111""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""","ALPSS","=""2010512""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""","ALPSS","=""2010512""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","ELA","N",87,84,96.6,84,19,22.6,14,16.7,41,48.8,10,11.9,51,60.7,505
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","Math","N",87,84,96.6,83,"*","*",39,47.0,24,28.9,"*","*","*","*",483
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","ELA","N",155,152,98.1,152,11,7.2,10,6.6,89,58.6,42,27.6,131,86.2,570
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","Math","N",155,152,98.1,152,14,9.2,60,39.5,60,39.5,18,11.8,78,51.3,527
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","ELA","N",105,104,99.0,104,18,17.3,16,15.4,56,53.8,14,13.5,70,67.3,516
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","Math","N",105,104,99.0,100,"*","*",49,49.0,30,30.0,"*","*","*","*",495
"Regional School District 07","=""2070012""","AIM","=""2079112""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","AIM","=""2079112""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","Links","=""2079212""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","Links","=""2079212""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","ELA","N",165,165,100.0,165,8,4.8,20,12.1,88,53.3,49,29.7,137,83.0,572
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","Math","N",165,165,100.0,165,12,7.3,44,26.7,78,47.3,31,18.8,109,66.1,557
"Regional School District 07","=""2070012""","STEP","=""2079312""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","STEP","=""2079312""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","ELA","N",269,267,99.3,267,7,2.6,20,7.5,138,51.7,102,38.2,240,89.9,588
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","Math","N",269,267,99.3,267,10,3.7,58,21.7,123,46.1,76,28.5,199,74.5,587
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","ELA","N",29,29,100.0,29,"*","*","*","*",20,69.0,"*","*","*","*",547
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","Math","N",29,29,100.0,29,"*","*",10,34.5,12,41.4,"*","*","*","*",537
"Regional School District 12","=""2120012""","Shepaug Valley School","=""2120312""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","Shepaug Valley School","=""2120312""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","Shepaug Valley School","=""2120312""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","Shepaug Valley School","=""2120312""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","ELA","N",128,126,98.4,126,"*","*","*","*",87,69.0,27,21.4,114,90.5,574
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","Math","N",128,126,98.4,126,10,7.9,39,31.0,56,44.4,21,16.7,77,61.1,552
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","ELA","N",192,190,99.0,190,25,13.2,27,14.2,101,53.2,37,19.5,138,72.6,537
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","Math","N",192,190,99.0,190,24,12.6,69,36.3,71,37.4,26,13.7,97,51.1,529
"Regional School District 15","=""2150012""","MIJ Program","=""2150112""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","MIJ Program","=""2150112""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 16","=""2160012""","WRHS Alternative Education Program","=""2160412""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 16","=""2160012""","WRHS Alternative Education Program","=""2160412""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","ELA","N",170,166,97.6,166,16,9.6,20,12.0,98,59.0,32,19.3,130,78.3,541
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","Math","N",170,166,97.6,166,26,15.7,70,42.2,58,34.9,12,7.2,70,42.2,508
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","Alternative Program","=""2180412""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","Alternative Program","=""2180412""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","ELA","N",115,112,97.4,112,"*","*","*","*",50,44.6,48,42.9,98,87.5,597
