"Student Counts by School and Grade"
"All Districts, All Schools"
"2012-13"

"",,,,"Grade",,,,,,,,,,,,,,
"East Hartford School District","=""0430011""","Sunset Ridge Middle School","=""0432411""",0,0,0,0,0,75,119,114,0,0,0,0,0,0,308
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""",0,0,0,0,0,0,0,136,443,465,0,0,0,0,1044
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""",0,0,0,0,0,0,0,0,0,0,52,51,48,37,188
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""",0,0,0,0,0,0,0,0,0,0,514,430,345,353,1642
"East Hartford School District","=""0430011""","Stevens Alternate High School","=""0436411""",0,0,0,0,0,0,0,0,0,0,18,45,71,39,173
"East Haven School District","=""0440011""","D. C. Moore School","=""0441411""",87,69,59,54,0,0,0,0,0,0,0,0,0,0,269
"East Haven School District","=""0440011""","Deer Run School","=""0440111""",49,96,101,83,0,0,0,0,0,0,0,0,0,0,329
"East Haven School District","=""0440011""","Overbrook Elementary School","=""0441811""",0,64,70,56,0,0,0,0,0,0,0,0,0,0,190
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""",0,0,0,0,49,48,50,42,44,46,0,0,0,0,279
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""",0,0,0,0,58,86,84,0,0,0,0,0,0,0,228
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""",0,0,0,0,60,61,66,0,0,0,0,0,0,0,187
"East Haven School District","=""0440011""","Momauguin School","=""0440711""",0,0,0,0,56,61,63,0,0,0,0,0,0,0,180
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""",0,0,0,0,0,0,0,179,204,211,0,0,0,0,594
"East Haven School District","=""0440011""","Pathways","=""0449011""",0,0,0,0,0,0,0,0,"*",8,"*",7,11,7,39
"East Haven School District","=""0440011""","East Haven High School","=""0446111""",0,0,0,0,0,0,0,0,0,0,249,224,243,207,923
"East Lyme School District","=""0450011""","Integrated Preschool","=""0458011""",40,0,0,0,0,0,0,0,0,0,0,0,0,0,40
"East Lyme School District","=""0450011""","Flanders School","=""0450111""",0,55,73,69,77,87,0,0,0,0,0,0,0,0,361
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""",0,61,54,78,72,70,0,0,0,0,0,0,0,0,335
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""",0,31,38,39,42,48,0,0,0,0,0,0,0,0,198
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""",0,0,0,0,0,0,217,222,219,213,0,0,0,0,871
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""",0,0,0,0,0,0,0,0,0,0,262,279,272,316,1129
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""",62,106,92,81,87,86,0,0,0,0,0,0,0,0,514
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",0,0,0,0,0,0,93,"*",105,98,0,0,0,"*",378
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""",0,0,0,0,0,0,0,0,0,0,77,100,101,84,362
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",15,19,12,24,16,12,13,20,16,21,0,0,0,0,168
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""",32,85,93,115,94,102,108,0,0,0,0,0,0,0,629
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""",0,0,0,0,0,0,0,121,126,143,0,0,0,0,390
"EdAdvance","=""2420014""","EdAdvance Headstart","=""2428014""",216,0,0,0,0,0,0,0,0,0,0,0,0,0,216
"EdAdvance","=""2420014""","The ACCESS School at The Danuta M. Thibodeau Education Center","=""2429014""",10,0,0,"*",0,"*","*","*","*","*","*","*","*","*",33
"Ellington School District","=""0480011""","Center School","=""0480111""",52,71,61,85,76,87,0,0,0,0,0,0,0,0,432
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""",0,34,44,44,44,44,0,0,0,0,0,0,0,0,210
"Ellington School District","=""0480011""","Windermere School","=""0480611""",0,77,88,86,96,86,0,0,0,0,0,0,0,0,433
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""",0,0,0,0,0,0,216,206,0,0,0,0,0,0,422
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""",0,0,0,0,0,0,0,0,202,226,0,0,0,0,428
"Ellington School District","=""0480011""","Ellington High School","=""0486111""",0,0,0,0,0,0,0,0,0,0,192,207,192,198,789
"Enfield School District","=""0490011""","Hazardville Memorial School","=""0490411""",87,103,101,90,0,0,0,0,0,0,0,0,0,0,381
"Enfield School District","=""0490011""","Head Start Program","=""0498011""",104,0,0,0,0,0,0,0,0,0,0,0,0,0,104
"Enfield School District","=""0490011""","Nathan Hale School","=""0491111""",0,"*",71,84,0,0,0,"*",0,0,0,0,0,0,222
"Enfield School District","=""0490011""","Enfield Street School","=""0490211""",0,"*",102,104,"*",0,0,0,0,0,0,0,0,0,302
"Enfield School District","=""0490011""","Henry Barnard School","=""0491811""",0,134,121,130,0,0,0,0,0,0,0,0,0,0,385
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""",0,0,0,0,132,133,131,0,0,0,0,0,0,0,396
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""",0,0,0,0,"*",122,131,"*",0,0,0,0,0,0,359
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""",0,0,0,0,140,138,148,0,0,0,0,0,0,0,426
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""",0,0,0,0,0,0,0,369,403,376,0,0,0,0,1148
"Enfield School District","=""0490011""","Enfield High School","=""0496111""",0,0,0,0,0,0,0,0,0,0,214,166,195,152,727
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""",0,0,0,0,0,0,0,0,0,0,281,216,254,237,988
"Enfield School District","=""0490011""","Enfield Transitional Learning Academy","=""0499011""",0,0,0,0,0,0,0,0,0,0,0,0,0,21,21
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""",51,48,49,61,87,83,75,74,0,0,0,0,0,0,528
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""",30,67,65,68,65,89,61,0,0,0,0,0,0,0,445
"Fairfield School District","=""0510011""","Early Childhood Center","=""0518011""",132,0,0,0,0,0,0,0,0,0,0,0,0,0,132
"Fairfield School District","=""0510011""","Jennings School","=""0511711""",0,40,70,53,59,48,64,0,0,0,0,0,0,0,334
"Fairfield School District","=""0510011""","Sherman School","=""0511311""",0,73,87,64,87,61,77,0,0,0,0,0,0,0,449
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""",0,43,56,45,37,45,52,0,0,0,0,0,0,0,278
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""",0,62,75,61,56,65,61,0,0,0,0,0,0,0,380
"Fairfield School District","=""0510011""","McKinley School","=""0510611""",0,72,75,82,72,70,69,0,0,0,0,0,0,0,440
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""",0,57,86,68,78,80,76,0,0,0,0,0,0,0,445
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""",0,62,86,79,62,86,79,0,0,0,0,0,0,0,454
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""",0,72,84,93,91,91,87,0,0,0,0,0,0,0,518
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""",0,65,71,66,65,76,66,0,0,0,0,0,0,0,409
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""",0,70,87,96,69,109,74,0,0,0,0,0,0,0,505
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""",0,0,0,0,0,0,0,326,312,213,0,0,0,0,851
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""",0,0,0,0,0,0,0,290,311,339,0,0,0,0,940
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""",0,0,0,0,0,0,0,242,230,272,0,0,0,0,744
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""",0,0,0,0,0,0,0,0,0,0,400,394,379,379,1552
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""",0,0,0,0,0,0,0,0,0,0,413,331,360,314,1418
"Farmington School District","=""0520011""","Farmington Collaborative PK","=""0528011""",61,0,0,0,0,0,0,0,0,0,0,0,0,0,61
"Farmington School District","=""0520011""","East Farms School","=""0520411""",0,79,87,85,95,89,0,0,0,0,0,0,0,0,435
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""",0,59,66,75,74,84,0,0,0,0,0,0,0,0,358
"Farmington School District","=""0520011""","Union School","=""0520111""",0,52,67,62,73,66,0,0,0,0,0,0,0,0,320
"Farmington School District","=""0520011""","West District School","=""0520311""",0,59,64,77,80,85,0,0,0,0,0,0,0,0,365
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""",0,0,0,0,0,0,297,281,0,0,0,0,0,0,578
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""",0,0,0,0,0,0,0,0,298,312,0,0,0,0,610
"Farmington School District","=""0520011""","Farmington High School","=""0526111""",0,0,0,0,0,0,0,0,0,0,329,332,341,320,1322
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""",17,22,16,17,18,19,20,21,28,22,0,0,0,0,200
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""",36,38,48,41,51,49,56,0,0,0,0,0,0,0,319
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""",23,89,88,101,96,123,103,0,0,0,0,0,0,0,623
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""",0,67,91,72,68,94,94,0,0,0,0,0,0,0,486
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""",0,67,63,76,85,90,90,0,0,0,0,0,0,0,471
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""",0,73,54,76,78,88,87,0,0,0,0,0,0,0,456
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""",0,62,66,74,80,75,85,0,0,0,0,0,0,0,442
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""",0,0,0,0,0,0,0,525,0,0,0,0,0,0,525
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""",0,0,0,0,0,0,0,0,513,512,0,0,0,0,1025
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""",0,0,0,0,0,0,0,0,0,0,553,542,583,561,2239
"Granby School District","=""0560011""","Frank M. Kearns Primary School","=""0560111""",20,113,129,124,0,0,0,0,0,0,0,0,0,0,386
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""",0,0,0,0,86,68,94,79,0,0,0,0,0,0,327
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""",0,0,0,0,65,83,73,82,0,0,0,0,0,0,303
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""",0,0,0,0,0,0,0,0,167,162,0,0,0,0,329
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""",0,0,0,0,0,0,0,0,0,0,198,162,206,193,759
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",56,55,64,56,70,54,54,0,0,0,0,0,0,0,409
"Greenwich School District","=""0570011""","North Street School","=""0570811""",27,50,67,73,64,66,67,0,0,0,0,0,0,0,414
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""",30,63,57,74,69,74,58,0,0,0,0,0,0,0,425
"Greenwich School District","=""0570011""","Parkway School","=""0571111""",33,42,23,43,40,41,50,0,0,0,0,0,0,0,272
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""",0,94,62,81,62,68,67,0,0,0,0,0,0,0,434
"Greenwich School District","=""0570011""","Glenville School","=""0570411""",0,86,64,84,53,61,59,0,0,0,0,0,0,0,407
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""",0,61,62,58,66,64,58,0,0,0,0,0,0,0,369
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",0,54,63,56,66,55,50,0,0,0,0,0,0,0,344
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",0,43,49,47,38,38,46,0,0,0,0,0,0,0,261
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""",0,84,71,76,81,77,76,0,0,0,0,0,0,0,465
"Greenwich School District","=""0570011""","Riverside School","=""0571011""",0,64,72,90,82,87,87,0,0,0,0,0,0,0,482
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""",0,0,0,0,0,0,0,186,206,207,0,0,0,0,599
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""",0,0,0,0,0,0,0,287,238,257,0,0,0,0,782
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",0,0,0,0,0,0,0,187,150,167,0,0,0,0,504
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""",0,0,0,0,0,0,0,0,0,0,655,659,673,690,2677
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",84,145,145,115,120,140,0,0,0,0,0,0,0,0,749
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",0,0,0,0,0,0,140,136,161,148,0,0,0,0,585
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",0,0,0,0,0,0,0,0,0,0,160,151,157,156,624
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",10,97,95,81,70,65,0,0,0,0,0,0,0,0,418
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",71,62,73,63,46,47,39,0,0,0,0,0,0,0,401
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",42,73,62,54,58,37,37,0,0,0,0,0,0,0,363
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",66,38,50,35,56,61,46,0,0,0,0,0,0,0,352
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",0,67,60,61,38,59,55,0,0,0,0,0,0,0,340
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",0,46,53,52,40,44,115,0,0,0,0,0,0,0,350
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",0,73,73,62,74,65,56,0,0,0,0,0,0,0,403
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",0,0,0,0,0,0,0,150,156,156,0,0,0,0,462
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",0,0,0,0,0,0,0,182,151,173,0,0,0,0,506
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",0,0,0,0,0,0,0,0,0,0,283,280,315,305,1183
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",45,43,61,73,71,69,0,0,0,0,0,0,0,0,362
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",0,71,63,78,56,64,0,0,0,0,0,0,0,0,332
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""",0,42,55,67,63,65,0,0,0,0,0,0,0,0,292
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",0,65,60,76,67,80,0,0,0,0,0,0,0,0,348
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",0,0,0,0,0,0,299,267,0,0,0,0,0,0,566
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",0,0,0,0,0,0,0,0,307,285,0,0,0,0,592
"Guilford School District","=""0600011""","Guilford High School","=""0606111""",0,0,0,0,0,0,0,0,0,0,236,277,282,275,1070
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""",94,"*","*",0,0,0,0,0,0,0,0,0,0,0,100
"Hamden School District","=""0620011""","Church Street School","=""0620211""",13,50,64,52,49,48,49,45,0,0,0,0,0,0,370
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",28,33,44,54,35,34,33,27,0,0,0,0,0,0,288
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",0,60,69,77,73,57,65,62,0,0,0,0,0,0,463
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",0,45,39,56,37,39,46,46,0,0,0,0,0,0,308
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",0,52,47,46,43,41,49,56,0,0,0,0,0,0,334
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",0,51,46,64,46,46,43,40,0,0,0,0,0,0,336
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",0,75,63,60,61,65,60,45,0,0,0,0,0,0,429
"Hamden School District","=""0620011""","West Woods School","=""0621411""",0,60,59,60,72,73,65,72,0,0,0,0,0,0,461
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",0,0,0,0,0,0,0,0,454,445,0,0,0,0,899
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",0,0,0,0,0,0,0,0,0,0,458,464,465,415,1802
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",19,18,10,16,12,15,16,10,0,0,0,0,0,0,116
"Hartford School District","=""0640011""","Asian Studies Academy at Bellizzi School","=""0640711""",41,88,73,65,65,51,64,59,50,0,0,0,0,0,556
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",37,60,60,41,47,55,68,40,45,67,0,0,0,0,520
"Hartford School District","=""0640011""","Betances Early Reading Lab Magnet School","=""0642811""",35,65,90,79,54,0,0,0,0,0,0,0,0,0,323
"Hartford School District","=""0640011""","Breakthrough II Magnet School","=""0643511""",56,25,27,22,26,27,21,18,0,0,0,0,0,0,222
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""",58,31,31,33,33,32,38,36,37,26,0,0,0,0,355
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""",34,58,66,65,59,67,60,65,59,65,0,0,0,0,598
"Hartford School District","=""0640011""","Burr School","=""0642311""",21,69,102,89,89,80,79,70,68,62,0,0,0,0,729
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""",43,39,38,38,39,44,38,61,61,65,62,55,57,34,674
"Hartford School District","=""0640011""","Clark School","=""0642411""",17,51,47,54,38,42,39,33,28,30,0,0,0,0,379
"Hartford School District","=""0640011""","Environmental Sciences Magnet at Hooker School","=""0640911""",61,60,62,59,60,59,60,56,53,40,0,0,0,0,570
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""",112,128,112,96,81,96,77,0,0,0,0,0,0,0,702
"Hartford School District","=""0640011""","Kennelly School","=""0641011""",18,84,86,77,70,74,62,66,64,102,0,0,0,0,703
"Hartford School District","=""0640011""","Kinsella Magnet School of Performing Arts","=""0641111""",59,65,66,71,76,78,84,71,76,68,46,0,0,0,760
"Hartford School District","=""0640011""","M. L. King, Jr. School","=""0641611""",46,36,44,43,43,43,35,29,35,28,0,0,0,0,382
"Hartford School District","=""0640011""","McDonough Middle School","=""0641211""","*",0,0,0,0,0,0,"*",149,142,0,0,0,0,385
"Hartford School District","=""0640011""","Milner School","=""0641911""",20,40,51,44,36,34,39,31,38,40,0,0,0,0,373
"Hartford School District","=""0640011""","Montessori Magnet at Fisher School","=""0643711""",110,39,35,45,16,13,12,9,0,0,0,0,0,0,279
"Hartford School District","=""0640011""","Naylor/CCSU Leadership Academy","=""0641411""",30,92,87,74,80,75,80,64,58,83,0,0,0,0,723
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",66,111,112,88,59,74,54,0,0,0,0,0,0,0,564
"Hartford School District","=""0640011""","Rawson School","=""0641711""",15,68,67,65,55,64,55,43,54,86,0,0,0,0,572
"Hartford School District","=""0640011""","Renzulli Gifted and Talented Academy","=""0644011""","*","*",0,0,0,15,19,16,23,25,13,0,0,0,121
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",36,91,90,78,69,77,53,0,0,0,0,0,0,0,494
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",47,40,42,35,32,31,28,28,19,24,0,0,0,0,326
"Hartford School District","=""0640011""","Webster Micro Society Magnet School","=""0642011""",112,61,66,77,57,60,62,45,44,42,0,0,0,0,626
"Hartford School District","=""0640011""","West Middle School","=""0642111""",18,83,93,79,66,80,62,49,52,53,0,0,0,0,635
"Hartford School District","=""0640011""","Wish Museum School","=""0642211""",17,54,45,37,34,41,52,34,40,38,0,0,0,0,392
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""",0,49,62,48,52,63,52,0,0,44,50,0,0,0,420
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Elementary)","=""0649011""",0,"*",6,"*","*",7,"*","*",6,"*",0,0,0,0,40
"Hartford School District","=""0640011""","M. D. Fox School","=""0640811""",0,75,75,71,71,70,66,48,28,29,0,0,0,0,533
"Hartford School District","=""0640011""","SAND School","=""0640111""",0,65,67,55,49,54,56,38,52,48,0,0,0,0,484
"Hartford School District","=""0640011""","STEM Magnet at Fisher School","=""0642511""",0,32,43,37,40,37,39,45,44,39,0,0,0,0,356
"Hartford School District","=""0640011""","Betances STEM Magnet School","=""0643811""",0,0,0,0,0,87,0,0,0,0,0,0,0,0,87
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""",0,0,0,0,0,0,0,113,113,109,103,92,86,85,701
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""",0,0,0,0,0,0,0,207,213,205,114,81,0,0,820
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",0,0,0,0,0,0,0,85,95,90,130,110,95,87,692
"Hartford School District","=""0640011""","Dr. Joseph Bellizzi Middle School","=""0645311""",0,0,0,0,0,0,0,0,0,57,0,0,0,0,57
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""",0,0,0,0,0,0,0,0,0,0,405,181,0,0,586
"Hartford School District","=""0640011""","Culinary Arts Academy at Weaver High School","=""0646011""",0,0,0,0,0,0,0,0,0,0,76,63,58,47,244
"Hartford School District","=""0640011""","Great Path Academy at MCC","=""0647911""",0,0,0,0,0,0,0,0,0,0,73,61,71,69,274
"Hartford School District","=""0640011""","HPHS Engineering and Green Technology Academy","=""0647211""",0,0,0,0,0,0,0,0,0,0,140,105,86,107,438
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""",0,0,0,0,0,0,0,0,0,0,157,136,124,116,533
"Hartford School District","=""0640011""","HPHS Nursing and Health Sciences Academy","=""0647511""",0,0,0,0,0,0,0,0,0,0,146,119,113,111,489
"Hartford School District","=""0640011""","High School, Inc.","=""0647611""",0,0,0,0,0,0,0,0,0,0,102,101,91,79,373
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""",0,0,0,0,0,0,0,0,0,0,23,28,35,24,110
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""",0,0,0,0,0,0,0,0,0,0,104,80,78,67,329
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""",0,0,0,0,0,0,0,0,0,0,123,102,83,95,403
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""",0,0,0,0,0,0,0,0,0,0,0,69,63,63,195
"Hartford School District","=""0640011""","Bulkeley High School","=""0647111""",0,0,0,0,0,0,0,0,0,0,0,0,210,197,407
"Hartland School District","=""0650011""","Hartland School","=""0650111""",18,16,18,20,31,27,19,22,19,24,0,0,0,0,214
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""",35,91,121,105,0,0,0,0,0,0,0,0,0,0,352
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""",0,0,0,"*","*",151,158,149,0,0,0,0,0,0,584
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""",41,34,43,35,33,35,37,36,31,16,0,0,0,0,341
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",33,33,32,34,33,33,33,33,34,32,0,0,0,0,330
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""",42,46,47,47,48,48,88,80,74,55,14,0,0,0,589
"Kent School District","=""0680011""","Kent Center School","=""0680111""",6,25,29,29,37,39,25,31,28,22,0,0,0,0,271
"Killingly School District","=""0690011""","Goodyear Early Childhood Center","=""0698011""",87,0,0,0,0,0,0,0,0,0,0,0,0,0,87
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""",0,84,88,99,95,99,0,0,0,0,0,0,0,0,465
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""",0,90,91,87,84,84,0,0,0,0,0,0,0,0,436
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""",0,0,0,0,0,0,186,192,217,196,0,0,0,0,791
"Killingly School District","=""0690011""","Killingly High School","=""0696111""",0,0,0,0,0,0,0,0,0,0,308,222,207,156,893
"Learn","=""2450014""","The Friendship School","=""2450214""",349,164,0,0,0,0,0,0,0,0,0,0,0,0,513
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""",0,104,100,96,87,86,76,0,0,0,0,0,0,0,549
"Learn","=""2450014""","Learn Special Education","=""2459014""",0,0,"*","*","*","*",6,"*","*",0,"*","*",0,"*",28
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""",0,0,0,0,0,0,0,46,26,34,0,0,0,0,106
"Learn","=""2450014""","Connecticut River Academy","=""2456014""",0,0,0,0,0,0,0,0,0,0,98,96,99,28,321
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""",0,0,0,0,0,0,0,0,0,0,83,72,23,0,178
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""",0,0,0,0,0,0,0,0,0,0,0,0,22,11,33
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""",49,82,76,65,81,85,0,0,0,0,0,0,0,0,438
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""",0,0,0,0,0,0,82,91,97,98,0,0,0,0,368
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""",0,0,0,0,0,0,0,0,0,0,106,100,103,114,423
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""",71,46,38,40,40,37,39,44,0,0,0,0,0,0,355
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""",0,69,93,63,0,0,0,0,0,0,0,0,0,0,225
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""",0,52,61,69,57,65,59,55,0,0,0,0,0,0,418
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""",0,0,0,0,78,61,77,68,0,0,0,0,0,0,284
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""",0,0,0,0,0,0,0,0,171,177,0,0,0,0,348
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""",0,0,0,0,0,0,0,0,0,0,253,234,255,219,961
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""",32,32,32,39,42,50,39,53,45,58,0,0,0,0,422
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""",0,0,0,0,0,0,0,0,0,0,0,"*","*",8,21
"Litchfield School District","=""0740011""","Center School","=""0740211""",15,55,71,67,72,0,0,0,0,0,0,0,0,0,280
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""",0,0,0,0,0,82,91,78,0,0,0,0,0,0,251
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""",0,0,0,0,0,0,0,0,89,86,91,71,71,90,498
"Madison School District","=""0760011""","Town Campus Learning Center","=""0769011""",48,0,0,0,0,0,0,0,0,0,0,0,0,0,48
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""",0,147,75,66,81,93,0,0,0,0,0,0,0,0,462
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""",0,0,59,54,67,86,0,0,0,0,0,0,0,0,266
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""",0,0,42,47,55,80,0,0,0,0,0,0,0,0,224
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""",0,0,0,0,0,0,269,264,0,0,0,0,0,0,533
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""",0,0,0,0,0,0,0,0,294,297,0,0,0,0,591
