"Four-Year Graduation Rates, Trend"
"All Districts, All Schools, Special Education Status"

"",,,"Graduates",,,,
"",,,"Four-Year Graduation Rate by Year",,,,
"District","School","Special Education Status","2010-11","2011-12","2012-13","2013-14","2014-15"
"Amistad Academy District","Amistad Academy","Non-Special Education",58.6,71.4,"*","*","*"
"Amistad Academy District","Amistad Academy","Special Education","N/A","N/A","*","*","*"
"Ansonia School District","Ansonia High School","Non-Special Education",73.3,77.8,77.0,82.8,91.3
"Ansonia School District","Ansonia High School","Special Education",44.4,66.7,68.2,56.3,66.7
"Avon School District","Avon High School","Non-Special Education",96.9,98.0,97.4,99.2,98.1
"Avon School District","Avon High School","Special Education",84.0,86.1,90.3,92.0,83.9
"Berlin School District","Berlin High School","Non-Special Education",94.4,96.9,97.1,98.0,96.6
"Berlin School District","Berlin High School","Special Education",89.3,86.8,87.5,78.1,80.6
"Bethel School District","Bethel High School","Non-Special Education",97.3,97.1,96.2,94.4,97.3
"Bethel School District","Bethel High School","Special Education",66.7,77.8,61.9,80.6,85.7
"Bloomfield School District","Bloomfield High School","Non-Special Education",78.2,85.4,92.9,93.3,93.6
"Bloomfield School District","Bloomfield High School","Special Education",50.0,70.8,75.0,61.5,56.5
"Bloomfield School District","Global Experience Magnet School","Non-Special Education","N/A","N/A",96.3,95.5,100.0
"Bloomfield School District","Global Experience Magnet School","Special Education","N/A","N/A","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Non-Special Education","N/A","N/A","*","*",84.6
"Bloomfield School District","Learning Academy at Bloomfield","Special Education","N/A","N/A","*","*","*"
"Bloomfield School District","The Big Picture High School","Non-Special Education","*","*","N/A","N/A","N/A"
"Bloomfield School District","The Big Picture High School","Special Education","*","*","N/A","N/A","N/A"
"Bolton School District","Bolton High School","Non-Special Education","*","*",98.6,"*",100.0
"Bolton School District","Bolton High School","Special Education","*","*",90.0,"*",80.0
"Branford School District","Branford High School","Non-Special Education",96.3,95.5,94.1,93.7,94.3
"Branford School District","Branford High School","Special Education",82.1,92.6,83.9,87.5,73.1
"Bridgeport Achievement First District","Achievement First Bridgeport Academy","Non-Special Education","N/A","N/A","N/A","N/A","*"
"Bridgeport Achievement First District","Achievement First Bridgeport Academy","Special Education","N/A","N/A","N/A","N/A","*"
"Bridgeport School District","Bassick High School","Non-Special Education",63.3,48.5,61.6,64.1,59.3
"Bridgeport School District","Bassick High School","Special Education",48.1,43.5,42.5,48.8,60.8
"Bridgeport School District","Central High School","Non-Special Education",75.0,81.1,79.5,82.2,78.3
"Bridgeport School District","Central High School","Special Education",52.9,55.2,62.7,65.5,62.0
"Bridgeport School District","Harding High School","Non-Special Education",48.5,69.2,64.3,73.3,55.4
