"Student Counts by School and Gender"
"All Districts, All Schools"
"2013-14"

"",,,,"Gender",,
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""",0,19,19
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""",195,203,398
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""",305,353,658
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""",225,189,414
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""",180,237,417
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""",243,225,468
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""",147,128,275
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""",140,140,280
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""",146,151,297
"Norwich School District","=""1040011""","Virtual Learning Academy","=""1049211""","*","*",9
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""",120,135,255
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""",153,172,325
"Old Saybrook School District","=""1060011""","Kathleen E. Goodwin School","=""1060211""",202,189,391
"Old Saybrook School District","=""1060011""","Old Saybrook Middle School","=""1065211""",281,279,560
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""",249,237,486
"Orange School District","=""1070011""","Mary L. Tracy School","=""1070211""",59,75,134
"Orange School District","=""1070011""","Peck Place School","=""1070511""",198,176,374
"Orange School District","=""1070011""","Race Brook School","=""1070311""",190,184,374
"Orange School District","=""1070011""","Turkey Hill School","=""1070411""",139,170,309
"Oxford School District","=""1080011""","Great Oak School","=""1085111""",260,254,514
"Oxford School District","=""1080011""","Oxford Center School","=""1080111""",268,235,503
"Oxford School District","=""1080011""","Oxford High School","=""1086011""",292,308,600
"Oxford School District","=""1080011""","Quaker Farms School","=""1080311""",205,223,428
"Park City Prep Charter School District","=""2830013""","Park City Prep Charter School","=""2835113""",134,126,260
"Plainfield School District","=""1090011""","Early Childhood Center","=""1098011""",10,8,18
"Plainfield School District","=""1090011""","Moosup Elementary School","=""1090111""",178,161,339
"Plainfield School District","=""1090011""","Plainfield Central School","=""1095111""",293,300,593
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""",340,360,700
"Plainfield School District","=""1090011""","Plainfield Memorial School","=""1090311""",187,185,372
"Plainfield School District","=""1090011""","Shepard Hill Elementary School","=""1090411""",216,213,429
"Plainville School District","=""1100011""","Frank T. Wheeler School","=""1100411""",135,141,276
"Plainville School District","=""1100011""","Linden Street School","=""1100211""",183,216,399
"Plainville School District","=""1100011""","Louis Toffolon School","=""1100511""",181,173,354
"Plainville School District","=""1100011""","Middle School of Plainville","=""1105211""",256,275,531
"Plainville School District","=""1100011""","Plainville High School","=""1106111""",358,365,723
"Plainville School District","=""1100011""","Prekindergarten Program","=""1108011""",19,17,36
"Plymouth School District","=""1110011""","Eli Terry Jr. Middle School","=""1115111""",186,194,380
"Plymouth School District","=""1110011""","Harry S. Fisher Elementary School","=""1110411""",169,177,346
"Plymouth School District","=""1110011""","Plymouth Alternative High School","=""1117111""",9,7,16
"Plymouth School District","=""1110011""","Plymouth Center School","=""1110211""",159,193,352
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""",208,262,470
"Pomfret School District","=""1120011""","Pomfret Community School","=""1120111""",207,217,424
"Portland School District","=""1130011""","Brownstone Intermediate School","=""1130511""",107,118,225
"Portland School District","=""1130011""","Gildersleeve School","=""1130411""",110,93,203
"Portland School District","=""1130011""","Portland High School","=""1136111""",193,191,384
"Portland School District","=""1130011""","Portland Middle School","=""1135111""",131,119,250
"Portland School District","=""1130011""","Valley View School","=""1130211""",148,168,316
"Preston School District","=""1140011""","Preston Plains School","=""1145111""",84,71,155
"Preston School District","=""1140011""","Preston Veterans' Memorial School","=""1140411""",136,132,268
"Putnam School District","=""1160011""","Helping Hands","=""1169011""","*","*","*"
"Putnam School District","=""1160011""","Putnam Elementary School","=""1160311""",318,359,677
"Putnam School District","=""1160011""","Putnam High School","=""1166111""",123,154,277
"Putnam School District","=""1160011""","Putnam Middle School","=""1165111""",150,139,289
"Redding School District","=""1170011""","John Read Middle School","=""1175111""",250,270,520
"Redding School District","=""1170011""","Redding Elementary School","=""1170111""",267,273,540
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""",232,196,428
"Regional School District 04","=""2040012""","John Winthrop Middle School","=""2045112""",178,179,357
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""",322,299,621
"Regional School District 05","=""2050012""","Amity Middle School: Bethany","=""2055112""",193,196,389
"Regional School District 05","=""2050012""","Amity Middle School: Orange","=""2055212""",200,185,385
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""",752,825,1577
"Regional School District 06","=""2060012""","Early Childhood Learning Center","=""2068112""",24,27,51
"Regional School District 06","=""2060012""","Goshen Center School","=""2060112""",98,76,174
"Regional School District 06","=""2060012""","James Morris School","=""2060212""",65,73,138
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""",286,266,552
"Regional School District 06","=""2060012""","Warren Elementary School","=""2060312""",40,40,80
"Regional School District 07","=""2070012""","AIM","=""2079112""","*","*",10
"Regional School District 07","=""2070012""","FLEX","=""2079012""","*","*",7
"Regional School District 07","=""2070012""","Intensive Learning Program","=""2079412""","*","*","*"
"Regional School District 07","=""2070012""","Links","=""2079212""","*","*",14
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""",387,329,716
"Regional School District 07","=""2070012""","Northwestern Regional Middle School","=""2075112""",183,177,360
"Regional School District 07","=""2070012""","STEP","=""2079312""","*","*",12
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""",530,588,1118
"Regional School District 08","=""2080012""","RHAM Middle School","=""2085112""",281,327,608
"Regional School District 08","=""2080012""","Region Alternative High School","=""2086212""","*","*",10
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""",537,527,1064
"Regional School District 10","=""2100012""","Har-Bur Middle School","=""2105112""",402,429,831
"Regional School District 10","=""2100012""","Harwinton Consolidated School","=""2100312""",214,230,444
"Regional School District 10","=""2100012""","Lake Garda Elementary School","=""2100212""",228,266,494
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""",383,413,796
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""",137,150,287
"Regional School District 12","=""2120012""","Booth Free School","=""2120212""",44,41,85
"Regional School District 12","=""2120012""","Shepaug Valley School","=""2120312""",239,253,492
"Regional School District 12","=""2120012""","The Burnham School","=""2120112""",34,30,64
"Regional School District 12","=""2120012""","Washington Primary School","=""2120412""",85,70,155
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""",286,290,576
"Regional School District 13","=""2130012""","Francis E. Korn School","=""2130212""",72,74,146
"Regional School District 13","=""2130012""","Frank Ward Strong School","=""2135112""",155,179,334
"Regional School District 13","=""2130012""","Frederick Brewster School","=""2130112""",106,118,224
"Regional School District 13","=""2130012""","John Lyman School","=""2130512""",131,123,254
"Regional School District 13","=""2130012""","Middlefield Memorial School","=""2130412""",140,190,330
"Regional School District 14","=""2140012""","Bethlehem Elementary School","=""2140112""",157,126,283
"Regional School District 14","=""2140012""","Integrated Star Preschool Program","=""2148012""",25,26,51
"Regional School District 14","=""2140012""","Mitchell Elementary School","=""2140212""",173,206,379
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""",459,342,801
"Regional School District 14","=""2140012""","Woodbury Middle School","=""2145112""",187,184,371
"Regional School District 15","=""2150012""","Gainfield Elementary School","=""2150412""",190,183,373
"Regional School District 15","=""2150012""","Long Meadow Elementary School","=""2150712""",258,295,553
"Regional School District 15","=""2150012""","Memorial Middle School","=""2155212""",226,245,471
"Regional School District 15","=""2150012""","Middlebury Elementary School","=""2150612""",177,190,367
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""",606,648,1254
"Regional School District 15","=""2150012""","Pomperaug School","=""2150512""",210,220,430
"Regional School District 15","=""2150012""","Rochambeau Middle School","=""2155112""",248,282,530
"Regional School District 16","=""2160012""","Algonquin School","=""2160312""",231,195,426
"Regional School District 16","=""2160012""","Community School","=""2160212""",106,110,216
"Regional School District 16","=""2160012""","Laurel Ledge School","=""2160112""",188,234,422
"Regional School District 16","=""2160012""","Long River Middle School","=""2165112""",277,283,560
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""",383,332,715
"Regional School District 17","=""2170012""","Burr District Elementary School","=""2170212""",131,176,307
"Regional School District 17","=""2170012""","Haddam Elementary School","=""2170112""",116,135,251
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""",321,298,619
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""",383,417,800
"Regional School District 17","=""2170012""","Killingworth Elementary School","=""2170312""",141,151,292
"Regional School District 18","=""2180012""","Center School","=""2180312""",77,82,159
"Regional School District 18","=""2180012""","Lyme Consolidated School","=""2180112""",103,104,207
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""",193,235,428
"Regional School District 18","=""2180012""","Lyme-Old Lyme Middle School","=""2185112""",195,170,365
"Regional School District 18","=""2180012""","Mile Creek School","=""2180212""",118,128,246
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""",607,589,1196
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""",175,205,380
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""",194,205,399
"Ridgefield School District","=""1180011""","East Ridge Middle School","=""1185111""",358,411,769
"Ridgefield School District","=""1180011""","Farmingville Elementary School","=""1180411""",186,178,364
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""",175,193,368
"Ridgefield School District","=""1180011""","Ridgefield 18-21 Transition Program","=""1189011""","*",0,"*"
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""",880,904,1784
"Ridgefield School District","=""1180011""","Scotland Elementary School","=""1180511""",190,190,380
"Ridgefield School District","=""1180011""","Scotts Ridge Middle School","=""1185211""",248,241,489
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""",165,168,333
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""",303,287,590
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""",237,255,492
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""",376,351,727
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""",295,315,610
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""",207,223,430
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""",140,139,279
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""",72,61,133
"Seymour School District","=""1240011""","Bungay School","=""1240111""",251,253,504
"Seymour School District","=""1240011""","Chatfield-LoPresti School","=""1240211""",282,303,585
"Seymour School District","=""1240011""","Seymour High School","=""1246111""",305,320,625
"Seymour School District","=""1240011""","Seymour Middle School","=""1245111""",282,300,582
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""",83,94,177
"Shelton School District","=""1260011""","Mohegan School","=""1260911""",157,155,312
"Shelton School District","=""1260011""","Booth Hill School","=""1261011""",145,151,296
"Shelton School District","=""1260011""","Elizabeth Shelton School","=""1260511""",208,232,440
"Shelton School District","=""1260011""","Intermediate School","=""1265111""",415,425,840
"Shelton School District","=""1260011""","Long Hill School","=""1260811""",206,229,435
"Shelton School District","=""1260011""","Perry Hill Elementary School","=""1261111""",392,449,841
"Shelton School District","=""1260011""","Shelton High School","=""1266111""",790,766,1556
"Shelton School District","=""1260011""","Sunnyside School","=""1260611""",108,131,239
"Sherman School District","=""1270011""","Sherman School","=""1270111""",180,192,372
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""",113,122,235
"Simsbury School District","=""1280011""","Central School","=""1280111""",193,199,392
"Simsbury School District","=""1280011""","Henry James Memorial School","=""1285111""",340,385,725
"Simsbury School District","=""1280011""","Latimer Lane School","=""1280611""",218,205,423
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""",712,800,1512
"Simsbury School District","=""1280011""","Squadron Line School","=""1280711""",288,337,625
"Simsbury School District","=""1280011""","Tariffville School","=""1280311""",145,129,274
"Simsbury School District","=""1280011""","Tootin' Hills School","=""1280411""",195,202,397
"Somers School District","=""1290011""","Mabelle B. Avery Middle School","=""1295111""",184,186,370
"Somers School District","=""1290011""","Somers Elementary School","=""1290411""",320,329,649
"Somers School District","=""1290011""","Somers High School","=""1296111""",239,249,488
"South Windsor School District","=""1320011""","Pleasant Valley School","=""1320211""",176,171,347
"South Windsor School District","=""1320011""","Eli Terry School","=""1320711""",211,231,442
"South Windsor School District","=""1320011""","Orchard Hill School","=""1320611""",176,211,387
"South Windsor School District","=""1320011""","Philip R. Smith School","=""1320111""",181,171,352
"South Windsor School District","=""1320011""","Project Worth Young Adult Academy","=""1329011""","*","*",7
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""",699,664,1363
"South Windsor School District","=""1320011""","Timothy Edwards School","=""1325111""",473,570,1043
"South Windsor School District","=""1320011""","Wapping Elementary School","=""1320411""",136,165,301
"Southington School District","=""1310011""","John F. Kennedy Middle School","=""1315311""",404,444,848
"Southington School District","=""1310011""","Derynoski Elementary School","=""1311511""",340,300,640
"Southington School District","=""1310011""","Flanders Elementary School","=""1311311""",124,169,293
"Southington School District","=""1310011""","Hatton Elementary School","=""1310211""",198,257,455
"Southington School District","=""1310011""","Joseph A. Depaolo Middle School","=""1315111""",389,387,776
"Southington School District","=""1310011""","Plantsville Elementary School","=""1310611""",148,128,276
"Southington School District","=""1310011""","South End Elementary School","=""1310711""",117,120,237
"Southington School District","=""1310011""","Southington High School","=""1316211""",1016,1020,2036
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""",166,161,327
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""",208,215,423
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""",187,173,360
"Sprague School District","=""1330011""","Sayles School","=""1330111""",171,189,360
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""",226,256,482
"Stafford School District","=""1340011""","Stafford High School","=""1346111""",251,227,478
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""",176,166,342
"Stafford School District","=""1340011""","Staffordville School","=""1340311""",75,86,161
"Stafford School District","=""1340011""","West Stafford School","=""1340411""",87,77,164
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""",67,80,147
"Stamford School District","=""1350011""","Cloonan School","=""1355611""",302,320,622
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""",283,269,552
"Stamford School District","=""1350011""","Dolan School","=""1355311""",265,308,573
"Stamford School District","=""1350011""","Hart School","=""1352211""",284,318,602
"Stamford School District","=""1350011""","Julia A. Stark School","=""1351211""",291,325,616
"Stamford School District","=""1350011""","K. T. Murphy School","=""1350511""",259,268,527
"Stamford School District","=""1350011""","Newfield School","=""1350611""",352,355,707
"Stamford School District","=""1350011""","Northeast School","=""1351811""",322,342,664
"Stamford School District","=""1350011""","Preschool Team","=""1358011""",43,109,152
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""",373,315,688
"Stamford School District","=""1350011""","Rogers International School","=""1350811""",417,387,804
"Stamford School District","=""1350011""","Roxbury School","=""1350911""",299,343,642
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""",329,295,624
"Stamford School District","=""1350011""","Springdale School","=""1351111""",347,364,711
"Stamford School District","=""1350011""","Stamford High School","=""1356111""",909,1019,1928
"Stamford School District","=""1350011""","Stillmeadow School","=""1352111""",320,368,688
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""",285,410,695
"Stamford School District","=""1350011""","Toquam Magnet School","=""1351911""",325,356,681
"Stamford School District","=""1350011""","Turn of River School","=""1355511""",278,268,546
"Stamford School District","=""1350011""","Westhill High School","=""1356311""",1083,1063,2146
"Stamford School District","=""1350011""","Westover School","=""1351411""",319,369,688
"Sterling School District","=""1360011""","Sterling Community School","=""1360311""",219,260,479
"Stonington School District","=""1370011""","Deans Mill School","=""1370511""",203,210,413
"Stonington School District","=""1370011""","Mystic Middle School","=""1375211""",192,234,426
"Stonington School District","=""1370011""","Pawcatuck Middle School","=""1375111""",163,149,312
"Stonington School District","=""1370011""","Stonington BOE Pre-School","=""1370111""",13,13,26
"Stonington School District","=""1370011""","Stonington HS PreK","=""1370211""",9,11,20
"Stonington School District","=""1370011""","Stonington High School","=""1376111""",390,381,771
"Stonington School District","=""1370011""","West Broad Street School","=""1370411""",64,62,126
"Stonington School District","=""1370011""","West Vine Street School","=""1370611""",86,125,211
"Stratford School District","=""1380011""","Eli Whitney School","=""1381311""",252,265,517
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""",589,564,1153
"Stratford School District","=""1380011""","Chapel School","=""1380311""",267,293,560
"Stratford School District","=""1380011""","David Wooster Middle School","=""1385211""",265,258,523
"Stratford School District","=""1380011""","Franklin School","=""1380411""",159,154,313
"Stratford School District","=""1380011""","Harry B. Flood Middle School","=""1385311""",278,298,576
"Stratford School District","=""1380011""","Honeyspot School","=""1381611""",126,98,224
"Stratford School District","=""1380011""","Lordship School","=""1380811""",124,111,235
"Stratford School District","=""1380011""","Nichols School","=""1380911""",212,219,431
"Stratford School District","=""1380011""","Second Hill Lane School","=""1381011""",330,368,698
"Stratford School District","=""1380011""","Secondary STEPS Program","=""1389111""","*","*",11
"Stratford School District","=""1380011""","Stratford Academy - Johnson House","=""1381511""",227,244,471
"Stratford School District","=""1380011""","Stratford High School","=""1386111""",483,558,1041
"Stratford School District","=""1380011""","Strive-Stratford","=""1389011""","*","*",21
"Stratford School District","=""1380011""","Wilcoxson School","=""1381411""",170,208,378
"Suffield School District","=""1390011""","A. Ward Spaulding School","=""1390411""",254,227,481
"Suffield School District","=""1390011""","McAlister Intermediate School","=""1390311""",242,254,496
"Suffield School District","=""1390011""","Suffield High School","=""1396111""",435,406,841
"Suffield School District","=""1390011""","Suffield Middle School","=""1395111""",305,289,594
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""",143,134,277
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""",222,315,537
"Thomaston School District","=""1400011""","Black Rock School","=""1400111""",151,133,284
"Thomaston School District","=""1400011""","Thomaston Center School","=""1400211""",122,118,240
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""",193,221,414
"Thompson School District","=""1410011""","Mary R. Fisher Elementary School","=""1410111""",217,225,442
"Thompson School District","=""1410011""","Thompson Middle School","=""1415111""",173,176,349
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""",138,139,277
"Tolland School District","=""1420011""","Birch Grove Primary School","=""1420111""",269,295,564
"Tolland School District","=""1420011""","Tolland High School","=""1426111""",432,415,847
"Tolland School District","=""1420011""","Tolland Intermediate School","=""1420211""",293,324,617
"Tolland School District","=""1420011""","Tolland Middle School","=""1425111""",336,346,682
"Torrington School District","=""1430011""","East School","=""1430111""",174,203,377
"Torrington School District","=""1430011""","Forbes School","=""1430211""",155,208,363
"Torrington School District","=""1430011""","Southwest School","=""1430811""",146,184,330
"Torrington School District","=""1430011""","Torringford School","=""1430911""",312,311,623
"Torrington School District","=""1430011""","Torrington High School","=""1436111""",484,571,1055
"Torrington School District","=""1430011""","Torrington Middle School","=""1435111""",494,547,1041
"Torrington School District","=""1430011""","Vogel-Wetmore School","=""1431311""",235,240,475
"Trailblazers Academy District","=""2780013""","Trailblazers Academy","=""2785113""",73,89,162
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""",252,257,509
"Trumbull School District","=""1440011""","Daniels Farm School","=""1440811""",236,234,470
"Trumbull School District","=""1440011""","Frenchtown Elementary School","=""1441011""",324,347,671
"Trumbull School District","=""1440011""","Hillcrest Middle School","=""1445211""",362,404,766
"Trumbull School District","=""1440011""","Jane Ryan School","=""1440411""",199,204,403
"Trumbull School District","=""1440011""","Madison Middle School","=""1445111""",382,411,793
"Trumbull School District","=""1440011""","Middlebrook School","=""1440311""",211,243,454
"Trumbull School District","=""1440011""","Tashua School","=""1440911""",189,196,385
"Trumbull School District","=""1440011""","Trumbull Early Childhood Education Center","=""1448011""",104,116,220
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""",1129,1009,2138
"Unified School District #1","=""3360015""","Bridgeport Correctional Center","=""3360115""",0,9,9
"Unified School District #1","=""3360015""","Brooklyn Correctional Institution","=""3360215""",0,"*","*"
"Unified School District #1","=""3360015""","Cheshire Correctional Institution","=""3360315""",0,15,15
"Unified School District #1","=""3360015""","Corrigan/Radgowski Correctional Institution","=""3362415""",0,29,29
"Unified School District #1","=""3360015""","Enfield Correctional Institution","=""3360415""",0,11,11
"Unified School District #1","=""3360015""","Garner Correctional Institution","=""3361915""",0,27,27
"Unified School District #1","=""3360015""","Hartford Correctional Center","=""3360615""",0,26,26
"Unified School District #1","=""3360015""","MacDougall/Walker Correctional Institution","=""3362215""",0,29,29
"Unified School District #1","=""3360015""","Manson Youth Institution","=""3361115""",0,310,310
"Unified School District #1","=""3360015""","New Haven Correctional Center","=""3360915""",0,16,16
"Unified School District #1","=""3360015""","Northern Correctional Institution","=""3362615""",0,10,10
"Unified School District #1","=""3360015""","Osborn Correctional Institution","=""3361215""",0,12,12
"Unified School District #1","=""3360015""","Robinson Correctional Institution","=""3361315""",0,13,13
"Unified School District #1","=""3360015""","Willard/Cybulski Correctional Institution","=""3361515""",0,7,7
"Unified School District #1","=""3360015""","York Correctional Institution","=""3362515""",22,0,22
"Unified School District #2","=""3470015""","Children's Place School","=""3470115""",0,22,22
"Unified School District #2","=""3470015""","Riverview School","=""3470315""",37,17,54
"Unified School District #2","=""3470015""","Walter G. Cady School","=""3476715""","*","*",121
"Union School District","=""1450011""","Union Elementary School","=""1450111""",45,33,78
"Vernon School District","=""1460011""","Northeast School","=""1460311""",163,166,329
"Vernon School District","=""1460011""","Center Road School","=""1461411""",248,254,502
"Vernon School District","=""1460011""","Lake Street School","=""1460111""",117,139,256
"Vernon School District","=""1460011""","Loveland Hill School","=""1460511""","*","*",8
"Vernon School District","=""1460011""","Maple Street School","=""1460211""",151,172,323
"Vernon School District","=""1460011""","Next Step Program (AACBP)","=""1469011""","*","*",10
"Vernon School District","=""1460011""","Rockville High School","=""1466111""",468,458,926
"Vernon School District","=""1460011""","Skinner Road School","=""1461011""",149,157,306
"Vernon School District","=""1460011""","Vernon Center Middle School","=""1465111""",325,337,662
"Voluntown School District","=""1470011""","Voluntown Elementary School","=""1470111""",160,143,303
"Wallingford School District","=""1480011""","Highland School","=""1480211""",125,140,265
"Wallingford School District","=""1480011""","A.R.T.S. Academy","=""1489011""","*","*",13
"Wallingford School District","=""1480011""","Cook Hill School","=""1481011""",180,163,343
"Wallingford School District","=""1480011""","Dag Hammarskjold Middle School","=""1485211""",357,343,700
"Wallingford School District","=""1480011""","Evarts C. Stevens School","=""1480911""",159,200,359
"Wallingford School District","=""1480011""","Harvest Park","=""1489211""",0,7,7
"Wallingford School District","=""1480011""","James H. Moran Middle School","=""1485311""",338,343,681
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""",614,484,1098
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""",458,434,892
"Wallingford School District","=""1480011""","Moses Y. Beach School","=""1480111""",160,167,327
"Wallingford School District","=""1480011""","Multi-Vocational Life Skills Program","=""1489111""","*","*",7
"Wallingford School District","=""1480011""","Parker Farms School","=""1480311""",136,153,289
"Wallingford School District","=""1480011""","Pond Hill School","=""1481211""",186,188,374
"Wallingford School District","=""1480011""","Rock Hill School","=""1480411""",166,177,343
"Wallingford School District","=""1480011""","Yalesville School","=""1480811""",188,188,376
"Waterbury School District","=""1510011""","West Side Middle School","=""1515211""",472,516,988
"Waterbury School District","=""1510011""","Washington School","=""1512311""",181,156,337
"Waterbury School District","=""1510011""","B. W. Tinker School","=""1512111""",260,312,572
"Waterbury School District","=""1510011""","Bucks Hill School","=""1510511""",275,272,547
"Waterbury School District","=""1510011""","Bunker Hill School","=""1510611""",242,272,514
"Waterbury School District","=""1510011""","Carrington School","=""1512711""",235,211,446
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""",659,730,1389
"Waterbury School District","=""1510011""","Driggs School","=""1510911""",262,285,547
"Waterbury School District","=""1510011""","Duggan School","=""1511611""",230,234,464
"Waterbury School District","=""1510011""","Enlightenment School","=""1519111""",78,113,191
"Waterbury School District","=""1510011""","F. J. Kingsbury School","=""1511411""",267,248,515
"Waterbury School District","=""1510011""","Gilmartin School","=""1512611""",250,268,518
"Waterbury School District","=""1510011""","H. S. Chase School","=""1510711""",363,421,784
"Waterbury School District","=""1510011""","Hopeville School","=""1511311""",251,234,485
"Waterbury School District","=""1510011""","John F. Kennedy High School","=""1516411""",600,686,1286
"Waterbury School District","=""1510011""","Maloney Interdistrict Magnet School","=""1513111""",266,336,602
"Waterbury School District","=""1510011""","Margaret M. Generali Elementary School","=""1511111""",276,325,601
"Waterbury School District","=""1510011""","Michael F. Wallace Middle School","=""1515111""",585,586,1171
"Waterbury School District","=""1510011""","North End Middle School","=""1515311""",505,545,1050
"Waterbury School District","=""1510011""","Reed School","=""1513411""",185,193,378
"Waterbury School District","=""1510011""","Regan School","=""1512811""",129,132,261
"Waterbury School District","=""1510011""","Rotella Interdistrict Magnet School","=""1513311""",315,299,614
"Waterbury School District","=""1510011""","Special Education Preschool","=""1518011""",85,118,203
"Waterbury School District","=""1510011""","Sprague School","=""1512011""",233,239,472
"Waterbury School District","=""1510011""","State Street School","=""1519011""",19,60,79
"Waterbury School District","=""1510011""","Walsh School","=""1512211""",242,217,459
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""",308,181,489
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (Middle)","=""1515011""",201,130,331
"Waterbury School District","=""1510011""","Waterbury Career Academy","=""1516711""",139,106,245
"Waterbury School District","=""1510011""","Wendell L. Cross School","=""1510811""",178,189,367
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""",599,693,1292
"Waterbury School District","=""1510011""","Woodrow Wilson School","=""1513211""",197,220,417
"Waterford School District","=""1520011""","Clark Lane Middle School","=""1525111""",319,345,664
"Waterford School District","=""1520011""","Great Neck Elementary School","=""1520211""",182,157,339
"Waterford School District","=""1520011""","Oswegatchie Elementary School","=""1520611""",184,190,374
"Waterford School District","=""1520011""","Quaker Hill Elementary School","=""1520711""",165,197,362
"Waterford School District","=""1520011""","Waterford High School","=""1526111""",391,416,807
"Watertown School District","=""1530011""","Fletcher W. Judson School","=""1530311""",119,167,286
"Watertown School District","=""1530011""","John Trumbull Primary School","=""1530211""",317,360,677
"Watertown School District","=""1530011""","Polk School","=""1530411""",167,171,338
"Watertown School District","=""1530011""","Swift Middle School","=""1535111""",364,370,734
"Watertown School District","=""1530011""","Watertown High School","=""1536111""",444,438,882
"West Hartford School District","=""1550011""","Smith School","=""1551711""",174,194,368
"West Hartford School District","=""1550011""","Achieve","=""1559111""","*","*",8
"West Hartford School District","=""1550011""","Aiken School","=""1551611""",216,252,468
"West Hartford School District","=""1550011""","Braeburn School","=""1550211""",178,186,364
"West Hartford School District","=""1550011""","Bristow Middle School","=""1555311""",202,216,418
"West Hartford School District","=""1550011""","Bugbee School","=""1550411""",238,229,467
"West Hartford School District","=""1550011""","Charter Oak International Academy","=""1550511""",165,150,315
"West Hartford School District","=""1550011""","Conard High School","=""1556111""",741,761,1502
"West Hartford School District","=""1550011""","Duffy School","=""1550611""",268,264,532
"West Hartford School District","=""1550011""","Hall High School","=""1556211""",721,755,1476
"West Hartford School District","=""1550011""","King Philip Middle School","=""1555111""",446,460,906
"West Hartford School District","=""1550011""","Morley School","=""1550911""",171,159,330
