"Four-Year Graduation Rates, Trend"
"All Districts, All Schools, Gender"

"",,,"Graduates",,,,
"",,,"Four-Year Graduation Rate by Year",,,,
"District","School","Gender","2011-12","2012-13","2013-14","2014-15","2015-16"
"Achievement First Hartford Academy Inc. District","Achievement First Hartford Academy Inc.","Female","N/A","N/A","N/A","N/A","*"
"Achievement First Hartford Academy Inc. District","Achievement First Hartford Academy Inc.","Male","N/A","N/A","N/A","N/A","*"
"Amistad Academy District","Amistad Academy","Female","*","*","*","*","*"
"Amistad Academy District","Amistad Academy","Male","*","*","*","*","*"
"Ansonia School District","Ansonia High School","Female",82.8,89.4,80.6,89.4,96.5
"Ansonia School District","Ansonia High School","Male",70.5,62.9,79.5,88.5,82.4
"Avon School District","Avon High School","Female",97.9,95.9,"*",96.4,97.4
"Avon School District","Avon High School","Male",95.1,97.1,"*",96.3,97.6
"Berlin School District","Berlin High School","Female",96.6,"*",96.5,100.0,95.6
"Berlin School District","Berlin High School","Male",93.9,"*",94.2,89.5,94.8
"Bethel School District","Bethel High School","Female",96.9,92.3,94.9,97.1,96.5
"Bethel School District","Bethel High School","Male",92.7,94.0,90.6,94.5,95.5
"Bloomfield School District","Bloomfield High School","Female",87.2,93.3,93.8,87.5,97.8
"Bloomfield School District","Bloomfield High School","Male","*",89.2,87.0,86.7,90.5
"Bloomfield School District","Global Experience Magnet School","Female","N/A","*","*","*","*"
"Bloomfield School District","Global Experience Magnet School","Male","N/A","*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Female","N/A","*","*","*","*"
"Bloomfield School District","Learning Academy at Bloomfield","Male","N/A","*","*","*","*"
"Bloomfield School District","The Big Picture High School","Female","*","N/A","N/A","N/A","N/A"
"Bloomfield School District","The Big Picture High School","Male","*","N/A","N/A","N/A","N/A"
"Bolton School District","Bolton High School","Female",94.6,"*",96.2,"*","*"
"Bolton School District","Bolton High School","Male",86.1,"*",93.8,"*","*"
"Branford School District","Branford High School","Female","*",93.5,95.3,94.3,98.3
"Branford School District","Branford High School","Male","*",92.2,90.2,89.4,91.7
"Bridgeport Achievement First District","Achievement First Bridgeport Academy","Female","N/A","N/A","N/A","*","*"
"Bridgeport Achievement First District","Achievement First Bridgeport Academy","Male","N/A","N/A","N/A","*","*"
"Bridgeport School District","Aerospace/Hydrospace, Engineering and Physical Sciences HS at the Fairchild-Wheeler Magnet Campus","Female","N/A","N/A","N/A","N/A",87.5
"Bridgeport School District","Aerospace/Hydrospace, Engineering and Physical Sciences HS at the Fairchild-Wheeler Magnet Campus","Male","N/A","N/A","N/A","N/A",78.3
"Bridgeport School District","Bassick High School","Female",52.7,62.3,68.7,62.8,62.8
"Bridgeport School District","Bassick High School","Male",43.3,56.1,56.5,56.3,59.3
