"Chronic Absenteeism, Trend"
"All Districts, All Schools, English Learner Status"

"",,,,,"% Chronically Absent",,,,
"District","District Code","School","School Code","English Learner Status","2011-12","2012-13","2013-14","2014-15","2015-16"
"Achievement First Hartford Academy Inc. District","=""2880013""","Achievement First Hartford Academy Inc.","=""2880113""","ELL","*","*","*",24.4,14.0
"Achievement First Hartford Academy Inc. District","=""2880013""","Achievement First Hartford Academy Inc.","=""2880113""","Non-ELL","*","*","*",9.9,9.9
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""","ELL","*","*","*",10.3,"*"
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""","Non-ELL","*","*","*",4.7,"*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""","ELL","*","*","*","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""","Non-ELL","*","*","*","*","*"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","ELL","*","*","*","*","*"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Non-ELL","*","*","*","*","*"
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","ELL","*","*","*","*","*"
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Non-ELL","*","*","*","*","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""","ELL",25.9,"*","*",30.8,"*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Non-ELL",12.3,"*","*",13.8,"*"
"Ansonia School District","=""0020011""","P.A.C.E. (Positive And Creative Education)","=""0020111""","ELL","N/A","N/A","N/A","*","*"
"Ansonia School District","=""0020011""","P.A.C.E. (Positive And Creative Education)","=""0020111""","Non-ELL","N/A","N/A","N/A","*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","ELL","*","*","*","*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Non-ELL","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","Non-ELL",17.6,"*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","ELL","N/A","N/A","*","N/A","N/A"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Non-ELL",39.0,39.9,"*",38.3,34.2
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","ELL","*","*",25.0,11.8,23.5
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Non-ELL","*","*",12.7,13.5,9.2
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","Non-ELL",29.1,31.4,33.8,32.9,23.5
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Non-ELL",37.7,40.4,45.2,44.4,41.6
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Non-ELL",69.6,72.3,71.3,72.0,74.0
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""","ELL","N/A","N/A","N/A","N/A","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""","Non-ELL",25.5,19.1,18.6,16.3,"*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","ELL","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Non-ELL","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""","ELL","*","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""","Non-ELL","*","*","*","*","*"
"Avon School District","=""0040011""","Avon High School","=""0046111""","ELL","*","*","*","*","*"
"Avon School District","=""0040011""","Avon High School","=""0046111""","Non-ELL","*","*","*","*","*"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","ELL","*","*","*","*","*"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","Non-ELL","*","*","*","*","*"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","ELL","*","*",0.0,0.0,"*"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","Non-ELL","*","*",5.2,0.0,"*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","ELL","*","*","*","*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","Non-ELL","*","*","*","*","*"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","ELL","*","*","*","*","*"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","Non-ELL","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","ELL","*","*","*","N/A","N/A"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","Non-ELL","*","*","*",2.0,4.3
"Barkhamsted School District","=""0050011""","Bridges at Barkhamsted Elementary School","=""0050211""","Non-ELL","N/A","N/A","N/A","N/A","*"
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","ELL","*","*","*","*","*"
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","Non-ELL","*","*","*","*","*"
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","ELL","*","*","*","*","*"
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","Non-ELL","*","*","*","*","*"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","ELL","*","*","*","*","*"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","Non-ELL","*","*","*","*","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","ELL","*","*","*","*","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","Non-ELL","*","*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","ELL","*","*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","Non-ELL","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","ELL","*","N/A","N/A","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","Non-ELL","*",5.6,4.9,"*","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","ELL",19.4,"*","*","*","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","Non-ELL",5.0,"*","*","*","*"
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","ELL","*","*","*","*","*"
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Non-ELL","*","*","*","*","*"
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","ELL","*","*","*","*","*"
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","Non-ELL","*","*","*","*","*"
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","ELL","*","*",0.0,0.0,"*"
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","Non-ELL","*","*",2.2,3.4,"*"
