"Student Counts by School and Free/Reduced Lunch Eligibility"
"All Districts, All Schools"
"2015-16"

"",,,,"Free/Reduced Lunch Eligibility",,,
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""","*",400,"*",446
"Ellington School District","=""0480011""","Windermere School","=""0480611""",38,386,6,430
"Ellington School District","=""0480011""","Windermere School Program for Alternative Learning K-5","=""0480311""",0,"*",0,"*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""",480,153,70,703
"Elm City Montessori School District","=""2910013""","Elm City Montessori School","=""2910113""",17,96,0,113
"Enfield School District","=""0490011""","EPS PK STEAM Academy","=""0491011""","*",21,"*",36
"Enfield School District","=""0490011""","Edgar H. Parkman - Autism Spectrum Disorder (ASD)","=""0490511""","*","*",0,"*"
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""",115,188,20,323
"Enfield School District","=""0490011""","Eli Whitney - Intermediate Adaptive Learning (IAL)","=""0491411""",0,"*",0,"*"
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""",143,245,23,411
"Enfield School District","=""0490011""","Enfield High School","=""0496111""",221,433,61,715
"Enfield School District","=""0490011""","Enfield Street - Autism Spectrum Disorder (ASD)","=""0490311""","*","*","*",8
"Enfield School District","=""0490011""","Enfield Street School","=""0490211""",101,159,16,276
"Enfield School District","=""0490011""","Enfield Transitional Learning Academy","=""0499011""","*","*","*",6
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""",180,620,61,861
"Enfield School District","=""0490011""","Hazardville Memorial School","=""0490411""",140,189,15,344
"Enfield School District","=""0490011""","Head Start Program","=""0498011""",104,0,0,104
"Enfield School District","=""0490011""","Henry Barnard - Educational Counseling Program (ECP)","=""0490611""","*",0,"*","*"
"Enfield School District","=""0490011""","Henry Barnard School","=""0491811""",137,203,24,364
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""",337,640,88,1065
"Enfield School District","=""0490011""","Nathan Hale - Primary Adaptive Learning (PAL)","=""0490811""","*","*",0,6
"Enfield School District","=""0490011""","Nathan Hale School","=""0491111""",43,169,10,222
"Enfield School District","=""0490011""","Prudence Crandall - Educational Counseling Program (ECP)","=""0490711""","*","*","*","*"
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""",149,229,34,412
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""",27,373,17,417
"Explorations District","=""2720013""","Explorations","=""2726113""","*",51,"*",92
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""","*",387,"*",418
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""","*",325,"*",335
"Fairfield School District","=""0510011""","Early Childhood Center","=""0518011""","*",107,"*",112
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""",93,1400,15,1508
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""",171,1315,32,1518
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""",53,816,17,886
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""",58,330,17,405
"Fairfield School District","=""0510011""","Jennings School","=""0511711""",22,291,7,320
"Fairfield School District","=""0510011""","McKinley School","=""0510611""",101,310,15,426
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""","*",367,"*",382
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""",13,396,6,415
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""","*",474,"*",489
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""",11,397,0,408
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""",28,768,6,802
"Fairfield School District","=""0510011""","Sherman School","=""0511311""","*",462,"*",479
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""","*",425,"*",440
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""",93,574,18,685
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""",14,12,0,26
"Farmington School District","=""0520011""","East Farms School","=""0520411""","*",406,"*",443
"Farmington School District","=""0520011""","Farmington Alternative High School","=""0520611""","*",7,"*",12
"Farmington School District","=""0520011""","Farmington Collaborative PK","=""0528011""","*",110,"*",123
"Farmington School District","=""0520011""","Farmington High School","=""0526111""",118,1083,19,1220
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""",57,559,7,623
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""","*",327,"*",363
"Farmington School District","=""0520011""","Union School","=""0520111""",43,273,6,322
"Farmington School District","=""0520011""","West District School","=""0520311""","*",269,"*",300
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""",61,594,8,663
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""","*",146,"*",167
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""","*",424,"*",459
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""",7,249,0,256
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""",34,438,7,479
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""",173,1819,45,2037
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""","*",380,"*",400
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""","*",373,"*",386
"Glastonbury School District","=""0540011""","Links Academy","=""0540111""","*",12,"*",19
"Glastonbury School District","=""0540011""","Links Transition","=""0541411""","*","*",0,15
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""",82,261,18,361
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""",36,509,8,553
"Glastonbury School District","=""0540011""","PreK-Eastbury","=""0540511""","*","*",0,30
"Glastonbury School District","=""0540011""","PreK-Nayaug","=""0541011""",0,19,0,19
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""",64,951,21,1036
"Granby School District","=""0560011""","Frank M. Kearns Primary School","=""0560111""",31,370,7,408
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""",47,626,21,694
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""",23,277,12,312
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""","*",246,"*",271
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""",22,233,6,261
"Great Oaks Charter School District","=""2940013""","Great Oaks Charter School","=""2940113""",147,46,33,226
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""",63,488,16,567
"Greenwich School District","=""0570011""","Community Connections","=""0571211""","*","*",0,"*"
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""",34,386,17,437
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""",22,790,10,822
"Greenwich School District","=""0570011""","Glenville School","=""0570411""",19,424,8,451
"Greenwich School District","=""0570011""","Greenwich Alternative High School","=""0571411""",21,"*","*",32
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""",281,2154,99,2534
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",167,152,45,364
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""",21,338,9,368
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",93,252,16,361
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",119,105,41,265
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""","*",468,"*",482
"Greenwich School District","=""0570011""","North Street School","=""0570811""",13,379,0,392
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""","*",437,"*",449
"Greenwich School District","=""0570011""","Parkway School","=""0571111""","*",250,"*",261
"Greenwich School District","=""0570011""","Riverside School","=""0571011""","*","*",0,483
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",153,337,45,535
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","*",8,"*",14
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",276,440,41,757
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",159,377,29,565
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",202,307,36,545
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",108,345,42,495
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",230,140,26,396
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",78,241,64,383
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",204,104,23,331
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",114,201,61,376
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""","*","*",0,22
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",73,282,24,379
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",84,178,34,296
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",291,682,97,1070
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",58,212,12,282
"Groton School District","=""0590011""","Virtual Learning Academy","=""0590611""","*","*",0,"*"
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",192,200,63,455
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",40,511,8,559
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",32,263,7,302
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""","*",238,"*",254
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",39,498,15,552
"Guilford School District","=""0600011""","Guilford High School","=""0606111""",65,990,28,1083
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",26,287,9,322
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",24,288,9,321
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""",47,91,12,150
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",60,375,21,456
"Hamden School District","=""0620011""","Church Street School","=""0620211""",232,55,46,333
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",109,131,34,274
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""",52,"*","*",73
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",474,987,137,1598
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",279,464,73,816
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",183,104,29,316
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",153,129,35,317
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",151,132,21,304
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",89,348,8,445
"Hamden School District","=""0620011""","West Woods School","=""0621411""",29,361,18,408
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",22,73,6,101
"Hartford School District","=""0640011""","Asian Studies Academy at Bellizzi School","=""0640711""",565,84,0,649
"Hartford School District","=""0640011""","Autism Program - Burr School","=""0648611""",9,0,0,9
"Hartford School District","=""0640011""","Autism Program - Hooker School","=""0644311""","*",0,0,"*"
"Hartford School District","=""0640011""","Autism Program - Naylor School","=""0645711""",8,0,0,8
"Hartford School District","=""0640011""","Autism Program - Rawson School","=""0644411""",45,0,0,45
"Hartford School District","=""0640011""","Autism Program - Simpson-Waverly School","=""0649311""",14,0,0,14
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",426,52,0,478
"Hartford School District","=""0640011""","Betances Early Reading Lab Magnet School","=""0642811""",157,116,6,279
"Hartford School District","=""0640011""","Betances STEM Magnet School","=""0643811""",191,112,6,309
"Hartford School District","=""0640011""","Breakthrough II Magnet School","=""0643511""",148,118,14,280
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""",165,161,29,355
"Hartford School District","=""0640011""","Bulkeley High School","=""0647111""",329,"*","*",379
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""",331,"*","*",412
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""",468,52,0,520
"Hartford School District","=""0640011""","Burr School","=""0642311""",553,37,0,590
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""",36,"*","*",56
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""",356,219,54,629
"Hartford School District","=""0640011""","Clark School","=""0642411""",237,9,0,246
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""",302,319,42,663
"Hartford School District","=""0640011""","Culinary Arts Academy at Weaver High School","=""0646011""",247,"*","*",285
"Hartford School District","=""0640011""","DDP - Simpson-Waverly School","=""0649411""","*",0,0,"*"
"Hartford School District","=""0640011""","EDP - Betances School","=""0645811""","*","*",0,17
"Hartford School District","=""0640011""","EDP - Bulkeley High School","=""0648311""","*","*",0,15
"Hartford School District","=""0640011""","EDP - HPHS Engineering and Green Technology Academy","=""0648211""",29,0,0,29
"Hartford School District","=""0640011""","EDP - M.D. Fox School","=""0645911""",34,0,0,34
"Hartford School District","=""0640011""","EDP - McDonough Middle School","=""0648111""",9,0,0,9
"Hartford School District","=""0640011""","Early Childhood Development Center (ECDC)","=""0644111""","*","*",0,28
"Hartford School District","=""0640011""","Environmental Sciences Magnet at Hooker School","=""0640911""",512,"*","*",613
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""",491,41,0,532
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""",626,35,0,661
"Hartford School District","=""0640011""","Great Path Academy at MCC","=""0647911""",136,116,16,268
"Hartford School District","=""0640011""","HPHS Engineering and Green Technology Academy","=""0647211""",279,25,0,304
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""",333,34,0,367
"Hartford School District","=""0640011""","HPHS Nursing and Health Sciences Academy","=""0647511""",330,"*","*",362
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""",563,402,57,1022
"Hartford School District","=""0640011""","Hartford PreKindergarten Magnet School","=""0641311""","*",88,"*",143
"Hartford School District","=""0640011""","High School, Inc.","=""0647611""",183,"*","*",233
"Hartford School District","=""0640011""","High Step Transition","=""0648411""","*","*",0,16
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""",145,"*","*",207
"Hartford School District","=""0640011""","Kennelly School","=""0641011""",515,56,0,571
"Hartford School District","=""0640011""","Kinsella Magnet School of Performing Arts","=""0641111""",746,164,0,910
"Hartford School District","=""0640011""","LC - Breakthrough II School","=""0649511""","*",0,0,"*"
"Hartford School District","=""0640011""","LC - Burns School","=""0649611""",8,0,0,8
"Hartford School District","=""0640011""","LC - Moylan School","=""0649811""","*","*",0,"*"
"Hartford School District","=""0640011""","M. D. Fox School","=""0640811""",567,54,0,621
"Hartford School District","=""0640011""","M. L. King, Jr. School","=""0641611""",321,35,0,356
"Hartford School District","=""0640011""","MDP - Batchelder School","=""0644811""",17,0,0,17
"Hartford School District","=""0640011""","MDP - Bulkeley High School","=""0645011""",17,0,0,17
"Hartford School District","=""0640011""","MDP - HPHS Law and Government Academy","=""0644911""","*","*",0,27
"Hartford School District","=""0640011""","MDP - Moylan School","=""0648511""","*","*",0,11
"Hartford School District","=""0640011""","McDonough Middle School","=""0641211""",220,19,0,239
"Hartford School District","=""0640011""","Milner School","=""0641911""",321,13,0,334
"Hartford School District","=""0640011""","Montessori Magnet at Fisher School","=""0643711""",121,210,9,340
"Hartford School District","=""0640011""","Montessori Magnet at Moylan School","=""0640511""",119,126,14,259
"Hartford School District","=""0640011""","Naylor/CCSU Leadership Academy","=""0641411""",577,83,0,660
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",454,83,0,537
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""",242,156,21,419
"Hartford School District","=""0640011""","Rawson School","=""0641711""",334,39,0,373
"Hartford School District","=""0640011""","Renzulli Gifted and Talented Academy","=""0644011""",70,"*","*",99
"Hartford School District","=""0640011""","SAND School","=""0640111""",375,19,0,394
"Hartford School District","=""0640011""","STEM Magnet at Fisher School","=""0642511""",151,204,12,367
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",431,49,0,480
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",275,18,0,293
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",569,"*","*",707
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""",167,246,18,431
"Hartford School District","=""0640011""","Webster Micro Society Magnet School","=""0642011""",321,302,37,660
"Hartford School District","=""0640011""","West Middle School","=""0642111""",313,46,0,359
"Hartford School District","=""0640011""","Wish Museum School","=""0642211""",283,21,0,304
"Hartland School District","=""0650011""","Hartland School","=""0650111""","*",170,"*",187
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""","*",265,"*",294
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""",33,392,11,436
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""",190,197,75,462
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",82,215,34,331
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""",138,111,22,271
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""",242,437,55,734
"Kent School District","=""0680011""","Kent Center School","=""0680111""",27,204,6,237
"Killingly School District","=""0690011""","Goodyear Early Childhood Center","=""0698011""",49,65,16,130
"Killingly School District","=""0690011""","Killingly Alternative Learning Program","=""0690611""",9,"*","*",16
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""",155,192,30,377
"Killingly School District","=""0690011""","Killingly High School","=""0696111""",241,515,69,825
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""",246,378,64,688
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""",203,241,40,484
"Learn","=""2450014""","Connecticut River Academy","=""2456014""",202,199,33,434
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""",80,52,13,145
"Learn","=""2450014""","Learn ABA Program at Center School","=""2451214""","*","*",0,"*"
"Learn","=""2450014""","Learn Haynes Elementary Intensive Program","=""2451114""","*","*",0,12
"Learn","=""2450014""","Learn High School ABA","=""2450614""","*","*",0,"*"
"Learn","=""2450014""","Learn Kelly Middle School Intensive Program","=""2450914""","*","*","*","*"
"Learn","=""2450014""","Learn Ledyard RICHES Program","=""2450714""",0,"*",0,"*"
"Learn","=""2450014""","Learn Pathways Program","=""2450514""",0,"*",0,"*"
"Learn","=""2450014""","Learn SAILS Middle School Program","=""2450814""","*",0,0,"*"
"Learn","=""2450014""","Learn SAILS Program at Salem","=""2451014""","*","*","*",8
"Learn","=""2450014""","Learn STS 18-21 Year Old Program","=""2450414""",0,"*",0,"*"
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""",60,192,19,271
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""",216,270,49,535
"Learn","=""2450014""","Riverside Magnet School at Goodwin College","=""2450314""",175,167,28,370
"Learn","=""2450014""","The Friendship School","=""2450214""",212,266,27,505
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","*",44,"*",67
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""",65,285,18,368
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""",43,244,13,300
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""",35,334,8,377
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""",30,187,7,224
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""",82,233,22,337
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""",45,236,13,294
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""",63,337,7,407
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""",124,669,40,833
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""",47,263,13,323
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""",91,285,12,388
"Litchfield School District","=""0740011""","Center School","=""0740211""","*",247,"*",270
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","*",276,"*",296
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""",27,187,6,220
"Litchfield School District","=""0740011""","Litchfield Middle School","=""0746011""","*",151,"*",175
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""",42,1110,12,1164
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""","*",398,"*",416
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""","*",251,"*",268
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""",7,331,0,338
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""","*",217,"*",229
"Madison School District","=""0760011""","Town Campus Learning Center","=""0769011""","*","*",0,43
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""",16,533,7,556
"Manchester School District","=""0770011""","Bentley Alternative Education Program","=""0770211""",37,"*","*",53
"Manchester School District","=""0770011""","Bowers School","=""0770111""",164,203,25,392
"Manchester School District","=""0770011""","Buckley School","=""0770311""",101,237,27,365
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""",210,176,34,420
"Manchester School District","=""0770011""","Highland Park School","=""0770411""",94,161,7,262
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""",411,306,63,780
"Manchester School District","=""0770011""","Keeney School","=""0770611""",108,230,16,354
"Manchester School District","=""0770011""","Manchester High School","=""0776111""",677,736,121,1534
"Manchester School District","=""0770011""","Manchester Preschool - Site 2","=""0770811""",0,16,0,16
"Manchester School District","=""0770011""","Manchester Preschool Center","=""0778011""",161,25,0,186
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""",50,17,0,67
"Manchester School District","=""0770011""","Manchester Transition Center","=""0779111""","*",9,"*",13
"Manchester School District","=""0770011""","Martin School","=""0771611""",141,114,13,268
"Manchester School District","=""0770011""","New Horizons","=""0770711""",15,7,0,22
"Manchester School District","=""0770011""","Robertson School","=""0771011""",153,172,31,356
"Manchester School District","=""0770011""","Verplanck School","=""0771211""",290,69,27,386
"Manchester School District","=""0770011""","Waddell School","=""0771311""",190,147,40,377
"Manchester School District","=""0770011""","Washington School","=""0771411""",274,57,26,357
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""","*",205,"*",268
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""",42,156,9,207
"Mansfield School District","=""0780011""","Mansfield Middle School","=""0785111""",96,412,22,530
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""",52,176,14,242
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""",47,501,8,556
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""",372,210,48,630
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""",204,106,36,346
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""",414,85,58,557
"Meriden School District","=""0800011""","Community Classroom Collaborative-Meriden School District","=""0800211""",7,"*","*",11
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""",676,418,83,1177
"Meriden School District","=""0800011""","Hanover School","=""0800311""",340,218,58,616
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""",387,155,46,588
"Meriden School District","=""0800011""","John Barry School","=""0800511""",407,46,23,476
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""",466,215,62,743
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""",640,303,70,1013
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""",400,116,43,559
"Meriden School District","=""0800011""","STARS-Meriden School District","=""0800611""",23,"*","*",39
"Meriden School District","=""0800011""","STEP-Meriden School District","=""0800911""",16,"*","*",19
"Meriden School District","=""0800011""","Steps-Meriden School District","=""0801211""","*","*",0,16
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""",169,208,44,421
"Meriden School District","=""0800011""","Venture Academy-Meriden School District","=""0801311""",34,"*","*",42
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""",421,184,69,674
"Middletown School District","=""0830011""","Bielefield School","=""0830211""",147,128,14,289
"Middletown School District","=""0830011""","Evening Program - MHS","=""0831611""","*","*",0,11
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""","*",173,"*",337
"Middletown School District","=""0830011""","ICM - Farm Hill","=""0830611""","*","*",0,"*"
"Middletown School District","=""0830011""","ICM - Lawrence","=""0830711""","*","*",0,"*"
"Middletown School District","=""0830011""","ICM - Spencer","=""0832011""","*","*",0,7
"Middletown School District","=""0830011""","ICM - Wesley","=""0830811""","*","*",0,"*"
"Middletown School District","=""0830011""","ICM- Woodrow Wilson Middle School","=""0830411""","*","*",0,6
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""",106,184,22,312
"Middletown School District","=""0830011""","Lawrence School","=""0831311""",64,202,14,280
"Middletown School District","=""0830011""","MHS - Alternative Education Program 1","=""0831811""","*","*","*",8
"Middletown School District","=""0830011""","MHS - Alternative Education Program 2","=""0831911""",7,0,0,7
"Middletown School District","=""0830011""","MHS- Alternative Education Program 3","=""0832211""","*","*",0,"*"
"Middletown School District","=""0830011""","MacDonough School","=""0830911""",137,"*","*",208
"Middletown School District","=""0830011""","Middletown High School","=""0836211""",398,744,60,1202
"Middletown School District","=""0830011""","Moody School","=""0831211""",44,208,9,261
"Middletown School District","=""0830011""","OASIS","=""0830311""","*","*",0,"*"
"Middletown School District","=""0830011""","STEM - Macdonough","=""0832111""","*",12,"*",20
"Middletown School District","=""0830011""","Snow School","=""0831111""",136,228,29,393
"Middletown School District","=""0830011""","Spencer School","=""0830111""",130,134,29,293
"Middletown School District","=""0830011""","Transition to Life Center","=""0839111""","*","*",0,25
"Middletown School District","=""0830011""","Virtual Learning Academy - MHS","=""0831711""",6,"*","*",11
"Middletown School District","=""0830011""","Wesley School","=""0831411""",91,167,9,267
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""",231,405,34,670
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""",52,228,13,293
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""",74,355,27,456
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""",55,460,21,536
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""",68,298,12,378
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""",176,712,52,940
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""",108,792,20,920
"Milford School District","=""0840011""","Live Oaks School","=""0841611""",52,256,7,315
"Milford School District","=""0840011""","Mathewson School","=""0841711""",49,359,6,414
"Milford School District","=""0840011""","Meadowside School","=""0840711""",69,235,11,315
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""",54,347,8,409
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""",42,313,15,370
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""",97,163,20,280
"Milford School District","=""0840011""","The Academy","=""0840311""",24,"*","*",47
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""",117,305,28,450
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""","*",464,"*",497
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""",45,719,16,780
"Monroe School District","=""0850011""","Masuk Alternative Program","=""0850211""",7,6,0,13
"Monroe School District","=""0850011""","Masuk High School","=""0856111""",63,998,31,1092
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""",18,326,10,354
"Monroe School District","=""0850011""","REAL","=""0850411""",0,"*",0,"*"
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""",26,395,9,430
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""",121,187,34,342
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""",164,332,55,551
"Montville School District","=""0860011""","Mohegan School","=""0860111""",109,172,52,333
"Montville School District","=""0860011""","Montville High School","=""0866111""",158,436,60,654
"Montville School District","=""0860011""","Oakdale School","=""0860511""",47,226,24,297
"Montville School District","=""0860011""","Palmer Academy","=""0869011""",14,"*","*",28
"Montville School District","=""0860011""","Pre School Program","=""0860311""","*",32,"*",40
