"CMT/CAPT Science Assessment, 2015-16"
"All Districts, All Grades, Free/Reduced Price Meal Eligibility ("

"",,,,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"District","District Code","School","SchoolCode","Grade","Free/Reduced Price Meal Eligibility (2-level)","Total Numberof Students","Total NumberTested","ParticipationRate","Total Number with Scored Tests","Count","%","Count","%","Count","%","Count","%","Count","%","Count","%","AverageSS"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""",10,"N",272,271,99.6,269,"*","*","*","*",48,17.8,71,26.4,142,52.8,213,79.2,298
"Montville School District","=""0860011""","Mohegan School","=""0860111""",05,"Y",33,33,100.0,33,0,0.0,"*","*",10,30.3,14,42.4,"*","*","*","*",249
"Montville School District","=""0860011""","Mohegan School","=""0860111""",05,"N",34,34,100.0,34,0,0.0,"*","*",7,20.6,18,52.9,"*","*","*","*",273
"Montville School District","=""0860011""","Oakdale School","=""0860511""",05,"Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Oakdale School","=""0860511""",05,"N",40,40,100.0,40,"*","*","*","*","*","*","*","*","*","*","*","*",291
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""",05,"Y",26,26,100.0,26,0,0.0,"*","*",6,23.1,13,50.0,"*","*","*","*",250
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""",05,"N",37,37,100.0,37,0,0.0,"*","*",7,18.9,19,51.4,"*","*","*","*",266
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""",08,"Y",72,71,98.6,71,7,9.9,7,9.9,8,11.3,36,50.7,13,18.3,49,69.0,263
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""",08,"N",112,111,99.1,111,7,6.3,7,6.3,17,15.3,52,46.8,28,25.2,80,72.1,266
"Montville School District","=""0860011""","Montville High School","=""0866111""",10,"Y",55,54,98.2,54,"*","*","*","*",23,42.6,11,20.4,11,20.4,22,40.7,258
"Montville School District","=""0860011""","Montville High School","=""0866111""",10,"N",126,124,98.4,124,"*","*","*","*",33,26.6,30,24.2,50,40.3,80,64.5,282
"Montville School District","=""0860011""","Palmer Academy","=""0869011""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Palmer Academy","=""0869011""",10,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""",05,"Y",60,60,100.0,60,12,20.0,14,23.3,20,33.3,14,23.3,0,0.0,14,23.3,218
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""",05,"N",85,85,100.0,85,6,7.1,10,11.8,29,34.1,33,38.8,7,8.2,40,47.1,244
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""",05,"Y",91,91,100.0,91,"*","*","*","*",25,27.5,28,30.8,"*","*","*","*",226
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""",05,"N",65,65,100.0,65,"*","*","*","*",16,24.6,39,60.0,"*","*","*","*",255
"Naugatuck School District","=""0880011""","Genesis Academy","=""0880911""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","Genesis Academy","=""0880911""",10,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""",08,"Y",166,164,98.8,164,35,21.3,33,20.1,"*","*",60,36.6,"*","*","*","*",231
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""",08,"N",168,168,100.0,168,"*","*",22,13.1,27,16.1,82,48.8,"*","*","*","*",254
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""",10,"Y",128,122,95.3,122,22,18.0,33,27.0,42,34.4,16,13.1,9,7.4,25,20.5,227
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""",10,"N",159,156,98.1,155,15,9.7,30,19.4,64,41.3,23,14.8,23,14.8,46,29.7,242
"New Beginnings Inc., Family Academy District","=""2800013""","New Beginnings Inc., Family Academy","=""2800113""",05,"Y",39,39,100.0,39,"*","*","*","*","*","*","*","*",0,0.0,"*","*",216
"New Beginnings Inc., Family Academy District","=""2800013""","New Beginnings Inc., Family Academy","=""2800113""",05,"N",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Beginnings Inc., Family Academy District","=""2800013""","New Beginnings Inc., Family Academy","=""2800113""",08,"Y",29,28,96.6,28,11,39.3,"*","*","*","*",10,35.7,0,0.0,10,35.7,222
"New Britain School District","=""0890011""","Hartford Detention Center","=""3480315""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""",05,"Y",63,62,98.4,62,"*","*","*","*","*","*","*","*","*","*","*","*",202
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""",05,"N",11,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Sunrise Intermediate","=""0890411""",05,"Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Gaffney School","=""0890511""",05,"Y",42,42,100.0,42,"*","*","*","*","*","*","*","*","*","*","*","*",224
"New Britain School District","=""0890011""","Gaffney School","=""0890511""",05,"N",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Holmes School","=""0890611""",05,"Y",48,48,100.0,48,"*","*","*","*","*","*","*","*","*","*","*","*",233
"New Britain School District","=""0890011""","Holmes School","=""0890611""",05,"N",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Jefferson School","=""0890711""",05,"Y",52,52,100.0,52,"*","*","*","*","*","*","*","*","*","*","*","*",217
"New Britain School District","=""0890011""","Jefferson School","=""0890711""",05,"N",14,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Lincoln School","=""0890811""",05,"Y",78,77,98.7,77,"*","*","*","*","*","*","*","*",0,0.0,"*","*",205
"New Britain School District","=""0890011""","Lincoln School","=""0890811""",05,"N",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Northend School","=""0890911""",05,"Y",43,42,97.7,42,"*","*","*","*","*","*","*","*",0,0.0,"*","*",191
"New Britain School District","=""0890011""","Northend School","=""0890911""",05,"N",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Behavior Support","=""0891011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""",05,"Y",62,61,98.4,61,"*","*","*","*","*","*","*","*","*","*","*","*",220
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""",05,"N",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""",08,"Y",58,58,100.0,58,"*","*","*","*","*","*","*","*",0,0.0,"*","*",208
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""",08,"N",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""",05,"Y",84,82,97.6,82,"*","*","*","*","*","*","*","*",0,0.0,"*","*",196
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""",05,"N",11,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Smith School","=""0891311""",05,"Y",84,84,100.0,84,26,31.0,"*","*",28,33.3,"*","*","*","*","*","*",213
"New Britain School District","=""0890011""","Smith School","=""0891311""",05,"N",20,20,100.0,20,8,40.0,"*","*",6,30.0,"*","*",0,0.0,"*","*",203
"New Britain School District","=""0890011""","Vance School","=""0891511""",05,"Y",70,70,100.0,70,"*","*","*","*","*","*","*","*","*","*","*","*",208
"New Britain School District","=""0890011""","Vance School","=""0891511""",05,"N",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Steps","=""0891811""",08,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""",08,"Y",194,193,99.5,193,"*","*","*","*",39,20.2,42,21.8,0,0.0,42,21.8,211
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""",08,"N",34,34,100.0,34,"*","*",10,29.4,8,23.5,12,35.3,"*","*","*","*",235
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""",08,"Y",206,204,99.0,204,114,55.9,31,15.2,"*","*","*","*",0,0.0,"*","*",200
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""",08,"N",41,41,100.0,41,18,43.9,"*","*","*","*",11,26.8,0,0.0,11,26.8,205
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""",08,"Y",26,25,96.2,25,0,0.0,0,0.0,"*","*",20,80.0,"*","*","*","*",274
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""",08,"N",24,24,100.0,24,0,0.0,0,0.0,0,0.0,"*","*","*","*",24,100.0,279
"New Britain School District","=""0890011""","New Britain High School","=""0896111""",10,"Y",398,364,91.5,358,160,44.7,86,24.0,78,21.8,27,7.5,7,2.0,34,9.5,203
"New Britain School District","=""0890011""","New Britain High School","=""0896111""",10,"N",120,117,97.5,117,23,19.7,27,23.1,35,29.9,17,14.5,15,12.8,32,27.4,231
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""",05,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""",10,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""",05,"N",342,341,99.7,341,"*","*","*","*",27,7.9,133,39.0,174,51.0,307,90.0,300
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""",08,"N",302,301,99.7,301,"*","*","*","*",20,6.6,140,46.5,129,42.9,269,89.4,288
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""",10,"N",314,310,98.7,310,"*","*","*","*",56,18.1,85,27.4,162,52.3,247,79.7,296
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""",05,"Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""",05,"N",134,131,97.8,131,"*","*","*","*","*","*","*","*","*","*","*","*",266
"New Fairfield School District","=""0910011""","Alternative Learning Center","=""0910311""",10,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""",08,"Y",18,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""",08,"N",177,175,98.9,175,"*","*","*","*","*","*","*","*","*","*","*","*",276
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""",10,"Y",23,23,100.0,23,"*","*",6,26.1,10,43.5,"*","*","*","*","*","*",237
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""",10,"N",194,193,99.5,193,"*","*",7,3.6,59,30.6,"*","*","*","*","*","*",281
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""",05,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""",05,"N",60,60,100.0,60,"*","*","*","*","*","*","*","*","*","*","*","*",274
"New Haven School District","=""0930011""","Edgewood School","=""0931211""",05,"Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Edgewood School","=""0931211""",05,"N",31,31,100.0,31,"*","*","*","*","*","*","*","*","*","*","*","*",255
"New Haven School District","=""0930011""","Edgewood School","=""0931211""",08,"Y",26,26,100.0,26,7,26.9,"*","*","*","*","*","*","*","*","*","*",222
"New Haven School District","=""0930011""","Edgewood School","=""0931211""",08,"N",23,23,100.0,23,7,30.4,"*","*","*","*","*","*","*","*","*","*",226
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",05,"Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",05,"N",34,34,100.0,34,"*","*","*","*","*","*","*","*","*","*","*","*",226
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",08,"Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",08,"N",39,39,100.0,39,"*","*","*","*","*","*","*","*","*","*","*","*",255
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""",05,"Y",23,23,100.0,23,"*","*","*","*","*","*","*","*",0,0.0,"*","*",194
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""",05,"N",20,20,100.0,20,"*","*","*","*","*","*","*","*","*","*","*","*",225
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""",08,"Y",21,21,100.0,21,"*","*","*","*","*","*","*","*",0,0.0,"*","*",219
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""",08,"N",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Beecher School","=""0930311""",05,"Y",35,34,97.1,34,"*","*","*","*","*","*","*","*",0,0.0,"*","*",194
"New Haven School District","=""0930011""","Beecher School","=""0930311""",05,"N",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Beecher School","=""0930311""",08,"Y",27,27,100.0,27,"*","*","*","*","*","*","*","*",0,0.0,"*","*",205
"New Haven School District","=""0930011""","Beecher School","=""0930311""",08,"N",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""",05,"Y",51,51,100.0,51,"*","*","*","*","*","*","*","*",0,0.0,"*","*",195
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""",05,"N",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""",08,"Y",30,30,100.0,30,"*","*","*","*","*","*","*","*","*","*","*","*",222
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""",08,"N",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""",05,"Y",42,42,100.0,42,"*","*","*","*","*","*","*","*","*","*","*","*",222
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""",05,"N",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""",08,"Y",38,38,100.0,38,"*","*","*","*","*","*","*","*","*","*","*","*",202
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""",08,"N",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","John S. Martinez School","=""0930811""",05,"Y",39,39,100.0,39,"*","*","*","*","*","*","*","*",0,0.0,"*","*",197
"New Haven School District","=""0930011""","John S. Martinez School","=""0930811""",05,"N",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","John S. Martinez School","=""0930811""",08,"Y",40,40,100.0,40,"*","*","*","*","*","*","*","*",0,0.0,"*","*",221
"New Haven School District","=""0930011""","John S. Martinez School","=""0930811""",08,"N",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""",05,"Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""",05,"N",35,35,100.0,35,"*","*","*","*","*","*","*","*","*","*","*","*",245
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""",08,"Y",23,23,100.0,23,"*","*","*","*","*","*","*","*","*","*","*","*",211
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""",08,"N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",05,"Y",32,32,100.0,32,"*","*","*","*",10,31.3,"*","*",0,0.0,"*","*",208
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",05,"N",35,35,100.0,35,"*","*","*","*",13,37.1,"*","*","*","*","*","*",233
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",08,"Y",33,33,100.0,33,14,42.4,"*","*",9,27.3,"*","*",0,0.0,"*","*",209
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",08,"N",30,30,100.0,30,7,23.3,"*","*",8,26.7,"*","*",0,0.0,"*","*",234
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",05,"Y",34,34,100.0,34,"*","*","*","*","*","*","*","*","*","*","*","*",242
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",05,"N",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",08,"Y",30,30,100.0,30,"*","*","*","*","*","*","*","*",0,0.0,"*","*",223
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",08,"N",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""",05,"Y",31,31,100.0,31,"*","*","*","*","*","*","*","*",0,0.0,"*","*",193
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""",05,"N",18,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""",08,"Y",37,36,97.3,36,"*","*","*","*","*","*","*","*",0,0.0,"*","*",197
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""",08,"N",16,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""",05,"Y",56,56,100.0,56,24,42.9,19,33.9,"*","*","*","*",0,0.0,"*","*",192
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""",05,"N",34,33,97.1,33,21,63.6,6,18.2,"*","*","*","*",0,0.0,"*","*",174
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""",08,"Y",52,52,100.0,52,25,48.1,6,11.5,"*","*","*","*","*","*","*","*",211
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""",08,"N",35,32,91.4,32,22,68.8,7,21.9,"*","*","*","*",0,0.0,"*","*",183
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""",08,"Y",22,22,100.0,22,"*","*","*","*","*","*",6,27.3,0,0.0,6,27.3,224
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""",08,"N",74,74,100.0,74,"*","*","*","*","*","*",36,48.6,22,29.7,58,78.4,276
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""",10,"Y",30,30,100.0,29,"*","*","*","*",6,20.7,8,27.6,6,20.7,14,48.3,254
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""",10,"N",59,59,100.0,59,"*","*","*","*",19,32.2,15,25.4,20,33.9,35,59.3,280
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""",05,"Y",33,33,100.0,33,"*","*","*","*",6,18.2,7,21.2,"*","*","*","*",216
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""",05,"N",21,21,100.0,21,"*","*","*","*",6,28.6,6,28.6,0,0.0,6,28.6,224
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""",08,"Y",30,30,100.0,30,"*","*","*","*","*","*","*","*",0,0.0,"*","*",222
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""",08,"N",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""",05,"Y",20,20,100.0,20,0,0.0,"*","*","*","*",7,35.0,"*","*","*","*",240
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""",05,"N",27,27,100.0,27,0,0.0,"*","*","*","*",10,37.0,"*","*","*","*",272
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""",08,"Y",25,25,100.0,25,"*","*","*","*","*","*","*","*","*","*","*","*",252
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""",08,"N",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",05,"Y",26,26,100.0,26,"*","*","*","*","*","*","*","*",0,0.0,"*","*",201
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",05,"N",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Katherine Brennan/Clarence Rogers School","=""0932111""",05,"Y",36,36,100.0,36,"*","*","*","*","*","*","*","*","*","*","*","*",203
"New Haven School District","=""0930011""","Katherine Brennan/Clarence Rogers School","=""0932111""",05,"N",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Katherine Brennan/Clarence Rogers School","=""0932111""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Katherine Brennan/Clarence Rogers School","=""0932111""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""",10,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Blake Street Leadership Academy (STEP)","=""0932411""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Blake Street Leadership Academy (STEP)","=""0932411""",10,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Light High School","=""0932611""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Light High School","=""0932611""",10,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Truman School","=""0932911""",05,"Y",41,41,100.0,41,15,36.6,"*","*","*","*","*","*",0,0.0,"*","*",200
"New Haven School District","=""0930011""","Truman School","=""0932911""",05,"N",25,24,96.0,24,8,33.3,"*","*","*","*","*","*","*","*","*","*",210
"New Haven School District","=""0930011""","Truman School","=""0932911""",08,"Y",35,35,100.0,35,"*","*","*","*","*","*","*","*",0,0.0,"*","*",211
"New Haven School District","=""0930011""","Truman School","=""0932911""",08,"N",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""",05,"Y",28,28,100.0,28,"*","*","*","*","*","*","*","*","*","*","*","*",200
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""",05,"N",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""",08,"Y",29,29,100.0,29,9,31.0,"*","*","*","*","*","*",0,0.0,"*","*",212
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""",08,"N",25,25,100.0,25,10,40.0,"*","*","*","*","*","*","*","*","*","*",220
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""",05,"Y",46,46,100.0,46,"*","*",15,32.6,"*","*","*","*","*","*","*","*",224
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""",05,"N",21,21,100.0,21,"*","*",7,33.3,"*","*","*","*",0,0.0,"*","*",214
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""",08,"Y",43,43,100.0,43,12,27.9,9,20.9,"*","*","*","*","*","*","*","*",224
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""",08,"N",20,20,100.0,20,6,30.0,6,30.0,"*","*","*","*",0,0.0,"*","*",216
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",05,"Y",35,35,100.0,35,"*","*","*","*","*","*","*","*",0,0.0,"*","*",200
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",05,"N",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",08,"Y",17,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",08,"N",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",08,"N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""",05,"Y",34,34,100.0,34,"*","*","*","*","*","*","*","*",0,0.0,"*","*",220
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""",05,"N",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""",08,"Y",24,24,100.0,24,"*","*","*","*","*","*","*","*",0,0.0,"*","*",223
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""",08,"N",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""",05,"Y",38,38,100.0,38,"*","*","*","*","*","*","*","*",0,0.0,"*","*",205
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""",05,"N",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
