"CMT/CAPT Science Assessment, 2015-16"
"All Districts, All Grades, Free/Reduced Price Meal Eligibility ("

"",,,,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"District","District Code","School","SchoolCode","Grade","Free/Reduced Price Meal Eligibility (2-level)","Total Numberof Students","Total NumberTested","ParticipationRate","Total Number with Scored Tests","Count","%","Count","%","Count","%","Count","%","Count","%","Count","%","AverageSS"
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""",10,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""",05,"Y",32,32,100.0,32,0,0.0,"*","*","*","*",16,50.0,8,25.0,24,75.0,266
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""",05,"N",173,172,99.4,172,"*","*","*","*","*","*",78,45.3,66,38.4,144,83.7,288
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""",08,"Y",37,37,100.0,37,"*","*","*","*",10,27.0,16,43.2,"*","*","*","*",248
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""",08,"N",179,176,98.3,176,"*","*","*","*",22,12.5,105,59.7,"*","*","*","*",274
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""",10,"Y",43,42,97.7,42,0,0.0,"*","*",14,33.3,12,28.6,"*","*","*","*",266
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""",10,"N",234,232,99.1,232,0,0.0,"*","*","*","*",63,27.2,110,47.4,173,74.6,294
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",05,"Y",41,41,100.0,41,"*","*","*","*",12,29.3,15,36.6,9,22.0,24,58.5,258
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",05,"N",39,39,100.0,39,0,0.0,0,0.0,6,15.4,18,46.2,15,38.5,33,84.6,289
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",08,"Y",32,31,96.9,31,"*","*","*","*",9,29.0,14,45.2,"*","*","*","*",257
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",08,"N",42,42,100.0,42,"*","*",0,0.0,8,19.0,22,52.4,"*","*","*","*",276
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""",10,"Y",35,34,97.1,34,"*","*","*","*",14,41.2,"*","*",8,23.5,"*","*",246
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""",10,"N",54,54,100.0,54,"*","*","*","*",19,35.2,"*","*",11,20.4,"*","*",263
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""",10,"Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""",10,"N",23,23,100.0,23,0,0.0,"*","*","*","*","*","*","*","*","*","*",249
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""",10,"Y",29,25,86.2,24,"*","*","*","*",8,33.3,"*","*","*","*","*","*",246
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""",10,"N",25,22,88.0,22,"*","*","*","*",9,40.9,"*","*","*","*","*","*",227
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""",10,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","GFLC/ACCESS School","=""2429014""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","GFLC/ACCESS School","=""2429014""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","GFLC/ACCESS School","=""2429014""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""",05,"Y",27,27,100.0,27,"*","*","*","*",8,29.6,13,48.1,"*","*","*","*",248
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""",05,"N",190,190,100.0,190,"*","*","*","*",16,8.4,91,47.9,"*","*","*","*",287
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""",08,"Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""",08,"N",194,194,100.0,194,"*","*","*","*","*","*","*","*","*","*","*","*",271
"Ellington School District","=""0480011""","Ellington High School","=""0486111""",10,"Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""",10,"N",162,161,99.4,161,0,0.0,"*","*","*","*","*","*","*","*","*","*",279
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""",05,"Y",57,57,100.0,57,"*","*","*","*","*","*","*","*",0,0.0,"*","*",210
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""",05,"N",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""",08,"Y",49,49,100.0,49,"*","*","*","*","*","*","*","*",0,0.0,"*","*",221
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""",08,"N",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""",10,"Y",19,19,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""",10,"N",13,13,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Prudence Crandall - Educational Counseling Program (ECP)","=""0490711""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""",05,"Y",50,50,100.0,50,"*","*",6,12.0,21,42.0,16,32.0,"*","*","*","*",240
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""",05,"N",63,63,100.0,63,0,0.0,"*","*",19,30.2,31,49.2,"*","*","*","*",256
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""",05,"Y",53,53,100.0,53,"*","*","*","*",18,34.0,21,39.6,"*","*","*","*",247
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""",05,"N",88,88,100.0,88,"*","*","*","*",13,14.8,41,46.6,"*","*","*","*",272
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""",05,"Y",52,52,100.0,52,"*","*","*","*",9,17.3,22,42.3,8,15.4,30,57.7,256
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""",05,"N",86,86,100.0,86,"*","*","*","*",14,16.3,47,54.7,19,22.1,66,76.7,272
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""",08,"Y",135,133,98.5,133,"*","*",22,16.5,21,15.8,60,45.1,10,7.5,70,52.6,246
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""",08,"N",217,217,100.0,217,"*","*",20,9.2,35,16.1,110,50.7,48,22.1,158,72.8,268
"Enfield School District","=""0490011""","Enfield High School","=""0496111""",10,"Y",69,65,94.2,65,"*","*",7,10.8,38,58.5,12,18.5,"*","*","*","*",246
"Enfield School District","=""0490011""","Enfield High School","=""0496111""",10,"N",108,108,100.0,108,"*","*",10,9.3,39,36.1,33,30.6,"*","*","*","*",263
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""",10,"Y",43,43,100.0,43,"*","*",8,18.6,16,37.2,10,23.3,"*","*","*","*",248
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""",10,"N",149,149,100.0,149,"*","*","*","*",50,33.6,53,35.6,38,25.5,91,61.1,271
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""",10,"Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""",10,"N",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""",05,"N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""",05,"N","*","*","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""",10,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""",05,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""",05,"N",52,52,100.0,52,"*","*","*","*","*","*","*","*","*","*","*","*",280
"Fairfield School District","=""0510011""","McKinley School","=""0510611""",05,"Y",23,23,100.0,23,"*","*","*","*",7,30.4,7,30.4,"*","*","*","*",233
"Fairfield School District","=""0510011""","McKinley School","=""0510611""",05,"N",50,50,100.0,50,0,0.0,"*","*",13,26.0,19,38.0,"*","*","*","*",257
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""",05,"N","*","*","*","*",0,0.0,0,0.0,"*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Sherman School","=""0511311""",05,"Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Sherman School","=""0511311""",05,"N",64,64,100.0,64,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",286
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""",05,"Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""",05,"N",74,73,98.6,73,0,0.0,"*","*","*","*","*","*","*","*","*","*",278
"Fairfield School District","=""0510011""","Jennings School","=""0511711""",05,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Jennings School","=""0511711""",05,"N",48,48,100.0,48,"*","*","*","*","*","*","*","*","*","*","*","*",290
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""",08,"Y",46,43,93.5,43,"*","*","*","*",8,18.6,17,39.5,6,14.0,23,53.5,243
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""",08,"N",179,178,99.4,178,"*","*","*","*",13,7.3,106,59.6,47,26.4,153,86.0,277
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""",08,"Y",34,34,100.0,34,7,20.6,"*","*","*","*",13,38.2,7,20.6,20,58.8,253
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""",08,"N",260,257,98.8,257,"*","*","*","*",24,9.3,153,59.5,67,26.1,220,85.6,277
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""",08,"Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""",08,"N",256,255,99.6,255,"*","*","*","*","*","*","*","*","*","*","*","*",287
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""",10,"Y",33,32,97.0,32,"*","*","*","*",13,40.6,9,28.1,"*","*","*","*",255
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""",10,"N",354,347,98.0,347,"*","*","*","*",84,24.2,107,30.8,"*","*","*","*",288
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""",10,"Y",54,53,98.1,53,"*","*","*","*",17,32.1,14,26.4,13,24.5,27,50.9,264
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""",10,"N",319,315,98.7,315,"*","*","*","*",61,19.4,96,30.5,143,45.4,239,75.9,288
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""",05,"Y",33,33,100.0,33,"*","*","*","*","*","*",16,48.5,6,18.2,22,66.7,259
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""",05,"N",278,276,99.3,276,"*","*","*","*","*","*",104,37.7,146,52.9,250,90.6,302
"Farmington School District","=""0520011""","Farmington Alternative High School","=""0520611""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""",08,"Y",33,33,100.0,33,"*","*","*","*",9,27.3,17,51.5,"*","*","*","*",255
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""",08,"N",259,256,98.8,256,"*","*","*","*",26,10.2,138,53.9,"*","*","*","*",282
"Farmington School District","=""0520011""","Farmington High School","=""0526111""",10,"Y",31,29,93.5,29,"*","*","*","*",13,44.8,"*","*",8,27.6,"*","*",254
"Farmington School District","=""0520011""","Farmington High School","=""0526111""",10,"N",260,258,99.2,258,"*","*","*","*",40,15.5,"*","*",137,53.1,"*","*",300
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""",10,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""",05,"Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""",05,"N",71,71,100.0,71,0,0.0,"*","*","*","*","*","*","*","*","*","*",292
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""",05,"N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""",05,"N","*","*","*","*",0,0.0,0,0.0,"*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""",05,"N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""",05,"Y",26,26,100.0,26,"*","*","*","*","*","*",14,53.8,"*","*","*","*",243
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""",05,"N",42,42,100.0,42,"*","*","*","*","*","*",18,42.9,"*","*","*","*",276
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""",05,"Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""",05,"N",86,85,98.8,85,0,0.0,"*","*","*","*","*","*","*","*","*","*",305
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""",08,"Y",44,44,100.0,44,"*","*","*","*",7,15.9,17,38.6,10,22.7,27,61.4,256
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""",08,"N",471,471,100.0,470,"*","*","*","*",28,6.0,224,47.7,196,41.7,420,89.4,288
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""",10,"Y",42,42,100.0,42,"*","*","*","*",19,45.2,7,16.7,9,21.4,16,38.1,257
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""",10,"N",436,433,99.3,433,"*","*","*","*",81,18.7,98,22.6,234,54.0,332,76.7,298
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""",05,"Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""",05,"N",55,55,100.0,55,"*","*","*","*","*","*","*","*","*","*","*","*",300
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""",05,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""",05,"N",54,54,100.0,54,0,0.0,"*","*","*","*","*","*","*","*","*","*",311
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""",08,"Y",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""",08,"N",142,141,99.3,141,"*","*","*","*","*","*","*","*","*","*","*","*",280
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""",10,"Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""",10,"N",150,148,98.7,148,"*","*","*","*","*","*","*","*","*","*","*","*",305
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""",05,"Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""",05,"N",66,66,100.0,66,"*","*","*","*","*","*","*","*","*","*","*","*",270
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",05,"Y",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",05,"N",35,35,100.0,35,"*","*","*","*","*","*","*","*","*","*","*","*",273
"Greenwich School District","=""0570011""","Glenville School","=""0570411""",05,"Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Glenville School","=""0570411""",05,"N",72,72,100.0,72,"*","*","*","*","*","*","*","*","*","*","*","*",285
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",05,"Y",32,32,100.0,32,"*","*","*","*",6,18.8,12,37.5,"*","*","*","*",235
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",05,"N",23,23,100.0,23,"*","*","*","*",7,30.4,6,26.1,"*","*","*","*",233
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",05,"Y",23,23,100.0,23,"*","*","*","*","*","*","*","*","*","*","*","*",240
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",05,"N",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""",05,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""",05,"N",70,70,100.0,70,0,0.0,"*","*","*","*","*","*","*","*","*","*",296
"Greenwich School District","=""0570011""","North Street School","=""0570811""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","North Street School","=""0570811""",05,"N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Riverside School","=""0571011""",05,"N",82,82,100.0,82,0,0.0,"*","*","*","*",36,43.9,38,46.3,74,90.2,291
"Greenwich School District","=""0570011""","Parkway School","=""0571111""",05,"N",33,32,97.0,32,0,0.0,0,0.0,"*","*",19,59.4,"*","*","*","*",287
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""",05,"N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Greenwich Alternative High School","=""0571411""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Greenwich Alternative High School","=""0571411""",10,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""",08,"Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""",08,"N",167,167,100.0,167,"*","*","*","*","*","*","*","*","*","*","*","*",274
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""",08,"Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""",08,"N",249,249,100.0,249,"*","*",0,0.0,"*","*","*","*","*","*","*","*",290
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",08,"Y",62,61,98.4,61,"*","*",6,9.8,15,24.6,27,44.3,"*","*","*","*",242
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",08,"N",126,125,99.2,125,"*","*",8,6.4,13,10.4,60,48.0,"*","*","*","*",275
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""",10,"Y",88,88,100.0,87,10,11.5,8,9.2,40,46.0,18,20.7,11,12.6,29,33.3,248
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""",10,"N",512,509,99.4,509,6,1.2,14,2.8,81,15.9,119,23.4,289,56.8,408,80.2,300
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""",10,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",05,"Y",57,57,100.0,57,"*","*","*","*",18,31.6,23,40.4,6,10.5,29,50.9,248
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",05,"N",67,67,100.0,67,"*","*","*","*",7,10.4,37,55.2,21,31.3,58,86.6,284
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",08,"Y",56,54,96.4,54,"*","*","*","*",11,20.4,26,48.1,"*","*","*","*",239
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",08,"N",78,78,100.0,78,"*","*","*","*",17,21.8,39,50.0,"*","*","*","*",256
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",10,"Y",50,49,98.0,49,"*","*",12,24.5,18,36.7,"*","*",8,16.3,"*","*",239
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",10,"N",95,95,100.0,95,"*","*",8,8.4,31,32.6,"*","*",18,18.9,"*","*",261
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",05,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",05,"N",28,28,100.0,28,0,0.0,"*","*","*","*","*","*","*","*","*","*",284
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
