"CT School Day SAT, 2015-16"
"All Districts, All Subjects, Free/Reduced Price Meal Eligibility"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Math","N",51,"*","*","*","*","*","*","*","*","*","*",534
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","ELA","N",69,7,10.1,8,11.6,43,62.3,11,15.9,54,78.3,533
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Math","N",69,"*","*",35,50.7,15,21.7,"*","*","*","*",488
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","ELA","N",107,"*","*","*","*",63,58.9,24,22.4,87,81.3,557
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Math","N",107,19,17.8,39,36.4,42,39.3,7,6.5,49,45.8,514
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","Memorial School","=""0420111""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","Memorial School","=""0420111""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","ELA","N",29,0,0.0,"*","*",22,75.9,"*","*","*","*",571
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Math","N",29,"*","*",15,51.7,8,27.6,"*","*","*","*",541
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","ELA","F",194,65,33.5,63,32.5,"*","*","*","*",66,34.0,450
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","ELA","N",131,39,29.8,"*","*",59,45.0,"*","*","*","*",484
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","ELA","R",41,12,29.3,13,31.7,16,39.0,0,0.0,16,39.0,460
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Math","F",194,72,37.1,96,49.5,"*","*","*","*",26,13.4,444
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Math","N",131,43,32.8,51,38.9,"*","*","*","*",37,28.2,468
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Math","R",41,14,34.1,18,43.9,"*","*","*","*",9,22.0,454
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","ELA","F",18,"*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","Math","F",18,"*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","ELA","F",69,29,42.0,"*","*","*","*","*","*","*","*",454
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","ELA","N",127,"*","*",31,24.4,61,48.0,"*","*","*","*",500
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","ELA","R",18,"*","*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Math","F",69,38,55.1,"*","*","*","*",0,0.0,"*","*",415
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Math","N",127,"*","*",59,46.5,25,19.7,"*","*","*","*",473
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Math","R",18,"*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","ELA","F",30,"*","*","*","*","*","*","*","*","*","*",518
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","ELA","N",212,"*","*","*","*",119,56.1,72,34.0,191,90.1,587
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","ELA","R",8,"*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Math","F",30,"*","*","*","*","*","*","*","*","*","*",476
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Math","N",212,13,6.1,60,28.3,89,42.0,50,23.6,139,65.6,568
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Math","R",8,"*","*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","ELA","F",21,"*","*","*","*","*","*","*","*","*","*",482
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","ELA","N",35,"*","*",8,22.9,21,60.0,"*","*","*","*",517
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","ELA","R",9,"*","*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Math","F",21,"*","*","*","*","*","*",0,0.0,"*","*",460
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Math","N",35,"*","*",16,45.7,13,37.1,"*","*","*","*",499
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Math","R",9,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","ELA","F",12,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","ELA","N",18,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Math","F",12,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Math","N",18,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","ELA","N",24,8,33.3,"*","*",11,45.8,"*","*","*","*",487
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Math","N",24,14,58.3,"*","*","*","*",0,0.0,"*","*",419
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","Education Connection Special Education","=""2429014""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","Education Connection Special Education","=""2429014""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","ELA","N",186,14,7.5,27,14.5,111,59.7,34,18.3,145,78.0,546
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Math","N",186,16,8.6,75,40.3,72,38.7,23,12.4,95,51.1,534
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","ELA","F",21,"*","*","*","*",11,52.4,0,0.0,11,52.4,467
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Math","F",21,"*","*",10,47.6,"*","*",0,0.0,"*","*",460
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","ELA","F",43,"*","*",17,39.5,"*","*","*","*","*","*",459
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","ELA","N",97,16,16.5,"*","*",58,59.8,"*","*","*","*",509
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","ELA","R",9,"*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Math","F",43,"*","*","*","*","*","*","*","*","*","*",472
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Math","N",97,16,16.5,40,41.2,35,36.1,6,6.2,41,42.3,508
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Math","R",9,"*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","ELA","F",41,"*","*","*","*","*","*","*","*","*","*",478
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","ELA","N",141,10,7.1,33,23.4,87,61.7,11,7.8,98,69.5,517
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","ELA","R",14,"*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Math","F",41,"*","*","*","*","*","*","*","*","*","*",459
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Math","N",141,30,21.3,61,43.3,41,29.1,9,6.4,50,35.5,492
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Math","R",14,"*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","ELA","N",15,"*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","Math","N",15,"*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","ELA","N",329,12,3.6,21,6.4,184,55.9,112,34.0,296,90.0,587
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Math","N",329,12,3.6,81,24.6,167,50.8,69,21.0,236,71.7,573
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","ELA","F",47,"*","*","*","*","*","*","*","*","*","*",499
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","ELA","N",296,18,6.1,20,6.8,161,54.4,97,32.8,258,87.2,577
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","ELA","R",7,"*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Math","F",47,"*","*","*","*","*","*",0,0.0,"*","*",475
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Math","N",296,"*","*",86,29.1,136,45.9,"*","*","*","*",562
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Math","R",7,"*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Farmington Alternative High School","=""0520611""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Farmington Alternative High School","=""0520611""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Farmington Alternative High School","=""0520611""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Farmington Alternative High School","=""0520611""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","ELA","F",26,"*","*","*","*","*","*","*","*","*","*",509
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","ELA","N",266,14,5.3,21,7.9,127,47.7,104,39.1,231,86.8,586
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","ELA","R",6,"*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Math","F",26,"*","*","*","*","*","*","*","*","*","*",485
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Math","N",266,16,6.0,74,27.8,94,35.3,82,30.8,176,66.2,579
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Math","R",6,"*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","ELA","F",50,"*","*","*","*","*","*","*","*","*","*",512
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","ELA","N",418,11,2.6,36,8.6,241,57.7,130,31.1,371,88.8,581
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","ELA","R",9,"*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Math","F",50,"*","*","*","*","*","*","*","*","*","*",516
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Math","N",418,15,3.6,97,23.2,181,43.3,125,29.9,306,73.2,592
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Math","R",9,"*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","ELA","F",10,"*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","ELA","N",134,"*","*","*","*",74,55.2,41,30.6,115,85.8,574
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","ELA","R",7,"*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Math","F",10,"*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Math","N",134,6,4.5,39,29.1,65,48.5,24,17.9,89,66.4,562
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Math","R",7,"*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Alternative High School Programs","=""0571411""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Alternative High School Programs","=""0571411""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Alternative High School Programs","=""0571411""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Alternative High School Programs","=""0571411""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","ELA","F",32,"*","*",10,31.3,12,37.5,"*","*","*","*",482
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","ELA","N",545,30,5.5,48,8.8,252,46.2,215,39.4,467,85.7,588
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","ELA","R",32,"*","*",10,31.3,13,40.6,"*","*","*","*",482
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Math","F",32,8,25.0,13,40.6,"*","*","*","*",11,34.4,479
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Math","N",545,35,6.4,132,24.2,176,32.3,202,37.1,378,69.4,590
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Math","R",32,9,28.1,16,50.0,"*","*","*","*",7,21.9,470
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","ELA","F",26,"*","*","*","*","*","*","*","*","*","*",466
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","ELA","N",87,11,12.6,12,13.8,50,57.5,14,16.1,64,73.6,533
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","ELA","R",10,"*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Math","F",26,"*","*","*","*","*","*",0,0.0,"*","*",462
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Math","N",87,"*","*",43,49.4,29,33.3,"*","*","*","*",496
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Math","R",10,"*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","ELA","F",52,11,21.2,"*","*",22,42.3,"*","*","*","*",471
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","ELA","N",161,12,7.5,28,17.4,82,50.9,39,24.2,121,75.2,549
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","ELA","R",21,8,38.1,"*","*",8,38.1,"*","*","*","*",474
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Math","F",52,15,28.8,29,55.8,"*","*","*","*","*","*",456
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Math","N",161,"*","*",63,39.1,53,32.9,"*","*","*","*",524
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Math","R",21,"*","*",11,52.4,"*","*",0,0.0,"*","*",455
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","ELA","N",231,6,2.6,19,8.2,120,51.9,86,37.2,206,89.2,593
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Math","N",230,9,3.9,65,28.3,110,47.8,46,20.0,156,67.8,571
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","ELA","F",105,"*","*",31,29.5,41,39.0,"*","*","*","*",477
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","ELA","N",221,17,7.7,32,14.5,119,53.8,53,24.0,172,77.8,549
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","ELA","R",37,"*","*",8,21.6,17,45.9,"*","*","*","*",493
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Math","F",105,35,33.3,48,45.7,"*","*","*","*",22,21.0,456
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Math","N",221,34,15.4,96,43.4,71,32.1,20,9.0,91,41.2,513
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Math","R",37,11,29.7,16,43.2,"*","*","*","*",10,27.0,477
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","ELA","F",124,80,64.5,25,20.2,"*","*","*","*",19,15.3,407
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Math","F",124,88,71.0,"*","*","*","*",0,0.0,"*","*",385
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Math","N","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""","ELA","F",14,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""","Math","F",14,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","ELA","F",18,"*","*","*","*","*","*","*","*","*","*","*"
