"CT School Day SAT, 2015-16"
"All Districts, All Subjects, High Needs (F/R, EL or SWD)"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"District","District Code","School","School Code","Subject","High Needs (F, R, ELL or SWD)","Total Numberwith Scored Tests","Count","%","Count","%","Count","%","Count","%","Count","%","AverageScore"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Math","N",107,23,21.5,66,61.7,18,16.8,0,0.0,18,16.8,467
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","ELA","Y",61,"*","*",20,32.8,23,37.7,"*","*","*","*",460
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","ELA","N",93,"*","*",30,32.3,32,34.4,"*","*","*","*",475
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Math","Y",61,24,39.3,30,49.2,"*","*","*","*",7,11.5,439
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Math","N",93,33,35.5,48,51.6,"*","*","*","*",12,12.9,445
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","ELA","Y",62,"*","*",22,35.5,22,35.5,"*","*","*","*",459
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","ELA","N",83,"*","*",17,20.5,54,65.1,"*","*","*","*",515
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Math","Y",62,"*","*",32,51.6,"*","*",0,0.0,"*","*",436
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Math","N",83,"*","*",51,61.4,"*","*",0,0.0,"*","*",485
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","ELA","Y",57,"*","*",24,42.1,17,29.8,"*","*","*","*",459
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","ELA","N",91,"*","*",33,36.3,42,46.2,"*","*","*","*",485
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Math","Y",57,24,42.1,25,43.9,8,14.0,0,0.0,8,14.0,444
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Math","N",91,25,27.5,51,56.0,"*","*","*","*",15,16.5,467
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","ELA","Y",50,"*","*",15,30.0,27,54.0,"*","*","*","*",486
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","ELA","N",108,"*","*",34,31.5,56,51.9,"*","*","*","*",498
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Math","Y",50,11,22.0,28,56.0,"*","*","*","*",11,22.0,468
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Math","N",108,14,13.0,67,62.0,27,25.0,0,0.0,27,25.0,481
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","ELA","Y",47,"*","*",18,38.3,20,42.6,"*","*","*","*",470
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","ELA","N",110,"*","*",29,26.4,56,50.9,"*","*","*","*",516
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Math","Y",47,"*","*",30,63.8,"*","*",0,0.0,"*","*",441
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Math","N",110,21,19.1,57,51.8,"*","*","*","*","*","*",483
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","ELA","Y",76,"*","*",23,30.3,32,42.1,"*","*","*","*",464
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","ELA","N",108,"*","*",32,29.6,55,50.9,"*","*","*","*",487
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Math","Y",76,29,38.2,41,53.9,6,7.9,0,0.0,6,7.9,434
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Math","N",108,35,32.4,51,47.2,"*","*","*","*",22,20.4,462
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","ELA","Y",72,27,37.5,23,31.9,"*","*","*","*",22,30.6,440
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","ELA","N",67,"*","*",20,29.9,30,44.8,"*","*","*","*",492
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Math","Y",72,38,52.8,"*","*","*","*",0,0.0,"*","*",420
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Math","N",67,"*","*",35,52.2,"*","*",0,0.0,"*","*",456
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","ELA","Y",88,15,17.0,28,31.8,45,51.1,0,0.0,45,51.1,479
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","ELA","N",86,"*","*",16,18.6,57,66.3,"*","*","*","*",507
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Math","Y",88,25,28.4,53,60.2,10,11.4,0,0.0,10,11.4,444
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Math","N",86,"*","*",51,59.3,20,23.3,"*","*","*","*",479
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","ELA","Y",56,18,32.1,19,33.9,19,33.9,0,0.0,19,33.9,455
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","ELA","N",62,10,16.1,16,25.8,29,46.8,7,11.3,36,58.1,500
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Math","Y",55,21,38.2,22,40.0,12,21.8,0,0.0,12,21.8,450
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Math","N",62,"*","*",34,54.8,15,24.2,"*","*","*","*",488
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""","ELA","Y",10,"*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""","Math","Y",10,"*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Coventry Academy","=""0320111""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Coventry Academy","=""0320111""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","ELA","Y",27,"*","*",9,33.3,10,37.0,"*","*","*","*",483
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","ELA","N",99,"*","*",12,12.1,64,64.6,"*","*","*","*",555
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Math","Y",27,13,48.1,"*","*","*","*",0,0.0,"*","*",438
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Math","N",99,6,6.1,41,41.4,"*","*","*","*","*","*",537
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","ELA","Y",51,"*","*",10,19.6,21,41.2,"*","*","*","*",464
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","ELA","N",95,"*","*",8,8.4,61,64.2,"*","*","*","*",563
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Math","Y",51,"*","*",17,33.3,"*","*",0,0.0,"*","*",453
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Math","N",95,"*","*",38,40.0,40,42.1,"*","*","*","*",539
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","ELA","Y","*","*","*","*","*",0,0.0,0,0.0,0,0.0,"*"
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","ELA","Y",294,134,45.6,70,23.8,81,27.6,9,3.1,90,30.6,439
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","ELA","N",325,25,7.7,61,18.8,177,54.5,62,19.1,239,73.5,536
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Math","Y",294,150,51.0,111,37.8,"*","*","*","*",33,11.2,424
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Math","N",325,"*","*",142,43.7,97,29.8,"*","*","*","*",503
"Darien School District","=""0350011""","Darien High School","=""0356111""","ELA","Y",42,"*","*","*","*",29,69.0,"*","*","*","*",525
"Darien School District","=""0350011""","Darien High School","=""0356111""","ELA","N",268,"*","*","*","*",101,37.7,"*","*","*","*",634
"Darien School District","=""0350011""","Darien High School","=""0356111""","Math","Y",42,"*","*",21,50.0,11,26.2,"*","*","*","*",515
"Darien School District","=""0350011""","Darien High School","=""0356111""","Math","N",268,"*","*",22,8.2,106,39.6,"*","*","*","*",644
"Derby School District","=""0370011""","Derby High School","=""0376111""","ELA","Y",61,"*","*",21,34.4,14,23.0,"*","*","*","*",433
"Derby School District","=""0370011""","Derby High School","=""0376111""","ELA","N",25,"*","*",8,32.0,11,44.0,"*","*","*","*",476
"Derby School District","=""0370011""","Derby High School","=""0376111""","Math","Y",61,33,54.1,"*","*","*","*",0,0.0,"*","*",419
"Derby School District","=""0370011""","Derby High School","=""0376111""","Math","N",25,"*","*",10,40.0,"*","*",0,0.0,"*","*",459
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","ELA","Y",15,"*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","ELA","N",46,"*","*","*","*","*","*","*","*","*","*",588
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Math","Y",15,"*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Math","N",46,"*","*","*","*","*","*","*","*","*","*",549
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","ELA","Y",13,"*","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","ELA","N",65,"*","*","*","*","*","*","*","*","*","*",540
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Math","Y",13,"*","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Math","N",65,"*","*","*","*","*","*","*","*","*","*",494
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","ELA","Y",27,"*","*",9,33.3,11,40.7,"*","*","*","*",489
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","ELA","N",101,"*","*",13,12.9,63,62.4,"*","*","*","*",566
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Math","Y",27,10,37.0,9,33.3,"*","*","*","*",8,29.6,456
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Math","N",101,"*","*",39,38.6,42,41.6,"*","*","*","*",523
"East Hampton School District","=""0420011""","Memorial School","=""0420111""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","Memorial School","=""0420111""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","ELA","Y",21,"*","*","*","*",10,47.6,"*","*","*","*",522
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","ELA","N",29,0,0.0,"*","*",22,75.9,"*","*","*","*",571
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Math","Y",21,"*","*",13,61.9,"*","*","*","*","*","*",496
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Math","N",29,"*","*",15,51.7,"*","*","*","*","*","*",541
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","ELA","Y",249,87,34.9,79,31.7,"*","*","*","*",83,33.3,448
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","ELA","N",117,29,24.8,"*","*",58,49.6,"*","*","*","*",495
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Math","Y",249,98,39.4,115,46.2,"*","*","*","*",36,14.5,441
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Math","N",117,"*","*",50,42.7,31,26.5,"*","*","*","*",480
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","ELA","Y","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","Math","Y","*","*","*","*","*",0,0.0,0,0.0,0,0.0,"*"
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","ELA","Y",6,"*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","ELA","Y",101,42,41.6,"*","*",31,30.7,"*","*","*","*",449
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","ELA","N",113,"*","*",26,23.0,58,51.3,"*","*","*","*",510
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Math","Y",101,54,53.5,38,37.6,9,8.9,0,0.0,9,8.9,415
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Math","N",113,27,23.9,56,49.6,23,20.4,7,6.2,30,26.5,482
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","ELA","Y",54,"*","*",10,18.5,28,51.9,"*","*","*","*",518
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","ELA","N",196,"*","*","*","*",113,57.7,68,34.7,181,92.3,593
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Math","Y",54,18,33.3,21,38.9,9,16.7,6,11.1,15,27.8,473
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Math","N",196,7,3.6,52,26.5,89,45.4,48,24.5,137,69.9,577
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","ELA","Y",31,"*","*",6,19.4,14,45.2,"*","*","*","*",477
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","ELA","N",34,"*","*",8,23.5,21,61.8,"*","*","*","*",522
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Math","Y",31,"*","*",15,48.4,"*","*",0,0.0,"*","*",448
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Math","N",34,"*","*",16,47.1,"*","*","*","*","*","*",503
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","ELA","Y",15,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","ELA","N",15,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Math","Y",15,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Math","N",15,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""","ELA","Y",6,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""","Math","Y",6,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","ELA","Y",18,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","ELA","N",18,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Math","Y",18,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Math","N",18,"*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","Education Connection Special Education","=""2429014""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","Education Connection Special Education","=""2429014""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","ELA","Y",28,11,39.3,6,21.4,11,39.3,0,0.0,11,39.3,451
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","ELA","N",174,8,4.6,22,12.6,110,63.2,34,19.5,144,82.8,554
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Math","Y",28,12,42.9,11,39.3,"*","*","*","*","*","*",447
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Math","N",174,10,5.7,69,39.7,"*","*","*","*","*","*",542
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","ELA","Y",23,"*","*","*","*","*","*","*","*","*","*",475
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","ELA","N",10,"*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Math","Y",23,"*","*","*","*","*","*","*","*","*","*",467
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Math","N",10,"*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","ELA","Y",59,20,33.9,21,35.6,"*","*","*","*",18,30.5,457
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","ELA","N",90,"*","*",13,14.4,58,64.4,"*","*","*","*",521
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Math","Y",59,18,30.5,26,44.1,"*","*","*","*",15,25.4,464
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Math","N",90,"*","*",38,42.2,35,38.9,"*","*","*","*",518
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","ELA","Y",68,"*","*",25,36.8,22,32.4,"*","*","*","*",463
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","ELA","N",128,"*","*",26,20.3,85,66.4,"*","*","*","*",526
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Math","Y",68,24,35.3,34,50.0,"*","*","*","*",10,14.7,442
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Math","N",128,"*","*",58,45.3,40,31.3,"*","*","*","*",502
"Explorations District","=""2720013""","Explorations","=""2726113""","ELA","Y",11,"*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","ELA","N",10,"*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","Math","Y",11,"*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","Math","N",10,"*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","ELA","Y",47,"*","*",16,34.0,20,42.6,"*","*","*","*",503
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","ELA","N",303,"*","*",12,4.0,176,58.1,"*","*","*","*",595
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Math","Y",47,"*","*",21,44.7,12,25.5,"*","*","*","*",488
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Math","N",303,"*","*",69,22.8,161,53.1,"*","*","*","*",582
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","ELA","Y",79,29,36.7,13,16.5,29,36.7,8,10.1,37,46.8,481
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","ELA","N",271,6,2.2,15,5.5,156,57.6,94,34.7,250,92.3,588
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Math","Y",79,24,30.4,37,46.8,"*","*","*","*",18,22.8,463
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Math","N",271,"*","*",75,27.7,134,49.4,"*","*","*","*",573
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Farmington Alternative High School","=""0520611""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Farmington Alternative High School","=""0520611""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Farmington Alternative High School","=""0520611""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Farmington Alternative High School","=""0520611""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","ELA","Y",58,"*","*",13,22.4,26,44.8,"*","*","*","*",483
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","ELA","N",240,"*","*",14,5.8,118,49.2,"*","*","*","*",600
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Math","Y",58,16,27.6,30,51.7,"*","*","*","*",12,20.7,466
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Math","N",240,"*","*",61,25.4,90,37.5,"*","*","*","*",594
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","ELA","Y",86,13,15.1,22,25.6,42,48.8,9,10.5,51,59.3,499
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","ELA","N",391,7,1.8,26,6.6,229,58.6,129,33.0,358,91.6,588
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Math","Y",86,23,26.7,30,34.9,27,31.4,6,7.0,33,38.4,493
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Math","N",391,6,1.5,84,21.5,176,45.0,125,32.0,301,77.0,602
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","ELA","Y",29,"*","*",6,20.7,13,44.8,"*","*","*","*",492
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","ELA","N",122,"*","*",10,8.2,70,57.4,"*","*","*","*",583
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Math","Y",29,"*","*",16,55.2,8,27.6,"*","*","*","*",487
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Math","N",122,"*","*",33,27.0,62,50.8,"*","*","*","*",571
"Greenwich School District","=""0570011""","Alternative High School Programs","=""0571411""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Alternative High School Programs","=""0571411""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Alternative High School Programs","=""0571411""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Alternative High School Programs","=""0571411""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","ELA","Y",127,36,28.3,37,29.1,45,35.4,9,7.1,54,42.5,473
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","ELA","N",482,8,1.7,31,6.4,232,48.1,211,43.8,443,91.9,604
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Math","Y",127,39,30.7,56,44.1,20,15.7,12,9.4,32,25.2,468
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Math","N",482,13,2.7,105,21.8,168,34.9,196,40.7,364,75.5,607
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","ELA","Y",39,"*","*",11,28.2,13,33.3,"*","*","*","*",474
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","ELA","N",84,"*","*",12,14.3,50,59.5,"*","*","*","*",538
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Math","Y",39,11,28.2,19,48.7,"*","*","*","*",9,23.1,461
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Math","N",84,"*","*",43,51.2,29,34.5,"*","*","*","*",500
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","ELA","Y",85,"*","*",26,30.6,32,37.6,"*","*","*","*",463
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","ELA","N",149,"*","*",23,15.4,80,53.7,"*","*","*","*",560
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Math","Y",85,31,36.5,42,49.4,"*","*","*","*",12,14.1,449
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Math","N",149,"*","*",61,40.9,53,35.6,"*","*","*","*",533
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","ELA","Y",40,"*","*",6,15.0,25,62.5,"*","*","*","*",517
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","ELA","N",214,"*","*",14,6.5,114,53.3,"*","*","*","*",600
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Math","Y",40,"*","*",16,40.0,8,20.0,"*","*","*","*",460
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Math","N",213,"*","*",57,26.8,107,50.2,"*","*","*","*",580
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""","ELA","Y",8,"*","*","*","*","*","*","*","*","*","*","*"
