"CT School Day SAT, 2015-16"
"All Districts, All Subjects, High Needs (F/R, EL or SWD)"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"District","District Code","School","School Code","Subject","High Needs (F, R, ELL or SWD)","Total Numberwith Scored Tests","Count","%","Count","%","Count","%","Count","%","Count","%","AverageScore"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""","Math","Y",8,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","ELA","Y",157,39,24.8,45,28.7,61,38.9,12,7.6,73,46.5,476
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","ELA","N",206,11,5.3,26,12.6,116,56.3,53,25.7,169,82.0,558
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Math","Y",157,56,35.7,68,43.3,24,15.3,9,5.7,33,21.0,455
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Math","N",206,24,11.7,92,44.7,70,34.0,20,9.7,90,43.7,521
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","ELA","Y",136,"*","*","*","*","*","*","*","*","*","*",405
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","ELA","N",14,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Math","Y",136,"*","*","*","*","*","*",0,0.0,"*","*",385
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Math","N",14,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""","ELA","Y",18,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""","ELA","N",6,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""","Math","Y",18,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""","Math","N",6,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","ELA","Y",26,"*","*","*","*","*","*",0,0.0,"*","*",420
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","ELA","N",12,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Math","Y",26,"*","*","*","*","*","*",0,0.0,"*","*",399
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Math","N",12,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","ELA","Y",35,"*","*","*","*",11,31.4,"*","*","*","*",453
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","ELA","N",42,"*","*","*","*",26,61.9,"*","*","*","*",571
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Math","Y",35,20,57.1,"*","*","*","*",0,0.0,"*","*",397
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Math","N",42,6,14.3,14,33.3,"*","*","*","*","*","*",517
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","ELA","Y",42,"*","*","*","*","*","*",0,0.0,"*","*",400
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","ELA","N",8,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Math","Y",42,"*","*","*","*",0,0.0,0,0.0,0,0.0,380
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Math","N",8,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""","ELA","Y",30,12,40.0,"*","*",9,30.0,"*","*","*","*",439
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""","Math","Y",30,"*","*",16,53.3,"*","*",0,0.0,"*","*",424
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","ELA","Y",43,"*","*","*","*","*","*","*","*","*","*",466
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","ELA","N",18,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","Math","Y",43,"*","*","*","*","*","*","*","*","*","*",442
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","Math","N",18,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","ELA","Y","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Math","Y","*","*","*","*","*",0,0.0,0,0.0,0,0.0,"*"
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","ELA","Y","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Math","Y","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""","ELA","Y",66,"*","*","*","*","*","*","*","*","*","*",447
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""","ELA","N",19,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""","Math","Y",66,"*","*","*","*","*","*",0,0.0,"*","*",434
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""","Math","N",19,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","ELA","Y","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","Math","Y","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","ELA","Y",50,"*","*","*","*","*","*",0,0.0,"*","*",416
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","ELA","N",8,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","Math","Y",50,"*","*","*","*",0,0.0,0,0.0,0,0.0,391
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","Math","N",8,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","MDP - HPHS Law and Government Academy","=""0644911""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","MDP - HPHS Law and Government Academy","=""0644911""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","ELA","Y",49,22,44.9,"*","*",13,26.5,"*","*","*","*",444
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","ELA","N",29,9,31.0,"*","*",10,34.5,"*","*","*","*",502
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Math","Y",48,28,58.3,14,29.2,"*","*","*","*",6,12.5,411
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Math","N",29,8,27.6,9,31.0,"*","*","*","*",12,41.4,498
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""","Math","Y","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","ELA","Y",42,"*","*","*","*",18,42.9,"*","*","*","*",466
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","ELA","N",49,"*","*","*","*",21,42.9,"*","*","*","*",604
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Math","Y",42,"*","*",20,47.6,9,21.4,"*","*","*","*",464
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Math","N",49,"*","*",12,24.5,19,38.8,"*","*","*","*",586
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","Killingly Alternative Learning Program","=""0690611""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","Killingly Alternative Learning Program","=""0690611""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","ELA","Y",62,14,22.6,"*","*",35,56.5,"*","*","*","*",475
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","ELA","N",109,"*","*",15,13.8,75,68.8,"*","*","*","*",527
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Math","Y",62,26,41.9,26,41.9,"*","*","*","*",10,16.1,440
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Math","N",109,"*","*",68,62.4,22,20.2,"*","*","*","*",480
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","ELA","Y",60,"*","*","*","*",12,20.0,"*","*","*","*",429
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","ELA","N",29,"*","*","*","*",16,55.2,"*","*","*","*",527
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","Math","Y",59,29,49.2,"*","*","*","*",0,0.0,"*","*",410
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","Math","N",29,7,24.1,16,55.2,"*","*","*","*","*","*",463
"Learn","=""2450014""","LEARN Pathways Program","=""2450514""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","LEARN Pathways Program","=""2450514""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","ELA","Y",13,"*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","ELA","N",52,0,0.0,"*","*","*","*","*","*","*","*",599
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","Math","Y",13,"*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","Math","N",52,"*","*","*","*","*","*","*","*","*","*",551
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","ELA","Y",14,"*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","ELA","N",17,"*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","Math","Y",14,"*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","Math","N",17,"*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","ELA","Y",11,"*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","ELA","N",72,"*","*","*","*","*","*","*","*","*","*",559
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Math","Y",11,"*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Math","N",72,"*","*","*","*","*","*","*","*","*","*",553
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","ELA","Y",66,"*","*",22,33.3,25,37.9,"*","*","*","*",474
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","ELA","N",131,"*","*",15,11.5,75,57.3,"*","*","*","*",554
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Math","Y",66,20,30.3,33,50.0,"*","*","*","*",13,19.7,463
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Math","N",131,"*","*",52,39.7,46,35.1,"*","*","*","*",544
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","ELA","Y",14,"*","*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","ELA","N",60,"*","*","*","*","*","*","*","*","*","*",557
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Math","Y",14,"*","*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Math","N",60,"*","*","*","*","*","*","*","*","*","*",550
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","ELA","Y",41,"*","*","*","*",19,46.3,6,14.6,25,61.0,509
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","ELA","N",255,"*","*","*","*",146,57.3,105,41.2,251,98.4,612
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Math","Y",41,"*","*",14,34.1,9,22.0,"*","*","*","*",480
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Math","N",255,"*","*",60,23.5,124,48.6,"*","*","*","*",594
"Manchester School District","=""0770011""","Bentley Alternative Education Program","=""0770211""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Bentley Alternative Education Program","=""0770211""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","ELA","Y",175,72,41.1,"*","*",62,35.4,"*","*","*","*",445
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","ELA","N",159,"*","*",32,20.1,88,55.3,"*","*","*","*",524
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Math","Y",175,84,48.0,74,42.3,"*","*","*","*",17,9.7,426
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Math","N",159,"*","*",79,49.7,43,27.0,"*","*","*","*",494
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","New Horizons","=""0770711""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","New Horizons","=""0770711""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","New Horizons","=""0770711""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","New Horizons","=""0770711""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","ELA","Y",146,64,43.8,44,30.1,"*","*","*","*",38,26.0,434
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","ELA","N",97,"*","*",16,16.5,56,57.7,"*","*","*","*",524
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Math","Y",146,91,62.3,46,31.5,9,6.2,0,0.0,9,6.2,401
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Math","N",97,31,32.0,40,41.2,"*","*","*","*",26,26.8,470
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","ELA","Y",149,"*","*",36,24.2,34,22.8,"*","*","*","*",427
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","ELA","N",66,"*","*",13,19.7,36,54.5,"*","*","*","*",532
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Math","Y",148,92,62.2,46,31.1,10,6.8,0,0.0,10,6.8,397
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Math","N",66,"*","*",29,43.9,18,27.3,"*","*","*","*",479
"Meriden School District","=""0800011""","Success Academy","=""0801411""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Success Academy","=""0801411""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Success Academy","=""0801411""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Success Academy","=""0801411""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Venture Academy-Meriden School District","=""0801311""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Venture Academy-Meriden School District","=""0801311""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","MHS - Alternative Education Program 2","=""0831911""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","MHS - Alternative Education Program 2","=""0831911""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","MHS- Alternative Education Program 3","=""0832211""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","MHS- Alternative Education Program 3","=""0832211""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","ELA","Y",128,44,34.4,33,25.8,43,33.6,8,6.3,51,39.8,460
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","ELA","N",151,22,14.6,27,17.9,83,55.0,19,12.6,102,67.5,521
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Math","Y",126,53,42.1,55,43.7,"*","*","*","*",18,14.3,435
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Math","N",151,"*","*",67,44.4,48,31.8,"*","*","*","*",494
"Middletown School District","=""0830011""","Virtual Learning Academy - MHS","=""0831711""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Virtual Learning Academy - MHS","=""0831711""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Virtual Learning Academy - MHS","=""0831711""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Virtual Learning Academy - MHS","=""0831711""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","ELA","Y",69,"*","*",16,23.2,37,53.6,"*","*","*","*",493
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","ELA","N",167,"*","*",23,13.8,103,61.7,"*","*","*","*",548
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Math","Y",69,24,34.8,28,40.6,"*","*","*","*",17,24.6,459
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Math","N",167,"*","*",80,47.9,57,34.1,"*","*","*","*",514
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","ELA","Y",42,"*","*","*","*",15,35.7,0,0.0,15,35.7,445
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","ELA","N",172,"*","*","*","*",125,72.7,25,14.5,150,87.2,557
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Math","Y",42,17,40.5,21,50.0,"*","*","*","*","*","*",439
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Math","N",172,7,4.1,91,52.9,"*","*","*","*","*","*",524
"Milford School District","=""0840011""","The Academy","=""0840311""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","The Academy","=""0840311""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Masuk Alternative Program","=""0850211""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Masuk Alternative Program","=""0850211""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","ELA","Y",50,"*","*",8,16.0,24,48.0,"*","*","*","*",478
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","ELA","N",219,"*","*",21,9.6,122,55.7,"*","*","*","*",581
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Math","Y",49,16,32.7,19,38.8,"*","*","*","*",14,28.6,468
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Math","N",219,"*","*",58,26.5,110,50.2,"*","*","*","*",571
"Montville School District","=""0860011""","Montville High School","=""0866111""","ELA","Y",50,"*","*",13,26.0,23,46.0,"*","*","*","*",473
"Montville School District","=""0860011""","Montville High School","=""0866111""","ELA","N",83,"*","*",10,12.0,57,68.7,"*","*","*","*",547
"Montville School District","=""0860011""","Montville High School","=""0866111""","Math","Y",49,14,28.6,23,46.9,12,24.5,0,0.0,12,24.5,465
"Montville School District","=""0860011""","Montville High School","=""0866111""","Math","N",83,9,10.8,35,42.2,32,38.6,7,8.4,39,47.0,526
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","ELA","Y",162,70,43.2,"*","*",47,29.0,"*","*","*","*",437
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","ELA","N",128,"*","*",28,21.9,80,62.5,"*","*","*","*",519
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Math","Y",160,85,53.1,61,38.1,"*","*","*","*",14,8.8,416
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Math","N",127,"*","*",57,44.9,41,32.3,"*","*","*","*",489
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","ELA","Y",337,206,61.1,76,22.6,"*","*","*","*",55,16.3,408
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","ELA","N",124,35,28.2,"*","*",54,43.5,"*","*","*","*",482
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Math","Y",337,215,63.8,105,31.2,"*","*","*","*",17,5.0,401
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Math","N",124,33,26.6,55,44.4,"*","*","*","*",36,29.0,478
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","ELA","Y",27,"*","*","*","*",18,66.7,"*","*","*","*",500
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","ELA","N",291,"*","*","*","*",151,51.9,"*","*","*","*",617
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Math","Y",27,"*","*",10,37.0,10,37.0,"*","*","*","*",498
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Math","N",291,"*","*",33,11.3,141,48.5,"*","*","*","*",620
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","ELA","Y",34,"*","*","*","*",15,44.1,"*","*","*","*",493
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","ELA","N",193,"*","*","*","*",115,59.6,"*","*","*","*",577
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Math","Y",34,15,44.1,10,29.4,"*","*","*","*",9,26.5,448
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Math","N",193,"*","*",82,42.5,76,39.4,"*","*","*","*",536
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","ELA","Y",95,28,29.5,"*","*",42,44.2,"*","*","*","*",463
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","ELA","N",60,"*","*",9,15.0,35,58.3,"*","*","*","*",514
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Math","Y",95,46,48.4,"*","*","*","*",0,0.0,"*","*",423
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Math","N",60,20,33.3,29,48.3,"*","*","*","*","*","*",457
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","ELA","Y",24,"*","*","*","*",13,54.2,"*","*","*","*",510
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","ELA","N",46,"*","*","*","*",26,56.5,"*","*","*","*",521
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","Math","Y",24,"*","*",15,62.5,"*","*","*","*","*","*",497
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","Math","N",46,"*","*",22,47.8,"*","*","*","*","*","*",515
