"Student Counts by School and Free/Reduced Lunch Eligibility"
"All Districts, All Schools"
"2008-09"

"",,,,"Free/Reduced Lunch Eligibility",,,
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""",20,154,12,186
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""",295,1293,120,1708
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""",138,258,39,435
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""",55,273,10,338
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""",111,332,23,466
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""",94,328,30,452
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""",189,272,57,518
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""",203,184,85,472
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""",125,281,43,449
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""",70,310,25,405
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""",102,403,28,533
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""",246,1202,67,1515
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""",38,62,6,106
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""",154,471,60,685
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""",95,293,24,412
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""",93,342,9,444
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""",122,202,32,356
"Norwalk School District","=""1030011""","Tracey School","=""1031411""",122,287,24,433
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""",153,502,52,707
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""",79,214,17,310
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""",213,2122,153,2488
"Norwich School District","=""1040011""","Bishop School Early Learning Center","=""1040111""",103,36,34,173
"Norwich School District","=""1040011""","Deborah-Tennant Zinewicz  School","=""1049111""",37,"*","*",47
"Norwich School District","=""1040011""","Greeneville School","=""1040611""",247,42,37,326
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""",7,"*","*",14
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""",183,161,45,389
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""",330,261,87,678
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""",209,178,42,429
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""",125,211,42,378
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""",227,170,75,472
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""",54,28,9,91
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""",98,155,36,289
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""",114,49,15,178
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""",126,54,54,234
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""",145,52,28,225
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""",25,118,35,178
"Old Saybrook School District","=""1060011""","Kathleen E. Goodwin School","=""1060211""",48,429,10,487
"Old Saybrook School District","=""1060011""","Old Saybrook Middle School","=""1065211""",39,541,29,609
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""",16,499,10,525
"Orange School District","=""1070011""","Mary L. Tracy School","=""1070211""",0,184,0,184
"Orange School District","=""1070011""","Peck Place School","=""1070511""","*",423,"*",439
"Orange School District","=""1070011""","Race Brook School","=""1070311""","*",383,"*",395
"Orange School District","=""1070011""","Turkey Hill School","=""1070411""","*",288,"*",298
"Oxford School District","=""1080011""","Great Oak School","=""1085111""",24,455,11,490
"Oxford School District","=""1080011""","Oxford Center School","=""1080111""",17,503,13,533
"Oxford School District","=""1080011""","Oxford High School","=""1086011""",18,389,11,418
"Oxford School District","=""1080011""","Quaker Farms School","=""1080311""",15,546,12,573
"Park City Prep Charter School District","=""2830013""","Park City Prep Charter School","=""2835113""",95,102,27,224
"Plainfield School District","=""1090011""","Early Childhood Center","=""1090511""","*",210,"*",277
"Plainfield School District","=""1090011""","Moosup Elementary School","=""1090111""",74,180,33,287
"Plainfield School District","=""1090011""","Plainfield Central School","=""1095111""",146,349,65,560
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""",106,688,79,873
"Plainfield School District","=""1090011""","Plainfield Memorial School","=""1090311""",100,243,55,398
"Plainfield School District","=""1090011""","Shepard Hill Elementary School","=""1090411""",96,186,26,308
"Plainville School District","=""1100011""","Frank T. Wheeler School","=""1100411""",43,252,19,314
"Plainville School District","=""1100011""","Linden Street School","=""1100211""",61,315,32,408
"Plainville School District","=""1100011""","Louis Toffolon School","=""1100511""",32,288,18,338
"Plainville School District","=""1100011""","Middle School of Plainville","=""1105211""",89,449,42,580
"Plainville School District","=""1100011""","Plainville High School","=""1106111""",78,721,42,841
"Plainville School District","=""1100011""","Prekindergarten Program","=""1108011""","*","*",0,39
"Plymouth School District","=""1110011""","Eli Terry Jr. Middle School","=""1115111""",64,387,24,475
"Plymouth School District","=""1110011""","Harry S. Fisher Elementary School","=""1110411""",71,305,24,400
"Plymouth School District","=""1110011""","Plymouth Center School","=""1110211""",44,355,18,417
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""",72,461,23,556
"Pomfret School District","=""1120011""","Pomfret Community School","=""1120111""",32,491,17,540
"Portland School District","=""1130011""","Brownstone Intermediate School","=""1130511""",25,198,6,229
"Portland School District","=""1130011""","Gildersleeve School","=""1130411""","*",210,"*",229
"Portland School District","=""1130011""","Portland High School","=""1136111""",31,318,13,362
"Portland School District","=""1130011""","Portland Middle School","=""1135111""","*",220,"*",245
"Portland School District","=""1130011""","Valley View School","=""1130211""","*",321,"*",364
"Preston School District","=""1140011""","Preston Plains School","=""1145111""",15,145,8,168
"Preston School District","=""1140011""","Preston Veterans' Memorial School","=""1140411""",24,282,14,320
"Putnam School District","=""1160011""","Helping Hands","=""1169011""","*","*",0,"*"
"Putnam School District","=""1160011""","Putnam Elementary School","=""1160311""",273,274,99,646
"Putnam School District","=""1160011""","Putnam High School","=""1166111""",98,186,41,325
"Putnam School District","=""1160011""","Putnam Middle School","=""1165111""",103,120,47,270
"Redding School District","=""1170011""","John Read Middle School","=""1175111""","*","*",0,587
"Redding School District","=""1170011""","Redding Elementary School","=""1170111""","*",708,"*",714
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""",33,489,33,555
"Regional School District 04","=""2040012""","John Winthrop Middle School","=""2045112""",16,307,9,332
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""",27,574,16,617
"Regional School District 05","=""2050012""","Amity Middle School: Bethany","=""2055112""","*",393,"*",400
"Regional School District 05","=""2050012""","Amity Middle School: Orange","=""2055212""","*",424,"*",431
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""",24,1621,12,1657
"Regional School District 06","=""2060012""","Goshen Center School","=""2060112""",15,194,6,215
"Regional School District 06","=""2060012""","James Morris School","=""2060212""","*",193,"*",208
"Regional School District 06","=""2060012""","Stepping Stones Preschool Program","=""2068012""",0,"*","*",10
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""",33,502,24,559
"Regional School District 06","=""2060012""","Warren Elementary School","=""2060312""","*",82,"*",90
"Regional School District 07","=""2070012""","AIM","=""2079112""","*","*","*",9
"Regional School District 07","=""2070012""","FLEX","=""2079012""",0,12,0,12
"Regional School District 07","=""2070012""","Intensive Learning Program","=""2079412""","*","*","*","*"
"Regional School District 07","=""2070012""","Links","=""2079212""","*","*",0,21
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""",16,725,12,753
"Regional School District 07","=""2070012""","Northwestern Regional Middle School","=""2075112""",16,330,12,358
"Regional School District 07","=""2070012""","STEP","=""2079312""","*","*",0,33
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""",34,1038,12,1084
"Regional School District 08","=""2080012""","RHAM Middle School","=""2085112""",19,633,8,660
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""",8,949,0,957
"Regional School District 10","=""2100012""","Har-Bur Middle School","=""2105112""",24,853,12,889
"Regional School District 10","=""2100012""","Harwinton Consolidated School","=""2100312""","*",493,"*",508
"Regional School District 10","=""2100012""","Lake Garda Elementary School","=""2100212""",15,596,9,620
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""",26,794,10,830
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""",36,259,14,309
"Regional School District 12","=""2120012""","Booth Free School","=""2120212""","*","*",0,121
"Regional School District 12","=""2120012""","Early Childhood Education Center","=""2128012""",0,21,0,21
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""",10,326,11,347
"Regional School District 12","=""2120012""","Shepaug Valley Middle School","=""2125112""","*",234,"*",244
"Regional School District 12","=""2120012""","The Burnham School","=""2120112""",0,94,0,94
"Regional School District 12","=""2120012""","Washington Primary School","=""2120412""","*",171,"*",184
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","*",552,"*",569
"Regional School District 13","=""2130012""","Francis E. Korn School","=""2130212""","*",187,"*",199
"Regional School District 13","=""2130012""","Frank Ward Strong School","=""2135112""",9,334,7,350
"Regional School District 13","=""2130012""","Frederick Brewster School","=""2130112""","*",296,"*",309
"Regional School District 13","=""2130012""","John Lyman School","=""2130512""","*",336,"*",346
"Regional School District 13","=""2130012""","Middlefield Memorial School","=""2130412""",10,329,14,353
"Regional School District 14","=""2140012""","Bethlehem Elementary School","=""2140112""",15,352,13,380
"Regional School District 14","=""2140012""","Integrated Star Preschool Program","=""2148012""",0,10,0,10
"Regional School District 14","=""2140012""","Mitchell Elementary School","=""2140212""",29,370,8,407
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""",24,801,18,843
"Regional School District 14","=""2140012""","Woodbury Middle School","=""2145112""",26,443,18,487
"Regional School District 15","=""2150012""","Gainfield Elementary School","=""2150412""",10,424,6,440
"Regional School District 15","=""2150012""","Long Meadow Elementary School","=""2150712""",0,611,6,617
"Regional School District 15","=""2150012""","Memorial Middle School","=""2155212""","*",508,"*",519
"Regional School District 15","=""2150012""","Middlebury Elementary School","=""2150612""","*",462,"*",467
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""",15,1383,6,1404
"Regional School District 15","=""2150012""","Pomperaug School","=""2150512""","*",525,"*",531
"Regional School District 15","=""2150012""","Rochambeau Middle School","=""2155112""",7,553,6,566
"Regional School District 16","=""2160012""","Algonquin School","=""2160312""",25,440,14,479
"Regional School District 16","=""2160012""","Community School","=""2160212""",14,235,7,256
"Regional School District 16","=""2160012""","Laurel Ledge School","=""2160112""",17,436,15,468
"Regional School District 16","=""2160012""","Long River Middle School","=""2165112""",46,543,32,621
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""",50,699,35,784
"Regional School District 17","=""2170012""","Burr District Elementary School","=""2170212""",8,279,7,294
"Regional School District 17","=""2170012""","Haddam Elementary School","=""2170112""",15,243,9,267
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","*",702,"*",716
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""",21,778,13,812
"Regional School District 17","=""2170012""","Killingworth Elementary School","=""2170312""",8,445,0,453
"Regional School District 18","=""2180012""","Center School","=""2180312""",11,228,0,239
"Regional School District 18","=""2180012""","Lyme Consolidated School","=""2180112""","*",143,"*",157
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","*",428,"*",445
"Regional School District 18","=""2180012""","Lyme-Old Lyme Middle School","=""2185112""","*",319,"*",336
"Regional School District 18","=""2180012""","Mile Creek School","=""2180212""","*",265,"*",285
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""",67,1073,30,1170
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""","*","*",0,429
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""","*",427,"*",431
"Ridgefield School District","=""1180011""","East Ridge Middle School","=""1185111""",8,731,9,748
"Ridgefield School District","=""1180011""","Farmingville Elementary School","=""1180411""",0,369,0,369
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""",0,455,0,455
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""",25,1746,9,1780
"Ridgefield School District","=""1180011""","Scotland Elementary School","=""1180511""","*",390,"*",395
"Ridgefield School District","=""1180011""","Scotts Ridge Middle School","=""1185211""",0,"*","*",592
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""","*",325,"*",337
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""",27,542,26,595
"Rocky Hill School District","=""1190011""","Dr. Oran A. Moser School","=""1190211""","*","*",0,76
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""",34,462,22,518
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""",17,741,18,776
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""",11,630,7,648
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""",24,487,9,520
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""",11,291,17,319
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""",36,146,8,190
"Seymour School District","=""1240011""","Anna L. Lopresti School","=""1240311""",74,212,34,320
"Seymour School District","=""1240011""","Bungay School","=""1240111""",40,508,28,576
"Seymour School District","=""1240011""","Paul E. Chatfield School","=""1240411""",29,267,13,309
"Seymour School District","=""1240011""","Seymour High School","=""1246111""",81,677,35,793
"Seymour School District","=""1240011""","Seymour Middle School","=""1245111""",68,463,39,570
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""",16,167,13,196
"Shelton School District","=""1260011""","Mohegan School","=""1260911""",9,621,9,639
"Shelton School District","=""1260011""","Booth Hill School","=""1261011""",13,479,10,502
"Shelton School District","=""1260011""","Elizabeth Shelton School","=""1260511""",26,563,16,605
"Shelton School District","=""1260011""","Intermediate School","=""1265111""",80,749,46,875
"Shelton School District","=""1260011""","Lafayette School","=""1260411""",130,187,47,364
"Shelton School District","=""1260011""","Long Hill School","=""1260811""",54,532,32,618
"Shelton School District","=""1260011""","Shelton High School","=""1266111""",125,1468,60,1653
"Shelton School District","=""1260011""","Sunnyside School","=""1260611""",32,233,26,291
"Sherman School District","=""1270011""","Sherman School","=""1270111""",9,449,0,458
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""",71,126,32,229
"Simsbury School District","=""1280011""","Central School","=""1280111""",18,419,6,443
"Simsbury School District","=""1280011""","Henry James Memorial School","=""1285111""",29,796,13,838
"Simsbury School District","=""1280011""","Latimer Lane School","=""1280611""",17,495,11,523
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""",57,1477,28,1562
"Simsbury School District","=""1280011""","Squadron Line School","=""1280711""",19,747,12,778
"Simsbury School District","=""1280011""","Tariffville School","=""1280311""",19,227,11,257
"Simsbury School District","=""1280011""","Tootin' Hills School","=""1280411""","*",514,"*",531
"Somers School District","=""1290011""","Mabelle B. Avery Middle School","=""1295111""",14,399,11,424
"Somers School District","=""1290011""","Somers Elementary School","=""1290411""",18,673,24,715
"Somers School District","=""1290011""","Somers High School","=""1296111""",16,552,9,577
"South Windsor School District","=""1320011""","Pleasant Valley School","=""1320211""",26,406,13,445
"South Windsor School District","=""1320011""","Eli Terry School","=""1320711""",9,406,18,433
"South Windsor School District","=""1320011""","Orchard Hill School","=""1320611""","*",445,"*",468
"South Windsor School District","=""1320011""","Philip R. Smith School","=""1320111""","*",397,"*",415
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""",48,1526,39,1613
"South Windsor School District","=""1320011""","Timothy Edwards School","=""1325111""",33,1055,26,1114
"South Windsor School District","=""1320011""","Wapping Elementary School","=""1320411""",22,279,6,307
"Southington School District","=""1310011""","John F. Kennedy Middle School","=""1315311""",30,764,14,808
"Southington School District","=""1310011""","Derynoski Elementary School","=""1311511""",57,610,24,691
"Southington School District","=""1310011""","Flanders Elementary School","=""1311311""",27,277,18,322
"Southington School District","=""1310011""","Hatton Elementary School","=""1310211""",29,399,6,434
"Southington School District","=""1310011""","Joseph A. Depaolo Middle School","=""1315111""",63,664,25,752
"Southington School District","=""1310011""","Plantsville Elementary School","=""1310611""","*",203,"*",213
"Southington School District","=""1310011""","South End Elementary School","=""1310711""","*",203,"*",212
"Southington School District","=""1310011""","Southington High School","=""1316211""",98,1969,31,2098
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""",19,433,8,460
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""",24,389,10,423
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""","*",401,"*",413
"Sprague School District","=""1330011""","Sayles School","=""1330111""",99,228,27,354
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""",98,397,54,549
"Stafford School District","=""1340011""","Stafford High School","=""1346111""",65,416,66,547
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""",47,334,43,424
"Stafford School District","=""1340011""","Staffordville School","=""1340311""",24,146,19,189
"Stafford School District","=""1340011""","West Stafford School","=""1340411""",50,128,16,194
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""",80,19,32,131
"Stamford School District","=""1350011""","Cloonan School","=""1355611""",177,340,57,574
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""",180,270,61,511
"Stamford School District","=""1350011""","Dolan School","=""1355311""",250,317,69,636
"Stamford School District","=""1350011""","Hart School","=""1352211""",175,188,63,426
"Stamford School District","=""1350011""","Julia A. Stark School","=""1351211""",261,254,81,596
"Stamford School District","=""1350011""","K. T. Murphy School","=""1350511""",244,217,79,540
"Stamford School District","=""1350011""","Newfield School","=""1350611""",141,442,46,629
"Stamford School District","=""1350011""","Northeast School","=""1351811""",236,495,63,794
"Stamford School District","=""1350011""","Preschool Team","=""1358011""","*",53,"*",64
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""",286,383,77,746
"Stamford School District","=""1350011""","Rogers International School","=""1350811""",218,229,86,533
"Stamford School District","=""1350011""","Roxbury School","=""1350911""",217,391,54,662
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""",171,369,75,615
"Stamford School District","=""1350011""","Springdale School","=""1351111""",239,284,49,572
"Stamford School District","=""1350011""","Stamford High School","=""1356111""",526,987,149,1662
"Stamford School District","=""1350011""","Stillmeadow School","=""1352111""",207,358,62,627
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""",111,431,63,605
"Stamford School District","=""1350011""","Toquam Magnet School","=""1351911""",154,276,57,487
"Stamford School District","=""1350011""","Turn of River School","=""1355511""",203,329,63,595
"Stamford School District","=""1350011""","Westhill High School","=""1356311""",703,1388,248,2339
"Stamford School District","=""1350011""","Westover School","=""1351411""",160,408,80,648
"Sterling School District","=""1360011""","Sterling Community School","=""1360311""",96,368,49,513
"Stonington School District","=""1370011""","Deans Mill School","=""1370511""",26,486,7,519
"Stonington School District","=""1370011""","Mystic Middle School","=""1375211""",17,390,12,419
"Stonington School District","=""1370011""","Pawcatuck Middle School","=""1375111""",74,266,22,362
"Stonington School District","=""1370011""","Special Needs Preschool Program","=""1378011""",0,15,0,15
"Stonington School District","=""1370011""","Stonington High School","=""1376111""",59,696,29,784
"Stonington School District","=""1370011""","West Broad Street School","=""1370411""",32,131,15,178
"Stonington School District","=""1370011""","West Vine Street School","=""1370611""",29,190,12,231
"Stratford School District","=""1380011""","Eli Whitney School","=""1381311""",17,482,19,518
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""",120,1112,80,1312
"Stratford School District","=""1380011""","Chapel School","=""1380311""",82,406,43,531
"Stratford School District","=""1380011""","David Wooster Middle School","=""1385211""",88,413,70,571
"Stratford School District","=""1380011""","Franklin School","=""1380411""",129,168,61,358
"Stratford School District","=""1380011""","Harry B. Flood Middle School","=""1385311""",103,439,66,608
"Stratford School District","=""1380011""","Lordship School","=""1380811""",72,122,22,216
"Stratford School District","=""1380011""","Nichols School","=""1380911""",59,301,38,398
"Stratford School District","=""1380011""","Second Hill Lane School","=""1381011""",126,513,64,703
"Stratford School District","=""1380011""","Stratford Academy - Johnson House","=""1381511""",110,526,53,689
"Stratford School District","=""1380011""","Stratford High School","=""1386111""",173,741,74,988
"Stratford School District","=""1380011""","Strive-Stratford","=""1389011""",0,11,0,11
"Stratford School District","=""1380011""","Wilcoxson School","=""1381411""",64,294,38,396
"Suffield School District","=""1390011""","A. Ward Spaulding School","=""1390411""","*",535,"*",544
"Suffield School District","=""1390011""","McAlister Intermediate School","=""1390311""",20,536,17,573
"Suffield School District","=""1390011""","Suffield High School","=""1396111""",19,801,17,837
"Suffield School District","=""1390011""","Suffield Middle School","=""1395111""",21,578,16,615
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""",143,73,46,262
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""",74,290,36,400
"Thomaston School District","=""1400011""","Black Rock School","=""1400111""",35,334,13,382
"Thomaston School District","=""1400011""","Thomaston Center School","=""1400211""",26,238,18,282
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""",42,483,30,555
"Thompson School District","=""1410011""","Mary R. Fisher Elementary School","=""1410111""",101,381,56,538
"Thompson School District","=""1410011""","Thompson Middle School","=""1415111""",78,341,40,459
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""",41,326,25,392
"Tolland School District","=""1420011""","Birch Grove Primary School","=""1420111""",13,696,7,716
"Tolland School District","=""1420011""","Tolland High School","=""1426111""",29,853,17,899
"Tolland School District","=""1420011""","Tolland Intermediate School","=""1420211""",22,728,11,761
"Tolland School District","=""1420011""","Tolland Middle School","=""1425111""",23,729,19,771
"Torrington School District","=""1430011""","East School","=""1430111""",50,370,40,460
"Torrington School District","=""1430011""","Forbes School","=""1430211""",122,239,36,397
"Torrington School District","=""1430011""","Southwest School","=""1430811""",98,163,34,295
"Torrington School District","=""1430011""","Torringford School","=""1430911""",87,515,67,669
"Torrington School District","=""1430011""","Torrington High School","=""1436111""",229,930,82,1241
"Torrington School District","=""1430011""","Torrington Middle School","=""1435111""",237,755,122,1114
"Torrington School District","=""1430011""","Vogel-Wetmore School","=""1431311""",221,172,66,459
"Trailblazers Academy District","=""2780013""","Trailblazers Academy","=""2785113""",77,41,32,150
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""",6,502,6,514
"Trumbull School District","=""1440011""","Daniels Farm School","=""1440811""","*",491,"*",495
"Trumbull School District","=""1440011""","Frenchtown Elementary School","=""1441011""",12,597,9,618
"Trumbull School District","=""1440011""","Hillcrest Middle School","=""1445211""",16,728,11,755
"Trumbull School District","=""1440011""","Jane Ryan School","=""1440411""","*",412,"*",417
"Trumbull School District","=""1440011""","Madison Middle School","=""1445111""",14,824,14,852
"Trumbull School District","=""1440011""","Middlebrook School","=""1440311""",8,450,8,466
"Trumbull School District","=""1440011""","Tashua School","=""1440911""","*",457,"*",462
"Trumbull School District","=""1440011""","Trumbull Early Childhood Education Center","=""1448011""",0,232,0,232
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""",41,2043,39,2123
"Unified School District #1","=""3360015""","Bergin Correctional Institution","=""3361715""",39,0,0,39
"Unified School District #1","=""3360015""","Bridgeport Correctional Center","=""3360115""",18,0,0,18
"Unified School District #1","=""3360015""","Brooklyn Correctional Institution","=""3360215""",6,0,0,6
"Unified School District #1","=""3360015""","Cheshire Correctional Institution","=""3360315""",30,0,0,30
"Unified School District #1","=""3360015""","Corrigan/Radgowski Correctional Institution","=""3362415""",36,0,0,36
"Unified School District #1","=""3360015""","Enfield Correctional Institution","=""3360415""",19,0,0,19
"Unified School District #1","=""3360015""","Garner Correctional Institution","=""3361915""",15,0,0,15
"Unified School District #1","=""3360015""","Gates Correctional Institution","=""3360515""",30,0,0,30
"Unified School District #1","=""3360015""","Hartford Correctional Center","=""3360615""",72,0,0,72
"Unified School District #1","=""3360015""","MacDougall/Walker Correctional Institution","=""3362215""",69,0,0,69
"Unified School District #1","=""3360015""","Manson Youth Institution","=""3361115""",464,0,0,464
"Unified School District #1","=""3360015""","New Haven Correctional Center","=""3360915""",22,0,0,22
"Unified School District #1","=""3360015""","Northern Correctional Institution","=""3362615""",19,0,0,19
"Unified School District #1","=""3360015""","Osborn Correctional Institution","=""3361215""",39,0,0,39
"Unified School District #1","=""3360015""","Robinson Correctional Institution","=""3361315""",41,0,0,41
"Unified School District #1","=""3360015""","Webster Correctional Institution","=""3361415""",17,0,0,17
"Unified School District #1","=""3360015""","Willard/Cybulski Correctional Institution","=""3361515""",23,0,0,23
"Unified School District #1","=""3360015""","York Correctional Institution","=""3362515""",59,0,0,59
"Unified School District #2","=""3470015""","Children's Place School","=""3470115""",40,0,0,40
"Unified School District #2","=""3470015""","High Meadows","=""3476515""",25,0,0,25
"Unified School District #2","=""3470015""","Riverview School","=""3470315""",60,0,0,60
"Unified School District #2","=""3470015""","Walter G. Cady School","=""3476715""",86,0,0,86
"Union School District","=""1450011""","Union Elementary School","=""1450111""","*","*",0,78
"Vernon School District","=""1460011""","Northeast School","=""1460311""",101,163,25,289
"Vernon School District","=""1460011""","Center Road School","=""1461411""",52,397,19,468
"Vernon School District","=""1460011""","Lake Street School","=""1460111""",23,253,10,286
"Vernon School District","=""1460011""","Maple Street School","=""1460211""",83,159,23,265
"Vernon School District","=""1460011""","Next Step Program (AACBP)","=""1469011""",0,10,0,10
"Vernon School District","=""1460011""","Rockville High School","=""1466111""",171,940,54,1165
"Vernon School District","=""1460011""","Skinner Road School","=""1461011""",87,207,19,313
"Vernon School District","=""1460011""","Vernon Center Middle School","=""1465111""",180,556,51,787
"Voluntown School District","=""1470011""","Voluntown Elementary School","=""1470111""",44,245,17,306
"Wallingford School District","=""1480011""","Highland School","=""1480211""","*",307,"*",318
"Wallingford School District","=""1480011""","A.R.T.S. Academy","=""1489011""","*",15,"*",18
"Wallingford School District","=""1480011""","Cook Hill School","=""1481011""","*",396,"*",415
"Wallingford School District","=""1480011""","Dag Hammarskjold Middle School","=""1485211""",62,630,26,718
"Wallingford School District","=""1480011""","Evarts C. Stevens School","=""1480911""",57,354,12,423
"Wallingford School District","=""1480011""","James H. Moran Middle School","=""1485311""",61,753,22,836
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""",68,1071,37,1176
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""",45,927,15,987
"Wallingford School District","=""1480011""","Moses Y. Beach School","=""1480111""",54,273,23,350
"Wallingford School District","=""1480011""","Parker Farms School","=""1480311""",29,305,15,349
"Wallingford School District","=""1480011""","Pond Hill School","=""1481211""","*",294,"*",312
"Wallingford School District","=""1480011""","Rock Hill School","=""1480411""",20,325,6,351
"Wallingford School District","=""1480011""","Yalesville School","=""1480811""",21,503,7,531
"Waterbury School District","=""1510011""","Brooklyn Elementary School","=""1511011""",165,22,18,205
"Waterbury School District","=""1510011""","West Side Middle School","=""1515211""",850,283,143,1276
"Waterbury School District","=""1510011""","Washington School","=""1512311""",258,31,24,313
"Waterbury School District","=""1510011""","B. W. Tinker School","=""1512111""",303,187,65,555
"Waterbury School District","=""1510011""","Barnard School","=""1510311""",198,41,28,267
"Waterbury School District","=""1510011""","Bucks Hill School","=""1510511""",423,71,63,557
"Waterbury School District","=""1510011""","Bunker Hill School","=""1510611""",346,101,75,522
"Waterbury School District","=""1510011""","Carrington School","=""1512711""",354,141,37,532
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""",843,329,164,1336
"Waterbury School District","=""1510011""","Driggs School","=""1510911""",488,48,39,575
"Waterbury School District","=""1510011""","Enlightenment School","=""1519111""",149,23,7,179
