"Student Counts by School and Free/Reduced Lunch Eligibility"
"All Districts, All Schools"
"2012-13"

"",,,,"Free/Reduced Lunch Eligibility",,,
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""",55,319,11,385
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""",24,172,7,203
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""","*",138,"*",176
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""",596,922,140,1658
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""",246,216,58,520
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""",88,223,17,328
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""",135,330,38,503
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""",143,285,28,456
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""",298,211,70,579
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""",318,168,62,548
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""",192,236,56,484
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""",121,300,41,462
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""",200,367,43,610
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""",454,964,121,1539
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""",40,"*","*",52
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""",266,274,71,611
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""",181,222,42,445
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""",115,320,26,461
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""",267,162,41,470
"Norwalk School District","=""1030011""","Tracey School","=""1031411""",204,143,47,394
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""",264,322,64,650
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""",105,164,33,302
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""",491,1701,72,2264
"Norwich School District","=""1040011""","Bishop School Early Learning Center","=""1040111""",9,"*","*",16
"Norwich School District","=""1040011""","Deborah-Tennant Zinewicz  School","=""1049111""",26,"*","*",36
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""","*","*",0,16
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""",260,100,52,412
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""",418,218,63,699
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""",265,153,28,446
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""",201,219,43,463
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""",253,142,56,451
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""",179,121,39,339
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""",210,31,36,277
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""",224,76,44,344
"Norwich School District","=""1040011""","Virtual Learning Academy","=""1049211""","*","*",0,14
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""",188,59,31,278
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""",114,185,25,324
"Old Saybrook School District","=""1060011""","Kathleen E. Goodwin School","=""1060211""",60,329,26,415
"Old Saybrook School District","=""1060011""","Old Saybrook Middle School","=""1065211""",63,457,33,553
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""",53,451,23,527
"Orange School District","=""1070011""","Mary L. Tracy School","=""1070211""","*",171,"*",175
"Orange School District","=""1070011""","Peck Place School","=""1070511""",7,361,12,380
"Orange School District","=""1070011""","Race Brook School","=""1070311""","*",355,"*",376
"Orange School District","=""1070011""","Turkey Hill School","=""1070411""","*",306,"*",316
"Oxford School District","=""1080011""","Great Oak School","=""1085111""",38,475,16,529
"Oxford School District","=""1080011""","Oxford Center School","=""1080111""",23,473,11,507
"Oxford School District","=""1080011""","Oxford High School","=""1086011""",32,550,7,589
"Oxford School District","=""1080011""","Quaker Farms School","=""1080311""","*",444,"*",470
"Park City Prep Charter School District","=""2830013""","Park City Prep Charter School","=""2835113""",144,77,30,251
"Plainfield School District","=""1090011""","Early Childhood Center","=""1098011""",10,8,0,18
"Plainfield School District","=""1090011""","Moosup Elementary School","=""1090111""",138,193,27,358
"Plainfield School District","=""1090011""","Plainfield Central School","=""1095111""",202,318,67,587
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""",230,452,58,740
"Plainfield School District","=""1090011""","Plainfield Memorial School","=""1090311""",155,195,36,386
"Plainfield School District","=""1090011""","Shepard Hill Elementary School","=""1090411""",168,215,20,403
"Plainville School District","=""1100011""","Frank T. Wheeler School","=""1100411""",55,190,22,267
"Plainville School District","=""1100011""","Linden Street School","=""1100211""",126,248,36,410
"Plainville School District","=""1100011""","Louis Toffolon School","=""1100511""",65,268,20,353
"Plainville School District","=""1100011""","Middle School of Plainville","=""1105211""",141,356,41,538
"Plainville School District","=""1100011""","Plainville High School","=""1106111""",144,539,58,741
"Plainville School District","=""1100011""","Prekindergarten Program","=""1108011""","*","*",0,48
"Plymouth School District","=""1110011""","Eli Terry Jr. Middle School","=""1115111""",84,305,33,422
"Plymouth School District","=""1110011""","Harry S. Fisher Elementary School","=""1110411""",77,227,30,334
"Plymouth School District","=""1110011""","Plymouth Center School","=""1110211""",64,281,15,360
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""",94,366,30,490
"Pomfret School District","=""1120011""","Pomfret Community School","=""1120111""",57,404,11,472
"Portland School District","=""1130011""","Brownstone Intermediate School","=""1130511""",35,198,11,244
"Portland School District","=""1130011""","Gildersleeve School","=""1130411""",25,177,9,211
"Portland School District","=""1130011""","Portland High School","=""1136111""",43,323,8,374
"Portland School District","=""1130011""","Portland Middle School","=""1135111""",34,187,9,230
"Portland School District","=""1130011""","Valley View School","=""1130211""",51,257,8,316
"Preston School District","=""1140011""","Preston Plains School","=""1145111""",13,114,8,135
"Preston School District","=""1140011""","Preston Veterans' Memorial School","=""1140411""",30,231,10,271
"Putnam School District","=""1160011""","Helping Hands","=""1169011""","*","*",0,"*"
"Putnam School District","=""1160011""","Putnam Elementary School","=""1160311""",330,285,50,665
"Putnam School District","=""1160011""","Putnam High School","=""1166111""",132,134,28,294
"Putnam School District","=""1160011""","Putnam Middle School","=""1165111""",139,124,36,299
"Redding School District","=""1170011""","John Read Middle School","=""1175111""",20,527,6,553
"Redding School District","=""1170011""","Redding Elementary School","=""1170111""","*",558,"*",579
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""",54,340,27,421
"Regional School District 04","=""2040012""","John Winthrop Middle School","=""2045112""",40,314,12,366
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""",42,560,22,624
"Regional School District 05","=""2050012""","Amity Middle School: Bethany","=""2055112""","*",339,"*",355
"Regional School District 05","=""2050012""","Amity Middle School: Orange","=""2055212""","*",359,"*",372
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""",54,1546,21,1621
"Regional School District 06","=""2060012""","Early Childhood Learning Center","=""2068112""","*","*",0,41
"Regional School District 06","=""2060012""","Goshen Center School","=""2060112""","*",170,"*",191
"Regional School District 06","=""2060012""","James Morris School","=""2060212""","*",139,"*",158
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""",40,507,14,561
"Regional School District 06","=""2060012""","Warren Elementary School","=""2060312""","*",70,"*",78
"Regional School District 07","=""2070012""","AIM","=""2079112""","*","*",0,15
"Regional School District 07","=""2070012""","FLEX","=""2079012""","*","*",0,6
"Regional School District 07","=""2070012""","Intensive Learning Program","=""2079412""","*","*","*","*"
"Regional School District 07","=""2070012""","Links","=""2079212""","*",10,"*",13
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""",40,661,13,714
"Regional School District 07","=""2070012""","Northwestern Regional Middle School","=""2075112""",25,319,16,360
"Regional School District 07","=""2070012""","STEP","=""2079312""","*","*",0,17
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""",53,1049,31,1133
"Regional School District 08","=""2080012""","RHAM Middle School","=""2085112""",20,593,14,627
"Regional School District 08","=""2080012""","Region Alternative High School","=""2086212""",0,7,0,7
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""",22,976,14,1012
"Regional School District 10","=""2100012""","Har-Bur Middle School","=""2105112""",55,781,14,850
"Regional School District 10","=""2100012""","Harwinton Consolidated School","=""2100312""",21,434,9,464
"Regional School District 10","=""2100012""","Lake Garda Elementary School","=""2100212""","*",480,"*",508
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""",41,755,6,802
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""",54,206,20,280
"Regional School District 12","=""2120012""","Booth Free School","=""2120212""","*","*",0,94
"Regional School District 12","=""2120012""","Early Childhood Education Center","=""2128012""",0,21,0,21
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""",24,289,7,320
"Regional School District 12","=""2120012""","Shepaug Valley Middle School","=""2125112""",12,180,7,199
"Regional School District 12","=""2120012""","The Burnham School","=""2120112""",0,69,0,69
"Regional School District 12","=""2120012""","Washington Primary School","=""2120412""",16,122,0,138
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""",14,547,16,577
"Regional School District 13","=""2130012""","Francis E. Korn School","=""2130212""","*",164,"*",174
"Regional School District 13","=""2130012""","Frank Ward Strong School","=""2135112""",14,312,8,334
"Regional School District 13","=""2130012""","Frederick Brewster School","=""2130112""","*",224,"*",242
"Regional School District 13","=""2130012""","John Lyman School","=""2130512""",7,270,6,283
"Regional School District 13","=""2130012""","Middlefield Memorial School","=""2130412""","*",322,"*",343
"Regional School District 14","=""2140012""","Bethlehem Elementary School","=""2140112""",29,242,10,281
"Regional School District 14","=""2140012""","Integrated Star Preschool Program","=""2148012""",0,46,0,46
"Regional School District 14","=""2140012""","Mitchell Elementary School","=""2140212""",38,329,12,379
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""",63,730,13,806
"Regional School District 14","=""2140012""","Woodbury Middle School","=""2145112""",45,360,6,411
"Regional School District 15","=""2150012""","Gainfield Elementary School","=""2150412""",16,349,9,374
"Regional School District 15","=""2150012""","Long Meadow Elementary School","=""2150712""","*",549,"*",562
"Regional School District 15","=""2150012""","Memorial Middle School","=""2155212""",27,448,11,486
"Regional School District 15","=""2150012""","Middlebury Elementary School","=""2150612""","*",394,"*",421
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""",50,1199,10,1259
"Regional School District 15","=""2150012""","Pomperaug School","=""2150512""","*",426,"*",447
"Regional School District 15","=""2150012""","Rochambeau Middle School","=""2155112""",22,495,9,526
"Regional School District 16","=""2160012""","Algonquin School","=""2160312""",40,403,20,463
"Regional School District 16","=""2160012""","Community School","=""2160212""",15,183,16,214
"Regional School District 16","=""2160012""","Laurel Ledge School","=""2160112""",43,398,20,461
"Regional School District 16","=""2160012""","Long River Middle School","=""2165112""",49,475,33,557
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""",66,617,37,720
"Regional School District 17","=""2170012""","Burr District Elementary School","=""2170212""",25,284,10,319
"Regional School District 17","=""2170012""","Haddam Elementary School","=""2170112""","*",230,"*",252
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""",36,590,8,634
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""",42,710,16,768
"Regional School District 17","=""2170012""","Killingworth Elementary School","=""2170312""","*",316,"*",339
"Regional School District 18","=""2180012""","Center School","=""2180312""","*",244,"*",261
"Regional School District 18","=""2180012""","Lyme Consolidated School","=""2180112""",18,170,0,188
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""",19,396,6,421
"Regional School District 18","=""2180012""","Lyme-Old Lyme Middle School","=""2185112""","*",333,"*",360
"Regional School District 18","=""2180012""","Mile Creek School","=""2180212""",9,207,0,216
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""",154,1033,36,1223
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""","*",351,"*",362
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""","*",395,"*",405
"Ridgefield School District","=""1180011""","East Ridge Middle School","=""1185111""","*",760,"*",777
"Ridgefield School District","=""1180011""","Farmingville Elementary School","=""1180411""","*","*",0,361
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""","*","*",0,393
"Ridgefield School District","=""1180011""","Ridgefield 18-21 Transition Program","=""1189011""",0,"*",0,"*"
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""",53,1694,12,1759
"Ridgefield School District","=""1180011""","Scotland Elementary School","=""1180511""","*",370,"*",385
"Ridgefield School District","=""1180011""","Scotts Ridge Middle School","=""1185211""","*",482,"*",495
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""","*",320,"*",337
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""",48,497,18,563
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""",86,428,22,536
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""",74,635,23,732
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""","*",608,"*",631
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""",33,374,15,422
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""",25,270,14,309
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""","*",102,"*",127
"Seymour School District","=""1240011""","Bungay School","=""1240111""",72,404,31,507
"Seymour School District","=""1240011""","Chatfield-LoPresti School","=""1240211""",153,382,35,570
"Seymour School District","=""1240011""","Seymour High School","=""1246111""",107,463,40,610
"Seymour School District","=""1240011""","Seymour Middle School","=""1245111""",105,440,54,599
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""",30,148,10,188
"Shelton School District","=""1260011""","Mohegan School","=""1260911""","*",308,"*",326
"Shelton School District","=""1260011""","Booth Hill School","=""1261011""",18,298,7,323
"Shelton School District","=""1260011""","Elizabeth Shelton School","=""1260511""",63,374,23,460
"Shelton School District","=""1260011""","Intermediate School","=""1265111""",136,688,51,875
"Shelton School District","=""1260011""","Long Hill School","=""1260811""",118,313,20,451
"Shelton School District","=""1260011""","Perry Hill Elementary School","=""1261111""",149,667,46,862
"Shelton School District","=""1260011""","Shelton High School","=""1266111""",253,1231,94,1578
"Shelton School District","=""1260011""","Sunnyside School","=""1260611""",50,170,17,237
"Sherman School District","=""1270011""","Sherman School","=""1270111""","*",356,"*",383
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""",63,149,21,233
"Simsbury School District","=""1280011""","Central School","=""1280111""",28,363,6,397
"Simsbury School District","=""1280011""","Henry James Memorial School","=""1285111""",41,694,13,748
"Simsbury School District","=""1280011""","Latimer Lane School","=""1280611""",30,406,8,444
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""",92,1430,37,1559
"Simsbury School District","=""1280011""","Squadron Line School","=""1280711""",25,625,9,659
"Simsbury School District","=""1280011""","Tariffville School","=""1280311""",49,231,6,286
"Simsbury School District","=""1280011""","Tootin' Hills School","=""1280411""","*",404,"*",435
"Somers School District","=""1290011""","Mabelle B. Avery Middle School","=""1295111""",12,335,16,363
"Somers School District","=""1290011""","Somers Elementary School","=""1290411""",15,636,23,674
"Somers School District","=""1290011""","Somers High School","=""1296111""",15,506,19,540
"South Windsor School District","=""1320011""","Pleasant Valley School","=""1320211""",44,302,14,360
"South Windsor School District","=""1320011""","Eli Terry School","=""1320711""",33,379,11,423
"South Windsor School District","=""1320011""","Orchard Hill School","=""1320611""",38,320,8,366
"South Windsor School District","=""1320011""","Philip R. Smith School","=""1320111""","*",325,"*",343
"South Windsor School District","=""1320011""","Project Worth Young Adult Academy","=""1329011""",0,"*",0,"*"
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""",95,1277,37,1409
"South Windsor School District","=""1320011""","Timothy Edwards School","=""1325111""",94,938,33,1065
"South Windsor School District","=""1320011""","Wapping Elementary School","=""1320411""","*",259,"*",306
"Southington School District","=""1310011""","John F. Kennedy Middle School","=""1315311""",78,742,25,845
"Southington School District","=""1310011""","Derynoski Elementary School","=""1311511""",90,541,35,666
"Southington School District","=""1310011""","Flanders Elementary School","=""1311311""",46,225,9,280
"Southington School District","=""1310011""","Hatton Elementary School","=""1310211""",64,379,15,458
"Southington School District","=""1310011""","Joseph A. Depaolo Middle School","=""1315111""",86,626,23,735
"Southington School District","=""1310011""","Plantsville Elementary School","=""1310611""","*",248,"*",283
"Southington School District","=""1310011""","South End Elementary School","=""1310711""",32,191,12,235
"Southington School District","=""1310011""","Southington High School","=""1316211""",213,1758,66,2037
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""",42,297,17,356
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""",35,383,10,428
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""","*",350,"*",374
"Sprague School District","=""1330011""","Sayles School","=""1330111""",125,217,28,370
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""",122,317,38,477
"Stafford School District","=""1340011""","Stafford High School","=""1346111""",79,373,28,480
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""",84,271,28,383
"Stafford School District","=""1340011""","Staffordville School","=""1340311""",40,131,7,178
"Stafford School District","=""1340011""","West Stafford School","=""1340411""",62,126,10,198
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""",124,"*","*",138
"Stamford School District","=""1350011""","Cloonan School","=""1355611""",252,289,56,597
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""",226,283,33,542
"Stamford School District","=""1350011""","Dolan School","=""1355311""",268,204,59,531
"Stamford School District","=""1350011""","Hart School","=""1352211""",246,287,54,587
"Stamford School District","=""1350011""","Julia A. Stark School","=""1351211""",272,294,46,612
"Stamford School District","=""1350011""","K. T. Murphy School","=""1350511""",258,238,60,556
"Stamford School District","=""1350011""","Newfield School","=""1350611""",288,354,48,690
"Stamford School District","=""1350011""","Northeast School","=""1351811""",272,374,40,686
"Stamford School District","=""1350011""","Preschool Team","=""1358011""",7,41,0,48
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""",287,304,63,654
"Stamford School District","=""1350011""","Rogers International School","=""1350811""",289,468,66,823
"Stamford School District","=""1350011""","Roxbury School","=""1350911""",314,275,58,647
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""",235,326,63,624
"Stamford School District","=""1350011""","Springdale School","=""1351111""",308,282,64,654
"Stamford School District","=""1350011""","Stamford High School","=""1356111""",801,958,193,1952
"Stamford School District","=""1350011""","Stillmeadow School","=""1352111""",334,382,51,767
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""",132,499,53,684
"Stamford School District","=""1350011""","Toquam Magnet School","=""1351911""",328,283,69,680
"Stamford School District","=""1350011""","Turn of River School","=""1355511""",256,286,36,578
"Stamford School District","=""1350011""","Westhill High School","=""1356311""",857,1103,170,2130
"Stamford School District","=""1350011""","Westover School","=""1351411""",304,355,57,716
"Sterling School District","=""1360011""","Sterling Community School","=""1360311""",135,341,22,498
"Stonington School District","=""1370011""","Deans Mill School","=""1370511""",44,428,13,485
"Stonington School District","=""1370011""","Mystic Middle School","=""1375211""",49,356,11,416
"Stonington School District","=""1370011""","Pawcatuck Middle School","=""1375111""",69,233,30,332
"Stonington School District","=""1370011""","Stonington High School","=""1376111""",106,634,31,771
"Stonington School District","=""1370011""","West Broad Street School","=""1370411""",36,83,12,131
"Stonington School District","=""1370011""","West Vine Street School","=""1370611""",44,160,6,210
"Stratford School District","=""1380011""","Eli Whitney School","=""1381311""",126,322,72,520
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""",295,797,118,1210
"Stratford School District","=""1380011""","Chapel School","=""1380311""",190,311,54,555
"Stratford School District","=""1380011""","David Wooster Middle School","=""1385211""",121,346,62,529
"Stratford School District","=""1380011""","Franklin School","=""1380411""",163,86,44,293
"Stratford School District","=""1380011""","Harry B. Flood Middle School","=""1385311""",192,277,87,556
"Stratford School District","=""1380011""","Honeyspot School","=""1381611""",47,157,14,218
"Stratford School District","=""1380011""","Lordship School","=""1380811""",101,101,30,232
"Stratford School District","=""1380011""","Nichols School","=""1380911""",184,200,53,437
"Stratford School District","=""1380011""","Second Hill Lane School","=""1381011""",225,360,93,678
"Stratford School District","=""1380011""","Secondary STEPS Program","=""1389111""","*",6,"*",13
"Stratford School District","=""1380011""","Stratford Academy - Johnson House","=""1381511""",113,293,64,470
"Stratford School District","=""1380011""","Stratford High School","=""1386111""",332,598,145,1075
"Stratford School District","=""1380011""","Strive-Stratford","=""1389011""","*","*",0,17
"Stratford School District","=""1380011""","Wilcoxson School","=""1381411""",100,239,37,376
"Suffield School District","=""1390011""","A. Ward Spaulding School","=""1390411""","*",401,"*",444
"Suffield School District","=""1390011""","McAlister Intermediate School","=""1390311""",47,482,12,541
"Suffield School District","=""1390011""","Suffield High School","=""1396111""",57,765,38,860
"Suffield School District","=""1390011""","Suffield Middle School","=""1395111""",49,529,21,599
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""",162,53,61,276
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""",159,287,59,505
"Thomaston School District","=""1400011""","Black Rock School","=""1400111""",40,253,17,310
"Thomaston School District","=""1400011""","Thomaston Center School","=""1400211""",38,198,20,256
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""",65,346,27,438
"Thompson School District","=""1410011""","Mary R. Fisher Elementary School","=""1410111""",136,297,38,471
"Thompson School District","=""1410011""","Thompson Middle School","=""1415111""",99,248,33,380
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""",65,216,21,302
"Tolland School District","=""1420011""","Birch Grove Primary School","=""1420111""","*",560,"*",582
"Tolland School District","=""1420011""","Tolland High School","=""1426111""",44,835,21,900
"Tolland School District","=""1420011""","Tolland Intermediate School","=""1420211""",26,632,8,666
"Tolland School District","=""1420011""","Tolland Middle School","=""1425111""",25,652,11,688
"Torrington School District","=""1430011""","East School","=""1430111""",88,273,31,392
"Torrington School District","=""1430011""","Forbes School","=""1430211""",204,169,22,395
"Torrington School District","=""1430011""","Southwest School","=""1430811""",144,151,33,328
"Torrington School District","=""1430011""","Torringford School","=""1430911""",151,400,59,610
"Torrington School District","=""1430011""","Torrington High School","=""1436111""",373,654,74,1101
"Torrington School District","=""1430011""","Torrington Middle School","=""1435111""",389,557,110,1056
"Torrington School District","=""1430011""","Vogel-Wetmore School","=""1431311""",329,108,36,473
"Trailblazers Academy District","=""2780013""","Trailblazers Academy","=""2785113""",130,21,17,168
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""",33,483,10,526
"Trumbull School District","=""1440011""","Daniels Farm School","=""1440811""",15,445,8,468
"Trumbull School District","=""1440011""","Frenchtown Elementary School","=""1441011""",56,556,25,637
"Trumbull School District","=""1440011""","Hillcrest Middle School","=""1445211""",59,687,31,777
"Trumbull School District","=""1440011""","Jane Ryan School","=""1440411""","*",369,"*",392
"Trumbull School District","=""1440011""","Madison Middle School","=""1445111""",48,771,29,848
"Trumbull School District","=""1440011""","Middlebrook School","=""1440311""",33,409,22,464
"Trumbull School District","=""1440011""","Tashua School","=""1440911""",13,365,8,386
"Trumbull School District","=""1440011""","Trumbull Early Childhood Education Center","=""1448011""",0,225,0,225
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""",131,1994,70,2195
"Unified School District #1","=""3360015""","Bridgeport Correctional Center","=""3360115""",17,0,0,17
"Unified School District #1","=""3360015""","Brooklyn Correctional Institution","=""3360215""","*",0,0,"*"
"Unified School District #1","=""3360015""","Cheshire Correctional Institution","=""3360315""",29,0,0,29
"Unified School District #1","=""3360015""","Corrigan/Radgowski Correctional Institution","=""3362415""",21,0,0,21
"Unified School District #1","=""3360015""","Enfield Correctional Institution","=""3360415""",12,0,0,12
"Unified School District #1","=""3360015""","Garner Correctional Institution","=""3361915""",23,0,0,23
"Unified School District #1","=""3360015""","Hartford Correctional Center","=""3360615""",38,0,0,38
"Unified School District #1","=""3360015""","MacDougall/Walker Correctional Institution","=""3362215""",60,0,0,60
"Unified School District #1","=""3360015""","Manson Youth Institution","=""3361115""",315,0,0,315
"Unified School District #1","=""3360015""","New Haven Correctional Center","=""3360915""",17,0,0,17
"Unified School District #1","=""3360015""","Northern Correctional Institution","=""3362615""",19,0,0,19
"Unified School District #1","=""3360015""","Osborn Correctional Institution","=""3361215""",24,0,0,24
"Unified School District #1","=""3360015""","Robinson Correctional Institution","=""3361315""",15,0,0,15
"Unified School District #1","=""3360015""","Willard/Cybulski Correctional Institution","=""3361515""",12,0,0,12
"Unified School District #1","=""3360015""","York Correctional Institution","=""3362515""",36,0,0,36
"Unified School District #2","=""3470015""","Children's Place School","=""3470115""",23,0,0,23
"Unified School District #2","=""3470015""","Riverview School","=""3470315""",26,30,0,56
"Unified School District #2","=""3470015""","Walter G. Cady School","=""3476715""",88,0,0,88
"Union School District","=""1450011""","Union Elementary School","=""1450111""",0,"*","*",71
"Vernon School District","=""1460011""","Northeast School","=""1460311""",139,170,13,322
"Vernon School District","=""1460011""","Center Road School","=""1461411""",125,350,21,496
"Vernon School District","=""1460011""","Lake Street School","=""1460111""",44,225,9,278
"Vernon School District","=""1460011""","Maple Street School","=""1460211""",204,110,20,334
"Vernon School District","=""1460011""","Next Step Program (AACBP)","=""1469011""",0,11,0,11
"Vernon School District","=""1460011""","Rockville High School","=""1466111""",234,702,37,973
"Vernon School District","=""1460011""","Skinner Road School","=""1461011""",133,181,18,332
"Vernon School District","=""1460011""","Vernon Center Middle School","=""1465111""",214,437,48,699
"Voluntown School District","=""1470011""","Voluntown Elementary School","=""1470111""",50,238,27,315
"Wallingford School District","=""1480011""","Highland School","=""1480211""","*",268,"*",285
"Wallingford School District","=""1480011""","A.R.T.S. Academy","=""1489011""","*",10,"*",17
"Wallingford School District","=""1480011""","Cook Hill School","=""1481011""","*",291,"*",365
"Wallingford School District","=""1480011""","Dag Hammarskjold Middle School","=""1485211""",114,541,26,681
"Wallingford School District","=""1480011""","Evarts C. Stevens School","=""1480911""",64,282,14,360
"Wallingford School District","=""1480011""","Harvest Park","=""1489211""","*","*","*",7
"Wallingford School District","=""1480011""","James H. Moran Middle School","=""1485311""",88,598,19,705
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""",154,934,47,1135
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""",85,804,25,914
"Wallingford School District","=""1480011""","Moses Y. Beach School","=""1480111""","*",285,"*",350
"Wallingford School District","=""1480011""","Multi-Vocational Life Skills Program","=""1489111""","*","*",0,13
"Wallingford School District","=""1480011""","Parker Farms School","=""1480311""",71,240,16,327
"Wallingford School District","=""1480011""","Pond Hill School","=""1481211""",76,254,25,355
"Wallingford School District","=""1480011""","Rock Hill School","=""1480411""",57,295,12,364
"Wallingford School District","=""1480011""","Yalesville School","=""1480811""",29,346,9,384
"Waterbury School District","=""1510011""","West Side Middle School","=""1515211""",799,162,96,1057
"Waterbury School District","=""1510011""","Washington School","=""1512311""",317,16,17,350
"Waterbury School District","=""1510011""","B. W. Tinker School","=""1512111""",358,153,52,563
"Waterbury School District","=""1510011""","Bucks Hill School","=""1510511""",345,40,39,424
"Waterbury School District","=""1510011""","Bunker Hill School","=""1510611""",400,76,29,505
"Waterbury School District","=""1510011""","Carrington School","=""1512711""",320,101,36,457
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""",1051,262,150,1463
"Waterbury School District","=""1510011""","Driggs School","=""1510911""",514,17,23,554
"Waterbury School District","=""1510011""","Duggan School","=""1511611""",379,30,28,437
"Waterbury School District","=""1510011""","Enlightenment School","=""1519111""",169,21,8,198
