"Student Counts by School and Race"
"All Districts, All Schools"
"2012-13"

"",,,,"Race",,,,,,,
"District","District Code","School","School Code","American Indian or Alaska Native","Asian","Black or African American","Hispanic/Latino of any race","Native Hawaiian or Other Pacific Islander","Two or More Races","White","Total"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""",0,"*",113,221,"*",53,873,1299
"Naugatuck School District","=""0880011""","Salem School","=""0880611""",0,"*",21,79,"*",11,153,271
"Naugatuck School District","=""0880011""","Western School","=""0880711""",0,8,13,61,0,14,184,280
"New Beginnings Inc Family Academy District","=""2800013""","New Beginnings Inc Family Academy","=""2800113""",0,0,289,100,0,"*","*",399
"New Britain School District","=""0890011""","Brook Side School","=""0899111""",0,0,7,35,0,"*","*",48
"New Britain School District","=""0890011""","CLIMB","=""0899411""",0,0,"*",8,0,0,"*",13
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""",0,12,83,347,0,12,110,564
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""","*","*",44,722,0,8,123,901
"New Britain School District","=""0890011""","Gaffney School","=""0890511""",0,17,65,292,0,10,195,579
"New Britain School District","=""0890011""","Holmes School","=""0890611""",0,25,57,193,0,6,127,408
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""",0,7,27,51,0,7,77,169
"New Britain School District","=""0890011""","Jefferson School","=""0890711""","*",41,48,215,"*",13,162,482
"New Britain School District","=""0890011""","Lincoln School","=""0890811""","*",23,96,447,0,"*",168,754
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","*",52,426,1434,"*",29,582,2530
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""",0,0,8,29,0,0,10,47
"New Britain School District","=""0890011""","Northend School","=""0890911""",0,"*",22,90,0,"*",30,155
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""","*",17,73,336,0,"*",83,517
"New Britain School District","=""0890011""","Roosevelt Middle School","=""0895111""",0,"*",79,302,0,"*",36,427
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""",0,14,137,425,0,16,134,726
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""","*","*",78,399,0,11,65,556
"New Britain School District","=""0890011""","Smith School","=""0891311""","*",19,113,430,"*",19,149,732
"New Britain School District","=""0890011""","Vance School","=""0891511""",0,9,103,347,0,17,147,623
"New Canaan School District","=""0900011""","East School","=""0900411""","*",39,"*",20,0,9,488,565
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","*",41,21,33,"*",14,1158,1275
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""","*",52,"*",46,0,21,1155,1288
"New Canaan School District","=""0900011""","South School","=""0900211""",0,39,"*",24,0,"*",472,554
"New Canaan School District","=""0900011""","West School","=""0900311""","*",19,"*",12,0,8,489,531
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""","*",10,"*",52,0,9,454,535
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""","*",17,"*",39,0,8,526,599
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""",0,13,15,51,0,10,921,1010
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""","*",10,"*",46,0,15,579,654
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""",0,"*","*",11,0,7,323,343
"New Hartford School District","=""0920011""","Bakerville Consolidated School","=""0920111""",0,"*",0,"*",0,"*",101,110
"New Hartford School District","=""0920011""","New Hartford Elementary School","=""0920211""",0,"*",0,7,0,"*",100,112
"New Haven School District","=""0930011""","Edgewood School","=""0931211""","*","*",243,71,0,"*",126,449
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""","*",16,61,176,0,"*",300,557
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""",0,0,346,157,0,"*","*",513
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""",0,"*",321,131,0,"*",98,554
"New Haven School District","=""0930011""","Beecher School","=""0930311""",0,6,305,81,"*","*",86,486
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""","*","*",160,224,0,"*",170,561
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""",0,"*",192,143,0,"*",140,488
"New Haven School District","=""0930011""","Bishop Woods Architecture and Design Magnet School","=""0934311""",0,"*",209,225,0,"*",61,516
"New Haven School District","=""0930011""","Brennan Rogers School","=""0932111""",0,"*",276,95,0,"*",31,405
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""","*",13,295,107,0,"*",36,453
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""",0,"*",119,414,0,0,"*",567
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""",0,"*",19,433,0,"*",11,467
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""","*",6,297,263,0,"*",56,625
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""",0,13,325,152,0,0,148,638
"New Haven School District","=""0930011""","Cortlandt V.R. Creed Health and Sport Sciences High School","=""0936811""",0,0,146,34,0,0,17,197
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""","*",11,304,74,0,"*",114,511
"New Haven School District","=""0930011""","Domus Academy","=""0935611""",0,0,30,"*",0,0,"*",41
"New Haven School District","=""0930011""","Dwight Early Childhood Program","=""0938211""",0,"*",27,14,0,0,"*",46
"New Haven School District","=""0930011""","Early Learning Center","=""0938111""",0,"*",94,19,0,0,"*",117
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""","*",15,200,176,0,"*",37,434
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""",0,"*",174,64,0,"*",118,387
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""",0,6,107,540,0,0,52,705
"New Haven School District","=""0930011""","Headstart","=""0938011""",0,0,110,213,0,0,11,334
"New Haven School District","=""0930011""","Helene Grant HeadStart","=""0938311""","*","*",166,101,0,"*",11,281
"New Haven School District","=""0930011""","High School In The Community","=""0936611""",0,"*",111,88,0,"*",37,241
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""",0,"*",119,322,"*","*",16,463
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","*",51,315,218,0,"*",112,698
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","*","*",735,202,0,8,24,976
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",0,"*",93,313,0,"*",91,508
"New Haven School District","=""0930011""","John S. Martinez Sea and Sky STEM School","=""0930811""","*","*",63,454,0,0,16,537
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""","*",15,417,69,0,"*",76,580
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",0,7,303,66,0,0,8,384
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""",0,"*",229,181,0,"*",120,546
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""",0,12,165,137,0,0,70,384
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""",0,"*",167,68,0,"*",45,287
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""",0,0,17,"*",0,0,"*",25
"New Haven School District","=""0930011""","Quinnipiac Real World Math STEM School","=""0933511""",0,"*",90,143,0,"*",29,265
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""",0,0,83,"*",0,0,"*",113
"New Haven School District","=""0930011""","Roberto Clemente Leadership Academy for Global Awareness","=""0934211""",0,"*",236,261,0,"*",25,525
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""","*",17,195,240,0,"*",139,596
"New Haven School District","=""0930011""","Sound School","=""0936711""",0,"*",34,74,0,"*",219,334
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""",0,"*",237,186,0,"*",37,477
"New Haven School District","=""0930011""","Truman School","=""0932911""","*","*",92,386,0,"*",11,496
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""","*","*",130,63,0,"*",28,226
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",0,0,334,55,0,"*","*",410
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""",0,"*",478,679,0,"*",169,1358
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""","*",108,62,25,"*","*",211,413
"New London School District","=""0950011""","Jennings School","=""0950311""","*","*",63,426,0,19,19,530
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""","*",10,171,302,"*",24,79,593
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""",11,8,124,207,0,45,71,466
"New London School District","=""0950011""","New London Clinical Day Program","=""0959111""",0,0,"*",13,0,0,"*",18
"New London School District","=""0950011""","New London High School","=""0956111""",13,17,261,390,0,45,207,933
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""","*",6,145,179,"*",61,132,528
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""","*",23,"*",71,0,17,341,464
"New Milford School District","=""0960011""","John Pettibone School","=""0960711""",0,"*","*",47,0,17,342,419
"New Milford School District","=""0960011""","Litchfield Hills Transition Center","=""0969011""",0,0,0,"*",0,0,"*",11
"New Milford School District","=""0960011""","New Milford High School","=""0966111""",0,58,26,111,0,12,1273,1480
"New Milford School District","=""0960011""","Northville Elementary School","=""0960811""",0,8,7,31,0,17,418,481
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""","*",45,22,93,0,"*",856,1031
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""",0,30,18,82,0,20,564,714
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""",0,59,12,66,0,18,316,471
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""","*",23,22,59,0,"*",184,304
"Newington School District","=""0940011""","John Paterson School","=""0940811""",0,34,29,60,0,24,302,449
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""","*",69,38,108,0,"*",459,705
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""","*",53,23,104,"*",31,363,577
"Newington School District","=""0940011""","Newington High School","=""0946111""","*",122,79,209,0,"*",973,1422
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""","*",38,25,76,0,"*",240,394
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""",0,10,0,23,0,8,320,361
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""",0,10,"*",20,0,"*",305,339
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""",0,17,"*",23,0,"*",390,451
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","*",57,"*",91,0,28,1565,1760
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""",0,27,"*",39,0,"*",802,892
"Newtown School District","=""0970011""","Newtown Preschool","=""0978011""",0,"*",0,"*",0,"*",50,56
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""",0,36,11,31,0,9,732,819
"Newtown School District","=""0970011""","STARR","=""0979011""",0,0,0,0,0,0,"*","*"
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""",0,23,"*",22,0,"*",389,454
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""",0,0,0,"*",0,"*",110,116
"Norfolk School District","=""0980011""","Bridges II","=""0989211""",0,0,0,0,0,0,"*","*"
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""","*",9,14,19,0,"*",393,441
"North Branford School District","=""0990011""","North Branford High School","=""0996111""",0,18,"*",39,0,"*",562,636
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""","*",12,"*",15,0,0,499,536
"North Branford School District","=""0990011""","School to Work Program","=""0999011""",0,0,"*",0,0,0,"*","*"
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""",0,9,15,21,0,0,423,468
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",0,"*","*",27,0,9,273,315
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""","*",19,"*",21,0,9,324,377
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""","*",42,"*",30,0,12,300,394
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""",0,19,"*",24,0,"*",310,365
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","*",77,83,88,"*",22,913,1187
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""","*",62,"*",38,0,24,627,773
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""",0,31,11,18,0,17,327,404
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""",6,7,6,16,0,6,344,385
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","*","*",9,"*",0,"*",186,203
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""","*","*","*","*",0,"*",161,176
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","*",87,424,603,0,"*",529,1658
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""",0,22,82,285,0,8,123,520
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""",0,31,78,63,0,7,149,328
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""",0,31,63,128,0,0,281,503
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""",0,25,71,130,0,13,217,456
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""","*",65,112,311,0,"*",81,579
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""",0,31,126,298,0,6,87,548
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""",0,18,73,205,0,12,176,484
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""",0,"*",56,160,0,"*",218,462
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""",0,"*",118,186,0,"*",274,610
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","*",58,308,482,"*",10,679,1539
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""",0,0,29,"*",0,0,"*",52
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","*",31,159,248,"*","*",166,611
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""",0,"*",101,170,0,"*",155,445
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""",0,"*",62,100,0,"*",282,461
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""",0,15,77,281,"*","*",81,470
"Norwalk School District","=""1030011""","Tracey School","=""1031411""",0,18,93,194,0,12,77,394
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","*",33,142,234,0,"*",232,650
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""",0,15,56,85,0,7,139,302
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""",47,167,339,362,56,40,1253,2264
"Norwich School District","=""1040011""","Bishop School Early Learning Center","=""1040111""",0,"*",0,12,0,0,"*",16
"Norwich School District","=""1040011""","Deborah-Tennant Zinewicz  School","=""1049111""","*",0,8,9,0,"*",17,36
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""",0,0,"*","*",0,6,"*",16
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","*","*",79,118,0,47,124,412
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","*",37,125,170,"*",71,289,699
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""","*",18,105,115,"*",28,178,446
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""",0,21,70,79,0,42,251,463
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""","*",54,83,141,"*",42,123,451
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""","*",59,44,85,"*",31,118,339
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""","*",14,57,89,"*",42,68,277
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""","*","*",65,88,0,36,119,344
"Norwich School District","=""1040011""","Virtual Learning Academy","=""1049211""",0,0,"*","*",0,0,8,14
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""","*","*",56,82,"*",32,103,278
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""","*",30,74,47,"*",13,156,324
"Old Saybrook School District","=""1060011""","Kathleen E. Goodwin School","=""1060211""",0,18,7,32,0,6,352,415
"Old Saybrook School District","=""1060011""","Old Saybrook Middle School","=""1065211""",0,21,"*",30,"*",13,475,553
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""",0,41,7,26,0,7,446,527
"Orange School District","=""1070011""","Mary L. Tracy School","=""1070211""",0,14,"*","*",0,8,148,175
"Orange School District","=""1070011""","Peck Place School","=""1070511""",0,39,"*",14,0,"*",315,380
"Orange School District","=""1070011""","Race Brook School","=""1070311""",0,45,"*",22,0,"*",299,376
"Orange School District","=""1070011""","Turkey Hill School","=""1070411""","*",39,10,14,0,"*",251,316
"Oxford School District","=""1080011""","Great Oak School","=""1085111""",0,"*","*",26,0,12,481,529
"Oxford School District","=""1080011""","Oxford Center School","=""1080111""","*",12,"*",24,0,11,450,507
"Oxford School District","=""1080011""","Oxford High School","=""1086011""",0,14,11,29,"*","*",525,589
"Oxford School District","=""1080011""","Quaker Farms School","=""1080311""","*",13,"*",34,0,8,412,470
"Park City Prep Charter School District","=""2830013""","Park City Prep Charter School","=""2835113""",0,"*",143,91,0,"*",10,251
"Plainfield School District","=""1090011""","Early Childhood Center","=""1098011""",0,"*",0,0,0,0,"*",18
"Plainfield School District","=""1090011""","Moosup Elementary School","=""1090111""","*",7,17,"*",0,0,324,358
"Plainfield School District","=""1090011""","Plainfield Central School","=""1095111""",7,16,28,10,0,0,526,587
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","*",21,21,16,0,"*",666,740
"Plainfield School District","=""1090011""","Plainfield Memorial School","=""1090311""","*",10,19,"*",0,"*",348,386
"Plainfield School District","=""1090011""","Shepard Hill Elementary School","=""1090411""","*",7,30,7,"*",0,353,403
"Plainville School District","=""1100011""","Frank T. Wheeler School","=""1100411""","*",11,17,48,0,"*",181,267
"Plainville School District","=""1100011""","Linden Street School","=""1100211""",0,7,13,74,0,19,297,410
"Plainville School District","=""1100011""","Louis Toffolon School","=""1100511""","*","*",16,35,0,13,276,353
"Plainville School District","=""1100011""","Middle School of Plainville","=""1105211""",0,10,30,69,0,18,411,538
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","*","*",41,80,0,21,582,741
"Plainville School District","=""1100011""","Prekindergarten Program","=""1108011""",0,"*","*","*",0,"*",37,48
"Plymouth School District","=""1110011""","Eli Terry Jr. Middle School","=""1115111""","*","*",10,22,0,"*",383,422
"Plymouth School District","=""1110011""","Harry S. Fisher Elementary School","=""1110411""","*",7,6,13,"*","*",304,334
"Plymouth School District","=""1110011""","Plymouth Center School","=""1110211""",0,"*","*",19,0,"*",335,360
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","*",6,12,18,0,"*",449,490
"Pomfret School District","=""1120011""","Pomfret Community School","=""1120111""","*",15,6,13,0,"*",435,472
"Portland School District","=""1130011""","Brownstone Intermediate School","=""1130511""","*","*",8,17,"*",11,202,244
"Portland School District","=""1130011""","Gildersleeve School","=""1130411""",0,"*","*",13,0,"*",186,211
"Portland School District","=""1130011""","Portland High School","=""1136111""",0,"*",12,17,0,"*",332,374
"Portland School District","=""1130011""","Portland Middle School","=""1135111""",0,6,7,15,0,7,195,230
"Portland School District","=""1130011""","Valley View School","=""1130211""",0,"*","*",34,0,15,254,316
"Preston School District","=""1140011""","Preston Plains School","=""1145111""","*","*","*","*","*","*",119,135
"Preston School District","=""1140011""","Preston Veterans' Memorial School","=""1140411""",8,8,"*","*","*",6,236,271
"Putnam School District","=""1160011""","Helping Hands","=""1169011""","*",0,0,"*",0,0,"*","*"
"Putnam School District","=""1160011""","Putnam Elementary School","=""1160311""",0,9,"*",43,"*",20,588,665
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","*","*","*",21,0,19,241,294
"Putnam School District","=""1160011""","Putnam Middle School","=""1165111""","*","*","*",12,0,20,261,299
"Redding School District","=""1170011""","John Read Middle School","=""1175111""","*",12,"*",25,"*",31,479,553
"Redding School District","=""1170011""","Redding Elementary School","=""1170111""",0,19,6,21,0,39,494,579
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""",0,11,10,17,0,0,383,421
"Regional School District 04","=""2040012""","John Winthrop Middle School","=""2045112""",0,6,10,18,0,6,326,366
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","*",8,"*",38,0,7,564,624
"Regional School District 05","=""2050012""","Amity Middle School: Bethany","=""2055112""","*",44,10,13,"*","*",283,355
"Regional School District 05","=""2050012""","Amity Middle School: Orange","=""2055212""","*",41,10,17,0,"*",294,372
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","*",168,47,65,0,"*",1330,1621
"Regional School District 06","=""2060012""","Early Childhood Learning Center","=""2068112""",0,0,0,"*",0,"*",38,41
"Regional School District 06","=""2060012""","Goshen Center School","=""2060112""","*","*",0,6,"*","*",178,191
"Regional School District 06","=""2060012""","James Morris School","=""2060212""",0,"*","*",7,0,0,145,158
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","*","*","*",14,"*",10,527,561
"Regional School District 06","=""2060012""","Warren Elementary School","=""2060312""",0,0,0,"*",0,"*",71,78
"Regional School District 07","=""2070012""","AIM","=""2079112""",0,0,"*","*",0,0,12,15
"Regional School District 07","=""2070012""","FLEX","=""2079012""",0,0,0,0,0,0,6,6
"Regional School District 07","=""2070012""","Intensive Learning Program","=""2079412""",0,0,"*","*",0,0,"*","*"
"Regional School District 07","=""2070012""","Links","=""2079212""",0,"*",0,"*",0,0,11,13
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","*","*","*",16,0,"*",686,714
"Regional School District 07","=""2070012""","Northwestern Regional Middle School","=""2075112""","*","*",0,"*",0,0,351,360
"Regional School District 07","=""2070012""","STEP","=""2079312""",0,0,0,0,0,0,17,17
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","*",18,7,21,0,"*",1078,1133
"Regional School District 08","=""2080012""","RHAM Middle School","=""2085112""",0,7,"*",10,0,"*",599,627
"Regional School District 08","=""2080012""","Region Alternative High School","=""2086212""",0,0,0,0,0,0,7,7
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","*",27,"*",35,0,15,925,1012
"Regional School District 10","=""2100012""","Har-Bur Middle School","=""2105112""",0,12,"*",35,"*","*",796,850
"Regional School District 10","=""2100012""","Harwinton Consolidated School","=""2100312""","*",9,"*",7,0,"*",442,464
"Regional School District 10","=""2100012""","Lake Garda Elementary School","=""2100212""","*",15,"*",10,"*","*",477,508
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""",0,16,"*",32,"*","*",744,802
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","*","*",8,15,0,"*",249,280
"Regional School District 12","=""2120012""","Booth Free School","=""2120212""",0,0,0,6,0,0,88,94
"Regional School District 12","=""2120012""","Early Childhood Education Center","=""2128012""",0,0,0,0,0,0,21,21
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""",0,"*","*",11,"*","*",294,320
"Regional School District 12","=""2120012""","Shepaug Valley Middle School","=""2125112""",0,"*","*",10,"*",0,181,199
"Regional School District 12","=""2120012""","The Burnham School","=""2120112""",0,0,0,0,0,"*","*",69
"Regional School District 12","=""2120012""","Washington Primary School","=""2120412""",0,"*","*",7,"*",0,125,138
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""",0,"*","*",20,0,15,531,577
"Regional School District 13","=""2130012""","Francis E. Korn School","=""2130212""",0,"*",0,9,0,"*",155,174
"Regional School District 13","=""2130012""","Frank Ward Strong School","=""2135112""","*","*","*",17,0,8,304,334
"Regional School District 13","=""2130012""","Frederick Brewster School","=""2130112""",0,"*",0,"*",0,14,220,242
"Regional School District 13","=""2130012""","John Lyman School","=""2130512""",0,9,"*",11,0,"*",253,283
"Regional School District 13","=""2130012""","Middlefield Memorial School","=""2130412""",0,7,0,10,0,11,315,343
"Regional School District 14","=""2140012""","Bethlehem Elementary School","=""2140112""","*","*",0,8,0,0,268,281
"Regional School District 14","=""2140012""","Integrated Star Preschool Program","=""2148012""",0,"*",0,"*",0,0,42,46
"Regional School District 14","=""2140012""","Mitchell Elementary School","=""2140212""",0,11,0,18,0,0,350,379
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","*",12,"*",18,0,"*",769,806
"Regional School District 14","=""2140012""","Woodbury Middle School","=""2145112""",0,8,"*",6,0,"*",389,411
"Regional School District 15","=""2150012""","Gainfield Elementary School","=""2150412""","*",36,7,17,"*","*",308,374
"Regional School District 15","=""2150012""","Long Meadow Elementary School","=""2150712""",0,40,11,31,0,11,469,562
"Regional School District 15","=""2150012""","Memorial Middle School","=""2155212""","*",28,8,29,0,"*",419,486
"Regional School District 15","=""2150012""","Middlebury Elementary School","=""2150612""",0,12,"*",15,0,"*",383,421
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","*",55,13,61,0,"*",1122,1259
"Regional School District 15","=""2150012""","Pomperaug School","=""2150512""","*",21,"*",12,"*","*",405,447
"Regional School District 15","=""2150012""","Rochambeau Middle School","=""2155112""","*",23,"*",19,0,0,476,526
"Regional School District 16","=""2160012""","Algonquin School","=""2160312""",0,"*",7,21,0,"*",428,463
"Regional School District 16","=""2160012""","Community School","=""2160212""",0,"*",7,"*",0,0,198,214
"Regional School District 16","=""2160012""","Laurel Ledge School","=""2160112""","*",10,13,36,0,"*",399,461
"Regional School District 16","=""2160012""","Long River Middle School","=""2165112""",0,"*",13,25,0,"*",511,557
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""",0,"*",19,25,0,"*",668,720
"Regional School District 17","=""2170012""","Burr District Elementary School","=""2170212""",0,8,10,"*",0,"*",291,319
"Regional School District 17","=""2170012""","Haddam Elementary School","=""2170112""",0,6,"*","*",0,"*",238,252
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","*",15,10,7,0,"*",597,634
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""","*",18,9,"*",0,6,730,768
"Regional School District 17","=""2170012""","Killingworth Elementary School","=""2170312""",0,"*","*","*",0,20,309,339
"Regional School District 18","=""2180012""","Center School","=""2180312""",0,9,"*",6,0,"*",242,261
"Regional School District 18","=""2180012""","Lyme Consolidated School","=""2180112""",0,"*","*",10,0,"*",171,188
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""",0,16,"*",17,0,"*",383,421
"Regional School District 18","=""2180012""","Lyme-Old Lyme Middle School","=""2185112""","*",13,"*",11,0,6,328,360
"Regional School District 18","=""2180012""","Mile Creek School","=""2180212""",0,9,"*",19,0,"*",181,216
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""","*",67,27,76,"*",8,1042,1223
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""",0,30,"*",15,0,"*",303,362
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""","*",22,"*",28,0,7,342,405
"Ridgefield School District","=""1180011""","East Ridge Middle School","=""1185111""",0,46,"*",44,0,"*",674,777
"Ridgefield School District","=""1180011""","Farmingville Elementary School","=""1180411""",0,21,0,19,0,8,313,361
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""","*",34,"*",20,0,13,322,393
"Ridgefield School District","=""1180011""","Ridgefield 18-21 Transition Program","=""1189011""",0,0,0,0,0,0,"*","*"
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""",0,80,14,72,"*","*",1582,1759
