"Student Counts by School and Race"
"All Districts, All Schools"
"2012-13"

"",,,,"Race",,,,,,,
"District","District Code","School","School Code","American Indian or Alaska Native","Asian","Black or African American","Hispanic/Latino of any race","Native Hawaiian or Other Pacific Islander","Two or More Races","White","Total"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""",0,0,"*",15,0,"*",60,83
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","*","*","*",17,0,"*",87,111
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""","*","*","*","*",0,"*",154,168
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""","*",18,"*",16,"*","*",348,390
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""","*",36,"*",30,0,15,541,629
"EdAdvance","=""2420014""","EdAdvance Headstart","=""2428014""","*",7,"*",50,"*",0,153,216
"EdAdvance","=""2420014""","The ACCESS School at The Danuta M. Thibodeau Education Center","=""2429014""",0,0,"*","*",0,0,19,33
"Ellington School District","=""0480011""","Center School","=""0480111""",0,8,10,22,0,10,382,432
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""",0,"*","*",7,0,9,187,210
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","*",27,"*",35,0,23,680,789
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""","*",17,21,18,0,"*",357,428
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""",0,29,12,13,0,9,359,422
"Ellington School District","=""0480011""","Windermere School","=""0480611""","*",63,23,26,0,"*",305,433
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","*","*",462,125,0,6,6,604
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""","*","*",24,31,"*",16,284,359
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""","*","*",29,54,0,20,277,396
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","*",6,56,63,"*",17,582,727
"Enfield School District","=""0490011""","Enfield Street School","=""0490211""","*",9,9,39,"*",18,224,302
"Enfield School District","=""0490011""","Enfield Transitional Learning Academy","=""0499011""",0,"*","*",0,0,"*",17,21
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","*","*",51,57,0,32,831,988
"Enfield School District","=""0490011""","Hazardville Memorial School","=""0490411""","*","*",17,56,0,15,280,381
"Enfield School District","=""0490011""","Head Start Program","=""0498011""",0,"*","*",32,0,13,51,104
"Enfield School District","=""0490011""","Henry Barnard School","=""0491811""","*",15,25,53,"*",18,269,385
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""","*",30,72,109,"*",56,872,1148
"Enfield School District","=""0490011""","Nathan Hale School","=""0491111""","*","*",6,11,0,7,195,222
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""",0,15,16,51,0,31,313,426
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""",0,17,6,19,0,16,470,528
"Explorations District","=""2720013""","Explorations","=""2726113""","*",0,"*","*",0,0,66,73
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""","*",19,"*",27,0,17,372,445
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""",0,18,"*",13,0,"*",239,278
"Fairfield School District","=""0510011""","Early Childhood Center","=""0518011""",0,15,"*",14,0,"*",92,132
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","*",63,31,109,"*",29,1315,1552
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","*",77,64,148,"*",45,1079,1418
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""",0,53,18,67,0,16,697,851
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""","*",37,"*",65,0,10,258,380
"Fairfield School District","=""0510011""","Jennings School","=""0511711""",0,19,10,33,0,8,264,334
"Fairfield School District","=""0510011""","McKinley School","=""0510611""",0,54,26,90,0,20,250,440
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""",0,20,"*",29,0,"*",382,445
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""",0,25,8,45,0,12,364,454
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""",0,25,6,9,0,6,472,518
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""","*",14,"*",13,0,15,356,409
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""","*",37,21,59,0,"*",807,940
"Fairfield School District","=""0510011""","Sherman School","=""0511311""","*",15,"*",20,0,16,389,449
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""",0,21,"*",43,"*",14,418,505
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""","*",43,"*",89,0,23,572,744
"Farmington School District","=""0520011""","East Farms School","=""0520411""",0,97,"*",23,0,"*",299,435
"Farmington School District","=""0520011""","Farmington Collaborative PK","=""0528011""",0,"*","*",0,0,0,42,61
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","*",164,71,77,0,"*",1005,1322
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""","*",79,38,31,0,"*",459,610
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""",0,76,14,25,0,9,234,358
"Farmington School District","=""0520011""","Union School","=""0520111""","*",34,20,31,0,"*",231,320
"Farmington School District","=""0520011""","West District School","=""0520311""","*",67,13,17,0,"*",263,365
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""",0,99,35,30,0,0,414,578
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""","*","*",0,13,"*",6,176,200
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""",0,42,6,37,0,23,378,486
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""",0,33,6,10,0,16,254,319
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""","*",41,13,37,"*",16,414,525
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","*",185,73,153,0,"*",1778,2239
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""","*",40,10,13,0,"*",400,471
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""","*",51,"*",27,0,23,352,456
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""",0,51,"*",81,"*",26,263,442
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""",0,27,22,47,0,27,500,623
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""","*",115,26,76,"*",28,778,1025
"Granby School District","=""0560011""","Frank M. Kearns Primary School","=""0560111""","*","*",23,9,0,17,333,386
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","*","*",20,24,0,10,696,759
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""",0,6,13,14,0,10,286,329
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""","*","*",18,10,0,8,285,327
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""",0,"*","*",10,0,14,265,303
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""",0,55,20,74,0,19,431,599
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""",0,44,11,54,0,21,304,434
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""","*",67,"*",87,"*",23,600,782
"Greenwich School District","=""0570011""","Glenville School","=""0570411""",0,43,"*",46,0,"*",309,407
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","*",184,93,441,"*",37,1918,2677
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""","*",23,41,187,0,"*",135,409
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""",0,58,"*",61,"*",20,215,369
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",0,42,17,90,0,18,177,344
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",0,"*",16,160,0,"*",76,261
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""","*",60,"*",55,"*",9,335,465
"Greenwich School District","=""0570011""","North Street School","=""0570811""","*",35,"*",42,0,35,292,414
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""",0,"*","*",35,0,18,353,425
"Greenwich School District","=""0570011""","Parkway School","=""0571111""",0,12,"*",29,0,"*",225,272
"Greenwich School District","=""0570011""","Riverside School","=""0571011""",0,33,0,72,0,13,364,482
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""","*",33,34,169,0,"*",260,504
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",17,13,16,46,0,61,596,749
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",7,12,19,32,0,11,543,624
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""","*",16,24,35,"*",8,498,585
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""","*",34,34,50,"*",13,324,462
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""","*","*",67,169,0,37,117,418
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""","*",11,33,59,"*",27,266,401
"Groton School District","=""0590011""","Claude Chester School","=""0590311""","*",52,42,92,"*",25,132,350
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""","*","*",30,56,0,25,240,363
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""","*",26,9,41,"*",17,308,403
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""","*",24,21,59,"*",29,200,340
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","*",77,164,174,"*",33,704,1183
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""","*",19,27,31,0,"*",254,352
"Groton School District","=""0590011""","West Side Middle School","=""0595211""","*",18,81,114,"*",17,259,506
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",0,20,"*",45,0,"*",476,566
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",0,"*","*",25,0,25,268,332
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""",0,10,"*",14,0,"*",259,292
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",0,23,"*",29,0,"*",524,592
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","*",37,12,50,0,"*",960,1070
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""","*",18,"*",11,0,"*",324,362
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",0,12,"*",31,"*",14,287,348
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""","*",12,24,28,0,"*",29,100
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",0,46,41,55,0,22,299,463
"Hamden School District","=""0620011""","Church Street School","=""0620211""",0,16,165,111,0,13,65,370
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",0,26,112,45,0,20,105,308
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","*",90,640,285,0,"*",750,1802
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",0,61,283,137,0,28,390,899
"Hamden School District","=""0620011""","Helen Street School","=""0620411""","*","*",116,94,0,12,57,288
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",0,28,121,100,0,8,77,334
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""","*",58,110,56,0,"*",100,336
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",0,8,75,30,0,30,286,429
"Hamden School District","=""0620011""","West Woods School","=""0621411""","*",76,49,34,0,"*",294,461
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",0,"*",0,10,0,"*",102,116
"Hartford School District","=""0640011""","Asian Studies Academy at Bellizzi School","=""0640711""","*","*",109,389,"*",12,37,556
"Hartford School District","=""0640011""","Batchelder School","=""0640411""","*","*",88,398,0,9,16,520
"Hartford School District","=""0640011""","Betances Early Reading Lab Magnet School","=""0642811""","*",29,57,210,0,"*",22,323
"Hartford School District","=""0640011""","Betances STEM Magnet School","=""0643811""","*",12,16,43,0,"*",11,87
"Hartford School District","=""0640011""","Breakthrough II Magnet School","=""0643511""",0,14,104,70,0,7,27,222
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""","*",8,100,146,"*",7,90,355
"Hartford School District","=""0640011""","Bulkeley High School","=""0647111""","*",10,84,248,"*",41,20,407
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""","*","*",119,388,0,31,32,586
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""","*",6,92,474,"*",7,16,598
"Hartford School District","=""0640011""","Burr School","=""0642311""","*",15,104,551,"*",15,41,729
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""",0,17,318,134,0,33,172,674
"Hartford School District","=""0640011""","Clark School","=""0642411""",0,"*",168,197,0,8,"*",379
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""",0,"*",275,194,"*",42,167,701
"Hartford School District","=""0640011""","Culinary Arts Academy at Weaver High School","=""0646011""","*","*",141,89,0,7,"*",244
"Hartford School District","=""0640011""","Dr. Joseph Bellizzi Middle School","=""0645311""",0,"*",8,42,0,"*","*",57
"Hartford School District","=""0640011""","Environmental Sciences Magnet at Hooker School","=""0640911""","*",28,67,301,0,"*",160,570
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""",7,"*",116,537,"*",15,19,702
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""","*",0,288,120,0,9,"*",420
"Hartford School District","=""0640011""","Great Path Academy at MCC","=""0647911""","*","*",118,77,0,10,59,274
"Hartford School District","=""0640011""","HPHS Engineering and Green Technology Academy","=""0647211""","*",17,145,231,0,33,"*",438
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""",0,20,179,305,"*",18,"*",533
"Hartford School District","=""0640011""","HPHS Nursing and Health Sciences Academy","=""0647511""","*",12,164,271,"*",30,10,489
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""","*",23,178,346,"*",23,237,820
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Elementary)","=""0649011""",0,0,"*",23,0,"*",0,40
"Hartford School District","=""0640011""","High School, Inc.","=""0647611""","*","*",178,145,"*",34,10,373
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""",0,10,120,54,0,"*","*",195
"Hartford School District","=""0640011""","Kennelly School","=""0641011""",8,"*",119,507,"*",15,46,703
"Hartford School District","=""0640011""","Kinsella Magnet School of Performing Arts","=""0641111""","*",13,204,312,"*",25,201,760
"Hartford School District","=""0640011""","M. D. Fox School","=""0640811""","*",36,86,362,0,"*",31,533
"Hartford School District","=""0640011""","M. L. King, Jr. School","=""0641611""",0,"*",281,73,0,21,"*",382
"Hartford School District","=""0640011""","McDonough Middle School","=""0641211""","*","*",40,324,0,"*",10,385
"Hartford School District","=""0640011""","Milner School","=""0641911""","*",0,192,163,"*",14,0,373
"Hartford School District","=""0640011""","Montessori Magnet at Fisher School","=""0643711""",0,40,106,42,0,15,76,279
"Hartford School District","=""0640011""","Naylor/CCSU Leadership Academy","=""0641411""","*","*",75,440,0,49,151,723
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""",0,0,"*",67,0,"*",0,110
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""","*",15,81,423,0,"*",33,564
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","*",6,113,122,"*",9,77,329
"Hartford School District","=""0640011""","Rawson School","=""0641711""","*","*",492,48,"*",18,7,572
"Hartford School District","=""0640011""","Renzulli Gifted and Talented Academy","=""0644011""",0,6,70,38,0,"*","*",121
"Hartford School District","=""0640011""","SAND School","=""0640111""","*",0,148,320,0,12,"*",484
"Hartford School District","=""0640011""","STEM Magnet at Fisher School","=""0642511""","*",48,157,48,"*",9,92,356
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",0,"*",53,429,0,"*",6,494
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",0,"*",212,100,0,10,"*",326
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","*",16,128,313,"*",55,177,692
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""",0,32,135,92,0,22,122,403
"Hartford School District","=""0640011""","Webster Micro Society Magnet School","=""0642011""","*","*",258,171,0,22,153,626
"Hartford School District","=""0640011""","West Middle School","=""0642111""","*",79,287,240,0,15,"*",635
"Hartford School District","=""0640011""","Wish Museum School","=""0642211""","*","*",193,176,0,10,9,392
"Hartland School District","=""0650011""","Hartland School","=""0650111""","*","*","*","*",0,"*",201,214
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""","*","*","*",14,0,"*",328,352
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""",0,"*","*",19,0,13,544,584
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""",0,"*",312,14,0,9,"*",341
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""","*","*",30,41,0,30,202,330
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""","*","*",34,86,0,16,53,191
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""","*",0,572,"*",8,"*","*",589
"Kent School District","=""0680011""","Kent Center School","=""0680111""",0,7,0,19,0,19,226,271
"Killingly School District","=""0690011""","Goodyear Early Childhood Center","=""0698011""","*","*",0,"*",0,"*",77,87
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""",6,7,12,20,0,24,396,465
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","*","*",22,21,0,41,786,893
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""",13,14,20,16,0,59,669,791
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""","*",16,"*",29,0,22,364,436
"Learn","=""2450014""","Connecticut River Academy","=""2456014""",0,"*",100,116,0,"*",95,321
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""",0,0,15,51,0,9,31,106
"Learn","=""2450014""","Learn Special Education","=""2459014""","*","*","*","*",0,0,17,28
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","*","*",9,30,0,23,108,178
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""","*",29,47,164,"*",74,231,549
"Learn","=""2450014""","The Friendship School","=""2450214""","*",20,60,153,"*",39,237,513
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""",0,"*","*",6,0,"*",18,33
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""","*",10,8,22,"*",0,390,438
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""",7,"*","*",14,"*","*",337,368
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""",8,"*","*",12,0,0,396,423
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""","*","*",10,19,0,30,158,225
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""",36,"*",23,35,"*",17,229,355
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""","*",12,15,14,"*",11,227,284
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""",31,25,29,35,"*","*",291,418
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""",44,42,52,70,"*","*",746,961
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""",13,13,27,32,0,0,263,348
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""",0,0,0,"*",0,0,"*",21
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""",0,7,"*",19,"*",33,359,422
"Litchfield School District","=""0740011""","Center School","=""0740211""",0,6,0,9,"*","*",258,280
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""",0,11,"*",17,0,"*",466,498
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""",0,"*","*",11,6,"*",226,251
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""",0,39,"*",26,"*",25,1152,1255
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""","*",21,"*",9,0,12,489,533
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""",0,"*",0,12,0,"*",243,266
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""","*",17,"*",15,0,11,414,462
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""",0,10,0,"*",0,"*",203,224
"Madison School District","=""0760011""","Town Campus Learning Center","=""0769011""",0,"*",0,"*",0,"*",42,48
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""","*",21,"*",13,0,7,543,591
"Manchester School District","=""0770011""","Bowers School","=""0770111""","*","*",57,107,0,25,200,407
"Manchester School District","=""0770011""","Buckley School","=""0770311""","*",34,31,51,0,"*",195,332
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""","*",27,92,109,0,"*",153,406
"Manchester School District","=""0770011""","Highland Park School","=""0770411""","*",12,53,46,"*",11,140,264
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""","*",52,181,190,0,"*",337,796
"Manchester School District","=""0770011""","Keeney School","=""0770611""",0,28,47,64,0,24,183,346
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","*",104,376,370,0,"*",802,1693
"Manchester School District","=""0770011""","Manchester Preschool Center","=""0778011""",0,19,56,58,0,12,47,192
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""",0,0,"*",24,0,"*",35,80
"Manchester School District","=""0770011""","Manchester Transition Center","=""0779111""",0,0,"*","*",0,0,7,14
"Manchester School District","=""0770011""","Martin School","=""0771611""",0,"*",55,63,0,"*",145,290
"Manchester School District","=""0770011""","Robertson School","=""0771011""","*",87,115,85,0,"*",50,355
"Manchester School District","=""0770011""","Verplanck School","=""0771211""",0,32,107,129,0,12,50,330
"Manchester School District","=""0770011""","Waddell School","=""0771311""",0,54,64,89,0,22,123,352
"Manchester School District","=""0770011""","Washington School","=""0771411""",0,13,107,141,0,29,89,379
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""",0,30,"*",28,0,"*",201,274
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""",0,38,"*",19,0,"*",156,221
"Mansfield School District","=""0780011""","Mansfield Middle School","=""0785111""",0,46,"*",48,"*",19,445,570
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""",0,17,11,36,0,12,176,252
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""",0,"*","*",34,0,25,564,639
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""","*",22,68,290,"*",13,208,610
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""","*",15,54,225,"*",11,190,500
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""","*",22,88,322,"*",10,147,594
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""",0,"*",164,573,"*",23,432,1217
"Meriden School District","=""0800011""","Hanover School","=""0800311""","*",18,47,217,"*",11,269,569
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""",6,25,52,278,"*","*",197,564
"Meriden School District","=""0800011""","John Barry School","=""0800511""","*",24,63,281,"*",10,98,479
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""","*",11,69,385,"*",18,265,755
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""",0,22,190,523,7,20,412,1174
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""","*",23,42,295,"*",9,125,500
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""","*",26,17,179,"*","*",196,428
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""","*",21,100,365,"*",12,278,783
"Middletown School District","=""0830011""","Bielefield School","=""0830211""",0,"*",60,81,"*",18,135,305
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""",0,11,70,68,0,21,157,327
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""",0,9,72,55,0,12,185,333
"Middletown School District","=""0830011""","Lawrence School","=""0831311""",0,45,54,33,0,24,171,327
"Middletown School District","=""0830011""","MacDonough School","=""0830911""","*","*",75,99,0,13,70,262
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","*",70,302,176,"*",26,727,1307
"Middletown School District","=""0830011""","Moody School","=""0831211""","*",15,32,23,0,"*",202,290
"Middletown School District","=""0830011""","Snow School","=""0831111""",0,21,81,58,0,30,172,362
"Middletown School District","=""0830011""","Spencer School","=""0830111""",0,15,53,41,0,16,221,346
"Middletown School District","=""0830011""","Transition to Life Center","=""0839111""",0,"*","*","*",0,0,10,14
"Middletown School District","=""0830011""","Wesley School","=""0831411""",0,"*",67,42,"*",17,188,329
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""","*",24,153,100,0,"*",379,678
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""","*",13,"*",16,0,0,231,269
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""","*",17,26,11,0,"*",435,492
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""",0,61,31,"*","*",0,492,614
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""","*",31,30,35,"*",0,302,400
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","*",62,"*",88,0,0,789,1001
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","*",45,26,56,0,"*",865,1000
"Milford School District","=""0840011""","Live Oaks School","=""0841611""","*",28,10,9,0,"*",257,307
"Milford School District","=""0840011""","Mathewson School","=""0841711""","*",88,"*",30,0,0,273,406
"Milford School District","=""0840011""","Meadowside School","=""0840711""",0,67,22,"*","*",0,344,447
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""",0,33,"*",14,0,"*",333,395
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""",0,28,15,22,0,0,291,356
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""","*",27,31,26,"*",0,305,392
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""",0,43,"*",46,0,"*",448,564
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""","*",18,"*",30,0,12,454,523
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""","*",31,"*",55,0,29,723,853
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","*",45,22,90,0,"*",1054,1227
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""","*",11,"*",29,0,6,320,370
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""","*",22,"*",27,0,13,434,503
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""",6,9,"*",37,"*",49,260,364
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""","*",53,19,63,"*",52,400,597
"Montville School District","=""0860011""","Mohegan School","=""0860111""",9,67,12,29,0,48,203,368
"Montville School District","=""0860011""","Montville High School","=""0866111""","*",72,30,51,"*",43,512,721
"Montville School District","=""0860011""","Oakdale School","=""0860511""",6,20,10,28,0,37,272,373
"Montville School District","=""0860011""","Palmer Academy","=""0869011""",0,0,0,"*",0,"*",18,23
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""",0,13,21,61,0,16,136,247
"Naugatuck School District","=""0880011""","Central Avenue Preschool","=""0888211""",0,0,"*","*",0,"*",12,20
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""","*",23,54,128,"*",28,467,703
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""",0,13,14,54,0,12,159,252
"Naugatuck School District","=""0880011""","Head Start","=""0888111""",0,6,11,25,0,10,67,119
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""",0,7,21,79,0,17,290,414
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""","*",13,21,68,0,"*",237,353
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""","*",27,32,85,0,"*",359,521
