"Student Counts by School and English Learner Status"
"All Districts, All Schools"
"2009-10"

"",,,,"English Learner Status",,
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""",340,31,371
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",293,50,343
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",170,49,219
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""",430,25,455
"Greenwich School District","=""0570011""","North Street School","=""0570811""",468,18,486
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""",427,18,445
"Greenwich School District","=""0570011""","Parkway School","=""0571111""",307,12,319
"Greenwich School District","=""0570011""","Riverside School","=""0571011""",467,35,502
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",459,31,490
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",892,21,913
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","*","*",740
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""","*","*",407
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",350,0,350
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",451,20,471
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""","*","*",380
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",377,11,388
"Groton School District","=""0590011""","Fitch Middle School","=""0595111""","*","*",409
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""","*","*",338
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",437,0,437
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""","*","*",312
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",1287,19,1306
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""","*","*",362
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",264,12,276
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""","*","*",544
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",311,10,321
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""",322,10,332
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""","*","*",619
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","*","*",1115
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",426,7,433
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",341,6,347
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""",96,0,96
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",446,11,457
"Hamden School District","=""0620011""","Church Street School","=""0620211""",362,49,411
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",309,17,326
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",1944,28,1972
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",865,16,881
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",275,24,299
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",288,26,314
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",268,45,313
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",350,8,358
"Hamden School District","=""0620011""","West Woods School","=""0621411""",485,27,512
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""","*","*",143
"Hartford School District","=""0640011""","Asian Studies Academy at Bellizzi School","=""0640711""",218,110,328
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",516,52,568
"Hartford School District","=""0640011""","Betances Early Reading Lab Magnet School","=""0642811""",232,113,345
"Hartford School District","=""0640011""","Breakthrough II Magnet School","=""0643511""","*","*",129
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""","*","*",352
"Hartford School District","=""0640011""","Bulkeley High School","=""0647111""",447,123,570
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""",567,199,766
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""",323,261,584
"Hartford School District","=""0640011""","Burr School","=""0642311""",435,190,625
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""",269,7,276
"Hartford School District","=""0640011""","Clark School","=""0642411""",379,37,416
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""",694,19,713
"Hartford School District","=""0640011""","Culinary Arts Academy at Weaver High School","=""0646011""",242,23,265
"Hartford School District","=""0640011""","Dr. Joseph Bellizzi Middle School","=""0645311""",298,137,435
"Hartford School District","=""0640011""","Environmental Sciences Magnet at Hooker School","=""0640911""",279,66,345
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""",469,141,610
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""",355,21,376
"Hartford School District","=""0640011""","HPHS Engineering and Green Technology Academy","=""0647211""",274,104,378
"Hartford School District","=""0640011""","HPHS Freshmen Academy","=""0647311""",267,106,373
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""",296,75,371
"Hartford School District","=""0640011""","HPHS Nursing and Health Sciences Academy","=""0647511""",305,89,394
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""",558,53,611
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Elementary)","=""0649011""","*","*",35
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Secondary)","=""0649111""",61,14,75
"Hartford School District","=""0640011""","High School, Inc.","=""0647611""",155,42,197
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""",154,11,165
"Hartford School District","=""0640011""","Kennelly School","=""0641011""",621,174,795
"Hartford School District","=""0640011""","Kinsella Magnet School of Performing Arts","=""0641111""",558,60,618
"Hartford School District","=""0640011""","M. D. Fox School","=""0640811""",594,207,801
"Hartford School District","=""0640011""","M. L. King, Jr. School","=""0641611""",499,13,512
"Hartford School District","=""0640011""","McDonough Middle School","=""0641211""",248,110,358
"Hartford School District","=""0640011""","Milner School","=""0641911""",324,76,400
"Hartford School District","=""0640011""","Montessori Magnet at Fisher School","=""0643711""",149,0,149
"Hartford School District","=""0640011""","Naylor/CCSU Leadership Academy","=""0641411""",566,136,702
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""",74,16,90
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",390,124,514
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""",327,24,351
"Hartford School District","=""0640011""","Quirk Middle School","=""0645211""",159,84,243
"Hartford School District","=""0640011""","Rawson School","=""0641711""",723,11,734
"Hartford School District","=""0640011""","SAND School","=""0640111""",329,84,413
"Hartford School District","=""0640011""","STEM Magnet at Fisher School","=""0642511""",247,6,253
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",291,202,493
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",414,23,437
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",563,39,602
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""","*","*",362
"Hartford School District","=""0640011""","Weaver High School","=""0646311""",325,10,335
"Hartford School District","=""0640011""","Webster Micro Society Magnet School","=""0642011""",590,29,619
"Hartford School District","=""0640011""","West Middle School","=""0642111""",520,178,698
"Hartford School District","=""0640011""","Wish Museum School","=""0642211""",333,93,426
"Hartland School District","=""0650011""","Hartland School","=""0650111""",227,0,227
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""","*","*",504
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""",668,0,668
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""",303,0,303
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",315,15,330
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""",174,8,182
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""",434,0,434
"Kent School District","=""0680011""","Kent Center School","=""0680111""","*","*",282
"Killingly School District","=""0690011""","Goodyear Early Childhood Center","=""0698011""",98,0,98
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""",489,13,502
"Killingly School District","=""0690011""","Killingly High School","=""0696111""",782,7,789
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""",775,15,790
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""",478,24,502
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""",43,24,67
"Learn","=""2450014""","Learn Special Education","=""2459014""",33,0,33
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""",434,90,524
"Learn","=""2450014""","The Friendship School","=""2450214""",489,8,497
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""","*","*",494
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""","*","*",404
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""",549,0,549
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""","*","*",219
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""",339,9,348
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""","*","*",315
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""","*","*",405
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""",918,8,926
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""",441,7,448
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""",22,0,22
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""",545,0,545
"Litchfield School District","=""0740011""","Center School","=""0740211""",344,0,344
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","*","*",568
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""","*","*",289
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""",1264,0,1264
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""","*","*",587
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""","*","*",317
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""","*","*",548
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""","*","*",311
"Madison School District","=""0760011""","Town Campus Learning Center","=""0769011""",29,0,29
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""","*","*",608
"Manchester School District","=""0770011""","Nathan Hale School","=""0770911""",235,25,260
"Manchester School District","=""0770011""","Bowers School","=""0770111""",408,23,431
"Manchester School District","=""0770011""","Buckley School","=""0770311""","*","*",345
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""",438,14,452
"Manchester School District","=""0770011""","Highland Park School","=""0770411""",271,7,278
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""",915,34,949
"Manchester School District","=""0770011""","Keeney School","=""0770611""",387,14,401
"Manchester School District","=""0770011""","Manchester High School","=""0776111""",1908,70,1978
"Manchester School District","=""0770011""","Manchester Preschool Center","=""0778011""",161,24,185
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""",98,0,98
"Manchester School District","=""0770011""","Martin School","=""0771611""",248,12,260
"Manchester School District","=""0770011""","Robertson School","=""0771011""",309,26,335
"Manchester School District","=""0770011""","Verplanck School","=""0771211""",250,41,291
"Manchester School District","=""0770011""","Waddell School","=""0771311""",285,26,311
"Manchester School District","=""0770011""","Washington School","=""0771411""",281,29,310
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""","*","*",274
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""","*","*",196
"Mansfield School District","=""0780011""","Mansfield Middle School","=""0785111""",555,8,563
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""","*","*",238
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""",663,6,669
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""",550,60,610
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""",438,20,458
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""",620,60,680
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""",1110,118,1228
"Meriden School District","=""0800011""","Hanover School","=""0800311""",468,85,553
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""",480,64,544
"Meriden School District","=""0800011""","John Barry School","=""0800511""",457,65,522
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""",660,82,742
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""",1054,60,1114
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""",463,63,526
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""",335,176,511
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""",800,73,873
"Middletown School District","=""0830011""","Bielefield School","=""0830211""","*","*",322
"Middletown School District","=""0830011""","DEAL Program","=""0839011""",16,0,16
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""",299,8,307
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""",359,10,369
"Middletown School District","=""0830011""","Lawrence School","=""0831311""","*","*",346
"Middletown School District","=""0830011""","MacDonough School","=""0830911""",204,7,211
"Middletown School District","=""0830011""","Middletown High School","=""0836211""",1310,14,1324
"Middletown School District","=""0830011""","Moody School","=""0831211""",422,16,438
"Middletown School District","=""0830011""","Snow School","=""0831111""","*","*",353
"Middletown School District","=""0830011""","Spencer School","=""0830111""",363,16,379
"Middletown School District","=""0830011""","Wesley School","=""0831411""",364,8,372
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""",732,12,744
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""","*","*",302
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""","*","*",560
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""","*","*",584
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""",347,12,359
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""",994,12,1006
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","*","*",1052
"Milford School District","=""0840011""","Live Oaks School","=""0841611""","*","*",328
"Milford School District","=""0840011""","Mathewson School","=""0841711""",476,12,488
"Milford School District","=""0840011""","Meadowside School","=""0840711""",329,29,358
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""",461,8,469
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""",408,6,414
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""","*","*",290
"Milford School District","=""0840011""","Simon Lake School","=""0841411""",342,17,359
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""",552,8,560
"Monroe School District","=""0850011""","Chalk Hill School","=""0850611""","*","*",577
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""","*","*",530
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""","*","*",677
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","*","*",1302
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""",358,0,358
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""",440,10,450
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""","*","*",364
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""",644,15,659
"Montville School District","=""0860011""","Mohegan School","=""0860111""",356,56,412
"Montville School District","=""0860011""","Montville High School","=""0866111""",771,21,792
"Montville School District","=""0860011""","Oakdale School","=""0860511""",434,7,441
"Montville School District","=""0860011""","Palmer Academy","=""0869011""",21,0,21
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""",201,26,227
"Naugatuck School District","=""0880011""","Central Avenue School","=""0880111""",266,18,284
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""",456,15,471
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""",379,9,388
"Naugatuck School District","=""0880011""","Head Start","=""0888111""",104,0,104
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""",352,16,368
"Naugatuck School District","=""0880011""","Hillside Middle School","=""0885211""",288,18,306
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""",314,6,320
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""",440,19,459
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""",1397,37,1434
"Naugatuck School District","=""0880011""","Salem School","=""0880611""",217,29,246
"Naugatuck School District","=""0880011""","Western School","=""0880711""",262,12,274
"New Beginnings Inc Family Academy District","=""2800013""","New Beginnings Inc Family Academy","=""2800113""",360,0,360
"New Britain School District","=""0890011""","Academic Extension Center","=""0899211""",15,6,21
"New Britain School District","=""0890011""","Behavior Support Program","=""0899311""","*","*",12
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""",443,32,475
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""",452,342,794
"New Britain School District","=""0890011""","Gaffney School","=""0890511""",487,35,522
"New Britain School District","=""0890011""","Holmes School","=""0890611""",337,131,468
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""",155,0,155
"New Britain School District","=""0890011""","Jefferson School","=""0890711""",347,76,423
"New Britain School District","=""0890011""","Lincoln School","=""0890811""",453,158,611
"New Britain School District","=""0890011""","New Britain High School","=""0896111""",2340,419,2759
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""","*","*",36
"New Britain School District","=""0890011""","Northend School","=""0890911""",282,14,296
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""",432,217,649
"New Britain School District","=""0890011""","Roosevelt Middle School","=""0895111""",390,52,442
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""",637,79,716
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""",678,33,711
"New Britain School District","=""0890011""","Smith School","=""0891311""",577,34,611
"New Britain School District","=""0890011""","Vance School","=""0891511""",503,20,523
"New Canaan School District","=""0900011""","East School","=""0900411""",531,8,539
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","*","*",1287
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""","*","*",1218
"New Canaan School District","=""0900011""","South School","=""0900211""",533,8,541
"New Canaan School District","=""0900011""","West School","=""0900311""","*","*",492
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""",632,17,649
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""",630,7,637
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","*","*",1020
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""","*","*",723
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""",361,0,361
"New Hartford School District","=""0920011""","Bakerville Consolidated School","=""0920111""",154,0,154
"New Hartford School District","=""0920011""","Bridges I","=""0929011""",6,0,6
"New Hartford School District","=""0920011""","New Hartford Elementary School","=""0920211""",110,0,110
"New Haven School District","=""0930011""","Edgewood School","=""0931211""","*","*",459
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",501,32,533
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""",452,73,525
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""",488,16,504
"New Haven School District","=""0930011""","Beecher School","=""0930311""",463,15,478
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""",458,38,496
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""",459,14,473
"New Haven School District","=""0930011""","Bishop Woods Architecture and Design Magnet School","=""0934311""",410,37,447
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""",446,19,465
"New Haven School District","=""0930011""","Clarence Rogers School","=""0930511""",143,7,150
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""",306,149,455
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""",235,192,427
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""",571,64,635
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""",531,10,541
"New Haven School District","=""0930011""","Cortlandt V.R. Creed Health and Sport Sciences High School","=""0936811""","*","*",192
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""","*","*",413
"New Haven School District","=""0930011""","Dwight Early Childhood Program","=""0938211""",47,0,47
"New Haven School District","=""0930011""","Early Learning Center","=""0938111""",118,0,118
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""",413,90,503
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","*","*",158
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""",352,267,619
"New Haven School District","=""0930011""","Headstart","=""0938011""",441,0,441
"New Haven School District","=""0930011""","Helene Grant HeadStart","=""0938311""",274,0,274
"New Haven School District","=""0930011""","High School In The Community","=""0936611""",305,22,327
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""",209,156,365
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""",668,31,699
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""",871,77,948
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",399,133,532
"New Haven School District","=""0930011""","John S. Martinez Sea and Sky STEM School","=""0930811""",411,177,588
"New Haven School District","=""0930011""","Katherine Brennan School","=""0930411""","*","*",176
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""",468,7,475
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",317,0,317
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""",532,64,596
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""",177,7,184
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""",228,11,239
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""","*","*",26
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""",168,22,190
"New Haven School District","=""0930011""","Roberto Clemente Leadership Academy for Global Awareness","=""0934211""",338,45,383
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",486,50,536
"New Haven School District","=""0930011""","Sound School","=""0936711""",318,10,328
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""",238,29,267
"New Haven School District","=""0930011""","Truman School","=""0932911""",370,179,549
"New Haven School District","=""0930011""","Urban Youth Center Middle School","=""0939011""","*","*",34
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""",214,16,230
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""","*","*",461
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""",1362,258,1620
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",394,39,433
"New London School District","=""0950011""","Jennings School","=""0950311""",275,269,544
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""",482,128,610
"New London School District","=""0950011""","Harbor School","=""0950211""",275,13,288
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""",245,28,273
"New London School District","=""0950011""","New London Clinical Day Program","=""0959111""","*","*",22
"New London School District","=""0950011""","New London High School","=""0956111""",765,170,935
"New London School District","=""0950011""","Shoreline Academy","=""0950511""",90,13,103
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""",200,24,224
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""",419,30,449
"New Milford School District","=""0960011""","John Pettibone School","=""0960711""",420,28,448
"New Milford School District","=""0960011""","Litchfield Hills Transition Center","=""0969011""",7,0,7
"New Milford School District","=""0960011""","New Milford High School","=""0966111""",1547,19,1566
"New Milford School District","=""0960011""","Northville Elementary School","=""0960811""",527,7,534
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""",1059,27,1086
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""",762,12,774
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""",422,23,445
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""",295,13,308
"Newington School District","=""0940011""","John Paterson School","=""0940811""",466,24,490
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",707,21,728
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",614,19,633
"Newington School District","=""0940011""","Newington High School","=""0946111""",1446,22,1468
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""",374,21,395
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""","*","*",420
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""","*","*",375
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""","*","*",495
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","*","*",1731
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""","*","*",896
"Newtown School District","=""0970011""","Newtown Preschool","=""0978011""",87,0,87
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""",861,0,861
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""","*","*",625
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""",137,0,137
"Norfolk School District","=""0980011""","Bridges II","=""0989211""","*",0,"*"
"Norfolk School District","=""0980011""","IEP Program","=""0989011""","*",0,"*"
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""","*","*",327
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","*","*",686
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""",602,7,609
"North Branford School District","=""0990011""","Stanley T. Williams School","=""0990511""","*","*",251
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""","*","*",465
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",322,6,328
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""",388,8,396
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""",386,7,393
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""",404,11,415
"North Haven School District","=""1010011""","North Haven High School","=""1016111""",1175,6,1181
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""","*","*",872
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""",414,14,428
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""",383,0,383
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""",226,0,226
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""","*","*",182
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""",1576,118,1694
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""",381,102,483
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""",329,19,348
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""",433,48,481
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""",421,39,460
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""",430,109,539
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""",399,84,483
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""",372,85,457
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""",384,53,437
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""",549,39,588
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""",1405,98,1503
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","*","*",99
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""",624,62,686
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""",359,41,400
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""",428,40,468
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""",222,115,337
"Norwalk School District","=""1030011""","Tracey School","=""1031411""",312,89,401
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""",592,71,663
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""",288,41,329
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""",2336,85,2421
"Norwich School District","=""1040011""","Bishop School Early Learning Center","=""1040111""",157,16,173
"Norwich School District","=""1040011""","Deborah-Tennant Zinewicz  School","=""1049111""","*","*",47
"Norwich School District","=""1040011""","Greeneville School","=""1040611""",275,53,328
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""","*","*",19
