"Student Counts by School and English Learner Status"
"All Districts, All Schools"
"2013-14"

"",,,,"English Learner Status",,
"West Hartford School District","=""1550011""","Norfeldt School","=""1551011""",350,21,371
"West Hartford School District","=""1550011""","Sedgwick Middle School","=""1555211""",804,35,839
"West Hartford School District","=""1550011""","Strive-West Hartford","=""1559211""","*","*",28
"West Hartford School District","=""1550011""","WAAVE (W Hartford Applied Academic/Voc'l Experience)","=""1559011""",8,0,8
"West Hartford School District","=""1550011""","Webster Hill School","=""1551211""",397,58,455
"West Hartford School District","=""1550011""","Whiting Lane School","=""1551311""",478,42,520
"West Hartford School District","=""1550011""","Wolcott School","=""1551511""",458,38,496
"West Haven School District","=""1560011""","Washington School","=""1561211""",385,97,482
"West Haven School District","=""1560011""","Alma E. Pagels School","=""1560811""",334,31,365
"West Haven School District","=""1560011""","Carrigan 5/6 Intermediate School","=""1565311""",784,78,862
"West Haven School District","=""1560011""","Edith E. Mackrille School","=""1560611""",331,25,356
"West Haven School District","=""1560011""","Forest School","=""1560311""",363,103,466
"West Haven School District","=""1560011""","Harry M. Bailey Middle School","=""1565111""",817,49,866
"West Haven School District","=""1560011""","Life Skills","=""1560111""",6,0,6
"West Haven School District","=""1560011""","Savin Rock Community School","=""1561411""",369,130,499
"West Haven School District","=""1560011""","Seth G. Haley School","=""1560411""",408,76,484
"West Haven School District","=""1560011""","West Haven High School","=""1566111""",1473,92,1565
"Westbrook School District","=""1540011""","Daisy Ingraham School","=""1540211""",275,18,293
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""",271,6,277
"Westbrook School District","=""1540011""","Westbrook Middle School","=""1545111""","*","*",262
"Weston School District","=""1570011""","Hurlbutt Elementary School","=""1570111""",461,6,467
"Weston School District","=""1570011""","Weston High School","=""1576111""","*","*",775
"Weston School District","=""1570011""","Weston Intermediate School","=""1570211""","*","*",551
"Weston School District","=""1570011""","Weston Middle School","=""1575111""","*","*",617
"Westport School District","=""1580011""","Bedford Middle School","=""1585111""",850,8,858
"Westport School District","=""1580011""","Coleytown Elementary School","=""1580311""","*","*",451
"Westport School District","=""1580011""","Coleytown Middle School","=""1585311""","*","*",533
"Westport School District","=""1580011""","Green's Farms School","=""1580411""",437,9,446
"Westport School District","=""1580011""","King's Highway Elementary School","=""1580511""","*","*",498
"Westport School District","=""1580011""","Long Lots School","=""1580711""",568,10,578
"Westport School District","=""1580011""","Saugatuck Elementary School","=""1580811""",517,6,523
"Westport School District","=""1580011""","Staples High School","=""1586111""",1824,10,1834
"Westport School District","=""1580011""","Stepping Stones Preschool","=""1588011""",41,0,41
"Wethersfield School District","=""1590011""","Alfred W. Hanmer School","=""1590811""",321,38,359
"Wethersfield School District","=""1590011""","Charles Wright School","=""1591011""",272,35,307
"Wethersfield School District","=""1590011""","Emerson-Williams School","=""1590211""",409,30,439
"Wethersfield School District","=""1590011""","Highcrest School","=""1591111""",407,21,428
"Wethersfield School District","=""1590011""","Samuel B. Webb Elementary School","=""1591211""",356,26,382
"Wethersfield School District","=""1590011""","Silas Deane Middle School","=""1595211""",581,18,599
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""",1152,35,1187
"Willington School District","=""1600011""","Center School","=""1600111""",193,0,193
"Willington School District","=""1600011""","Hall Memorial School","=""1605111""","*","*",264
"Wilton School District","=""1610011""","Middlebrook School","=""1615211""","*","*",1057
"Wilton School District","=""1610011""","Cider Mill School","=""1610711""","*","*",1018
"Wilton School District","=""1610011""","Miller-Driscoll School","=""1610511""","*","*",885
"Wilton School District","=""1610011""","Wilton High School","=""1616111""","*","*",1318
"Winchester School District","=""1620011""","Batcheller Early Education Center","=""1620411""",211,9,220
"Winchester School District","=""1620011""","Mary P. Hinsdale School","=""1620211""",222,10,232
"Winchester School District","=""1620011""","Pearson Middle School","=""1625111""","*","*",165
"Winchester School District","=""1620011""","WISE Academy","=""1620111""",9,0,9
"Windham School District","=""1630011""","Charles H. Barrows STEM Academy","=""1630411""",264,36,300
"Windham School District","=""1630011""","Early Headstart","=""1638011""",22,0,22
"Windham School District","=""1630011""","Natchaug School","=""1630111""",230,114,344
"Windham School District","=""1630011""","North Windham School","=""1630311""",335,131,466
"Windham School District","=""1630011""","W. B. Sweeney School","=""1630611""",202,91,293
"Windham School District","=""1630011""","Windham Center School","=""1630511""",222,81,303
"Windham School District","=""1630011""","Windham Early Childhood Prospect Street","=""1638311""",229,0,229
"Windham School District","=""1630011""","Windham High School","=""1636111""",462,162,624
"Windham School District","=""1630011""","Windham Middle School","=""1635111""",507,158,665
"Windsor Locks School District","=""1650011""","North Street School","=""1650111""",375,34,409
"Windsor Locks School District","=""1650011""","South Elementary School","=""1650411""",363,16,379
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""",516,7,523
"Windsor Locks School District","=""1650011""","Windsor Locks Middle School","=""1655111""",346,9,355
"Windsor School District","=""1640011""","Clover Street School","=""1640111""",246,12,258
"Windsor School District","=""1640011""","John F. Kennedy School","=""1640811""",409,17,426
"Windsor School District","=""1640011""","Oliver Ellsworth School","=""1640911""",422,29,451
"Windsor School District","=""1640011""","Poquonock Elementary School","=""1640511""",231,18,249
"Windsor School District","=""1640011""","Sage Park Middle School","=""1645311""",704,21,725
"Windsor School District","=""1640011""","Windsor High School","=""1646111""",1117,23,1140
"Wolcott School District","=""1660011""","Alcott School","=""1660611""","*","*",280
"Wolcott School District","=""1660011""","Frisbie School","=""1660211""",326,16,342
"Wolcott School District","=""1660011""","Tyrrell Middle School","=""1665111""","*","*",656
"Wolcott School District","=""1660011""","Wakelee School","=""1660511""",346,13,359
"Wolcott School District","=""1660011""","Wolcott High School","=""1666111""","*","*",846
"Woodbridge School District","=""1670011""","Beecher Road School","=""1670311""",751,17,768
"Woodstock Academy District","=""9030022""","Woodstock Academy","=""9036122""","*","*",1033
"Woodstock School District","=""1690011""","Woodstock Elementary School","=""1690211""",473,0,473
"Woodstock School District","=""1690011""","Woodstock Middle School","=""1695111""",426,0,426

