"Student Counts by School and Grade"
"All Districts, All Schools"
"2009-10"

"",,,,"Grade",,,,,,,,,,,,,,
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""",0,65,68,64,73,70,71,0,0,0,0,0,0,0,411
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""",0,73,63,43,48,50,57,0,0,0,0,0,0,0,334
"East Hartford School District","=""0430011""","Woodland School","=""0439011""",0,0,"*","*",9,12,12,12,16,22,19,31,25,15,184
"East Hartford School District","=""0430011""","Sunset Ridge Middle School","=""0432411""",0,0,0,0,0,0,0,462,0,0,0,0,0,0,462
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""",0,0,0,0,0,0,0,0,468,437,0,0,0,0,905
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""",0,0,0,0,0,0,0,0,0,0,56,46,37,28,167
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""",0,0,0,0,0,0,0,0,0,0,573,436,432,462,1903
"East Hartford School District","=""0430011""","Stevens Alternate High School","=""0436411""",0,0,0,0,0,0,0,0,0,0,11,33,43,30,117
"East Haven School District","=""0440011""","D. C. Moore School","=""0441411""",13,0,40,39,34,30,40,30,0,0,0,0,0,0,226
"East Haven School District","=""0440011""","Hays School","=""0441911""",47,107,0,0,0,0,0,0,0,0,0,0,0,0,154
"East Haven School District","=""0440011""","Overbrook Elementary School","=""0441811""",49,133,0,0,0,0,0,0,0,0,0,0,0,0,182
"East Haven School District","=""0440011""","Deer Run School","=""0440111""",0,0,65,63,43,60,57,56,0,0,0,0,0,0,344
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""",0,0,36,37,32,33,24,35,0,0,0,0,0,0,197
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""",0,0,46,42,37,33,36,39,0,0,0,0,0,0,233
"East Haven School District","=""0440011""","Momauguin School","=""0440711""",0,0,32,44,38,30,38,30,0,0,0,0,0,0,212
"East Haven School District","=""0440011""","Robert W. Carbone School","=""0441611""",0,0,41,48,40,41,43,48,0,0,0,0,0,0,261
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""",0,0,0,0,20,40,42,43,45,47,0,0,0,0,237
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""",0,0,0,0,0,0,0,0,228,246,0,0,0,0,474
"East Haven School District","=""0440011""","Pathways","=""0449011""",0,0,0,0,0,0,0,0,"*","*","*",6,13,7,32
"East Haven School District","=""0440011""","East Haven High School","=""0446111""",0,0,0,0,0,0,0,0,0,0,233,209,275,251,968
"East Lyme School District","=""0450011""","Integrated Preschool","=""0458011""",47,0,0,0,0,0,0,0,0,0,0,0,0,0,47
"East Lyme School District","=""0450011""","Flanders School","=""0450111""",0,72,80,68,75,84,0,0,0,0,0,0,0,0,379
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""",0,64,64,87,81,71,0,0,0,0,0,0,0,0,367
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""",0,43,49,48,47,50,0,0,0,0,0,0,0,0,237
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""",0,0,0,0,0,0,203,205,212,223,0,0,0,0,843
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""",0,0,0,0,0,0,0,0,0,0,292,288,325,316,1221
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""",66,101,95,108,108,123,0,0,0,0,0,0,0,0,601
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",0,0,0,0,0,0,99,103,"*",108,0,0,0,"*",402
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""",0,0,0,0,0,0,0,0,0,0,93,98,88,97,376
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",16,15,15,10,22,15,23,18,20,16,0,0,0,0,170
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""",31,89,105,115,126,125,139,0,0,0,0,0,0,0,730
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""",0,0,0,0,0,0,0,122,136,126,0,0,0,0,384
"EdAdvance","=""2420014""","EdAdvance Headstart","=""2428014""",173,0,0,0,0,0,0,0,0,0,0,0,0,0,173
"EdAdvance","=""2420014""","The ACCESS School at The Danuta M. Thibodeau Education Center","=""2429014""",0,0,0,0,"*",0,"*","*","*","*","*","*","*",6,27
"Ellington School District","=""0480011""","Center School","=""0480111""",43,61,87,80,65,67,0,0,0,0,0,0,0,0,403
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""",0,42,45,47,46,41,0,0,0,0,0,0,0,0,221
"Ellington School District","=""0480011""","Windermere School","=""0480611""",0,102,70,86,99,90,0,0,0,0,0,0,0,0,447
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""",0,0,0,0,0,0,223,191,0,0,0,0,0,0,414
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""",0,0,0,0,0,0,0,0,206,199,0,0,0,0,405
"Ellington School District","=""0480011""","Ellington High School","=""0486111""",0,0,0,0,0,0,0,0,0,0,213,195,173,196,777
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""",59,41,52,51,52,62,51,56,0,0,0,0,0,0,424
"Enfield School District","=""0490011""","Enfield Street School","=""0490211""",29,51,52,48,46,47,38,45,0,0,0,0,0,0,356
"Enfield School District","=""0490011""","Head Start Program","=""0498011""",104,0,0,0,0,0,0,0,0,0,0,0,0,0,104
"Enfield School District","=""0490011""","Nathan Hale School","=""0491111""",0,25,35,29,46,44,39,41,0,0,0,0,0,0,259
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""",0,49,51,49,50,43,48,53,0,0,0,0,0,0,343
"Enfield School District","=""0490011""","Harriet Beecher Stowe School","=""0491211""",0,33,32,43,39,34,37,40,0,0,0,0,0,0,258
"Enfield School District","=""0490011""","Hazardville Memorial School","=""0490411""",0,51,46,53,45,63,60,53,0,0,0,0,0,0,371
"Enfield School District","=""0490011""","Henry Barnard School","=""0491811""",0,80,57,61,57,48,59,66,0,0,0,0,0,0,428
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""",0,53,56,52,52,54,70,66,0,0,0,0,0,0,403
"Enfield School District","=""0490011""","Thomas G. Alcorn School","=""0491711""",0,53,50,45,39,40,35,31,0,0,0,0,0,0,293
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""",0,0,0,0,0,0,0,0,419,453,0,0,0,0,872
"Enfield School District","=""0490011""","Enfield High School","=""0496111""",0,0,0,0,0,0,0,0,0,0,201,194,244,184,823
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""",0,0,0,0,0,0,0,0,0,0,311,305,307,235,1158
"Enfield School District","=""0490011""","Enfield Transitional Learning Academy","=""0499011""",0,0,0,0,0,0,0,0,0,0,0,0,0,"*","*"
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""",33,84,81,76,72,94,85,68,0,0,0,0,0,0,593
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""",20,56,83,55,60,74,71,0,0,0,0,0,0,0,419
"Fairfield School District","=""0510011""","Early Childhood Center","=""0518011""",135,0,0,0,0,0,0,0,0,0,0,0,0,0,135
"Fairfield School District","=""0510011""","McKinley School","=""0510611""",20,67,62,61,86,66,89,0,0,0,0,0,0,0,451
"Fairfield School District","=""0510011""","Jennings School","=""0511711""",0,50,52,61,67,69,53,0,0,0,0,0,0,0,352
"Fairfield School District","=""0510011""","Sherman School","=""0511311""",0,86,68,77,86,63,94,0,0,0,0,0,0,0,474
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""",0,43,44,59,54,58,58,0,0,0,0,0,0,0,316
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""",0,47,54,58,64,54,58,0,0,0,0,0,0,0,335
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""",0,84,71,78,82,89,74,0,0,0,0,0,0,0,478
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""",0,64,87,79,91,78,79,0,0,0,0,0,0,0,478
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""",0,95,98,88,95,90,85,0,0,0,0,0,0,0,551
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""",0,67,71,69,81,98,80,0,0,0,0,0,0,0,466
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""",0,63,108,68,87,87,79,0,0,0,0,0,0,0,492
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""",0,0,0,0,0,0,0,241,215,216,0,0,0,0,672
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""",0,0,0,0,0,0,0,351,299,316,0,0,0,0,966
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""",0,0,0,0,0,0,0,263,252,258,0,0,0,0,773
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""",0,0,0,0,0,0,0,0,0,0,396,359,344,353,1452
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""",0,0,0,0,0,0,0,0,0,0,320,332,301,345,1298
"Farmington School District","=""0520011""","Farmington Collaborative PK","=""0528011""",67,0,0,0,0,0,0,0,0,0,0,0,0,0,67
"Farmington School District","=""0520011""","East Farms School","=""0520411""",0,79,87,101,86,85,0,0,0,0,0,0,0,0,438
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""",0,67,74,62,72,60,0,0,0,0,0,0,0,0,335
"Farmington School District","=""0520011""","Union School","=""0520111""",0,62,56,54,63,59,0,0,0,0,0,0,0,0,294
"Farmington School District","=""0520011""","West District School","=""0520311""",0,70,78,65,60,77,0,0,0,0,0,0,0,0,350
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""",0,0,0,0,0,0,316,342,0,0,0,0,0,0,658
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""",0,0,0,0,0,0,0,0,337,349,0,0,0,0,686
"Farmington School District","=""0520011""","Farmington High School","=""0526111""",0,0,0,0,0,0,0,0,0,0,341,307,329,347,1324
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""",30,17,18,19,24,28,21,18,19,30,0,0,0,0,224
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""",46,72,71,81,79,75,65,0,0,0,0,0,0,0,489
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""",21,91,107,101,116,99,110,0,0,0,0,0,0,0,645
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""",0,75,92,102,96,82,88,0,0,0,0,0,0,0,535
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""",0,39,49,54,57,60,59,0,0,0,0,0,0,0,318
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""",0,80,88,91,78,101,94,0,0,0,0,0,0,0,532
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""",0,71,85,91,100,92,87,0,0,0,0,0,0,0,526
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""",0,0,0,0,0,0,0,541,0,0,0,0,0,0,541
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""",0,0,0,0,0,0,0,0,549,579,0,0,0,0,1128
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""",0,0,0,0,0,0,0,0,0,0,561,519,542,480,2102
"Granby School District","=""0560011""","Frank M. Kearns Primary School","=""0560111""","*",152,"*",164,0,0,0,0,0,0,0,0,0,0,469
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""",0,0,0,0,81,88,73,105,0,0,0,0,0,0,347
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""",0,0,0,0,89,83,93,89,0,0,0,0,0,0,354
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""",0,0,0,0,0,0,0,0,160,194,0,0,0,0,354
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""",0,0,0,0,0,0,0,0,0,0,191,187,194,179,751
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""",13,54,78,58,72,73,69,0,0,0,0,0,0,0,417
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",57,79,57,61,59,44,53,0,0,0,0,0,0,0,410
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",15,35,38,43,35,26,27,0,0,0,0,0,0,0,219
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""","*",80,70,77,78,81,"*",0,0,0,0,0,0,0,455
"Greenwich School District","=""0570011""","North Street School","=""0570811""",26,72,83,73,80,74,78,0,0,0,0,0,0,0,486
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""",34,72,75,60,67,50,87,0,0,0,0,0,0,0,445
"Greenwich School District","=""0570011""","Glenville School","=""0570411""",0,57,46,43,60,39,51,0,0,0,0,0,0,0,296
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""",0,59,58,61,63,70,60,0,0,0,0,0,0,0,371
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",0,61,49,54,57,68,54,0,0,0,0,0,0,0,343
"Greenwich School District","=""0570011""","Parkway School","=""0571111""",0,45,46,57,52,56,63,0,0,0,0,0,0,0,319
"Greenwich School District","=""0570011""","Riverside School","=""0571011""",0,82,86,84,97,77,76,0,0,0,0,0,0,0,502
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""",0,0,0,0,0,0,0,190,210,231,0,0,0,0,631
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""",0,0,0,0,0,0,0,276,256,242,0,0,0,0,774
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",0,0,0,0,0,0,0,165,154,171,0,0,0,0,490
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""",0,0,0,0,0,0,0,0,0,0,710,650,633,695,2688
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",81,115,131,136,148,155,147,0,0,0,0,0,0,0,913
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",0,0,0,0,0,0,0,137,128,142,0,0,0,0,407
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",0,0,0,0,0,0,0,0,0,0,188,191,180,181,740
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",83,61,69,44,54,32,37,0,0,0,0,0,0,0,380
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",62,52,54,47,55,54,64,0,0,0,0,0,0,0,388
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",48,64,68,47,42,36,33,0,0,0,0,0,0,0,338
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",28,76,72,49,72,72,68,0,0,0,0,0,0,0,437
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",37,58,56,49,49,61,52,0,0,0,0,0,0,0,362
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",0,51,51,60,57,40,53,0,0,0,0,0,0,0,312
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",0,104,76,83,84,67,57,0,0,0,0,0,0,0,471
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",0,0,0,0,0,0,0,117,116,117,0,0,0,0,350
"Groton School District","=""0590011""","Fitch Middle School","=""0595111""",0,0,0,0,0,0,0,133,136,140,0,0,0,0,409
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",0,0,0,0,0,0,0,92,80,104,0,0,0,0,276
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",0,0,0,0,0,0,0,0,0,0,327,337,315,327,1306
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",51,59,77,63,89,94,0,0,0,0,0,0,0,0,433
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",0,59,61,69,57,75,0,0,0,0,0,0,0,0,321
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""",0,61,60,77,66,68,0,0,0,0,0,0,0,0,332
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",0,68,74,76,59,70,0,0,0,0,0,0,0,0,347
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",0,0,0,0,0,0,277,267,0,0,0,0,0,0,544
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",0,0,0,0,0,0,0,0,304,315,0,0,0,0,619
"Guilford School District","=""0600011""","Guilford High School","=""0606111""",0,0,0,0,0,0,0,0,0,0,270,289,269,287,1115
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""",96,0,0,0,0,0,0,0,0,0,0,0,0,0,96
"Hamden School District","=""0620011""","Church Street School","=""0620211""",13,51,59,52,52,58,60,66,0,0,0,0,0,0,411
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",15,42,32,43,32,36,41,58,0,0,0,0,0,0,299
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",0,56,62,61,53,88,72,65,0,0,0,0,0,0,457
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",0,37,50,43,42,58,42,54,0,0,0,0,0,0,326
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",0,46,45,48,35,48,53,39,0,0,0,0,0,0,314
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",0,47,47,41,34,48,48,48,0,0,0,0,0,0,313
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",0,74,68,55,46,32,43,40,0,0,0,0,0,0,358
"Hamden School District","=""0620011""","West Woods School","=""0621411""",0,81,80,70,82,74,64,61,0,0,0,0,0,0,512
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",0,0,0,0,0,0,0,0,437,444,0,0,0,0,881
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",0,0,0,0,0,0,0,0,0,0,480,486,505,501,1972
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",20,17,17,17,11,26,19,16,0,0,0,0,0,0,143
"Hartford School District","=""0640011""","Asian Studies Academy at Bellizzi School","=""0640711""",19,89,49,57,64,50,0,0,0,0,0,0,0,0,328
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",18,42,65,65,64,69,70,51,72,52,0,0,0,0,568
"Hartford School District","=""0640011""","Betances Early Reading Lab Magnet School","=""0642811""",28,67,48,45,60,53,44,0,0,0,0,0,0,0,345
"Hartford School District","=""0640011""","Breakthrough II Magnet School","=""0643511""",44,22,21,21,21,0,0,0,0,0,0,0,0,0,129
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""",56,32,33,33,32,34,35,31,33,33,0,0,0,0,352
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""",35,68,68,56,74,66,73,67,77,0,0,0,0,0,584
"Hartford School District","=""0640011""","Burr School","=""0642311""",40,98,81,65,52,49,63,54,73,50,0,0,0,0,625
"Hartford School District","=""0640011""","Clark School","=""0642411""",16,51,56,38,48,44,45,39,45,34,0,0,0,0,416
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""",74,67,60,45,70,61,52,60,75,46,0,0,0,0,610
"Hartford School District","=""0640011""","Kennelly School","=""0641011""",18,71,94,69,98,99,106,75,74,91,0,0,0,0,795
"Hartford School District","=""0640011""","Kinsella Magnet School of Performing Arts","=""0641111""",58,63,69,58,65,64,70,65,52,54,0,0,0,0,618
"Hartford School District","=""0640011""","M. D. Fox School","=""0640811""",35,134,125,123,117,98,106,63,0,0,0,0,0,0,801
"Hartford School District","=""0640011""","M. L. King, Jr. School","=""0641611""",12,45,70,68,80,71,56,63,47,0,0,0,0,0,512
"Hartford School District","=""0640011""","McDonough Middle School","=""0641211""",24,49,53,52,47,43,39,51,0,0,0,0,0,0,358
"Hartford School District","=""0640011""","Milner School","=""0641911""",12,48,49,45,42,46,37,39,44,38,0,0,0,0,400
"Hartford School District","=""0640011""","Montessori Magnet at Fisher School","=""0643711""",102,12,15,12,8,0,0,0,0,0,0,0,0,0,149
"Hartford School District","=""0640011""","Naylor/CCSU Leadership Academy","=""0641411""",36,79,67,68,74,77,86,72,84,59,0,0,0,0,702
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",31,80,76,73,67,71,59,57,0,0,0,0,0,0,514
"Hartford School District","=""0640011""","Rawson School","=""0641711""",29,66,83,79,95,105,73,48,76,80,0,0,0,0,734
"Hartford School District","=""0640011""","SAND School","=""0640111""",31,53,66,59,51,57,42,54,0,0,0,0,0,0,413
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",35,77,83,52,57,80,69,40,0,0,0,0,0,0,493
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",15,43,50,49,49,62,56,44,40,29,0,0,0,0,437
"Hartford School District","=""0640011""","Webster Micro Society Magnet School","=""0642011""",62,67,81,63,62,63,62,52,58,49,0,0,0,0,619
"Hartford School District","=""0640011""","West Middle School","=""0642111""",17,94,102,84,86,78,65,50,61,61,0,0,0,0,698
"Hartford School District","=""0640011""","Wish Museum School","=""0642211""",17,50,48,54,60,52,45,34,44,22,0,0,0,0,426
"Hartford School District","=""0640011""","Environmental Sciences Magnet at Hooker School","=""0640911""",0,39,45,42,43,37,41,28,37,33,0,0,0,0,345
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""",0,73,86,72,0,0,62,83,0,0,0,0,0,0,376
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Elementary)","=""0649011""",0,0,"*","*",7,"*",13,"*",0,0,0,0,0,0,35
"Hartford School District","=""0640011""","STEM Magnet at Fisher School","=""0642511""",0,0,29,28,44,33,33,23,30,33,0,0,0,0,253
"Hartford School District","=""0640011""","Dr. Joseph Bellizzi Middle School","=""0645311""",0,0,0,0,0,0,36,72,172,155,0,0,0,0,435
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""",0,0,0,0,0,0,0,47,44,42,47,37,30,29,276
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""",0,0,0,0,0,0,0,109,115,110,118,105,88,68,713
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""",0,0,0,0,0,0,0,205,202,204,0,0,0,0,611
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Secondary)","=""0649111""",0,0,0,0,0,0,0,8,11,10,13,15,8,10,75
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",0,0,0,0,0,0,0,0,82,84,119,131,107,79,602
"Hartford School District","=""0640011""","Quirk Middle School","=""0645211""",0,0,0,0,0,0,0,0,0,243,0,0,0,0,243
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""",0,0,0,0,0,0,0,0,0,0,539,227,0,0,766
"Hartford School District","=""0640011""","Culinary Arts Academy at Weaver High School","=""0646011""",0,0,0,0,0,0,0,0,0,0,90,47,61,67,265
"Hartford School District","=""0640011""","HPHS Engineering and Green Technology Academy","=""0647211""",0,0,0,0,0,0,0,0,0,0,12,129,142,95,378
"Hartford School District","=""0640011""","HPHS Freshmen Academy","=""0647311""",0,0,0,0,0,0,0,0,0,0,373,0,0,0,373
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""",0,0,0,0,0,0,0,0,0,0,16,149,113,93,371
"Hartford School District","=""0640011""","HPHS Nursing and Health Sciences Academy","=""0647511""",0,0,0,0,0,0,0,0,0,0,25,141,117,111,394
"Hartford School District","=""0640011""","High School, Inc.","=""0647611""",0,0,0,0,0,0,0,0,0,0,130,67,0,0,197
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""",0,0,0,0,0,0,0,0,0,0,75,90,0,0,165
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""",0,0,0,0,0,0,0,0,0,0,55,23,"*","*",90
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""",0,0,0,0,0,0,0,0,0,0,84,99,86,82,351
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""",0,0,0,0,0,0,0,0,0,0,142,91,73,56,362
"Hartford School District","=""0640011""","Bulkeley High School","=""0647111""",0,0,0,0,0,0,0,0,0,0,0,0,325,245,570
"Hartford School District","=""0640011""","Weaver High School","=""0646311""",0,0,0,0,0,0,0,0,0,0,0,0,183,152,335
"Hartland School District","=""0650011""","Hartland School","=""0650111""",20,30,30,21,21,17,25,19,18,26,0,0,0,0,227
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""",78,120,151,155,0,0,0,0,0,0,0,0,0,0,504
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""",0,0,0,0,146,189,173,160,0,0,0,0,0,0,668
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""",42,40,39,40,39,34,17,17,18,17,0,0,0,0,303
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",33,33,32,34,33,33,33,33,31,35,0,0,0,0,330
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""",44,47,43,44,46,47,43,36,41,43,0,0,0,0,434
"Kent School District","=""0680011""","Kent Center School","=""0680111""",8,36,39,29,33,28,30,22,28,29,0,0,0,0,282
"Killingly School District","=""0690011""","Goodyear Early Childhood Center","=""0698011""",98,0,0,0,0,0,0,0,0,0,0,0,0,0,98
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""",0,102,102,98,93,107,0,0,0,0,0,0,0,0,502
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""",0,90,110,85,107,110,0,0,0,0,0,0,0,0,502
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""",0,0,0,0,0,0,185,208,187,210,0,0,0,0,790
"Killingly School District","=""0690011""","Killingly High School","=""0696111""",0,0,0,0,0,0,0,0,0,0,222,190,178,199,789
"Learn","=""2450014""","Learn Special Education","=""2459014""","*",0,0,"*","*",6,"*",7,"*","*","*","*",0,"*",33
"Learn","=""2450014""","The Friendship School","=""2450214""",343,154,0,0,0,0,0,0,0,0,0,0,0,0,497
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""",0,93,91,83,93,83,81,0,0,0,0,0,0,0,524
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""",0,0,0,0,0,0,0,24,17,26,0,0,0,0,67
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""",52,79,88,85,96,94,0,0,0,0,0,0,0,0,494
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""",0,0,0,0,0,0,96,100,100,108,0,0,0,0,404
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""",0,0,0,0,0,0,0,0,0,0,116,138,163,132,549
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""",54,38,42,42,42,42,45,43,0,0,0,0,0,0,348
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""",0,72,78,69,0,0,0,0,0,0,0,0,0,0,219
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""",0,55,65,53,54,53,57,68,0,0,0,0,0,0,405
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""",0,0,0,0,68,79,72,96,0,0,0,0,0,0,315
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""",0,0,0,0,0,0,0,0,222,226,0,0,0,0,448
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""",0,0,0,0,0,0,0,0,0,0,236,212,237,241,926
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""",46,41,50,40,54,49,56,66,67,76,0,0,0,0,545
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""",0,0,0,0,0,0,0,0,0,0,12,"*","*","*",22
"Litchfield School District","=""0740011""","Center School","=""0740211""",19,77,88,82,78,0,0,0,0,0,0,0,0,0,344
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""",0,0,0,0,0,88,98,103,0,0,0,0,0,0,289
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""",0,0,0,0,0,0,0,0,91,80,94,105,89,109,568
"Madison School District","=""0760011""","Town Campus Learning Center","=""0769011""",29,0,0,0,0,0,0,0,0,0,0,0,0,0,29
