"CMT/CAPT Science Assessment, 2015-16"
"All Districts, All Grades, Free/Reduced Price Meal Eligibility ("

"",,,,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"District","District Code","School","SchoolCode","Grade","Free/Reduced Price Meal Eligibility (3-level)","Total Numberof Students","Total NumberTested","ParticipationRate","Total Number with Scored Tests","Count","%","Count","%","Count","%","Count","%","Count","%","Count","%","AverageSS"
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""",10,"F",63,63,100.0,63,"*","*","*","*","*","*","*","*","*","*","*","*",244
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""",10,"N",113,113,100.0,113,"*","*","*","*",53,46.9,34,30.1,19,16.8,53,46.9,262
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""",10,"R",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""",10,"F",47,47,100.0,47,6,12.8,10,21.3,"*","*","*","*","*","*","*","*",238
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""",10,"N",75,75,100.0,75,"*","*","*","*",30,40.0,19,25.3,15,20.0,34,45.3,260
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""",10,"R",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""",10,"F",45,45,100.0,45,"*","*",9,20.0,"*","*","*","*","*","*","*","*",238
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""",10,"N",83,83,100.0,83,"*","*","*","*",39,47.0,21,25.3,11,13.3,32,38.6,252
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""",10,"R",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""",10,"F",59,59,100.0,59,"*","*","*","*","*","*","*","*","*","*","*","*",231
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""",10,"N",127,127,100.0,127,"*","*",20,15.7,61,48.0,25,19.7,"*","*","*","*",250
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""",10,"R",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""",10,"F",52,52,100.0,52,"*","*",8,15.4,24,46.2,"*","*","*","*","*","*",248
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""",10,"N",44,44,100.0,44,"*","*","*","*","*","*",7,15.9,10,22.7,17,38.6,258
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""",10,"R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",05,"F",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",05,"N",28,28,100.0,28,0,0.0,"*","*","*","*",13,46.4,8,28.6,21,75.0,271
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",05,"R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",08,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",08,"N",22,22,100.0,22,"*","*","*","*","*","*",12,54.5,"*","*","*","*",257
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",08,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",05,"F",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",05,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",08,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",08,"N",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",08,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",10,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",10,"N",8,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",10,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""",05,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""",08,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Coventry Academy","=""0320111""",10,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Coventry Academy","=""0320111""",10,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""",05,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""",05,"N",98,97,99.0,97,0,0.0,"*","*","*","*",47,48.5,35,36.1,82,84.5,286
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""",05,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""",08,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""",08,"N",111,110,99.1,110,0,0.0,9,8.2,7,6.4,69,62.7,25,22.7,94,85.5,276
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""",08,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""",10,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""",10,"N",98,97,99.0,97,"*","*","*","*",22,22.7,17,17.5,48,49.5,65,67.0,289
"Coventry School District","=""0320011""","Coventry High School","=""0326111""",10,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cromwell School District","=""0330011""","Woodside Intermediate School","=""0330311""",05,"F",24,24,100.0,24,"*","*","*","*","*","*","*","*","*","*","*","*",241
"Cromwell School District","=""0330011""","Woodside Intermediate School","=""0330311""",05,"N",142,142,100.0,142,"*","*","*","*",33,23.2,60,42.3,34,23.9,94,66.2,266
"Cromwell School District","=""0330011""","Woodside Intermediate School","=""0330311""",05,"R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""",08,"F","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""",08,"N",115,115,100.0,115,"*","*",7,6.1,21,18.3,57,49.6,"*","*","*","*",268
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""",08,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""",10,"F","*","*","*","*","*","*",6,30.0,"*","*","*","*","*","*","*","*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""",10,"N",126,125,99.2,125,"*","*","*","*",49,39.2,38,30.4,32,25.6,70,56.0,272
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""",10,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Hayestown Avenue School","=""0340211""",05,"F",37,37,100.0,37,"*","*",9,24.3,9,24.3,10,27.0,"*","*","*","*",232
"Danbury School District","=""0340011""","Hayestown Avenue School","=""0340211""",05,"N",17,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Hayestown Avenue School","=""0340211""",05,"R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Westside Middle School Academy","=""0340311""",08,"F",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Westside Middle School Academy","=""0340311""",08,"N",75,75,100.0,75,"*","*","*","*",13,17.3,41,54.7,15,20.0,56,74.7,270
"Danbury School District","=""0340011""","Westside Middle School Academy","=""0340311""",08,"R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Morris Street School","=""0340611""",05,"F",30,30,100.0,30,"*","*",11,36.7,11,36.7,"*","*","*","*","*","*",221
"Danbury School District","=""0340011""","Morris Street School","=""0340611""",05,"N",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Morris Street School","=""0340611""",05,"R",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Park Avenue School","=""0340811""",05,"F",50,50,100.0,50,"*","*",8,16.0,14,28.0,17,34.0,"*","*","*","*",233
"Danbury School District","=""0340011""","Park Avenue School","=""0340811""",05,"N",22,22,100.0,22,"*","*","*","*","*","*","*","*","*","*","*","*",240
"Danbury School District","=""0340011""","Park Avenue School","=""0340811""",05,"R",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","South Street School","=""0341011""",05,"F",38,38,100.0,38,"*","*",12,31.6,14,36.8,6,15.8,"*","*","*","*",218
"Danbury School District","=""0340011""","South Street School","=""0341011""",05,"N",11,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","South Street School","=""0341011""",05,"R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Great Plain School","=""0341111""",05,"F","*","*","*","*",11,45.8,"*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Great Plain School","=""0341111""",05,"N",27,27,100.0,27,"*","*","*","*","*","*",12,44.4,"*","*","*","*",246
"Danbury School District","=""0340011""","Great Plain School","=""0341111""",05,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Shelter Rock School","=""0341211""",05,"F",43,42,97.7,42,6,14.3,13,31.0,11,26.2,"*","*","*","*","*","*",226
"Danbury School District","=""0340011""","Shelter Rock School","=""0341211""",05,"N",30,30,100.0,30,"*","*","*","*","*","*",17,56.7,"*","*","*","*",254
"Danbury School District","=""0340011""","Shelter Rock School","=""0341211""",05,"R",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Ellsworth Avenue School","=""0341411""",05,"F",33,33,100.0,33,8,24.2,8,24.2,10,30.3,7,21.2,0,0.0,7,21.2,214
"Danbury School District","=""0340011""","Ellsworth Avenue School","=""0341411""",05,"N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Ellsworth Avenue School","=""0341411""",05,"R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Pembroke School","=""0341511""",05,"F",30,29,96.7,29,"*","*",6,20.7,12,41.4,"*","*","*","*","*","*",233
"Danbury School District","=""0340011""","Pembroke School","=""0341511""",05,"N","*","*","*","*","*","*","*","*","*","*",13,54.2,"*","*","*","*","*"
"Danbury School District","=""0340011""","Pembroke School","=""0341511""",05,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Stadley Rough School","=""0341611""",05,"F",28,28,100.0,28,6,21.4,"*","*","*","*","*","*","*","*","*","*",232
"Danbury School District","=""0340011""","Stadley Rough School","=""0341611""",05,"N",49,49,100.0,49,"*","*",8,16.3,14,28.6,19,38.8,"*","*","*","*",246
"Danbury School District","=""0340011""","Stadley Rough School","=""0341611""",05,"R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","King Street Intermediate School","=""0341711""",05,"F",65,65,100.0,65,9,13.8,16,24.6,"*","*","*","*","*","*","*","*",227
"Danbury School District","=""0340011""","King Street Intermediate School","=""0341711""",05,"N",112,110,98.2,110,"*","*","*","*",22,20.0,54,49.1,20,18.2,74,67.3,264
"Danbury School District","=""0340011""","King Street Intermediate School","=""0341711""",05,"R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Western CT Academy of International Studies Elementary Magnet School","=""0341911""",05,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Western CT Academy of International Studies Elementary Magnet School","=""0341911""",05,"N",46,46,100.0,46,0,0.0,"*","*","*","*",25,54.3,12,26.1,37,80.4,278
"Danbury School District","=""0340011""","Western CT Academy of International Studies Elementary Magnet School","=""0341911""",05,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Broadview Middle School","=""0345111""",08,"F",136,136,100.0,136,33,24.3,"*","*",43,31.6,46,33.8,"*","*","*","*",229
"Danbury School District","=""0340011""","Broadview Middle School","=""0345111""",08,"N",177,175,98.9,175,"*","*",19,10.9,41,23.4,80,45.7,"*","*","*","*",245
"Danbury School District","=""0340011""","Broadview Middle School","=""0345111""",08,"R",39,39,100.0,39,"*","*","*","*",8,20.5,22,56.4,0,0.0,22,56.4,243
"Danbury School District","=""0340011""","Rogers Park Middle School","=""0345211""",08,"F",184,183,99.5,183,57,31.1,"*","*",44,24.0,43,23.5,"*","*","*","*",218
"Danbury School District","=""0340011""","Rogers Park Middle School","=""0345211""",08,"N",132,130,98.5,130,30,23.1,12,9.2,23,17.7,53,40.8,12,9.2,65,50.0,239
"Danbury School District","=""0340011""","Rogers Park Middle School","=""0345211""",08,"R",36,36,100.0,36,7,19.4,"*","*",6,16.7,16,44.4,"*","*","*","*",239
"Danbury School District","=""0340011""","Danbury High School","=""0346111""",10,"F",240,236,98.3,235,73,31.1,50,21.3,84,35.7,"*","*","*","*",28,11.9,213
"Danbury School District","=""0340011""","Danbury High School","=""0346111""",10,"N",395,385,97.5,385,64,16.6,62,16.1,123,31.9,81,21.0,55,14.3,136,35.3,242
"Danbury School District","=""0340011""","Danbury High School","=""0346111""",10,"R",69,69,100.0,69,"*","*",12,17.4,26,37.7,19,27.5,"*","*","*","*",241
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""",10,"F",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""",10,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""",10,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","Hindley Elementary School","=""0350211""",05,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","Hindley Elementary School","=""0350211""",05,"N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""",05,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""",05,"N",57,57,100.0,57,0,0.0,"*","*","*","*",29,50.9,17,29.8,46,80.7,277
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""",05,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","Tokeneke Elementary School","=""0350611""",05,"N",60,60,100.0,60,0,0.0,"*","*","*","*",27,45.0,27,45.0,54,90.0,291
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""",05,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","Ox Ridge Elementary School","=""0351311""",05,"N",69,69,100.0,69,"*","*","*","*",8,11.6,37,53.6,21,30.4,58,84.1,281
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""",08,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""",08,"N",365,361,98.9,361,"*","*","*","*",18,5.0,157,43.5,174,48.2,331,91.7,294
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""",08,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","Darien High School","=""0356111""",10,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","Darien High School","=""0356111""",10,"N",343,331,96.5,330,"*","*","*","*",61,18.5,89,27.0,170,51.5,259,78.5,297
"Darien School District","=""0350011""","Darien High School","=""0356111""",10,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""",05,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""",05,"N",37,37,100.0,37,0,0.0,"*","*","*","*",19,51.4,12,32.4,31,83.8,283
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""",05,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","Irving School","=""0370411""",05,"F",37,37,100.0,37,"*","*",9,24.3,7,18.9,14,37.8,"*","*","*","*",238
"Derby School District","=""0370011""","Irving School","=""0370411""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","Irving School","=""0370411""",05,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","Derby Alternative Education Center","=""0370511""",08,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","Bradley School","=""0370611""",05,"F","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","Bradley School","=""0370611""",05,"N",30,30,100.0,30,"*","*","*","*",10,33.3,11,36.7,"*","*","*","*",244
"Derby School District","=""0370011""","Bradley School","=""0370611""",05,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","Derby Middle School","=""0375011""",08,"F",46,46,100.0,46,14,30.4,"*","*","*","*",14,30.4,"*","*","*","*",226
"Derby School District","=""0370011""","Derby Middle School","=""0375011""",08,"N",42,41,97.6,41,"*","*",11,26.8,7,17.1,"*","*","*","*","*","*",230
"Derby School District","=""0370011""","Derby Middle School","=""0375011""",08,"R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""",10,"F","*","*","*","*",8,24.2,"*","*",12,36.4,"*","*","*","*","*","*","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""",10,"N",44,42,95.5,42,"*","*",8,19.0,"*","*",10,23.8,9,21.4,19,45.2,251
"Derby School District","=""0370011""","Derby High School","=""0376111""",10,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""",05,"F",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""",05,"N",62,62,100.0,62,"*","*","*","*","*","*","*","*","*","*","*","*",290
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""",08,"F",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""",08,"N",49,49,100.0,49,"*","*","*","*","*","*","*","*","*","*","*","*",275
"East Granby School District","=""0400011""","East Granby High School","=""0406111""",10,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""",10,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""",05,"F",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""",05,"N",62,62,100.0,62,"*","*","*","*","*","*","*","*","*","*","*","*",288
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""",08,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""",08,"N",88,85,96.6,85,"*","*","*","*",12,14.1,57,67.1,9,10.6,66,77.6,263
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""",08,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""",10,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""",10,"N",73,72,98.6,72,"*","*","*","*",29,40.3,12,16.7,23,31.9,35,48.6,268
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""",10,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","Center School","=""0420311""",05,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","Center School","=""0420311""",05,"N",115,113,98.3,113,"*","*","*","*",15,13.3,52,46.0,32,28.3,84,74.3,272
"East Hampton School District","=""0420011""","Center School","=""0420311""",05,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""",08,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""",08,"N",128,126,98.4,126,"*","*","*","*",19,15.1,62,49.2,34,27.0,96,76.2,273
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""",08,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""",10,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""",10,"N",87,86,98.9,86,"*","*","*","*",21,24.4,20,23.3,40,46.5,60,69.8,287
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""",10,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","The Learning Center at East Hampton","=""0429011""",10,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""",05,"F",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""",05,"N",25,25,100.0,25,"*","*","*","*",7,28.0,11,44.0,"*","*","*","*",246
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""",05,"R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""",05,"F",25,25,100.0,25,"*","*","*","*",9,36.0,8,32.0,0,0.0,8,32.0,224
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""",05,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""",05,"F",35,35,100.0,35,"*","*","*","*",11,31.4,8,22.9,"*","*","*","*",227
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""",05,"N",23,23,100.0,23,"*","*","*","*",7,30.4,7,30.4,"*","*","*","*",223
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""",05,"F",32,32,100.0,32,"*","*","*","*","*","*","*","*",0,0.0,"*","*",208
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""",05,"N",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""",05,"F",46,46,100.0,46,9,19.6,"*","*",21,45.7,"*","*",0,0.0,"*","*",220
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""",05,"N","*","*","*","*","*","*","*","*","*","*",20,47.6,"*","*","*","*","*"
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""",05,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""",05,"F",29,29,100.0,29,"*","*","*","*","*","*","*","*","*","*","*","*",207
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""",05,"N",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""",05,"F",42,42,100.0,42,11,26.2,15,35.7,"*","*","*","*","*","*","*","*",211
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""",05,"N","*","*","*","*","*","*","*","*",12,37.5,12,37.5,0,0.0,12,37.5,"*"
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""",05,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""",05,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""",05,"N",36,36,100.0,36,0,0.0,"*","*","*","*",18,50.0,11,30.6,29,80.6,276
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""",05,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
