"Student Counts by School and English Learner Status"
"All Districts, All Schools"
"2011-12"

"",,,,"English Learner Status",,
"Old Saybrook School District","=""1060011""","Old Saybrook Middle School","=""1065211""",576,8,584
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""",536,7,543
"Orange School District","=""1070011""","Mary L. Tracy School","=""1070211""",170,0,170
"Orange School District","=""1070011""","Peck Place School","=""1070511""","*","*",393
"Orange School District","=""1070011""","Race Brook School","=""1070311""","*","*",388
"Orange School District","=""1070011""","Turkey Hill School","=""1070411""",311,8,319
"Oxford School District","=""1080011""","Great Oak School","=""1085111""",525,7,532
"Oxford School District","=""1080011""","Oxford Center School","=""1080111""","*","*",518
"Oxford School District","=""1080011""","Oxford High School","=""1086011""",577,7,584
"Oxford School District","=""1080011""","Quaker Farms School","=""1080311""",493,11,504
"Park City Prep Charter School District","=""2830013""","Park City Prep Charter School","=""2835113""","*","*",257
"Plainfield School District","=""1090011""","Early Childhood Center","=""1098011""",16,0,16
"Plainfield School District","=""1090011""","Moosup Elementary School","=""1090111""",375,0,375
"Plainfield School District","=""1090011""","Plainfield Central School","=""1095111""","*","*",595
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""",750,8,758
"Plainfield School District","=""1090011""","Plainfield Memorial School","=""1090311""",401,6,407
"Plainfield School District","=""1090011""","Shepard Hill Elementary School","=""1090411""","*","*",416
"Plainville School District","=""1100011""","Frank T. Wheeler School","=""1100411""",250,21,271
"Plainville School District","=""1100011""","Linden Street School","=""1100211""",395,36,431
"Plainville School District","=""1100011""","Louis Toffolon School","=""1100511""",343,17,360
"Plainville School District","=""1100011""","Middle School of Plainville","=""1105211""",537,10,547
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","*","*",755
"Plainville School District","=""1100011""","Prekindergarten Program","=""1108011""",42,0,42
"Plymouth School District","=""1110011""","Eli Terry Jr. Middle School","=""1115111""","*","*",427
"Plymouth School District","=""1110011""","Harry S. Fisher Elementary School","=""1110411""","*","*",349
"Plymouth School District","=""1110011""","Plymouth Center School","=""1110211""","*","*",364
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","*","*",508
"Pomfret School District","=""1120011""","Pomfret Community School","=""1120111""",464,7,471
"Portland School District","=""1130011""","Brownstone Intermediate School","=""1130511""","*","*",245
"Portland School District","=""1130011""","Gildersleeve School","=""1130411""",219,0,219
"Portland School District","=""1130011""","Portland High School","=""1136111""","*","*",360
"Portland School District","=""1130011""","Portland Middle School","=""1135111""",230,0,230
"Portland School District","=""1130011""","Valley View School","=""1130211""","*","*",312
"Preston School District","=""1140011""","Preston Plains School","=""1145111""","*","*",129
"Preston School District","=""1140011""","Preston Veterans' Memorial School","=""1140411""","*","*",267
"Putnam School District","=""1160011""","Helping Hands","=""1169011""","*",0,"*"
"Putnam School District","=""1160011""","Putnam Elementary School","=""1160311""",650,17,667
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","*","*",299
"Putnam School District","=""1160011""","Putnam Middle School","=""1165111""","*","*",288
"Redding School District","=""1170011""","John Read Middle School","=""1175111""","*","*",592
"Redding School District","=""1170011""","Redding Elementary School","=""1170111""",609,6,615
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""",463,0,463
"Regional School District 04","=""2040012""","John Winthrop Middle School","=""2045112""","*","*",338
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","*","*",619
"Regional School District 05","=""2050012""","Amity Middle School: Bethany","=""2055112""",378,0,378
"Regional School District 05","=""2050012""","Amity Middle School: Orange","=""2055212""","*","*",390
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""",1651,6,1657
"Regional School District 06","=""2060012""","Goshen Center School","=""2060112""","*","*",211
"Regional School District 06","=""2060012""","James Morris School","=""2060212""","*","*",183
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","*","*",556
"Regional School District 06","=""2060012""","Warren Elementary School","=""2060312""",89,0,89
"Regional School District 07","=""2070012""","AIM","=""2079112""",15,0,15
"Regional School District 07","=""2070012""","FLEX","=""2079012""","*",0,"*"
"Regional School District 07","=""2070012""","Intensive Learning Program","=""2079412""",9,0,9
"Regional School District 07","=""2070012""","Links","=""2079212""",12,0,12
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","*","*",715
"Regional School District 07","=""2070012""","Northwestern Regional Middle School","=""2075112""","*","*",369
"Regional School District 07","=""2070012""","STEP","=""2079312""",26,0,26
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","*","*",1175
"Regional School District 08","=""2080012""","RHAM Middle School","=""2085112""","*","*",609
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","*","*",1006
"Regional School District 10","=""2100012""","Har-Bur Middle School","=""2105112""","*","*",879
"Regional School District 10","=""2100012""","Harwinton Consolidated School","=""2100312""","*","*",445
"Regional School District 10","=""2100012""","Lake Garda Elementary School","=""2100212""",503,16,519
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","*","*",822
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""",292,0,292
"Regional School District 12","=""2120012""","Booth Free School","=""2120212""",107,0,107
"Regional School District 12","=""2120012""","Early Childhood Education Center","=""2128012""",17,0,17
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""",306,0,306
"Regional School District 12","=""2120012""","Shepaug Valley Middle School","=""2125112""","*","*",213
"Regional School District 12","=""2120012""","The Burnham School","=""2120112""",83,0,83
"Regional School District 12","=""2120012""","Washington Primary School","=""2120412""","*","*",160
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""",582,0,582
"Regional School District 13","=""2130012""","Francis E. Korn School","=""2130212""","*","*",192
"Regional School District 13","=""2130012""","Frank Ward Strong School","=""2135112""","*","*",358
"Regional School District 13","=""2130012""","Frederick Brewster School","=""2130112""","*","*",235
"Regional School District 13","=""2130012""","John Lyman School","=""2130512""",300,0,300
"Regional School District 13","=""2130012""","Middlefield Memorial School","=""2130412""",325,0,325
"Regional School District 14","=""2140012""","Bethlehem Elementary School","=""2140112""",310,7,317
"Regional School District 14","=""2140012""","Integrated Star Preschool Program","=""2148012""",45,0,45
"Regional School District 14","=""2140012""","Mitchell Elementary School","=""2140212""",386,10,396
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","*","*",817
"Regional School District 14","=""2140012""","Woodbury Middle School","=""2145112""","*","*",421
"Regional School District 15","=""2150012""","Gainfield Elementary School","=""2150412""","*","*",397
"Regional School District 15","=""2150012""","Long Meadow Elementary School","=""2150712""",593,0,593
"Regional School District 15","=""2150012""","Memorial Middle School","=""2155212""",510,0,510
"Regional School District 15","=""2150012""","Middlebury Elementary School","=""2150612""",444,7,451
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","*","*",1288
"Regional School District 15","=""2150012""","Pomperaug School","=""2150512""","*","*",481
"Regional School District 15","=""2150012""","Rochambeau Middle School","=""2155112""",505,0,505
"Regional School District 16","=""2160012""","Algonquin School","=""2160312""",464,11,475
"Regional School District 16","=""2160012""","Community School","=""2160212""","*","*",208
"Regional School District 16","=""2160012""","Laurel Ledge School","=""2160112""","*","*",473
"Regional School District 16","=""2160012""","Long River Middle School","=""2165112""","*","*",579
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","*","*",742
"Regional School District 17","=""2170012""","Burr District Elementary School","=""2170212""",300,0,300
"Regional School District 17","=""2170012""","Haddam Elementary School","=""2170112""","*","*",270
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","*","*",657
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""",768,0,768
"Regional School District 17","=""2170012""","Killingworth Elementary School","=""2170312""",389,0,389
"Regional School District 18","=""2180012""","Center School","=""2180312""","*","*",260
"Regional School District 18","=""2180012""","Lyme Consolidated School","=""2180112""",156,0,156
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""",412,0,412
"Regional School District 18","=""2180012""","Lyme-Old Lyme Middle School","=""2185112""",350,0,350
"Regional School District 18","=""2180012""","Mile Creek School","=""2180212""","*","*",270
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""",1208,17,1225
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""","*","*",372
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""","*","*",430
"Ridgefield School District","=""1180011""","East Ridge Middle School","=""1185111""","*","*",767
"Ridgefield School District","=""1180011""","Farmingville Elementary School","=""1180411""","*","*",340
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""",408,0,408
"Ridgefield School District","=""1180011""","Ridgefield 18-21 Transition Program","=""1189011""","*",0,"*"
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""",1764,7,1771
"Ridgefield School District","=""1180011""","Scotland Elementary School","=""1180511""",377,8,385
"Ridgefield School District","=""1180011""","Scotts Ridge Middle School","=""1185211""","*","*",538
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""",342,7,349
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""",615,9,624
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""",494,32,526
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""",751,11,762
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""",593,25,618
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""","*","*",443
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""",310,0,310
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""",132,0,132
"Seymour School District","=""1240011""","Anna L. Lopresti School","=""1240311""",280,10,290
"Seymour School District","=""1240011""","Bungay School","=""1240111""",505,41,546
"Seymour School District","=""1240011""","Paul E. Chatfield School","=""1240411""",270,9,279
"Seymour School District","=""1240011""","Seymour High School","=""1246111""",587,9,596
"Seymour School District","=""1240011""","Seymour Middle School","=""1245111""","*","*",588
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""",191,0,191
"Shelton School District","=""1260011""","Mohegan School","=""1260911""",364,16,380
"Shelton School District","=""1260011""","Booth Hill School","=""1261011""",345,15,360
"Shelton School District","=""1260011""","Elizabeth Shelton School","=""1260511""",452,21,473
"Shelton School District","=""1260011""","Intermediate School","=""1265111""",920,11,931
"Shelton School District","=""1260011""","Long Hill School","=""1260811""",402,39,441
"Shelton School District","=""1260011""","Perry Hill Elementary School","=""1261111""",812,17,829
"Shelton School District","=""1260011""","Shelton High School","=""1266111""",1546,17,1563
"Shelton School District","=""1260011""","Sunnyside School","=""1260611""",229,22,251
"Sherman School District","=""1270011""","Sherman School","=""1270111""","*","*",397
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""",214,18,232
"Simsbury School District","=""1280011""","Central School","=""1280111""",390,7,397
"Simsbury School District","=""1280011""","Henry James Memorial School","=""1285111""","*","*",791
"Simsbury School District","=""1280011""","Latimer Lane School","=""1280611""",445,9,454
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""",1610,8,1618
"Simsbury School District","=""1280011""","Squadron Line School","=""1280711""",703,9,712
"Simsbury School District","=""1280011""","Tariffville School","=""1280311""",262,9,271
"Simsbury School District","=""1280011""","Tootin' Hills School","=""1280411""",418,6,424
"Somers School District","=""1290011""","Mabelle B. Avery Middle School","=""1295111""",377,0,377
"Somers School District","=""1290011""","Somers Elementary School","=""1290411""",676,8,684
"Somers School District","=""1290011""","Somers High School","=""1296111""","*","*",552
"South Windsor School District","=""1320011""","Pleasant Valley School","=""1320211""",375,13,388
"South Windsor School District","=""1320011""","Eli Terry School","=""1320711""",397,20,417
"South Windsor School District","=""1320011""","Orchard Hill School","=""1320611""",369,17,386
"South Windsor School District","=""1320011""","Philip R. Smith School","=""1320111""",327,6,333
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""",1449,9,1458
"South Windsor School District","=""1320011""","Timothy Edwards School","=""1325111""",1077,13,1090
"South Windsor School District","=""1320011""","Wapping Elementary School","=""1320411""",269,11,280
"Southington School District","=""1310011""","John F. Kennedy Middle School","=""1315311""",833,7,840
"Southington School District","=""1310011""","Derynoski Elementary School","=""1311511""",631,19,650
"Southington School District","=""1310011""","Flanders Elementary School","=""1311311""",273,12,285
"Southington School District","=""1310011""","Hatton Elementary School","=""1310211""",426,10,436
"Southington School District","=""1310011""","Joseph A. Depaolo Middle School","=""1315111""",766,6,772
"Southington School District","=""1310011""","Plantsville Elementary School","=""1310611""","*","*",275
"Southington School District","=""1310011""","South End Elementary School","=""1310711""",232,9,241
"Southington School District","=""1310011""","Southington High School","=""1316211""",2009,19,2028
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""",356,8,364
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""",405,20,425
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""",381,6,387
"Sprague School District","=""1330011""","Sayles School","=""1330111""","*","*",374
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""",489,8,497
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","*","*",513
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""","*","*",407
"Stafford School District","=""1340011""","Staffordville School","=""1340311""","*","*",202
"Stafford School District","=""1340011""","West Stafford School","=""1340411""","*","*",200
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""",138,0,138
"Stamford School District","=""1350011""","Cloonan School","=""1355611""",530,47,577
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""",436,101,537
"Stamford School District","=""1350011""","Dolan School","=""1355311""",473,55,528
"Stamford School District","=""1350011""","Hart School","=""1352211""",480,75,555
"Stamford School District","=""1350011""","Julia A. Stark School","=""1351211""",471,96,567
"Stamford School District","=""1350011""","K. T. Murphy School","=""1350511""",401,126,527
"Stamford School District","=""1350011""","Newfield School","=""1350611""",558,129,687
"Stamford School District","=""1350011""","Northeast School","=""1351811""",532,155,687
"Stamford School District","=""1350011""","Preschool Team","=""1358011""",25,0,25
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""",584,62,646
"Stamford School District","=""1350011""","Rogers International School","=""1350811""",703,101,804
"Stamford School District","=""1350011""","Roxbury School","=""1350911""",541,104,645
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""",571,58,629
"Stamford School District","=""1350011""","Springdale School","=""1351111""",476,144,620
"Stamford School District","=""1350011""","Stamford High School","=""1356111""",1675,186,1861
"Stamford School District","=""1350011""","Stillmeadow School","=""1352111""",615,100,715
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""","*","*",692
"Stamford School District","=""1350011""","Toquam Magnet School","=""1351911""",540,107,647
"Stamford School District","=""1350011""","Turn of River School","=""1355511""",459,98,557
"Stamford School District","=""1350011""","Westhill High School","=""1356311""",2036,239,2275
"Stamford School District","=""1350011""","Westover School","=""1351411""",650,59,709
"Sterling School District","=""1360011""","Sterling Community School","=""1360311""",489,0,489
"Stonington School District","=""1370011""","Deans Mill School","=""1370511""","*","*",508
"Stonington School District","=""1370011""","Mystic Middle School","=""1375211""","*","*",421
"Stonington School District","=""1370011""","Pawcatuck Middle School","=""1375111""","*","*",353
"Stonington School District","=""1370011""","Stonington High School","=""1376111""",773,0,773
"Stonington School District","=""1370011""","West Broad Street School","=""1370411""",146,0,146
"Stonington School District","=""1370011""","West Vine Street School","=""1370611""",196,7,203
"Stratford School District","=""1380011""","Eli Whitney School","=""1381311""",518,19,537
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""",1154,7,1161
"Stratford School District","=""1380011""","Chapel School","=""1380311""",547,14,561
"Stratford School District","=""1380011""","David Wooster Middle School","=""1385211""","*","*",543
"Stratford School District","=""1380011""","Franklin School","=""1380411""",272,19,291
"Stratford School District","=""1380011""","Harry B. Flood Middle School","=""1385311""",582,22,604
"Stratford School District","=""1380011""","Honeyspot School","=""1381611""",233,9,242
"Stratford School District","=""1380011""","Lordship School","=""1380811""",211,8,219
"Stratford School District","=""1380011""","Nichols School","=""1380911""",415,15,430
"Stratford School District","=""1380011""","Second Hill Lane School","=""1381011""",625,82,707
"Stratford School District","=""1380011""","Secondary STEPS Program","=""1389111""",9,0,9
"Stratford School District","=""1380011""","Stratford Academy - Johnson House","=""1381511""",452,6,458
"Stratford School District","=""1380011""","Stratford High School","=""1386111""",1054,29,1083
"Stratford School District","=""1380011""","Strive-Stratford","=""1389011""",15,0,15
"Stratford School District","=""1380011""","Wilcoxson School","=""1381411""",354,28,382
"Suffield School District","=""1390011""","A. Ward Spaulding School","=""1390411""",464,8,472
"Suffield School District","=""1390011""","McAlister Intermediate School","=""1390311""","*","*",552
"Suffield School District","=""1390011""","Suffield High School","=""1396111""",867,0,867
"Suffield School District","=""1390011""","Suffield Middle School","=""1395111""","*","*",595
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""","*","*",276
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""",528,14,542
"Thomaston School District","=""1400011""","Black Rock School","=""1400111""","*","*",338
"Thomaston School District","=""1400011""","Thomaston Center School","=""1400211""","*","*",239
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""","*","*",477
"Thompson School District","=""1410011""","Mary R. Fisher Elementary School","=""1410111""","*","*",444
"Thompson School District","=""1410011""","Thompson Middle School","=""1415111""","*","*",403
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""",338,0,338
"Tolland School District","=""1420011""","Birch Grove Primary School","=""1420111""",607,7,614
"Tolland School District","=""1420011""","Tolland High School","=""1426111""",916,0,916
"Tolland School District","=""1420011""","Tolland Intermediate School","=""1420211""","*","*",688
"Tolland School District","=""1420011""","Tolland Middle School","=""1425111""","*","*",733
"Torrington School District","=""1430011""","East School","=""1430111""",402,9,411
"Torrington School District","=""1430011""","Forbes School","=""1430211""",339,47,386
"Torrington School District","=""1430011""","Southwest School","=""1430811""",288,36,324
"Torrington School District","=""1430011""","Torringford School","=""1430911""",589,52,641
"Torrington School District","=""1430011""","Torrington High School","=""1436111""",1059,54,1113
"Torrington School District","=""1430011""","Torrington Middle School","=""1435111""",1097,30,1127
"Torrington School District","=""1430011""","Vogel-Wetmore School","=""1431311""",362,97,459
"Trailblazers Academy District","=""2780013""","Trailblazers Academy","=""2785113""",170,0,170
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""",504,17,521
"Trumbull School District","=""1440011""","Daniels Farm School","=""1440811""",462,10,472
"Trumbull School District","=""1440011""","Frenchtown Elementary School","=""1441011""",628,25,653
"Trumbull School District","=""1440011""","Hillcrest Middle School","=""1445211""","*","*",748
"Trumbull School District","=""1440011""","Jane Ryan School","=""1440411""",396,11,407
"Trumbull School District","=""1440011""","Madison Middle School","=""1445111""",847,10,857
"Trumbull School District","=""1440011""","Middlebrook School","=""1440311""",446,21,467
"Trumbull School District","=""1440011""","Tashua School","=""1440911""",386,6,392
"Trumbull School District","=""1440011""","Trumbull Early Childhood Education Center","=""1448011""",225,12,237
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""",2168,19,2187
"Unified School District #1","=""3360015""","Bridgeport Correctional Center","=""3360115""",25,0,25
"Unified School District #1","=""3360015""","Brooklyn Correctional Institution","=""3360215""","*",0,"*"
"Unified School District #1","=""3360015""","Cheshire Correctional Institution","=""3360315""",25,0,25
"Unified School District #1","=""3360015""","Corrigan/Radgowski Correctional Institution","=""3362415""",45,0,45
"Unified School District #1","=""3360015""","Enfield Correctional Institution","=""3360415""",13,0,13
"Unified School District #1","=""3360015""","Garner Correctional Institution","=""3361915""",14,0,14
"Unified School District #1","=""3360015""","Hartford Correctional Center","=""3360615""",44,0,44
"Unified School District #1","=""3360015""","MacDougall/Walker Correctional Institution","=""3362215""",43,0,43
"Unified School District #1","=""3360015""","Manson Youth Institution","=""3361115""",400,0,400
"Unified School District #1","=""3360015""","New Haven Correctional Center","=""3360915""",10,0,10
"Unified School District #1","=""3360015""","Northern Correctional Institution","=""3362615""",30,0,30
"Unified School District #1","=""3360015""","Osborn Correctional Institution","=""3361215""",19,0,19
"Unified School District #1","=""3360015""","Robinson Correctional Institution","=""3361315""",20,0,20
"Unified School District #1","=""3360015""","Willard/Cybulski Correctional Institution","=""3361515""",24,0,24
"Unified School District #1","=""3360015""","York Correctional Institution","=""3362515""",29,0,29
"Unified School District #2","=""3470015""","Children's Place School","=""3470115""",25,0,25
"Unified School District #2","=""3470015""","Riverview School","=""3470315""","*","*",56
"Unified School District #2","=""3470015""","Walter G. Cady School","=""3476715""",99,0,99
"Union School District","=""1450011""","Union Elementary School","=""1450111""",73,0,73
"Vernon School District","=""1460011""","Northeast School","=""1460311""","*","*",292
"Vernon School District","=""1460011""","Center Road School","=""1461411""",475,24,499
"Vernon School District","=""1460011""","Lake Street School","=""1460111""",286,0,286
"Vernon School District","=""1460011""","Maple Street School","=""1460211""",310,0,310
"Vernon School District","=""1460011""","Next Step Program (AACBP)","=""1469011""",14,0,14
"Vernon School District","=""1460011""","Rockville High School","=""1466111""",1026,26,1052
"Vernon School District","=""1460011""","Skinner Road School","=""1461011""",351,24,375
"Vernon School District","=""1460011""","Vernon Center Middle School","=""1465111""",729,12,741
"Voluntown School District","=""1470011""","Voluntown Elementary School","=""1470111""",319,0,319
"Wallingford School District","=""1480011""","Highland School","=""1480211""",312,12,324
"Wallingford School District","=""1480011""","A.R.T.S. Academy","=""1489011""",17,0,17
"Wallingford School District","=""1480011""","Cook Hill School","=""1481011""",332,53,385
"Wallingford School District","=""1480011""","Dag Hammarskjold Middle School","=""1485211""",689,20,709
"Wallingford School District","=""1480011""","Evarts C. Stevens School","=""1480911""",341,43,384
"Wallingford School District","=""1480011""","Harvest Park","=""1489211""",7,0,7
"Wallingford School District","=""1480011""","James H. Moran Middle School","=""1485311""",745,10,755
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""",1104,25,1129
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""",917,0,917
"Wallingford School District","=""1480011""","Moses Y. Beach School","=""1480111""",323,31,354
"Wallingford School District","=""1480011""","Multi-Vocational Life Skills Program","=""1489111""",12,0,12
"Wallingford School District","=""1480011""","Parker Farms School","=""1480311""",305,23,328
"Wallingford School District","=""1480011""","Pond Hill School","=""1481211""",323,10,333
"Wallingford School District","=""1480011""","Rock Hill School","=""1480411""",336,13,349
"Wallingford School District","=""1480011""","Yalesville School","=""1480811""",391,6,397
"Waterbury School District","=""1510011""","West Side Middle School","=""1515211""",952,124,1076
"Waterbury School District","=""1510011""","Washington School","=""1512311""",286,62,348
"Waterbury School District","=""1510011""","B. W. Tinker School","=""1512111""",517,51,568
"Waterbury School District","=""1510011""","Bucks Hill School","=""1510511""",515,56,571
"Waterbury School District","=""1510011""","Bunker Hill School","=""1510611""",452,45,497
"Waterbury School District","=""1510011""","Carrington School","=""1512711""",326,136,462
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""",1224,153,1377
"Waterbury School District","=""1510011""","Driggs School","=""1510911""",503,41,544
"Waterbury School District","=""1510011""","Duggan School","=""1511611""",347,34,381
"Waterbury School District","=""1510011""","Enlightenment School","=""1519111""",154,22,176
"Waterbury School District","=""1510011""","F. J. Kingsbury School","=""1511411""",466,49,515
"Waterbury School District","=""1510011""","Gilmartin School","=""1512611""",369,31,400
"Waterbury School District","=""1510011""","H. S. Chase School","=""1510711""",609,147,756
"Waterbury School District","=""1510011""","Hopeville School","=""1511311""",332,113,445
"Waterbury School District","=""1510011""","John F. Kennedy High School","=""1516411""",1256,158,1414
"Waterbury School District","=""1510011""","Maloney Interdistrict Magnet School","=""1513111""",590,13,603
"Waterbury School District","=""1510011""","Margaret M. Generali Elementary School","=""1511111""",476,57,533
"Waterbury School District","=""1510011""","Michael F. Wallace Middle School","=""1515111""",1082,141,1223
"Waterbury School District","=""1510011""","North End Middle School","=""1515311""",1066,129,1195
"Waterbury School District","=""1510011""","Regan School","=""1512811""",271,21,292
"Waterbury School District","=""1510011""","Rotella Interdistrict Magnet School","=""1513311""","*","*",615
"Waterbury School District","=""1510011""","Special Education Preschool","=""1518011""",213,0,213
"Waterbury School District","=""1510011""","Sprague School","=""1512011""",321,49,370
"Waterbury School District","=""1510011""","State Street School","=""1519011""",57,14,71
"Waterbury School District","=""1510011""","Walsh School","=""1512211""",449,50,499
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""",460,7,467
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (Middle)","=""1515011""","*","*",330
"Waterbury School District","=""1510011""","Wendell L. Cross School","=""1510811""",345,32,377
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""",1156,165,1321
"Waterbury School District","=""1510011""","Woodrow Wilson School","=""1513211""",378,45,423
"Waterford School District","=""1520011""","Clark Lane Middle School","=""1525111""",674,9,683
"Waterford School District","=""1520011""","Great Neck Elementary School","=""1520211""",345,6,351
"Waterford School District","=""1520011""","Oswegatchie Elementary School","=""1520611""",391,8,399
"Waterford School District","=""1520011""","Quaker Hill Elementary School","=""1520711""",350,7,357
"Waterford School District","=""1520011""","Waterford High School","=""1526111""",886,9,895
"Watertown School District","=""1530011""","Fletcher W. Judson School","=""1530311""",318,6,324
"Watertown School District","=""1530011""","John Trumbull Primary School","=""1530211""",664,37,701
"Watertown School District","=""1530011""","Polk School","=""1530411""",337,8,345
"Watertown School District","=""1530011""","Swift Middle School","=""1535111""",755,16,771
"Watertown School District","=""1530011""","Watertown High School","=""1536111""","*","*",956
"West Hartford School District","=""1550011""","Smith School","=""1551711""",264,73,337
"West Hartford School District","=""1550011""","Achieve","=""1559111""",6,0,6
"West Hartford School District","=""1550011""","Aiken School","=""1551611""",439,32,471
"West Hartford School District","=""1550011""","Braeburn School","=""1550211""",395,22,417
"West Hartford School District","=""1550011""","Bristow Middle School","=""1555311""",416,7,423
"West Hartford School District","=""1550011""","Bugbee School","=""1550411""",442,13,455
"West Hartford School District","=""1550011""","Charter Oak International Academy","=""1550511""",249,50,299
"West Hartford School District","=""1550011""","Conard High School","=""1556111""",1410,41,1451
"West Hartford School District","=""1550011""","Duffy School","=""1550611""",517,7,524
"West Hartford School District","=""1550011""","Hall High School","=""1556211""",1497,34,1531
"West Hartford School District","=""1550011""","King Philip Middle School","=""1555111""",850,34,884
"West Hartford School District","=""1550011""","Morley School","=""1550911""",345,11,356
"West Hartford School District","=""1550011""","Norfeldt School","=""1551011""",409,16,425
"West Hartford School District","=""1550011""","Sedgwick Middle School","=""1555211""",894,48,942
"West Hartford School District","=""1550011""","Strive-West Hartford","=""1559211""","*","*",26
"West Hartford School District","=""1550011""","WAAVE (W Hartford Applied Academic/Voc'l Experience)","=""1559011""",12,0,12
"West Hartford School District","=""1550011""","Webster Hill School","=""1551211""",416,56,472
"West Hartford School District","=""1550011""","Whiting Lane School","=""1551311""",510,43,553
"West Hartford School District","=""1550011""","Wolcott School","=""1551511""",467,46,513
"West Haven School District","=""1560011""","Washington School","=""1561211""",381,80,461
"West Haven School District","=""1560011""","Alma E. Pagels School","=""1560811""",334,25,359
"West Haven School District","=""1560011""","Carrigan 5/6 Intermediate School","=""1565311""",847,75,922
"West Haven School District","=""1560011""","Edith E. Mackrille School","=""1560611""",346,50,396
"West Haven School District","=""1560011""","Forest School","=""1560311""",365,111,476
"West Haven School District","=""1560011""","Harry M. Bailey Middle School","=""1565111""",899,49,948
"West Haven School District","=""1560011""","Savin Rock Community School","=""1561411""",402,108,510
"West Haven School District","=""1560011""","Seth G. Haley School","=""1560411""",390,82,472
"West Haven School District","=""1560011""","West Haven High School","=""1566111""",1451,64,1515
"Westbrook School District","=""1540011""","Daisy Ingraham School","=""1540211""",311,25,336
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""","*","*",296
