"CMT/CAPT Science Assessment, 2015-16"
"All Districts, All Grades, Gender"

"",,,,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"Clinton School District","=""0270011""","The Morgan School","=""0276111""",10,"M",62,59,95.2,59,"*","*","*","*",11,18.6,12,20.3,24,40.7,36,61.0,266
"Colchester School District","=""0280011""","Jack Jackter Intermediate School","=""0280211""",05,"F",98,98,100.0,98,"*","*","*","*",14,14.3,56,57.1,22,22.4,78,79.6,276
"Colchester School District","=""0280011""","Jack Jackter Intermediate School","=""0280211""",05,"M",103,103,100.0,103,"*","*","*","*",19,18.4,49,47.6,30,29.1,79,76.7,281
"Colchester School District","=""0280011""","Bacon Academy Alternative Education","=""0280511""",10,"M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""",08,"F",105,105,100.0,105,0,0.0,"*","*","*","*",61,58.1,26,24.8,87,82.9,276
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""",08,"M",84,84,100.0,84,"*","*","*","*",11,13.1,40,47.6,25,29.8,65,77.4,277
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""",10,"F",108,106,98.1,106,"*","*","*","*",33,31.1,25,23.6,40,37.7,65,61.3,278
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""",10,"M",111,111,100.0,110,"*","*","*","*",24,21.8,25,22.7,47,42.7,72,65.5,276
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""",05,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""",05,"M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""",05,"F",32,32,100.0,32,"*","*",0,0.0,"*","*",18,56.3,6,18.8,24,75.0,264
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""",05,"M",25,25,100.0,25,0,0.0,"*","*","*","*",9,36.0,9,36.0,18,72.0,278
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""",08,"F",27,27,100.0,27,"*","*","*","*","*","*",14,51.9,"*","*","*","*",257
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""",08,"M",32,32,100.0,32,0,0.0,"*","*","*","*",20,62.5,"*","*","*","*",262
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""",10,"F",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""",10,"M",35,32,91.4,32,"*","*","*","*","*","*","*","*","*","*","*","*",233
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""",10,"F",111,111,100.0,111,19,17.1,26,23.4,54,48.6,"*","*","*","*",12,10.8,222
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""",10,"M",93,93,100.0,92,15,16.3,24,26.1,41,44.6,"*","*","*","*",12,13.0,224
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""",10,"F",58,58,100.0,58,"*","*","*","*",42,72.4,8,13.8,"*","*","*","*",240
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""",10,"M",112,110,98.2,110,"*","*","*","*",48,43.6,25,22.7,"*","*","*","*",259
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""",10,"F",54,54,100.0,54,0,0.0,7,13.0,25,46.3,12,22.2,10,18.5,22,40.7,259
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""",10,"M",102,102,100.0,101,"*","*","*","*",35,34.7,21,20.8,30,29.7,51,50.5,269
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""",10,"F",53,51,96.2,51,16,31.4,13,25.5,22,43.1,0,0.0,0,0.0,0,0.0,205
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""",10,"M",80,80,100.0,80,"*","*",22,27.5,35,43.8,"*","*",0,0.0,"*","*",212
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""",10,"F",102,102,100.0,102,"*","*",43,42.2,40,39.2,"*","*",0,0.0,"*","*",211
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""",10,"M",93,93,100.0,93,18,19.4,27,29.0,40,43.0,"*","*","*","*","*","*",217
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""",10,"F",34,34,100.0,34,"*","*",11,32.4,15,44.1,"*","*","*","*","*","*",230
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""",10,"M",119,119,100.0,119,"*","*",28,23.5,56,47.1,"*","*","*","*","*","*",239
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""",10,"F",71,71,100.0,71,"*","*",12,16.9,41,57.7,"*","*",9,12.7,"*","*",245
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""",10,"M",99,99,100.0,99,"*","*","*","*",38,38.4,23,23.2,23,23.2,46,46.5,260
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""",10,"F",32,32,100.0,32,"*","*",7,21.9,13,40.6,6,18.8,"*","*","*","*",230
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""",10,"M",89,88,98.9,88,"*","*",16,18.2,31,35.2,19,21.6,"*","*","*","*",250
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""",10,"F",56,56,100.0,56,"*","*",14,25.0,27,48.2,7,12.5,"*","*","*","*",232
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""",10,"M",101,101,100.0,101,"*","*",10,9.9,35,34.7,25,24.8,"*","*","*","*",263
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""",10,"F",69,69,100.0,69,"*","*","*","*",34,49.3,20,29.0,"*","*","*","*",247
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""",10,"M",95,94,98.9,94,0,0.0,"*","*",36,38.3,26,27.7,"*","*","*","*",278
"Connecticut Technical High School System","=""9000016""","J. M. Wright Technical High School","=""9002116""",10,"F",44,44,100.0,44,"*","*",7,15.9,30,68.2,"*","*","*","*","*","*",232
"Connecticut Technical High School System","=""9000016""","J. M. Wright Technical High School","=""9002116""",10,"M",71,71,100.0,71,"*","*",12,16.9,31,43.7,"*","*","*","*","*","*",243
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""",10,"F",79,79,100.0,78,"*","*","*","*",50,64.1,13,16.7,8,10.3,21,26.9,248
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""",10,"M",90,90,100.0,90,"*","*","*","*",41,45.6,23,25.6,19,21.1,42,46.7,265
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""",10,"F",82,82,100.0,82,"*","*","*","*",59,72.0,12,14.6,7,8.5,19,23.2,250
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""",10,"M",110,110,100.0,110,"*","*","*","*",44,40.0,35,31.8,17,15.5,52,47.3,258
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""",10,"F",42,42,100.0,42,"*","*",6,14.3,16,38.1,10,23.8,"*","*","*","*",234
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""",10,"M",95,95,100.0,95,"*","*",14,14.7,38,40.0,21,22.1,"*","*","*","*",255
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""",10,"F",53,53,100.0,53,"*","*",10,18.9,28,52.8,6,11.3,"*","*","*","*",237
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""",10,"M",89,89,100.0,89,"*","*",10,11.2,43,48.3,24,27.0,"*","*","*","*",250
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""",10,"F",83,83,100.0,83,"*","*",22,26.5,44,53.0,9,10.8,"*","*","*","*",238
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""",10,"M",119,119,100.0,119,"*","*",18,15.1,55,46.2,21,17.6,"*","*","*","*",248
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""",10,"F",50,50,100.0,50,"*","*","*","*",22,44.0,7,14.0,"*","*","*","*",239
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""",10,"M",56,56,100.0,56,"*","*","*","*",23,41.1,10,17.9,"*","*","*","*",263
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",05,"F",22,22,100.0,22,"*","*","*","*","*","*","*","*","*","*","*","*",255
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",05,"M",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",08,"F",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",08,"M",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",05,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",05,"M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",08,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",08,"M","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",10,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",10,"M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""",05,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""",05,"M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""",08,"F",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""",08,"M",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Coventry Academy","=""0320111""",10,"M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""",05,"F",62,62,100.0,62,0,0.0,"*","*","*","*",29,46.8,20,32.3,49,79.0,280
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""",05,"M",53,52,98.1,52,0,0.0,"*","*","*","*",23,44.2,19,36.5,42,80.8,284
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""",08,"F",72,70,97.2,70,"*","*","*","*","*","*",45,64.3,17,24.3,62,88.6,276
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""",08,"M",66,66,100.0,66,0,0.0,"*","*","*","*",41,62.1,13,19.7,54,81.8,273
"Coventry School District","=""0320011""","Coventry High School","=""0326111""",10,"F",53,52,98.1,51,"*","*","*","*",13,25.5,9,17.6,24,47.1,33,64.7,289
"Coventry School District","=""0320011""","Coventry High School","=""0326111""",10,"M",58,58,100.0,58,"*","*","*","*",17,29.3,8,13.8,27,46.6,35,60.3,285
"Cromwell School District","=""0330011""","Woodside Intermediate School","=""0330311""",05,"F",91,91,100.0,91,"*","*","*","*",32,35.2,30,33.0,18,19.8,48,52.7,258
"Cromwell School District","=""0330011""","Woodside Intermediate School","=""0330311""",05,"M",84,84,100.0,84,"*","*","*","*",10,11.9,43,51.2,19,22.6,62,73.8,267
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""",08,"F",71,71,100.0,71,"*","*","*","*",12,16.9,37,52.1,16,22.5,53,74.6,270
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""",08,"M",71,71,100.0,71,"*","*","*","*",17,23.9,34,47.9,10,14.1,44,62.0,259
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""",10,"F",72,72,100.0,72,"*","*","*","*",32,44.4,13,18.1,22,30.6,35,48.6,270
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""",10,"M",75,74,98.7,74,"*","*","*","*",26,35.1,26,35.1,11,14.9,37,50.0,259
"Danbury School District","=""0340011""","Hayestown Avenue School","=""0340211""",05,"F",33,33,100.0,33,"*","*","*","*",9,27.3,13,39.4,"*","*","*","*",250
"Danbury School District","=""0340011""","Hayestown Avenue School","=""0340211""",05,"M",32,31,96.9,31,"*","*","*","*",7,22.6,7,22.6,"*","*","*","*",232
"Danbury School District","=""0340011""","Westside Middle School Academy","=""0340311""",08,"F",35,35,100.0,35,"*","*","*","*",7,20.0,18,51.4,7,20.0,25,71.4,265
"Danbury School District","=""0340011""","Westside Middle School Academy","=""0340311""",08,"M",65,65,100.0,65,"*","*","*","*",11,16.9,35,53.8,10,15.4,45,69.2,262
"Danbury School District","=""0340011""","Morris Street School","=""0340611""",05,"F",30,30,100.0,30,"*","*","*","*",11,36.7,"*","*","*","*","*","*",219
"Danbury School District","=""0340011""","Morris Street School","=""0340611""",05,"M",22,22,100.0,22,"*","*","*","*",7,31.8,"*","*","*","*","*","*",229
"Danbury School District","=""0340011""","Park Avenue School","=""0340811""",05,"F",42,42,100.0,42,10,23.8,"*","*",15,35.7,10,23.8,"*","*","*","*",221
"Danbury School District","=""0340011""","Park Avenue School","=""0340811""",05,"M",45,45,100.0,45,6,13.3,"*","*",6,13.3,19,42.2,"*","*","*","*",246
"Danbury School District","=""0340011""","South Street School","=""0341011""",05,"F",28,27,96.4,27,"*","*",9,33.3,"*","*",7,25.9,0,0.0,7,25.9,215
"Danbury School District","=""0340011""","South Street School","=""0341011""",05,"M",30,30,100.0,30,"*","*",6,20.0,"*","*",10,33.3,"*","*","*","*",236
"Danbury School District","=""0340011""","Great Plain School","=""0341111""",05,"F",27,26,96.3,26,6,23.1,"*","*","*","*",9,34.6,"*","*","*","*",241
"Danbury School District","=""0340011""","Great Plain School","=""0341111""",05,"M",28,28,100.0,28,9,32.1,"*","*","*","*",10,35.7,"*","*","*","*",222
"Danbury School District","=""0340011""","Shelter Rock School","=""0341211""",05,"F",41,41,100.0,41,"*","*",8,19.5,10,24.4,18,43.9,"*","*","*","*",245
"Danbury School District","=""0340011""","Shelter Rock School","=""0341211""",05,"M",46,45,97.8,45,"*","*",10,22.2,10,22.2,15,33.3,"*","*","*","*",235
"Danbury School District","=""0340011""","Ellsworth Avenue School","=""0341411""",05,"F",27,27,100.0,27,"*","*","*","*",7,25.9,7,25.9,0,0.0,7,25.9,213
"Danbury School District","=""0340011""","Ellsworth Avenue School","=""0341411""",05,"M",37,37,100.0,37,"*","*",10,27.0,15,40.5,"*","*",0,0.0,"*","*",217
"Danbury School District","=""0340011""","Pembroke School","=""0341511""",05,"F",34,34,100.0,34,0,0.0,"*","*",9,26.5,16,47.1,"*","*","*","*",255
"Danbury School District","=""0340011""","Pembroke School","=""0341511""",05,"M",25,24,96.0,24,"*","*","*","*",10,41.7,7,29.2,"*","*","*","*",240
"Danbury School District","=""0340011""","Stadley Rough School","=""0341611""",05,"F",43,43,100.0,43,"*","*","*","*",13,30.2,13,30.2,"*","*","*","*",235
"Danbury School District","=""0340011""","Stadley Rough School","=""0341611""",05,"M",47,47,100.0,47,"*","*","*","*",11,23.4,18,38.3,"*","*","*","*",243
"Danbury School District","=""0340011""","King Street Intermediate School","=""0341711""",05,"F",95,93,97.9,93,9,9.7,14,15.1,20,21.5,38,40.9,12,12.9,50,53.8,248
"Danbury School District","=""0340011""","King Street Intermediate School","=""0341711""",05,"M",95,95,100.0,95,7,7.4,14,14.7,28,29.5,33,34.7,13,13.7,46,48.4,248
"Danbury School District","=""0340011""","Western CT Academy of International Studies Elementary Magnet School","=""0341911""",05,"F",35,35,100.0,35,0,0.0,"*","*","*","*",18,51.4,"*","*","*","*",257
"Danbury School District","=""0340011""","Western CT Academy of International Studies Elementary Magnet School","=""0341911""",05,"M",25,24,96.0,24,0,0.0,"*","*","*","*",10,41.7,"*","*","*","*",278
"Danbury School District","=""0340011""","Broadview Middle School","=""0345111""",08,"F",188,186,98.9,186,29,15.6,20,10.8,50,26.9,79,42.5,8,4.3,87,46.8,239
"Danbury School District","=""0340011""","Broadview Middle School","=""0345111""",08,"M",164,164,100.0,164,30,18.3,17,10.4,42,25.6,69,42.1,6,3.7,75,45.7,238
"Danbury School District","=""0340011""","Rogers Park Middle School","=""0345211""",08,"F",188,188,100.0,188,48,25.5,28,14.9,47,25.0,58,30.9,7,3.7,65,34.6,228
"Danbury School District","=""0340011""","Rogers Park Middle School","=""0345211""",08,"M",164,161,98.2,161,46,28.6,27,16.8,26,16.1,54,33.5,8,5.0,62,38.5,228
"Danbury School District","=""0340011""","Danbury High School","=""0346111""",10,"F",340,337,99.1,337,49,14.5,63,18.7,133,39.5,61,18.1,31,9.2,92,27.3,237
"Danbury School District","=""0340011""","Danbury High School","=""0346111""",10,"M",364,353,97.0,352,96,27.3,61,17.3,100,28.4,60,17.0,35,9.9,95,27.0,227
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""",10,"F",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""",10,"M",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","Hindley Elementary School","=""0350211""",05,"F",46,45,97.8,45,0,0.0,0,0.0,"*","*","*","*",28,62.2,"*","*",307
"Darien School District","=""0350011""","Hindley Elementary School","=""0350211""",05,"M",48,48,100.0,48,0,0.0,"*","*","*","*",19,39.6,19,39.6,38,79.2,284
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""",05,"F",32,32,100.0,32,0,0.0,"*","*","*","*",16,50.0,8,25.0,24,75.0,274
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""",05,"M",31,31,100.0,31,0,0.0,"*","*","*","*",14,45.2,11,35.5,25,80.6,279
"Darien School District","=""0350011""","Tokeneke Elementary School","=""0350611""",05,"F",34,34,100.0,34,0,0.0,0,0.0,"*","*","*","*",16,47.1,"*","*",293
"Darien School District","=""0350011""","Tokeneke Elementary School","=""0350611""",05,"M",26,26,100.0,26,0,0.0,"*","*","*","*",13,50.0,11,42.3,24,92.3,288
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""",05,"F",34,34,100.0,34,0,0.0,"*","*","*","*",15,44.1,15,44.1,30,88.2,294
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""",05,"M",33,33,100.0,33,"*","*","*","*","*","*",9,27.3,13,39.4,22,66.7,279
"Darien School District","=""0350011""","Ox Ridge Elementary School","=""0351311""",05,"F",28,28,100.0,28,0,0.0,0,0.0,"*","*",16,57.1,"*","*","*","*",296
"Darien School District","=""0350011""","Ox Ridge Elementary School","=""0351311""",05,"M",41,41,100.0,41,"*","*","*","*","*","*",21,51.2,10,24.4,31,75.6,272
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""",08,"F",180,179,99.4,179,0,0.0,"*","*","*","*",83,46.4,80,44.7,163,91.1,292
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""",08,"M",193,190,98.4,190,"*","*","*","*",9,4.7,78,41.1,96,50.5,174,91.6,295
"Darien School District","=""0350011""","Darien High School","=""0356111""",10,"F",171,163,95.3,163,"*","*","*","*",34,20.9,53,32.5,73,44.8,126,77.3,293
"Darien School District","=""0350011""","Darien High School","=""0356111""",10,"M",178,174,97.8,173,"*","*","*","*",30,17.3,37,21.4,99,57.2,136,78.6,300
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""",05,"F",23,23,100.0,23,0,0.0,"*","*","*","*",10,43.5,"*","*","*","*",294
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""",05,"M",20,20,100.0,20,0,0.0,0,0.0,"*","*",13,65.0,"*","*","*","*",269
"Derby School District","=""0370011""","Irving School","=""0370411""",05,"F",26,26,100.0,26,"*","*","*","*","*","*",9,34.6,0,0.0,9,34.6,227
"Derby School District","=""0370011""","Irving School","=""0370411""",05,"M",26,26,100.0,26,"*","*","*","*","*","*",12,46.2,"*","*","*","*",255
"Derby School District","=""0370011""","Derby Alternative Education Center","=""0370511""",08,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","Bradley School","=""0370611""",05,"F",25,25,100.0,25,"*","*","*","*",10,40.0,6,24.0,"*","*","*","*",231
"Derby School District","=""0370011""","Bradley School","=""0370611""",05,"M",30,30,100.0,30,"*","*","*","*",9,30.0,12,40.0,"*","*","*","*",256
"Derby School District","=""0370011""","Derby Middle School","=""0375011""",08,"F",47,46,97.9,46,11,23.9,7,15.2,"*","*",19,41.3,"*","*","*","*",235
"Derby School District","=""0370011""","Derby Middle School","=""0375011""",08,"M",49,49,100.0,49,12,24.5,15,30.6,10,20.4,"*","*","*","*",12,24.5,226
"Derby School District","=""0370011""","Derby High School","=""0376111""",10,"F",34,33,97.1,33,"*","*",8,24.2,9,27.3,7,21.2,"*","*","*","*",241
"Derby School District","=""0370011""","Derby High School","=""0376111""",10,"M",46,45,97.8,45,"*","*",7,15.6,15,33.3,7,15.6,"*","*","*","*",235
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""",05,"F",35,35,100.0,35,"*","*","*","*","*","*",11,31.4,16,45.7,27,77.1,286
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""",05,"M",38,38,100.0,38,"*","*","*","*","*","*",17,44.7,14,36.8,31,81.6,286
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""",08,"F",39,39,100.0,39,0,0.0,"*","*","*","*",21,53.8,"*","*","*","*",275
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""",08,"M",23,23,100.0,23,"*","*","*","*","*","*",11,47.8,"*","*","*","*",249
"East Granby School District","=""0400011""","East Granby High School","=""0406111""",10,"F",32,32,100.0,32,0,0.0,0,0.0,"*","*","*","*",18,56.3,"*","*",300
"East Granby School District","=""0400011""","East Granby High School","=""0406111""",10,"M",26,25,96.2,25,"*","*","*","*","*","*",7,28.0,10,40.0,17,68.0,279
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""",05,"F",34,34,100.0,34,"*","*","*","*","*","*",16,47.1,12,35.3,28,82.4,279
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""",05,"M",34,34,100.0,34,0,0.0,0,0.0,"*","*",17,50.0,"*","*","*","*",294
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""",08,"F",49,47,95.9,47,"*","*","*","*",9,19.1,29,61.7,"*","*","*","*",259
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""",08,"M",53,52,98.1,52,"*","*","*","*",10,19.2,33,63.5,"*","*","*","*",263
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""",10,"F",41,41,100.0,41,"*","*","*","*",20,48.8,6,14.6,11,26.8,17,41.5,264
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""",10,"M",44,43,97.7,43,"*","*","*","*",18,41.9,6,14.0,13,30.2,19,44.2,263
"East Hampton School District","=""0420011""","Center School","=""0420311""",05,"F",61,58,95.1,58,"*","*","*","*",8,13.8,26,44.8,19,32.8,45,77.6,276
"East Hampton School District","=""0420011""","Center School","=""0420311""",05,"M",73,72,98.6,72,"*","*","*","*",12,16.7,37,51.4,13,18.1,50,69.4,263
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""",08,"F",67,66,98.5,66,"*","*","*","*",10,15.2,32,48.5,18,27.3,50,75.8,275
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""",08,"M",81,80,98.8,80,"*","*","*","*",13,16.3,40,50.0,19,23.8,59,73.8,268
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""",10,"F",50,49,98.0,49,"*","*","*","*",12,24.5,10,20.4,23,46.9,33,67.3,282
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""",10,"M",57,57,100.0,57,"*","*","*","*",18,31.6,14,24.6,20,35.1,34,59.6,277
"East Hampton School District","=""0420011""","The Learning Center at East Hampton","=""0429011""",10,"M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""",05,"F",29,29,100.0,29,"*","*","*","*",8,27.6,9,31.0,"*","*","*","*",236
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""",05,"M",21,21,100.0,21,"*","*","*","*",7,33.3,7,33.3,"*","*","*","*",235
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""",05,"F",23,23,100.0,23,"*","*","*","*","*","*","*","*",0,0.0,"*","*",225
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""",05,"M",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""",05,"F",28,28,100.0,28,"*","*","*","*",12,42.9,8,28.6,0,0.0,8,28.6,226
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""",05,"M",30,30,100.0,30,"*","*","*","*",6,20.0,7,23.3,"*","*","*","*",225
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""",05,"F",23,23,100.0,23,"*","*","*","*","*","*","*","*",0,0.0,"*","*",219
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""",05,"M",20,20,100.0,20,"*","*","*","*","*","*","*","*",0,0.0,"*","*",205
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""",05,"F",41,41,100.0,41,"*","*","*","*",13,31.7,19,46.3,0,0.0,19,46.3,235
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""",05,"M",51,51,100.0,51,"*","*","*","*",22,43.1,16,31.4,"*","*","*","*",233
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""",05,"F",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""",05,"M",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""",05,"F",36,36,100.0,36,"*","*","*","*",11,30.6,9,25.0,0,0.0,9,25.0,215
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""",05,"M",39,39,100.0,39,"*","*",13,33.3,11,28.2,9,23.1,"*","*","*","*",223
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""",05,"F",31,31,100.0,31,0,0.0,"*","*","*","*",16,51.6,"*","*","*","*",265
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""",05,"M",32,32,100.0,32,"*","*","*","*","*","*",15,46.9,"*","*","*","*",265
