"Student Counts by School and Free/Reduced Lunch Eligibility"
"All Districts, All Schools"
"2011-12"

"",,,,"Free/Reduced Lunch Eligibility",,,
"District","District Code","School","School Code","Free","Non-Subsidized","Reduced","Total"
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""",31,316,17,364
"North Haven School District","=""1010011""","North Haven High School","=""1016111""",76,1079,31,1186
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""",42,725,30,797
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""",25,382,14,421
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""",44,325,15,384
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""",17,189,10,216
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""",24,146,11,181
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""",583,996,151,1730
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""",244,242,53,539
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""",86,212,12,310
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""",127,309,38,474
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""",138,334,16,488
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""",294,217,73,584
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""",289,150,58,497
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""",198,262,49,509
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""",108,325,35,468
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""",210,365,38,613
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""",457,986,88,1531
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""",50,"*","*",69
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""",266,301,42,609
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""",179,229,32,440
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""",106,334,14,454
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""",220,162,46,428
"Norwalk School District","=""1030011""","Tracey School","=""1031411""",214,141,46,401
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""",232,360,72,664
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""",101,181,19,301
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""",351,1909,55,2315
"Norwich School District","=""1040011""","Bishop School Early Learning Center","=""1040111""",12,"*","*",17
"Norwich School District","=""1040011""","Deborah-Tennant Zinewicz  School","=""1049111""",35,"*","*",44
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""",12,"*","*",16
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""",283,77,42,402
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""",395,180,49,624
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""",274,115,37,426
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""",192,229,42,463
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""",300,130,64,494
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""",53,"*","*",76
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""",184,117,43,344
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""",238,70,23,331
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""",222,58,40,320
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""",202,39,19,260
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""",91,195,28,314
"Old Saybrook School District","=""1060011""","Kathleen E. Goodwin School","=""1060211""",64,346,22,432
"Old Saybrook School District","=""1060011""","Old Saybrook Middle School","=""1065211""",61,502,21,584
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""",44,479,20,543
"Orange School District","=""1070011""","Mary L. Tracy School","=""1070211""",0,170,0,170
"Orange School District","=""1070011""","Peck Place School","=""1070511""","*",381,"*",393
"Orange School District","=""1070011""","Race Brook School","=""1070311""","*",378,"*",388
"Orange School District","=""1070011""","Turkey Hill School","=""1070411""","*",307,"*",319
"Oxford School District","=""1080011""","Great Oak School","=""1085111""",45,479,8,532
"Oxford School District","=""1080011""","Oxford Center School","=""1080111""",29,478,11,518
"Oxford School District","=""1080011""","Oxford High School","=""1086011""",32,542,10,584
"Oxford School District","=""1080011""","Quaker Farms School","=""1080311""","*",473,"*",504
"Park City Prep Charter School District","=""2830013""","Park City Prep Charter School","=""2835113""",144,81,32,257
"Plainfield School District","=""1090011""","Early Childhood Center","=""1098011""","*",9,"*",16
"Plainfield School District","=""1090011""","Moosup Elementary School","=""1090111""",139,213,23,375
"Plainfield School District","=""1090011""","Plainfield Central School","=""1095111""",205,337,53,595
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""",214,473,71,758
"Plainfield School District","=""1090011""","Plainfield Memorial School","=""1090311""",160,217,30,407
"Plainfield School District","=""1090011""","Shepard Hill Elementary School","=""1090411""",177,217,22,416
"Plainville School District","=""1100011""","Frank T. Wheeler School","=""1100411""",60,188,23,271
"Plainville School District","=""1100011""","Linden Street School","=""1100211""",110,289,32,431
"Plainville School District","=""1100011""","Louis Toffolon School","=""1100511""",76,269,15,360
"Plainville School District","=""1100011""","Middle School of Plainville","=""1105211""",112,393,42,547
"Plainville School District","=""1100011""","Plainville High School","=""1106111""",152,539,64,755
"Plainville School District","=""1100011""","Prekindergarten Program","=""1108011""","*",36,"*",42
"Plymouth School District","=""1110011""","Eli Terry Jr. Middle School","=""1115111""",93,298,36,427
"Plymouth School District","=""1110011""","Harry S. Fisher Elementary School","=""1110411""",84,241,24,349
"Plymouth School District","=""1110011""","Plymouth Center School","=""1110211""",66,280,18,364
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""",103,369,36,508
"Pomfret School District","=""1120011""","Pomfret Community School","=""1120111""",54,406,11,471
"Portland School District","=""1130011""","Brownstone Intermediate School","=""1130511""",32,204,9,245
"Portland School District","=""1130011""","Gildersleeve School","=""1130411""",25,186,8,219
"Portland School District","=""1130011""","Portland High School","=""1136111""",45,307,8,360
"Portland School District","=""1130011""","Portland Middle School","=""1135111""",22,200,8,230
"Portland School District","=""1130011""","Valley View School","=""1130211""","*",252,"*",312
"Preston School District","=""1140011""","Preston Plains School","=""1145111""",14,105,10,129
"Preston School District","=""1140011""","Preston Veterans' Memorial School","=""1140411""",33,226,8,267
"Putnam School District","=""1160011""","Helping Hands","=""1169011""","*","*",0,"*"
"Putnam School District","=""1160011""","Putnam Elementary School","=""1160311""",363,269,35,667
"Putnam School District","=""1160011""","Putnam High School","=""1166111""",128,150,21,299
"Putnam School District","=""1160011""","Putnam Middle School","=""1165111""",143,125,20,288
"Redding School District","=""1170011""","John Read Middle School","=""1175111""",10,576,6,592
"Redding School District","=""1170011""","Redding Elementary School","=""1170111""","*",600,"*",615
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""",67,369,27,463
"Regional School District 04","=""2040012""","John Winthrop Middle School","=""2045112""",31,299,8,338
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""",30,568,21,619
"Regional School District 05","=""2050012""","Amity Middle School: Bethany","=""2055112""","*",357,"*",378
"Regional School District 05","=""2050012""","Amity Middle School: Orange","=""2055212""",11,371,8,390
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""",48,1584,25,1657
"Regional School District 06","=""2060012""","Goshen Center School","=""2060112""",20,181,10,211
"Regional School District 06","=""2060012""","James Morris School","=""2060212""",28,149,6,183
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""",49,489,18,556
"Regional School District 06","=""2060012""","Warren Elementary School","=""2060312""","*",75,"*",89
"Regional School District 07","=""2070012""","AIM","=""2079112""","*",7,"*",15
"Regional School District 07","=""2070012""","FLEX","=""2079012""","*","*",0,"*"
"Regional School District 07","=""2070012""","Intensive Learning Program","=""2079412""","*","*","*",9
"Regional School District 07","=""2070012""","Links","=""2079212""","*","*",0,12
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""",30,675,10,715
"Regional School District 07","=""2070012""","Northwestern Regional Middle School","=""2075112""",22,335,12,369
"Regional School District 07","=""2070012""","STEP","=""2079312""","*",20,"*",26
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""",47,1088,40,1175
"Regional School District 08","=""2080012""","RHAM Middle School","=""2085112""",25,568,16,609
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","*",981,"*",1006
"Regional School District 10","=""2100012""","Har-Bur Middle School","=""2105112""",38,817,24,879
"Regional School District 10","=""2100012""","Harwinton Consolidated School","=""2100312""","*",427,"*",445
"Regional School District 10","=""2100012""","Lake Garda Elementary School","=""2100212""","*",502,"*",519
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","*",786,"*",822
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""",53,216,23,292
"Regional School District 12","=""2120012""","Booth Free School","=""2120212""","*","*",0,107
"Regional School District 12","=""2120012""","Early Childhood Education Center","=""2128012""",0,17,0,17
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""",15,280,11,306
"Regional School District 12","=""2120012""","Shepaug Valley Middle School","=""2125112""","*",198,"*",213
"Regional School District 12","=""2120012""","The Burnham School","=""2120112""","*","*",0,83
"Regional School District 12","=""2120012""","Washington Primary School","=""2120412""",14,146,0,160
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""",15,545,22,582
"Regional School District 13","=""2130012""","Francis E. Korn School","=""2130212""","*",178,"*",192
"Regional School District 13","=""2130012""","Frank Ward Strong School","=""2135112""",15,335,8,358
"Regional School District 13","=""2130012""","Frederick Brewster School","=""2130112""","*",220,"*",235
"Regional School District 13","=""2130012""","John Lyman School","=""2130512""","*",284,"*",300
"Regional School District 13","=""2130012""","Middlefield Memorial School","=""2130412""",13,305,7,325
"Regional School District 14","=""2140012""","Bethlehem Elementary School","=""2140112""","*",292,"*",317
"Regional School District 14","=""2140012""","Integrated Star Preschool Program","=""2148012""",0,45,0,45
"Regional School District 14","=""2140012""","Mitchell Elementary School","=""2140212""","*",376,"*",396
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""",35,769,13,817
"Regional School District 14","=""2140012""","Woodbury Middle School","=""2145112""",25,388,8,421
"Regional School District 15","=""2150012""","Gainfield Elementary School","=""2150412""",7,377,13,397
"Regional School District 15","=""2150012""","Long Meadow Elementary School","=""2150712""","*",578,"*",593
"Regional School District 15","=""2150012""","Memorial Middle School","=""2155212""",25,477,8,510
"Regional School District 15","=""2150012""","Middlebury Elementary School","=""2150612""","*",429,"*",451
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""",28,1250,10,1288
"Regional School District 15","=""2150012""","Pomperaug School","=""2150512""","*",475,"*",481
"Regional School District 15","=""2150012""","Rochambeau Middle School","=""2155112""",11,486,8,505
"Regional School District 16","=""2160012""","Algonquin School","=""2160312""",40,418,17,475
"Regional School District 16","=""2160012""","Community School","=""2160212""",16,183,9,208
"Regional School District 16","=""2160012""","Laurel Ledge School","=""2160112""",49,405,19,473
"Regional School District 16","=""2160012""","Long River Middle School","=""2165112""",49,498,32,579
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""",79,632,31,742
"Regional School District 17","=""2170012""","Burr District Elementary School","=""2170212""",10,284,6,300
"Regional School District 17","=""2170012""","Haddam Elementary School","=""2170112""",14,248,8,270
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""",35,613,9,657
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""",41,717,10,768
"Regional School District 17","=""2170012""","Killingworth Elementary School","=""2170312""","*",368,"*",389
"Regional School District 18","=""2180012""","Center School","=""2180312""","*",239,"*",260
"Regional School District 18","=""2180012""","Lyme Consolidated School","=""2180112""",10,146,0,156
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""",22,384,6,412
"Regional School District 18","=""2180012""","Lyme-Old Lyme Middle School","=""2185112""",20,322,8,350
"Regional School District 18","=""2180012""","Mile Creek School","=""2180212""","*",260,"*",270
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""",121,1066,38,1225
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""","*",365,"*",372
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""","*",421,"*",430
"Ridgefield School District","=""1180011""","East Ridge Middle School","=""1185111""","*",749,"*",767
"Ridgefield School District","=""1180011""","Farmingville Elementary School","=""1180411""","*",336,"*",340
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""",6,402,0,408
"Ridgefield School District","=""1180011""","Ridgefield 18-21 Transition Program","=""1189011""",0,"*",0,"*"
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""",44,1711,16,1771
"Ridgefield School District","=""1180011""","Scotland Elementary School","=""1180511""","*",376,"*",385
"Ridgefield School District","=""1180011""","Scotts Ridge Middle School","=""1185211""","*",530,"*",538
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""","*",336,"*",349
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""",49,555,20,624
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""",90,410,26,526
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""",69,666,27,762
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""",18,593,7,618
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""",28,404,11,443
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""",28,272,10,310
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""","*",116,"*",132
"Seymour School District","=""1240011""","Anna L. Lopresti School","=""1240311""",102,165,23,290
"Seymour School District","=""1240011""","Bungay School","=""1240111""",62,445,39,546
"Seymour School District","=""1240011""","Paul E. Chatfield School","=""1240411""",27,227,25,279
"Seymour School District","=""1240011""","Seymour High School","=""1246111""",93,466,37,596
"Seymour School District","=""1240011""","Seymour Middle School","=""1245111""",106,439,43,588
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""",38,143,10,191
"Shelton School District","=""1260011""","Mohegan School","=""1260911""","*",359,"*",380
"Shelton School District","=""1260011""","Booth Hill School","=""1261011""",19,324,17,360
"Shelton School District","=""1260011""","Elizabeth Shelton School","=""1260511""",59,395,19,473
"Shelton School District","=""1260011""","Intermediate School","=""1265111""",139,744,48,931
"Shelton School District","=""1260011""","Long Hill School","=""1260811""",101,315,25,441
"Shelton School District","=""1260011""","Perry Hill Elementary School","=""1261111""",120,665,44,829
"Shelton School District","=""1260011""","Shelton High School","=""1266111""",221,1256,86,1563
"Shelton School District","=""1260011""","Sunnyside School","=""1260611""",49,177,25,251
"Sherman School District","=""1270011""","Sherman School","=""1270111""",26,371,0,397
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""",91,120,21,232
"Simsbury School District","=""1280011""","Central School","=""1280111""",22,369,6,397
"Simsbury School District","=""1280011""","Henry James Memorial School","=""1285111""",30,746,15,791
"Simsbury School District","=""1280011""","Latimer Lane School","=""1280611""",28,419,7,454
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""",99,1491,28,1618
"Simsbury School District","=""1280011""","Squadron Line School","=""1280711""",31,674,7,712
"Simsbury School District","=""1280011""","Tariffville School","=""1280311""",39,224,8,271
"Simsbury School District","=""1280011""","Tootin' Hills School","=""1280411""","*",406,"*",424
"Somers School District","=""1290011""","Mabelle B. Avery Middle School","=""1295111""",13,353,11,377
"Somers School District","=""1290011""","Somers Elementary School","=""1290411""",21,649,14,684
"Somers School District","=""1290011""","Somers High School","=""1296111""",15,522,15,552
"South Windsor School District","=""1320011""","Pleasant Valley School","=""1320211""",48,332,8,388
"South Windsor School District","=""1320011""","Eli Terry School","=""1320711""",26,380,11,417
"South Windsor School District","=""1320011""","Orchard Hill School","=""1320611""",29,347,10,386
"South Windsor School District","=""1320011""","Philip R. Smith School","=""1320111""","*",316,"*",333
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""",93,1333,32,1458
"South Windsor School District","=""1320011""","Timothy Edwards School","=""1325111""",92,962,36,1090
"South Windsor School District","=""1320011""","Wapping Elementary School","=""1320411""",33,239,8,280
"Southington School District","=""1310011""","John F. Kennedy Middle School","=""1315311""",79,739,22,840
"Southington School District","=""1310011""","Derynoski Elementary School","=""1311511""",88,539,23,650
"Southington School District","=""1310011""","Flanders Elementary School","=""1311311""","*",232,"*",285
"Southington School District","=""1310011""","Hatton Elementary School","=""1310211""",45,378,13,436
"Southington School District","=""1310011""","Joseph A. Depaolo Middle School","=""1315111""",84,664,24,772
"Southington School District","=""1310011""","Plantsville Elementary School","=""1310611""","*",239,"*",275
"Southington School District","=""1310011""","South End Elementary School","=""1310711""",18,212,11,241
"Southington School District","=""1310011""","Southington High School","=""1316211""",189,1773,66,2028
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""",31,323,10,364
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""",49,370,6,425
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""","*",365,"*",387
"Sprague School District","=""1330011""","Sayles School","=""1330111""",119,217,38,374
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""",115,332,50,497
"Stafford School District","=""1340011""","Stafford High School","=""1346111""",89,390,34,513
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""",82,292,33,407
"Stafford School District","=""1340011""","Staffordville School","=""1340311""",55,139,8,202
"Stafford School District","=""1340011""","West Stafford School","=""1340411""",51,133,16,200
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""",97,20,21,138
"Stamford School District","=""1350011""","Cloonan School","=""1355611""",231,303,43,577
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""",239,267,31,537
"Stamford School District","=""1350011""","Dolan School","=""1355311""",259,232,37,528
"Stamford School District","=""1350011""","Hart School","=""1352211""",234,275,46,555
"Stamford School District","=""1350011""","Julia A. Stark School","=""1351211""",249,248,70,567
"Stamford School District","=""1350011""","K. T. Murphy School","=""1350511""",236,234,57,527
"Stamford School District","=""1350011""","Newfield School","=""1350611""",264,384,39,687
"Stamford School District","=""1350011""","Northeast School","=""1351811""",260,402,25,687
"Stamford School District","=""1350011""","Preschool Team","=""1358011""","*","*",0,25
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""",274,312,60,646
"Stamford School District","=""1350011""","Rogers International School","=""1350811""",291,464,49,804
"Stamford School District","=""1350011""","Roxbury School","=""1350911""",287,304,54,645
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""",237,334,58,629
"Stamford School District","=""1350011""","Springdale School","=""1351111""",282,288,50,620
"Stamford School District","=""1350011""","Stamford High School","=""1356111""",758,940,163,1861
"Stamford School District","=""1350011""","Stillmeadow School","=""1352111""",286,373,56,715
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""",136,513,43,692
"Stamford School District","=""1350011""","Toquam Magnet School","=""1351911""",292,293,62,647
"Stamford School District","=""1350011""","Turn of River School","=""1355511""",239,269,49,557
"Stamford School District","=""1350011""","Westhill High School","=""1356311""",898,1190,187,2275
"Stamford School District","=""1350011""","Westover School","=""1351411""",283,370,56,709
"Sterling School District","=""1360011""","Sterling Community School","=""1360311""",126,332,31,489
"Stonington School District","=""1370011""","Deans Mill School","=""1370511""","*",503,"*",508
"Stonington School District","=""1370011""","Mystic Middle School","=""1375211""",16,394,11,421
"Stonington School District","=""1370011""","Pawcatuck Middle School","=""1375111""",46,295,12,353
"Stonington School District","=""1370011""","Stonington High School","=""1376111""",59,692,22,773
"Stonington School District","=""1370011""","West Broad Street School","=""1370411""","*",130,"*",146
"Stonington School District","=""1370011""","West Vine Street School","=""1370611""","*","*",0,203
"Stratford School District","=""1380011""","Eli Whitney School","=""1381311""",131,338,68,537
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""",270,766,125,1161
"Stratford School District","=""1380011""","Chapel School","=""1380311""",199,309,53,561
"Stratford School District","=""1380011""","David Wooster Middle School","=""1385211""",168,293,82,543
"Stratford School District","=""1380011""","Franklin School","=""1380411""",169,73,49,291
"Stratford School District","=""1380011""","Harry B. Flood Middle School","=""1385311""",198,325,81,604
"Stratford School District","=""1380011""","Honeyspot School","=""1381611""",44,178,20,242
"Stratford School District","=""1380011""","Lordship School","=""1380811""",91,98,30,219
"Stratford School District","=""1380011""","Nichols School","=""1380911""",157,210,63,430
"Stratford School District","=""1380011""","Second Hill Lane School","=""1381011""",236,332,139,707
"Stratford School District","=""1380011""","Secondary STEPS Program","=""1389111""",7,"*","*",9
"Stratford School District","=""1380011""","Stratford Academy - Johnson House","=""1381511""",118,277,63,458
"Stratford School District","=""1380011""","Stratford High School","=""1386111""",315,629,139,1083
"Stratford School District","=""1380011""","Strive-Stratford","=""1389011""","*","*",0,15
"Stratford School District","=""1380011""","Wilcoxson School","=""1381411""",98,244,40,382
"Suffield School District","=""1390011""","A. Ward Spaulding School","=""1390411""",28,437,7,472
"Suffield School District","=""1390011""","McAlister Intermediate School","=""1390311""",45,491,16,552
"Suffield School District","=""1390011""","Suffield High School","=""1396111""",59,763,45,867
"Suffield School District","=""1390011""","Suffield Middle School","=""1395111""",34,534,27,595
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""",160,66,50,276
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""",180,313,49,542
"Thomaston School District","=""1400011""","Black Rock School","=""1400111""",56,257,25,338
"Thomaston School District","=""1400011""","Thomaston Center School","=""1400211""",37,182,20,239
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""",64,380,33,477
"Thompson School District","=""1410011""","Mary R. Fisher Elementary School","=""1410111""",118,287,39,444
"Thompson School District","=""1410011""","Thompson Middle School","=""1415111""",103,259,41,403
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""",64,250,24,338
"Tolland School District","=""1420011""","Birch Grove Primary School","=""1420111""",28,579,7,614
"Tolland School District","=""1420011""","Tolland High School","=""1426111""",36,864,16,916
"Tolland School District","=""1420011""","Tolland Intermediate School","=""1420211""",31,645,12,688
"Tolland School District","=""1420011""","Tolland Middle School","=""1425111""",40,677,16,733
"Torrington School District","=""1430011""","East School","=""1430111""",79,299,33,411
"Torrington School District","=""1430011""","Forbes School","=""1430211""",197,168,21,386
"Torrington School District","=""1430011""","Southwest School","=""1430811""",142,143,39,324
"Torrington School District","=""1430011""","Torringford School","=""1430911""",167,407,67,641
"Torrington School District","=""1430011""","Torrington High School","=""1436111""",367,663,83,1113
"Torrington School District","=""1430011""","Torrington Middle School","=""1435111""",401,620,106,1127
"Torrington School District","=""1430011""","Vogel-Wetmore School","=""1431311""",285,123,51,459
"Trailblazers Academy District","=""2780013""","Trailblazers Academy","=""2785113""",121,31,18,170
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""",23,490,8,521
"Trumbull School District","=""1440011""","Daniels Farm School","=""1440811""",14,452,6,472
"Trumbull School District","=""1440011""","Frenchtown Elementary School","=""1441011""",44,584,25,653
"Trumbull School District","=""1440011""","Hillcrest Middle School","=""1445211""",40,687,21,748
"Trumbull School District","=""1440011""","Jane Ryan School","=""1440411""","*",390,"*",407
"Trumbull School District","=""1440011""","Madison Middle School","=""1445111""",31,806,20,857
"Trumbull School District","=""1440011""","Middlebrook School","=""1440311""",31,419,17,467
"Trumbull School District","=""1440011""","Tashua School","=""1440911""",10,370,12,392
"Trumbull School District","=""1440011""","Trumbull Early Childhood Education Center","=""1448011""",0,237,0,237
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""",80,2055,52,2187
"Unified School District #1","=""3360015""","Bridgeport Correctional Center","=""3360115""",25,0,0,25
"Unified School District #1","=""3360015""","Brooklyn Correctional Institution","=""3360215""","*",0,0,"*"
"Unified School District #1","=""3360015""","Cheshire Correctional Institution","=""3360315""",25,0,0,25
"Unified School District #1","=""3360015""","Corrigan/Radgowski Correctional Institution","=""3362415""",45,0,0,45
"Unified School District #1","=""3360015""","Enfield Correctional Institution","=""3360415""",13,0,0,13
"Unified School District #1","=""3360015""","Garner Correctional Institution","=""3361915""",14,0,0,14
"Unified School District #1","=""3360015""","Hartford Correctional Center","=""3360615""",44,0,0,44
"Unified School District #1","=""3360015""","MacDougall/Walker Correctional Institution","=""3362215""",43,0,0,43
"Unified School District #1","=""3360015""","Manson Youth Institution","=""3361115""",400,0,0,400
"Unified School District #1","=""3360015""","New Haven Correctional Center","=""3360915""",10,0,0,10
"Unified School District #1","=""3360015""","Northern Correctional Institution","=""3362615""",30,0,0,30
"Unified School District #1","=""3360015""","Osborn Correctional Institution","=""3361215""",19,0,0,19
"Unified School District #1","=""3360015""","Robinson Correctional Institution","=""3361315""",20,0,0,20
"Unified School District #1","=""3360015""","Willard/Cybulski Correctional Institution","=""3361515""",24,0,0,24
"Unified School District #1","=""3360015""","York Correctional Institution","=""3362515""",29,0,0,29
"Unified School District #2","=""3470015""","Children's Place School","=""3470115""",25,0,0,25
"Unified School District #2","=""3470015""","Riverview School","=""3470315""",56,0,0,56
"Unified School District #2","=""3470015""","Walter G. Cady School","=""3476715""",99,0,0,99
"Union School District","=""1450011""","Union Elementary School","=""1450111""",0,"*","*",73
"Vernon School District","=""1460011""","Northeast School","=""1460311""",124,154,14,292
"Vernon School District","=""1460011""","Center Road School","=""1461411""",109,371,19,499
"Vernon School District","=""1460011""","Lake Street School","=""1460111""",39,235,12,286
"Vernon School District","=""1460011""","Maple Street School","=""1460211""",208,84,18,310
"Vernon School District","=""1460011""","Next Step Program (AACBP)","=""1469011""","*",10,"*",14
"Vernon School District","=""1460011""","Rockville High School","=""1466111""",240,757,55,1052
"Vernon School District","=""1460011""","Skinner Road School","=""1461011""",129,224,22,375
"Vernon School District","=""1460011""","Vernon Center Middle School","=""1465111""",245,437,59,741
"Voluntown School District","=""1470011""","Voluntown Elementary School","=""1470111""",48,254,17,319
"Wallingford School District","=""1480011""","Highland School","=""1480211""","*",302,"*",324
"Wallingford School District","=""1480011""","A.R.T.S. Academy","=""1489011""","*",12,"*",17
"Wallingford School District","=""1480011""","Cook Hill School","=""1481011""","*",320,"*",385
"Wallingford School District","=""1480011""","Dag Hammarskjold Middle School","=""1485211""",97,590,22,709
"Wallingford School District","=""1480011""","Evarts C. Stevens School","=""1480911""",52,319,13,384
"Wallingford School District","=""1480011""","Harvest Park","=""1489211""","*","*","*",7
"Wallingford School District","=""1480011""","James H. Moran Middle School","=""1485311""",78,666,11,755
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""",106,995,28,1129
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""",69,832,16,917
"Wallingford School District","=""1480011""","Moses Y. Beach School","=""1480111""",51,295,8,354
"Wallingford School District","=""1480011""","Multi-Vocational Life Skills Program","=""1489111""","*","*",0,12
"Wallingford School District","=""1480011""","Parker Farms School","=""1480311""",58,259,11,328
"Wallingford School District","=""1480011""","Pond Hill School","=""1481211""",59,258,16,333
"Wallingford School District","=""1480011""","Rock Hill School","=""1480411""",43,298,8,349
"Wallingford School District","=""1480011""","Yalesville School","=""1480811""",33,358,6,397
"Waterbury School District","=""1510011""","West Side Middle School","=""1515211""",796,179,101,1076
"Waterbury School District","=""1510011""","Washington School","=""1512311""",302,26,20,348
"Waterbury School District","=""1510011""","B. W. Tinker School","=""1512111""",364,152,52,568
"Waterbury School District","=""1510011""","Bucks Hill School","=""1510511""",475,57,39,571
"Waterbury School District","=""1510011""","Bunker Hill School","=""1510611""",395,68,34,497
"Waterbury School District","=""1510011""","Carrington School","=""1512711""",320,109,33,462
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""",984,259,134,1377
