"Student Counts by School and Free/Reduced Lunch Eligibility"
"All Districts, All Schools"
"2011-12"

"",,,,"Free/Reduced Lunch Eligibility",,,
"District","District Code","School","School Code","Free","Non-Subsidized","Reduced","Total"
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""","*",452,"*",466
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""",20,455,6,481
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""",82,343,26,451
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""",30,606,10,646
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""",60,992,24,1076
"Granby School District","=""0560011""","Frank M. Kearns Primary School","=""0560111""","*",362,"*",392
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""",36,705,15,756
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""","*",326,"*",356
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""","*",299,"*",327
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""",36,282,9,327
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""",57,537,10,604
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""",28,363,11,402
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""","*",744,"*",774
"Greenwich School District","=""0570011""","Glenville School","=""0570411""",17,354,14,385
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""",265,2309,82,2656
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",144,201,68,413
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""",24,332,10,366
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",88,241,14,343
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",99,115,47,261
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""","*",435,"*",461
"Greenwich School District","=""0570011""","North Street School","=""0570811""",9,422,7,438
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""","*",418,"*",428
"Greenwich School District","=""0570011""","Parkway School","=""0571111""","*",261,"*",268
"Greenwich School District","=""0570011""","Riverside School","=""0571011""","*",518,"*",522
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",126,309,39,474
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",195,480,52,727
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",145,456,51,652
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",175,362,49,586
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",30,309,16,355
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",302,164,20,486
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",60,268,64,392
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",150,162,22,334
"Groton School District","=""0590011""","Fitch Middle School","=""0595111""",106,241,60,407
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",75,230,68,373
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",64,349,12,425
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",109,221,26,356
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",268,873,96,1237
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",29,280,12,321
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",141,106,21,268
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",20,546,19,585
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",12,294,7,313
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""",10,311,6,327
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",31,500,20,551
"Guilford School District","=""0600011""","Guilford High School","=""0606111""",63,1035,33,1131
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",16,366,7,389
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",15,328,17,360
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""",0,89,0,89
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",45,405,18,468
"Hamden School District","=""0620011""","Church Street School","=""0620211""",256,110,40,406
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",108,192,21,321
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",540,1197,116,1853
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",302,546,59,907
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",138,100,29,267
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",160,129,32,321
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",232,105,0,337
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",73,312,9,394
"Hamden School District","=""0620011""","West Woods School","=""0621411""",46,413,17,476
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""","*",100,"*",126
"Hartford School District","=""0640011""","Asian Studies Academy at Bellizzi School","=""0640711""",449,0,0,449
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",565,0,0,565
"Hartford School District","=""0640011""","Betances Early Reading Lab Magnet School","=""0642811""",315,0,0,315
"Hartford School District","=""0640011""","Breakthrough II Magnet School","=""0643511""",171,0,0,171
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""",173,133,49,355
"Hartford School District","=""0640011""","Bulkeley High School","=""0647111""",399,0,0,399
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""",625,0,0,625
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""",596,0,0,596
"Hartford School District","=""0640011""","Burr School","=""0642311""",807,0,0,807
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""",223,253,45,521
"Hartford School District","=""0640011""","Clark School","=""0642411""",397,0,0,397
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""",264,350,100,714
"Hartford School District","=""0640011""","Culinary Arts Academy at Weaver High School","=""0646011""",297,0,0,297
"Hartford School District","=""0640011""","Dr. Joseph Bellizzi Middle School","=""0645311""",146,0,0,146
"Hartford School District","=""0640011""","Environmental Sciences Magnet at Hooker School","=""0640911""",358,0,0,358
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""",749,0,0,749
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""",417,0,0,417
"Hartford School District","=""0640011""","HPHS Engineering and Green Technology Academy","=""0647211""",433,0,0,433
"Hartford School District","=""0640011""","HPHS Freshmen Academy","=""0647311""",221,0,0,221
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""",396,0,0,396
"Hartford School District","=""0640011""","HPHS Nursing and Health Sciences Academy","=""0647511""",378,0,0,378
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""",315,308,93,716
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Elementary)","=""0649011""",32,0,0,32
"Hartford School District","=""0640011""","High School, Inc.","=""0647611""",233,72,16,321
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""",317,0,0,317
"Hartford School District","=""0640011""","Kennelly School","=""0641011""","*","*",0,799
"Hartford School District","=""0640011""","Kinsella Magnet School of Performing Arts","=""0641111""",690,0,0,690
"Hartford School District","=""0640011""","M. D. Fox School","=""0640811""",479,0,0,479
"Hartford School District","=""0640011""","M. L. King, Jr. School","=""0641611""",401,0,0,401
"Hartford School District","=""0640011""","McDonough Middle School","=""0641211""",451,0,0,451
"Hartford School District","=""0640011""","Milner School","=""0641911""",422,0,0,422
"Hartford School District","=""0640011""","Montessori Magnet at Fisher School","=""0643711""",57,173,10,240
"Hartford School District","=""0640011""","Naylor/CCSU Leadership Academy","=""0641411""",704,0,0,704
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""",92,18,6,116
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",531,0,0,531
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""",148,148,31,327
"Hartford School District","=""0640011""","Rawson School","=""0641711""",452,0,0,452
"Hartford School District","=""0640011""","Renzulli Gifted and Talented Academy","=""0644011""",105,0,0,105
"Hartford School District","=""0640011""","SAND School","=""0640111""","*","*",0,471
"Hartford School District","=""0640011""","STEM Magnet at Fisher School","=""0642511""",155,155,34,344
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",469,0,0,469
"Hartford School District","=""0640011""","Sarah J Rawson Middle Grades Academy","=""0645611""",202,0,0,202
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",347,0,0,347
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","*","*",0,637
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""",136,200,53,389
"Hartford School District","=""0640011""","Webster Micro Society Magnet School","=""0642011""",210,307,65,582
"Hartford School District","=""0640011""","West Middle School","=""0642111""",657,0,0,657
"Hartford School District","=""0640011""","Wish Museum School","=""0642211""",392,0,0,392
"Hartland School District","=""0650011""","Hartland School","=""0650111""",15,210,0,225
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""",12,378,10,400
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""",23,610,15,648
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""",135,163,39,337
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",69,237,24,330
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""",103,60,28,191
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""",208,207,73,488
"Kent School District","=""0680011""","Kent Center School","=""0680111""",32,236,10,278
"Killingly School District","=""0690011""","Goodyear Early Childhood Center","=""0698011""",31,63,6,100
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""",169,278,46,493
"Killingly School District","=""0690011""","Killingly High School","=""0696111""",213,535,74,822
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""",290,434,88,812
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""",191,228,30,449
"Learn","=""2450014""","Connecticut River Academy","=""2456014""",117,100,29,246
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""","*",46,"*",82
"Learn","=""2450014""","Learn Special Education","=""2459014""","*",22,"*",28
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""",20,77,13,110
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""",200,297,42,539
"Learn","=""2450014""","The Friendship School","=""2450214""",236,235,38,509
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""",35,403,14,452
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""",42,330,14,386
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""",34,400,11,445
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""","*",203,"*",224
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""",64,279,9,352
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""",25,233,12,270
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""",49,346,18,413
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""",113,787,34,934
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""",43,332,15,390
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""","*",13,"*",24
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""",64,371,18,453
"Litchfield School District","=""0740011""","Center School","=""0740211""",31,275,10,316
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""",42,481,20,543
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""",24,231,8,263
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""",33,1215,9,1257
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""",20,508,13,541
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""","*",263,"*",285
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""",12,452,9,473
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""","*",238,"*",250
"Madison School District","=""0760011""","Town Campus Learning Center","=""0769011""",0,"*","*",40
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""",15,582,8,605
"Manchester School District","=""0770011""","Nathan Hale School","=""0770911""",204,58,25,287
"Manchester School District","=""0770011""","Bowers School","=""0770111""",164,202,35,401
"Manchester School District","=""0770011""","Buckley School","=""0770311""",94,309,35,438
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""",185,174,52,411
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""",420,313,103,836
"Manchester School District","=""0770011""","Keeney School","=""0770611""",79,213,35,327
"Manchester School District","=""0770011""","Manchester High School","=""0776111""",713,859,207,1779
"Manchester School District","=""0770011""","Manchester Preschool Center","=""0778011""",163,31,0,194
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""",53,31,9,93
"Manchester School District","=""0770011""","Manchester Transition Center","=""0779111""","*","*",0,9
"Manchester School District","=""0770011""","Martin School","=""0771611""",69,165,18,252
"Manchester School District","=""0770011""","Robertson School","=""0771011""",173,174,28,375
"Manchester School District","=""0770011""","Verplanck School","=""0771211""",240,83,35,358
"Manchester School District","=""0770011""","Waddell School","=""0771311""",176,126,41,343
"Manchester School District","=""0770011""","Washington School","=""0771411""",200,65,37,302
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""",49,212,8,269
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""",43,170,10,223
"Mansfield School District","=""0780011""","Mansfield Middle School","=""0785111""",103,446,26,575
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""",58,184,15,257
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""",37,624,11,672
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""",348,202,58,608
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""",257,179,59,495
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""",489,143,73,705
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""",619,522,118,1259
"Meriden School District","=""0800011""","Hanover School","=""0800311""",238,248,35,521
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""",356,134,48,538
"Meriden School District","=""0800011""","John Barry School","=""0800511""",379,96,35,510
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""",426,228,69,723
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""",583,399,118,1100
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""",351,133,46,530
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""",198,204,25,427
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""",500,240,96,836
"Middletown School District","=""0830011""","Bielefield School","=""0830211""",146,164,23,333
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""",170,161,21,352
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""",128,179,41,348
"Middletown School District","=""0830011""","Lawrence School","=""0831311""",70,256,24,350
"Middletown School District","=""0830011""","MacDonough School","=""0830911""",187,59,16,262
"Middletown School District","=""0830011""","Middletown High School","=""0836211""",434,773,107,1314
"Middletown School District","=""0830011""","Moody School","=""0831211""",52,273,13,338
"Middletown School District","=""0830011""","Snow School","=""0831111""",127,214,27,368
"Middletown School District","=""0830011""","Spencer School","=""0830111""",135,167,33,335
"Middletown School District","=""0830011""","Transition to Life Center","=""0839111""","*","*",0,7
"Middletown School District","=""0830011""","Wesley School","=""0831411""",106,206,16,328
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""",269,383,53,705
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""",48,253,9,310
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""",51,423,28,502
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""",62,519,26,607
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""",101,303,20,424
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""",203,733,80,1016
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""",130,819,44,993
"Milford School District","=""0840011""","Live Oaks School","=""0841611""",32,259,14,305
"Milford School District","=""0840011""","Mathewson School","=""0841711""",47,344,14,405
"Milford School District","=""0840011""","Meadowside School","=""0840711""",54,407,27,488
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""",54,340,7,401
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""",39,326,18,383
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""",100,266,26,392
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""",125,409,46,580
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""",29,520,7,556
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""",37,828,23,888
"Monroe School District","=""0850011""","Masuk High School","=""0856111""",74,1160,38,1272
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""",29,341,10,380
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""",17,452,16,485
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""",94,234,35,363
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""",139,432,67,638
"Montville School District","=""0860011""","Mohegan School","=""0860111""",109,217,50,376
"Montville School District","=""0860011""","Montville High School","=""0866111""",153,556,63,772
"Montville School District","=""0860011""","Oakdale School","=""0860511""",53,310,31,394
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","*",14,"*",26
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""",77,105,12,194
"Naugatuck School District","=""0880011""","Central Avenue Preschool","=""0888211""","*",14,"*",20
"Naugatuck School District","=""0880011""","Central Avenue School","=""0880111""",102,105,29,236
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""",212,404,93,709
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""",79,180,25,284
"Naugatuck School District","=""0880011""","Head Start","=""0888111""",90,"*","*",105
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""",147,207,54,408
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""",117,202,20,339
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""",66,261,32,359
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""",340,876,128,1344
"Naugatuck School District","=""0880011""","Salem School","=""0880611""",85,115,29,229
"Naugatuck School District","=""0880011""","Western School","=""0880711""",87,190,15,292
"New Beginnings Inc Family Academy District","=""2800013""","New Beginnings Inc Family Academy","=""2800113""",260,55,46,361
"New Britain School District","=""0890011""","Brook Side School","=""0899111""",28,"*","*",39
"New Britain School District","=""0890011""","CLIMB","=""0899411""",23,"*","*",30
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""",414,80,34,528
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""",744,125,54,923
"New Britain School District","=""0890011""","Gaffney School","=""0890511""",361,159,43,563
"New Britain School District","=""0890011""","Holmes School","=""0890611""",233,122,56,411
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""",66,77,22,165
"New Britain School District","=""0890011""","Jefferson School","=""0890711""",337,96,40,473
"New Britain School District","=""0890011""","Lincoln School","=""0890811""",460,130,59,649
"New Britain School District","=""0890011""","New Britain High School","=""0896111""",1593,685,238,2516
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""",25,"*","*",31
"New Britain School District","=""0890011""","Northend School","=""0890911""",285,36,36,357
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""",400,87,44,531
"New Britain School District","=""0890011""","Roosevelt Middle School","=""0895111""",363,46,33,442
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""",505,125,69,699
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""",473,65,33,571
"New Britain School District","=""0890011""","Smith School","=""0891311""",479,116,65,660
"New Britain School District","=""0890011""","Vance School","=""0891511""",408,103,66,577
"New Canaan School District","=""0900011""","East School","=""0900411""",0,522,0,522
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""",0,1310,0,1310
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""",0,1232,0,1232
"New Canaan School District","=""0900011""","South School","=""0900211""",0,586,0,586
"New Canaan School District","=""0900011""","West School","=""0900311""",0,511,0,511
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""",37,534,17,588
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""",36,537,20,593
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""",64,907,33,1004
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""",58,610,16,684
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""",21,316,12,349
"New Hartford School District","=""0920011""","Bakerville Consolidated School","=""0920111""","*",114,"*",118
"New Hartford School District","=""0920011""","New Hartford Elementary School","=""0920211""","*",107,"*",115
"New Haven School District","=""0930011""","Edgewood School","=""0931211""",269,123,53,445
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",286,221,47,554
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""",393,92,29,514
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""",323,197,41,561
"New Haven School District","=""0930011""","Beecher School","=""0930311""",282,169,19,470
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""",329,181,52,562
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""",285,176,28,489
"New Haven School District","=""0930011""","Bishop Woods Architecture and Design Magnet School","=""0934311""",330,144,23,497
"New Haven School District","=""0930011""","Brennan Rogers School","=""0932111""",248,86,10,344
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""",255,176,13,444
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""",430,115,17,562
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""",335,113,25,473
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""",427,124,50,601
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""",362,206,87,655
"New Haven School District","=""0930011""","Cortlandt V.R. Creed Health and Sport Sciences High School","=""0936811""",116,66,27,209
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""",333,139,42,514
"New Haven School District","=""0930011""","Domus Academy","=""0935611""","*","*",0,33
"New Haven School District","=""0930011""","Dwight Early Childhood Program","=""0938211""",6,42,0,48
"New Haven School District","=""0930011""","Early Learning Center","=""0938111""",50,71,0,121
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""",326,59,36,421
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""",166,126,28,320
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""",428,239,23,690
"New Haven School District","=""0930011""","Headstart","=""0938011""","*",267,"*",386
"New Haven School District","=""0930011""","Helene Grant HeadStart","=""0938311""","*",173,"*",263
"New Haven School District","=""0930011""","High School In The Community","=""0936611""",175,59,39,273
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""",287,"*","*",392
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""",394,197,112,703
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""",679,220,81,980
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",347,145,49,541
"New Haven School District","=""0930011""","John S. Martinez Sea and Sky STEM School","=""0930811""",403,86,38,527
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""",405,141,33,579
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",227,"*","*",359
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""",385,127,51,563
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""",200,97,42,339
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""",134,92,36,262
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""",21,"*","*",26
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""",105,13,10,128
"New Haven School District","=""0930011""","Roberto Clemente Leadership Academy for Global Awareness","=""0934211""",395,129,11,535
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",357,185,33,575
"New Haven School District","=""0930011""","Sound School","=""0936711""",121,183,33,337
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""",73,349,0,422
"New Haven School District","=""0930011""","Truman School","=""0932911""",390,120,17,527
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""",154,72,19,245
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",284,97,17,398
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""",919,242,78,1239
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",164,254,13,431
"New London School District","=""0950011""","Jennings School","=""0950311""",449,73,7,529
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""",532,27,12,571
"New London School District","=""0950011""","Harbor School","=""0950211""",246,52,7,305
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""",219,54,11,284
"New London School District","=""0950011""","New London Clinical Day Program","=""0959111""",18,"*","*",22
"New London School District","=""0950011""","New London High School","=""0956111""",771,148,15,934
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""",281,32,6,319
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""",80,357,21,458
"New Milford School District","=""0960011""","John Pettibone School","=""0960711""",67,343,25,435
"New Milford School District","=""0960011""","Litchfield Hills Transition Center","=""0969011""",0,"*",0,"*"
"New Milford School District","=""0960011""","New Milford High School","=""0966111""",144,1292,75,1511
"New Milford School District","=""0960011""","Northville Elementary School","=""0960811""",59,450,15,524
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""",125,846,64,1035
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""",95,557,45,697
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""",65,384,21,470
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""",48,239,12,299
"Newington School District","=""0940011""","John Paterson School","=""0940811""",49,386,24,459
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",73,567,38,678
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",103,450,37,590
"Newington School District","=""0940011""","Newington High School","=""0946111""",158,1196,95,1449
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""",34,353,21,408
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""","*",361,"*",384
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""","*",324,"*",342
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""",25,443,8,476
"Newtown School District","=""0970011""","Newtown High School","=""0976111""",89,1622,29,1740
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""",50,798,23,871
"Newtown School District","=""0970011""","Newtown Preschool","=""0978011""",0,82,0,82
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""",42,816,20,878
"Newtown School District","=""0970011""","STARR","=""0979011""",0,"*",0,"*"
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""","*",499,"*",521
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""",6,105,7,118
"Norfolk School District","=""0980011""","Bridges II","=""0989211""","*","*",0,6
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""",40,410,12,462
"North Branford School District","=""0990011""","North Branford High School","=""0996111""",74,543,32,649
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""",67,479,27,573
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""",50,431,13,494
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",56,239,13,308
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""",33,345,15,393
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""",21,360,6,387
