"Student Counts by School and Free/Reduced Lunch Eligibility"
"All Districts, All Schools"
"2009-10"

"",,,,"Free/Reduced Lunch Eligibility",,,
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""",24,498,13,535
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""","*","*",0,318
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""",28,502,11,541
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""",99,1952,51,2102
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""","*",518,"*",532
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""",18,495,13,526
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""",63,394,32,489
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""",25,611,9,645
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""",58,1043,27,1128
"Granby School District","=""0560011""","Frank M. Kearns Primary School","=""0560111""","*",455,"*",469
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""",16,728,7,751
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""",10,338,6,354
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""","*",333,"*",347
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""",9,339,6,354
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""",45,564,22,631
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""","*",386,"*",417
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""",19,744,11,774
"Greenwich School District","=""0570011""","Glenville School","=""0570411""",13,275,8,296
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""",205,2395,88,2688
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",140,199,71,410
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""",14,350,7,371
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",67,260,16,343
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",74,112,33,219
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""",6,443,6,455
"Greenwich School District","=""0570011""","North Street School","=""0570811""","*",482,"*",486
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""",6,439,0,445
"Greenwich School District","=""0570011""","Parkway School","=""0571111""","*",310,"*",319
"Greenwich School District","=""0570011""","Riverside School","=""0571011""","*","*",0,502
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",92,350,48,490
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",223,613,77,913
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",100,585,55,740
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",116,260,31,407
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",20,312,18,350
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",230,194,47,471
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",91,237,52,380
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",123,223,42,388
"Groton School District","=""0590011""","Fitch Middle School","=""0595111""",130,195,84,409
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",47,222,69,338
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",57,363,17,437
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",91,183,38,312
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",268,926,112,1306
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",23,328,11,362
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",106,134,36,276
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",22,506,16,544
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""","*",296,"*",321
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""","*",320,"*",332
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",26,570,23,619
"Guilford School District","=""0600011""","Guilford High School","=""0606111""",36,1038,41,1115
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",20,407,6,433
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",16,320,11,347
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""",0,96,0,96
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",43,392,22,457
"Hamden School District","=""0620011""","Church Street School","=""0620211""",237,105,69,411
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",73,221,32,326
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",303,1544,125,1972
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",248,547,86,881
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",131,132,36,299
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",124,165,25,314
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",200,"*","*",313
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",72,274,12,358
"Hamden School District","=""0620011""","West Woods School","=""0621411""",39,457,16,512
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""","*",121,"*",143
"Hartford School District","=""0640011""","Asian Studies Academy at Bellizzi School","=""0640711""",328,0,0,328
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",568,0,0,568
"Hartford School District","=""0640011""","Betances Early Reading Lab Magnet School","=""0642811""",345,0,0,345
"Hartford School District","=""0640011""","Breakthrough II Magnet School","=""0643511""",129,0,0,129
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""",137,142,73,352
"Hartford School District","=""0640011""","Bulkeley High School","=""0647111""",570,0,0,570
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""",766,0,0,766
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""",584,0,0,584
"Hartford School District","=""0640011""","Burr School","=""0642311""",625,0,0,625
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""",127,102,47,276
"Hartford School District","=""0640011""","Clark School","=""0642411""",416,0,0,416
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""",291,322,100,713
"Hartford School District","=""0640011""","Culinary Arts Academy at Weaver High School","=""0646011""",265,0,0,265
"Hartford School District","=""0640011""","Dr. Joseph Bellizzi Middle School","=""0645311""",435,0,0,435
"Hartford School District","=""0640011""","Environmental Sciences Magnet at Hooker School","=""0640911""",345,0,0,345
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""",610,0,0,610
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""",376,0,0,376
"Hartford School District","=""0640011""","HPHS Engineering and Green Technology Academy","=""0647211""",378,0,0,378
"Hartford School District","=""0640011""","HPHS Freshmen Academy","=""0647311""",373,0,0,373
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""",371,0,0,371
"Hartford School District","=""0640011""","HPHS Nursing and Health Sciences Academy","=""0647511""",394,0,0,394
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""",275,245,91,611
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Elementary)","=""0649011""",35,0,0,35
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Secondary)","=""0649111""",75,0,0,75
"Hartford School District","=""0640011""","High School, Inc.","=""0647611""",130,53,14,197
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""",165,0,0,165
"Hartford School District","=""0640011""","Kennelly School","=""0641011""",795,0,0,795
"Hartford School District","=""0640011""","Kinsella Magnet School of Performing Arts","=""0641111""",618,0,0,618
"Hartford School District","=""0640011""","M. D. Fox School","=""0640811""",801,0,0,801
"Hartford School District","=""0640011""","M. L. King, Jr. School","=""0641611""",512,0,0,512
"Hartford School District","=""0640011""","McDonough Middle School","=""0641211""",358,0,0,358
"Hartford School District","=""0640011""","Milner School","=""0641911""",400,0,0,400
"Hartford School District","=""0640011""","Montessori Magnet at Fisher School","=""0643711""",27,111,11,149
"Hartford School District","=""0640011""","Naylor/CCSU Leadership Academy","=""0641411""",702,0,0,702
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""",68,"*","*",90
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",514,0,0,514
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""",164,144,43,351
"Hartford School District","=""0640011""","Quirk Middle School","=""0645211""",243,0,0,243
"Hartford School District","=""0640011""","Rawson School","=""0641711""",734,0,0,734
"Hartford School District","=""0640011""","SAND School","=""0640111""",413,0,0,413
"Hartford School District","=""0640011""","STEM Magnet at Fisher School","=""0642511""",253,0,0,253
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",493,0,0,493
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",437,0,0,437
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",602,0,0,602
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""",125,193,44,362
"Hartford School District","=""0640011""","Weaver High School","=""0646311""",335,0,0,335
"Hartford School District","=""0640011""","Webster Micro Society Magnet School","=""0642011""",305,222,92,619
"Hartford School District","=""0640011""","West Middle School","=""0642111""",698,0,0,698
"Hartford School District","=""0640011""","Wish Museum School","=""0642211""",426,0,0,426
"Hartland School District","=""0650011""","Hartland School","=""0650111""",7,220,0,227
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""","*",492,"*",504
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""",20,634,14,668
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""",150,100,53,303
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",48,264,18,330
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""",98,50,34,182
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""",233,121,80,434
"Kent School District","=""0680011""","Kent Center School","=""0680111""",21,250,11,282
"Killingly School District","=""0690011""","Goodyear Early Childhood Center","=""0698011""","*",77,"*",98
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""",158,294,50,502
"Killingly School District","=""0690011""","Killingly High School","=""0696111""",214,493,82,789
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""",230,466,94,790
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""",195,260,47,502
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""",24,33,10,67
"Learn","=""2450014""","Learn Special Education","=""2459014""",0,33,0,33
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""",177,298,49,524
"Learn","=""2450014""","The Friendship School","=""2450214""",202,263,32,497
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""",70,413,11,494
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""",36,347,21,404
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""",47,487,15,549
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""",18,191,10,219
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""",51,286,11,348
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""",29,276,10,315
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""",52,341,12,405
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""",96,790,40,926
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""",40,392,16,448
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""","*",15,"*",22
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""",64,452,29,545
"Litchfield School District","=""0740011""","Center School","=""0740211""",18,310,16,344
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""",41,504,23,568
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""",18,262,9,289
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""",21,1229,14,1264
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""",10,566,11,587
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""",14,296,7,317
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""","*",541,"*",548
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""","*",308,"*",311
"Madison School District","=""0760011""","Town Campus Learning Center","=""0769011""",0,29,0,29
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""",9,591,8,608
"Manchester School District","=""0770011""","Nathan Hale School","=""0770911""",183,57,20,260
"Manchester School District","=""0770011""","Bowers School","=""0770111""",154,231,46,431
"Manchester School District","=""0770011""","Buckley School","=""0770311""",71,256,18,345
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""",194,212,46,452
"Manchester School District","=""0770011""","Highland Park School","=""0770411""",58,199,21,278
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""",362,501,86,949
"Manchester School District","=""0770011""","Keeney School","=""0770611""",81,284,36,401
"Manchester School District","=""0770011""","Manchester High School","=""0776111""",666,1135,177,1978
"Manchester School District","=""0770011""","Manchester Preschool Center","=""0778011""",26,159,0,185
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""",54,37,7,98
"Manchester School District","=""0770011""","Martin School","=""0771611""",79,161,20,260
"Manchester School District","=""0770011""","Robertson School","=""0771011""",136,162,37,335
"Manchester School District","=""0770011""","Verplanck School","=""0771211""",179,73,39,291
"Manchester School District","=""0770011""","Waddell School","=""0771311""",126,142,43,311
"Manchester School District","=""0770011""","Washington School","=""0771411""",195,71,44,310
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""",32,226,16,274
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""",36,152,8,196
"Mansfield School District","=""0780011""","Mansfield Middle School","=""0785111""",73,454,36,563
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""",36,189,13,238
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""",21,637,11,669
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""",295,235,80,610
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""",204,195,59,458
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""",438,163,79,680
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""",524,572,132,1228
"Meriden School District","=""0800011""","Hanover School","=""0800311""",213,294,46,553
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""",313,172,59,544
"Meriden School District","=""0800011""","John Barry School","=""0800511""",397,79,46,522
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""",359,291,92,742
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""",516,446,152,1114
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""",288,161,77,526
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""",222,252,37,511
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""",445,303,125,873
"Middletown School District","=""0830011""","Bielefield School","=""0830211""",126,177,19,322
"Middletown School District","=""0830011""","DEAL Program","=""0839011""",9,"*","*",16
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""",89,194,24,307
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""",123,207,39,369
"Middletown School District","=""0830011""","Lawrence School","=""0831311""",77,244,25,346
"Middletown School District","=""0830011""","MacDonough School","=""0830911""",133,42,36,211
"Middletown School District","=""0830011""","Middletown High School","=""0836211""",410,808,106,1324
"Middletown School District","=""0830011""","Moody School","=""0831211""",113,301,24,438
"Middletown School District","=""0830011""","Snow School","=""0831111""",102,224,27,353
"Middletown School District","=""0830011""","Spencer School","=""0830111""",127,228,24,379
"Middletown School District","=""0830011""","Wesley School","=""0831411""",115,232,25,372
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""",230,456,58,744
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""",25,259,18,302
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""",56,466,38,560
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""",48,513,23,584
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""",48,288,23,359
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""",181,761,64,1006
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""",87,909,56,1052
"Milford School District","=""0840011""","Live Oaks School","=""0841611""",27,284,17,328
"Milford School District","=""0840011""","Mathewson School","=""0841711""",27,452,9,488
"Milford School District","=""0840011""","Meadowside School","=""0840711""",45,275,38,358
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""",19,443,7,469
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""",39,366,9,414
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""","*",269,"*",290
"Milford School District","=""0840011""","Simon Lake School","=""0841411""",84,238,37,359
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""",110,408,42,560
"Monroe School District","=""0850011""","Chalk Hill School","=""0850611""",14,542,21,577
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""",15,509,6,530
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""",22,632,23,677
"Monroe School District","=""0850011""","Masuk High School","=""0856111""",42,1225,35,1302
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""","*",347,"*",358
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""",9,435,6,450
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""",73,263,28,364
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""",110,491,58,659
"Montville School District","=""0860011""","Mohegan School","=""0860111""",89,278,45,412
"Montville School District","=""0860011""","Montville High School","=""0866111""",112,628,52,792
"Montville School District","=""0860011""","Oakdale School","=""0860511""",67,351,23,441
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","*",12,"*",21
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""",81,133,13,227
"Naugatuck School District","=""0880011""","Central Avenue School","=""0880111""",104,140,40,284
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""",135,286,50,471
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""",94,259,35,388
"Naugatuck School District","=""0880011""","Head Start","=""0888111""",89,9,6,104
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""",139,182,47,368
"Naugatuck School District","=""0880011""","Hillside Middle School","=""0885211""",89,189,28,306
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""",97,200,23,320
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""",76,352,31,459
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""",353,985,96,1434
"Naugatuck School District","=""0880011""","Salem School","=""0880611""",85,133,28,246
"Naugatuck School District","=""0880011""","Western School","=""0880711""",96,156,22,274
"New Beginnings Inc Family Academy District","=""2800013""","New Beginnings Inc Family Academy","=""2800113""",232,82,46,360
"New Britain School District","=""0890011""","Academic Extension Center","=""0899211""",16,"*","*",21
"New Britain School District","=""0890011""","Behavior Support Program","=""0899311""",8,"*","*",12
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""",329,89,57,475
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""",567,148,79,794
"New Britain School District","=""0890011""","Gaffney School","=""0890511""",354,114,54,522
"New Britain School District","=""0890011""","Holmes School","=""0890611""",277,151,40,468
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""",47,83,25,155
"New Britain School District","=""0890011""","Jefferson School","=""0890711""",263,106,54,423
"New Britain School District","=""0890011""","Lincoln School","=""0890811""",421,130,60,611
"New Britain School District","=""0890011""","New Britain High School","=""0896111""",1601,854,304,2759
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""",28,"*","*",36
"New Britain School District","=""0890011""","Northend School","=""0890911""",231,36,29,296
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""",483,109,57,649
"New Britain School District","=""0890011""","Roosevelt Middle School","=""0895111""",335,60,47,442
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""",456,164,96,716
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""",534,77,100,711
"New Britain School District","=""0890011""","Smith School","=""0891311""",426,112,73,611
"New Britain School District","=""0890011""","Vance School","=""0891511""",331,126,66,523
"New Canaan School District","=""0900011""","East School","=""0900411""",0,539,0,539
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""",0,1287,0,1287
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""",0,1218,0,1218
"New Canaan School District","=""0900011""","South School","=""0900211""",0,541,0,541
"New Canaan School District","=""0900011""","West School","=""0900311""",0,492,0,492
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""",22,616,11,649
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""",45,575,17,637
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""",29,969,22,1020
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""",45,659,19,723
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""",23,323,15,361
"New Hartford School District","=""0920011""","Bakerville Consolidated School","=""0920111""","*",147,"*",154
"New Hartford School District","=""0920011""","Bridges I","=""0929011""",0,6,0,6
"New Hartford School District","=""0920011""","New Hartford Elementary School","=""0920211""","*",104,"*",110
"New Haven School District","=""0930011""","Edgewood School","=""0931211""",245,135,79,459
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",288,185,60,533
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""",424,52,49,525
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""",356,106,42,504
"New Haven School District","=""0930011""","Beecher School","=""0930311""",320,119,39,478
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""",317,113,66,496
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""",333,86,54,473
"New Haven School District","=""0930011""","Bishop Woods Architecture and Design Magnet School","=""0934311""",347,65,35,447
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""",332,107,26,465
"New Haven School District","=""0930011""","Clarence Rogers School","=""0930511""",131,8,11,150
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""",403,23,29,455
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""",353,31,43,427
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""",501,68,66,635
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""",291,197,53,541
"New Haven School District","=""0930011""","Cortlandt V.R. Creed Health and Sport Sciences High School","=""0936811""",115,41,36,192
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""",285,71,57,413
"New Haven School District","=""0930011""","Dwight Early Childhood Program","=""0938211""","*",32,"*",47
"New Haven School District","=""0930011""","Early Learning Center","=""0938111""",95,"*","*",118
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""",395,45,63,503
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""",50,89,19,158
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""",479,100,40,619
"New Haven School District","=""0930011""","Headstart","=""0938011""",349,"*","*",441
"New Haven School District","=""0930011""","Helene Grant HeadStart","=""0938311""",260,"*","*",274
"New Haven School District","=""0930011""","High School In The Community","=""0936611""",200,86,41,327
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""",331,21,13,365
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""",340,236,123,699
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""",692,162,94,948
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",406,56,70,532
"New Haven School District","=""0930011""","John S. Martinez Sea and Sky STEM School","=""0930811""",503,35,50,588
"New Haven School District","=""0930011""","Katherine Brennan School","=""0930411""",153,13,10,176
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""",377,60,38,475
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",261,42,14,317
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""",348,166,82,596
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""",105,50,29,184
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""",132,70,37,239
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""",18,"*","*",26
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""",152,23,15,190
"New Haven School District","=""0930011""","Roberto Clemente Leadership Academy for Global Awareness","=""0934211""",346,24,13,383
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",403,82,51,536
"New Haven School District","=""0930011""","Sound School","=""0936711""",108,179,41,328
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""",193,68,6,267
"New Haven School District","=""0930011""","Truman School","=""0932911""",493,24,32,549
"New Haven School District","=""0930011""","Urban Youth Center Middle School","=""0939011""",31,"*","*",34
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""",168,36,26,230
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",391,36,34,461
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""",1117,352,151,1620
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",171,239,23,433
"New London School District","=""0950011""","Jennings School","=""0950311""",516,20,8,544
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""",579,"*","*",610
"New London School District","=""0950011""","Harbor School","=""0950211""",272,"*","*",288
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""",258,"*","*",273
"New London School District","=""0950011""","New London Clinical Day Program","=""0959111""","*","*",0,22
"New London School District","=""0950011""","New London High School","=""0956111""",862,63,10,935
"New London School District","=""0950011""","Shoreline Academy","=""0950511""",91,"*","*",103
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""",214,"*","*",224
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""",55,366,28,449
"New Milford School District","=""0960011""","John Pettibone School","=""0960711""",48,380,20,448
"New Milford School District","=""0960011""","Litchfield Hills Transition Center","=""0969011""",0,7,0,7
"New Milford School District","=""0960011""","New Milford High School","=""0966111""",115,1384,67,1566
"New Milford School District","=""0960011""","Northville Elementary School","=""0960811""",29,499,6,534
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""",100,918,68,1086
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""",83,634,57,774
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""",66,350,29,445
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""",29,248,31,308
"Newington School District","=""0940011""","John Paterson School","=""0940811""",38,417,35,490
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",61,612,55,728
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",89,488,56,633
"Newington School District","=""0940011""","Newington High School","=""0946111""",153,1230,85,1468
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""",33,328,34,395
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""","*",409,"*",420
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""",6,363,6,375
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""",18,469,8,495
"Newtown School District","=""0970011""","Newtown High School","=""0976111""",53,1651,27,1731
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""",41,839,16,896
"Newtown School District","=""0970011""","Newtown Preschool","=""0978011""",0,87,0,87
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""",30,818,13,861
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""","*",600,"*",625
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""","*",126,"*",137
"Norfolk School District","=""0980011""","Bridges II","=""0989211""","*","*",0,"*"
"Norfolk School District","=""0980011""","IEP Program","=""0989011""","*","*",0,"*"
