"Student Counts by School and Gender"
"All Districts, All Schools"
"2008-09"

"",,,,"Gender",,
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""",217,224,441
"Greenwich School District","=""0570011""","Parkway School","=""0571111""",139,189,328
"Greenwich School District","=""0570011""","Riverside School","=""0571011""",228,289,517
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",231,263,494
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",457,474,931
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",388,378,766
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",198,220,418
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",186,188,374
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",233,235,468
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",215,219,434
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",174,195,369
"Groton School District","=""0590011""","Fitch Middle School","=""0595111""",221,211,432
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",156,170,326
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",211,201,412
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",165,157,322
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",712,676,1388
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",172,172,344
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",143,122,265
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",257,317,574
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",165,154,319
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""",179,156,335
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",295,309,604
"Guilford School District","=""0600011""","Guilford High School","=""0606111""",597,541,1138
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",207,231,438
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",177,180,357
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""",33,58,91
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",227,237,464
"Hamden School District","=""0620011""","Church Street School","=""0620211""",198,210,408
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",157,175,332
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",1019,1094,2113
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",418,448,866
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",132,174,306
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",139,175,314
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",159,164,323
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",161,186,347
"Hamden School District","=""0620011""","West Woods School","=""0621411""",236,265,501
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",62,87,149
"Hartford School District","=""0640011""","Asian Studies Academy at Bellizzi School","=""0640711""",165,190,355
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",256,290,546
"Hartford School District","=""0640011""","Betances Early Reading Lab Magnet School","=""0642811""",212,227,439
"Hartford School District","=""0640011""","Breakthrough II Magnet School","=""0643511""",53,49,102
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""",171,171,342
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""",658,723,1381
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""",286,248,534
"Hartford School District","=""0640011""","Burr School","=""0642311""",246,274,520
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""",148,123,271
"Hartford School District","=""0640011""","Clark School","=""0642411""",217,249,466
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""",393,304,697
"Hartford School District","=""0640011""","Culinary Arts Academy at Weaver High School","=""0646011""",107,114,221
"Hartford School District","=""0640011""","Dr. Joseph Bellizzi Middle School","=""0645311""",215,213,428
"Hartford School District","=""0640011""","Environmental Sciences Magnet at Hooker School","=""0640911""",200,207,407
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""",249,288,537
"Hartford School District","=""0640011""","Fox Middle School","=""0645111""",79,84,163
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""",104,104,208
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""",322,291,613
"Hartford School District","=""0640011""","Hartford Public High School","=""0646211""",766,773,1539
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Elementary)","=""0649011""",6,53,59
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Secondary)","=""0649111""",11,51,62
"Hartford School District","=""0640011""","Kennelly School","=""0641011""",421,378,799
"Hartford School District","=""0640011""","Kinsella Magnet School of Performing Arts","=""0641111""",302,267,569
"Hartford School District","=""0640011""","Little Owls Learning Center","=""0648011""",8,9,17
"Hartford School District","=""0640011""","M. D. Fox School","=""0640811""",370,413,783
"Hartford School District","=""0640011""","M. L. King, Jr. School","=""0641611""",252,270,522
"Hartford School District","=""0640011""","McDonough Middle School","=""0641211""",190,206,396
"Hartford School District","=""0640011""","Milner School","=""0641911""",193,224,417
"Hartford School District","=""0640011""","Montessori Magnet at Fisher School","=""0643711""",48,53,101
"Hartford School District","=""0640011""","Naylor/CCSU Leadership Academy","=""0641411""",319,289,608
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",294,284,578
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""",165,226,391
"Hartford School District","=""0640011""","Quirk Middle School","=""0645211""",273,295,568
"Hartford School District","=""0640011""","Rawson School","=""0641711""",341,414,755
"Hartford School District","=""0640011""","SAND School","=""0640111""",231,211,442
"Hartford School District","=""0640011""","STEM Magnet at Fisher School","=""0642511""",168,208,376
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",264,264,528
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",171,176,347
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",311,267,578
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""",140,206,346
"Hartford School District","=""0640011""","Weaver High School","=""0646311""",423,448,871
"Hartford School District","=""0640011""","Webster Micro Society Magnet School","=""0642011""",294,316,610
"Hartford School District","=""0640011""","West Middle School","=""0642111""",333,337,670
"Hartford School District","=""0640011""","Wish Museum School","=""0642211""",200,224,424
"Hartland School District","=""0650011""","Hartland School","=""0650111""",110,128,238
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""",244,245,489
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""",301,382,683
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""",164,136,300
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",152,178,330
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""",87,95,182
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""",228,184,412
"Kent School District","=""0680011""","Kent Center School","=""0680111""",137,147,284
"Killingly School District","=""0690011""","Goodyear Early Childhood Center","=""0698011""",35,48,83
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""",221,244,465
"Killingly School District","=""0690011""","Killingly High School","=""0696111""",437,357,794
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""",375,457,832
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""",258,273,531
"Learn","=""2450014""","Learn Special Education","=""2459014""","*","*",29
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""",265,244,509
"Learn","=""2450014""","The Friendship School","=""2450214""",238,261,499
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""",246,275,521
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""",215,198,413
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""",332,267,599
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""",91,117,208
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""",165,180,345
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""",171,180,351
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""",211,193,404
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""",529,448,977
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""",209,246,455
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""","*","*","*"
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""",261,296,557
"Litchfield School District","=""0740011""","Center School","=""0740211""",173,175,348
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""",302,276,578
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""",136,140,276
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""",601,629,1230
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""",302,291,593
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""",173,150,323
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""",285,319,604
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""",149,171,320
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""",328,311,639
"Manchester School District","=""0770011""","Nathan Hale School","=""0770911""",150,161,311
"Manchester School District","=""0770011""","Bowers School","=""0770111""",180,232,412
"Manchester School District","=""0770011""","Buckley School","=""0770311""",157,156,313
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""",220,247,467
"Manchester School District","=""0770011""","Highland Park School","=""0770411""",124,158,282
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""",418,453,871
"Manchester School District","=""0770011""","Keeney School","=""0770611""",191,204,395
"Manchester School District","=""0770011""","Manchester High School","=""0776111""",1035,1002,2037
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""",17,75,92
"Manchester School District","=""0770011""","Martin School","=""0771611""",101,107,208
"Manchester School District","=""0770011""","Robertson School","=""0771011""",195,225,420
"Manchester School District","=""0770011""","Verplanck School","=""0771211""",192,203,395
"Manchester School District","=""0770011""","Waddell School","=""0771311""",158,178,336
"Manchester School District","=""0770011""","Washington School","=""0771411""",154,170,324
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""",114,135,249
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""",91,111,202
"Mansfield School District","=""0780011""","Mansfield Middle School","=""0785111""",281,299,580
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""",122,125,247
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""",357,316,673
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""",317,331,648
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""",212,254,466
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""",350,346,696
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""",654,630,1284
"Meriden School District","=""0800011""","Hanover School","=""0800311""",233,287,520
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""",250,311,561
"Meriden School District","=""0800011""","John Barry School","=""0800511""",265,268,533
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""",339,413,752
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""",596,586,1182
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""",249,305,554
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""",244,262,506
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""",450,461,911
"Middletown School District","=""0830011""","Bielefield School","=""0830211""",162,155,317
"Middletown School District","=""0830011""","DEAL Program","=""0839011""","*","*",25
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""",148,155,303
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""",183,192,375
"Middletown School District","=""0830011""","Lawrence School","=""0831311""",151,163,314
"Middletown School District","=""0830011""","MacDonough School","=""0830911""",111,107,218
"Middletown School District","=""0830011""","Middletown High School","=""0836211""",677,662,1339
"Middletown School District","=""0830011""","Moody School","=""0831211""",210,239,449
"Middletown School District","=""0830011""","Snow School","=""0831111""",172,180,352
"Middletown School District","=""0830011""","Spencer School","=""0830111""",181,187,368
"Middletown School District","=""0830011""","Wesley School","=""0831411""",172,177,349
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""",341,388,729
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""",155,166,321
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""",285,329,614
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""",274,281,555
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""",198,194,392
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""",542,513,1055
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""",541,490,1031
"Milford School District","=""0840011""","Live Oaks School","=""0841611""",154,191,345
"Milford School District","=""0840011""","Mathewson School","=""0841711""",228,244,472
"Milford School District","=""0840011""","Meadowside School","=""0840711""",176,184,360
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""",236,249,485
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""",197,230,427
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""",134,176,310
"Milford School District","=""0840011""","Simon Lake School","=""0841411""",182,181,363
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""",286,289,575
"Monroe School District","=""0850011""","Chalk Hill School","=""0850611""",308,331,639
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""",269,296,565
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""",329,330,659
"Monroe School District","=""0850011""","Masuk High School","=""0856111""",644,701,1345
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""",157,191,348
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""",236,253,489
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""",192,204,396
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""",298,345,643
"Montville School District","=""0860011""","Mohegan School","=""0860111""",227,198,425
"Montville School District","=""0860011""","Montville High School","=""0866111""",420,410,830
"Montville School District","=""0860011""","Oakdale School","=""0860511""",218,242,460
"Montville School District","=""0860011""","Palmer Academy","=""0869011""",8,15,23
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""",88,139,227
"Naugatuck School District","=""0880011""","Central Avenue School","=""0880111""",165,140,305
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""",217,255,472
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""",190,217,407
"Naugatuck School District","=""0880011""","Head Start","=""0888111""",49,53,102
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""",162,191,353
"Naugatuck School District","=""0880011""","Hillside Middle School","=""0885211""",150,155,305
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""",158,152,310
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""",218,237,455
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""",658,709,1367
"Naugatuck School District","=""0880011""","Salem School","=""0880611""",113,137,250
"Naugatuck School District","=""0880011""","Western School","=""0880711""",117,145,262
"New Beginnings Inc Family Academy District","=""2800013""","New Beginnings Inc Family Academy","=""2800113""",193,165,358
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""",187,251,438
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""",472,323,795
"New Britain School District","=""0890011""","Gaffney School","=""0890511""",194,296,490
"New Britain School District","=""0890011""","Holmes School","=""0890611""",214,279,493
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""",88,74,162
"New Britain School District","=""0890011""","Jefferson School","=""0890711""",172,227,399
"New Britain School District","=""0890011""","Lincoln School","=""0890811""",317,304,621
"New Britain School District","=""0890011""","New Britain High School","=""0896111""",1433,1539,2972
"New Britain School District","=""0890011""","Northend School","=""0890911""",146,149,295
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""",317,387,704
"New Britain School District","=""0890011""","Roosevelt Middle School","=""0895111""",224,253,477
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""",335,328,663
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""",361,372,733
"New Britain School District","=""0890011""","Smith School","=""0891311""",297,341,638
"New Britain School District","=""0890011""","Vance School","=""0891511""",266,259,525
"New Canaan School District","=""0900011""","East School","=""0900411""",279,268,547
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""",605,617,1222
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""",647,619,1266
"New Canaan School District","=""0900011""","South School","=""0900211""",255,280,535
"New Canaan School District","=""0900011""","West School","=""0900311""",256,263,519
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""",307,357,664
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""",292,376,668
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""",470,502,972
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""",362,386,748
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""",165,173,338
"New Hartford School District","=""0920011""","Bakerville Consolidated School","=""0920111""",80,79,159
"New Hartford School District","=""0920011""","Bridges I","=""0929011""","*","*",7
"New Hartford School District","=""0920011""","New Hartford Elementary School","=""0920211""",59,57,116
"New Haven School District","=""0930011""","Edgewood School","=""0931211""",221,230,451
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",280,275,555
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""",251,298,549
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""",226,253,479
"New Haven School District","=""0930011""","Beecher School","=""0930311""",226,266,492
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""",210,262,472
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""",298,160,458
"New Haven School District","=""0930011""","Bishop Woods Architecture and Design Magnet School","=""0934311""",159,194,353
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""",216,251,467
"New Haven School District","=""0930011""","Clarence Rogers School","=""0930511""",67,65,132
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""",267,279,546
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""",217,179,396
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""",336,293,629
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""",304,150,454
"New Haven School District","=""0930011""","Cortlandt V.R. Creed Health and Sport Sciences High School","=""0936811""",42,150,192
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""",178,213,391
"New Haven School District","=""0930011""","Dwight Early Childhood Program","=""0938211""",21,22,43
"New Haven School District","=""0930011""","Early Learning Center","=""0938111""",51,56,107
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""",268,322,590
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""",23,57,80
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""",273,288,561
"New Haven School District","=""0930011""","Headstart","=""0938011""",209,204,413
"New Haven School District","=""0930011""","Helene Grant HeadStart","=""0938311""",200,222,422
"New Haven School District","=""0930011""","High School In The Community","=""0936611""",183,128,311
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""",216,223,439
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""",437,272,709
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""",502,513,1015
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",288,242,530
"New Haven School District","=""0930011""","John S. Martinez Sea and Sky STEM School","=""0930811""",311,269,580
"New Haven School District","=""0930011""","Katherine Brennan School","=""0930411""",89,105,194
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""",209,232,441
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",147,176,323
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""",74,70,144
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""",112,88,200
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0936511""",33,0,33
"New Haven School District","=""0930011""","Riverside Education Academy","=""0936911""",78,80,158
"New Haven School District","=""0930011""","Roberto Clemente Leadership Academy for Global Awareness","=""0934211""",195,194,389
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",248,285,533
"New Haven School District","=""0930011""","Sheridan Communications and Technology Magnet School","=""0935311""",57,138,195
"New Haven School District","=""0930011""","Sound School","=""0936711""",152,180,332
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""",103,96,199
"New Haven School District","=""0930011""","Truman School","=""0932911""",285,271,556
"New Haven School District","=""0930011""","Urban Youth Center Middle School","=""0935111""",7,27,34
"New Haven School District","=""0930011""","Vincent E. Mauro Elementary Math, Science and Technology Magnet School","=""0932511""",200,240,440
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""",106,120,226
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",222,230,452
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""",798,863,1661
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",206,199,405
"New London School District","=""0950011""","Jennings School","=""0950311""",285,288,573
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""",275,346,621
"New London School District","=""0950011""","Dual Language Arts Academy/Academia Bilingue de las Artes","=""0955211""",32,18,50
"New London School District","=""0950011""","Harbor School","=""0950211""",156,176,332
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""",142,164,306
"New London School District","=""0950011""","New London Clinical Day Program","=""0959111""","*","*",16
"New London School District","=""0950011""","New London High School","=""0956111""",388,483,871
"New London School District","=""0950011""","Shoreline Academy","=""0950511""",42,49,91
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""",89,136,225
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""",210,251,461
"New Milford School District","=""0960011""","John Pettibone School","=""0960711""",226,253,479
"New Milford School District","=""0960011""","New Milford High School","=""0966111""",769,773,1542
"New Milford School District","=""0960011""","Northville Elementary School","=""0960811""",251,290,541
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""",535,560,1095
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""",407,369,776
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""",219,236,455
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""",145,163,308
"Newington School District","=""0940011""","John Paterson School","=""0940811""",221,250,471
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",375,376,751
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",322,359,681
"Newington School District","=""0940011""","Newington High School","=""0946111""",702,763,1465
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""",194,185,379
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""",194,209,403
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""",197,233,430
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""",259,257,516
"Newtown School District","=""0970011""","Newtown High School","=""0976111""",860,844,1704
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""",446,483,929
"Newtown School District","=""0970011""","Newtown Preschool","=""0978011""",23,31,54
"Newtown School District","=""0970011""","Newtown Preschool at RIS","=""0978111""",9,21,30
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""",443,459,902
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""",289,344,633
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""",75,79,154
"Norfolk School District","=""0980011""","IEP Program","=""0989011""","*","*","*"
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""",167,172,339
"North Branford School District","=""0990011""","North Branford High School","=""0996111""",352,349,701
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""",303,319,622
"North Branford School District","=""0990011""","Stanley T. Williams School","=""0990511""",132,118,250
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""",241,245,486
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",180,158,338
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""",151,202,353
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""",212,214,426
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""",254,224,478
"North Haven School District","=""1010011""","North Haven High School","=""1016111""",630,592,1222
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""",445,464,909
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""",201,218,419
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""",174,207,381
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""",101,126,227
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""",89,97,186
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""",856,852,1708
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""",195,240,435
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""",176,162,338
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""",214,252,466
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""",202,250,452
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""",253,265,518
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""",205,267,472
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""",216,233,449
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""",204,201,405
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""",258,275,533
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""",751,764,1515
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""",46,60,106
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""",315,370,685
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""",218,194,412
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""",217,227,444
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""",179,177,356
"Norwalk School District","=""1030011""","Tracey School","=""1031411""",206,227,433
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""",344,363,707
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""",150,160,310
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""",1286,1202,2488
"Norwich School District","=""1040011""","Bishop School Early Learning Center","=""1040111""",86,87,173
"Norwich School District","=""1040011""","Deborah-Tennant Zinewicz  School","=""1049111""",12,35,47
"Norwich School District","=""1040011""","Greeneville School","=""1040611""",157,169,326
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""","*","*",14
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""",187,202,389
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""",349,329,678
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""",195,234,429
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""",163,215,378
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""",242,230,472
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""",40,51,91
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""",166,123,289
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""",82,96,178
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""",101,133,234
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""",107,118,225
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""",95,83,178
"Old Saybrook School District","=""1060011""","Kathleen E. Goodwin School","=""1060211""",244,243,487
"Old Saybrook School District","=""1060011""","Old Saybrook Middle School","=""1065211""",304,305,609
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""",262,263,525
