"Student Counts by School and Grade"
"All Districts, All Schools"
"2010-11"

"",,,,"Grade",,,,,,,,,,,,,,
"District","District Code","School","School Code","Pre-Kindergarten","Kindergarten","Grade 1","Grade 2","Grade 3","Grade 4","Grade 5","Grade 6","Grade 7","Grade 8","Grade 9","Grade 10","Grade 11","Grade 12","Total"
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""",18,54,45,47,56,40,31,26,0,0,0,0,0,0,317
"East Hartford School District","=""0430011""","Willowbrook Early Childhood","=""0438011""",287,0,0,0,0,0,0,0,0,0,0,0,0,0,287
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""",0,41,46,55,45,37,41,26,0,0,0,0,0,0,291
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""",0,66,72,68,59,54,64,25,0,0,0,0,0,0,408
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""",0,55,58,65,53,55,41,42,0,0,0,0,0,0,369
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""",0,51,60,63,58,43,43,20,0,0,0,0,0,0,338
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""",0,77,69,59,72,46,42,17,0,0,0,0,0,0,382
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""",0,60,50,59,66,66,61,28,0,0,0,0,0,0,390
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""",0,60,56,82,58,54,44,34,0,0,0,0,0,0,388
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""",0,65,66,52,33,35,33,24,0,0,0,0,0,0,308
"East Hartford School District","=""0430011""","Woodland School","=""0439011""",0,"*","*",7,9,12,11,14,9,13,27,29,28,23,188
"East Hartford School District","=""0430011""","Sunset Ridge Middle School","=""0432411""",0,0,0,0,0,112,121,113,0,0,0,0,0,0,346
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""",0,0,0,0,0,0,0,99,448,474,0,0,0,0,1021
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""",0,0,0,0,0,0,0,0,0,0,53,51,43,33,180
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""",0,0,0,0,0,0,0,0,0,0,525,412,432,365,1734
"East Hartford School District","=""0430011""","Stevens Alternate High School","=""0436411""",0,0,0,0,0,0,0,0,0,0,27,39,52,34,152
"East Haven School District","=""0440011""","D. C. Moore School","=""0441411""",72,65,74,62,0,0,0,0,0,0,0,0,0,0,273
"East Haven School District","=""0440011""","Deer Run School","=""0440111""",56,97,86,109,0,0,0,0,0,0,0,0,0,0,348
"East Haven School District","=""0440011""","Overbrook Elementary School","=""0441811""","*","*",85,79,0,0,0,0,0,0,0,0,0,0,226
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""",0,0,0,0,48,48,48,50,50,46,0,0,0,0,290
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""",0,0,0,0,88,69,89,0,0,0,0,0,0,0,246
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""",0,0,0,0,66,71,67,0,0,0,0,0,0,0,204
"East Haven School District","=""0440011""","Momauguin School","=""0440711""",0,0,0,0,67,54,60,0,0,0,0,0,0,0,181
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""",0,0,0,0,0,0,0,222,233,225,0,0,0,0,680
"East Haven School District","=""0440011""","Pathways","=""0449011""",0,0,0,0,0,0,0,0,"*","*",8,"*",7,10,34
"East Haven School District","=""0440011""","East Haven High School","=""0446111""",0,0,0,0,0,0,0,0,0,0,254,218,196,275,943
"East Lyme School District","=""0450011""","Integrated Preschool","=""0458011""",44,0,0,0,0,0,0,0,0,0,0,0,0,0,44
"East Lyme School District","=""0450011""","Flanders School","=""0450111""",0,63,68,83,74,77,0,0,0,0,0,0,0,0,365
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""",0,65,67,64,90,79,0,0,0,0,0,0,0,0,365
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""",0,43,43,46,48,49,0,0,0,0,0,0,0,0,229
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""",0,0,0,0,0,0,211,212,214,213,0,0,0,0,850
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""",0,0,0,0,0,0,0,0,0,0,288,298,292,330,1208
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""",65,92,103,97,99,102,0,0,0,0,0,0,0,0,558
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",0,0,0,0,0,0,113,"*",92,96,0,0,0,"*",393
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""",0,0,0,0,0,0,0,0,0,0,112,98,90,78,378
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",15,23,18,14,14,22,15,22,18,19,0,0,0,0,180
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""",30,108,92,103,115,125,132,0,0,0,0,0,0,0,705
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""",0,0,0,0,0,0,0,141,119,136,0,0,0,0,396
"EdAdvance","=""2420014""","EdAdvance Headstart","=""2428014""",183,0,0,0,0,0,0,0,0,0,0,0,0,0,183
"EdAdvance","=""2420014""","The ACCESS School at The Danuta M. Thibodeau Education Center","=""2429014""",0,0,"*",0,"*","*","*","*","*","*","*","*",8,"*",34
"Ellington School District","=""0480011""","Center School","=""0480111""",48,78,64,87,85,70,0,0,0,0,0,0,0,0,432
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""",0,44,42,43,43,45,0,0,0,0,0,0,0,0,217
"Ellington School District","=""0480011""","Windermere School","=""0480611""",0,77,101,72,86,103,0,0,0,0,0,0,0,0,439
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""",0,0,0,0,0,0,204,232,0,0,0,0,0,0,436
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""",0,0,0,0,0,0,0,0,197,213,0,0,0,0,410
"Ellington School District","=""0480011""","Ellington High School","=""0486111""",0,0,0,0,0,0,0,0,0,0,221,198,198,174,791
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""",54,54,41,49,52,52,70,46,0,0,0,0,0,0,418
"Enfield School District","=""0490011""","Enfield Street School","=""0490211""",21,49,51,51,51,42,46,36,0,0,0,0,0,0,347
"Enfield School District","=""0490011""","Head Start Program","=""0498011""",104,0,0,0,0,0,0,0,0,0,0,0,0,0,104
"Enfield School District","=""0490011""","Henry Barnard School","=""0491811""","*",75,68,55,54,53,"*",50,0,0,0,0,0,0,397
"Enfield School District","=""0490011""","Nathan Hale School","=""0491111""",0,32,27,34,32,47,45,30,0,0,0,0,0,0,247
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""",0,48,43,53,51,47,44,39,0,0,0,0,0,0,325
"Enfield School District","=""0490011""","Harriet Beecher Stowe School","=""0491211""",0,32,27,29,41,39,32,34,0,0,0,0,0,0,234
"Enfield School District","=""0490011""","Hazardville Memorial School","=""0490411""",0,48,54,48,52,45,64,55,0,0,0,0,0,0,366
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""",0,52,50,56,57,49,55,60,0,0,0,0,0,0,379
"Enfield School District","=""0490011""","Thomas G. Alcorn School","=""0491711""",0,48,56,45,41,41,43,27,0,0,0,0,0,0,301
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""",0,0,0,0,0,0,0,0,441,407,0,0,0,0,848
"Enfield School District","=""0490011""","Enfield High School","=""0496111""",0,0,0,0,0,0,0,0,0,0,236,163,217,193,809
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""",0,0,0,0,0,0,0,0,0,0,270,267,334,231,1102
"Enfield School District","=""0490011""","Enfield Transitional Learning Academy","=""0499011""",0,0,0,0,0,0,0,0,0,0,0,0,0,10,10
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""",45,56,86,79,75,73,94,85,0,0,0,0,0,0,593
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""",20,66,58,85,57,63,71,0,0,0,0,0,0,0,420
"Fairfield School District","=""0510011""","Early Childhood Center","=""0518011""",118,0,0,0,0,0,0,0,0,0,0,0,0,0,118
"Fairfield School District","=""0510011""","McKinley School","=""0510611""",20,95,80,71,64,91,69,0,0,0,0,0,0,0,490
"Fairfield School District","=""0510011""","Jennings School","=""0511711""",0,44,54,49,62,68,70,0,0,0,0,0,0,0,347
"Fairfield School District","=""0510011""","Sherman School","=""0511311""",0,64,90,63,79,79,67,0,0,0,0,0,0,0,442
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""",0,48,44,46,62,55,59,0,0,0,0,0,0,0,314
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""",0,54,49,55,59,57,59,0,0,0,0,0,0,0,333
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""",0,72,87,76,75,78,86,0,0,0,0,0,0,0,474
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""",0,76,66,87,80,97,77,0,0,0,0,0,0,0,483
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""",0,89,87,96,84,93,89,0,0,0,0,0,0,0,538
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""",0,67,66,73,67,81,97,0,0,0,0,0,0,0,451
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""",0,94,60,107,71,86,86,0,0,0,0,0,0,0,504
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""",0,0,0,0,0,0,0,214,240,214,0,0,0,0,668
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""",0,0,0,0,0,0,0,329,353,303,0,0,0,0,985
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""",0,0,0,0,0,0,0,281,252,251,0,0,0,0,784
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""",0,0,0,0,0,0,0,0,0,0,407,387,357,352,1503
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""",0,0,0,0,0,0,0,0,0,0,372,317,331,308,1328
"Farmington School District","=""0520011""","Farmington Collaborative PK","=""0528011""",76,0,0,0,0,0,0,0,0,0,0,0,0,0,76
"Farmington School District","=""0520011""","East Farms School","=""0520411""",0,88,91,95,111,84,0,0,0,0,0,0,0,0,469
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""",0,61,68,80,63,74,0,0,0,0,0,0,0,0,346
"Farmington School District","=""0520011""","Union School","=""0520111""",0,56,72,61,49,62,0,0,0,0,0,0,0,0,300
"Farmington School District","=""0520011""","West District School","=""0520311""",0,67,70,77,63,61,0,0,0,0,0,0,0,0,338
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""",0,0,0,0,0,0,289,314,0,0,0,0,0,0,603
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""",0,0,0,0,0,0,0,0,344,344,0,0,0,0,688
"Farmington School District","=""0520011""","Farmington High School","=""0526111""",0,0,0,0,0,0,0,0,0,0,347,336,291,335,1309
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""",30,20,19,20,21,22,30,21,18,21,0,0,0,0,222
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""",41,74,70,66,83,83,80,0,0,0,0,0,0,0,497
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""",32,95,104,109,104,121,98,0,0,0,0,0,0,0,663
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""",0,74,79,91,97,94,83,0,0,0,0,0,0,0,518
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""",0,33,47,45,57,58,63,0,0,0,0,0,0,0,303
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""",0,66,85,82,95,75,102,0,0,0,0,0,0,0,505
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""",0,63,76,85,88,99,91,0,0,0,0,0,0,0,502
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""",0,0,0,0,0,0,0,506,0,0,0,0,0,0,506
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""",0,0,0,0,0,0,0,0,557,556,0,0,0,0,1113
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""",0,0,0,0,0,0,0,0,0,0,583,559,505,554,2201
"Granby School District","=""0560011""","Frank M. Kearns Primary School","=""0560111""",6,110,154,153,0,0,0,0,0,0,0,0,0,0,423
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""",0,0,0,0,94,80,89,67,0,0,0,0,0,0,330
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""",0,0,0,0,72,92,85,98,0,0,0,0,0,0,347
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""",0,0,0,0,0,0,0,0,195,160,0,0,0,0,355
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""",0,0,0,0,0,0,0,0,0,0,207,195,189,194,785
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""",14,70,59,77,59,67,72,0,0,0,0,0,0,0,418
"Greenwich School District","=""0570011""","Glenville School","=""0570411""","*",81,57,54,48,69,"*",0,0,0,0,0,0,0,347
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",54,65,71,59,60,58,49,0,0,0,0,0,0,0,416
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""","*",54,64,"*",56,54,74,0,0,0,0,0,0,0,353
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",14,39,36,39,45,43,27,0,0,0,0,0,0,0,243
"Greenwich School District","=""0570011""","North Street School","=""0570811""",29,73,66,76,67,73,67,0,0,0,0,0,0,0,451
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""",29,66,73,74,63,66,39,0,0,0,0,0,0,0,410
"Greenwich School District","=""0570011""","Riverside School","=""0571011""","*",86,83,89,85,96,"*",0,0,0,0,0,0,0,514
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""",0,53,62,59,63,67,68,0,0,0,0,0,0,0,372
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""",0,67,84,65,76,79,81,0,0,0,0,0,0,0,452
"Greenwich School District","=""0570011""","Parkway School","=""0571111""",0,41,43,44,60,48,56,0,0,0,0,0,0,0,292
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""",0,0,0,0,0,0,0,217,191,213,0,0,0,0,621
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""",0,0,0,0,0,0,0,270,274,249,0,0,0,0,793
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",0,0,0,0,0,0,0,160,165,168,0,0,0,0,493
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""",0,0,0,0,0,0,0,0,0,0,676,708,640,649,2673
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",83,123,113,132,133,142,0,0,0,0,0,0,0,0,726
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",0,0,0,0,0,0,159,141,141,129,0,0,0,0,570
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",0,0,0,0,0,0,0,0,0,0,177,178,176,178,709
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",84,72,54,55,40,49,30,0,0,0,0,0,0,0,384
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",70,59,47,48,54,57,53,0,0,0,0,0,0,0,388
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",58,62,73,41,43,34,42,0,0,0,0,0,0,0,353
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",28,57,84,68,53,69,69,0,0,0,0,0,0,0,428
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""","*",56,55,49,58,46,"*",0,0,0,0,0,0,0,302
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",41,37,57,53,51,48,60,0,0,0,0,0,0,0,347
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",0,100,83,75,70,76,74,0,0,0,0,0,0,0,478
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",0,0,0,0,0,0,0,121,119,119,0,0,0,0,359
"Groton School District","=""0590011""","Fitch Middle School","=""0595111""",0,0,0,0,0,0,0,154,124,133,0,0,0,0,411
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",0,0,0,0,0,0,0,81,95,72,0,0,0,0,248
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",0,0,0,0,0,0,0,0,0,0,313,326,335,297,1271
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",52,66,66,73,64,88,0,0,0,0,0,0,0,0,409
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",0,71,54,61,70,60,0,0,0,0,0,0,0,0,316
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""",0,62,66,62,76,69,0,0,0,0,0,0,0,0,335
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",0,66,74,73,79,54,0,0,0,0,0,0,0,0,346
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",0,0,0,0,0,0,312,275,0,0,0,0,0,0,587
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",0,0,0,0,0,0,0,0,272,300,0,0,0,0,572
"Guilford School District","=""0600011""","Guilford High School","=""0606111""",0,0,0,0,0,0,0,0,0,0,287,275,289,262,1113
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""",87,0,0,0,0,0,0,0,0,0,0,0,0,0,87
"Hamden School District","=""0620011""","Church Street School","=""0620211""",13,53,58,56,59,52,62,54,0,0,0,0,0,0,407
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",12,61,43,28,31,34,32,41,0,0,0,0,0,0,282
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",0,72,63,65,55,58,84,69,0,0,0,0,0,0,466
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",0,41,38,44,45,46,54,41,0,0,0,0,0,0,309
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",0,47,41,46,53,45,50,59,0,0,0,0,0,0,341
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",0,66,60,41,41,39,51,44,0,0,0,0,0,0,342
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",0,70,61,67,53,48,30,48,0,0,0,0,0,0,377
"Hamden School District","=""0620011""","West Woods School","=""0621411""",0,70,87,79,74,82,75,68,0,0,0,0,0,0,535
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",0,0,0,0,0,0,0,0,448,452,0,0,0,0,900
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",0,0,0,0,0,0,0,0,0,0,486,453,482,513,1934
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",24,13,17,16,18,11,25,16,0,0,0,0,0,0,140
"Hartford School District","=""0640011""","Asian Studies Academy at Bellizzi School","=""0640711""",27,59,62,46,43,51,52,0,0,0,0,0,0,0,340
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",35,53,55,64,63,64,65,58,58,75,0,0,0,0,590
"Hartford School District","=""0640011""","Betances Early Reading Lab Magnet School","=""0642811""",36,86,55,45,50,39,0,0,0,0,0,0,0,0,311
"Hartford School District","=""0640011""","Breakthrough II Magnet School","=""0643511""",40,22,20,23,16,21,0,0,0,0,0,0,0,0,142
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""",53,34,30,35,30,31,37,35,33,33,0,0,0,0,351
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""",30,81,72,62,53,68,60,60,87,91,0,0,0,0,664
"Hartford School District","=""0640011""","Burr School","=""0642311""",34,98,87,80,69,45,66,72,73,82,0,0,0,0,706
"Hartford School District","=""0640011""","Clark School","=""0642411""",16,56,45,51,35,32,40,30,37,39,0,0,0,0,381
"Hartford School District","=""0640011""","Dr. Joseph Bellizzi Middle School","=""0645311""","*",0,0,0,0,0,0,"*",96,150,0,0,0,0,293
"Hartford School District","=""0640011""","Environmental Sciences Magnet at Hooker School","=""0640911""",22,17,27,35,36,27,36,28,22,25,0,0,0,0,275
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""",70,80,72,70,54,68,66,52,55,90,0,0,0,0,677
"Hartford School District","=""0640011""","Kennelly School","=""0641011""",18,87,74,89,74,103,95,89,83,69,0,0,0,0,781
"Hartford School District","=""0640011""","Kinsella Magnet School of Performing Arts","=""0641111""",60,67,66,67,78,72,76,72,59,45,0,0,0,0,662
"Hartford School District","=""0640011""","M. D. Fox School","=""0640811""",35,137,129,117,125,126,113,64,0,0,0,0,0,0,846
"Hartford School District","=""0640011""","M. L. King, Jr. School","=""0641611""",6,36,52,53,59,75,52,31,60,44,0,0,0,0,468
"Hartford School District","=""0640011""","McDonough Middle School","=""0641211""",14,61,43,59,50,44,41,38,69,0,0,0,0,0,419
"Hartford School District","=""0640011""","Milner School","=""0641911""",15,55,51,42,38,47,44,38,36,46,0,0,0,0,412
"Hartford School District","=""0640011""","Montessori Magnet at Fisher School","=""0643711""",91,53,17,14,13,10,0,0,0,0,0,0,0,0,198
"Hartford School District","=""0640011""","Naylor/CCSU Leadership Academy","=""0641411""",32,75,87,69,69,82,74,60,72,79,0,0,0,0,699
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",34,91,81,68,67,62,64,48,0,0,0,0,0,0,515
"Hartford School District","=""0640011""","Rawson School","=""0641711""",14,74,60,76,77,90,72,0,0,0,0,0,0,0,463
"Hartford School District","=""0640011""","SAND School","=""0640111""","*",60,61,61,57,56,66,51,"*",0,0,0,0,0,463
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",31,80,82,75,52,55,79,38,0,0,0,0,0,0,492
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",19,48,40,40,48,42,33,28,24,39,0,0,0,0,361
"Hartford School District","=""0640011""","Webster Micro Society Magnet School","=""0642011""",59,65,62,74,60,62,53,52,48,57,0,0,0,0,592
"Hartford School District","=""0640011""","West Middle School","=""0642111""",16,99,84,95,73,75,80,55,53,58,0,0,0,0,688
"Hartford School District","=""0640011""","Wish Museum School","=""0642211""",17,53,43,46,55,58,44,44,34,49,0,0,0,0,443
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""",0,55,71,68,64,0,0,39,75,0,0,0,0,0,372
"Hartford School District","=""0640011""","STEM Magnet at Fisher School","=""0642511""",0,36,26,37,39,58,42,36,24,30,0,0,0,0,328
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Elementary)","=""0649011""",0,0,0,"*","*",6,9,7,0,"*",0,0,0,0,32
"Hartford School District","=""0640011""","Renzulli Gifted and Talented Academy","=""0644011""",0,0,0,0,0,11,14,13,19,0,0,0,0,0,57
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""",0,0,0,0,0,0,0,49,63,59,59,42,36,28,336
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""",0,0,0,0,0,0,0,109,109,111,107,102,88,84,710
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""",0,0,0,0,0,0,0,202,210,199,0,0,0,0,611
"Hartford School District","=""0640011""","Sarah J Rawson Middle Grades Academy","=""0645611""",0,0,0,0,0,0,0,63,51,74,0,0,0,0,188
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",0,0,0,0,0,0,0,85,81,81,117,102,103,103,672
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""",0,0,0,0,0,0,0,0,0,0,466,204,0,0,670
"Hartford School District","=""0640011""","Culinary Arts Academy at Weaver High School","=""0646011""",0,0,0,0,0,0,0,0,0,0,74,62,31,78,245
"Hartford School District","=""0640011""","HPHS Freshmen Academy","=""0647311""",0,0,0,0,0,0,0,0,0,0,318,0,0,0,318
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""",0,0,0,0,0,0,0,0,0,0,"*",170,107,"*",378
"Hartford School District","=""0640011""","HPHS Nursing and Health Sciences Academy","=""0647511""",0,0,0,0,0,0,0,0,0,0,27,153,84,119,383
"Hartford School District","=""0640011""","High School, Inc.","=""0647611""",0,0,0,0,0,0,0,0,0,0,87,114,55,0,256
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""",0,0,0,0,0,0,0,0,0,0,74,76,79,0,229
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""",0,0,0,0,0,0,0,0,0,0,32,35,41,15,123
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""",0,0,0,0,0,0,0,0,0,0,96,78,91,90,355
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""",0,0,0,0,0,0,0,0,0,0,140,107,90,70,407
"Hartford School District","=""0640011""","HPHS Engineering and Green Technology Academy","=""0647211""",0,0,0,0,0,0,0,0,0,0,0,132,139,123,394
"Hartford School District","=""0640011""","Bulkeley High School","=""0647111""",0,0,0,0,0,0,0,0,0,0,0,0,216,273,489
"Hartford School District","=""0640011""","Weaver High School","=""0646311""",0,0,0,0,0,0,0,0,0,0,0,0,0,154,154
"Hartland School District","=""0650011""","Hartland School","=""0650111""","*",22,32,28,21,23,17,24,20,19,"*",0,0,0,222
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""",71,112,129,158,0,0,0,0,0,0,0,0,0,0,470
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""",0,0,0,0,161,146,190,169,0,0,0,0,0,0,666
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""",41,34,34,32,40,37,32,17,16,17,0,0,0,0,300
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",33,34,33,33,33,33,33,33,35,31,0,0,0,0,331
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""",44,43,44,44,44,47,48,40,38,40,0,0,0,0,432
"Kent School District","=""0680011""","Kent Center School","=""0680111""",6,33,38,38,29,33,30,29,22,29,0,0,0,0,287
"Killingly School District","=""0690011""","Goodyear Early Childhood Center","=""0698011""",107,0,0,0,0,0,0,0,0,0,0,0,0,0,107
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""",0,88,98,109,104,99,0,0,0,0,0,0,0,0,498
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""",0,110,84,91,83,101,0,0,0,0,0,0,0,0,469
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""",0,0,0,0,0,0,224,189,218,192,0,0,0,0,823
"Killingly School District","=""0690011""","Killingly High School","=""0696111""",0,0,0,0,0,0,0,0,0,0,238,199,188,163,788
"Learn","=""2450014""","The Friendship School","=""2450214""",324,168,0,0,0,0,0,0,0,0,0,0,0,0,492
"Learn","=""2450014""","Learn Special Education","=""2459014""",0,"*",0,"*","*","*","*","*",6,"*","*","*","*","*",30
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""",0,97,93,96,86,89,84,0,0,0,0,0,0,0,545
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""",0,0,0,0,0,0,0,39,25,18,0,0,0,0,82
"Learn","=""2450014""","Connecticut River Academy","=""2456014""",0,0,0,0,0,0,0,0,0,0,111,35,0,0,146
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""",60,70,84,88,89,93,0,0,0,0,0,0,0,0,484
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""",0,0,0,0,0,0,96,97,104,101,0,0,0,0,398
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""",0,0,0,0,0,0,0,0,0,0,121,118,127,155,521
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""",52,36,44,35,43,47,43,45,0,0,0,0,0,0,345
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""",0,64,74,69,0,0,0,0,0,0,0,0,0,0,207
