"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA and Math, All Grades, All Students"

"",,,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"District","District Code","School","School Code","Grade","Subject","Total Numberof Students","Total NumberTested","Smarter BalancedParticipationRate","Total Number with Scored Tests","Level 1 Not Met  Count","%","Level 2 Approaching  Count","%","Level 3 Met  Count","%","Level 4 Exceeded  Count","%","Level 3&4 Met or Exceeded Count","%","AverageVSS"
"Waterbury School District","=""1510011""","Sprague School","=""1512011""",04,"Math",66,66,100.0,66,36,54.5,22,33.3,8,12.1,0,0.0,8,12.1,2408
"Waterbury School District","=""1510011""","Sprague School","=""1512011""",05,"ELA",53,53,100.0,53,21,39.6,26,49.1,"*","*","*","*",6,11.3,2447
"Waterbury School District","=""1510011""","Sprague School","=""1512011""",05,"Math",53,53,100.0,53,42,79.2,"*","*","*","*",0,0.0,"*","*",2414
"Waterbury School District","=""1510011""","State Street School","=""1519011""",03,"ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","State Street School","=""1519011""",03,"Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","State Street School","=""1519011""",04,"ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","State Street School","=""1519011""",04,"Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","State Street School","=""1519011""",05,"ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","State Street School","=""1519011""",05,"Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","State Street School","=""1519011""",06,"ELA",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","State Street School","=""1519011""",06,"Math",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","State Street School","=""1519011""",07,"ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","State Street School","=""1519011""",07,"Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","State Street School","=""1519011""",08,"ELA",14,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","State Street School","=""1519011""",08,"Math",14,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","State Street School","=""1519011""",11,"ELA",9,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","State Street School","=""1519011""",11,"Math",9,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Walsh School","=""1512211""",03,"ELA",73,73,100.0,73,61,83.6,"*","*","*","*",0,0.0,"*","*",2309
"Waterbury School District","=""1510011""","Walsh School","=""1512211""",03,"Math",73,73,100.0,73,63,86.3,"*","*","*","*",0,0.0,"*","*",2324
"Waterbury School District","=""1510011""","Walsh School","=""1512211""",04,"ELA",74,74,100.0,74,60,81.1,"*","*",7,9.5,"*","*","*","*",2358
"Waterbury School District","=""1510011""","Walsh School","=""1512211""",04,"Math",74,74,100.0,74,61,82.4,9,12.2,"*","*","*","*","*","*",2372
"Waterbury School District","=""1510011""","Walsh School","=""1512211""",05,"ELA",75,75,100.0,75,55,73.3,13,17.3,7,9.3,0,0.0,7,9.3,2405
"Waterbury School District","=""1510011""","Walsh School","=""1512211""",05,"Math",75,75,100.0,75,70,93.3,"*","*","*","*",0,0.0,"*","*",2388
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""",11,"ELA",115,113,98.3,113,9,8.0,23,20.4,52,46.0,29,25.7,81,71.7,2622
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""",11,"Math",115,113,98.3,113,53,46.9,35,31.0,"*","*","*","*",25,22.1,2550
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (Middle)","=""1515011""",06,"ELA",108,108,100.0,108,10,9.3,30,27.8,47,43.5,21,19.4,68,63.0,2554
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (Middle)","=""1515011""",06,"Math",108,108,100.0,108,38,35.2,39,36.1,24,22.2,7,6.5,31,28.7,2505
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (Middle)","=""1515011""",07,"ELA",105,105,100.0,105,20,19.0,18,17.1,55,52.4,12,11.4,67,63.8,2557
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (Middle)","=""1515011""",07,"Math",105,105,100.0,105,26,24.8,41,39.0,32,30.5,6,5.7,38,36.2,2522
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (Middle)","=""1515011""",08,"ELA",110,110,100.0,110,19,17.3,31,28.2,48,43.6,12,10.9,60,54.5,2567
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (Middle)","=""1515011""",08,"Math",110,110,100.0,110,63,57.3,29,26.4,"*","*","*","*",18,16.4,2480
"Waterbury School District","=""1510011""","Wendell L. Cross School","=""1510811""",03,"ELA",50,50,100.0,50,17,34.0,17,34.0,"*","*","*","*",16,32.0,2391
"Waterbury School District","=""1510011""","Wendell L. Cross School","=""1510811""",03,"Math",50,50,100.0,50,26,52.0,15,30.0,"*","*","*","*",9,18.0,2379
"Waterbury School District","=""1510011""","Wendell L. Cross School","=""1510811""",04,"ELA",45,44,97.8,44,9,20.5,10,22.7,19,43.2,6,13.6,25,56.8,2473
"Waterbury School District","=""1510011""","Wendell L. Cross School","=""1510811""",04,"Math",45,45,100.0,45,"*","*",19,42.2,12,26.7,"*","*","*","*",2456
"Waterbury School District","=""1510011""","Wendell L. Cross School","=""1510811""",05,"ELA",56,56,100.0,56,13,23.2,13,23.2,21,37.5,9,16.1,30,53.6,2504
"Waterbury School District","=""1510011""","Wendell L. Cross School","=""1510811""",05,"Math",56,56,100.0,56,25,44.6,22,39.3,"*","*","*","*",9,16.1,2470
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""",11,"ELA",304,287,94.4,283,129,45.6,94,33.2,51,18.0,9,3.2,60,21.2,2509
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""",11,"Math",304,287,94.4,285,248,87.0,30,10.5,"*","*","*","*",7,2.5,2442
"Waterbury School District","=""1510011""","Woodrow Wilson School","=""1513211""",03,"ELA",50,50,100.0,50,24,48.0,19,38.0,"*","*","*","*",7,14.0,2366
"Waterbury School District","=""1510011""","Woodrow Wilson School","=""1513211""",03,"Math",50,50,100.0,50,23,46.0,19,38.0,8,16.0,0,0.0,8,16.0,2377
"Waterbury School District","=""1510011""","Woodrow Wilson School","=""1513211""",04,"ELA",52,50,96.2,50,28,56.0,14,28.0,"*","*","*","*",8,16.0,2391
"Waterbury School District","=""1510011""","Woodrow Wilson School","=""1513211""",04,"Math",52,52,100.0,52,27,51.9,14,26.9,"*","*","*","*",11,21.2,2418
"Waterbury School District","=""1510011""","Woodrow Wilson School","=""1513211""",05,"ELA",53,53,100.0,53,29,54.7,12,22.6,"*","*","*","*",12,22.6,2434
"Waterbury School District","=""1510011""","Woodrow Wilson School","=""1513211""",05,"Math",54,54,100.0,54,41,75.9,"*","*","*","*",0,0.0,"*","*",2410
"Waterford School District","=""1520011""","Clark Lane Middle School","=""1525111""",06,"ELA",220,219,99.5,219,18,8.2,63,28.8,95,43.4,43,19.6,138,63.0,2556
"Waterford School District","=""1520011""","Clark Lane Middle School","=""1525111""",06,"Math",221,221,100.0,221,54,24.4,87,39.4,52,23.5,28,12.7,80,36.2,2526
"Waterford School District","=""1520011""","Clark Lane Middle School","=""1525111""",07,"ELA",223,221,99.1,221,22,10.0,39,17.6,113,51.1,47,21.3,160,72.4,2590
"Waterford School District","=""1520011""","Clark Lane Middle School","=""1525111""",07,"Math",223,222,99.6,222,48,21.6,81,36.5,60,27.0,33,14.9,93,41.9,2548
"Waterford School District","=""1520011""","Clark Lane Middle School","=""1525111""",08,"ELA",211,211,100.0,211,18,8.5,46,21.8,104,49.3,43,20.4,147,69.7,2601
"Waterford School District","=""1520011""","Clark Lane Middle School","=""1525111""",08,"Math",210,210,100.0,210,69,32.9,55,26.2,42,20.0,44,21.0,86,41.0,2555
"Waterford School District","=""1520011""","Great Neck Elementary School","=""1520211""",03,"ELA",42,41,97.6,41,7,17.1,8,19.5,12,29.3,14,34.1,26,63.4,2453
"Waterford School District","=""1520011""","Great Neck Elementary School","=""1520211""",03,"Math",42,42,100.0,42,6,14.3,7,16.7,21,50.0,8,19.0,29,69.0,2448
"Waterford School District","=""1520011""","Great Neck Elementary School","=""1520211""",04,"ELA",64,64,100.0,64,9,14.1,13,20.3,20,31.3,22,34.4,42,65.6,2499
"Waterford School District","=""1520011""","Great Neck Elementary School","=""1520211""",04,"Math",64,64,100.0,64,7,10.9,30,46.9,19,29.7,8,12.5,27,42.2,2480
"Waterford School District","=""1520011""","Great Neck Elementary School","=""1520211""",05,"ELA",70,70,100.0,70,9,12.9,6,8.6,34,48.6,21,30.0,55,78.6,2543
"Waterford School District","=""1520011""","Great Neck Elementary School","=""1520211""",05,"Math",70,70,100.0,70,9,12.9,26,37.1,20,28.6,15,21.4,35,50.0,2528
"Waterford School District","=""1520011""","Oswegatchie Elementary School","=""1520611""",03,"ELA",58,57,98.3,57,"*","*","*","*",17,29.8,26,45.6,43,75.4,2475
"Waterford School District","=""1520011""","Oswegatchie Elementary School","=""1520611""",03,"Math",58,57,98.3,57,9,15.8,11,19.3,21,36.8,16,28.1,37,64.9,2456
"Waterford School District","=""1520011""","Oswegatchie Elementary School","=""1520611""",04,"ELA",67,66,98.5,66,16,24.2,12,18.2,14,21.2,24,36.4,38,57.6,2488
"Waterford School District","=""1520011""","Oswegatchie Elementary School","=""1520611""",04,"Math",67,66,98.5,66,10,15.2,26,39.4,23,34.8,7,10.6,30,45.5,2467
"Waterford School District","=""1520011""","Oswegatchie Elementary School","=""1520611""",05,"ELA",65,64,98.5,64,16,25.0,14,21.9,24,37.5,10,15.6,34,53.1,2496
"Waterford School District","=""1520011""","Oswegatchie Elementary School","=""1520611""",05,"Math",65,64,98.5,64,22,34.4,28,43.8,"*","*","*","*",14,21.9,2482
"Waterford School District","=""1520011""","Quaker Hill Elementary School","=""1520711""",03,"ELA",57,57,100.0,57,"*","*",14,24.6,"*","*",28,49.1,"*","*",2475
"Waterford School District","=""1520011""","Quaker Hill Elementary School","=""1520711""",03,"Math",57,57,100.0,57,"*","*","*","*",17,29.8,19,33.3,36,63.2,2467
"Waterford School District","=""1520011""","Quaker Hill Elementary School","=""1520711""",04,"ELA",61,61,100.0,61,11,18.0,15,24.6,16,26.2,19,31.1,35,57.4,2488
"Waterford School District","=""1520011""","Quaker Hill Elementary School","=""1520711""",04,"Math",61,61,100.0,61,10,16.4,27,44.3,14,23.0,10,16.4,24,39.3,2478
"Waterford School District","=""1520011""","Quaker Hill Elementary School","=""1520711""",05,"ELA",65,65,100.0,65,15,23.1,18,27.7,19,29.2,13,20.0,32,49.2,2502
"Waterford School District","=""1520011""","Quaker Hill Elementary School","=""1520711""",05,"Math",65,65,100.0,65,21,32.3,18,27.7,17,26.2,9,13.8,26,40.0,2502
"Waterford School District","=""1520011""","Waterford High School","=""1526111""",11,"ELA",192,188,97.9,186,13,7.0,44,23.7,74,39.8,55,29.6,129,69.4,2627
"Waterford School District","=""1520011""","Waterford High School","=""1526111""",11,"Math",192,186,96.9,186,75,40.3,48,25.8,31,16.7,32,17.2,63,33.9,2576
"Waterford School District","=""1520011""","Waterford High School Tutor Center","=""1521211""",11,"ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterford School District","=""1520011""","Waterford High School Tutor Center","=""1521211""",11,"Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Watertown School District","=""1530011""","Fletcher W. Judson School","=""1530311""",03,"ELA",104,102,98.1,102,8,7.8,31,30.4,33,32.4,30,29.4,63,61.8,2453
"Watertown School District","=""1530011""","Fletcher W. Judson School","=""1530311""",03,"Math",103,102,99.0,102,17,16.7,23,22.5,47,46.1,15,14.7,62,60.8,2440
"Watertown School District","=""1530011""","Fletcher W. Judson School","=""1530311""",04,"ELA",85,85,100.0,85,13,15.3,18,21.2,25,29.4,29,34.1,54,63.5,2500
"Watertown School District","=""1530011""","Fletcher W. Judson School","=""1530311""",04,"Math",85,85,100.0,85,7,8.2,38,44.7,25,29.4,15,17.6,40,47.1,2489
"Watertown School District","=""1530011""","Fletcher W. Judson School","=""1530311""",05,"ELA",103,101,98.1,101,19,18.8,30,29.7,33,32.7,19,18.8,52,51.5,2505
"Watertown School District","=""1530011""","Fletcher W. Judson School","=""1530311""",05,"Math",103,101,98.1,101,37,36.6,40,39.6,17,16.8,7,6.9,24,23.8,2478
"Watertown School District","=""1530011""","Polk School","=""1530411""",03,"ELA",108,107,99.1,107,10,9.3,19,17.8,32,29.9,46,43.0,78,72.9,2469
"Watertown School District","=""1530011""","Polk School","=""1530411""",03,"Math",106,105,99.1,105,12,11.4,23,21.9,41,39.0,29,27.6,70,66.7,2460
"Watertown School District","=""1530011""","Polk School","=""1530411""",04,"ELA",119,118,99.2,118,22,18.6,25,21.2,33,28.0,38,32.2,71,60.2,2490
"Watertown School District","=""1530011""","Polk School","=""1530411""",04,"Math",118,117,99.2,117,20,17.1,64,54.7,27,23.1,6,5.1,33,28.2,2457
"Watertown School District","=""1530011""","Polk School","=""1530411""",05,"ELA",124,122,98.4,122,23,18.9,30,24.6,52,42.6,17,13.9,69,56.6,2506
"Watertown School District","=""1530011""","Polk School","=""1530411""",05,"Math",124,122,98.4,122,41,33.6,47,38.5,22,18.0,12,9.8,34,27.9,2484
"Watertown School District","=""1530011""","Swift Middle School","=""1535111""",06,"ELA",204,202,99.0,202,18,8.9,55,27.2,95,47.0,34,16.8,129,63.9,2549
"Watertown School District","=""1530011""","Swift Middle School","=""1535111""",06,"Math",204,202,99.0,202,66,32.7,72,35.6,41,20.3,23,11.4,64,31.7,2510
"Watertown School District","=""1530011""","Swift Middle School","=""1535111""",07,"ELA",218,216,99.1,216,31,14.4,38,17.6,108,50.0,39,18.1,147,68.1,2576
"Watertown School District","=""1530011""","Swift Middle School","=""1535111""",07,"Math",218,216,99.1,216,62,28.7,77,35.6,52,24.1,25,11.6,77,35.6,2531
"Watertown School District","=""1530011""","Swift Middle School","=""1535111""",08,"ELA",246,245,99.6,245,42,17.1,66,26.9,95,38.8,42,17.1,137,55.9,2577
"Watertown School District","=""1530011""","Swift Middle School","=""1535111""",08,"Math",245,244,99.6,244,85,34.8,80,32.8,48,19.7,31,12.7,79,32.4,2540
"Watertown School District","=""1530011""","Watertown High School","=""1536111""",11,"ELA",217,82,37.8,81,29,35.8,19,23.5,25,30.9,8,9.9,33,40.7,2537
"Watertown School District","=""1530011""","Watertown High School","=""1536111""",11,"Math",217,76,35.0,76,53,69.7,"*","*",12,15.8,"*","*","*","*",2487
"West Hartford School District","=""1550011""","Smith School","=""1551711""",03,"ELA",63,60,95.2,60,6,10.0,14,23.3,18,30.0,22,36.7,40,66.7,2470
"West Hartford School District","=""1550011""","Smith School","=""1551711""",03,"Math",63,63,100.0,63,"*","*",14,22.2,21,33.3,15,23.8,36,57.1,2453
"West Hartford School District","=""1550011""","Smith School","=""1551711""",04,"ELA",63,63,100.0,63,7,11.1,10,15.9,17,27.0,29,46.0,46,73.0,2514
"West Hartford School District","=""1550011""","Smith School","=""1551711""",04,"Math",63,63,100.0,63,"*","*",15,23.8,27,42.9,11,17.5,38,60.3,2491
"West Hartford School District","=""1550011""","Smith School","=""1551711""",05,"ELA",58,57,98.3,57,"*","*",10,17.5,18,31.6,24,42.1,42,73.7,2554
"West Hartford School District","=""1550011""","Smith School","=""1551711""",05,"Math",58,57,98.3,57,8,14.0,19,33.3,10,17.5,20,35.1,30,52.6,2539
"West Hartford School District","=""1550011""","REACH","=""1557311""",11,"ELA",9,7,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","REACH","=""1557311""",11,"Math",9,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","Aiken School","=""1551611""",03,"ELA",59,58,98.3,58,"*","*","*","*",19,32.8,29,50.0,48,82.8,2480
"West Hartford School District","=""1550011""","Aiken School","=""1551611""",03,"Math",58,58,100.0,58,7,12.1,10,17.2,27,46.6,14,24.1,41,70.7,2462
"West Hartford School District","=""1550011""","Aiken School","=""1551611""",04,"ELA",72,72,100.0,72,6,8.3,8,11.1,22,30.6,36,50.0,58,80.6,2527
"West Hartford School District","=""1550011""","Aiken School","=""1551611""",04,"Math",72,72,100.0,72,"*","*",30,41.7,19,26.4,"*","*","*","*",2498
"West Hartford School District","=""1550011""","Aiken School","=""1551611""",05,"ELA",77,77,100.0,77,"*","*","*","*",26,33.8,39,50.6,65,84.4,2576
"West Hartford School District","=""1550011""","Aiken School","=""1551611""",05,"Math",77,77,100.0,77,10,13.0,29,37.7,15,19.5,23,29.9,38,49.4,2534
"West Hartford School District","=""1550011""","Braeburn Learning Center","=""1559311""",03,"ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","Braeburn Learning Center","=""1559311""",03,"Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","Braeburn Learning Center","=""1559311""",05,"ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","Braeburn Learning Center","=""1559311""",05,"Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","Braeburn School","=""1550211""",03,"ELA",59,59,100.0,59,"*","*","*","*",19,32.2,21,35.6,40,67.8,2464
"West Hartford School District","=""1550011""","Braeburn School","=""1550211""",03,"Math",59,59,100.0,59,7,11.9,15,25.4,28,47.5,9,15.3,37,62.7,2447
"West Hartford School District","=""1550011""","Braeburn School","=""1550211""",04,"ELA",59,59,100.0,59,"*","*","*","*",16,27.1,32,54.2,48,81.4,2535
"West Hartford School District","=""1550011""","Braeburn School","=""1550211""",04,"Math",59,59,100.0,59,"*","*",14,23.7,28,47.5,"*","*","*","*",2507
"West Hartford School District","=""1550011""","Braeburn School","=""1550211""",05,"ELA",66,66,100.0,66,"*","*","*","*",29,43.9,28,42.4,57,86.4,2570
"West Hartford School District","=""1550011""","Braeburn School","=""1550211""",05,"Math",66,66,100.0,66,"*","*","*","*",26,39.4,27,40.9,53,80.3,2569
"West Hartford School District","=""1550011""","Bristow Middle School","=""1555311""",06,"ELA",138,138,100.0,138,"*","*","*","*",62,44.9,53,38.4,115,83.3,2593
"West Hartford School District","=""1550011""","Bristow Middle School","=""1555311""",06,"Math",138,138,100.0,138,16,11.6,39,28.3,42,30.4,41,29.7,83,60.1,2569
"West Hartford School District","=""1550011""","Bristow Middle School","=""1555311""",07,"ELA",140,140,100.0,140,8,5.7,29,20.7,64,45.7,39,27.9,103,73.6,2602
"West Hartford School District","=""1550011""","Bristow Middle School","=""1555311""",07,"Math",140,140,100.0,140,22,15.7,44,31.4,40,28.6,34,24.3,74,52.9,2570
"West Hartford School District","=""1550011""","Bristow Middle School","=""1555311""",08,"ELA",135,135,100.0,135,11,8.1,33,24.4,52,38.5,39,28.9,91,67.4,2610
"West Hartford School District","=""1550011""","Bristow Middle School","=""1555311""",08,"Math",135,134,99.3,134,26,19.4,25,18.7,42,31.3,41,30.6,83,61.9,2597
"West Hartford School District","=""1550011""","Bugbee School","=""1550411""",03,"ELA",86,86,100.0,85,"*","*","*","*",17,20.0,61,71.8,78,91.8,2523
"West Hartford School District","=""1550011""","Bugbee School","=""1550411""",03,"Math",86,86,100.0,85,"*","*","*","*",26,30.6,48,56.5,74,87.1,2512
"West Hartford School District","=""1550011""","Bugbee School","=""1550411""",04,"ELA",77,76,98.7,76,"*","*","*","*",17,22.4,52,68.4,69,90.8,2560
"West Hartford School District","=""1550011""","Bugbee School","=""1550411""",04,"Math",77,76,98.7,76,"*","*","*","*",30,39.5,29,38.2,59,77.6,2529
"West Hartford School District","=""1550011""","Bugbee School","=""1550411""",05,"ELA",90,90,100.0,90,"*","*","*","*",21,23.3,64,71.1,85,94.4,2605
"West Hartford School District","=""1550011""","Bugbee School","=""1550411""",05,"Math",90,90,100.0,90,"*","*","*","*",17,18.9,60,66.7,77,85.6,2597
"West Hartford School District","=""1550011""","Charter Oak International Academy","=""1550511""",03,"ELA",40,40,100.0,40,10,25.0,11,27.5,8,20.0,11,27.5,19,47.5,2441
"West Hartford School District","=""1550011""","Charter Oak International Academy","=""1550511""",03,"Math",40,40,100.0,40,10,25.0,14,35.0,10,25.0,6,15.0,16,40.0,2431
"West Hartford School District","=""1550011""","Charter Oak International Academy","=""1550511""",04,"ELA",52,52,100.0,52,9,17.3,12,23.1,14,26.9,17,32.7,31,59.6,2495
"West Hartford School District","=""1550011""","Charter Oak International Academy","=""1550511""",04,"Math",52,52,100.0,52,10,19.2,21,40.4,14,26.9,7,13.5,21,40.4,2471
"West Hartford School District","=""1550011""","Charter Oak International Academy","=""1550511""",05,"ELA",54,52,96.3,52,8,15.4,12,23.1,15,28.8,17,32.7,32,61.5,2536
"West Hartford School District","=""1550011""","Charter Oak International Academy","=""1550511""",05,"Math",54,53,98.1,53,9,17.0,21,39.6,11,20.8,12,22.6,23,43.4,2524
"West Hartford School District","=""1550011""","Conard High School","=""1556111""",11,"ELA",396,371,93.7,370,24,6.5,96,25.9,137,37.0,113,30.5,250,67.6,2625
"West Hartford School District","=""1550011""","Conard High School","=""1556111""",11,"Math",397,375,94.5,373,95,25.5,102,27.3,110,29.5,66,17.7,176,47.2,2606
"West Hartford School District","=""1550011""","Duffy School","=""1550611""",03,"ELA",88,84,95.5,84,9,10.7,14,16.7,26,31.0,35,41.7,61,72.6,2466
"West Hartford School District","=""1550011""","Duffy School","=""1550611""",03,"Math",88,88,100.0,88,11,12.5,19,21.6,44,50.0,14,15.9,58,65.9,2449
"West Hartford School District","=""1550011""","Duffy School","=""1550611""",04,"ELA",84,84,100.0,84,7,8.3,11,13.1,25,29.8,41,48.8,66,78.6,2530
"West Hartford School District","=""1550011""","Duffy School","=""1550611""",04,"Math",84,84,100.0,84,8,9.5,25,29.8,29,34.5,22,26.2,51,60.7,2504
"West Hartford School District","=""1550011""","Duffy School","=""1550611""",05,"ELA",93,93,100.0,93,"*","*","*","*",37,39.8,37,39.8,74,79.6,2560
"West Hartford School District","=""1550011""","Duffy School","=""1550611""",05,"Math",93,93,100.0,93,16,17.2,29,31.2,22,23.7,26,28.0,48,51.6,2527
"West Hartford School District","=""1550011""","Hall High School","=""1556211""",11,"ELA",350,165,47.1,161,30,18.6,36,22.4,48,29.8,47,29.2,95,59.0,2600
"West Hartford School District","=""1550011""","Hall High School","=""1556211""",11,"Math",350,135,38.6,135,55,40.7,23,17.0,29,21.5,28,20.7,57,42.2,2584
"West Hartford School District","=""1550011""","King Philip Middle School","=""1555111""",06,"ELA",326,325,99.7,325,27,8.3,50,15.4,140,43.1,108,33.2,248,76.3,2578
"West Hartford School District","=""1550011""","King Philip Middle School","=""1555111""",06,"Math",327,325,99.4,325,59,18.2,87,26.8,71,21.8,108,33.2,179,55.1,2557
"West Hartford School District","=""1550011""","King Philip Middle School","=""1555111""",07,"ELA",279,275,98.6,274,34,12.4,52,19.0,129,47.1,59,21.5,188,68.6,2583
"West Hartford School District","=""1550011""","King Philip Middle School","=""1555111""",07,"Math",279,276,98.9,276,51,18.5,88,31.9,88,31.9,49,17.8,137,49.6,2555
"West Hartford School District","=""1550011""","King Philip Middle School","=""1555111""",08,"ELA",313,312,99.7,311,30,9.6,41,13.2,149,47.9,91,29.3,240,77.2,2614
"West Hartford School District","=""1550011""","King Philip Middle School","=""1555111""",08,"Math",314,313,99.7,313,58,18.5,90,28.8,88,28.1,77,24.6,165,52.7,2583
"West Hartford School District","=""1550011""","Morley School","=""1550911""",03,"ELA",44,43,97.7,42,"*","*","*","*",11,26.2,19,45.2,30,71.4,2479
"West Hartford School District","=""1550011""","Morley School","=""1550911""",03,"Math",44,42,95.5,42,6,14.3,11,26.2,12,28.6,13,31.0,25,59.5,2458
"West Hartford School District","=""1550011""","Morley School","=""1550911""",04,"ELA",61,61,100.0,61,8,13.1,9,14.8,18,29.5,26,42.6,44,72.1,2523
"West Hartford School District","=""1550011""","Morley School","=""1550911""",04,"Math",61,61,100.0,61,"*","*",22,36.1,18,29.5,"*","*","*","*",2508
"West Hartford School District","=""1550011""","Morley School","=""1550911""",05,"ELA",60,59,98.3,59,"*","*","*","*",21,35.6,26,44.1,47,79.7,2563
"West Hartford School District","=""1550011""","Morley School","=""1550911""",05,"Math",60,60,100.0,60,6,10.0,10,16.7,16,26.7,28,46.7,44,73.3,2557
"West Hartford School District","=""1550011""","Norfeldt School","=""1551011""",03,"ELA",58,57,98.3,56,"*","*","*","*",22,39.3,21,37.5,43,76.8,2486
"West Hartford School District","=""1550011""","Norfeldt School","=""1551011""",03,"Math",58,57,98.3,56,"*","*","*","*",22,39.3,21,37.5,43,76.8,2476
"West Hartford School District","=""1550011""","Norfeldt School","=""1551011""",04,"ELA",65,65,100.0,65,"*","*","*","*",14,21.5,37,56.9,51,78.5,2536
"West Hartford School District","=""1550011""","Norfeldt School","=""1551011""",04,"Math",65,65,100.0,65,"*","*","*","*",24,36.9,23,35.4,47,72.3,2526
"West Hartford School District","=""1550011""","Norfeldt School","=""1551011""",05,"ELA",69,69,100.0,69,8,11.6,15,21.7,27,39.1,19,27.5,46,66.7,2538
"West Hartford School District","=""1550011""","Norfeldt School","=""1551011""",05,"Math",69,69,100.0,69,"*","*",19,27.5,"*","*",28,40.6,"*","*",2560
"West Hartford School District","=""1550011""","STRIVE-West Hartford","=""1559211""",11,"ELA",8,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","STRIVE-West Hartford","=""1559211""",11,"Math",8,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","Sedgwick Middle School","=""1555211""",06,"ELA",288,286,99.3,286,25,8.7,50,17.5,115,40.2,96,33.6,211,73.8,2576
"West Hartford School District","=""1550011""","Sedgwick Middle School","=""1555211""",06,"Math",288,287,99.7,287,71,24.7,98,34.1,71,24.7,47,16.4,118,41.1,2527
"West Hartford School District","=""1550011""","Sedgwick Middle School","=""1555211""",07,"ELA",260,256,98.5,255,44,17.3,36,14.1,102,40.0,73,28.6,175,68.6,2584
"West Hartford School District","=""1550011""","Sedgwick Middle School","=""1555211""",07,"Math",260,255,98.1,255,80,31.4,63,24.7,65,25.5,47,18.4,112,43.9,2538
"West Hartford School District","=""1550011""","Sedgwick Middle School","=""1555211""",08,"ELA",294,293,99.7,293,40,13.7,69,23.5,103,35.2,81,27.6,184,62.8,2600
"West Hartford School District","=""1550011""","Sedgwick Middle School","=""1555211""",08,"Math",294,292,99.3,291,97,33.3,75,25.8,69,23.7,50,17.2,119,40.9,2550
"West Hartford School District","=""1550011""","Webster Hill School","=""1551211""",03,"ELA",69,68,98.6,68,9,13.2,12,17.6,13,19.1,34,50.0,47,69.1,2469
"West Hartford School District","=""1550011""","Webster Hill School","=""1551211""",03,"Math",69,68,98.6,67,9,13.4,18,26.9,15,22.4,25,37.3,40,59.7,2464
"West Hartford School District","=""1550011""","Webster Hill School","=""1551211""",04,"ELA",66,66,100.0,66,7,10.6,9,13.6,17,25.8,33,50.0,50,75.8,2520
