"Student Counts by School and Gender"
"All Districts, All Schools"
"2011-12"

"",,,,"Gender",,
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",360,367,727
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",331,321,652
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",275,311,586
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",180,175,355
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",233,253,486
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",219,173,392
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",163,171,334
"Groton School District","=""0590011""","Fitch Middle School","=""0595111""",180,227,407
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",175,198,373
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",201,224,425
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",168,188,356
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",608,629,1237
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",158,163,321
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",124,144,268
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",299,286,585
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",153,160,313
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""",156,171,327
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",244,307,551
"Guilford School District","=""0600011""","Guilford High School","=""0606111""",579,552,1131
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",187,202,389
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",172,188,360
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""",31,58,89
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",238,230,468
"Hamden School District","=""0620011""","Church Street School","=""0620211""",203,203,406
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",157,164,321
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",901,952,1853
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",447,460,907
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",108,159,267
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",141,180,321
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",154,183,337
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",191,203,394
"Hamden School District","=""0620011""","West Woods School","=""0621411""",239,237,476
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",47,79,126
"Hartford School District","=""0640011""","Asian Studies Academy at Bellizzi School","=""0640711""",207,242,449
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",259,306,565
"Hartford School District","=""0640011""","Betances Early Reading Lab Magnet School","=""0642811""",150,165,315
"Hartford School District","=""0640011""","Breakthrough II Magnet School","=""0643511""",91,80,171
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""",182,173,355
"Hartford School District","=""0640011""","Bulkeley High School","=""0647111""",185,214,399
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""",265,360,625
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""",304,292,596
"Hartford School District","=""0640011""","Burr School","=""0642311""",386,421,807
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""",281,240,521
"Hartford School District","=""0640011""","Clark School","=""0642411""",189,208,397
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""",428,286,714
"Hartford School District","=""0640011""","Culinary Arts Academy at Weaver High School","=""0646011""",146,151,297
"Hartford School District","=""0640011""","Dr. Joseph Bellizzi Middle School","=""0645311""",68,78,146
"Hartford School District","=""0640011""","Environmental Sciences Magnet at Hooker School","=""0640911""",162,196,358
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""",361,388,749
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""",215,202,417
"Hartford School District","=""0640011""","HPHS Engineering and Green Technology Academy","=""0647211""",126,307,433
"Hartford School District","=""0640011""","HPHS Freshmen Academy","=""0647311""",110,111,221
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""",209,187,396
"Hartford School District","=""0640011""","HPHS Nursing and Health Sciences Academy","=""0647511""",254,124,378
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""",384,332,716
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Elementary)","=""0649011""","*","*",32
"Hartford School District","=""0640011""","High School, Inc.","=""0647611""",148,173,321
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""",145,172,317
"Hartford School District","=""0640011""","Kennelly School","=""0641011""",402,397,799
"Hartford School District","=""0640011""","Kinsella Magnet School of Performing Arts","=""0641111""",404,286,690
"Hartford School District","=""0640011""","M. D. Fox School","=""0640811""",225,254,479
"Hartford School District","=""0640011""","M. L. King, Jr. School","=""0641611""",195,206,401
"Hartford School District","=""0640011""","McDonough Middle School","=""0641211""",198,253,451
"Hartford School District","=""0640011""","Milner School","=""0641911""",210,212,422
"Hartford School District","=""0640011""","Montessori Magnet at Fisher School","=""0643711""",119,121,240
"Hartford School District","=""0640011""","Naylor/CCSU Leadership Academy","=""0641411""",354,350,704
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""",57,59,116
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",267,264,531
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""",120,207,327
"Hartford School District","=""0640011""","Rawson School","=""0641711""",193,259,452
"Hartford School District","=""0640011""","Renzulli Gifted and Talented Academy","=""0644011""",62,43,105
"Hartford School District","=""0640011""","SAND School","=""0640111""",236,235,471
"Hartford School District","=""0640011""","STEM Magnet at Fisher School","=""0642511""",126,218,344
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",228,241,469
"Hartford School District","=""0640011""","Sarah J Rawson Middle Grades Academy","=""0645611""",86,116,202
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",175,172,347
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",324,313,637
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""",139,250,389
"Hartford School District","=""0640011""","Webster Micro Society Magnet School","=""0642011""",268,314,582
"Hartford School District","=""0640011""","West Middle School","=""0642111""",310,347,657
"Hartford School District","=""0640011""","Wish Museum School","=""0642211""",198,194,392
"Hartland School District","=""0650011""","Hartland School","=""0650111""",100,125,225
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""",189,211,400
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""",310,338,648
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""",179,158,337
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",162,168,330
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""",107,84,191
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""",279,209,488
"Kent School District","=""0680011""","Kent Center School","=""0680111""",130,148,278
"Killingly School District","=""0690011""","Goodyear Early Childhood Center","=""0698011""",39,61,100
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""",240,253,493
"Killingly School District","=""0690011""","Killingly High School","=""0696111""",436,386,822
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""",386,426,812
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""",222,227,449
"Learn","=""2450014""","Connecticut River Academy","=""2456014""",137,109,246
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""",46,36,82
"Learn","=""2450014""","Learn Special Education","=""2459014""","*","*",28
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""",48,62,110
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""",275,264,539
"Learn","=""2450014""","The Friendship School","=""2450214""",254,255,509
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""",224,228,452
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""",173,213,386
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""",260,185,445
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""",117,107,224
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""",165,187,352
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""",120,150,270
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""",186,227,413
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""",484,450,934
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""",206,184,390
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""",8,16,24
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""",212,241,453
"Litchfield School District","=""0740011""","Center School","=""0740211""",157,159,316
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""",273,270,543
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""",133,130,263
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""",642,615,1257
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""",263,278,541
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""",133,152,285
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""",211,262,473
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""",125,125,250
"Madison School District","=""0760011""","Town Campus Learning Center","=""0769011""",16,24,40
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""",292,313,605
"Manchester School District","=""0770011""","Nathan Hale School","=""0770911""",135,152,287
"Manchester School District","=""0770011""","Bowers School","=""0770111""",190,211,401
"Manchester School District","=""0770011""","Buckley School","=""0770311""",206,232,438
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""",166,245,411
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""",403,433,836
"Manchester School District","=""0770011""","Keeney School","=""0770611""",163,164,327
"Manchester School District","=""0770011""","Manchester High School","=""0776111""",871,908,1779
"Manchester School District","=""0770011""","Manchester Preschool Center","=""0778011""",98,96,194
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""",23,70,93
"Manchester School District","=""0770011""","Manchester Transition Center","=""0779111""","*","*",9
"Manchester School District","=""0770011""","Martin School","=""0771611""",123,129,252
"Manchester School District","=""0770011""","Robertson School","=""0771011""",174,201,375
"Manchester School District","=""0770011""","Verplanck School","=""0771211""",160,198,358
"Manchester School District","=""0770011""","Waddell School","=""0771311""",158,185,343
"Manchester School District","=""0770011""","Washington School","=""0771411""",153,149,302
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""",127,142,269
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""",98,125,223
"Mansfield School District","=""0780011""","Mansfield Middle School","=""0785111""",295,280,575
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""",115,142,257
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""",329,343,672
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""",300,308,608
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""",215,280,495
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""",355,350,705
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""",620,639,1259
"Meriden School District","=""0800011""","Hanover School","=""0800311""",240,281,521
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""",252,286,538
"Meriden School District","=""0800011""","John Barry School","=""0800511""",258,252,510
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""",339,384,723
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""",539,561,1100
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""",260,270,530
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""",215,212,427
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""",382,454,836
"Middletown School District","=""0830011""","Bielefield School","=""0830211""",167,166,333
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""",172,180,352
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""",156,192,348
"Middletown School District","=""0830011""","Lawrence School","=""0831311""",171,179,350
"Middletown School District","=""0830011""","MacDonough School","=""0830911""",127,135,262
"Middletown School District","=""0830011""","Middletown High School","=""0836211""",655,659,1314
"Middletown School District","=""0830011""","Moody School","=""0831211""",160,178,338
"Middletown School District","=""0830011""","Snow School","=""0831111""",170,198,368
"Middletown School District","=""0830011""","Spencer School","=""0830111""",168,167,335
"Middletown School District","=""0830011""","Transition to Life Center","=""0839111""","*","*",7
"Middletown School District","=""0830011""","Wesley School","=""0831411""",166,162,328
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""",338,367,705
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""",154,156,310
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""",221,281,502
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""",283,324,607
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""",202,222,424
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""",493,523,1016
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""",505,488,993
"Milford School District","=""0840011""","Live Oaks School","=""0841611""",149,156,305
"Milford School District","=""0840011""","Mathewson School","=""0841711""",184,221,405
"Milford School District","=""0840011""","Meadowside School","=""0840711""",223,265,488
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""",202,199,401
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""",184,199,383
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""",187,205,392
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""",283,297,580
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""",253,303,556
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""",420,468,888
"Monroe School District","=""0850011""","Masuk High School","=""0856111""",621,651,1272
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""",184,196,380
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""",241,244,485
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""",168,195,363
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""",319,319,638
"Montville School District","=""0860011""","Mohegan School","=""0860111""",202,174,376
"Montville School District","=""0860011""","Montville High School","=""0866111""",368,404,772
"Montville School District","=""0860011""","Oakdale School","=""0860511""",187,207,394
"Montville School District","=""0860011""","Palmer Academy","=""0869011""",9,17,26
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""",91,103,194
"Naugatuck School District","=""0880011""","Central Avenue Preschool","=""0888211""","*","*",20
"Naugatuck School District","=""0880011""","Central Avenue School","=""0880111""",117,119,236
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""",332,377,709
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""",146,138,284
"Naugatuck School District","=""0880011""","Head Start","=""0888111""",55,50,105
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""",195,213,408
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""",158,181,339
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""",161,198,359
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""",659,685,1344
"Naugatuck School District","=""0880011""","Salem School","=""0880611""",105,124,229
"Naugatuck School District","=""0880011""","Western School","=""0880711""",134,158,292
"New Beginnings Inc Family Academy District","=""2800013""","New Beginnings Inc Family Academy","=""2800113""",197,164,361
"New Britain School District","=""0890011""","Brook Side School","=""0899111""",9,30,39
"New Britain School District","=""0890011""","CLIMB","=""0899411""",15,15,30
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""",233,295,528
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""",513,410,923
"New Britain School District","=""0890011""","Gaffney School","=""0890511""",243,320,563
"New Britain School District","=""0890011""","Holmes School","=""0890611""",172,239,411
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""",94,71,165
"New Britain School District","=""0890011""","Jefferson School","=""0890711""",210,263,473
"New Britain School District","=""0890011""","Lincoln School","=""0890811""",308,341,649
"New Britain School District","=""0890011""","New Britain High School","=""0896111""",1225,1291,2516
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""",8,23,31
"New Britain School District","=""0890011""","Northend School","=""0890911""",186,171,357
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""",230,301,531
"New Britain School District","=""0890011""","Roosevelt Middle School","=""0895111""",218,224,442
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""",327,372,699
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""",275,296,571
"New Britain School District","=""0890011""","Smith School","=""0891311""",304,356,660
"New Britain School District","=""0890011""","Vance School","=""0891511""",273,304,577
"New Canaan School District","=""0900011""","East School","=""0900411""",237,285,522
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""",678,632,1310
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""",608,624,1232
"New Canaan School District","=""0900011""","South School","=""0900211""",291,295,586
"New Canaan School District","=""0900011""","West School","=""0900311""",247,264,511
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""",278,310,588
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""",270,323,593
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""",516,488,1004
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""",301,383,684
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""",179,170,349
"New Hartford School District","=""0920011""","Bakerville Consolidated School","=""0920111""",57,61,118
"New Hartford School District","=""0920011""","New Hartford Elementary School","=""0920211""",62,53,115
"New Haven School District","=""0930011""","Edgewood School","=""0931211""",227,218,445
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",267,287,554
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""",245,269,514
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""",268,293,561
"New Haven School District","=""0930011""","Beecher School","=""0930311""",226,244,470
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""",257,305,562
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""",328,161,489
"New Haven School District","=""0930011""","Bishop Woods Architecture and Design Magnet School","=""0934311""",254,243,497
"New Haven School District","=""0930011""","Brennan Rogers School","=""0932111""",171,173,344
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""",207,237,444
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""",268,294,562
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""",251,222,473
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""",294,307,601
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""",452,203,655
"New Haven School District","=""0930011""","Cortlandt V.R. Creed Health and Sport Sciences High School","=""0936811""",52,157,209
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""",259,255,514
"New Haven School District","=""0930011""","Domus Academy","=""0935611""","*","*",33
"New Haven School District","=""0930011""","Dwight Early Childhood Program","=""0938211""",28,20,48
"New Haven School District","=""0930011""","Early Learning Center","=""0938111""",64,57,121
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""",205,216,421
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""",96,224,320
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""",330,360,690
"New Haven School District","=""0930011""","Headstart","=""0938011""",169,217,386
"New Haven School District","=""0930011""","Helene Grant HeadStart","=""0938311""",137,126,263
"New Haven School District","=""0930011""","High School In The Community","=""0936611""",150,123,273
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""",200,192,392
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""",435,268,703
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""",494,486,980
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",256,285,541
"New Haven School District","=""0930011""","John S. Martinez Sea and Sky STEM School","=""0930811""",268,259,527
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""",290,289,579
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",172,187,359
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""",248,315,563
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""",176,163,339
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""",140,122,262
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""",26,0,26
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""",52,76,128
"New Haven School District","=""0930011""","Roberto Clemente Leadership Academy for Global Awareness","=""0934211""",267,268,535
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",297,278,575
"New Haven School District","=""0930011""","Sound School","=""0936711""",150,187,337
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""",205,217,422
"New Haven School District","=""0930011""","Truman School","=""0932911""",254,273,527
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""",112,133,245
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",187,211,398
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""",584,655,1239
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",204,227,431
"New London School District","=""0950011""","Jennings School","=""0950311""",276,253,529
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""",256,315,571
"New London School District","=""0950011""","Harbor School","=""0950211""",130,175,305
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""",123,161,284
"New London School District","=""0950011""","New London Clinical Day Program","=""0959111""","*","*",22
"New London School District","=""0950011""","New London High School","=""0956111""",424,510,934
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""",140,179,319
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""",192,266,458
"New Milford School District","=""0960011""","John Pettibone School","=""0960711""",215,220,435
"New Milford School District","=""0960011""","Litchfield Hills Transition Center","=""0969011""","*","*","*"
"New Milford School District","=""0960011""","New Milford High School","=""0966111""",751,760,1511
"New Milford School District","=""0960011""","Northville Elementary School","=""0960811""",255,269,524
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""",479,556,1035
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""",344,353,697
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""",235,235,470
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""",138,161,299
"Newington School District","=""0940011""","John Paterson School","=""0940811""",217,242,459
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",330,348,678
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",294,296,590
"Newington School District","=""0940011""","Newington High School","=""0946111""",704,745,1449
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""",208,200,408
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""",172,212,384
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""",156,186,342
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""",253,223,476
"Newtown School District","=""0970011""","Newtown High School","=""0976111""",855,885,1740
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""",407,464,871
"Newtown School District","=""0970011""","Newtown Preschool","=""0978011""",37,45,82
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""",419,459,878
"Newtown School District","=""0970011""","STARR","=""0979011""","*","*","*"
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""",254,267,521
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""",57,61,118
"Norfolk School District","=""0980011""","Bridges II","=""0989211""","*","*",6
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""",222,240,462
"North Branford School District","=""0990011""","North Branford High School","=""0996111""",335,314,649
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""",293,280,573
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""",250,244,494
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",160,148,308
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""",172,221,393
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""",178,209,387
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""",187,177,364
"North Haven School District","=""1010011""","North Haven High School","=""1016111""",592,594,1186
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""",398,399,797
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""",193,228,421
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""",179,205,384
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""",99,117,216
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""",90,91,181
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""",877,853,1730
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""",245,294,539
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""",162,148,310
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""",225,249,474
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""",223,265,488
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""",293,291,584
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""",243,254,497
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""",228,281,509
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""",235,233,468
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""",299,314,613
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""",782,749,1531
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""",28,41,69
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""",284,325,609
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""",228,212,440
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""",207,247,454
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""",202,226,428
"Norwalk School District","=""1030011""","Tracey School","=""1031411""",192,209,401
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""",314,350,664
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""",142,159,301
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""",1249,1066,2315
"Norwich School District","=""1040011""","Bishop School Early Learning Center","=""1040111""",10,7,17
"Norwich School District","=""1040011""","Deborah-Tennant Zinewicz  School","=""1049111""",12,32,44
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""","*","*",16
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""",184,218,402
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""",305,319,624
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""",205,221,426
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""",219,244,463
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""",260,234,494
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""",35,41,76
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""",190,154,344
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""",153,178,331
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""",152,168,320
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""",118,142,260
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""",148,166,314
"Old Saybrook School District","=""1060011""","Kathleen E. Goodwin School","=""1060211""",217,215,432
"Old Saybrook School District","=""1060011""","Old Saybrook Middle School","=""1065211""",295,289,584
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""",280,263,543
