"Student Counts by School and Grade"
"All Districts, All Schools"
"2007-08"

"",,,,"Grade",,,,,,,,,,,,,,
"East Haven School District","=""0440011""","Pathways","=""0449011""",0,0,0,0,0,0,0,0,0,"*",7,"*",13,10,35
"East Haven School District","=""0440011""","East Haven High School","=""0446111""",0,0,0,0,0,0,0,0,0,0,289,272,259,277,1097
"East Lyme School District","=""0450011""","Integrated Preschool","=""0458011""",53,0,0,0,0,0,0,0,0,0,0,0,0,0,53
"East Lyme School District","=""0450011""","Flanders School","=""0450111""",0,68,77,84,81,89,0,0,0,0,0,0,0,0,399
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""",0,79,73,67,74,45,0,"*",0,"*",0,0,0,0,340
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""",0,47,48,49,46,51,0,0,0,0,0,0,0,0,241
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""",0,0,0,0,0,0,201,233,238,241,0,0,0,0,913
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""",0,0,0,0,0,0,0,0,0,0,330,315,338,321,1304
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""",59,109,105,131,99,117,0,0,0,0,0,0,0,0,620
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",0,0,0,0,0,"*",96,113,88,101,0,"*",0,0,400
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""",0,0,0,0,0,0,0,0,0,0,105,119,113,119,456
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",18,11,20,19,25,16,20,16,17,25,0,0,0,0,187
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""",43,120,122,123,134,127,132,0,0,0,0,0,0,0,801
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""",0,0,0,0,0,0,0,128,123,126,0,0,0,0,377
"EdAdvance","=""2420014""","EdAdvance Headstart","=""2428014""",156,0,0,0,0,0,0,0,0,0,0,0,0,0,156
"EdAdvance","=""2420014""","The ACCESS School at The Danuta M. Thibodeau Education Center","=""2429014""",0,0,"*",0,"*","*",0,"*","*","*","*","*","*","*",23
"Ellington School District","=""0480011""","Center School","=""0480111""",45,65,62,66,89,81,0,0,0,0,0,0,0,0,408
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""",0,45,40,40,45,37,0,0,0,0,0,0,0,0,207
"Ellington School District","=""0480011""","Windermere School","=""0480611""",0,70,93,85,83,73,0,0,0,0,0,0,0,0,404
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""",0,0,0,0,0,0,209,192,0,0,0,0,0,0,401
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""",0,0,0,0,0,0,0,0,202,206,0,0,0,0,408
"Ellington School District","=""0480011""","Ellington High School","=""0486111""",0,0,0,0,0,0,0,0,0,0,187,192,206,185,770
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""","*",51,"*",50,50,57,47,60,0,0,0,0,0,0,363
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""",22,44,54,61,49,61,49,47,0,0,0,0,0,0,387
"Enfield School District","=""0490011""","Enfield Street School","=""0490211""",20,54,52,49,41,43,39,35,0,0,0,0,0,0,333
"Enfield School District","=""0490011""","Harriet Beecher Stowe School","=""0491211""","*","*",42,35,41,43,36,52,0,0,0,0,0,0,282
"Enfield School District","=""0490011""","Hazardville Memorial School","=""0490411""",6,55,46,59,63,59,59,66,0,0,0,0,0,0,413
"Enfield School District","=""0490011""","Head Start Program","=""0498011""",104,0,0,0,0,0,0,0,0,0,0,0,0,0,104
"Enfield School District","=""0490011""","Nathan Hale School","=""0491111""","*","*",45,37,43,40,34,41,0,0,0,0,0,0,272
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""","*","*",50,60,60,68,65,62,0,0,0,0,0,0,416
"Enfield School District","=""0490011""","Henry Barnard School","=""0491811""",0,63,69,51,67,69,62,48,0,0,0,0,0,0,429
"Enfield School District","=""0490011""","Thomas G. Alcorn School","=""0491711""",0,56,47,40,35,27,43,35,0,0,0,0,0,0,283
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""",0,0,0,0,0,0,0,0,"*",508,"*",0,0,0,992
"Enfield School District","=""0490011""","Enfield High School","=""0496111""",0,0,0,0,0,0,0,0,0,0,290,214,234,188,926
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""",0,0,0,0,0,0,0,0,0,0,317,267,337,235,1156
"Fairfield School District","=""0510011""","Early Childhood Center","=""0518011""",121,0,0,0,0,0,0,0,0,0,0,0,0,0,121
"Fairfield School District","=""0510011""","McKinley School","=""0510611""",20,59,86,70,76,67,84,0,0,0,0,0,0,0,462
"Fairfield School District","=""0510011""","Jennings School","=""0511711""",0,56,63,62,55,60,57,0,0,0,0,0,0,0,353
"Fairfield School District","=""0510011""","Sherman School","=""0511311""",0,62,97,64,90,74,66,0,0,0,0,0,0,0,453
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""",0,57,56,84,74,99,75,0,0,0,0,0,0,0,445
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""",0,53,56,55,64,56,56,0,0,0,0,0,0,0,340
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""",0,54,71,54,57,60,62,0,0,0,0,0,0,0,358
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""",0,82,73,86,79,71,74,0,0,0,0,0,0,0,465
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""",0,84,93,78,85,82,73,0,0,0,0,0,0,0,495
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""",0,84,86,88,90,90,81,0,0,0,0,0,0,0,519
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""",0,72,81,95,74,80,71,0,0,0,0,0,0,0,473
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""",0,73,86,75,77,100,49,0,0,0,0,0,0,0,460
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""",0,0,0,0,0,0,0,219,177,201,0,0,0,0,597
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""",0,0,0,0,0,0,0,310,282,295,0,0,0,0,887
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""",0,0,0,0,0,0,0,246,250,241,0,0,0,0,737
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""",0,0,0,0,0,0,0,0,0,0,355,360,319,346,1380
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""",0,0,0,0,0,0,0,0,0,0,305,341,295,290,1231
"Farmington School District","=""0520011""","Farmington Collaborative PK","=""0528011""",57,0,0,0,0,0,0,0,0,0,0,0,0,0,57
"Farmington School District","=""0520011""","East Farms School","=""0520411""",0,87,87,76,81,99,0,0,0,0,0,0,0,0,430
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""",0,51,73,54,75,77,0,0,0,0,0,0,0,0,330
"Farmington School District","=""0520011""","Union School","=""0520111""",0,53,54,54,69,68,0,0,0,0,0,0,0,0,298
"Farmington School District","=""0520011""","West District School","=""0520311""",0,61,59,75,68,87,0,0,0,0,0,0,0,0,350
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""",0,0,0,0,0,0,336,351,0,0,0,0,0,0,687
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""",0,0,0,0,0,0,0,0,328,324,0,0,0,0,652
"Farmington School District","=""0520011""","Farmington High School","=""0526111""",0,0,0,0,0,0,0,0,0,0,341,358,351,339,1389
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""",28,18,19,25,23,17,20,27,26,30,0,0,0,0,233
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""","*",97,99,89,"*",111,91,0,0,0,0,0,0,0,575
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""",45,72,74,75,59,75,81,0,0,0,0,0,0,0,481
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""",20,103,115,104,110,111,112,0,0,0,0,0,0,0,675
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""",0,49,62,56,55,64,71,0,0,0,0,0,0,0,357
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""",0,80,77,97,91,93,87,0,0,0,0,0,0,0,525
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""",0,86,90,87,89,86,104,0,0,0,0,0,0,0,542
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""",0,0,0,0,0,0,0,551,0,0,0,0,0,0,551
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""",0,0,0,0,0,0,0,"*",549,516,"*",0,0,0,1070
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""",0,0,0,0,0,0,0,0,0,0,547,484,516,518,2065
"Granby School District","=""0560011""","Frank M. Kearns Primary School","=""0560111""",7,149,176,165,0,0,0,0,0,0,0,0,0,0,497
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""",0,0,0,0,77,107,85,94,0,0,0,0,0,0,363
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""",0,0,0,0,82,92,76,94,0,0,0,0,0,0,344
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""",0,0,0,0,0,0,0,0,190,184,0,0,0,0,374
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""",0,0,0,0,0,0,0,0,0,0,196,178,169,206,749
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""",16,61,70,62,65,60,73,0,0,0,0,0,0,0,407
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",59,67,54,46,51,53,47,0,0,0,0,0,0,0,377
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",16,44,36,29,27,46,31,0,0,0,0,0,0,0,229
"Greenwich School District","=""0570011""","North Street School","=""0570811""",30,79,88,71,79,76,92,0,0,0,0,0,0,0,515
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""",39,65,78,60,87,59,66,0,0,0,0,0,0,0,454
"Greenwich School District","=""0570011""","Parkway School","=""0571111""","*",57,51,62,61,"*",52,0,0,0,0,0,0,0,332
"Greenwich School District","=""0570011""","Glenville School","=""0570411""",0,48,65,52,63,69,47,0,0,0,0,0,0,0,344
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""",0,61,59,64,62,64,62,0,0,0,0,0,0,0,372
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",0,52,62,58,56,54,45,0,0,0,0,0,0,0,327
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""",0,73,80,78,72,84,67,0,0,0,0,0,0,0,454
"Greenwich School District","=""0570011""","Riverside School","=""0571011""",0,87,91,81,81,95,64,0,0,0,0,0,0,0,499
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""",0,0,0,0,0,0,0,236,251,226,0,0,0,0,713
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""",0,0,0,0,0,0,0,243,235,247,0,0,0,0,725
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",0,0,0,0,0,0,0,170,183,174,0,0,0,0,527
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""",0,0,0,0,0,0,0,0,0,0,653,679,681,680,2693
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",94,134,135,146,140,130,127,0,0,0,0,0,0,0,906
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",0,0,0,0,0,0,0,127,148,164,0,0,0,0,439
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",0,0,0,0,0,0,0,0,0,0,228,216,174,174,792
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",50,73,58,53,48,46,39,0,0,0,0,0,0,0,367
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",19,55,47,53,62,51,66,0,0,0,0,0,0,0,353
"Groton School District","=""0590011""","Eastern Point School","=""0590511""",54,88,82,76,70,67,61,0,0,0,0,0,0,0,498
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",60,54,50,39,34,24,21,0,0,0,0,0,0,0,282
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",35,70,82,60,68,69,45,0,0,0,0,0,0,0,429
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",11,44,49,64,52,47,50,0,0,0,0,0,0,0,317
"Groton School District","=""0590011""","Noank School","=""0590911""",0,45,61,67,67,0,0,0,0,0,0,0,0,0,240
"Groton School District","=""0590011""","Colonel Ledyard School","=""0590411""",0,0,0,0,0,68,71,0,0,0,0,0,0,0,139
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",0,0,0,0,0,0,0,111,134,131,0,0,0,0,376
"Groton School District","=""0590011""","Fitch Middle School","=""0595111""",0,0,0,0,0,0,0,154,145,156,0,0,0,0,455
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",0,0,0,0,0,0,0,102,102,89,0,0,0,0,293
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",0,0,0,0,0,0,0,0,0,0,361,346,383,324,1414
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",54,66,88,94,66,81,0,0,0,0,0,0,0,0,449
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",0,71,55,77,74,70,0,0,0,0,0,0,0,0,347
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""",0,68,67,62,60,50,0,0,0,0,0,0,0,0,307
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",0,70,64,62,83,71,0,0,0,0,0,0,0,0,350
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",0,0,0,0,0,0,294,314,0,0,0,0,0,0,608
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",0,0,0,0,0,0,0,0,291,309,0,0,0,0,600
"Guilford School District","=""0600011""","Guilford High School","=""0606111""",0,0,0,0,0,0,0,0,0,0,263,285,307,299,1154
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""",96,0,0,0,0,0,0,0,0,0,0,0,0,0,96
"Hamden School District","=""0620011""","Church Street School","=""0620211""",14,48,55,48,52,60,54,51,0,0,0,0,0,0,382
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",0,53,56,87,72,58,67,71,0,0,0,0,0,0,464
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",0,49,45,63,45,62,56,57,0,0,0,0,0,0,377
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",0,60,44,39,42,65,42,51,0,0,0,0,0,0,343
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",0,66,44,46,58,42,49,43,0,0,0,0,0,0,348
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",0,47,42,49,52,52,38,50,0,0,0,0,0,0,330
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",0,63,49,35,46,45,42,39,0,0,0,0,0,0,319
"Hamden School District","=""0620011""","West Woods School","=""0621411""",0,73,74,70,70,69,80,59,0,0,0,0,0,0,495
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",0,0,0,0,0,0,0,0,443,470,0,0,0,0,913
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",0,0,0,0,0,0,0,0,0,0,601,530,532,529,2192
"Hamden School District","=""0620011""","Hamden Transition Academy","=""0629011""",0,0,0,0,0,0,0,0,0,0,0,0,0,"*","*"
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",23,19,14,26,19,17,20,28,0,0,0,0,0,0,166
"Hartford School District","=""0640011""","Asian Studies Academy at Bellizzi School","=""0640711""",28,70,69,71,64,76,56,0,0,0,0,0,0,0,434
"Hartford School District","=""0640011""","Barnard-Brown School","=""0640311""",35,43,48,38,52,43,38,36,0,0,0,0,0,0,333
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",18,58,61,62,66,70,74,60,54,55,0,0,0,0,578
"Hartford School District","=""0640011""","Betances Early Reading Lab Magnet School","=""0642811""",17,63,75,46,57,51,53,41,0,0,0,0,0,0,403
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""",48,32,30,33,33,33,33,33,22,23,0,0,0,0,320
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""",26,74,72,66,79,75,71,70,0,0,0,0,0,0,533
"Hartford School District","=""0640011""","Burr School","=""0642311""",53,56,65,46,67,41,48,58,52,51,0,0,0,0,537
"Hartford School District","=""0640011""","Clark School","=""0642411""",18,66,54,58,69,48,45,48,36,0,0,0,0,0,442
"Hartford School District","=""0640011""","Environmental Sciences Magnet at Hooker School","=""0640911""",41,57,53,45,43,41,39,31,35,18,0,0,0,0,403
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""",43,70,61,70,60,76,63,40,57,58,0,0,0,0,598
"Hartford School District","=""0640011""","Kennelly School","=""0641011""",9,79,96,91,87,96,80,93,90,88,0,0,0,0,809
"Hartford School District","=""0640011""","Kinsella Magnet School of Performing Arts","=""0641111""",33,53,57,57,53,60,52,56,50,46,0,0,0,0,517
"Hartford School District","=""0640011""","Little Owls Learning Center","=""0648011""",12,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"Hartford School District","=""0640011""","M. D. Fox School","=""0640811""",36,147,150,112,122,134,123,0,0,0,0,0,0,0,824
"Hartford School District","=""0640011""","M. L. King, Jr. School","=""0641611""",29,95,95,90,73,85,76,57,0,0,0,0,0,0,600
"Hartford School District","=""0640011""","McDonough Middle School","=""0641211""",17,60,60,59,48,69,72,55,0,0,0,0,0,0,440
"Hartford School District","=""0640011""","Milner School","=""0641911""",18,63,48,54,40,57,43,37,0,0,0,0,0,0,360
"Hartford School District","=""0640011""","Naylor/CCSU Leadership Academy","=""0641411""",36,62,61,59,53,57,62,46,64,64,0,0,0,0,564
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",41,96,80,87,80,75,74,63,0,0,0,0,0,0,596
"Hartford School District","=""0640011""","Rawson School","=""0641711""",35,87,64,59,61,57,53,49,67,54,0,0,0,0,586
"Hartford School District","=""0640011""","SAND School","=""0640111""",18,62,61,60,39,50,45,31,0,0,0,0,0,0,366
"Hartford School District","=""0640011""","STEM Magnet at Fisher School","=""0642511""",30,80,78,58,69,49,60,59,38,39,0,0,0,0,560
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",36,85,69,74,77,98,79,62,0,0,0,0,0,0,580
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",18,43,74,48,64,42,39,38,0,0,0,0,0,0,366
"Hartford School District","=""0640011""","Twain School","=""0641811""",24,50,35,35,32,40,40,26,0,0,0,0,0,0,282
"Hartford School District","=""0640011""","Webster Micro Society Magnet School","=""0642011""",37,81,77,59,73,65,72,57,49,50,0,0,0,0,620
"Hartford School District","=""0640011""","West Middle School","=""0642111""",36,105,120,93,80,72,75,67,59,61,0,0,0,0,768
"Hartford School District","=""0640011""","Wish Museum School","=""0642211""",26,73,67,70,51,49,63,38,0,0,0,0,0,0,437
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Elementary)","=""0649011""",0,0,"*","*",10,8,16,12,11,0,0,0,0,0,64
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""",0,0,0,0,0,0,0,39,42,41,43,37,38,26,266
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""",0,0,0,0,0,0,0,111,96,104,106,81,82,40,620
"Hartford School District","=""0640011""","Dr. Joseph Bellizzi Middle School","=""0645311""",0,0,0,0,0,0,0,77,158,212,0,0,0,0,447
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""",0,0,0,0,0,0,0,203,200,199,0,0,0,0,602
"Hartford School District","=""0640011""","Fox Middle School","=""0645111""",0,0,0,0,0,0,0,0,201,260,0,0,0,0,461
"Hartford School District","=""0640011""","Quirk Middle School","=""0645211""",0,0,0,0,0,0,0,0,278,297,0,0,0,0,575
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Secondary)","=""0649111""",0,0,0,0,0,0,0,0,0,24,10,7,8,6,55
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""",0,0,0,0,0,0,0,0,0,0,598,329,289,268,1484
"Hartford School District","=""0640011""","Hartford Public High School","=""0646211""",0,0,0,0,0,0,0,0,0,0,686,368,258,257,1569
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""",0,0,0,0,0,0,0,0,0,0,109,103,68,70,350
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",0,0,0,0,0,0,0,0,0,0,117,101,98,79,395
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""",0,0,0,0,0,0,0,0,0,0,111,85,78,68,342
"Hartford School District","=""0640011""","Weaver High School","=""0646311""",0,0,0,0,0,0,0,0,0,0,454,319,248,238,1259
"Hartland School District","=""0650011""","Hartland School","=""0650111""",19,22,24,20,28,22,20,31,27,22,0,0,0,0,235
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""",33,146,151,177,0,0,0,0,0,0,0,0,0,0,507
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""",0,0,0,0,165,167,170,195,0,0,0,0,0,0,697
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""",82,39,39,31,21,16,15,17,17,0,0,0,0,0,277
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",33,34,32,33,33,33,33,33,33,33,0,0,0,0,330
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""",22,45,44,44,47,44,39,40,24,20,0,0,0,0,369
"Kent School District","=""0680011""","Kent Center School","=""0680111""",9,26,32,29,29,22,29,28,21,32,0,0,0,0,257
"Killingly School District","=""0690011""","Goodyear Early Childhood Center","=""0698011""",71,0,0,0,0,0,0,0,0,0,0,0,0,0,71
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""",0,96,96,92,87,84,0,0,0,0,0,0,0,0,455
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""",0,90,112,120,100,109,0,0,0,0,0,0,0,0,531
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""",0,0,0,0,0,0,183,207,229,200,0,0,0,0,819
"Killingly School District","=""0690011""","Killingly High School","=""0696111""",0,0,0,0,0,0,0,0,0,0,181,237,216,202,836
"Learn","=""2450014""","Learn Special Education","=""2459014""","*","*",0,"*","*",9,"*","*","*","*",0,"*",0,"*",35
"Learn","=""2450014""","The Friendship School","=""2450214""",324,190,0,0,0,0,0,0,0,0,0,0,0,0,514
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""",0,92,104,84,85,78,85,0,0,0,0,0,0,0,528
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""",45,83,98,89,99,98,0,0,0,0,0,0,0,0,512
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""",0,0,0,0,0,0,103,109,97,114,0,0,0,0,423
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""",0,0,0,0,0,0,0,0,0,0,161,145,155,126,587
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""",50,36,37,34,49,50,51,57,0,0,0,0,0,0,364
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""",0,68,78,84,0,0,0,0,0,0,0,0,0,0,230
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""",0,55,53,43,55,65,74,78,0,0,0,0,0,0,423
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""",0,0,0,0,79,95,101,110,0,0,0,0,0,0,385
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""",0,0,0,0,0,0,0,0,223,197,0,0,0,0,420
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""",0,0,0,0,0,0,0,0,0,0,248,268,290,253,1059
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""",56,41,56,46,62,66,68,76,51,53,0,0,0,0,575
"Litchfield School District","=""0740011""","Center School","=""0740211""",17,73,75,80,92,0,0,0,0,0,0,0,0,0,337
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""",0,0,0,0,0,88,85,77,0,0,0,0,0,0,250
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""",0,0,0,0,0,0,0,0,90,115,100,111,97,111,624
"Manchester School District","=""0770011""","Nathan Hale School","=""0770911""",0,57,64,56,61,63,42,0,0,0,0,0,0,0,343
"Manchester School District","=""0770011""","Bowers School","=""0770111""",23,54,54,57,69,67,70,96,0,0,0,0,0,0,490
"Manchester School District","=""0770011""","Buckley School","=""0770311""",39,34,45,40,54,42,38,79,0,0,0,0,0,0,371
"Manchester School District","=""0770011""","Highland Park School","=""0770411""",28,31,33,37,52,43,33,39,0,0,0,0,0,0,296
"Manchester School District","=""0770011""","Keeney School","=""0770611""",30,46,67,61,49,58,73,33,0,0,0,0,0,0,417
"Manchester School District","=""0770011""","Manchester Preschool Center","=""0778011""",46,0,0,0,0,0,0,0,0,0,0,0,0,0,46
"Manchester School District","=""0770011""","Robertson School","=""0771011""",31,77,79,62,59,57,48,0,0,0,0,0,0,0,413
"Manchester School District","=""0770011""","Verplanck School","=""0771211""",16,55,65,61,56,53,37,47,0,0,0,0,0,0,390
"Manchester School District","=""0770011""","Washington School","=""0771411""",0,54,72,59,53,57,54,46,0,0,0,0,0,0,395
"Manchester School District","=""0770011""","Martin School","=""0771611""",0,22,37,28,35,32,38,35,0,0,0,0,0,0,227
"Manchester School District","=""0770011""","Waddell School","=""0771311""",0,60,50,40,56,51,50,53,0,0,0,0,0,0,360
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""",0,0,0,0,0,0,0,0,430,485,0,0,0,0,915
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""",0,0,0,0,0,0,0,0,"*","*",13,20,17,25,90
"Manchester School District","=""0770011""","Manchester High School","=""0776111""",0,0,0,0,0,0,0,0,0,0,587,474,530,486,2077
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""",24,51,48,51,42,46,0,0,0,0,0,0,0,0,262
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""",22,34,32,34,40,40,0,0,0,0,0,0,0,0,202
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""",21,42,45,44,43,49,0,0,0,0,0,0,0,0,244
"Mansfield School District","=""0780011""","Mansfield Middle School","=""0785111""",0,0,0,0,0,"*",144,"*",166,148,0,0,0,0,594
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""",21,87,100,92,88,88,90,94,0,0,0,0,0,0,660
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""",0,79,96,121,100,108,118,0,0,0,0,0,0,0,622
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""",74,63,53,50,43,78,73,0,0,0,0,0,0,0,434
"Meriden School District","=""0800011""","Hanover School","=""0800311""",113,58,70,74,104,84,86,0,0,0,0,0,0,0,589
"Meriden School District","=""0800011""","John Barry School","=""0800511""",39,70,80,76,87,84,102,0,0,0,0,0,0,0,538
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""",78,83,97,82,78,76,96,0,0,0,0,0,0,0,590
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""","*",115,126,101,59,52,"*",0,0,0,0,0,0,0,507
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""",0,97,120,121,123,124,148,0,0,0,0,0,0,0,733
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""",0,87,93,101,115,103,124,0,0,0,0,0,0,0,623
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""",0,0,0,0,0,0,0,243,250,284,0,0,0,0,777
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""",0,0,0,0,0,0,0,280,302,286,0,0,0,0,868
