"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA and Math, All Grades Combined, Free/Reduced Price Meal Eligibility (3-level)"

"",,,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"District","District Code","School","School Code","Subject","Free/Reduced Price Meal Eligibility (3-level)","Total Numberof Students","Total NumberTested","Smarter BalancedParticipationRate","Total Number with Scored Tests","Level 1 Not Met  Count","%","Level 2 Approaching  Count","%","Level 3 Met  Count","%","Level 4 Exceeded  Count","%","Level 3&4 Met or Exceeded Count","%"
"East Hartford School District","=""0430011""","Sunset Ridge School Elementary Academy for Arts and World Languages","=""0432411""","Math","R",20,20,100.0,20,15,75.0,"*","*","*","*",0,0.0,"*","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","ELA","F",63,55,87.3,53,"*","*",0,0.0,"*","*",0,0.0,"*","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","ELA","N","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","Math","F",63,59,93.7,57,53,93.0,"*","*","*","*",0,0.0,"*","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","Math","N","*","*","*","*","*","*",0,0.0,0,0.0,0,0.0,0,0.0
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""","ELA","F",59,58,98.3,58,12,20.7,"*","*",20,34.5,"*","*","*","*"
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""","ELA","N",169,169,100.0,169,21,12.4,33,19.5,78,46.2,37,21.9,115,68.0
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""","ELA","R",31,31,100.0,31,8,25.8,"*","*",15,48.4,"*","*","*","*"
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""","Math","F",59,58,98.3,58,"*","*",25,43.1,14,24.1,"*","*","*","*"
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""","Math","N",169,169,100.0,169,40,23.7,61,36.1,40,23.7,28,16.6,68,40.2
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""","Math","R",31,31,100.0,31,"*","*",16,51.6,7,22.6,"*","*","*","*"
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""","ELA","F",69,67,97.1,67,28,41.8,21,31.3,"*","*","*","*","*","*"
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""","ELA","N",103,103,100.0,103,"*","*","*","*",40,38.8,22,21.4,62,60.2
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""","ELA","R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""","Math","F",69,68,98.6,68,"*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""","Math","N",103,103,100.0,103,21,20.4,32,31.1,39,37.9,11,10.7,50,48.5
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""","Math","R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","ELA","F",66,63,95.5,62,12,19.4,24,38.7,"*","*","*","*",26,41.9
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","ELA","N",124,121,97.6,120,12,10.0,38,31.7,48,40.0,22,18.3,70,58.3
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","ELA","R",20,20,100.0,20,7,35.0,6,30.0,"*","*","*","*",7,35.0
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Math","F",66,62,93.9,62,45,72.6,"*","*","*","*",0,0.0,"*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Math","N",124,121,97.6,121,72,59.5,26,21.5,"*","*","*","*",23,19.0
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Math","R",20,20,100.0,20,14,70.0,"*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","ELA","F",82,81,98.8,81,22,27.2,23,28.4,"*","*","*","*","*","*"
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","ELA","N",87,87,100.0,87,"*","*","*","*",32,36.8,20,23.0,52,59.8
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","ELA","R",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","Math","F",82,82,100.0,82,39,47.6,31,37.8,"*","*","*","*","*","*"
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","Math","N",87,87,100.0,87,"*","*","*","*",23,26.4,"*","*","*","*"
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","Math","R",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","ELA","F",265,256,96.6,256,121,47.3,79,30.9,"*","*","*","*",56,21.9
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","ELA","N",244,242,99.2,242,62,25.6,87,36.0,73,30.2,20,8.3,93,38.4
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","ELA","R",70,69,98.6,69,22,31.9,"*","*",25,36.2,"*","*","*","*"
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","Math","F",265,256,96.6,256,164,64.1,70,27.3,"*","*","*","*",22,8.6
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","Math","N",244,242,99.2,241,103,42.7,92,38.2,37,15.4,9,3.7,46,19.1
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","Math","R",70,70,100.0,70,41,58.6,20,28.6,"*","*","*","*",9,12.9
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","ELA","F",77,76,98.7,76,32,42.1,22,28.9,"*","*","*","*","*","*"
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","ELA","N",64,62,96.9,62,"*","*","*","*",17,27.4,14,22.6,31,50.0
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","ELA","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","Math","F",77,77,100.0,77,41,53.2,23,29.9,"*","*","*","*","*","*"
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","Math","N",64,64,100.0,64,"*","*","*","*",14,21.9,7,10.9,21,32.8
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","Math","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","ELA","N",222,213,95.9,213,13,6.1,15,7.0,66,31.0,119,55.9,185,86.9
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Math","N",222,212,95.5,212,39,18.4,47,22.2,54,25.5,72,34.0,126,59.4
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","ELA","F",97,96,99.0,96,"*","*",26,27.1,34,35.4,"*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","ELA","N",716,704,98.3,704,59,8.4,115,16.3,318,45.2,212,30.1,530,75.3
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","ELA","R",36,33,91.7,33,"*","*",11,33.3,13,39.4,"*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","Math","F",97,95,97.9,95,33,34.7,27,28.4,"*","*","*","*",35,36.8
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","Math","N",716,704,98.3,704,97,13.8,180,25.6,200,28.4,227,32.2,427,60.7
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","Math","R",36,33,91.7,33,8,24.2,16,48.5,"*","*","*","*",9,27.3
"East Lyme School District","=""0450011""","Flanders School","=""0450111""","ELA","F",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Flanders School","=""0450111""","ELA","N",136,135,99.3,135,"*","*","*","*",36,26.7,82,60.7,118,87.4
"East Lyme School District","=""0450011""","Flanders School","=""0450111""","ELA","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Flanders School","=""0450111""","Math","F",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Flanders School","=""0450111""","Math","N",136,134,98.5,134,"*","*","*","*",57,42.5,45,33.6,102,76.1
"East Lyme School District","=""0450011""","Flanders School","=""0450111""","Math","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""","ELA","N",107,107,100.0,107,7,6.5,9,8.4,26,24.3,65,60.7,91,85.0
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""","Math","N",107,107,100.0,107,10,9.3,19,17.8,37,34.6,41,38.3,78,72.9
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""","ELA","N",65,65,100.0,65,"*","*","*","*",15,23.1,44,67.7,59,90.8
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""","Math","N",65,65,100.0,65,"*","*","*","*",23,35.4,30,46.2,53,81.5
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","ELA","F",58,57,98.3,57,23,40.4,"*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","ELA","N",89,88,98.9,88,"*","*","*","*",24,27.3,27,30.7,51,58.0
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","ELA","R",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","Math","F",58,57,98.3,57,22,38.6,"*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","Math","N",89,89,100.0,89,"*","*","*","*",30,33.7,27,30.3,57,64.0
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","Math","R",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","ELA","N",49,48,98.0,48,"*","*",18,37.5,21,43.8,"*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Math","N",49,48,98.0,48,16,33.3,17,35.4,"*","*","*","*",15,31.3
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","ELA","F",108,108,100.0,108,33,30.6,"*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","ELA","N",179,179,100.0,177,"*","*",45,25.4,72,40.7,"*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","ELA","R",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","Math","F",108,108,100.0,108,"*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","Math","N",179,179,100.0,177,58,32.8,64,36.2,36,20.3,19,10.7,55,31.1
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","Math","R",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","ELA","F",14,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","ELA","N",20,13,65.0,13,"*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Math","F",14,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Math","N",20,13,65.0,13,"*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""","ELA","F",31,29,93.5,27,24,88.9,"*","*","*","*",0,0.0,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""","ELA","N","*","*","*","*","*","*",0,0.0,0,0.0,0,0.0,0,0.0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""","Math","F",31,28,90.3,27,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","ELA","F",10,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","ELA","N",17,16,"*",16,"*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Math","F",10,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Math","N",17,16,"*",16,"*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""","ELA","F",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""","ELA","N",76,76,100.0,76,"*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""","Math","F",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""","Math","N",76,76,100.0,76,"*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""","ELA","N",309,301,97.4,301,15,5.0,64,21.3,139,46.2,83,27.6,222,73.8
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""","Math","N",309,302,97.7,301,32,10.6,75,24.9,93,30.9,101,33.6,194,64.5
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""","ELA","N",300,299,99.7,299,17,5.7,43,14.4,88,29.4,151,50.5,239,79.9
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""","Math","N",300,300,100.0,300,21,7.0,88,29.3,99,33.0,92,30.7,191,63.7
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","Education Connection Special Education","=""2429014""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","Education Connection Special Education","=""2429014""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","Education Connection Special Education","=""2429014""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","Education Connection Special Education","=""2429014""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Center School","=""0480111""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Center School","=""0480111""","ELA","N",127,127,100.0,127,"*","*",21,16.5,36,28.3,66,52.0,102,80.3
"Ellington School District","=""0480011""","Center School","=""0480111""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Center School","=""0480111""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Center School","=""0480111""","Math","N",127,127,100.0,127,8,6.3,26,20.5,53,41.7,40,31.5,93,73.2
"Ellington School District","=""0480011""","Center School","=""0480111""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""","ELA","N",79,77,97.5,77,6,7.8,17,22.1,15,19.5,39,50.6,54,70.1
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""","Math","N",79,78,98.7,78,"*","*","*","*",24,30.8,29,37.2,53,67.9
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","ELA","N",169,156,92.3,140,68,48.6,27,19.3,20,14.3,25,17.9,45,32.1
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Math","N",169,159,94.1,140,55,39.3,25,17.9,32,22.9,28,20.0,60,42.9
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""","ELA","F",41,41,100.0,41,10,24.4,"*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""","ELA","N",382,379,99.2,379,"*","*","*","*",183,48.3,137,36.1,320,84.4
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""","ELA","R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""","Math","F",41,41,100.0,40,"*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""","Math","N",382,379,99.2,379,49,12.9,99,26.1,115,30.3,116,30.6,231,60.9
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""","Math","R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""","ELA","N",391,387,99.0,386,13,3.4,55,14.2,165,42.7,153,39.6,318,82.4
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""","Math","N",390,386,99.0,386,43,11.1,125,32.4,124,32.1,94,24.4,218,56.5
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Windermere School","=""0480611""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Windermere School","=""0480611""","ELA","N",165,165,100.0,165,11,6.7,19,11.5,43,26.1,92,55.8,135,81.8
"Ellington School District","=""0480011""","Windermere School","=""0480611""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Windermere School","=""0480611""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Windermere School","=""0480611""","Math","N",165,165,100.0,165,11,6.7,33,20.0,64,38.8,57,34.5,121,73.3
"Ellington School District","=""0480011""","Windermere School","=""0480611""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","ELA","F",234,234,100.0,234,53,22.6,62,26.5,84,35.9,35,15.0,119,50.9
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","ELA","N",65,65,100.0,65,"*","*","*","*",28,43.1,18,27.7,46,70.8
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","ELA","R",57,57,100.0,57,"*","*",15,26.3,23,40.4,"*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Math","F",234,234,100.0,234,65,27.8,77,32.9,62,26.5,30,12.8,92,39.3
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Math","N",65,65,100.0,65,6,9.2,22,33.8,23,35.4,14,21.5,37,56.9
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Math","R",57,57,100.0,57,15,26.3,21,36.8,14,24.6,7,12.3,21,36.8
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""","ELA","F",96,96,100.0,96,37,38.5,24,25.0,"*","*","*","*",35,36.5
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""","ELA","N",206,206,100.0,206,31,15.0,52,25.2,73,35.4,50,24.3,123,59.7
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""","ELA","R",24,24,100.0,24,7,29.2,9,37.5,"*","*","*","*",8,33.3
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""","Math","F",96,96,100.0,96,"*","*",44,45.8,17,17.7,"*","*","*","*"
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""","Math","N",206,206,100.0,206,"*","*",79,38.3,69,33.5,"*","*","*","*"
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""","Math","R",24,24,100.0,24,"*","*",12,50.0,"*","*",0,0.0,"*","*"
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""","ELA","F",134,131,97.8,131,"*","*",42,32.1,39,29.8,"*","*","*","*"
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""","ELA","N",229,229,100.0,229,36,15.7,47,20.5,89,38.9,57,24.9,146,63.8
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""","ELA","R",21,21,100.0,21,"*","*",8,38.1,7,33.3,"*","*","*","*"
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""","Math","F",133,132,99.2,131,34,26.0,51,38.9,36,27.5,"*","*","*","*"
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""","Math","N",229,229,100.0,229,"*","*",76,33.2,87,38.0,36,15.7,123,53.7
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""","Math","R",21,21,100.0,21,"*","*",11,52.4,6,28.6,"*","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","ELA","F",44,42,95.5,42,"*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","ELA","N",105,104,99.0,104,"*","*","*","*",50,48.1,25,24.0,75,72.1
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","ELA","R",12,12,"*",11,"*","*","*","*","*","*","*","*","*","*"
