"Chronic Absenteeism, Trend"
"All Districts, All Schools, All Students"

"",,,,"% Chronically Absent",,,,
"Danbury School District","=""0340011""","Westside Middle School Academy","=""0340311""","N/A","N/A","N/A","*",2.6
"Darien School District","=""0350011""","Darien High School","=""0356111""",6.3,3.6,4.5,6.0,4.4
"Darien School District","=""0350011""","Hindley Elementary School","=""0350211""",2.8,3.1,1.8,3.2,2.0
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""","*","*","*","*","*"
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""",4.6,4.9,5.3,5.0,3.0
"Darien School District","=""0350011""","Ox Ridge Elementary School","=""0351311""",3.0,2.3,3.3,2.9,2.3
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""",3.4,4.4,2.1,4.7,2.7
"Darien School District","=""0350011""","Tokeneke Elementary School","=""0350611""",2.9,3.1,2.5,1.6,1.8
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""","*","*",2.2,"*","*"
"Department of Mental Health and Addiction Services","=""3370015""","Connecticut Mental Health Center","=""3370415""","N/A","N/A","N/A","*","N/A"
"Department of Mental Health and Addiction Services","=""3370015""","Connecticut Valley Hospital","=""3370215""","*","*","*","*","*"
"Department of Mental Health and Addiction Services","=""3370015""","Greater Bridgeport Community Mental Health Center","=""3370515""","*","*","*","N/A","N/A"
"Derby School District","=""0370011""","Bradley School","=""0370611""",7.2,9.7,7.4,4.6,7.0
"Derby School District","=""0370011""","Derby Alternative Education Center","=""0370511""","N/A","N/A","N/A","N/A","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""",18.6,20.8,23.1,25.1,22.1
"Derby School District","=""0370011""","Derby Middle School","=""0375011""",13.3,13.9,18.2,17.0,13.2
"Derby School District","=""0370011""","Irving School","=""0370411""",12.4,12.6,16.1,19.9,8.5
"East Granby School District","=""0400011""","Allgrove School","=""0400111""",4.8,7.0,5.7,6.3,7.1
"East Granby School District","=""0400011""","East Granby High School","=""0406111""",9.4,11.1,5.0,10.2,8.7
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""","*",3.7,4.3,5.7,"*"
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""","*",4.0,5.9,6.0,5.6
"East Haddam School District","=""0410011""","East Haddam Elementary School","=""0410111""",6.5,5.9,3.9,4.7,4.7
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""",11.1,10.2,10.6,10.8,8.3
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""",5.8,5.7,4.3,3.9,5.1
"East Hampton School District","=""0420011""","Center School","=""0420311""","*","*",7.0,4.6,3.1
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""",6.9,5.0,6.9,8.8,12.2
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""",6.2,7.4,6.6,6.3,7.4
"East Hampton School District","=""0420011""","Memorial School","=""0420111""",5.2,5.0,6.4,8.0,4.3
"East Hampton School District","=""0420011""","The Learning Center at East Hampton","=""0429011""","*","*","*","*","*"
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""",12.5,21.2,17.1,20.5,12.5
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","*",4.3,0.0,3.5,4.2
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""",11.4,13.0,14.7,15.0,9.9
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""",2.0,13.2,17.4,15.9,12.6
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""",2.9,8.1,7.0,8.9,6.1
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""",20.0,16.0,4.6,15.1,13.7
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""",6.8,32.2,15.4,11.9,9.5
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""",6.1,6.7,6.9,9.0,7.0
"East Hartford School District","=""0430011""","Hartford Detention Center","=""3480315""","N/A","N/A","N/A","N/A","*"
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""",16.2,16.2,13.8,5.8,6.6
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""",6.5,12.5,11.4,13.9,9.0
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""",5.0,13.4,14.0,16.5,7.7
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""","*",19.9,20.0,21.1,12.4
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""",13.5,49.2,63.3,88.5,87.6
"East Hartford School District","=""0430011""","Sunset Ridge School Elementary Academy for Arts and World Languages","=""0432411""",2.3,7.0,5.3,7.1,8.6
"East Hartford School District","=""0430011""","Woodland School","=""0439011""",6.1,59.1,54.2,59.7,61.3
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""",8.1,9.4,16.8,15.6,2.7
"East Haven School District","=""0440011""","D. C. Moore School","=""0441411""",6.9,4.9,8.1,4.9,6.1
"East Haven School District","=""0440011""","Deer Run School","=""0440111""",10.4,7.1,9.0,7.9,7.2
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""",6.1,10.0,9.4,6.9,6.9
"East Haven School District","=""0440011""","East Haven High School","=""0446111""",28.2,26.1,22.5,20.7,19.4
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","*",4.7,"*",4.9,6.0
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""",17.2,16.7,0.0,0.0,0.0
"East Haven School District","=""0440011""","Momauguin School","=""0440711""",17.9,12.5,11.4,9.2,17.1
"East Haven School District","=""0440011""","Overbrook Elementary School","=""0441811""",12.1,11.5,8.9,9.7,13.5
"East Haven School District","=""0440011""","Pathways","=""0449011""",95.7,54.2,47.1,"N/A","N/A"
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","N/A","N/A","N/A","*",53.8
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""",8.3,4.5,4.7,4.9,4.3
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""",5.1,5.9,7.1,6.9,4.6
"East Lyme School District","=""0450011""","Flanders School","=""0450111""","*","*",2.8,4.6,4.3
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""",5.0,5.7,5.3,5.8,3.1
"East Lyme School District","=""0450011""","Medically Fragile Program (WAVES)","=""0450711""","N/A","N/A","N/A","*","*"
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""","*","*","*","*",4.1
"East Lyme School District","=""0450011""","Post High School Transition Program","=""0450511""","N/A","N/A","N/A","*","*"
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""",10.7,8.9,12.1,8.1,9.0
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""",14.4,9.7,9.7,13.5,16.0
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",9.8,12.0,9.7,10.0,11.0
"East Windsor School District","=""0470011""","East Windsor Transition Program","=""0470411""","N/A","N/A","N/A","N/A","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Adolescent Principal Referred Expulsion Program","=""2539214""","N/A","*","N/A","N/A","N/A"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""",24.6,63.4,"*",13.1,10.2
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""",31.3,"*",0.0,29.9,"N/A"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""","N/A","N/A","N/A","N/A",27.9
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""",5.9,100.0,"*",53.4,57.5
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""","*",5.9,5.2,5.8,"*"
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""","*","*","*","*",2.3
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""",4.4,3.3,2.4,2.2,1.4
"Education Connection","=""2420014""","Education Connection Special Education","=""2429014""",50.0,58.1,58.3,65.4,"N/A"
"Education Connection","=""2420014""","The ACCESS School at The Danuta M. Thibodeau Education Center","=""2429014""","N/A","N/A","N/A","N/A","*"
"Ellington School District","=""0480011""","Center School","=""0480111""",3.4,2.9,2.9,3.9,"*"
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""",4.5,6.8,4.0,3.2,5.1
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""",8.1,6.7,5.4,9.0,5.2
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""",3.1,3.8,3.4,3.2,4.0
"Ellington School District","=""0480011""","Windermere School","=""0480611""",4.1,7.9,3.9,5.5,5.2
"Ellington School District","=""0480011""","Windermere School Program for Alternative Learning K-4","=""0480311""","N/A","N/A","N/A","N/A","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""",1.6,3.5,4.6,4.5,5.7
"Elm City Montessori School District","=""2910013""","Elm City Montessori School","=""2910113""","N/A","N/A","N/A","*",20.5
"Enfield School District","=""0490011""","Edgar H. Parkman - Autism Spectrum Disorder (ASD)","=""0490511""","N/A","N/A","N/A","*","*"
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""",4.7,4.4,6.8,7.9,5.2
"Enfield School District","=""0490011""","Eli Whitney - Intermediate Adaptive Learning (IAL)","=""0491411""","N/A","N/A","N/A","N/A","*"
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""",8.7,6.7,8.4,4.2,6.5
"Enfield School District","=""0490011""","Enfield High School","=""0496111""",16.2,15.9,13.6,17.4,17.2
"Enfield School District","=""0490011""","Enfield Street - Autism Spectrum Disorder (ASD)","=""0490311""","N/A","N/A","N/A","*","*"
"Enfield School District","=""0490011""","Enfield Street School","=""0490211""",10.5,12.0,13.2,10.3,6.4
"Enfield School District","=""0490011""","Enfield Transitional Learning Academy","=""0499011""","*","*","*","*","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""",12.6,13.4,11.1,13.3,14.2
"Enfield School District","=""0490011""","Hazardville Memorial School","=""0490411""",11.1,10.0,9.9,7.6,10.2
"Enfield School District","=""0490011""","Henry Barnard - Educational Counseling Program (ECP)","=""0490611""","N/A","N/A","N/A","*","*"
"Enfield School District","=""0490011""","Henry Barnard School","=""0491811""",10.2,8.0,9.8,8.9,12.0
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""",14.1,14.1,17.0,15.8,14.7
"Enfield School District","=""0490011""","Nathan Hale - Primary Adaptive Learning (PAL)","=""0490811""","N/A","N/A","N/A","*","*"
"Enfield School District","=""0490011""","Nathan Hale School","=""0491111""",6.5,7.1,9.3,8.1,7.2
"Enfield School District","=""0490011""","Prudence Crandall - Educational Counseling Program (ECP)","=""0490711""","N/A","N/A","N/A","*","*"
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""",7.5,6.1,6.8,5.1,6.4
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""","*",2.1,2.4,2.7,"*"
"Explorations District","=""2720013""","Explorations","=""2726113""",20.3,39.5,29.1,28.4,30.6
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""",2.2,"*",2.6,2.3,4.3
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""",2.4,"*",2.6,"*",3.9
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""",7.4,6.5,3.8,4.7,5.5
"Fairfield School District","=""0510011""","Fairfield School/Community Partnership","=""0510511""","N/A","N/A","N/A","N/A","*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""",7.4,6.0,3.2,4.2,4.8
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""",5.5,5.3,4.9,2.6,2.5
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""",2.8,2.0,4.2,2.9,3.7
"Fairfield School District","=""0510011""","Jennings School","=""0511711""",2.8,0.0,3.4,4.0,"*"
"Fairfield School District","=""0510011""","McKinley School","=""0510611""",7.7,"*",4.9,4.0,2.1
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""","*","*","*",1.7,1.6
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""",1.2,1.3,1.5,2.1,2.9
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""",3.5,"*",3.2,2.4,3.7
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""",2.2,"*",2.5,2.0,2.9
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""",7.9,4.9,5.4,5.6,2.1
"Fairfield School District","=""0510011""","Sherman School","=""0511311""",2.2,"*",2.0,1.9,3.1
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""",1.8,"*",2.4,2.4,2.0
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""",7.8,5.7,5.3,4.1,5.2
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""","N/A","N/A","N/A",76.3,55.2
"Farmington School District","=""0520011""","East Farms School","=""0520411""",3.6,4.4,3.1,2.7,3.3
"Farmington School District","=""0520011""","Farmington Alternative High School","=""0520611""","N/A","N/A","N/A","*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""",8.0,9.7,9.9,10.8,5.5
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""",5.8,6.1,3.7,2.3,4.5
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""","*",5.6,6.1,3.9,2.2
"Farmington School District","=""0520011""","Union School","=""0520111""",4.4,5.1,4.7,3.0,4.1
"Farmington School District","=""0520011""","West District School","=""0520311""",3.7,4.1,4.9,3.7,2.6
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""",4.3,5.6,5.1,3.1,3.2
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""","*",8.5,"*","*","*"
"Glastonbury School District","=""0540011""","Alternate Program","=""0541311""","N/A","N/A","N/A","*","N/A"
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""",2.4,2.0,2.6,3.7,2.6
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""",2.7,2.5,"*",1.9,1.9
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""",4.3,4.4,4.2,4.1,3.6
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""",1.5,2.4,"*","*","*"
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""",2.1,2.6,2.5,"*",1.8
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""","N/A","N/A",30.0,"N/A","N/A"
"Glastonbury School District","=""0540011""","LINKS Transition","=""0541411""","N/A","N/A","N/A","*","N/A"
"Glastonbury School District","=""0540011""","Links Academy","=""0540111""","N/A","N/A","N/A",51.9,40.6
"Glastonbury School District","=""0540011""","Links Transition","=""0541411""","N/A","N/A","N/A","N/A","*"
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""",5.2,4.1,3.4,2.6,2.9
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""",2.8,3.7,1.3,1.8,1.6
"Glastonbury School District","=""0540011""","PRIDE-Hebron Avenue","=""0541111""","N/A","N/A","N/A","*","N/A"
"Glastonbury School District","=""0540011""","PRIDE-Nayaug","=""0541211""","N/A","N/A","N/A","*","N/A"
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""",3.7,2.6,2.0,2.0,1.8
"Granby School District","=""0560011""","Frank M. Kearns Primary School","=""0560111""",5.6,6.0,"*",6.2,5.6
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""",4.1,3.6,6.1,4.9,5.5
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""",7.1,7.9,3.9,3.4,5.8
"Granby School District","=""0560011""","Kelly Lane Intermediate School","=""0560411""",2.4,2.5,4.8,4.5,"N/A"
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""","N/A","N/A","N/A","N/A","*"
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""",3.7,4.2,4.9,3.2,4.2
"Great Oaks Charter School District","=""2940013""","Great Oaks Charter School","=""2940113""","N/A","N/A","N/A",21.1,15.1
"Greenwich School District","=""0570011""","Alternative High School Programs","=""0571411""","N/A","N/A","N/A",68.3,"N/A"
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""",7.8,9.8,5.5,3.1,2.0
"Greenwich School District","=""0570011""","Community Connections","=""0571211""","N/A","N/A","N/A","*","*"
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""",4.7,5.4,4.5,1.4,2.2
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""",5.6,6.3,3.5,2.2,1.8
"Greenwich School District","=""0570011""","Glenville School","=""0570411""",6.9,5.9,5.0,1.9,2.5
"Greenwich School District","=""0570011""","Greenwich Alternative High School","=""0571411""","N/A","N/A","N/A","N/A",82.9
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""",6.4,10.5,4.5,3.4,6.2
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",7.4,8.7,5.7,4.4,6.4
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""",3.0,6.5,2.7,"*",2.2
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",4.1,6.8,5.8,3.0,3.4
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",4.4,8.0,5.6,"*",2.2
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""",3.1,6.3,3.5,1.2,"*"
"Greenwich School District","=""0570011""","North Street School","=""0570811""",3.0,5.9,4.1,"*","*"
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""",4.7,5.3,4.0,"*",1.7
"Greenwich School District","=""0570011""","Parkway School","=""0571111""",10.1,10.9,4.1,3.3,"*"
"Greenwich School District","=""0570011""","Riverside School","=""0571011""",2.1,4.7,3.8,1.8,"*"
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",7.6,7.6,8.9,5.0,3.3
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","N/A","N/A","N/A","*","*"
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",6.6,7.2,7.3,5.4,4.4
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",16.9,15.5,15.4,13.4,13.0
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",10.5,9.0,8.9,10.8,8.8
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",9.0,7.8,5.9,7.5,7.8
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0590311""",23.9,19.7,"N/A","N/A","N/A"
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",23.9,19.7,11.9,11.2,9.8
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",8.6,9.0,7.6,8.3,5.8
"Groton School District","=""0590011""","Claude Chester School","=""0590311""","N/A","N/A",11.5,11.6,8.9
"Groton School District","=""0590011""","Fitch Middle School","=""0595111""",10.3,"N/A","N/A","N/A","N/A"
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",8.6,8.2,9.1,10.8,10.4
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""","N/A","N/A","N/A","*",65.2
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",3.4,4.5,4.9,3.1,2.9
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",11.2,9.5,9.8,9.4,8.9
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",24.6,23.2,21.8,19.2,18.6
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",6.7,5.8,5.1,2.1,"*"
"Groton School District","=""0590011""","Virtual Learning Academy","=""0590611""","N/A","N/A","N/A","*","*"
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",12.4,11.8,9.7,11.5,13.5
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",4.5,5.3,5.8,4.9,5.8
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",3.1,"*",2.6,3.1,5.6
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""",3.6,3.4,2.4,"*",2.7
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",8.0,8.6,6.5,5.2,6.2
"Guilford School District","=""0600011""","Guilford High School","=""0606111""",9.7,11.0,7.8,6.4,4.0
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",2.7,4.5,6.3,3.4,2.4
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",3.3,4.0,3.8,3.2,3.2
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""","N/A","*","*","*","*"
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",4.2,4.1,4.9,3.8,5.4
"Hamden School District","=""0620011""","Church Street School","=""0620211""",14.1,13.0,12.3,12.6,10.5
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",8.7,11.9,6.0,7.8,7.1
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""","N/A","N/A","N/A",80.3,90.0
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",19.2,23.7,21.7,23.2,34.4
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",14.6,16.1,18.2,12.8,16.2
"Hamden School District","=""0620011""","Hamden Transition Academy @ SCSU (AACPB)","=""0620611""","N/A","N/A","N/A","N/A","*"
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",8.7,8.0,11.5,13.0,10.0
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",14.2,14.1,12.5,13.5,12.7
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",10.9,13.2,14.8,11.3,10.7
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",6.6,6.7,6.1,5.5,7.2
"Hamden School District","=""0620011""","West Woods School","=""0621411""",5.3,7.3,5.2,4.0,1.8
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",5.8,"*","*",6.8,7.9
"Hartford School District","=""0640011""","Great Path Academy at MCC","=""0647911""","N/A","N/A","N/A",10.9,10.0
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""",27.5,29.2,28.2,"N/A","N/A"
"Hartford School District","=""0640011""","Asian Studies Academy at Bellizzi School","=""0640711""","N/A","N/A","N/A",40.3,34.9
"Hartford School District","=""0640011""","Autism Program - Clark School","=""0644511""","N/A","N/A","N/A","*","N/A"
"Hartford School District","=""0640011""","Autism Program - Environmental Sciences Magnet School at Mary M Hooker","=""0644311""","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","Autism Program - Fred D. Wish Museum School","=""0644211""","N/A","N/A","N/A",39.1,"N/A"
"Hartford School District","=""0640011""","Autism Program - Sarah J. Rawson Elementary School","=""0644411""","N/A","N/A","N/A","*",33.3
"Hartford School District","=""0640011""","Autism Program - Simpson-Waverly","=""0649311""","N/A","N/A","N/A","N/A","*"
"Hartford School District","=""0640011""","Autism Program-Burr School","=""0648611""","N/A","N/A","N/A","N/A","*"
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",16.8,23.8,27.5,18.3,22.2
"Hartford School District","=""0640011""","Betances Early Reading Lab Magnet School","=""0642811""","N/A","N/A","N/A",15.7,16.7
"Hartford School District","=""0640011""","Breakthrough II Elementary School","=""0643511""",11.0,15.5,"*","N/A","N/A"
"Hartford School District","=""0640011""","Breakthrough II Magnet School","=""0643511""","N/A","N/A","N/A",9.7,9.1
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""",4.4,4.7,4.6,7.7,6.8
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""",47.6,44.2,41.3,52.1,44.7
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""",47.9,50.7,52.2,52.9,49.4
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""",49.3,44.9,32.1,34.6,34.1
"Hartford School District","=""0640011""","Burr School","=""0642311""",25.8,18.6,27.4,25.2,23.0
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""","N/A","N/A","N/A",31.0,34.0
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","*",3.5,11.9,4.5,4.9
"Hartford School District","=""0640011""","Clark School","=""0642411""",40.0,46.1,37.7,38.5,29.4
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""",3.2,3.1,4.6,7.7,7.9
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""",56.0,68.9,58.2,56.2,64.5
"Hartford School District","=""0640011""","Dr. James H Naylor/CCSU Leadership Academy","=""0641411""",18.3,16.1,22.5,21.9,19.6
"Hartford School District","=""0640011""","Dr. Joseph Bellizzi Middle School","=""0645311""",19.0,"*","N/A","N/A","N/A"
"Hartford School District","=""0640011""","Dr. Ramon E. Betances Early Reading Lab","=""0642811""",42.1,38.3,36.1,"N/A","N/A"
"Hartford School District","=""0640011""","EDP - Betances Early Reading Lab","=""0645811""","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","EDP - Bulkeley High School","=""0648311""","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","EDP - HPHS Academy of Engineering and Green Technology","=""0648211""","N/A","N/A","N/A",95.8,92.9
"Hartford School District","=""0640011""","EDP - M.D. Fox","=""0645911""","N/A","N/A","N/A",41.9,"*"
"Hartford School District","=""0640011""","EDP - McDonough Expeditionary Learning School","=""0648111""","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""",11.8,9.5,9.6,5.7,6.9
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""",28.6,21.3,1.6,26.2,20.1
"Hartford School District","=""0640011""","Fred D. Wish Museum School","=""0642211""",25.5,27.5,26.4,26.9,25.7
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""",14.4,20.3,17.6,8.4,12.1
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","N/A",16.5,12.3,"N/A","N/A"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""",64.4,61.6,61.1,64.5,42.0
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""",58.7,62.6,67.2,64.7,57.1
"Hartford School District","=""0640011""","HPHS Freshmen Academy","=""0647311""",62.2,"N/A","N/A","N/A","N/A"
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""",45.7,51.7,50.3,63.7,46.4
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""",5.1,4.4,7.3,7.8,8.9
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Elementary)","=""0649011""",40.6,58.3,65.1,"N/A","N/A"
"Hartford School District","=""0640011""","High School Inc.","=""0647611""",55.4,46.8,53.2,50.2,"N/A"
"Hartford School District","=""0640011""","High School, Inc.","=""0647611""","N/A","N/A","N/A","N/A",53.2
"Hartford School District","=""0640011""","High Step Transition","=""0648411""","N/A","N/A","N/A","*","*"
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""",59.7,64.5,49.1,39.8,21.1
"Hartford School District","=""0640011""","Kennelly School","=""0641011""",17.7,21.3,22.2,25.6,23.6
"Hartford School District","=""0640011""","Kinsella Magnet School of Performing Arts","=""0641111""","N/A","N/A","N/A","N/A",4.1
"Hartford School District","=""0640011""","LC - Breakthrough II","=""0649511""","N/A","N/A","N/A","N/A","*"
