"Student Counts by School and Gender"
"All Districts, All Schools"
"2010-11"

"",,,,"Gender",,
"Greenwich School District","=""0570011""","North Street School","=""0570811""",220,231,451
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""",210,200,410
"Greenwich School District","=""0570011""","Parkway School","=""0571111""",130,162,292
"Greenwich School District","=""0570011""","Riverside School","=""0571011""",230,284,514
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",230,263,493
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",350,376,726
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",353,356,709
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",270,300,570
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",184,175,359
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",225,253,478
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",200,184,384
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",189,199,388
"Groton School District","=""0590011""","Fitch Middle School","=""0595111""",186,225,411
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",178,175,353
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",198,230,428
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",133,169,302
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",647,624,1271
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",160,187,347
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",116,132,248
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",297,290,587
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",161,155,316
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""",167,168,335
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",262,310,572
"Guilford School District","=""0600011""","Guilford High School","=""0606111""",568,545,1113
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",189,220,409
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",165,181,346
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""",31,56,87
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",230,236,466
"Hamden School District","=""0620011""","Church Street School","=""0620211""",191,216,407
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",156,153,309
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",946,988,1934
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",448,452,900
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",107,175,282
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",153,188,341
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",169,173,342
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",189,188,377
"Hamden School District","=""0620011""","West Woods School","=""0621411""",266,269,535
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",50,90,140
"Hartford School District","=""0640011""","Asian Studies Academy at Bellizzi School","=""0640711""",161,179,340
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",273,317,590
"Hartford School District","=""0640011""","Betances Early Reading Lab Magnet School","=""0642811""",164,147,311
"Hartford School District","=""0640011""","Breakthrough II Magnet School","=""0643511""",70,72,142
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""",178,173,351
"Hartford School District","=""0640011""","Bulkeley High School","=""0647111""",233,256,489
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""",276,394,670
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""",332,332,664
"Hartford School District","=""0640011""","Burr School","=""0642311""",341,365,706
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""",184,152,336
"Hartford School District","=""0640011""","Clark School","=""0642411""",181,200,381
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""",413,297,710
"Hartford School District","=""0640011""","Culinary Arts Academy at Weaver High School","=""0646011""",120,125,245
"Hartford School District","=""0640011""","Dr. Joseph Bellizzi Middle School","=""0645311""",140,153,293
"Hartford School District","=""0640011""","Environmental Sciences Magnet at Hooker School","=""0640911""",130,145,275
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""",337,340,677
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""",187,185,372
"Hartford School District","=""0640011""","HPHS Engineering and Green Technology Academy","=""0647211""",109,285,394
"Hartford School District","=""0640011""","HPHS Freshmen Academy","=""0647311""",145,173,318
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""",212,166,378
"Hartford School District","=""0640011""","HPHS Nursing and Health Sciences Academy","=""0647511""",277,106,383
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""",322,289,611
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Elementary)","=""0649011""",6,26,32
"Hartford School District","=""0640011""","High School, Inc.","=""0647611""",134,122,256
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""",113,116,229
"Hartford School District","=""0640011""","Kennelly School","=""0641011""",396,385,781
"Hartford School District","=""0640011""","Kinsella Magnet School of Performing Arts","=""0641111""",379,283,662
"Hartford School District","=""0640011""","M. D. Fox School","=""0640811""",408,438,846
"Hartford School District","=""0640011""","M. L. King, Jr. School","=""0641611""",222,246,468
"Hartford School District","=""0640011""","McDonough Middle School","=""0641211""",200,219,419
"Hartford School District","=""0640011""","Milner School","=""0641911""",200,212,412
"Hartford School District","=""0640011""","Montessori Magnet at Fisher School","=""0643711""",93,105,198
"Hartford School District","=""0640011""","Naylor/CCSU Leadership Academy","=""0641411""",350,349,699
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""",69,54,123
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",239,276,515
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""",140,215,355
"Hartford School District","=""0640011""","Rawson School","=""0641711""",204,259,463
"Hartford School District","=""0640011""","Renzulli Gifted and Talented Academy","=""0644011""",37,20,57
"Hartford School District","=""0640011""","SAND School","=""0640111""",239,224,463
"Hartford School District","=""0640011""","STEM Magnet at Fisher School","=""0642511""",124,204,328
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",240,252,492
"Hartford School District","=""0640011""","Sarah J Rawson Middle Grades Academy","=""0645611""",79,109,188
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",163,198,361
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",340,332,672
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""",141,266,407
"Hartford School District","=""0640011""","Weaver High School","=""0646311""",69,85,154
"Hartford School District","=""0640011""","Webster Micro Society Magnet School","=""0642011""",271,321,592
"Hartford School District","=""0640011""","West Middle School","=""0642111""",339,349,688
"Hartford School District","=""0640011""","Wish Museum School","=""0642211""",225,218,443
"Hartland School District","=""0650011""","Hartland School","=""0650111""",101,121,222
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""",233,237,470
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""",310,356,666
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""",162,138,300
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",167,164,331
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""",97,85,182
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""",237,195,432
"Kent School District","=""0680011""","Kent Center School","=""0680111""",129,158,287
"Killingly School District","=""0690011""","Goodyear Early Childhood Center","=""0698011""",46,61,107
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""",243,255,498
"Killingly School District","=""0690011""","Killingly High School","=""0696111""",418,370,788
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""",380,443,823
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""",229,240,469
"Learn","=""2450014""","Connecticut River Academy","=""2456014""",77,69,146
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""",45,37,82
"Learn","=""2450014""","Learn Special Education","=""2459014""","*","*",30
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""",282,263,545
"Learn","=""2450014""","The Friendship School","=""2450214""",234,258,492
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""",232,252,484
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""",194,204,398
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""",288,233,521
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""",102,105,207
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""",169,176,345
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""",134,151,285
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""",200,216,416
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""",476,452,928
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""",220,216,436
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""",15,17,32
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""",238,264,502
"Litchfield School District","=""0740011""","Center School","=""0740211""",166,175,341
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""",283,277,560
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""",130,138,268
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""",659,631,1290
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""",271,317,588
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""",146,156,302
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""",230,262,492
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""",131,144,275
"Madison School District","=""0760011""","Town Campus Learning Center","=""0769011""",14,29,43
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""",316,300,616
"Manchester School District","=""0770011""","Nathan Hale School","=""0770911""",121,113,234
"Manchester School District","=""0770011""","Bowers School","=""0770111""",185,224,409
"Manchester School District","=""0770011""","Buckley School","=""0770311""",180,208,388
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""",236,218,454
"Manchester School District","=""0770011""","Highland Park School","=""0770411""",114,159,273
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""",427,474,901
"Manchester School District","=""0770011""","Keeney School","=""0770611""",197,190,387
"Manchester School District","=""0770011""","Manchester High School","=""0776111""",933,947,1880
"Manchester School District","=""0770011""","Manchester Preschool Center","=""0778011""",86,99,185
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""",32,67,99
"Manchester School District","=""0770011""","Manchester Transition Center","=""0779111""",0,"*","*"
"Manchester School District","=""0770011""","Martin School","=""0771611""",105,116,221
"Manchester School District","=""0770011""","Robertson School","=""0771011""",167,210,377
"Manchester School District","=""0770011""","Verplanck School","=""0771211""",152,188,340
"Manchester School District","=""0770011""","Waddell School","=""0771311""",166,182,348
"Manchester School District","=""0770011""","Washington School","=""0771411""",154,153,307
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""",125,149,274
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""",89,113,202
"Mansfield School District","=""0780011""","Mansfield Middle School","=""0785111""",291,294,585
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""",121,145,266
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""",340,335,675
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""",312,309,621
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""",198,268,466
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""",354,352,706
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""",625,610,1235
"Meriden School District","=""0800011""","Hanover School","=""0800311""",244,286,530
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""",241,320,561
"Meriden School District","=""0800011""","John Barry School","=""0800511""",256,253,509
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""",333,378,711
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""",558,544,1102
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""",250,274,524
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""",231,215,446
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""",423,465,888
"Middletown School District","=""0830011""","Bielefield School","=""0830211""",164,202,366
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""",173,198,371
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""",180,192,372
"Middletown School District","=""0830011""","Lawrence School","=""0831311""",184,193,377
"Middletown School District","=""0830011""","MacDonough School","=""0830911""",115,133,248
"Middletown School District","=""0830011""","Middletown High School","=""0836211""",664,693,1357
"Middletown School District","=""0830011""","Moody School","=""0831211""",172,189,361
"Middletown School District","=""0830011""","Snow School","=""0831111""",177,179,356
"Middletown School District","=""0830011""","Spencer School","=""0830111""",169,172,341
"Middletown School District","=""0830011""","Wesley School","=""0831411""",157,154,311
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""",357,376,733
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""",171,159,330
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""",231,301,532
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""",289,322,611
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""",210,211,421
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""",488,509,997
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""",524,485,1009
"Milford School District","=""0840011""","Live Oaks School","=""0841611""",170,167,337
"Milford School District","=""0840011""","Mathewson School","=""0841711""",209,246,455
"Milford School District","=""0840011""","Meadowside School","=""0840711""",215,250,465
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""",209,227,436
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""",173,205,378
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""",195,223,418
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""",287,286,573
"Monroe School District","=""0850011""","Chalk Hill School","=""0850611""",132,145,277
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""",279,336,615
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""",301,333,634
"Monroe School District","=""0850011""","Masuk High School","=""0856111""",667,642,1309
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""",192,217,409
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""",252,259,511
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""",190,193,383
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""",310,332,642
"Montville School District","=""0860011""","Mohegan School","=""0860111""",223,196,419
"Montville School District","=""0860011""","Montville High School","=""0866111""",356,411,767
"Montville School District","=""0860011""","Oakdale School","=""0860511""",207,226,433
"Montville School District","=""0860011""","Palmer Academy","=""0869011""",7,12,19
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""",92,110,202
"Naugatuck School District","=""0880011""","Central Avenue Preschool","=""0888211""",10,21,31
"Naugatuck School District","=""0880011""","Central Avenue School","=""0880111""",122,130,252
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""",368,403,771
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""",156,174,330
"Naugatuck School District","=""0880011""","Head Start","=""0888111""",56,48,104
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""",193,197,390
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""",165,170,335
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""",183,193,376
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""",664,697,1361
"Naugatuck School District","=""0880011""","Salem School","=""0880611""",105,126,231
"Naugatuck School District","=""0880011""","Western School","=""0880711""",124,153,277
"New Beginnings Inc Family Academy District","=""2800013""","New Beginnings Inc Family Academy","=""2800113""",204,156,360
"New Britain School District","=""0890011""","Academic Extension Center","=""0899211""","*","*",12
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""",191,264,455
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""",509,388,897
"New Britain School District","=""0890011""","Gaffney School","=""0890511""",211,307,518
"New Britain School District","=""0890011""","Holmes School","=""0890611""",186,236,422
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""",88,68,156
"New Britain School District","=""0890011""","Jefferson School","=""0890711""",180,235,415
"New Britain School District","=""0890011""","Lincoln School","=""0890811""",337,362,699
"New Britain School District","=""0890011""","New Britain High School","=""0896111""",1245,1374,2619
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""",12,20,32
"New Britain School District","=""0890011""","Northend School","=""0890911""",132,175,307
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""",263,329,592
"New Britain School District","=""0890011""","Roosevelt Middle School","=""0895111""",200,229,429
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""",347,369,716
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""",360,313,673
"New Britain School District","=""0890011""","Smith School","=""0891311""",300,331,631
"New Britain School District","=""0890011""","Vance School","=""0891511""",264,280,544
"New Canaan School District","=""0900011""","East School","=""0900411""",256,260,516
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""",694,649,1343
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""",591,627,1218
"New Canaan School District","=""0900011""","South School","=""0900211""",282,279,561
"New Canaan School District","=""0900011""","West School","=""0900311""",233,260,493
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""",271,331,602
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""",290,320,610
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""",499,475,974
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""",335,397,732
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""",178,181,359
"New Hartford School District","=""0920011""","Bakerville Consolidated School","=""0920111""",62,58,120
"New Hartford School District","=""0920011""","New Hartford Elementary School","=""0920211""",71,58,129
"New Haven School District","=""0930011""","Edgewood School","=""0931211""",220,235,455
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",270,285,555
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""",243,272,515
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""",276,273,549
"New Haven School District","=""0930011""","Beecher School","=""0930311""",219,249,468
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""",236,291,527
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""",289,155,444
"New Haven School District","=""0930011""","Bishop Woods Architecture and Design Magnet School","=""0934311""",245,244,489
"New Haven School District","=""0930011""","Brennan Rogers School","=""0932111""",181,180,361
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""",220,247,467
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""",256,292,548
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""",254,219,473
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""",298,310,608
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""",443,180,623
"New Haven School District","=""0930011""","Cortlandt V.R. Creed Health and Sport Sciences High School","=""0936811""",45,167,212
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""",226,234,460
"New Haven School District","=""0930011""","Domus Academy","=""0935611""",10,34,44
"New Haven School District","=""0930011""","Dwight Early Childhood Program","=""0938211""",15,24,39
"New Haven School District","=""0930011""","Early Learning Center","=""0938111""",59,56,115
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""",199,236,435
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""",66,160,226
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""",302,337,639
"New Haven School District","=""0930011""","Headstart","=""0938011""",187,215,402
"New Haven School District","=""0930011""","Helene Grant HeadStart","=""0938311""",141,131,272
"New Haven School District","=""0930011""","High School In The Community","=""0936611""",169,138,307
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""",217,185,402
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""",425,244,669
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""",479,490,969
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",269,258,527
"New Haven School District","=""0930011""","John S. Martinez Sea and Sky STEM School","=""0930811""",277,259,536
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""",255,302,557
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",144,169,313
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""",241,325,566
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""",155,141,296
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""",144,123,267
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""","*","*",22
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""",77,85,162
"New Haven School District","=""0930011""","Roberto Clemente Leadership Academy for Global Awareness","=""0934211""",267,269,536
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",259,262,521
"New Haven School District","=""0930011""","Sound School","=""0936711""",151,169,320
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""",158,159,317
"New Haven School District","=""0930011""","Truman School","=""0932911""",273,259,532
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""",111,135,246
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",189,186,375
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""",600,687,1287
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",219,225,444
"New London School District","=""0950011""","Jennings School","=""0950311""",280,274,554
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""",263,327,590
"New London School District","=""0950011""","Harbor School","=""0950211""",138,163,301
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""",123,161,284
"New London School District","=""0950011""","New London Clinical Day Program","=""0959111""",11,17,28
"New London School District","=""0950011""","New London High School","=""0956111""",442,541,983
"New London School District","=""0950011""","Shoreline Academy","=""0950511""",51,57,108
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""",100,124,224
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""",192,264,456
"New Milford School District","=""0960011""","John Pettibone School","=""0960711""",224,234,458
"New Milford School District","=""0960011""","Litchfield Hills Transition Center","=""0969011""","*","*",9
"New Milford School District","=""0960011""","New Milford High School","=""0966111""",746,764,1510
"New Milford School District","=""0960011""","Northville Elementary School","=""0960811""",257,291,548
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""",497,527,1024
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""",371,377,748
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""",208,233,441
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""",144,159,303
"Newington School District","=""0940011""","John Paterson School","=""0940811""",202,274,476
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",370,336,706
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",294,328,622
"Newington School District","=""0940011""","Newington High School","=""0946111""",732,753,1485
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""",194,198,392
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""",192,224,416
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""",169,200,369
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""",250,230,480
"Newtown School District","=""0970011""","Newtown High School","=""0976111""",865,866,1731
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""",437,460,897
"Newtown School District","=""0970011""","Newtown Preschool","=""0978011""",38,50,88
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""",411,484,895
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""",276,299,575
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""",68,65,133
"Norfolk School District","=""0980011""","Bridges II","=""0989211""","*","*","*"
"Norfolk School District","=""0980011""","IEP Program","=""0989011""","*","*","*"
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""",242,233,475
"North Branford School District","=""0990011""","North Branford High School","=""0996111""",349,339,688
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""",298,311,609
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""",269,249,518
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",164,154,318
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""",170,230,400
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""",175,196,371
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""",194,192,386
"North Haven School District","=""1010011""","North Haven High School","=""1016111""",612,561,1173
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""",416,416,832
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""",197,227,424
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""",167,204,371
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""",102,122,224
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""",99,102,201
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""",869,826,1695
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""",227,281,508
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""",177,149,326
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""",228,258,486
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""",220,246,466
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""",279,282,561
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""",236,272,508
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""",223,262,485
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""",228,235,463
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""",300,332,632
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""",745,751,1496
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""",55,63,118
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""",314,353,667
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""",201,208,409
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""",228,245,473
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""",180,175,355
"Norwalk School District","=""1030011""","Tracey School","=""1031411""",197,197,394
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""",329,341,670
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""",163,183,346
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""",1259,1122,2381
"Norwich School District","=""1040011""","Bishop School Early Learning Center","=""1040111""",7,9,16
"Norwich School District","=""1040011""","Deborah-Tennant Zinewicz  School","=""1049111""",6,31,37
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""","*","*",14
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""",191,208,399
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""",290,329,619
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""",236,271,507
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""",178,206,384
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""",278,261,539
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""",34,53,87
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""",172,145,317
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""",148,151,299
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""",166,162,328
