"Student Counts by School and English Learner Status"
"All Districts, All Schools"
"2007-08"

"",,,,"English Learner Status",,
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",1389,25,1414
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""","*","*",317
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",282,11,293
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""","*","*",608
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""","*","*",347
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""",298,9,307
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",594,6,600
"Guilford School District","=""0600011""","Guilford High School","=""0606111""",1147,7,1154
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",440,9,449
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",343,7,350
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""",96,0,96
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",464,0,464
"Hamden School District","=""0620011""","Church Street School","=""0620211""","*","*",382
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""","*","*",377
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",2156,36,2192
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",903,10,913
"Hamden School District","=""0620011""","Hamden Transition Academy","=""0629011""","*",0,"*"
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",343,0,343
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",323,25,348
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",330,0,330
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""","*","*",319
"Hamden School District","=""0620011""","West Woods School","=""0621411""","*","*",495
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""","*","*",166
"Hartford School District","=""0640011""","Asian Studies Academy at Bellizzi School","=""0640711""",317,117,434
"Hartford School District","=""0640011""","Barnard-Brown School","=""0640311""",190,143,333
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",531,47,578
"Hartford School District","=""0640011""","Betances Early Reading Lab Magnet School","=""0642811""",257,146,403
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""","*","*",320
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""",1155,329,1484
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""",335,198,533
"Hartford School District","=""0640011""","Burr School","=""0642311""",397,140,537
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","*","*",266
"Hartford School District","=""0640011""","Clark School","=""0642411""",428,14,442
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""",611,9,620
"Hartford School District","=""0640011""","Dr. Joseph Bellizzi Middle School","=""0645311""",302,145,447
"Hartford School District","=""0640011""","Environmental Sciences Magnet at Hooker School","=""0640911""",322,81,403
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""",454,144,598
"Hartford School District","=""0640011""","Fox Middle School","=""0645111""",438,23,461
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""",561,41,602
"Hartford School District","=""0640011""","Hartford Public High School","=""0646211""",1135,434,1569
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Elementary)","=""0649011""",53,11,64
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Secondary)","=""0649111""",43,12,55
"Hartford School District","=""0640011""","Kennelly School","=""0641011""",701,108,809
"Hartford School District","=""0640011""","Kinsella Magnet School of Performing Arts","=""0641111""",428,89,517
"Hartford School District","=""0640011""","Little Owls Learning Center","=""0648011""",12,0,12
"Hartford School District","=""0640011""","M. D. Fox School","=""0640811""",582,242,824
"Hartford School District","=""0640011""","M. L. King, Jr. School","=""0641611""",590,10,600
"Hartford School District","=""0640011""","McDonough Middle School","=""0641211""",314,126,440
"Hartford School District","=""0640011""","Milner School","=""0641911""",327,33,360
"Hartford School District","=""0640011""","Naylor/CCSU Leadership Academy","=""0641411""",474,90,564
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",431,165,596
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""",331,19,350
"Hartford School District","=""0640011""","Quirk Middle School","=""0645211""",353,222,575
"Hartford School District","=""0640011""","Rawson School","=""0641711""","*","*",586
"Hartford School District","=""0640011""","SAND School","=""0640111""",348,18,366
"Hartford School District","=""0640011""","STEM Magnet at Fisher School","=""0642511""",552,8,560
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",316,264,580
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""","*","*",366
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",374,21,395
"Hartford School District","=""0640011""","Twain School","=""0641811""","*","*",282
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""",335,7,342
"Hartford School District","=""0640011""","Weaver High School","=""0646311""",1231,28,1259
"Hartford School District","=""0640011""","Webster Micro Society Magnet School","=""0642011""",574,46,620
"Hartford School District","=""0640011""","West Middle School","=""0642111""",657,111,768
"Hartford School District","=""0640011""","Wish Museum School","=""0642211""",351,86,437
"Hartland School District","=""0650011""","Hartland School","=""0650111""",235,0,235
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""","*","*",507
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""",697,0,697
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""",277,0,277
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",322,8,330
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""",169,12,181
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""",369,0,369
"Kent School District","=""0680011""","Kent Center School","=""0680111""",257,0,257
"Killingly School District","=""0690011""","Goodyear Early Childhood Center","=""0698011""","*","*",71
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""",446,9,455
"Killingly School District","=""0690011""","Killingly High School","=""0696111""",823,13,836
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""",807,12,819
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""",500,31,531
"Learn","=""2450014""","Learn Special Education","=""2459014""",35,0,35
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""",453,75,528
"Learn","=""2450014""","The Friendship School","=""2450214""",495,19,514
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""","*","*",512
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""",423,0,423
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","*","*",587
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""","*","*",230
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""",350,14,364
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""","*","*",385
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""",417,6,423
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""",1048,11,1059
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""","*","*",420
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""",575,0,575
"Litchfield School District","=""0740011""","Center School","=""0740211""",337,0,337
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""",624,0,624
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""",250,0,250
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","*","*",1237
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""","*","*",600
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""","*","*",307
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""",632,0,632
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""","*","*",348
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""",645,0,645
"Manchester School District","=""0770011""","Nathan Hale School","=""0770911""",314,29,343
"Manchester School District","=""0770011""","Bowers School","=""0770111""",469,21,490
"Manchester School District","=""0770011""","Buckley School","=""0770311""","*","*",371
"Manchester School District","=""0770011""","Highland Park School","=""0770411""","*","*",296
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""",896,19,915
"Manchester School District","=""0770011""","Keeney School","=""0770611""",400,17,417
"Manchester School District","=""0770011""","Manchester High School","=""0776111""",2035,42,2077
"Manchester School District","=""0770011""","Manchester Preschool Center","=""0778011""",46,0,46
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","*","*",90
"Manchester School District","=""0770011""","Martin School","=""0771611""","*","*",227
"Manchester School District","=""0770011""","Robertson School","=""0771011""",392,21,413
"Manchester School District","=""0770011""","Verplanck School","=""0771211""",343,47,390
"Manchester School District","=""0770011""","Waddell School","=""0771311""",338,22,360
"Manchester School District","=""0770011""","Washington School","=""0771411""",371,24,395
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""","*","*",262
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""",195,7,202
"Mansfield School District","=""0780011""","Mansfield Middle School","=""0785111""",579,15,594
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""",235,9,244
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""","*","*",660
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""",565,57,622
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""",411,23,434
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""",653,80,733
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""",1227,94,1321
"Meriden School District","=""0800011""","Hanover School","=""0800311""",495,94,589
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""",551,72,623
"Meriden School District","=""0800011""","John Barry School","=""0800511""",470,68,538
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""",678,99,777
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""",1177,36,1213
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""",516,74,590
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""",312,195,507
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""",808,60,868
"Middletown School District","=""0830011""","Bielefield School","=""0830211""","*","*",351
"Middletown School District","=""0830011""","DEAL Program","=""0839011""","*","*",24
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""",295,14,309
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""",346,11,357
"Middletown School District","=""0830011""","Lawrence School","=""0831311""",277,9,286
"Middletown School District","=""0830011""","MacDonough School","=""0830911""","*","*",220
"Middletown School District","=""0830011""","Middletown High School","=""0836211""",1321,16,1337
"Middletown School District","=""0830011""","Moody School","=""0831211""",374,17,391
"Middletown School District","=""0830011""","Snow School","=""0831111""","*","*",350
"Middletown School District","=""0830011""","Spencer School","=""0830111""",335,49,384
"Middletown School District","=""0830011""","Wesley School","=""0831411""","*","*",336
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""",693,7,700
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""","*","*",345
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""","*","*",619
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""",541,7,548
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""",379,12,391
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""",1015,18,1033
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""",1003,9,1012
"Milford School District","=""0840011""","Live Oaks School","=""0841611""",339,10,349
"Milford School District","=""0840011""","Mathewson School","=""0841711""",482,11,493
"Milford School District","=""0840011""","Meadowside School","=""0840711""",318,40,358
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""",488,9,497
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""",430,9,439
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""",269,13,282
"Milford School District","=""0840011""","Simon Lake School","=""0841411""",358,21,379
"Milford School District","=""0840011""","The Academy","=""0846411""","*","*",87
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""",534,16,550
"Monroe School District","=""0850011""","Chalk Hill School","=""0850611""",679,0,679
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""","*","*",598
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""",668,0,668
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","*","*",1402
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""","*","*",361
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""","*","*",513
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""",409,10,419
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""",705,8,713
"Montville School District","=""0860011""","Mohegan School","=""0860111""",348,58,406
"Montville School District","=""0860011""","Montville High School","=""0866111""",799,29,828
"Montville School District","=""0860011""","Oakdale School","=""0860511""",462,8,470
"Montville School District","=""0860011""","Palmer Academy","=""0869011""",30,0,30
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""",198,30,228
"Naugatuck School District","=""0880011""","Central Avenue School","=""0880111""",268,25,293
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""",495,12,507
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""",383,17,400
"Naugatuck School District","=""0880011""","Head Start","=""0888111""",106,0,106
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""",353,31,384
"Naugatuck School District","=""0880011""","Hillside Middle School","=""0885211""","*","*",301
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""",329,10,339
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""",417,18,435
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""",1362,48,1410
"Naugatuck School District","=""0880011""","Salem School","=""0880611""",227,26,253
"Naugatuck School District","=""0880011""","Western School","=""0880711""",247,15,262
"New Beginnings Inc Family Academy District","=""2800013""","New Beginnings Inc Family Academy","=""2800113""",362,0,362
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""",484,96,580
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""",452,205,657
"New Britain School District","=""0890011""","Gaffney School","=""0890511""",395,39,434
"New Britain School District","=""0890011""","Holmes School","=""0890611""",316,106,422
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""","*","*",155
"New Britain School District","=""0890011""","Jefferson School","=""0890711""",338,72,410
"New Britain School District","=""0890011""","Lincoln School","=""0890811""",505,151,656
"New Britain School District","=""0890011""","New Britain High School","=""0896111""",2675,455,3130
"New Britain School District","=""0890011""","Northend School","=""0890911""",269,18,287
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""",573,247,820
"New Britain School District","=""0890011""","Roosevelt Middle School","=""0895111""",488,54,542
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""",596,101,697
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""",548,124,672
"New Britain School District","=""0890011""","Smith School","=""0891311""",625,36,661
"New Britain School District","=""0890011""","Vance School","=""0891511""",470,24,494
"New Canaan School District","=""0900011""","East School","=""0900411""","*","*",542
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","*","*",1223
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""",1298,7,1305
"New Canaan School District","=""0900011""","South School","=""0900211""","*","*",520
"New Canaan School District","=""0900011""","West School","=""0900311""","*","*",526
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""",648,16,664
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""",699,0,699
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""",938,0,938
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""","*","*",743
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""",347,0,347
"New Hartford School District","=""0920011""","Bakerville Consolidated School","=""0920111""",160,0,160
"New Hartford School District","=""0920011""","Bridges I","=""0929011""","*",0,"*"
"New Hartford School District","=""0920011""","New Hartford Elementary School","=""0920211""",106,0,106
"New Haven School District","=""0930011""","Edgewood School","=""0931211""","*","*",448
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",543,19,562
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""",338,11,349
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""",437,16,453
"New Haven School District","=""0930011""","Beecher School","=""0930311""","*","*",409
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""",434,25,459
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""",471,17,488
"New Haven School District","=""0930011""","Bishop Woods Architecture and Design Magnet School","=""0934311""",283,15,298
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""",563,21,584
"New Haven School District","=""0930011""","Clarence Rogers School","=""0930511""","*","*",135
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""",359,153,512
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""",141,144,285
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""",593,49,642
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""",408,9,417
"New Haven School District","=""0930011""","Cortlandt V.R. Creed Health and Sport Sciences High School","=""0936811""","*","*",204
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""",355,6,361
"New Haven School District","=""0930011""","Dwight Early Childhood Program","=""0938211""",40,0,40
"New Haven School District","=""0930011""","Early Learning Center","=""0938111""",125,0,125
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""",533,80,613
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""",282,264,546
"New Haven School District","=""0930011""","Headstart","=""0938011""",414,0,414
"New Haven School District","=""0930011""","Helene Grant HeadStart","=""0938311""",397,0,397
"New Haven School District","=""0930011""","High School In The Community","=""0936611""",310,19,329
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""",253,180,433
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""",708,33,741
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""",1036,51,1087
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",301,188,489
"New Haven School District","=""0930011""","John S. Martinez Sea and Sky STEM School","=""0930811""",456,177,633
"New Haven School District","=""0930011""","Katherine Brennan School","=""0930411""","*","*",206
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""","*","*",389
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",364,0,364
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""",167,6,173
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""",177,6,183
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0936511""",27,7,34
"New Haven School District","=""0930011""","Riverside Education Academy","=""0936911""",159,21,180
"New Haven School District","=""0930011""","Roberto Clemente Leadership Academy for Global Awareness","=""0934211""",398,51,449
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",573,61,634
"New Haven School District","=""0930011""","Sheridan Communications and Technology Magnet School","=""0935311""",241,8,249
"New Haven School District","=""0930011""","Sound School","=""0936711""",323,6,329
"New Haven School District","=""0930011""","Timothy Dwight School","=""0931111""",206,92,298
"New Haven School District","=""0930011""","Truman School","=""0932911""",447,173,620
"New Haven School District","=""0930011""","Urban Youth Center Middle School","=""0935111""",34,0,34
"New Haven School District","=""0930011""","Vincent E. Mauro Elementary Math, Science and Technology Magnet School","=""0932511""",353,57,410
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""",195,12,207
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""","*","*",448
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""",1510,285,1795
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",343,46,389
"New London School District","=""0950011""","Jennings School","=""0950311""",212,140,352
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""",487,141,628
"New London School District","=""0950011""","Dual Language Arts Academy/Academia Bilingue de las Artes","=""0955211""",18,13,31
"New London School District","=""0950011""","Harbor School","=""0950211""",366,27,393
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""",317,52,369
"New London School District","=""0950011""","New London Clinical Day Program","=""0959111""","*","*",25
"New London School District","=""0950011""","New London High School","=""0956111""",672,126,798
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""",179,137,316
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""",450,33,483
"New Milford School District","=""0960011""","John Pettibone School","=""0960711""",459,31,490
"New Milford School District","=""0960011""","New Milford High School","=""0966111""",1570,21,1591
"New Milford School District","=""0960011""","Northville Elementary School","=""0960811""",539,8,547
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""",1095,24,1119
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""",774,8,782
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""",419,21,440
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""",299,14,313
"Newington School District","=""0940011""","John Paterson School","=""0940811""",420,35,455
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",739,19,758
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",648,18,666
"Newington School District","=""0940011""","Newington High School","=""0946111""",1509,19,1528
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""",352,36,388
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""",418,0,418
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""",443,0,443
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""",531,0,531
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","*","*",1719
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""",930,0,930
"Newtown School District","=""0970011""","Newtown Preschool","=""0978011""",62,0,62
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""",886,0,886
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""",639,0,639
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""",164,0,164
"Norfolk School District","=""0980011""","IEP Program","=""0989011""","*",0,"*"
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""","*","*",355
"North Branford School District","=""0990011""","North Branford High School","=""0996111""",730,0,730
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""","*","*",570
"North Branford School District","=""0990011""","Stanley T. Williams School","=""0990511""",262,6,268
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""",502,6,508
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",351,8,359
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""",361,12,373
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""",421,16,437
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""",451,10,461
"North Haven School District","=""1010011""","North Haven High School","=""1016111""",1229,11,1240
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""",907,10,917
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""",423,12,435
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""",373,0,373
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","*","*",245
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""",187,0,187
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""",1557,105,1662
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""",322,80,402
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""",325,31,356
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""",412,52,464
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""",417,31,448
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""",354,140,494
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""",388,96,484
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""",361,105,466
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""",356,41,397
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""",467,39,506
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""",1453,105,1558
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","*","*",96
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""",566,76,642
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""",378,47,425
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""",391,33,424
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""",242,132,374
"Norwalk School District","=""1030011""","Tracey School","=""1031411""",336,77,413
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""",609,84,693
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""",267,41,308
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""",2387,62,2449
"Norwich School District","=""1040011""","Bishop School Early Learning Center","=""1040111""",162,10,172
"Norwich School District","=""1040011""","Deborah-Tennant Zinewicz  School","=""1049111""","*","*",44
"Norwich School District","=""1040011""","Greeneville School","=""1040611""",273,69,342
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""","*","*",15
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""",250,32,282
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""",697,49,746
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""",323,46,369
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""",362,36,398
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""",489,51,540
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""",79,0,79
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""",251,28,279
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""",171,22,193
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""",252,26,278
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""",244,11,255
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""",177,0,177
"Old Saybrook School District","=""1060011""","Kathleen E. Goodwin School","=""1060211""",449,29,478
"Old Saybrook School District","=""1060011""","Old Saybrook Middle School","=""1065211""",632,20,652
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""",471,12,483
"Orange School District","=""1070011""","Mary L. Tracy School","=""1070211""",197,0,197
"Orange School District","=""1070011""","Peck Place School","=""1070511""",433,6,439
"Orange School District","=""1070011""","Race Brook School","=""1070311""","*","*",417
"Orange School District","=""1070011""","Turkey Hill School","=""1070411""","*","*",319
"Oxford School District","=""1080011""","Great Oak School","=""1085111""","*","*",520
"Oxford School District","=""1080011""","Oxford Center School","=""1080111""",489,10,499
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","*","*",266
"Oxford School District","=""1080011""","Quaker Farms School","=""1080311""",551,14,565
"Park City Prep Charter School District","=""2830013""","Park City Prep Charter School","=""2835113""",206,0,206
"Plainfield School District","=""1090011""","Early Childhood Center","=""1090511""","*","*",266
"Plainfield School District","=""1090011""","Moosup Elementary School","=""1090111""","*","*",301
"Plainfield School District","=""1090011""","Plainfield Central School","=""1095111""","*","*",572
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""",910,6,916
"Plainfield School District","=""1090011""","Plainfield Memorial School","=""1090311""","*","*",386
"Plainfield School District","=""1090011""","Shepard Hill Elementary School","=""1090411""","*","*",321
"Plainville School District","=""1100011""","Frank T. Wheeler School","=""1100411""",311,17,328
"Plainville School District","=""1100011""","Linden Street School","=""1100211""",346,42,388
"Plainville School District","=""1100011""","Louis Toffolon School","=""1100511""",316,14,330
"Plainville School District","=""1100011""","Middle School of Plainville","=""1105211""",606,16,622
"Plainville School District","=""1100011""","Plainville High School","=""1106111""",891,7,898
