"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA and Math, All Grades Combined, High Needs (F/R, EL or SWD)"

"",,,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""","ELA","N",183,183,100.0,183,"*","*","*","*",34,18.6,131,71.6,165,90.2
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""","Math","Y",30,30,100.0,30,"*","*",9,30.0,"*","*",7,23.3,"*","*"
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""","Math","N",183,183,100.0,183,"*","*","*","*",49,26.8,101,55.2,150,82.0
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""","ELA","Y",193,182,94.3,182,28,15.4,50,27.5,71,39.0,33,18.1,104,57.1
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""","ELA","N",972,968,99.6,968,10,1.0,49,5.1,387,40.0,522,53.9,909,93.9
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""","Math","Y",193,183,94.8,183,40,21.9,58,31.7,46,25.1,39,21.3,85,46.4
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""","Math","N",972,968,99.6,968,6,0.6,88,9.1,216,22.3,658,68.0,874,90.3
"Darien School District","=""0350011""","Ox Ridge Elementary School","=""0351311""","ELA","Y",33,33,100.0,33,"*","*","*","*",9,27.3,10,30.3,19,57.6
"Darien School District","=""0350011""","Ox Ridge Elementary School","=""0351311""","ELA","N",186,186,100.0,186,"*","*","*","*",48,25.8,121,65.1,169,90.9
"Darien School District","=""0350011""","Ox Ridge Elementary School","=""0351311""","Math","Y",33,33,100.0,33,"*","*",12,36.4,"*","*",9,27.3,"*","*"
"Darien School District","=""0350011""","Ox Ridge Elementary School","=""0351311""","Math","N",186,186,100.0,186,"*","*","*","*",72,38.7,89,47.8,161,86.6
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""","ELA","Y",33,32,97.0,32,"*","*",11,34.4,"*","*",10,31.3,"*","*"
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""","ELA","N",164,162,98.8,162,"*","*","*","*",41,25.3,99,61.1,140,86.4
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""","Math","Y",33,32,97.0,32,"*","*",13,40.6,"*","*",8,25.0,"*","*"
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""","Math","N",164,162,98.8,162,"*","*","*","*",52,32.1,80,49.4,132,81.5
"Darien School District","=""0350011""","Tokeneke Elementary School","=""0350611""","ELA","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","Tokeneke Elementary School","=""0350611""","ELA","N",192,192,100.0,192,"*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","Tokeneke Elementary School","=""0350611""","Math","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","Tokeneke Elementary School","=""0350611""","Math","N",192,192,100.0,192,"*","*","*","*","*","*","*","*","*","*"
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""","ELA","Y",64,64,100.0,64,15,23.4,23,35.9,18,28.1,8,12.5,26,40.6
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""","ELA","N",135,134,99.3,134,10,7.5,25,18.7,43,32.1,56,41.8,99,73.9
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""","Math","Y",64,64,100.0,64,"*","*",28,43.8,12,18.8,"*","*","*","*"
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""","Math","N",135,134,99.3,134,"*","*",46,34.3,"*","*",47,35.1,"*","*"
"Derby School District","=""0370011""","Bradley School","=""0370611""","ELA","Y",87,87,100.0,87,30,34.5,14,16.1,33,37.9,10,11.5,43,49.4
"Derby School District","=""0370011""","Bradley School","=""0370611""","ELA","N",100,100,100.0,100,11,11.0,23,23.0,32,32.0,34,34.0,66,66.0
"Derby School District","=""0370011""","Bradley School","=""0370611""","Math","Y",87,87,100.0,87,33,37.9,29,33.3,17,19.5,8,9.2,25,28.7
"Derby School District","=""0370011""","Bradley School","=""0370611""","Math","N",99,99,100.0,99,11,11.1,39,39.4,33,33.3,16,16.2,49,49.5
"Derby School District","=""0370011""","Derby Alternative Education Center","=""0370511""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","Derby Alternative Education Center","=""0370511""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","Derby Middle School","=""0375011""","ELA","Y",190,190,100.0,190,90,47.4,54,28.4,40,21.1,6,3.2,46,24.2
"Derby School District","=""0370011""","Derby Middle School","=""0375011""","ELA","N",128,128,100.0,128,33,25.8,41,32.0,46,35.9,8,6.3,54,42.2
"Derby School District","=""0370011""","Derby Middle School","=""0375011""","Math","Y",189,186,98.4,186,117,62.9,47,25.3,"*","*","*","*",22,11.8
"Derby School District","=""0370011""","Derby Middle School","=""0375011""","Math","N",129,128,99.2,128,53,41.4,47,36.7,"*","*","*","*",28,21.9
"Derby School District","=""0370011""","Irving School","=""0370411""","ELA","Y",139,139,100.0,139,"*","*",30,21.6,26,18.7,"*","*","*","*"
"Derby School District","=""0370011""","Irving School","=""0370411""","ELA","N",30,30,100.0,30,"*","*","*","*",16,53.3,6,20.0,22,73.3
"Derby School District","=""0370011""","Irving School","=""0370411""","Math","Y",139,139,100.0,139,"*","*",40,28.8,16,11.5,"*","*","*","*"
"Derby School District","=""0370011""","Irving School","=""0370411""","Math","N",30,30,100.0,30,"*","*",17,56.7,8,26.7,"*","*","*","*"
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""","ELA","Y",48,47,97.9,47,19,40.4,13,27.7,"*","*","*","*",15,31.9
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""","ELA","N",150,150,100.0,150,"*","*",29,19.3,69,46.0,"*","*","*","*"
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""","Math","Y",48,47,97.9,47,23,48.9,12,25.5,"*","*","*","*",12,25.5
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""","Math","N",150,150,100.0,150,"*","*",33,22.0,57,38.0,"*","*","*","*"
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""","ELA","Y",43,43,100.0,43,"*","*",14,32.6,12,27.9,"*","*","*","*"
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""","ELA","N",152,152,100.0,152,"*","*","*","*",52,34.2,83,54.6,135,88.8
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""","Math","Y",43,43,100.0,43,"*","*",17,39.5,9,20.9,"*","*","*","*"
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""","Math","N",152,152,100.0,152,"*","*","*","*",41,27.0,84,55.3,125,82.2
"East Haddam School District","=""0410011""","East Haddam Elementary School","=""0410111""","ELA","Y",19,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","East Haddam Elementary School","=""0410111""","ELA","N",52,51,98.1,51,"*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","East Haddam Elementary School","=""0410111""","Math","Y",19,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","East Haddam Elementary School","=""0410111""","Math","N",52,51,98.1,51,"*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""","ELA","Y",99,94,94.9,94,29,30.9,27,28.7,18,19.1,20,21.3,38,40.4
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""","ELA","N",326,313,96.0,313,24,7.7,62,19.8,116,37.1,111,35.5,227,72.5
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""","Math","Y",99,93,93.9,93,45,48.4,27,29.0,13,14.0,8,8.6,21,22.6
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""","Math","N",325,312,96.0,312,59,18.9,88,28.2,83,26.6,82,26.3,165,52.9
"East Hampton School District","=""0420011""","Center School","=""0420311""","ELA","Y",57,51,89.5,51,19,37.3,15,29.4,13,25.5,"*","*","*","*"
"East Hampton School District","=""0420011""","Center School","=""0420311""","ELA","N",233,223,95.7,223,29,13.0,46,20.6,80,35.9,"*","*","*","*"
"East Hampton School District","=""0420011""","Center School","=""0420311""","Math","Y",57,51,89.5,51,13,25.5,21,41.2,13,25.5,"*","*","*","*"
"East Hampton School District","=""0420011""","Center School","=""0420311""","Math","N",233,223,95.7,223,24,10.8,71,31.8,78,35.0,"*","*","*","*"
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""","ELA","Y",88,85,96.6,85,33,38.8,29,34.1,"*","*","*","*",23,27.1
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""","ELA","N",344,312,90.7,312,"*","*",68,21.8,141,45.2,"*","*","*","*"
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""","Math","Y",88,85,96.6,85,47,55.3,26,30.6,"*","*","*","*",12,14.1
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""","Math","N",344,311,90.4,311,"*","*",127,40.8,87,28.0,"*","*","*","*"
"East Hampton School District","=""0420011""","Memorial School","=""0420111""","ELA","Y",40,38,95.0,38,12,31.6,18,47.4,"*","*","*","*",8,21.1
"East Hampton School District","=""0420011""","Memorial School","=""0420111""","ELA","N",120,119,99.2,119,"*","*",29,24.4,"*","*",44,37.0,"*","*"
"East Hampton School District","=""0420011""","Memorial School","=""0420111""","Math","Y",40,38,95.0,38,20,52.6,9,23.7,"*","*","*","*",9,23.7
"East Hampton School District","=""0420011""","Memorial School","=""0420111""","Math","N",120,119,99.2,119,"*","*",33,27.7,47,39.5,"*","*","*","*"
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""","ELA","Y",130,130,100.0,130,78,60.0,31,23.8,"*","*","*","*",21,16.2
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""","ELA","N",34,34,100.0,34,13,38.2,11,32.4,"*","*","*","*",10,29.4
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""","Math","Y",130,130,100.0,130,89,68.5,34,26.2,7,5.4,0,0.0,7,5.4
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""","Math","N",34,34,100.0,34,17,50.0,9,26.5,8,23.5,0,0.0,8,23.5
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""","ELA","Y",137,137,100.0,137,90,65.7,26,19.0,"*","*","*","*",21,15.3
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""","ELA","N",44,44,100.0,44,17,38.6,"*","*",12,27.3,"*","*","*","*"
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""","Math","Y",136,135,99.3,135,82,60.7,38,28.1,"*","*","*","*",15,11.1
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""","Math","N",44,44,100.0,44,18,40.9,14,31.8,"*","*","*","*",12,27.3
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""","ELA","Y",124,124,100.0,123,61,49.6,"*","*",25,20.3,"*","*","*","*"
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""","ELA","N",26,26,100.0,26,10,38.5,"*","*",9,34.6,"*","*","*","*"
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""","Math","Y",121,120,99.2,120,59,49.2,42,35.0,"*","*","*","*",19,15.8
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""","Math","N",26,26,100.0,26,11,42.3,"*","*",8,30.8,"*","*","*","*"
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""","ELA","Y",152,152,100.0,152,65,42.8,34,22.4,40,26.3,13,8.6,53,34.9
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""","ELA","N",106,106,100.0,106,22,20.8,37,34.9,27,25.5,20,18.9,47,44.3
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""","Math","Y",152,152,100.0,152,75,49.3,46,30.3,21,13.8,10,6.6,31,20.4
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""","Math","N",104,104,100.0,104,22,21.2,42,40.4,27,26.0,13,12.5,40,38.5
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""","ELA","Y",815,806,98.9,803,377,46.9,237,29.5,159,19.8,30,3.7,189,23.5
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""","ELA","N",273,270,98.9,270,71,26.3,78,28.9,88,32.6,33,12.2,121,44.8
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""","Math","Y",816,801,98.2,800,536,67.0,192,24.0,58,7.3,14,1.8,72,9.0
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""","Math","N",273,269,98.5,269,116,43.1,95,35.3,39,14.5,19,7.1,58,21.6
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""","ELA","Y",91,91,100.0,91,23,25.3,26,28.6,28,30.8,14,15.4,42,46.2
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""","ELA","N",87,87,100.0,87,11,12.6,15,17.2,20,23.0,41,47.1,61,70.1
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""","Math","Y",91,91,100.0,91,34,37.4,40,44.0,"*","*","*","*",17,18.7
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""","Math","N",87,87,100.0,87,"*","*",30,34.5,27,31.0,"*","*","*","*"
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""","ELA","Y",90,90,100.0,90,"*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""","ELA","N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""","Math","Y",90,90,100.0,90,"*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""","Math","N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""","ELA","Y",85,85,100.0,85,"*","*",21,24.7,27,31.8,"*","*","*","*"
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""","ELA","N",43,43,100.0,43,"*","*","*","*",12,27.9,15,34.9,27,62.8
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""","Math","Y",85,82,96.5,82,27,32.9,22,26.8,24,29.3,9,11.0,33,40.2
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""","Math","N",43,41,95.3,41,9,22.0,10,24.4,13,31.7,9,22.0,22,53.7
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""","ELA","Y",183,183,100.0,182,105,57.7,40,22.0,26,14.3,11,6.0,37,20.3
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""","ELA","N",81,81,100.0,81,25,30.9,25,30.9,22,27.2,9,11.1,31,38.3
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""","Math","Y",183,183,100.0,182,124,68.1,48,26.4,"*","*","*","*",10,5.5
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""","Math","N",81,81,100.0,81,47,58.0,22,27.2,"*","*","*","*",12,14.8
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""","ELA","Y",103,103,100.0,102,49,48.0,"*","*",17,16.7,"*","*","*","*"
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""","ELA","N",22,22,100.0,22,8,36.4,"*","*",7,31.8,"*","*","*","*"
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""","Math","Y",101,101,100.0,99,"*","*",29,29.3,13,13.1,"*","*","*","*"
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""","Math","N",22,22,100.0,22,"*","*",15,68.2,0,0.0,"*","*","*","*"
"East Hartford School District","=""0430011""","Sunset Ridge School Elementary Academy for Arts and World Languages","=""0432411""","ELA","Y",145,145,100.0,145,59,40.7,41,28.3,39,26.9,6,4.1,45,31.0
"East Hartford School District","=""0430011""","Sunset Ridge School Elementary Academy for Arts and World Languages","=""0432411""","ELA","N",54,54,100.0,54,12,22.2,13,24.1,23,42.6,6,11.1,29,53.7
"East Hartford School District","=""0430011""","Sunset Ridge School Elementary Academy for Arts and World Languages","=""0432411""","Math","Y",144,144,100.0,144,100,69.4,34,23.6,"*","*","*","*",10,6.9
"East Hartford School District","=""0430011""","Sunset Ridge School Elementary Academy for Arts and World Languages","=""0432411""","Math","N",54,54,100.0,54,27,50.0,16,29.6,"*","*","*","*",11,20.4
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","ELA","Y","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","Math","Y","*","*","*","*","*","*","*","*",0,0.0,0,0.0,0,0.0
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""","ELA","Y",100,100,100.0,100,24,24.0,23,23.0,34,34.0,19,19.0,53,53.0
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""","ELA","N",155,155,100.0,155,9,5.8,37,23.9,71,45.8,38,24.5,109,70.3
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""","Math","Y",100,100,100.0,100,31,31.0,29,29.0,32,32.0,8,8.0,40,40.0
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""","Math","N",155,154,99.4,154,17,11.0,60,39.0,41,26.6,36,23.4,77,50.0
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""","ELA","Y",99,99,100.0,99,44,44.4,24,24.2,17,17.2,14,14.1,31,31.3
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""","ELA","N",90,90,100.0,90,13,14.4,22,24.4,28,31.1,27,30.0,55,61.1
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""","Math","Y",99,99,100.0,98,32,32.7,25,25.5,35,35.7,6,6.1,41,41.8
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""","Math","N",90,90,100.0,90,7,7.8,29,32.2,35,38.9,19,21.1,54,60.0
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","ELA","Y",97,97,100.0,97,"*","*",32,33.0,12,12.4,"*","*","*","*"
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","ELA","N",51,51,100.0,51,"*","*",22,43.1,16,31.4,"*","*","*","*"
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","Math","Y",97,97,100.0,97,57,58.8,20,20.6,"*","*","*","*",20,20.6
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","Math","N",51,51,100.0,51,"*","*",22,43.1,17,33.3,"*","*","*","*"
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","ELA","Y",371,367,98.9,367,120,32.7,115,31.3,100,27.2,32,8.7,132,36.0
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","ELA","N",204,203,99.5,203,26,12.8,54,26.6,88,43.3,35,17.2,123,60.6
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","Math","Y",371,366,98.7,366,197,53.8,127,34.7,30,8.2,12,3.3,42,11.5
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","Math","N",204,201,98.5,201,68,33.8,74,36.8,44,21.9,15,7.5,59,29.4
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","ELA","Y",98,98,100.0,98,36,36.7,20,20.4,23,23.5,19,19.4,42,42.9
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","ELA","N",49,49,100.0,49,8,16.3,15,30.6,18,36.7,8,16.3,26,53.1
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","Math","Y",98,98,100.0,98,40,40.8,33,33.7,"*","*","*","*",25,25.5
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","Math","N",49,49,100.0,49,"*","*",16,32.7,19,38.8,"*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","ELA","Y",215,205,95.3,205,52,25.4,59,28.8,67,32.7,27,13.2,94,45.9
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","ELA","N",627,611,97.4,611,30,4.9,89,14.6,240,39.3,252,41.2,492,80.5
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","Math","Y",215,204,94.9,203,63,31.0,63,31.0,55,27.1,22,10.8,77,37.9
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","Math","N",627,610,97.3,610,41,6.7,137,22.5,166,27.2,266,43.6,432,70.8
"East Lyme School District","=""0450011""","Flanders School","=""0450111""","ELA","Y",45,45,100.0,45,"*","*",10,22.2,13,28.9,"*","*","*","*"
"East Lyme School District","=""0450011""","Flanders School","=""0450111""","ELA","N",112,111,99.1,111,"*","*","*","*",34,30.6,64,57.7,98,88.3
"East Lyme School District","=""0450011""","Flanders School","=""0450111""","Math","Y",45,45,100.0,45,"*","*",18,40.0,11,24.4,"*","*","*","*"
"East Lyme School District","=""0450011""","Flanders School","=""0450111""","Math","N",112,111,99.1,111,"*","*",21,18.9,42,37.8,"*","*","*","*"
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""","ELA","Y",42,41,97.6,41,"*","*",11,26.8,11,26.8,"*","*","*","*"
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""","ELA","N",81,80,98.8,80,"*","*","*","*",13,16.3,56,70.0,69,86.3
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""","Math","Y",42,41,97.6,41,"*","*",17,41.5,"*","*",8,19.5,"*","*"
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""","Math","N",80,79,98.8,79,"*","*","*","*",23,29.1,45,57.0,68,86.1
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""","ELA","Y",21,21,100.0,21,"*","*","*","*","*","*",10,47.6,"*","*"
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""","ELA","N",54,54,100.0,54,"*","*","*","*","*","*",33,61.1,"*","*"
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""","Math","Y",21,21,100.0,21,"*","*","*","*","*","*",9,42.9,"*","*"
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""","Math","N",54,54,100.0,54,0,0.0,"*","*","*","*",30,55.6,"*","*"
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","ELA","Y",49,48,98.0,48,"*","*",16,33.3,11,22.9,"*","*","*","*"
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","ELA","N",37,37,100.0,37,"*","*",11,29.7,16,43.2,"*","*","*","*"
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","Math","Y",49,48,98.0,48,"*","*",13,27.1,14,29.2,"*","*","*","*"
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","Math","N",37,37,100.0,37,"*","*",12,32.4,17,45.9,"*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","ELA","Y",191,187,97.9,187,56,29.9,63,33.7,54,28.9,14,7.5,68,36.4
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","ELA","N",183,182,99.5,182,23,12.6,39,21.4,82,45.1,38,20.9,120,65.9
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","Math","Y",191,187,97.9,187,92,49.2,68,36.4,21,11.2,6,3.2,27,14.4
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","Math","N",183,182,99.5,182,41,22.5,62,34.1,41,22.5,38,20.9,79,43.4
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""","ELA","Y",45,43,95.6,43,41,95.3,"*","*","*","*",0,0.0,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""","Math","Y",45,41,91.1,39,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""","ELA","Y",32,32,100.0,32,"*","*",12,37.5,"*","*",8,25.0,"*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""","ELA","N",54,54,100.0,54,"*","*","*","*",25,46.3,18,33.3,43,79.6
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""","Math","Y",32,32,100.0,32,"*","*",11,34.4,7,21.9,"*","*","*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""","Math","N",54,54,100.0,54,"*","*",18,33.3,16,29.6,"*","*","*","*"
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""","ELA","Y",40,39,97.5,39,12,30.8,"*","*",15,38.5,"*","*","*","*"
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""","ELA","N",262,256,97.7,256,"*","*",40,15.6,106,41.4,"*","*","*","*"
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""","Math","Y",40,38,95.0,38,18,47.4,11,28.9,"*","*","*","*",9,23.7
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""","Math","N",262,251,95.8,251,"*","*",48,19.1,82,32.7,"*","*","*","*"
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""","ELA","Y",48,47,97.9,47,"*","*","*","*",18,38.3,11,23.4,29,61.7
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""","ELA","N",280,274,97.9,274,"*","*","*","*",71,25.9,188,68.6,259,94.5
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""","Math","Y",48,45,93.8,45,"*","*",15,33.3,11,24.4,"*","*","*","*"
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""","Math","N",280,274,97.9,274,"*","*","*","*",81,29.6,159,58.0,240,87.6
"Education Connection","=""2420014""","GFLC/ACCESS School","=""2429014""","ELA","Y",7,7,"*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","GFLC/ACCESS School","=""2429014""","Math","Y",7,6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Center School","=""0480111""","ELA","Y",34,34,100.0,34,"*","*",12,35.3,8,23.5,8,23.5,16,47.1
"Ellington School District","=""0480011""","Center School","=""0480111""","ELA","N",92,92,100.0,92,"*","*",10,10.9,24,26.1,55,59.8,79,85.9
"Ellington School District","=""0480011""","Center School","=""0480111""","Math","Y",34,34,100.0,34,8,23.5,14,41.2,9,26.5,"*","*","*","*"
"Ellington School District","=""0480011""","Center School","=""0480111""","Math","N",92,92,100.0,92,0,0.0,14,15.2,39,42.4,"*","*","*","*"
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""","ELA","Y",21,20,95.2,20,"*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""","ELA","N",63,61,96.8,61,"*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""","Math","Y",21,20,95.2,20,"*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""","Math","N",63,61,96.8,61,"*","*","*","*","*","*","*","*","*","*"
