"Student Counts by School and Gender"
"All Districts, All Schools"
"2014-15"

"",,,,"Gender",,
"New Haven School District","=""0930011""","Cortlandt V.R. Creed Health and Sport Sciences High School","=""0936811""",43,140,183
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""",242,219,461
"New Haven School District","=""0930011""","Domus Academy","=""0935611""","*","*",36
"New Haven School District","=""0930011""","Early Learning Center","=""0938111""",78,64,142
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""",256,252,508
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""",172,399,571
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""",393,393,786
"New Haven School District","=""0930011""","Headstart","=""0938011""",171,200,371
"New Haven School District","=""0930011""","Helene Grant HeadStart","=""0938311""",144,133,277
"New Haven School District","=""0930011""","High School In The Community","=""0936611""",177,105,282
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""",221,255,476
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""",384,291,675
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""",487,552,1039
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",253,269,522
"New Haven School District","=""0930011""","John S. Martinez Sea and Sky STEM School","=""0930811""",239,269,508
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""",277,287,564
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",181,191,372
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""",244,299,543
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""",187,204,391
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""",147,117,264
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""",23,41,64
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""",15,0,15
"New Haven School District","=""0930011""","Quinnipiac Real World Math STEM School","=""0933511""",183,147,330
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""",52,65,117
"New Haven School District","=""0930011""","Roberto Clemente Leadership Academy for Global Awareness","=""0934211""",261,274,535
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",366,309,675
"New Haven School District","=""0930011""","Sound School","=""0936711""",150,180,330
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""",201,228,429
"New Haven School District","=""0930011""","Truman School","=""0932911""",233,250,483
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""",128,144,272
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",185,217,402
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""",665,697,1362
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",225,216,441
"New London School District","=""0950011""","Jennings School","=""0950311""",291,246,537
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""",308,316,624
"New London School District","=""0950011""","Harbor","=""0950611""",59,65,124
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""",243,228,471
"New London School District","=""0950011""","New London High School","=""0956111""",382,504,886
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""",245,311,556
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""",204,250,454
"New Milford School District","=""0960011""","John Pettibone School","=""0960711""",182,182,364
"New Milford School District","=""0960011""","Litchfield Hills Transition Center","=""0969011""","*","*",11
"New Milford School District","=""0960011""","New Milford High School","=""0966111""",688,710,1398
"New Milford School District","=""0960011""","Northville Elementary School","=""0960811""",194,220,414
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""",487,537,1024
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""",311,370,681
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""",221,238,459
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""",138,136,274
"Newington School District","=""0940011""","John Paterson School","=""0940811""",202,216,418
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",323,364,687
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",300,315,615
"Newington School District","=""0940011""","Newington High School","=""0946111""",656,652,1308
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""",178,166,344
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""",164,157,321
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""",154,160,314
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""",197,194,391
"Newtown School District","=""0970011""","Newtown High School","=""0976111""",835,903,1738
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""",411,422,833
"Newtown School District","=""0970011""","Newtown Preschool","=""0978011""",21,37,58
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""",338,393,731
"Newtown School District","=""0970011""","STARR","=""0979011""","*","*","*"
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""",188,171,359
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""",57,58,115
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""",172,234,406
"North Branford School District","=""0990011""","North Branford High School","=""0996111""",326,293,619
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""",255,252,507
"North Branford School District","=""0990011""","School to Work Program","=""0999011""",0,"*","*"
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""",209,221,430
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",138,142,280
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""",147,185,332
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""",198,186,384
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""",159,155,314
"North Haven School District","=""1010011""","North Haven High School","=""1016111""",530,509,1039
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""",372,410,782
"North Haven School District","=""1010011""","North Haven Transition Partnership","=""1010111""","*","*","*"
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""",207,216,423
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""",190,191,381
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""",96,100,196
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""",66,98,164
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""",873,802,1675
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""",248,274,522
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""",176,157,333
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""",225,277,502
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""",208,244,452
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""",275,313,588
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""",283,283,566
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""",227,270,497
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""",229,231,460
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""",298,322,620
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""",760,815,1575
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""",26,30,56
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""",312,333,645
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""",213,246,459
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""",221,223,444
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""",229,257,486
"Norwalk School District","=""1030011""","Tracey School","=""1031411""",184,205,389
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""",306,329,635
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""",144,181,325
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""",1181,1136,2317
"Norwich School District","=""1040011""","Bishop School Early Learning Center","=""1040111""",101,122,223
"Norwich School District","=""1040011""","Case Street Early Learning Center at DTZ","=""1040211""",33,24,57
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""",0,20,20
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""",189,179,368
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""",329,342,671
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""",203,187,390
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""",171,202,373
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""",240,251,491
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""",145,138,283
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""",119,131,250
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""",146,165,311
"Norwich School District","=""1040011""","Virtual Learning Academy","=""1049211""","*","*",12
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""",117,119,236
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""",153,175,328
"Old Saybrook School District","=""1060011""","Kathleen E. Goodwin School","=""1060211""",211,206,417
"Old Saybrook School District","=""1060011""","Old Saybrook Middle School","=""1065211""",270,261,531
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""",241,225,466
"Orange School District","=""1070011""","Mary L. Tracy School","=""1070211""",76,92,168
"Orange School District","=""1070011""","Peck Place School","=""1070511""",186,163,349
"Orange School District","=""1070011""","Race Brook School","=""1070311""",177,192,369
"Orange School District","=""1070011""","Turkey Hill School","=""1070411""",140,153,293
"Oxford School District","=""1080011""","Great Oak School","=""1085111""",257,260,517
"Oxford School District","=""1080011""","Oxford Center School","=""1080111""",252,228,480
"Oxford School District","=""1080011""","Oxford High School","=""1086011""",287,288,575
"Oxford School District","=""1080011""","Quaker Farms School","=""1080311""",191,205,396
"Park City Prep Charter School District","=""2830013""","Park City Prep Charter School","=""2835113""",179,181,360
"Path Academy District","=""2930013""","Path Academy","=""2930113""",60,72,132
"Plainfield School District","=""1090011""","Early Childhood Center","=""1098011""",11,8,19
"Plainfield School District","=""1090011""","Moosup Elementary School","=""1090111""",164,158,322
"Plainfield School District","=""1090011""","Plainfield Central School","=""1095111""",277,290,567
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""",336,347,683
"Plainfield School District","=""1090011""","Plainfield Memorial School","=""1090311""",167,169,336
"Plainfield School District","=""1090011""","Shepard Hill Elementary School","=""1090411""",200,210,410
"Plainville School District","=""1100011""","Frank T. Wheeler School","=""1100411""",150,158,308
"Plainville School District","=""1100011""","Linden Street School","=""1100211""",216,229,445
"Plainville School District","=""1100011""","Louis Toffolon School","=""1100511""",190,194,384
"Plainville School District","=""1100011""","Middle School of Plainville","=""1105211""",256,282,538
"Plainville School District","=""1100011""","Plainville High School","=""1106111""",337,378,715
"Plymouth School District","=""1110011""","Eli Terry Jr. Middle School","=""1115111""",172,184,356
"Plymouth School District","=""1110011""","Harry S. Fisher Elementary School","=""1110411""",180,187,367
"Plymouth School District","=""1110011""","Plymouth Alternative High School","=""1117111""",7,6,13
"Plymouth School District","=""1110011""","Plymouth Center School","=""1110211""",162,180,342
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""",214,249,463
"Pomfret School District","=""1120011""","Pomfret Community School","=""1120111""",195,213,408
"Portland School District","=""1130011""","Brownstone Intermediate School","=""1130511""",103,111,214
"Portland School District","=""1130011""","Gildersleeve School","=""1130411""",93,100,193
"Portland School District","=""1130011""","Portland High School","=""1136111""",195,174,369
"Portland School District","=""1130011""","Portland Middle School","=""1135111""",121,118,239
"Portland School District","=""1130011""","Valley View School","=""1130211""",150,163,313
"Preston School District","=""1140011""","Preston Plains School","=""1145111""",88,69,157
"Preston School District","=""1140011""","Preston Veterans' Memorial School","=""1140411""",126,135,261
"Putnam School District","=""1160011""","Helping Hands","=""1169011""",0,"*","*"
"Putnam School District","=""1160011""","Putnam Elementary School","=""1160311""",321,347,668
"Putnam School District","=""1160011""","Putnam High School","=""1166111""",133,140,273
"Putnam School District","=""1160011""","Putnam Middle School","=""1165111""",157,138,295
"Redding School District","=""1170011""","John Read Middle School","=""1175111""",241,272,513
"Redding School District","=""1170011""","Redding Elementary School","=""1170111""",235,253,488
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""",210,194,404
"Regional School District 04","=""2040012""","John Winthrop Middle School","=""2045112""",164,168,332
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""",324,311,635
"Regional School District 05","=""2050012""","Amity Middle School: Bethany","=""2055112""",193,193,386
"Regional School District 05","=""2050012""","Amity Middle School: Orange","=""2055212""",188,204,392
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""",747,777,1524
"Regional School District 06","=""2060012""","Early Childhood Learning Center","=""2068112""",26,31,57
"Regional School District 06","=""2060012""","Goshen Center School","=""2060112""",89,61,150
"Regional School District 06","=""2060012""","James Morris School","=""2060212""",60,65,125
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""",304,263,567
"Regional School District 06","=""2060012""","Warren Elementary School","=""2060312""",31,35,66
"Regional School District 07","=""2070012""","AIM","=""2079112""","*","*",10
"Regional School District 07","=""2070012""","FLEX","=""2079012""",0,8,8
"Regional School District 07","=""2070012""","Links","=""2079212""","*","*",13
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""",366,327,693
"Regional School District 07","=""2070012""","Northwestern Regional Middle School","=""2075112""",165,167,332
"Regional School District 07","=""2070012""","STEP","=""2079312""","*","*",8
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""",520,574,1094
"Regional School District 08","=""2080012""","RHAM Middle School","=""2085112""",270,285,555
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""",510,539,1049
"Regional School District 10","=""2100012""","Har-Bur Middle School","=""2105112""",397,412,809
"Regional School District 10","=""2100012""","Harwinton Consolidated School","=""2100312""",205,212,417
"Regional School District 10","=""2100012""","Lake Garda Elementary School","=""2100212""",217,251,468
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""",361,417,778
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""",128,141,269
"Regional School District 12","=""2120012""","Booth Free School","=""2120212""",35,43,78
"Regional School District 12","=""2120012""","Shepaug Valley School","=""2120312""",228,233,461
"Regional School District 12","=""2120012""","The Burnham School","=""2120112""",31,24,55
"Regional School District 12","=""2120012""","Washington Primary School","=""2120412""",79,74,153
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""",273,283,556
"Regional School District 13","=""2130012""","Francis E. Korn School","=""2130212""",74,67,141
"Regional School District 13","=""2130012""","Frank Ward Strong School","=""2135112""",157,181,338
"Regional School District 13","=""2130012""","Frederick Brewster School","=""2130112""",109,128,237
"Regional School District 13","=""2130012""","John Lyman School","=""2130512""",142,97,239
"Regional School District 13","=""2130012""","Middlefield Memorial School","=""2130412""",129,164,293
"Regional School District 13","=""2130012""","Middlesex Transition Academy","=""2130312""",7,12,19
"Regional School District 14","=""2140012""","Bethlehem Elementary School","=""2140112""",148,116,264
"Regional School District 14","=""2140012""","Integrated Star Preschool Program","=""2148012""",19,32,51
"Regional School District 14","=""2140012""","Mitchell Elementary School","=""2140212""",167,192,359
"Regional School District 14","=""2140012""","Nonnewaug Chiefs Alternative Program","=""2140312""","*",0,"*"
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""",436,315,751
"Regional School District 14","=""2140012""","Woodbury Middle School","=""2145112""",176,188,364
"Regional School District 15","=""2150012""","Gainfield Elementary School","=""2150412""",183,195,378
"Regional School District 15","=""2150012""","Long Meadow Elementary School","=""2150712""",232,289,521
"Regional School District 15","=""2150012""","Memorial Middle School","=""2155212""",214,246,460
"Regional School District 15","=""2150012""","Middlebury Elementary School","=""2150612""",174,174,348
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""",588,616,1204
"Regional School District 15","=""2150012""","Pomperaug School","=""2150512""",196,195,391
"Regional School District 15","=""2150012""","Rochambeau Middle School","=""2155112""",266,279,545
"Regional School District 16","=""2160012""","Algonquin School","=""2160312""",220,195,415
"Regional School District 16","=""2160012""","Community School","=""2160212""",118,101,219
"Regional School District 16","=""2160012""","Laurel Ledge School","=""2160112""",188,232,420
"Regional School District 16","=""2160012""","Long River Middle School","=""2165112""",275,295,570
"Regional School District 16","=""2160012""","WRHS Alternative Education Program","=""2160412""",6,7,13
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""",361,319,680
"Regional School District 17","=""2170012""","Burr District Elementary School","=""2170212""",132,167,299
"Regional School District 17","=""2170012""","Haddam Elementary School","=""2170112""",107,128,235
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""",329,286,615
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""",348,414,762
"Regional School District 17","=""2170012""","Killingworth Elementary School","=""2170312""",126,138,264
"Regional School District 18","=""2180012""","Center School","=""2180312""",62,64,126
"Regional School District 18","=""2180012""","Lyme Consolidated School","=""2180112""",106,109,215
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""",205,232,437
"Regional School District 18","=""2180012""","Lyme-Old Lyme Middle School","=""2185112""",185,167,352
"Regional School District 18","=""2180012""","Mile Creek School","=""2180212""",108,113,221
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""",593,559,1152
"Regional School District 19","=""2190012""","E.O. Smith High School at the Depot Campus","=""2190112""",19,8,27
"Regional School District 19","=""2190012""","PM Panthers","=""2190212""",7,10,17
"Ridgefield School District","=""1180011""","Alternative High School","=""1188011""",6,8,14
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""",175,186,361
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""",184,195,379
"Ridgefield School District","=""1180011""","East Ridge Middle School","=""1185111""",373,387,760
"Ridgefield School District","=""1180011""","Farmingville Elementary School","=""1180411""",165,180,345
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""",167,187,354
"Ridgefield School District","=""1180011""","Ridgefield 18-21 Transition Program","=""1189011""","*","*","*"
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""",873,871,1744
"Ridgefield School District","=""1180011""","Scotland Elementary School","=""1180511""",187,181,368
"Ridgefield School District","=""1180011""","Scotts Ridge Middle School","=""1185211""",237,259,496
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""",169,161,330
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""",319,306,625
"Rocky Hill School District","=""1190011""","Alternative Learning Program","=""1190111""","*","*",10
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""",231,252,483
"Rocky Hill School District","=""1190011""","Pathways","=""1190311""","*","*",6
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""",354,343,697
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""",319,342,661
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""",184,208,392
"Salisbury School District","=""1220011""","SELC","=""1220211""","*","*","*"
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""",132,137,269
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""",71,58,129
"Seymour School District","=""1240011""","Bungay School","=""1240111""",251,251,502
"Seymour School District","=""1240011""","Chatfield-LoPresti School","=""1240211""",256,277,533
"Seymour School District","=""1240011""","Seymour High School","=""1246111""",309,339,648
"Seymour School District","=""1240011""","Seymour Middle School","=""1245111""",301,290,591
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""",87,76,163
"Sharon School District","=""1250011""","TOTAL","=""1250211""","*","*",14
"Shelton School District","=""1260011""","Mohegan School","=""1260911""",146,147,293
"Shelton School District","=""1260011""","Booth Hill School","=""1261011""",150,173,323
"Shelton School District","=""1260011""","Elizabeth Shelton School","=""1260511""",230,241,471
"Shelton School District","=""1260011""","Intermediate School","=""1265111""",427,451,878
"Shelton School District","=""1260011""","Long Hill School","=""1260811""",203,229,432
"Shelton School District","=""1260011""","Perry Hill Elementary School","=""1261111""",361,388,749
"Shelton School District","=""1260011""","Shelton High School","=""1266111""",781,769,1550
"Shelton School District","=""1260011""","Sunnyside School","=""1260611""",115,114,229
"Sherman School District","=""1270011""","Sherman School","=""1270111""",179,167,346
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""",117,118,235
"Simsbury School District","=""1280011""","Central School","=""1280111""",192,212,404
"Simsbury School District","=""1280011""","Henry James Memorial School","=""1285111""",343,396,739
"Simsbury School District","=""1280011""","Latimer Lane School","=""1280611""",207,197,404
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""",692,758,1450
"Simsbury School District","=""1280011""","Squadron Line School","=""1280711""",292,320,612
"Simsbury School District","=""1280011""","Tariffville School","=""1280311""",155,139,294
"Simsbury School District","=""1280011""","Tootin' Hills School","=""1280411""",184,188,372
"Somers School District","=""1290011""","Mabelle B. Avery Middle School","=""1295111""",188,183,371
"Somers School District","=""1290011""","Somers Elementary School","=""1290411""",304,324,628
"Somers School District","=""1290011""","Somers High School","=""1296111""",232,242,474
"South Windsor School District","=""1320011""","Pleasant Valley School","=""1320211""",178,168,346
"South Windsor School District","=""1320011""","Eli Terry School","=""1320711""",216,228,444
"South Windsor School District","=""1320011""","Orchard Hill School","=""1320611""",188,201,389
"South Windsor School District","=""1320011""","Philip R. Smith School","=""1320111""",163,181,344
"South Windsor School District","=""1320011""","Project Worth Young Adult Academy","=""1329011""","*","*",11
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""",687,677,1364
"South Windsor School District","=""1320011""","Timothy Edwards School","=""1325111""",453,526,979
"South Windsor School District","=""1320011""","Wapping Elementary School","=""1320411""",141,162,303
"Southington School District","=""1310011""","John F. Kennedy Middle School","=""1315311""",411,415,826
"Southington School District","=""1310011""","Achieve","=""1311711""","*","*","*"
"Southington School District","=""1310011""","Alta","=""1310111""",16,22,38
"Southington School District","=""1310011""","Derynoski Elementary School","=""1311511""",306,305,611
"Southington School District","=""1310011""","EASE","=""1310511""",0,10,10
"Southington School District","=""1310011""","Flanders Elementary School","=""1311311""",131,162,293
"Southington School District","=""1310011""","Hatton Elementary School","=""1310211""",177,207,384
"Southington School District","=""1310011""","Joseph A. Depaolo Middle School","=""1315111""",359,368,727
"Southington School District","=""1310011""","Language Based Classroom at Hatton School","=""1310411""","*","*",7
"Southington School District","=""1310011""","Language Based Classroom, Multihandicapped","=""1311811""","*","*",8
"Southington School District","=""1310011""","Plantsville Elementary School","=""1310611""",151,136,287
"Southington School District","=""1310011""","Preschool/ABA-Hatton School","=""1310311""",8,25,33
"Southington School District","=""1310011""","Preschool/ABA-South End School","=""1311911""","*","*",10
"Southington School District","=""1310011""","South End Elementary School","=""1310711""",128,128,256
"Southington School District","=""1310011""","Southington High School","=""1316211""",1008,1004,2012
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""",159,150,309
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""",205,222,427
"Southington School District","=""1310011""","Therapeutic Educational Alternative Model (TEAM)","=""1311611""","*","*","*"
"Southington School District","=""1310011""","Therapeutic Educational Setting (TEP)","=""1311211""","*","*",6
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""",168,173,341
"Sprague School District","=""1330011""","Sayles School","=""1330111""",159,204,363
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""",218,253,471
"Stafford School District","=""1340011""","Stafford High School","=""1346111""",235,179,414
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""",167,187,354
"Stafford School District","=""1340011""","Stafford Tutoring Program","=""1340211""","*","*","*"
"Stafford School District","=""1340011""","Staffordville School","=""1340311""",80,82,162
"Stafford School District","=""1340011""","West Stafford School","=""1340411""",87,89,176
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""",60,81,141
"Stamford School District","=""1350011""","Alternate Routes To Success","=""1350411""",45,51,96
"Stamford School District","=""1350011""","Apples PreK","=""1350111""",30,90,120
"Stamford School District","=""1350011""","Cloonan School","=""1355611""",287,329,616
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""",319,307,626
"Stamford School District","=""1350011""","Dolan School","=""1355311""",254,278,532
"Stamford School District","=""1350011""","Hart School","=""1352211""",317,339,656
"Stamford School District","=""1350011""","Individuals Achieving Independence","=""1350211""",9,14,23
"Stamford School District","=""1350011""","Julia A. Stark School","=""1351211""",287,316,603
"Stamford School District","=""1350011""","K. T. Murphy School","=""1350511""",282,270,552
"Stamford School District","=""1350011""","Newfield School","=""1350611""",325,331,656
"Stamford School District","=""1350011""","Northeast School","=""1351811""",334,352,686
"Stamford School District","=""1350011""","Preschool Team","=""1358011""",9,26,35
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""",401,350,751
"Stamford School District","=""1350011""","Rogers International School","=""1350811""",422,379,801
"Stamford School District","=""1350011""","Roxbury School","=""1350911""",293,322,615
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""",351,321,672
"Stamford School District","=""1350011""","Springdale School","=""1351111""",348,334,682
"Stamford School District","=""1350011""","Stamford High School","=""1356111""",850,940,1790
"Stamford School District","=""1350011""","Stillmeadow School","=""1352111""",306,366,672
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""",296,397,693
"Stamford School District","=""1350011""","Toquam Magnet School","=""1351911""",320,390,710
"Stamford School District","=""1350011""","Turn of River School","=""1355511""",317,293,610
"Stamford School District","=""1350011""","Westhill High School","=""1356311""",1075,1013,2088
"Stamford School District","=""1350011""","Westover School","=""1351411""",341,373,714
"Sterling School District","=""1360011""","Sterling Community School","=""1360311""",209,252,461
"Stonington School District","=""1370011""","Community Classroom","=""1370811""","*","*","*"
"Stonington School District","=""1370011""","Deans Mill School","=""1370511""",199,215,414
"Stonington School District","=""1370011""","Mystic Middle School","=""1375211""",174,222,396
"Stonington School District","=""1370011""","Pawcatuck Middle School","=""1375111""",148,150,298
"Stonington School District","=""1370011""","Stonington BOE Pre-School","=""1370111""",10,9,19
"Stonington School District","=""1370011""","Stonington HS PreK","=""1370211""",12,7,19
"Stonington School District","=""1370011""","Stonington High School","=""1376111""",385,375,760
"Stonington School District","=""1370011""","West Broad Street School","=""1370411""",56,79,135
"Stonington School District","=""1370011""","West Vine Street School","=""1370611""",94,109,203
"Stratford School District","=""1380011""","Eli Whitney School","=""1381311""",246,270,516
"Stratford School District","=""1380011""","ABA Second Hill Lane","=""1380611""","*","*","*"
"Stratford School District","=""1380011""","ALPHA","=""1380511""",20,25,45
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""",556,504,1060
"Stratford School District","=""1380011""","Chapel School","=""1380311""",254,280,534
"Stratford School District","=""1380011""","David Wooster Middle School","=""1385211""",248,264,512
"Stratford School District","=""1380011""","Franklin STEPS K-2","=""1382111""","*","*","*"
"Stratford School District","=""1380011""","Franklin School","=""1380411""",150,152,302
"Stratford School District","=""1380011""","Harry B. Flood Middle School","=""1385311""",272,294,566
"Stratford School District","=""1380011""","High School STEPS 9-12","=""1382011""","*","*","*"
"Stratford School District","=""1380011""","High School Sails","=""1380711""","*","*",7
"Stratford School District","=""1380011""","Honeyspot School","=""1381611""",122,89,211
"Stratford School District","=""1380011""","IPP Classroom - Johnson","=""1381111""","*","*",8
"Stratford School District","=""1380011""","Intensive Need Classroom","=""1381711""","*","*","*"
"Stratford School District","=""1380011""","Johnson House STEPS 3-6","=""1381211""","*","*",10
"Stratford School District","=""1380011""","Lordship School","=""1380811""",139,131,270
"Stratford School District","=""1380011""","Middle School STEPS 7-8","=""1381911""",0,"*","*"
"Stratford School District","=""1380011""","Middle School Sails","=""1381811""",0,"*","*"
"Stratford School District","=""1380011""","Nichols School","=""1380911""",228,224,452
"Stratford School District","=""1380011""","Second Hill Lane School","=""1381011""",337,355,692
"Stratford School District","=""1380011""","Stratford Academy - Johnson House","=""1381511""",219,211,430
