"Student Counts by School and Free/Reduced Lunch Eligibility"
"All Districts, All Schools"
"2007-08"

"",,,,"Free/Reduced Lunch Eligibility",,,
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",106,225,46,377
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""",11,350,11,372
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",56,255,16,327
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",51,149,29,229
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""","*","*",0,454
"Greenwich School District","=""0570011""","North Street School","=""0570811""","*",511,"*",515
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""",0,"*","*",454
"Greenwich School District","=""0570011""","Parkway School","=""0571111""","*",327,"*",332
"Greenwich School District","=""0570011""","Riverside School","=""0571011""","*","*",0,499
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",76,419,32,527
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",206,631,69,906
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",107,639,46,792
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",68,321,50,439
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""","*",364,"*",376
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",43,263,61,367
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",101,203,49,353
"Groton School District","=""0590011""","Colonel Ledyard School","=""0590411""",17,116,6,139
"Groton School District","=""0590011""","Eastern Point School","=""0590511""",211,229,58,498
"Groton School District","=""0590011""","Fitch Middle School","=""0595111""",100,257,98,455
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",32,200,50,282
"Groton School District","=""0590011""","Noank School","=""0590911""","*",220,"*",240
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",86,277,66,429
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",215,1068,131,1414
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",21,286,10,317
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",81,180,32,293
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",26,576,6,608
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""","*",333,"*",347
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""",8,292,7,307
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",17,576,7,600
"Guilford School District","=""0600011""","Guilford High School","=""0606111""",27,1116,11,1154
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""","*",429,"*",449
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",11,330,9,350
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""",0,96,0,96
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",38,409,17,464
"Hamden School District","=""0620011""","Church Street School","=""0620211""",170,146,66,382
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",76,253,48,377
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",174,1942,76,2192
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",149,719,45,913
"Hamden School District","=""0620011""","Hamden Transition Academy","=""0629011""",0,"*",0,"*"
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",110,184,49,343
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",117,192,39,348
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",192,138,0,330
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",52,239,28,319
"Hamden School District","=""0620011""","West Woods School","=""0621411""",37,444,14,495
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""","*",155,"*",166
"Hartford School District","=""0640011""","Asian Studies Academy at Bellizzi School","=""0640711""",434,0,0,434
"Hartford School District","=""0640011""","Barnard-Brown School","=""0640311""",333,0,0,333
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",578,0,0,578
"Hartford School District","=""0640011""","Betances Early Reading Lab Magnet School","=""0642811""",403,0,0,403
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""",320,0,0,320
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""",1484,0,0,1484
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""",533,0,0,533
"Hartford School District","=""0640011""","Burr School","=""0642311""",537,0,0,537
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""",107,102,57,266
"Hartford School District","=""0640011""","Clark School","=""0642411""",442,0,0,442
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""",259,270,91,620
"Hartford School District","=""0640011""","Dr. Joseph Bellizzi Middle School","=""0645311""",447,0,0,447
"Hartford School District","=""0640011""","Environmental Sciences Magnet at Hooker School","=""0640911""",403,0,0,403
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""",598,0,0,598
"Hartford School District","=""0640011""","Fox Middle School","=""0645111""",461,0,0,461
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""",602,0,0,602
"Hartford School District","=""0640011""","Hartford Public High School","=""0646211""",1567,"*","*",1569
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Elementary)","=""0649011""",64,0,0,64
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Secondary)","=""0649111""",55,0,0,55
"Hartford School District","=""0640011""","Kennelly School","=""0641011""",809,0,0,809
"Hartford School District","=""0640011""","Kinsella Magnet School of Performing Arts","=""0641111""",517,0,0,517
"Hartford School District","=""0640011""","Little Owls Learning Center","=""0648011""",12,0,0,12
"Hartford School District","=""0640011""","M. D. Fox School","=""0640811""",824,0,0,824
"Hartford School District","=""0640011""","M. L. King, Jr. School","=""0641611""",600,0,0,600
"Hartford School District","=""0640011""","McDonough Middle School","=""0641211""",440,0,0,440
"Hartford School District","=""0640011""","Milner School","=""0641911""",360,0,0,360
"Hartford School District","=""0640011""","Naylor/CCSU Leadership Academy","=""0641411""",564,0,0,564
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",596,0,0,596
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""",350,0,0,350
"Hartford School District","=""0640011""","Quirk Middle School","=""0645211""",575,0,0,575
"Hartford School District","=""0640011""","Rawson School","=""0641711""",586,0,0,586
"Hartford School District","=""0640011""","SAND School","=""0640111""",366,0,0,366
"Hartford School District","=""0640011""","STEM Magnet at Fisher School","=""0642511""",560,0,0,560
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",580,0,0,580
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",366,0,0,366
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",395,0,0,395
"Hartford School District","=""0640011""","Twain School","=""0641811""",282,0,0,282
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""",119,168,55,342
"Hartford School District","=""0640011""","Weaver High School","=""0646311""",1259,0,0,1259
"Hartford School District","=""0640011""","Webster Micro Society Magnet School","=""0642011""","*","*",0,620
"Hartford School District","=""0640011""","West Middle School","=""0642111""",768,0,0,768
"Hartford School District","=""0640011""","Wish Museum School","=""0642211""",437,0,0,437
"Hartland School District","=""0650011""","Hartland School","=""0650111""","*","*",0,235
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""","*",494,"*",507
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""",16,662,19,697
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""",89,144,44,277
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",41,256,33,330
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""",91,72,18,181
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""",301,0,68,369
"Kent School District","=""0680011""","Kent Center School","=""0680111""",8,236,13,257
"Killingly School District","=""0690011""","Goodyear Early Childhood Center","=""0698011""",13,49,9,71
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""",121,290,44,455
"Killingly School District","=""0690011""","Killingly High School","=""0696111""",190,582,64,836
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""",215,503,101,819
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""",149,324,58,531
"Learn","=""2450014""","Learn Special Education","=""2459014""","*","*",0,35
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""",175,290,63,528
"Learn","=""2450014""","The Friendship School","=""2450214""",160,318,36,514
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""",40,452,20,512
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""",22,385,16,423
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""",25,553,9,587
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""",13,209,8,230
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""",25,319,20,364
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""",23,354,8,385
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""",28,385,10,423
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""",83,920,56,1059
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""",37,369,14,420
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""",44,500,31,575
"Litchfield School District","=""0740011""","Center School","=""0740211""",7,323,7,337
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""",18,586,20,624
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""",13,227,10,250
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","*",1218,"*",1237
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""","*","*",0,600
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""",9,298,0,307
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""","*",626,"*",632
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""","*",346,"*",348
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""","*",638,"*",645
"Manchester School District","=""0770011""","Nathan Hale School","=""0770911""",183,131,29,343
"Manchester School District","=""0770011""","Bowers School","=""0770111""",124,317,49,490
"Manchester School District","=""0770011""","Buckley School","=""0770311""",62,290,19,371
"Manchester School District","=""0770011""","Highland Park School","=""0770411""",42,246,8,296
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""",301,524,90,915
"Manchester School District","=""0770011""","Keeney School","=""0770611""",64,342,11,417
"Manchester School District","=""0770011""","Manchester High School","=""0776111""",447,1491,139,2077
"Manchester School District","=""0770011""","Manchester Preschool Center","=""0778011""","*","*",0,46
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""",46,"*","*",90
"Manchester School District","=""0770011""","Martin School","=""0771611""",38,179,10,227
"Manchester School District","=""0770011""","Robertson School","=""0771011""",132,243,38,413
"Manchester School District","=""0770011""","Verplanck School","=""0771211""",182,175,33,390
"Manchester School District","=""0770011""","Waddell School","=""0771311""",124,207,29,360
"Manchester School District","=""0770011""","Washington School","=""0771411""",204,134,57,395
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""",14,239,9,262
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""",45,149,8,202
"Mansfield School District","=""0780011""","Mansfield Middle School","=""0785111""",54,523,17,594
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""",27,203,14,244
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""",16,637,7,660
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""",332,274,16,622
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""",218,203,13,434
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""",487,220,26,733
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""",567,730,24,1321
"Meriden School District","=""0800011""","Hanover School","=""0800311""",245,333,11,589
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""",346,254,23,623
"Meriden School District","=""0800011""","John Barry School","=""0800511""",395,124,19,538
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""",389,365,23,777
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""",650,545,18,1213
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""",354,223,13,590
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""",229,263,15,507
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""",488,355,25,868
"Middletown School District","=""0830011""","Bielefield School","=""0830211""",117,202,32,351
"Middletown School District","=""0830011""","DEAL Program","=""0839011""","*",11,"*",24
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""",87,201,21,309
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""",89,245,23,357
"Middletown School District","=""0830011""","Lawrence School","=""0831311""",59,210,17,286
"Middletown School District","=""0830011""","MacDonough School","=""0830911""",143,51,26,220
"Middletown School District","=""0830011""","Middletown High School","=""0836211""",255,1000,82,1337
"Middletown School District","=""0830011""","Moody School","=""0831211""",96,280,15,391
"Middletown School District","=""0830011""","Snow School","=""0831111""",97,233,20,350
"Middletown School District","=""0830011""","Spencer School","=""0830111""",96,253,35,384
"Middletown School District","=""0830011""","Wesley School","=""0831411""",77,233,26,336
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""",160,483,57,700
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""","*",322,"*",345
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""",44,544,31,619
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""",52,465,31,548
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""",38,339,14,391
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""",127,839,67,1033
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""",74,904,34,1012
"Milford School District","=""0840011""","Live Oaks School","=""0841611""",15,322,12,349
"Milford School District","=""0840011""","Mathewson School","=""0841711""",13,465,15,493
"Milford School District","=""0840011""","Meadowside School","=""0840711""",49,278,31,358
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""",29,456,12,497
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""",32,395,12,439
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""",35,237,10,282
"Milford School District","=""0840011""","Simon Lake School","=""0841411""",63,291,25,379
"Milford School District","=""0840011""","The Academy","=""0846411""","*",56,"*",87
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""",94,416,40,550
"Monroe School District","=""0850011""","Chalk Hill School","=""0850611""",16,655,8,679
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""","*",587,"*",598
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""",9,648,11,668
"Monroe School District","=""0850011""","Masuk High School","=""0856111""",27,1359,16,1402
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""",8,346,7,361
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""",12,493,8,513
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""",49,349,21,419
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""",91,580,42,713
"Montville School District","=""0860011""","Mohegan School","=""0860111""",55,322,29,406
"Montville School District","=""0860011""","Montville High School","=""0866111""",80,711,37,828
"Montville School District","=""0860011""","Oakdale School","=""0860511""",38,425,7,470
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","*",20,"*",30
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""",55,154,19,228
"Naugatuck School District","=""0880011""","Central Avenue School","=""0880111""",90,174,29,293
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""",98,362,47,507
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""",75,279,46,400
"Naugatuck School District","=""0880011""","Head Start","=""0888111""",84,15,7,106
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""",116,222,46,384
"Naugatuck School District","=""0880011""","Hillside Middle School","=""0885211""",72,200,29,301
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""",80,238,21,339
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""",67,339,29,435
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""",243,1040,127,1410
"Naugatuck School District","=""0880011""","Salem School","=""0880611""",67,162,24,253
"Naugatuck School District","=""0880011""","Western School","=""0880711""",54,180,28,262
"New Beginnings Inc Family Academy District","=""2800013""","New Beginnings Inc Family Academy","=""2800113""",160,166,36,362
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""",341,193,46,580
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""",351,233,73,657
"New Britain School District","=""0890011""","Gaffney School","=""0890511""",172,218,44,434
"New Britain School District","=""0890011""","Holmes School","=""0890611""",220,170,32,422
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""",36,102,17,155
"New Britain School District","=""0890011""","Jefferson School","=""0890711""",248,114,48,410
"New Britain School District","=""0890011""","Lincoln School","=""0890811""",401,194,61,656
"New Britain School District","=""0890011""","New Britain High School","=""0896111""",1231,1637,262,3130
"New Britain School District","=""0890011""","Northend School","=""0890911""",210,43,34,287
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""",463,269,88,820
"New Britain School District","=""0890011""","Roosevelt Middle School","=""0895111""",333,138,71,542
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""",388,214,95,697
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""",456,138,78,672
"New Britain School District","=""0890011""","Smith School","=""0891311""",422,142,97,661
"New Britain School District","=""0890011""","Vance School","=""0891511""",267,160,67,494
"New Canaan School District","=""0900011""","East School","=""0900411""",0,542,0,542
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""",0,1223,0,1223
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""",0,1305,0,1305
"New Canaan School District","=""0900011""","South School","=""0900211""",0,520,0,520
"New Canaan School District","=""0900011""","West School","=""0900311""",0,526,0,526
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""",17,634,13,664
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""",18,670,11,699
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""",17,911,10,938
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""",20,705,18,743
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""",11,328,8,347
"New Hartford School District","=""0920011""","Bakerville Consolidated School","=""0920111""","*",156,"*",160
"New Hartford School District","=""0920011""","Bridges I","=""0929011""",0,"*","*","*"
"New Hartford School District","=""0920011""","New Hartford Elementary School","=""0920211""","*",101,"*",106
"New Haven School District","=""0930011""","Edgewood School","=""0931211""",247,159,42,448
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",298,212,52,562
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""",288,36,25,349
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""",279,149,25,453
"New Haven School District","=""0930011""","Beecher School","=""0930311""",252,130,27,409
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""",212,208,39,459
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""",289,139,60,488
"New Haven School District","=""0930011""","Bishop Woods Architecture and Design Magnet School","=""0934311""",195,74,29,298
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""",409,143,32,584
"New Haven School District","=""0930011""","Clarence Rogers School","=""0930511""",98,31,6,135
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""",395,103,14,512
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""",215,40,30,285
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""",426,145,71,642
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""",162,219,36,417
"New Haven School District","=""0930011""","Cortlandt V.R. Creed Health and Sport Sciences High School","=""0936811""",97,83,24,204
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""",239,100,22,361
"New Haven School District","=""0930011""","Dwight Early Childhood Program","=""0938211""",22,"*","*",40
"New Haven School District","=""0930011""","Early Learning Center","=""0938111""",42,74,9,125
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""",441,101,71,613
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""",377,148,21,546
"New Haven School District","=""0930011""","Headstart","=""0938011""",199,197,18,414
"New Haven School District","=""0930011""","Helene Grant HeadStart","=""0938311""",317,74,6,397
"New Haven School District","=""0930011""","High School In The Community","=""0936611""",140,157,32,329
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""",329,96,8,433
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""",292,388,61,741
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""",804,264,19,1087
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",394,52,43,489
"New Haven School District","=""0930011""","John S. Martinez Sea and Sky STEM School","=""0930811""",442,158,33,633
"New Haven School District","=""0930011""","Katherine Brennan School","=""0930411""",156,39,11,206
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""",263,97,29,389
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",257,95,12,364
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""",78,83,12,173
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""",84,83,16,183
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0936511""",28,6,0,34
"New Haven School District","=""0930011""","Riverside Education Academy","=""0936911""",154,19,7,180
"New Haven School District","=""0930011""","Roberto Clemente Leadership Academy for Global Awareness","=""0934211""",395,44,10,449
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",375,242,17,634
"New Haven School District","=""0930011""","Sheridan Communications and Technology Magnet School","=""0935311""",169,65,15,249
"New Haven School District","=""0930011""","Sound School","=""0936711""",72,233,24,329
"New Haven School District","=""0930011""","Timothy Dwight School","=""0931111""",248,37,13,298
"New Haven School District","=""0930011""","Truman School","=""0932911""",461,134,25,620
"New Haven School District","=""0930011""","Urban Youth Center Middle School","=""0935111""",23,11,0,34
"New Haven School District","=""0930011""","Vincent E. Mauro Elementary Math, Science and Technology Magnet School","=""0932511""",319,62,29,410
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""",132,55,20,207
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",327,88,33,448
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""",1261,496,38,1795
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",108,264,17,389
"New London School District","=""0950011""","Jennings School","=""0950311""",260,53,39,352
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""",377,164,87,628
"New London School District","=""0950011""","Dual Language Arts Academy/Academia Bilingue de las Artes","=""0955211""",31,0,0,31
"New London School District","=""0950011""","Harbor School","=""0950211""",226,114,53,393
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""",196,140,33,369
"New London School District","=""0950011""","New London Clinical Day Program","=""0959111""","*",12,"*",25
"New London School District","=""0950011""","New London High School","=""0956111""",469,223,106,798
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""",237,62,17,316
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""",28,432,23,483
"New Milford School District","=""0960011""","John Pettibone School","=""0960711""",41,430,19,490
"New Milford School District","=""0960011""","New Milford High School","=""0966111""",60,1494,37,1591
"New Milford School District","=""0960011""","Northville Elementary School","=""0960811""",20,516,11,547
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""",86,980,53,1119
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""",58,692,32,782
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""",53,359,28,440
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""",28,260,25,313
"Newington School District","=""0940011""","John Paterson School","=""0940811""",38,386,31,455
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",56,667,35,758
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",75,533,58,666
"Newington School District","=""0940011""","Newington High School","=""0946111""",141,1298,89,1528
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""",40,319,29,388
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""","*",409,"*",418
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""","*",433,"*",443
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""","*",513,"*",531
"Newtown School District","=""0970011""","Newtown High School","=""0976111""",19,1693,7,1719
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""",21,899,10,930
"Newtown School District","=""0970011""","Newtown Preschool","=""0978011""",0,62,0,62
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""",19,857,10,886
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""","*",616,"*",639
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""",11,146,7,164
"Norfolk School District","=""0980011""","IEP Program","=""0989011""","*","*",0,"*"
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""",16,320,19,355
"North Branford School District","=""0990011""","North Branford High School","=""0996111""",54,649,27,730
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""",43,497,30,570
"North Branford School District","=""0990011""","Stanley T. Williams School","=""0990511""","*",251,"*",268
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""",36,454,18,508
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",45,295,19,359
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""",29,335,9,373
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""","*",415,"*",437
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""",25,418,18,461
"North Haven School District","=""1010011""","North Haven High School","=""1016111""",78,1126,36,1240
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""",43,844,30,917
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""",23,405,7,435
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""",46,305,22,373
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""",23,210,12,245
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""",26,154,7,187
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""",291,1261,110,1662
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""",127,226,49,402
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""",67,282,7,356
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""",108,332,24,464
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""",98,324,26,448
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""",172,280,42,494
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""",200,211,73,484
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""",124,290,52,466
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""",67,313,17,397
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""",99,379,28,506
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""",227,1273,58,1558
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","*",57,"*",96
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""",159,433,50,642
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""",92,295,38,425
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""",91,315,18,424
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""",111,230,33,374
"Norwalk School District","=""1030011""","Tracey School","=""1031411""",109,277,27,413
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""",159,482,52,693
