"Student Counts by School and Gender"
"All Districts, All Schools"
"2012-13"

"",,,,"Gender",,
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",361,388,749
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",314,310,624
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",288,297,585
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",223,239,462
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",187,231,418
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",217,184,401
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",179,171,350
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",176,187,363
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",196,207,403
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",160,180,340
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",600,583,1183
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",172,180,352
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",244,262,506
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",288,278,566
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",155,177,332
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""",138,154,292
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",300,292,592
"Guilford School District","=""0600011""","Guilford High School","=""0606111""",521,549,1070
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",177,185,362
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",164,184,348
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""",38,62,100
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",230,233,463
"Hamden School District","=""0620011""","Church Street School","=""0620211""",187,183,370
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",148,160,308
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",871,931,1802
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",420,479,899
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",116,172,288
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",151,183,334
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",164,172,336
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",207,222,429
"Hamden School District","=""0620011""","West Woods School","=""0621411""",233,228,461
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",42,74,116
"Hartford School District","=""0640011""","Asian Studies Academy at Bellizzi School","=""0640711""",258,298,556
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",240,280,520
"Hartford School District","=""0640011""","Betances Early Reading Lab Magnet School","=""0642811""",147,176,323
"Hartford School District","=""0640011""","Betances STEM Magnet School","=""0643811""",29,58,87
"Hartford School District","=""0640011""","Breakthrough II Magnet School","=""0643511""",112,110,222
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""",189,166,355
"Hartford School District","=""0640011""","Bulkeley High School","=""0647111""",183,224,407
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""",252,334,586
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""",287,311,598
"Hartford School District","=""0640011""","Burr School","=""0642311""",335,394,729
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""",353,321,674
"Hartford School District","=""0640011""","Clark School","=""0642411""",190,189,379
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""",410,291,701
"Hartford School District","=""0640011""","Culinary Arts Academy at Weaver High School","=""0646011""",120,124,244
"Hartford School District","=""0640011""","Dr. Joseph Bellizzi Middle School","=""0645311""",23,34,57
"Hartford School District","=""0640011""","Environmental Sciences Magnet at Hooker School","=""0640911""",242,328,570
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""",331,371,702
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""",222,198,420
"Hartford School District","=""0640011""","Great Path Academy at MCC","=""0647911""",171,103,274
"Hartford School District","=""0640011""","HPHS Engineering and Green Technology Academy","=""0647211""",132,306,438
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""",268,265,533
"Hartford School District","=""0640011""","HPHS Nursing and Health Sciences Academy","=""0647511""",330,159,489
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""",462,358,820
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Elementary)","=""0649011""",6,34,40
"Hartford School District","=""0640011""","High School, Inc.","=""0647611""",185,188,373
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""",86,109,195
"Hartford School District","=""0640011""","Kennelly School","=""0641011""",357,346,703
"Hartford School District","=""0640011""","Kinsella Magnet School of Performing Arts","=""0641111""",464,296,760
"Hartford School District","=""0640011""","M. D. Fox School","=""0640811""",256,277,533
"Hartford School District","=""0640011""","M. L. King, Jr. School","=""0641611""",172,210,382
"Hartford School District","=""0640011""","McDonough Middle School","=""0641211""",182,203,385
"Hartford School District","=""0640011""","Milner School","=""0641911""",203,170,373
"Hartford School District","=""0640011""","Montessori Magnet at Fisher School","=""0643711""",143,136,279
"Hartford School District","=""0640011""","Naylor/CCSU Leadership Academy","=""0641411""",342,381,723
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""",47,63,110
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",275,289,564
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""",115,214,329
"Hartford School District","=""0640011""","Rawson School","=""0641711""",247,325,572
"Hartford School District","=""0640011""","Renzulli Gifted and Talented Academy","=""0644011""",76,45,121
"Hartford School District","=""0640011""","SAND School","=""0640111""",227,257,484
"Hartford School District","=""0640011""","STEM Magnet at Fisher School","=""0642511""",133,223,356
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",231,263,494
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",155,171,326
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",346,346,692
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""",130,273,403
"Hartford School District","=""0640011""","Webster Micro Society Magnet School","=""0642011""",288,338,626
"Hartford School District","=""0640011""","West Middle School","=""0642111""",294,341,635
"Hartford School District","=""0640011""","Wish Museum School","=""0642211""",195,197,392
"Hartland School District","=""0650011""","Hartland School","=""0650111""",94,120,214
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""",171,181,352
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""",276,308,584
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""",176,165,341
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",161,169,330
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""",109,82,191
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""",331,258,589
"Kent School District","=""0680011""","Kent Center School","=""0680111""",125,146,271
"Killingly School District","=""0690011""","Goodyear Early Childhood Center","=""0698011""",33,54,87
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""",221,244,465
"Killingly School District","=""0690011""","Killingly High School","=""0696111""",453,440,893
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""",392,399,791
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""",219,217,436
"Learn","=""2450014""","Connecticut River Academy","=""2456014""",181,140,321
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""",59,47,106
"Learn","=""2450014""","Learn Special Education","=""2459014""","*","*",28
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""",84,94,178
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""",278,271,549
"Learn","=""2450014""","The Friendship School","=""2450214""",253,260,513
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""",22,11,33
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""",208,230,438
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""",166,202,368
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""",250,173,423
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""",97,128,225
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""",174,181,355
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""",142,142,284
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""",187,231,418
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""",495,466,961
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""",170,178,348
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""",7,14,21
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""",196,226,422
"Litchfield School District","=""0740011""","Center School","=""0740211""",139,141,280
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""",242,256,498
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""",129,122,251
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""",640,615,1255
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""",283,250,533
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""",115,151,266
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""",186,276,462
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""",103,121,224
"Madison School District","=""0760011""","Town Campus Learning Center","=""0769011""",18,30,48
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""",275,316,591
"Manchester School District","=""0770011""","Bowers School","=""0770111""",187,220,407
"Manchester School District","=""0770011""","Buckley School","=""0770311""",151,181,332
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""",205,201,406
"Manchester School District","=""0770011""","Highland Park School","=""0770411""",123,141,264
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""",380,416,796
"Manchester School District","=""0770011""","Keeney School","=""0770611""",175,171,346
"Manchester School District","=""0770011""","Manchester High School","=""0776111""",805,888,1693
"Manchester School District","=""0770011""","Manchester Preschool Center","=""0778011""",86,106,192
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""",19,61,80
"Manchester School District","=""0770011""","Manchester Transition Center","=""0779111""",6,8,14
"Manchester School District","=""0770011""","Martin School","=""0771611""",156,134,290
"Manchester School District","=""0770011""","Robertson School","=""0771011""",169,186,355
"Manchester School District","=""0770011""","Verplanck School","=""0771211""",150,180,330
"Manchester School District","=""0770011""","Waddell School","=""0771311""",163,189,352
"Manchester School District","=""0770011""","Washington School","=""0771411""",187,192,379
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""",140,134,274
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""",95,126,221
"Mansfield School District","=""0780011""","Mansfield Middle School","=""0785111""",283,287,570
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""",124,128,252
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""",303,336,639
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""",293,317,610
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""",223,277,500
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""",301,293,594
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""",596,621,1217
"Meriden School District","=""0800011""","Hanover School","=""0800311""",279,290,569
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""",275,289,564
"Meriden School District","=""0800011""","John Barry School","=""0800511""",238,241,479
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""",343,412,755
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""",547,627,1174
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""",251,249,500
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""",205,223,428
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""",358,425,783
"Middletown School District","=""0830011""","Bielefield School","=""0830211""",157,148,305
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""",164,163,327
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""",173,160,333
"Middletown School District","=""0830011""","Lawrence School","=""0831311""",153,174,327
"Middletown School District","=""0830011""","MacDonough School","=""0830911""",119,143,262
"Middletown School District","=""0830011""","Middletown High School","=""0836211""",634,673,1307
"Middletown School District","=""0830011""","Moody School","=""0831211""",141,149,290
"Middletown School District","=""0830011""","Snow School","=""0831111""",164,198,362
"Middletown School District","=""0830011""","Spencer School","=""0830111""",164,182,346
"Middletown School District","=""0830011""","Transition to Life Center","=""0839111""",6,8,14
"Middletown School District","=""0830011""","Wesley School","=""0831411""",165,164,329
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""",319,359,678
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""",128,141,269
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""",239,253,492
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""",291,323,614
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""",202,198,400
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""",498,503,1001
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""",492,508,1000
"Milford School District","=""0840011""","Live Oaks School","=""0841611""",158,149,307
"Milford School District","=""0840011""","Mathewson School","=""0841711""",182,224,406
"Milford School District","=""0840011""","Meadowside School","=""0840711""",203,244,447
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""",174,221,395
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""",171,185,356
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""",184,208,392
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""",278,286,564
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""",234,289,523
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""",402,451,853
"Monroe School District","=""0850011""","Masuk High School","=""0856111""",617,610,1227
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""",193,177,370
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""",258,245,503
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""",168,196,364
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""",299,298,597
"Montville School District","=""0860011""","Mohegan School","=""0860111""",194,174,368
"Montville School District","=""0860011""","Montville High School","=""0866111""",351,370,721
"Montville School District","=""0860011""","Oakdale School","=""0860511""",174,199,373
"Montville School District","=""0860011""","Palmer Academy","=""0869011""",8,15,23
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""",111,136,247
"Naugatuck School District","=""0880011""","Central Avenue Preschool","=""0888211""","*","*",20
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""",354,349,703
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""",124,128,252
"Naugatuck School District","=""0880011""","Head Start","=""0888111""",61,58,119
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""",176,238,414
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""",166,187,353
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""",247,274,521
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""",621,678,1299
"Naugatuck School District","=""0880011""","Salem School","=""0880611""",123,148,271
"Naugatuck School District","=""0880011""","Western School","=""0880711""",127,153,280
"New Beginnings Inc Family Academy District","=""2800013""","New Beginnings Inc Family Academy","=""2800113""",197,202,399
"New Britain School District","=""0890011""","Brook Side School","=""0899111""",18,30,48
"New Britain School District","=""0890011""","CLIMB","=""0899411""","*","*",13
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""",264,300,564
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""",495,406,901
"New Britain School District","=""0890011""","Gaffney School","=""0890511""",245,334,579
"New Britain School District","=""0890011""","Holmes School","=""0890611""",176,232,408
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""",96,73,169
"New Britain School District","=""0890011""","Jefferson School","=""0890711""",213,269,482
"New Britain School District","=""0890011""","Lincoln School","=""0890811""",355,399,754
"New Britain School District","=""0890011""","New Britain High School","=""0896111""",1209,1321,2530
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""",9,38,47
"New Britain School District","=""0890011""","Northend School","=""0890911""",98,57,155
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""",224,293,517
"New Britain School District","=""0890011""","Roosevelt Middle School","=""0895111""",209,218,427
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""",351,375,726
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""",253,303,556
"New Britain School District","=""0890011""","Smith School","=""0891311""",348,384,732
"New Britain School District","=""0890011""","Vance School","=""0891511""",299,324,623
"New Canaan School District","=""0900011""","East School","=""0900411""",267,298,565
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""",648,627,1275
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""",626,662,1288
"New Canaan School District","=""0900011""","South School","=""0900211""",274,280,554
"New Canaan School District","=""0900011""","West School","=""0900311""",259,272,531
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""",249,286,535
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""",286,313,599
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""",494,516,1010
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""",289,365,654
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""",175,168,343
"New Hartford School District","=""0920011""","Bakerville Consolidated School","=""0920111""",55,55,110
"New Hartford School District","=""0920011""","New Hartford Elementary School","=""0920211""",60,52,112
"New Haven School District","=""0930011""","Edgewood School","=""0931211""",218,231,449
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",269,288,557
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""",247,266,513
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""",260,294,554
"New Haven School District","=""0930011""","Beecher School","=""0930311""",241,245,486
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""",255,306,561
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""",328,160,488
"New Haven School District","=""0930011""","Bishop Woods Architecture and Design Magnet School","=""0934311""",257,259,516
"New Haven School District","=""0930011""","Brennan Rogers School","=""0932111""",187,218,405
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""",214,239,453
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""",283,284,567
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""",239,228,467
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""",302,323,625
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""",429,209,638
"New Haven School District","=""0930011""","Cortlandt V.R. Creed Health and Sport Sciences High School","=""0936811""",43,154,197
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""",260,251,511
"New Haven School District","=""0930011""","Domus Academy","=""0935611""",7,34,41
"New Haven School District","=""0930011""","Dwight Early Childhood Program","=""0938211""",30,16,46
"New Haven School District","=""0930011""","Early Learning Center","=""0938111""",54,63,117
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""",211,223,434
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""",117,270,387
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""",341,364,705
"New Haven School District","=""0930011""","Headstart","=""0938011""",175,159,334
"New Haven School District","=""0930011""","Helene Grant HeadStart","=""0938311""",149,132,281
"New Haven School District","=""0930011""","High School In The Community","=""0936611""",134,107,241
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""",239,224,463
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""",419,279,698
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""",469,507,976
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",238,270,508
"New Haven School District","=""0930011""","John S. Martinez Sea and Sky STEM School","=""0930811""",270,267,537
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""",281,299,580
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",195,189,384
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""",238,308,546
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""",203,181,384
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""",160,127,287
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""",25,0,25
"New Haven School District","=""0930011""","Quinnipiac Real World Math STEM School","=""0933511""",152,113,265
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""",43,70,113
"New Haven School District","=""0930011""","Roberto Clemente Leadership Academy for Global Awareness","=""0934211""",243,282,525
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",310,286,596
"New Haven School District","=""0930011""","Sound School","=""0936711""",136,198,334
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""",230,247,477
"New Haven School District","=""0930011""","Truman School","=""0932911""",239,257,496
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""",110,116,226
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",186,224,410
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""",651,707,1358
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",202,211,413
"New London School District","=""0950011""","Jennings School","=""0950311""",290,240,530
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""",284,309,593
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""",220,246,466
"New London School District","=""0950011""","New London Clinical Day Program","=""0959111""",6,12,18
"New London School District","=""0950011""","New London High School","=""0956111""",400,533,933
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""",221,307,528
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""",192,272,464
"New Milford School District","=""0960011""","John Pettibone School","=""0960711""",203,216,419
"New Milford School District","=""0960011""","Litchfield Hills Transition Center","=""0969011""","*","*",11
"New Milford School District","=""0960011""","New Milford High School","=""0966111""",755,725,1480
"New Milford School District","=""0960011""","Northville Elementary School","=""0960811""",228,253,481
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""",488,543,1031
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""",348,366,714
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""",231,240,471
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""",148,156,304
"Newington School District","=""0940011""","John Paterson School","=""0940811""",205,244,449
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",352,353,705
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",298,279,577
"Newington School District","=""0940011""","Newington High School","=""0946111""",711,711,1422
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""",203,191,394
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""",161,200,361
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""",159,180,339
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""",231,220,451
"Newtown School District","=""0970011""","Newtown High School","=""0976111""",855,905,1760
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""",415,477,892
"Newtown School District","=""0970011""","Newtown Preschool","=""0978011""",15,41,56
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""",404,415,819
"Newtown School District","=""0970011""","STARR","=""0979011""","*","*","*"
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""",233,221,454
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""",51,65,116
"Norfolk School District","=""0980011""","Bridges II","=""0989211""","*","*","*"
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""",187,254,441
"North Branford School District","=""0990011""","North Branford High School","=""0996111""",324,312,636
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""",275,261,536
"North Branford School District","=""0990011""","School to Work Program","=""0999011""","*","*","*"
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""",249,219,468
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",168,147,315
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""",167,210,377
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""",176,218,394
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""",193,172,365
"North Haven School District","=""1010011""","North Haven High School","=""1016111""",598,589,1187
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""",371,402,773
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""",199,205,404
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""",191,194,385
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""",103,100,203
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""",77,99,176
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""",862,796,1658
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""",245,275,520
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""",176,152,328
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""",242,261,503
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""",212,244,456
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""",283,296,579
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""",260,288,548
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""",222,262,484
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""",225,237,462
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""",298,312,610
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""",768,771,1539
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""",20,32,52
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""",291,320,611
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""",216,229,445
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""",219,242,461
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""",225,245,470
"Norwalk School District","=""1030011""","Tracey School","=""1031411""",186,208,394
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""",305,345,650
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""",129,173,302
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""",1193,1071,2264
"Norwich School District","=""1040011""","Bishop School Early Learning Center","=""1040111""","*","*",16
"Norwich School District","=""1040011""","Deborah-Tennant Zinewicz  School","=""1049111""",8,28,36
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""","*","*",16
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""",184,228,412
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""",327,372,699
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""",229,217,446
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""",218,245,463
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""",235,216,451
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""",189,150,339
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""",128,149,277
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""",172,172,344
"Norwich School District","=""1040011""","Virtual Learning Academy","=""1049211""","*","*",14
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""",137,141,278
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""",157,167,324
"Old Saybrook School District","=""1060011""","Kathleen E. Goodwin School","=""1060211""",219,196,415
"Old Saybrook School District","=""1060011""","Old Saybrook Middle School","=""1065211""",278,275,553
