"Student Counts by School and Grade"
"All Districts, All Schools"
"2011-12"

"",,,,"Grade",,,,,,,,,,,,,,
"East Hartford School District","=""0430011""","Woodland School","=""0439011""",0,"*","*",7,10,17,10,13,17,14,19,29,19,24,186
"East Hartford School District","=""0430011""","Sunset Ridge Middle School","=""0432411""",0,0,0,0,0,119,163,122,0,0,0,0,0,0,404
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""",0,0,0,0,0,0,0,130,443,478,0,0,0,0,1051
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""",0,0,0,0,0,0,0,0,0,0,54,55,43,36,188
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""",0,0,0,0,0,0,0,0,0,0,540,426,393,373,1732
"East Hartford School District","=""0430011""","Stevens Alternate High School","=""0436411""",0,0,0,0,0,0,0,0,0,0,13,53,47,38,151
"East Haven School District","=""0440011""","D. C. Moore School","=""0441411""",71,66,61,68,0,0,0,0,0,0,0,0,0,0,266
"East Haven School District","=""0440011""","Deer Run School","=""0440111""",46,84,85,90,0,0,0,0,0,0,0,0,0,0,305
"East Haven School District","=""0440011""","Overbrook Elementary School","=""0441811""","*",88,"*",80,0,0,0,0,0,0,0,0,0,0,236
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""",0,0,0,0,48,48,46,46,47,50,0,0,0,0,285
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""",0,0,0,0,94,87,70,0,0,0,0,0,0,0,251
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""",0,0,0,0,60,65,71,0,0,0,0,0,0,0,196
"East Haven School District","=""0440011""","Momauguin School","=""0440711""",0,0,0,0,53,65,48,0,0,0,0,0,0,0,166
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""",0,0,0,0,0,0,0,207,215,225,0,0,0,0,647
"East Haven School District","=""0440011""","Pathways","=""0449011""",0,0,0,0,0,0,0,"*","*","*",8,10,6,6,36
"East Haven School District","=""0440011""","East Haven High School","=""0446111""",0,0,0,0,0,0,0,0,0,0,242,235,219,189,885
"East Lyme School District","=""0450011""","Integrated Preschool","=""0458011""",51,0,0,0,0,0,0,0,0,0,0,0,0,0,51
"East Lyme School District","=""0450011""","Flanders School","=""0450111""",0,66,64,71,89,72,0,0,0,0,0,0,0,0,362
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""",0,45,69,63,70,91,0,0,0,0,0,0,0,0,338
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""",0,34,40,43,43,51,0,0,0,0,0,0,0,0,211
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""",0,0,0,0,0,0,208,220,208,218,0,0,0,0,854
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""",0,0,0,0,0,0,0,0,0,0,275,276,310,301,1162
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","*",100,93,98,90,93,0,"*",0,0,0,0,0,0,532
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",0,0,0,0,0,0,92,102,"*",92,0,0,0,"*",378
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""",0,0,0,0,0,0,0,0,0,0,97,110,85,82,374
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",17,13,25,17,14,15,22,16,22,15,0,0,0,0,176
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""",29,90,114,92,104,113,124,0,0,0,0,0,0,0,666
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""",0,0,0,0,0,0,0,131,141,119,0,0,0,0,391
"EdAdvance","=""2420014""","EdAdvance Headstart","=""2428014""",197,0,0,0,0,0,0,0,0,0,0,0,0,0,197
"EdAdvance","=""2420014""","The ACCESS School at The Danuta M. Thibodeau Education Center","=""2429014""",0,0,0,0,0,"*","*","*",0,"*","*",6,"*","*",24
"Ellington School District","=""0480011""","Center School","=""0480111""",63,61,85,70,85,84,0,0,0,0,0,0,0,0,448
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""",0,42,40,45,44,46,0,0,0,0,0,0,0,0,217
"Ellington School District","=""0480011""","Windermere School","=""0480611""",0,83,87,104,78,90,0,0,0,0,0,0,0,0,442
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""",0,0,0,0,0,0,215,204,0,0,0,0,0,0,419
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""",0,0,0,0,0,0,0,0,229,192,0,0,0,0,421
"Ellington School District","=""0480011""","Ellington High School","=""0486111""",0,0,0,0,0,0,0,0,0,0,218,191,197,194,800
"Enfield School District","=""0490011""","Hazardville Memorial School","=""0490411""",74,106,89,97,0,0,0,0,0,0,0,0,0,0,366
"Enfield School District","=""0490011""","Head Start Program","=""0498011""",104,0,0,0,0,0,0,0,0,0,0,0,0,0,104
"Enfield School District","=""0490011""","Nathan Hale School","=""0491111""",0,72,95,88,"*",0,"*",0,0,0,0,0,0,0,258
"Enfield School District","=""0490011""","Enfield Street School","=""0490211""",0,92,112,96,0,0,0,0,0,0,0,0,0,0,300
"Enfield School District","=""0490011""","Henry Barnard School","=""0491811""",0,112,150,100,0,0,0,0,0,0,0,0,0,0,362
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""",0,0,0,0,136,134,146,0,0,0,0,0,0,0,416
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""",0,0,0,"*",145,153,"*",0,0,0,0,0,0,0,433
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""",0,0,0,0,128,133,140,0,0,0,0,0,0,0,401
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""",0,0,0,0,0,0,0,407,363,431,0,0,0,0,1201
"Enfield School District","=""0490011""","Enfield High School","=""0496111""",0,0,0,0,0,0,0,0,0,0,210,181,174,179,744
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""",0,0,0,0,0,0,0,0,0,0,257,237,286,278,1058
"Enfield School District","=""0490011""","Enfield Transitional Learning Academy","=""0499011""",0,0,0,0,0,0,0,0,0,0,0,0,0,10,10
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""",39,48,59,89,79,74,75,95,0,0,0,0,0,0,558
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""",28,71,67,62,87,61,67,0,0,0,0,0,0,0,443
"Fairfield School District","=""0510011""","Early Childhood Center","=""0518011""",130,0,0,0,0,0,0,0,0,0,0,0,0,0,130
"Fairfield School District","=""0510011""","Jennings School","=""0511711""",0,65,57,59,50,64,66,0,0,0,0,0,0,0,361
"Fairfield School District","=""0510011""","Sherman School","=""0511311""",0,80,64,89,60,78,85,0,0,0,0,0,0,0,456
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""",0,42,52,43,42,58,54,0,0,0,0,0,0,0,291
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""",0,69,56,49,59,62,57,0,0,0,0,0,0,0,352
"Fairfield School District","=""0510011""","McKinley School","=""0510611""",0,73,87,70,71,62,90,0,0,0,0,0,0,0,453
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""",0,76,71,85,78,75,74,0,0,0,0,0,0,0,459
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""",0,85,77,62,87,79,95,0,0,0,0,0,0,0,485
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""",0,82,92,91,94,88,95,0,0,0,0,0,0,0,542
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""",0,68,67,64,73,66,81,0,0,0,0,0,0,0,419
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""",0,89,95,61,109,70,87,0,0,0,0,0,0,0,511
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""",0,0,0,0,0,0,0,311,214,244,0,0,0,0,769
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""",0,0,0,0,0,0,0,309,331,357,0,0,0,0,997
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""",0,0,0,0,0,0,0,223,275,258,0,0,0,0,756
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""",0,0,0,0,0,0,0,0,0,0,406,392,384,355,1537
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""",0,0,0,0,0,0,0,0,0,0,341,354,319,339,1353
"Farmington School District","=""0520011""","Farmington Collaborative PK","=""0528011""",69,0,0,0,0,0,0,0,0,0,0,0,0,0,69
"Farmington School District","=""0520011""","East Farms School","=""0520411""",0,80,91,90,89,114,0,0,0,0,0,0,0,0,464
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""",0,57,71,64,84,65,0,0,0,0,0,0,0,0,341
"Farmington School District","=""0520011""","Union School","=""0520111""",0,55,63,72,64,53,0,0,0,0,0,0,0,0,307
"Farmington School District","=""0520011""","West District School","=""0520311""",0,61,70,74,78,64,0,0,0,0,0,0,0,0,347
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""",0,0,0,0,0,0,279,296,0,0,0,0,0,0,575
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""",0,0,0,0,0,0,0,0,311,341,0,0,0,0,652
"Farmington School District","=""0520011""","Farmington High School","=""0526111""",0,0,0,0,0,0,0,0,0,0,336,342,323,292,1293
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""",22,15,21,17,18,19,21,31,21,19,0,0,0,0,204
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""",31,39,38,45,50,58,59,0,0,0,0,0,0,0,320
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""",9,62,78,72,70,81,79,0,0,0,0,0,0,0,451
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""",32,82,97,101,114,101,119,0,0,0,0,0,0,0,646
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""",0,88,79,79,95,103,101,0,0,0,0,0,0,0,545
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""",0,57,72,84,85,92,76,0,0,0,0,0,0,0,466
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""",0,54,75,79,86,87,100,0,0,0,0,0,0,0,481
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""",0,0,0,0,0,0,0,506,0,0,0,0,0,0,506
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""",0,0,0,0,0,0,0,0,520,556,0,0,0,0,1076
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""",0,0,0,0,0,0,0,0,0,0,548,588,560,508,2204
"Granby School District","=""0560011""","Frank M. Kearns Primary School","=""0560111""","*","*",125,153,0,0,0,0,0,0,0,0,0,0,392
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""",0,0,0,0,68,92,82,85,0,0,0,0,0,0,327
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""",0,0,0,0,85,74,87,81,0,0,0,0,0,0,327
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""",0,0,0,0,0,0,0,0,162,194,0,0,0,0,356
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""",0,0,0,0,0,0,0,0,0,0,163,209,195,189,756
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""",14,62,68,57,74,61,66,0,0,0,0,0,0,0,402
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",51,62,59,71,53,57,60,0,0,0,0,0,0,0,413
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",15,42,43,35,36,48,42,0,0,0,0,0,0,0,261
"Greenwich School District","=""0570011""","North Street School","=""0570811""",15,72,77,63,70,70,71,0,0,0,0,0,0,0,438
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""",32,58,79,65,70,59,65,0,0,0,0,0,0,0,428
"Greenwich School District","=""0570011""","Parkway School","=""0571111""",12,28,40,40,43,58,47,0,0,0,0,0,0,0,268
"Greenwich School District","=""0570011""","Riverside School","=""0571011""","*","*",93,91,86,84,91,0,0,0,0,0,0,0,522
"Greenwich School District","=""0570011""","Glenville School","=""0570411""",0,65,82,57,59,55,67,0,0,0,0,0,0,0,385
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""",0,61,56,64,61,59,65,0,0,0,0,0,0,0,366
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",0,65,55,63,58,51,51,0,0,0,0,0,0,0,343
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""",0,71,77,79,73,81,80,0,0,0,0,0,0,0,461
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""",0,0,0,0,0,0,0,211,205,188,0,0,0,0,604
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""",0,0,0,0,0,0,0,250,260,264,0,0,0,0,774
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",0,0,0,0,0,0,0,136,172,166,0,0,0,0,474
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""",0,0,0,0,0,0,0,0,0,0,652,669,695,640,2656
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",85,139,116,118,136,133,0,0,0,0,0,0,0,0,727
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",0,0,0,0,0,0,138,158,146,144,0,0,0,0,586
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",0,0,0,0,0,0,0,0,0,0,148,184,147,173,652
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",17,101,92,75,68,62,71,0,0,0,0,0,0,0,486
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",67,83,65,52,51,35,39,0,0,0,0,0,0,0,392
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",23,62,57,43,49,51,49,0,0,0,0,0,0,0,334
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",67,61,59,66,42,42,36,0,0,0,0,0,0,0,373
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",43,54,59,82,67,56,64,0,0,0,0,0,0,0,425
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",17,66,69,43,54,64,43,0,0,0,0,0,0,0,356
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",9,65,35,56,60,49,47,0,0,0,0,0,0,0,321
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",0,0,0,0,0,0,0,119,113,123,0,0,0,0,355
"Groton School District","=""0590011""","Fitch Middle School","=""0595111""",0,0,0,0,0,0,0,133,143,131,0,0,0,0,407
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",0,0,0,0,0,0,0,86,83,99,0,0,0,0,268
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",0,0,0,0,0,0,0,0,0,0,272,319,329,317,1237
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",50,59,75,68,73,64,0,0,0,0,0,0,0,0,389
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",0,52,70,56,63,72,0,0,0,0,0,0,0,0,313
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""",0,51,70,63,66,77,0,0,0,0,0,0,0,0,327
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",0,63,74,69,75,79,0,0,0,0,0,0,0,0,360
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",0,0,0,0,0,0,268,317,0,0,0,0,0,0,585
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",0,0,0,0,0,0,0,0,283,268,0,0,0,0,551
"Guilford School District","=""0600011""","Guilford High School","=""0606111""",0,0,0,0,0,0,0,0,0,0,279,284,277,291,1131
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""",89,0,0,0,0,0,0,0,0,0,0,0,0,0,89
"Hamden School District","=""0620011""","Church Street School","=""0620211""",15,68,60,54,49,55,49,56,0,0,0,0,0,0,406
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",14,41,50,39,27,31,30,35,0,0,0,0,0,0,267
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",0,63,74,69,57,61,62,82,0,0,0,0,0,0,468
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",0,40,57,36,39,46,48,55,0,0,0,0,0,0,321
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",0,49,45,40,40,50,50,47,0,0,0,0,0,0,321
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",0,52,63,51,44,40,40,47,0,0,0,0,0,0,337
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",0,64,66,61,67,57,42,37,0,0,0,0,0,0,394
"Hamden School District","=""0620011""","West Woods School","=""0621411""",0,62,57,73,72,70,68,74,0,0,0,0,0,0,476
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",0,0,0,0,0,0,0,0,450,457,0,0,0,0,907
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",0,0,0,0,0,0,0,0,0,0,474,475,450,454,1853
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",23,14,14,14,11,18,10,22,0,0,0,0,0,0,126
"Hartford School District","=""0640011""","Asian Studies Academy at Bellizzi School","=""0640711""",30,76,64,54,42,65,66,52,0,0,0,0,0,0,449
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",35,55,41,56,64,66,65,54,64,65,0,0,0,0,565
"Hartford School District","=""0640011""","Betances Early Reading Lab Magnet School","=""0642811""",55,90,83,51,36,0,0,0,0,0,0,0,0,0,315
"Hartford School District","=""0640011""","Breakthrough II Magnet School","=""0643511""",43,21,22,22,22,20,21,0,0,0,0,0,0,0,171
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""",54,34,32,33,33,34,35,34,33,33,0,0,0,0,355
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""",18,58,67,68,61,53,71,54,71,75,0,0,0,0,596
"Hartford School District","=""0640011""","Burr School","=""0642311""",36,103,108,96,82,87,78,75,67,75,0,0,0,0,807
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""",24,16,19,20,23,22,20,62,57,66,57,56,44,35,521
"Hartford School District","=""0640011""","Clark School","=""0642411""",22,46,54,45,48,43,33,31,35,40,0,0,0,0,397
"Hartford School District","=""0640011""","Environmental Sciences Magnet at Hooker School","=""0640911""",57,31,30,36,39,33,34,38,37,23,0,0,0,0,358
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""",115,115,117,94,115,89,104,0,0,0,0,0,0,0,749
"Hartford School District","=""0640011""","Kennelly School","=""0641011""",16,97,88,76,84,80,109,73,94,82,0,0,0,0,799
"Hartford School District","=""0640011""","Kinsella Magnet School of Performing Arts","=""0641111""",59,62,68,65,74,78,76,71,75,62,0,0,0,0,690
"Hartford School District","=""0640011""","M. L. King, Jr. School","=""0641611""",12,35,56,49,50,41,47,41,28,42,0,0,0,0,401
"Hartford School District","=""0640011""","Milner School","=""0641911""",13,57,50,45,44,37,49,48,38,41,0,0,0,0,422
"Hartford School District","=""0640011""","Montessori Magnet at Fisher School","=""0643711""",101,39,46,17,14,13,10,0,0,0,0,0,0,0,240
"Hartford School District","=""0640011""","Naylor/CCSU Leadership Academy","=""0641411""",35,90,73,80,69,81,83,54,68,71,0,0,0,0,704
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",53,115,99,74,74,64,52,0,0,0,0,0,0,0,531
"Hartford School District","=""0640011""","Rawson School","=""0641711""",19,77,72,68,72,75,69,0,0,0,0,0,0,0,452
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",34,92,85,71,69,59,59,0,0,0,0,0,0,0,469
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",29,45,37,43,40,38,33,32,24,26,0,0,0,0,347
"Hartford School District","=""0640011""","Webster Micro Society Magnet School","=""0642011""",84,61,78,59,60,55,61,42,45,37,0,0,0,0,582
"Hartford School District","=""0640011""","West Middle School","=""0642111""",17,99,85,75,82,66,69,57,50,57,0,0,0,0,657
"Hartford School District","=""0640011""","Wish Museum School","=""0642211""",19,53,40,30,43,55,45,38,38,31,0,0,0,0,392
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""",0,54,56,64,68,65,0,0,46,64,0,0,0,0,417
"Hartford School District","=""0640011""","M. D. Fox School","=""0640811""",0,67,79,69,85,63,60,32,24,0,0,0,0,0,479
"Hartford School District","=""0640011""","SAND School","=""0640111""",0,66,57,52,46,59,45,58,43,45,0,0,0,0,471
"Hartford School District","=""0640011""","STEM Magnet at Fisher School","=""0642511""",0,42,38,21,40,40,50,48,39,26,0,0,0,0,344
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Elementary)","=""0649011""",0,0,0,"*",7,"*",6,6,6,0,0,0,0,0,32
"Hartford School District","=""0640011""","Renzulli Gifted and Talented Academy","=""0644011""",0,0,0,0,0,17,21,23,28,16,0,0,0,0,105
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""",0,0,0,0,0,0,0,110,104,112,107,99,98,84,714
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""",0,0,0,0,0,0,0,198,201,208,109,0,0,0,716
"Hartford School District","=""0640011""","McDonough Middle School","=""0641211""",0,0,0,0,0,0,0,165,154,132,0,0,0,0,451
"Hartford School District","=""0640011""","Sarah J Rawson Middle Grades Academy","=""0645611""",0,0,0,0,0,0,0,65,71,66,0,0,0,0,202
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",0,0,0,0,0,0,0,65,82,70,126,103,92,99,637
"Hartford School District","=""0640011""","Dr. Joseph Bellizzi Middle School","=""0645311""",0,0,0,0,0,0,0,0,58,88,0,0,0,0,146
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""",0,0,0,0,0,0,0,0,0,0,471,154,0,0,625
"Hartford School District","=""0640011""","Culinary Arts Academy at Weaver High School","=""0646011""",0,0,0,0,0,0,0,0,0,0,121,80,54,42,297
"Hartford School District","=""0640011""","HPHS Engineering and Green Technology Academy","=""0647211""",0,0,0,0,0,0,0,0,0,0,104,86,135,108,433
"Hartford School District","=""0640011""","HPHS Freshmen Academy","=""0647311""",0,0,0,0,0,0,0,0,0,0,221,0,0,0,221
"Hartford School District","=""0640011""","High School, Inc.","=""0647611""",0,0,0,0,0,0,0,0,0,0,102,76,106,37,321
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""",0,0,0,0,0,0,0,0,0,0,106,62,77,72,317
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""",0,0,0,0,0,0,0,0,0,0,28,42,28,18,116
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""",0,0,0,0,0,0,0,0,0,0,84,88,74,81,327
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""",0,0,0,0,0,0,0,0,0,0,114,99,99,77,389
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""",0,0,0,0,0,0,0,0,0,0,0,176,144,76,396
"Hartford School District","=""0640011""","HPHS Nursing and Health Sciences Academy","=""0647511""",0,0,0,0,0,0,0,0,0,0,0,169,124,85,378
"Hartford School District","=""0640011""","Bulkeley High School","=""0647111""",0,0,0,0,0,0,0,0,0,0,0,0,193,206,399
"Hartland School District","=""0650011""","Hartland School","=""0650111""",16,19,21,32,29,21,24,19,24,20,0,0,0,0,225
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""",48,119,110,123,0,0,0,0,0,0,0,0,0,0,400
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""",0,0,0,0,156,159,145,188,0,0,0,0,0,0,648
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""",43,42,35,38,35,42,38,33,16,15,0,0,0,0,337
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",33,33,33,33,33,33,33,33,32,34,0,0,0,0,330
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""",42,47,48,49,48,48,47,62,54,43,0,0,0,0,488
"Kent School District","=""0680011""","Kent Center School","=""0680111""","*",32,29,38,39,28,31,29,24,"*",0,0,0,0,278
"Killingly School District","=""0690011""","Goodyear Early Childhood Center","=""0698011""",100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""",0,86,102,97,103,105,0,0,0,0,0,0,0,0,493
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""",0,100,94,85,93,77,0,0,0,0,0,0,0,0,449
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""",0,0,0,0,0,0,193,214,190,215,0,0,0,0,812
"Killingly School District","=""0690011""","Killingly High School","=""0696111""",0,0,0,0,0,0,0,0,0,0,248,228,184,162,822
"Learn","=""2450014""","The Friendship School","=""2450214""",354,155,0,0,0,0,0,0,0,0,0,0,0,0,509
"Learn","=""2450014""","Learn Special Education","=""2459014""",0,"*",0,"*","*","*",0,"*",0,"*","*","*","*","*",28
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""",0,100,92,88,96,78,85,0,0,0,0,0,0,0,539
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""",0,0,0,0,0,0,0,27,32,23,0,0,0,0,82
"Learn","=""2450014""","Connecticut River Academy","=""2456014""",0,0,0,0,0,0,0,0,0,0,111,105,30,0,246
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""",0,0,0,0,0,0,0,0,0,0,85,25,0,0,110
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""",64,71,68,79,86,84,0,0,0,0,0,0,0,0,452
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""",0,0,0,0,0,0,92,96,96,102,0,0,0,0,386
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""",0,0,0,0,0,0,0,0,0,0,102,105,119,119,445
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""",59,35,43,47,40,43,45,40,0,0,0,0,0,0,352
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""",0,85,66,73,0,0,0,0,0,0,0,0,0,0,224
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""",0,54,65,55,61,58,59,61,0,0,0,0,0,0,413
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""",0,0,0,0,62,74,65,69,0,0,0,0,0,0,270
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""",0,0,0,0,0,0,0,0,174,216,0,0,0,0,390
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""",0,0,0,0,0,0,0,0,0,0,253,251,227,203,934
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""",40,27,39,43,49,36,51,46,57,65,0,0,0,0,453
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""",0,0,0,0,0,0,0,0,0,0,"*",11,9,"*",24
"Litchfield School District","=""0740011""","Center School","=""0740211""",19,74,70,70,83,0,0,0,0,0,0,0,0,0,316
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""",0,0,0,0,0,92,81,90,0,0,0,0,0,0,263
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""",0,0,0,0,0,0,0,0,94,105,76,69,94,105,543
"Madison School District","=""0760011""","Town Campus Learning Center","=""0769011""",40,0,0,0,0,0,0,0,0,0,0,0,0,0,40
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""",0,143,61,79,91,99,0,0,0,0,0,0,0,0,473
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""",0,0,55,60,86,84,0,0,0,0,0,0,0,0,285
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""",0,0,47,52,79,72,0,0,0,0,0,0,0,0,250
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""",0,0,0,0,0,0,254,287,0,0,0,0,0,0,541
