"District","District Code","School","School Code","English Learner Status","Count","%"
"Darien School District","=""0350011""","Darien High School","=""0356111""","English Learner Status","N/A","*"
"Darien School District","=""0350011""","Hindley Elementary School","=""0350211""","English Learner Status","N/A","*"
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""","English Learner Status","N/A","*"
"Darien School District","=""0350011""","Ox Ridge Elementary School","=""0351311""","English Learner Status","N/A","*"
"Darien School District","=""0350011""","Tokeneke Elementary School","=""0350611""","English Learner Status","N/A","*"
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""","English Learner Status","N/A","*"
"Granby School District","=""0560011""","Frank M. Kearns Primary School","=""0560111""","English Learner Status","N/A","*"
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""","English Learner Status","N/A","*"
"Granby School District","=""0560011""","Kelly Lane Intermediate School","=""0560411""","English Learner Status","N/A","*"
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""","English Learner Status","N/A","*"
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","English Learner Status","*","*"
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""","English Learner Status","N/A","N/A"
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""","English Learner Status","N/A","N/A"
"Greenwich School District","=""0570011""","Glenville School","=""0570411""","English Learner Status","N/A","N/A"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","English Learner Status",8,10.5
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""","English Learner Status","*","*"
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""","English Learner Status","N/A","N/A"
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""","English Learner Status","N/A","N/A"
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""","English Learner Status","N/A","N/A"
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""","English Learner Status","N/A","N/A"
"Greenwich School District","=""0570011""","North Street School","=""0570811""","English Learner Status","N/A","*"
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""","English Learner Status","N/A","N/A"
"Greenwich School District","=""0570011""","Parkway School","=""0571111""","English Learner Status","N/A","*"
"Greenwich School District","=""0570011""","Riverside School","=""0571011""","English Learner Status","N/A","N/A"
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""","English Learner Status","*","*"
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""","English Learner Status","N/A","*"
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""","English Learner Status","N/A","*"
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""","English Learner Status","N/A","*"
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""","English Learner Status","N/A","*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","English Learner Status","N/A","*"
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""","English Learner Status","*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","English Learner Status","*","*"
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""","English Learner Status","N/A","*"
"New Canaan School District","=""0900011""","East School","=""0900411""","English Learner Status","N/A","*"
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","English Learner Status","N/A","*"
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""","English Learner Status","N/A","*"
"New Canaan School District","=""0900011""","South School","=""0900211""","English Learner Status","N/A","*"
"New Canaan School District","=""0900011""","West School","=""0900311""","English Learner Status","N/A","*"
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""","English Learner Status","N/A","*"
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""","English Learner Status","N/A","*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","English Learner Status","*","*"
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""","English Learner Status","N/A","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","English Learner Status","N/A","N/A"
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","English Learner Status","*","*"
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","English Learner Status",11,52.4
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","English Learner Status","N/A","N/A"
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","English Learner Status","N/A","*"
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","English Learner Status","N/A","*"
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","English Learner Status","*","*"
"Bloomfield School District","=""0110011""","J. P. Vincent School","=""0110311""","English Learner Status","N/A","*"
"Bloomfield School District","=""0110011""","Laurel School","=""0110611""","English Learner Status","*","*"
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","English Learner Status","N/A","*"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","English Learner Status","N/A","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","English Learner Status","N/A","*"
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""","English Learner Status","N/A","*"
"Cromwell School District","=""0330011""","Edna C. Stevens School","=""0330211""","English Learner Status","N/A","N/A"
"Cromwell School District","=""0330011""","Woodside Intermediate School","=""0330311""","English Learner Status","N/A","*"
"Farmington School District","=""0520011""","East Farms School","=""0520411""","English Learner Status","N/A","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","English Learner Status","N/A","*"
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""","English Learner Status","N/A","*"
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""","English Learner Status","N/A","N/A"
"Farmington School District","=""0520011""","Union School","=""0520111""","English Learner Status","N/A","*"
"Farmington School District","=""0520011""","West District School","=""0520311""","English Learner Status","N/A","*"
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""","English Learner Status","N/A","*"
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""","English Learner Status","N/A","*"
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""","English Learner Status","N/A","*"
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""","English Learner Status","N/A","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","English Learner Status","N/A","*"
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""","English Learner Status","N/A","*"
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""","English Learner Status","N/A","*"
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""","English Learner Status","*","*"
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""","English Learner Status","N/A","*"
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""","English Learner Status","*","*"
"Killingly School District","=""0690011""","Goodyear Early Childhood Center","=""0698011""","English Learner Status","N/A","*"
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""","English Learner Status","N/A","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","English Learner Status","*","*"
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""","English Learner Status","*","*"
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""","English Learner Status","*","*"
"Kent School District","=""0680011""","Kent Center School","=""0680111""","English Learner Status","N/A","*"
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""","English Learner Status","N/A","*"
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""","English Learner Status","N/A","*"
"New Britain School District","=""0890011""","Academic Extension Center","=""0899211""","English Learner Status","*","*"
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""","English Learner Status","*","*"
"New Britain School District","=""0890011""","Behavior Support Program","=""0899311""","English Learner Status","*","*"
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""","English Learner Status","*","*"
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""","English Learner Status",22,6.3
"New Britain School District","=""0890011""","Gaffney School","=""0890511""","English Learner Status","*","*"
"New Britain School District","=""0890011""","Holmes School","=""0890611""","English Learner Status",25,18.1
"New Britain School District","=""0890011""","Jefferson School","=""0890711""","English Learner Status","*","*"
"New Britain School District","=""0890011""","Lincoln School","=""0890811""","English Learner Status",9,5.4
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","English Learner Status",178,43.4
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""","English Learner Status","*","*"
"New Britain School District","=""0890011""","Northend School","=""0890911""","English Learner Status","*","*"
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""","English Learner Status",49,23.7
"New Britain School District","=""0890011""","Roosevelt Middle School","=""0895111""","English Learner Status",14,25.9
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""","English Learner Status",20,22.7
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""","English Learner Status","*","*"
"New Britain School District","=""0890011""","Smith School","=""0891311""","English Learner Status","N/A","N/A"
"New Britain School District","=""0890011""","Vance School","=""0891511""","English Learner Status","N/A","N/A"
"Avon School District","=""0040011""","Avon High School","=""0046111""","English Learner Status","N/A","*"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","English Learner Status","*","*"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","English Learner Status","N/A","N/A"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","English Learner Status","N/A","*"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","English Learner Status","N/A","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","English Learner Status","N/A","*"
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","English Learner Status","*","*"
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","English Learner Status","*","*"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","English Learner Status","N/A","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","English Learner Status","N/A","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","English Learner Status","N/A","*"
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","English Learner Status","*","*"
"Colchester School District","=""0280011""","Colchester Elementary School","=""0280411""","English Learner Status","N/A","*"
"Colchester School District","=""0280011""","Jack Jackter Intermediate School","=""0280211""","English Learner Status","N/A","*"
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""","English Learner Status","*","*"
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""","English Learner Status","N/A","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","English Learner Status","N/A","*"
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""","English Learner Status","N/A","*"
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""","English Learner Status","N/A","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","English Learner Status","N/A","*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","English Learner Status","*","*"
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""","English Learner Status","N/A","*"
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""","English Learner Status","N/A","N/A"
"Fairfield School District","=""0510011""","Jennings School","=""0511711""","English Learner Status","N/A","*"
"Fairfield School District","=""0510011""","McKinley School","=""0510611""","English Learner Status","N/A","N/A"
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""","English Learner Status","N/A","*"
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""","English Learner Status","N/A","*"
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""","English Learner Status","N/A","*"
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""","English Learner Status","*","*"
"Fairfield School District","=""0510011""","Sherman School","=""0511311""","English Learner Status","N/A","*"
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""","English Learner Status","N/A","*"
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""","English Learner Status","*","*"
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""","English Learner Status","N/A","*"
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""","English Learner Status","N/A","*"
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""","English Learner Status","N/A","*"
"Montville School District","=""0860011""","Mohegan School","=""0860111""","English Learner Status","N/A","N/A"
"Montville School District","=""0860011""","Montville High School","=""0866111""","English Learner Status","N/A","N/A"
"Montville School District","=""0860011""","Oakdale School","=""0860511""","English Learner Status","N/A","*"
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""","English Learner Status","N/A","N/A"
"Naugatuck School District","=""0880011""","Central Avenue School","=""0880111""","English Learner Status","N/A","*"
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""","English Learner Status","*","*"
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""","English Learner Status","*","*"
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""","English Learner Status","N/A","*"
"Naugatuck School District","=""0880011""","Hillside Middle School","=""0885211""","English Learner Status","*","*"
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""","English Learner Status","N/A","*"
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""","English Learner Status","N/A","N/A"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","English Learner Status",7,18.4
"Naugatuck School District","=""0880011""","Salem School","=""0880611""","English Learner Status","N/A","N/A"
"Naugatuck School District","=""0880011""","Western School","=""0880711""","English Learner Status","N/A","*"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","English Learner Status","*","*"
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","English Learner Status","N/A","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""","English Learner Status","N/A","N/A"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","English Learner Status","N/A","N/A"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""","English Learner Status","N/A","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""","English Learner Status","N/A","*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","English Learner Status","*","*"
"Cheshire School District","=""0250011""","Darcey School","=""0250211""","English Learner Status","N/A","*"
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""","English Learner Status","N/A","*"
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""","English Learner Status","N/A","*"
"Cheshire School District","=""0250011""","Highland School","=""0250411""","English Learner Status","N/A","*"
"Cheshire School District","=""0250011""","Humiston School","=""0259011""","English Learner Status","N/A","*"
"Cheshire School District","=""0250011""","Norton School","=""0250511""","English Learner Status","N/A","*"
"Chester School District","=""0260011""","Chester Elementary School","=""0260111""","English Learner Status","N/A","*"
"Clinton School District","=""0270011""","Abraham Pierson School","=""0270111""","English Learner Status","N/A","*"
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""","English Learner Status","N/A","*"
"Clinton School District","=""0270011""","Lewin G. Joel Jr. School","=""0270311""","English Learner Status","N/A","N/A"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","English Learner Status","*","*"
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""","English Learner Status","N/A","*"
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""","English Learner Status","N/A","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","English Learner Status","*","*"
"Enfield School District","=""0490011""","Enfield Street School","=""0490211""","English Learner Status","N/A","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","English Learner Status","N/A","*"
"Enfield School District","=""0490011""","Harriet Beecher Stowe School","=""0491211""","English Learner Status","N/A","*"
"Enfield School District","=""0490011""","Hazardville Memorial School","=""0490411""","English Learner Status","N/A","*"
"Enfield School District","=""0490011""","Henry Barnard School","=""0491811""","English Learner Status","*","*"
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""","English Learner Status","*","*"
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""","English Learner Status","N/A","*"
"Enfield School District","=""0490011""","Thomas G. Alcorn School","=""0491711""","English Learner Status","N/A","*"
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""","English Learner Status","N/A","*"
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""","English Learner Status","N/A","*"
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""","English Learner Status","N/A","*"
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""","English Learner Status","*","*"
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""","English Learner Status","N/A","*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","English Learner Status","*","*"
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","English Learner Status","N/A","*"
"Milford School District","=""0840011""","Live Oaks School","=""0841611""","English Learner Status","N/A","*"
"Milford School District","=""0840011""","Mathewson School","=""0841711""","English Learner Status","N/A","*"
"Milford School District","=""0840011""","Meadowside School","=""0840711""","English Learner Status","N/A","N/A"
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""","English Learner Status","N/A","*"
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""","English Learner Status","N/A","*"
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""","English Learner Status","N/A","*"
"Milford School District","=""0840011""","Simon Lake School","=""0841411""","English Learner Status","*","*"
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""","English Learner Status","N/A","*"
"Monroe School District","=""0850011""","Chalk Hill School","=""0850611""","English Learner Status","N/A","*"
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""","English Learner Status","N/A","*"
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""","English Learner Status","N/A","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","English Learner Status","N/A","*"
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""","English Learner Status","N/A","*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","English Learner Status","*","*"
"Brookfield School District","=""0180011""","Center Elementary School","=""0180311""","English Learner Status","N/A","*"
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""","English Learner Status","N/A","*"
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""","English Learner Status","*","*"
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""","English Learner Status","N/A","*"
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""","English Learner Status","N/A","*"
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""","English Learner Status","N/A","*"
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""","English Learner Status","N/A","*"
"Canton School District","=""0230011""","Canton Middle School","=""0235111""","English Learner Status","N/A","*"
"Canton School District","=""0230011""","Cherry Brook Primary School","=""0230211""","English Learner Status","N/A","*"
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""","English Learner Status","N/A","*"
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","English Learner Status","*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","English Learner Status","N/A","*"
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","English Learner Status","*","*"
"Ellington School District","=""0480011""","Center School","=""0480111""","English Learner Status","N/A","*"
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""","English Learner Status","N/A","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","English Learner Status","N/A","*"
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""","English Learner Status","N/A","*"
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""","English Learner Status","N/A","*"
"Ellington School District","=""0480011""","Windermere School","=""0480611""","English Learner Status","*","*"
"Preston School District","=""1140011""","Preston Plains School","=""1145111""","English Learner Status","*","*"
"Preston School District","=""1140011""","Preston Veterans' Memorial School","=""1140411""","English Learner Status","N/A","*"
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""","English Learner Status","*","*"
"Stratford School District","=""1380011""","Chapel School","=""1380311""","English Learner Status","N/A","N/A"
"Stratford School District","=""1380011""","David Wooster Middle School","=""1385211""","English Learner Status","*","*"
"Stratford School District","=""1380011""","Eli Whitney School","=""1381311""","English Learner Status","N/A","N/A"
"Stratford School District","=""1380011""","Franklin School","=""1380411""","English Learner Status","N/A","N/A"
"Stratford School District","=""1380011""","Harry B. Flood Middle School","=""1385311""","English Learner Status","*","*"
"Stratford School District","=""1380011""","Honeyspot School","=""1381611""","English Learner Status","*","*"
"Stratford School District","=""1380011""","Lordship School","=""1380811""","English Learner Status","N/A","*"
"Stratford School District","=""1380011""","Nichols School","=""1380911""","English Learner Status","N/A","N/A"
"Stratford School District","=""1380011""","Second Hill Lane School","=""1381011""","English Learner Status","*","*"
"Stratford School District","=""1380011""","Stratford Academy - Johnson House","=""1381511""","English Learner Status","*","*"
"Stratford School District","=""1380011""","Stratford High School","=""1386111""","English Learner Status","*","*"
"Stratford School District","=""1380011""","Wilcoxson School","=""1381411""","English Learner Status","*","*"
"Suffield School District","=""1390011""","A. Ward Spaulding School","=""1390411""","English Learner Status","N/A","*"
"Suffield School District","=""1390011""","McAlister Intermediate School","=""1390311""","English Learner Status","N/A","*"
"West Hartford School District","=""1550011""","Aiken School","=""1551611""","English Learner Status","N/A","N/A"
"West Hartford School District","=""1550011""","Braeburn School","=""1550211""","English Learner Status","N/A","N/A"
"West Hartford School District","=""1550011""","Bristow Middle School","=""1555311""","English Learner Status","*","*"
"West Hartford School District","=""1550011""","Bugbee School","=""1550411""","English Learner Status","N/A","*"
"West Hartford School District","=""1550011""","Charter Oak International Academy","=""1550511""","English Learner Status","N/A","N/A"
"West Hartford School District","=""1550011""","Conard High School","=""1556111""","English Learner Status",9,18.0
"West Hartford School District","=""1550011""","Duffy School","=""1550611""","English Learner Status","N/A","*"
"West Hartford School District","=""1550011""","Hall High School","=""1556211""","English Learner Status",10,21.3
"West Hartford School District","=""1550011""","King Philip Middle School","=""1555111""","English Learner Status","*","*"
"West Hartford School District","=""1550011""","Morley School","=""1550911""","English Learner Status","*","*"
"West Hartford School District","=""1550011""","Norfeldt School","=""1551011""","English Learner Status","*","*"
"West Hartford School District","=""1550011""","Sedgwick Middle School","=""1555211""","English Learner Status",10,16.1
"West Hartford School District","=""1550011""","Smith School","=""1551711""","English Learner Status","N/A","N/A"
"West Hartford School District","=""1550011""","Webster Hill School","=""1551211""","English Learner Status","N/A","N/A"
"West Hartford School District","=""1550011""","Whiting Lane School","=""1551311""","English Learner Status","N/A","N/A"
"West Hartford School District","=""1550011""","Wolcott School","=""1551511""","English Learner Status","N/A","N/A"
"Regional School District 10","=""2100012""","Har-Bur Middle School","=""2105112""","English Learner Status","N/A","*"
"Regional School District 10","=""2100012""","Harwinton Consolidated School","=""2100312""","English Learner Status","N/A","*"
"Regional School District 10","=""2100012""","Lake Garda Elementary School","=""2100212""","English Learner Status","N/A","*"
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","English Learner Status","N/A","*"
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""","English Learner Status","*","*"
"Regional School District 12","=""2120012""","Shepaug Valley Middle School","=""2125112""","English Learner Status","N/A","*"
"Regional School District 12","=""2120012""","Washington Primary School","=""2120412""","English Learner Status","N/A","*"
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","English Learner Status","N/A","*"
"Regional School District 13","=""2130012""","Frederick Brewster School","=""2130112""","English Learner Status","N/A","*"
"Regional School District 13","=""2130012""","John Lyman School","=""2130512""","English Learner Status","N/A","*"
"Regional School District 13","=""2130012""","Middlefield Memorial School","=""2130412""","English Learner Status","N/A","*"
"Oxford School District","=""1080011""","Great Oak School","=""1085111""","English Learner Status","N/A","*"
"Oxford School District","=""1080011""","Oxford Center School","=""1080111""","English Learner Status","N/A","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","English Learner Status","N/A","*"
"Oxford School District","=""1080011""","Quaker Farms School","=""1080311""","English Learner Status","N/A","N/A"
"Plainfield School District","=""1090011""","Early Childhood Center","=""1090511""","English Learner Status","N/A","*"
"Plainfield School District","=""1090011""","Moosup Elementary School","=""1090111""","English Learner Status","N/A","*"
"Plainfield School District","=""1090011""","Plainfield Central School","=""1095111""","English Learner Status","N/A","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","English Learner Status","*","*"
"Plainfield School District","=""1090011""","Plainfield Memorial School","=""1090311""","English Learner Status","*","*"
"Plainfield School District","=""1090011""","Shepard Hill Elementary School","=""1090411""","English Learner Status","N/A","*"
"Stonington School District","=""1370011""","Deans Mill School","=""1370511""","English Learner Status","N/A","*"
"Stonington School District","=""1370011""","Pawcatuck Middle School","=""1375111""","English Learner Status","N/A","*"
"Stonington School District","=""1370011""","Stonington High School","=""1376111""","English Learner Status","N/A","*"
"Stonington School District","=""1370011""","West Broad Street School","=""1370411""","English Learner Status","N/A","*"
"Stonington School District","=""1370011""","West Vine Street School","=""1370611""","English Learner Status","N/A","*"
"Waterford School District","=""1520011""","Clark Lane Middle School","=""1525111""","English Learner Status","*","*"
"Waterford School District","=""1520011""","Oswegatchie Elementary School","=""1520611""","English Learner Status","N/A","*"
"Waterford School District","=""1520011""","Quaker Hill Elementary School","=""1520711""","English Learner Status","N/A","*"
"Waterford School District","=""1520011""","Southwest Elementary School","=""1520511""","English Learner Status","N/A","*"
"Waterford School District","=""1520011""","Waterford High School","=""1526111""","English Learner Status","*","*"
"Watertown School District","=""1530011""","Fletcher W. Judson School","=""1530311""","English Learner Status","N/A","*"
"Watertown School District","=""1530011""","John Trumbull Primary School","=""1530211""","English Learner Status","N/A","N/A"
"Watertown School District","=""1530011""","Polk School","=""1530411""","English Learner Status","N/A","*"
"Watertown School District","=""1530011""","Swift Middle School","=""1535111""","English Learner Status","*","*"
"Watertown School District","=""1530011""","Watertown High School","=""1536111""","English Learner Status","N/A","*"
"Westbrook School District","=""1540011""","Daisy Ingraham School","=""1540211""","English Learner Status","N/A","*"
"Westbrook School District","=""1540011""","Westbrook Middle School","=""1545111""","English Learner Status","N/A","*"
"Regional School District 06","=""2060012""","Goshen Center School","=""2060112""","English Learner Status","N/A","*"
"Regional School District 06","=""2060012""","James Morris School","=""2060212""","English Learner Status","N/A","*"
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","English Learner Status","*","*"
"Regional School District 06","=""2060012""","Warren Elementary School","=""2060312""","English Learner Status","N/A","*"
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","English Learner Status","N/A","*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","English Learner Status",8,20.0
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","English Learner Status","N/A","N/A"
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","English Learner Status",6,14.3
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","English Learner Status",18,32.7
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","English Learner Status","*","*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","English Learner Status","*","*"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","English Learner Status","*","*"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","English Learner Status","*","*"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","English Learner Status","*","*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","English Learner Status","N/A","*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","English Learner Status","N/A","*"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","English Learner Status","N/A","*"
