"Student Counts by School and Free/Reduced Lunch Eligibility"
"All Districts, All Schools"
"2016-17"

"",,,,"Free/Reduced Lunch Eligibility",,,
"Monroe School District","=""0850011""","Masuk High School","=""0856111""",64,953,34,1051
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""",18,349,8,375
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""",30,404,13,447
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""",109,182,38,329
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""",143,338,78,559
"Montville School District","=""0860011""","Mohegan School","=""0860111""",112,169,48,329
"Montville School District","=""0860011""","Montville High School","=""0866111""",171,411,54,636
"Montville School District","=""0860011""","Oakdale School","=""0860511""",56,200,25,281
"Montville School District","=""0860011""","Palmer Academy","=""0869011""",14,"*","*",23
"Montville School District","=""0860011""","Pre School Program","=""0860311""","*",33,"*",43
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""",146,106,27,279
"Naugatuck School District","=""0880011""","Central Avenue Preschool","=""0888211""","*","*",0,31
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""",252,333,80,665
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""",102,181,32,315
"Naugatuck School District","=""0880011""","Genesis Academy","=""0880911""","*",10,"*",20
"Naugatuck School District","=""0880011""","Head Start","=""0888111""",85,"*","*",119
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""",165,132,35,332
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""",146,149,28,323
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""",106,301,40,447
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""",441,641,136,1218
"Naugatuck School District","=""0880011""","Salem School","=""0880611""",134,109,25,268
"Naugatuck School District","=""0880011""","Western School","=""0880711""",109,125,22,256
"New Beginnings Inc Family Academy District","=""2800013""","New Beginnings Inc Family Academy","=""2800113""",443,35,21,499
"New Britain School District","=""0890011""","Behavior Support (Holmes)","=""0891011""","*","*",0,10
"New Britain School District","=""0890011""","Brook Side School","=""0899111""",49,"*","*",54
"New Britain School District","=""0890011""","CLIMB","=""0899411""",15,7,0,22
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""",363,105,25,493
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""",603,192,55,850
"New Britain School District","=""0890011""","Gaffney School","=""0890511""",302,260,31,593
"New Britain School District","=""0890011""","Holmes School","=""0890611""",254,204,36,494
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""",75,60,12,147
"New Britain School District","=""0890011""","Jefferson School","=""0890711""",325,102,28,455
"New Britain School District","=""0890011""","KEY Elementary (Gaffney)","=""0891611""",36,"*","*",43
"New Britain School District","=""0890011""","KEY Middle (Slade)","=""0891711""",10,"*","*",14
"New Britain School District","=""0890011""","Lincoln School","=""0890811""",455,186,28,669
"New Britain School District","=""0890011""","New Britain High School","=""0896111""",1545,544,109,2198
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""",44,7,0,51
"New Britain School District","=""0890011""","Northend School","=""0890911""",197,47,10,254
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""",652,108,31,791
"New Britain School District","=""0890011""","Roosevelt Early Learning Center","=""0890111""",34,131,0,165
"New Britain School District","=""0890011""","Satellite Careers Academy","=""0899511""",139,"*","*",157
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""",653,113,41,807
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""",551,117,17,685
"New Britain School District","=""0890011""","Smith School","=""0891311""",406,117,43,566
"New Britain School District","=""0890011""","Sunrise Intermediate (Holmes)","=""0890411""",7,0,0,7
"New Britain School District","=""0890011""","Sunrise Primary (Chamberlain)","=""0890211""","*","*",0,24
"New Britain School District","=""0890011""","Vance School","=""0891511""",349,140,26,515
"New Canaan School District","=""0900011""","East School","=""0900411""",0,547,0,547
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""",0,1266,0,1266
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""",0,1359,0,1359
"New Canaan School District","=""0900011""","South School","=""0900211""",0,545,0,545
"New Canaan School District","=""0900011""","West School","=""0900311""",0,524,0,524
"New Fairfield School District","=""0910011""","Alternative Learning Center","=""0910311""","*",9,"*",13
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""",28,467,7,502
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""",27,455,6,488
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""",49,779,16,844
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""",45,482,13,540
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""",19,251,8,278
"New Hartford School District","=""0920011""","Bakerville Consolidated School","=""0920111""",9,90,0,99
"New Hartford School District","=""0920011""","New Hartford Elementary School","=""0920211""","*",53,"*",66
"New Haven School District","=""0930011""","Edgewood School","=""0931211""",145,282,0,427
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",126,424,0,550
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""",230,241,0,471
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""",292,270,0,562
"New Haven School District","=""0930011""","Beecher School","=""0930311""",267,236,0,503
"New Haven School District","=""0930011""","Benjamin Jepson Head Start","=""0933411""","*","*",0,12
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""",231,284,0,515
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""",215,233,0,448
"New Haven School District","=""0930011""","Bishop Woods Architecture and Design Magnet School","=""0934311""",300,193,0,493
"New Haven School District","=""0930011""","Bishop Woods Self Contained Autism","=""0937911""","*","*",0,11
"New Haven School District","=""0930011""","Brennan Rogers School","=""0932111""",354,188,0,542
"New Haven School District","=""0930011""","Brennan Rogers Self Contained Autism","=""0937211""","*","*",0,21
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""",203,186,0,389
"New Haven School District","=""0930011""","Celentano Self Contained ID","=""0937411""","*","*",0,11
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""",410,108,0,518
"New Haven School District","=""0930011""","Clinton Self Contained ID","=""0937811""","*","*",0,10
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""",256,231,0,487
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""",336,309,0,645
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""",305,339,0,644
"New Haven School District","=""0930011""","Cortlandt V.R. Creed Health and Sport Sciences High School","=""0936811""",129,93,0,222
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""",217,294,0,511
"New Haven School District","=""0930011""","Domus Academy","=""0935611""","*","*",0,29
"New Haven School District","=""0930011""","Dr. Reginald Mayo Early Learning Center","=""0932711""",25,433,0,458
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""",283,207,0,490
"New Haven School District","=""0930011""","East Rock Self Contained MD","=""0937511""",20,9,0,29
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""",108,493,0,601
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""",422,452,0,874
"New Haven School District","=""0930011""","Fair Haven Self Contained ID","=""0938711""","*","*",0,"*"
"New Haven School District","=""0930011""","Headstart","=""0938011""","*","*",0,220
"New Haven School District","=""0930011""","Helene Grant HeadStart","=""0938311""",0,36,0,36
"New Haven School District","=""0930011""","High School In The Community","=""0936611""",166,85,0,251
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""",327,160,0,487
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""",343,305,0,648
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""",574,339,0,913
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",244,281,0,525
"New Haven School District","=""0930011""","John S. Martinez Sea and Sky STEM School","=""0930811""",293,244,0,537
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""",339,197,0,536
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",213,169,0,382
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""",214,323,0,537
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""",195,212,0,407
"New Haven School District","=""0930011""","Nathan Hale Self Contained ID","=""0937711""","*","*",0,10
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""",168,120,0,288
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""",73,20,0,93
"New Haven School District","=""0930011""","New Light High School","=""0932611""",48,"*","*",64
"New Haven School District","=""0930011""","Off-Campus Classroom Program (OCC)","=""0937311""",27,18,0,45
"New Haven School District","=""0930011""","Quinnipiac Real World Math STEM School","=""0933511""",228,102,0,330
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""",60,26,0,86
"New Haven School District","=""0930011""","Roberto Clemente Leadership Academy for Global Awareness","=""0934211""",314,166,0,480
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",396,293,0,689
"New Haven School District","=""0930011""","Sound School","=""0936711""",102,231,0,333
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""",203,141,0,344
"New Haven School District","=""0930011""","Strong Self Contained Autism","=""0937611""",9,12,0,21
"New Haven School District","=""0930011""","Truman School","=""0932911""",256,277,0,533
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""",155,54,0,209
"New Haven School District","=""0930011""","West Rock Self Contained Autism","=""0938411""","*","*",0,11
"New Haven School District","=""0930011""","Wexler Grant Self Contained","=""0938611""","*","*",0,"*"
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",224,211,0,435
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""",952,536,0,1488
"New Haven School District","=""0930011""","Wilbur Cross Self Contained MD","=""0938511""",10,11,0,21
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",60,384,0,444
"New London School District","=""0950011""","Jennings School","=""0950311""",473,50,11,534
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""",363,"*","*",416
"New London School District","=""0950011""","Harbor","=""0950611""",163,53,8,224
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""",413,92,18,523
"New London School District","=""0950011""","New London High School","=""0956111""",532,33,20,585
"New London School District","=""0950011""","New London Visual and Performing Arts Magnet School","=""0951411""",82,"*","*",105
"New London School District","=""0950011""","Pre-Kindergarten at Winthrop","=""0950711""","*","*","*","*"
"New London School District","=""0950011""","Science and Technology Magnet School of Southeastern Connecticut","=""0951311""",416,128,15,559
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""",433,106,21,560
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""",91,329,25,445
"New Milford School District","=""0960011""","Litchfield Hills Transition Center","=""0969011""","*","*",0,19
"New Milford School District","=""0960011""","New Milford High School","=""0966111""",215,1077,74,1366
"New Milford School District","=""0960011""","Northville Elementary School","=""0960811""",48,373,26,447
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""",189,658,56,903
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""",175,796,54,1025
"Newington School District","=""3480015""","SAGE","=""3480415""","*","*","*","*"
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""",85,372,23,480
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""",62,214,20,296
"Newington School District","=""0940011""","John Paterson School","=""0940811""",59,294,18,371
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",101,557,30,688
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",117,454,28,599
"Newington School District","=""0940011""","Newington High School","=""0946111""",203,1003,63,1269
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""",59,275,13,347
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""","*",276,"*",300
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""",9,255,9,273
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""",25,332,8,365
"Newtown School District","=""0970011""","Newtown High School","=""0976111""",100,1542,42,1684
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""",47,682,21,750
"Newtown School District","=""0970011""","Newtown Preschool","=""0978011""",0,60,0,60
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""",41,604,14,659
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""",29,320,7,356
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""",21,73,8,102
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""",57,329,15,401
"North Branford School District","=""0990011""","North Branford High School","=""0996111""",78,463,36,577
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""",66,375,21,462
"North Branford School District","=""0990011""","School to Work Program","=""0999011""","*","*","*","*"
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""",52,324,15,391
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",56,210,12,278
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""",31,272,15,318
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""",37,320,12,369
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""",21,244,11,276
"North Haven School District","=""1010011""","North Haven High School","=""1016111""",119,858,38,1015
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""",84,635,27,746
"North Haven School District","=""1010011""","North Haven Transition Partnership","=""1010111""","*","*",0,6
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""",31,363,11,405
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""","*",322,"*",371
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""",40,311,8,359
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""",697,667,117,1481
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""",249,166,41,456
"Norwalk School District","=""1030011""","Center for Global Studies","=""1030511""",62,218,10,290
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""",108,202,32,342
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""",124,302,22,448
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""",176,246,24,446
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""",314,216,64,594
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""",343,137,57,537
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""",213,199,35,447
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""",157,210,39,406
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""",259,346,52,657
"Norwalk School District","=""1030011""","Norwalk Early Childhood Center","=""1030111""",28,137,6,171
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""",611,898,107,1616
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""",40,"*","*",49
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""",355,255,82,692
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""",202,233,50,485
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""",117,290,18,425
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""",244,182,46,472
"Norwalk School District","=""1030011""","Tracey School","=""1031411""",230,121,36,387
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""",319,307,62,688
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""",134,165,24,323
"Norwich Free Academy District","=""9010022""","Alternative Pathways to Success","=""9010322""","*","*","*",7
"Norwich Free Academy District","=""9010022""","Night School","=""9010222""","*","*",0,8
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""",986,1209,128,2323
"Norwich School District","=""1040011""","Transition Academy","=""1041011""",0,18,0,18
"Norwich School District","=""1040011""","Virtual Learning Academy","=""1049211""","*","*",0,9
"Norwich School District","=""1040011""","ABA Autism Program","=""1040411""",14,"*","*",20
"Norwich School District","=""1040011""","ABA Program @ Kelly","=""1041111""","*","*",0,6
"Norwich School District","=""1040011""","Bishop School Early Learning Center","=""1040111""",118,57,29,204
"Norwich School District","=""1040011""","Case Street Early Learning Center at DTZ","=""1040211""",45,7,8,60
"Norwich School District","=""1040011""","IRS Program at Moriarty","=""1040911""","*",0,"*","*"
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""",240,58,33,331
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""",486,152,62,700
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""",255,114,37,406
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""",195,139,21,355
"Norwich School District","=""1040011""","Special Needs Program","=""1040511""",7,"*","*",13
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""",231,67,33,331
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""",164,79,30,273
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""",186,40,16,242
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""",253,42,20,315
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""",175,52,32,259
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""","*",249,"*",328
"Old Saybrook School District","=""1060011""","Kathleen E. Goodwin School","=""1060211""",55,288,20,363
"Old Saybrook School District","=""1060011""","Old Saybrook Middle School","=""1065211""",77,396,24,497
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""",54,382,15,451
"Orange School District","=""1070011""","Mary L. Tracy School","=""1070211""","*","*",0,194
"Orange School District","=""1070011""","Peck Place School","=""1070511""","*",325,"*",345
"Orange School District","=""1070011""","Race Brook School","=""1070311""","*",315,"*",343
"Orange School District","=""1070011""","Turkey Hill School","=""1070411""","*",271,"*",283
"Oxford School District","=""1080011""","Alternative Education","=""1080411""","*",6,"*",14
"Oxford School District","=""1080011""","Great Oak School","=""1085111""",31,456,9,496
"Oxford School District","=""1080011""","Oxford Center School","=""1080111""",33,395,8,436
"Oxford School District","=""1080011""","Oxford High School","=""1086011""",40,545,14,599
"Oxford School District","=""1080011""","Quaker Farms School","=""1080311""","*",358,"*",393
"Park City Prep Charter School District","=""2830013""","Park City Prep Charter School","=""2835113""",229,81,50,360
"Path Academy District","=""2930013""","Path Academy","=""2930113""",148,9,0,157
"Plainfield School District","=""1090011""","Early Childhood Center","=""1098011""","*",13,"*",20
"Plainfield School District","=""1090011""","Moosup Elementary School","=""1090111""",124,161,24,309
"Plainfield School District","=""1090011""","Plainfield Central School","=""1095111""",202,250,54,506
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""",218,367,84,669
"Plainfield School District","=""1090011""","Plainfield Memorial School","=""1090311""",153,160,31,344
"Plainfield School District","=""1090011""","Shepard Hill Elementary School","=""1090411""",186,207,32,425
"Plainville School District","=""1100011""","Frank T. Wheeler School","=""1100411""",60,227,12,299
"Plainville School District","=""1100011""","Linden Street School","=""1100211""",144,247,23,414
"Plainville School District","=""1100011""","Louis Toffolon School","=""1100511""",84,284,18,386
"Plainville School District","=""1100011""","Middle School of Plainville","=""1105211""",137,381,30,548
"Plainville School District","=""1100011""","Plainville High School","=""1106111""",174,476,50,700
"Plymouth School District","=""1110011""","Eli Terry Jr. Middle School","=""1115111""",82,230,26,338
"Plymouth School District","=""1110011""","Harry S. Fisher Elementary School","=""1110411""",121,189,31,341
"Plymouth School District","=""1110011""","Plymouth Center School","=""1110211""",66,231,16,313
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""",112,346,35,493
"Pomfret School District","=""1120011""","Pomfret Community School","=""1120111""",44,321,10,375
"Portland School District","=""1130011""","Brownstone Intermediate School","=""1130511""",44,155,10,209
"Portland School District","=""1130011""","Gildersleeve School","=""1130411""",63,224,8,295
"Portland School District","=""1130011""","Portland High School","=""1136111""","*",306,"*",376
"Portland School District","=""1130011""","Portland Middle School","=""1135111""",31,178,7,216
"Portland School District","=""1130011""","Valley View School","=""1130211""","*",190,"*",234
"Preston School District","=""1140011""","Preston Plains School","=""1145111""",17,109,12,138
"Preston School District","=""1140011""","Preston Veterans' Memorial School","=""1140411""",67,207,13,287
"Putnam School District","=""1160011""","Helping Hands","=""1169011""","*",0,0,"*"
"Putnam School District","=""1160011""","PALS - Putnam Alternative Learning System","=""1160111""","*",0,0,"*"
"Putnam School District","=""1160011""","Putnam Elementary School","=""1160311""",315,238,66,619
"Putnam School District","=""1160011""","Putnam High School","=""1166111""",121,124,35,280
"Putnam School District","=""1160011""","Putnam Middle School","=""1165111""",119,119,30,268
"Redding School District","=""1170011""","John Read Middle School","=""1175111""",9,427,0,436
"Redding School District","=""1170011""","Redding Elementary School","=""1170111""",17,483,0,500
"Regional School District 01","=""2010012""","ALPSS","=""2010512""",0,"*","*","*"
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""",70,324,18,412
"Regional School District 01","=""2010012""","LEAPSS","=""2010412""","*","*",0,"*"
"Regional School District 01","=""2010012""","SELC","=""2010312""","*","*",0,"*"
"Regional School District 01","=""2010012""","TOTAL","=""2010212""","*","*",0,"*"
"Regional School District 04","=""2040012""","John Winthrop Middle School","=""2045112""",25,297,11,333
"Regional School District 04","=""2040012""","Region 4 Transition Academy","=""2040112""","*","*",0,6
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""",52,532,22,606
"Regional School District 05","=""2050012""","Amity Middle School: Bethany","=""2055112""",15,355,0,370
"Regional School District 05","=""2050012""","Amity Middle School: Orange","=""2055212""",15,378,7,400
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""",72,1370,10,1452
"Regional School District 06","=""2060012""","Goshen Center School","=""2060112""","*",179,"*",194
"Regional School District 06","=""2060012""","James Morris School","=""2060212""","*",136,"*",148
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""",58,469,21,548
"Regional School District 06","=""2060012""","Warren Elementary School","=""2060312""","*","*",0,82
"Regional School District 07","=""2070012""","AIM","=""2079112""","*","*","*",7
"Regional School District 07","=""2070012""","FLEX","=""2079012""","*","*","*",8
"Regional School District 07","=""2070012""","Highlander Transition Academy","=""2070112""","*","*",0,19
"Regional School District 07","=""2070012""","Links","=""2079212""",7,9,0,16
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""",47,646,12,705
"Regional School District 07","=""2070012""","Northwestern Regional Middle School","=""2075112""",18,300,8,326
"Regional School District 07","=""2070012""","STEP","=""2079312""","*","*",0,12
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""",54,943,28,1025
"Regional School District 08","=""2080012""","RHAM Middle School","=""2085112""",36,463,15,514
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""",34,909,9,952
"Regional School District 10","=""2100012""","Har-Bur Middle School","=""2105112""","*",733,"*",777
"Regional School District 10","=""2100012""","Harwinton Consolidated School","=""2100312""","*",355,"*",372
"Regional School District 10","=""2100012""","Lake Garda Elementary School","=""2100212""","*",427,"*",443
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","*",717,"*",760
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""",62,171,13,246
"Regional School District 12","=""2120012""","Booth Free School","=""2120212""","*","*",0,86
"Regional School District 12","=""2120012""","Shepaug Valley School","=""2120312""",32,367,10,409
"Regional School District 12","=""2120012""","The Burnham School","=""2120112""",0,47,0,47
"Regional School District 12","=""2120012""","Washington Primary School","=""2120412""",18,147,0,165
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""",43,496,8,547
"Regional School District 13","=""2130012""","Frank Ward Strong School","=""2135112""",17,273,7,297
"Regional School District 13","=""2130012""","Frederick Brewster School","=""2130112""","*",238,"*",260
"Regional School District 13","=""2130012""","John Lyman School","=""2130512""",14,240,7,261
"Regional School District 13","=""2130012""","Middlefield Memorial School","=""2130412""",28,311,10,349
"Regional School District 13","=""2130012""","Middlesex Transition Academy","=""2130312""",0,25,0,25
"Regional School District 14","=""2140012""","Bethlehem Elementary School","=""2140112""",25,221,8,254
"Regional School District 14","=""2140012""","Integrated Star Preschool Program","=""2148012""",0,38,0,38
"Regional School District 14","=""2140012""","Mitchell Elementary School","=""2140212""",44,321,9,374
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""",82,617,23,722
"Regional School District 14","=""2140012""","Region 14 Transition Academy","=""2140412""",0,"*",0,"*"
"Regional School District 14","=""2140012""","Woodbury Middle School","=""2145112""",32,328,8,368
"Regional School District 15","=""2150012""","Gainfield Elementary School","=""2150412""","*",334,"*",363
"Regional School District 15","=""2150012""","Long Meadow Elementary School","=""2150712""",22,485,6,513
"Regional School District 15","=""2150012""","MIJ Program","=""2150112""","*",12,"*",16
"Regional School District 15","=""2150012""","Memorial Middle School","=""2155212""",17,422,9,448
"Regional School District 15","=""2150012""","Middlebury Elementary School","=""2150612""",23,268,12,303
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""",68,1140,11,1219
"Regional School District 15","=""2150012""","Pomperaug School","=""2150512""","*",319,"*",348
"Regional School District 15","=""2150012""","Rochambeau Middle School","=""2155112""",22,465,7,494
"Regional School District 16","=""2160012""","Laurel Ledge School","=""2160112""",55,286,17,358
"Regional School District 16","=""2160012""","Long River Middle School","=""2165112""",53,459,36,548
"Regional School District 16","=""2160012""","Prospect Elementary School","=""2160512""",48,536,19,603
"Regional School District 16","=""2160012""","WRHS Alternative Education Program","=""2160412""",6,"*","*",12
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""",64,595,21,680
"Regional School District 17","=""2170012""","Burr District Elementary School","=""2170212""",20,247,10,277
"Regional School District 17","=""2170012""","Haddam Elementary School","=""2170112""","*",176,"*",189
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""",45,580,18,643
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""",39,667,21,727
"Regional School District 17","=""2170012""","Killingworth Elementary School","=""2170312""","*",254,"*",263
"Regional School District 17","=""2170012""","RSD17 Transition Program","=""2170412""",0,"*",0,"*"
"Regional School District 18","=""2180012""","Center School","=""2180312""","*",42,"*",45
"Regional School District 18","=""2180012""","Alternative Program","=""2180412""","*","*",0,"*"
"Regional School District 18","=""2180012""","Lyme Consolidated School","=""2180112""",24,167,10,201
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","*",451,"*",487
"Regional School District 18","=""2180012""","Lyme-Old Lyme Middle School","=""2185112""","*",305,"*",321
"Regional School District 18","=""2180012""","Mile Creek School","=""2180212""","*",222,"*",247
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""",183,901,53,1137
"Regional School District 19","=""2190012""","E.O. Smith High School at the Depot Campus","=""2190112""",6,10,0,16
"Regional School District 19","=""2190012""","PM Panthers","=""2190212""",13,"*","*",20
"Regional School District 19","=""2190012""","STAAR Program","=""2190312""","*","*",0,19
"Ridgefield School District","=""1180011""","Alternative High School","=""1188011""","*","*",0,15
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""","*",318,"*",321
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""",9,342,0,351
"Ridgefield School District","=""1180011""","District Program ERMS","=""1181011""",0,"*",0,"*"
"Ridgefield School District","=""1180011""","District Program RES","=""1180711""",0,8,0,8
"Ridgefield School District","=""1180011""","District Program SES","=""1180911""",0,"*",0,"*"
"Ridgefield School District","=""1180011""","District Program SRMS","=""1181111""",0,"*",0,"*"
"Ridgefield School District","=""1180011""","East Ridge Middle School","=""1185111""","*",760,"*",784
"Ridgefield School District","=""1180011""","Farmingville Elementary School","=""1180411""","*","*",0,328
