"Student Counts by School and Year"
"All Districts, All Schools"
"2009-10"

"District","District Code","School","School Code","Count"
"Bridgeport School District","=""0150011""","Parent-Children Program","=""0158011""","*"
"Bridgeport School District","=""0150011""","Park City Academy","=""0159211""",17
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""",512
"Bridgeport School District","=""0150011""","Read School","=""0152511""",863
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""",526
"Bridgeport School District","=""0150011""","Skane Center","=""0154411""",243
"Bridgeport School District","=""0150011""","The University School","=""0159111""",28
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""",522
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""",724
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""",19
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""",1364
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""",1305
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""",910
"Bristol School District","=""0170011""","Clara T. O'Connell School","=""0170711""",375
"Bristol School District","=""0170011""","Clarence A. Bingham School","=""0170111""",236
"Bristol School District","=""0170011""","Community/Vocational Program","=""0179211""",13
"Bristol School District","=""0170011""","Edgewood School","=""0170311""",355
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""",511
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""",362
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""",359
"Bristol School District","=""0170011""","John J. Jennings School","=""0170611""",341
"Bristol School District","=""0170011""","Memorial Boulevard Middle School","=""0175311""",544
"Bristol School District","=""0170011""","Mountain View School","=""0171711""",367
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""",585
"Bristol School District","=""0170011""","South Side School","=""0171111""",566
"Bristol School District","=""0170011""","Stafford School","=""0171211""",480
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""",1016
"Brookfield School District","=""0180011""","Center Elementary School","=""0180311""",419
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""",546
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""",917
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""",576
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""",386
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""",95
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""",329
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""",222
"Canton School District","=""0230011""","Canton High School","=""0236111""",514
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""",388
"Canton School District","=""0230011""","Canton Middle School","=""0235111""",291
"Canton School District","=""0230011""","Cherry Brook Primary School","=""0230211""",569
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""",168
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""",25
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""",261
"Capitol Region Education Council","=""2410014""","Great Path Academy at MCC","=""2416314""",234
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""",274
"Capitol Region Education Council","=""2410014""","Integrated Program Models","=""2419414""",9
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""",182
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""",53
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""",713
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""",336
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""",216
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""",171
"Capitol Region Education Council","=""2410014""","River Street Early Learning Center (Site 2)","=""2419514""",52
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""",152
"Capitol Region Education Council","=""2410014""","Soundbridge","=""2419114""",89
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet Middle School","=""2415014""",592
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""",418
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""",173
"Charter School for Young Children on Asylum Hill District","=""2870013""","Charter School for Young Children on Asylum Hill  Inc.","=""2870113""",185
"Cheshire School District","=""0250011""","Chapman School","=""0250111""",325
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""",1549
"Cheshire School District","=""0250011""","Darcey School","=""0250211""",395
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""",815
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""",516
"Cheshire School District","=""0250011""","Highland School","=""0250411""",840
"Cheshire School District","=""0250011""","Humiston School","=""0259011""",17
"Cheshire School District","=""0250011""","Norton School","=""0250511""",492
"Chester School District","=""0260011""","Chester Elementary School","=""0260111""",299
"Clinton School District","=""0270011""","Abraham Pierson School","=""0270111""",300
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""",495
"Clinton School District","=""0270011""","Lewin G. Joel Jr. School","=""0270311""",671
"Clinton School District","=""0270011""","The Morgan School","=""0276111""",558
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""",1003
"Colchester School District","=""0280011""","Colchester Elementary School","=""0280411""",734
"Colchester School District","=""0280011""","Jack Jackter Intermediate School","=""0280211""",706
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""",761
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""",119
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""",554
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""",160
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""",683
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""",886
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""",544
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""",511
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""",591
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""",514
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""",781
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""",566
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""",671
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""",623
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""",557
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""",761
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""",880
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""",607
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""",737
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""",557
"Cooperative Educational Services","=""2430014""","Developmental Learning Center (DLC)","=""2439214""",76
"Cooperative Educational Services","=""2430014""","Preschool-Primary Learning Center (PLC)","=""2439114""",58
"Cooperative Educational Services","=""2430014""","RISE Transitional Program","=""2439314""",10
"Cooperative Educational Services","=""2430014""","School Readiness","=""2438014""",53
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",439
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",142
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""",122
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""",481
"Coventry School District","=""0320011""","Coventry Early Intervention Services","=""0328011""",11
"Coventry School District","=""0320011""","Coventry Grammar School","=""0320211""",414
"Coventry School District","=""0320011""","Coventry High School","=""0326111""",563
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""",440
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""",605
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""",465
"Cromwell School District","=""0330011""","Edna C. Stevens School","=""0330211""",477
"Cromwell School District","=""0330011""","Woodside Intermediate School","=""0330311""",501
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""",88
"Danbury School District","=""0340011""","Broadview Middle School","=""0345111""",1108
"Danbury School District","=""0340011""","Danbury High School","=""0346111""",2854
"Danbury School District","=""0340011""","Ellsworth Avenue School","=""0341411""",395
"Danbury School District","=""0340011""","Great Plain School","=""0341111""",307
"Danbury School District","=""0340011""","Hayestown Avenue School","=""0340211""",439
"Danbury School District","=""0340011""","King Street Intermediate School","=""0341711""",307
"Danbury School District","=""0340011""","King Street Primary School","=""0341311""",300
"Danbury School District","=""0340011""","Mill Ridge Educational Center","=""0341811""",352
"Danbury School District","=""0340011""","Mill Ridge Primary School","=""0340511""",296
"Danbury School District","=""0340011""","Morris Street School","=""0340611""",369
"Danbury School District","=""0340011""","Park Avenue School","=""0340811""",408
"Danbury School District","=""0340011""","Pembroke School","=""0341511""",325
"Danbury School District","=""0340011""","Rogers Park Middle School","=""0345211""",1036
"Danbury School District","=""0340011""","Shelter Rock School","=""0341211""",396
"Danbury School District","=""0340011""","South Street School","=""0341011""",344
"Danbury School District","=""0340011""","Stadley Rough School","=""0341611""",467
"Danbury School District","=""0340011""","Western CT Academy of International Studies Elementary Magnet School","=""0341911""",383
"Darien School District","=""0350011""","Darien High School","=""0356111""",1264
"Darien School District","=""0350011""","Hindley Elementary School","=""0350211""",546
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""",484
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""",1156
"Darien School District","=""0350011""","Ox Ridge Elementary School","=""0351311""",478
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""",443
"Darien School District","=""0350011""","Tokeneke Elementary School","=""0350611""",409
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""",349
"Department of Mental Health and Addiction Services","=""3370015""","Cedarcrest Regional Hosp - Blue Hills Hosp. Substance Ab","=""3370315""","*"
"Department of Mental Health and Addiction Services","=""3370015""","Greater Bridgeport Community Mental Health Center","=""3370515""","*"
"Derby School District","=""0370011""","Bradley School","=""0370611""",386
"Derby School District","=""0370011""","Derby High School","=""0376111""",624
"Derby School District","=""0370011""","Irving School","=""0370411""",439
"East Granby School District","=""0400011""","Allgrove School","=""0400111""",281
"East Granby School District","=""0400011""","East Granby High School","=""0406111""",256
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""",230
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""",137
"East Haddam School District","=""0410011""","East Haddam Elementary School","=""0410111""",421
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""",406
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""",559
"East Hampton School District","=""0420011""","Center School","=""0420311""",301
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""",570
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""",499
"East Hampton School District","=""0420011""","Memorial School","=""0420111""",648
"East Hampton School District","=""0420011""","The Learning Center at East Hampton","=""0429011""",8
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""",319
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""",167
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""",408
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""",345
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""",331
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""",1903
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""",905
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""",376
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""",340
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""",355
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""",411
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""",334
"East Hartford School District","=""0430011""","Stevens Alternate High School","=""0436411""",117
"East Hartford School District","=""0430011""","Sunset Ridge Middle School","=""0432411""",462
"East Hartford School District","=""0430011""","Willowbrook Early Childhood","=""0438011""",285
"East Hartford School District","=""0430011""","Woodland School","=""0439011""",184
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""",237
"East Haven School District","=""0440011""","D. C. Moore School","=""0441411""",226
"East Haven School District","=""0440011""","Deer Run School","=""0440111""",344
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""",197
"East Haven School District","=""0440011""","East Haven High School","=""0446111""",968
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""",233
"East Haven School District","=""0440011""","Hays School","=""0441911""",154
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""",474
"East Haven School District","=""0440011""","Momauguin School","=""0440711""",212
"East Haven School District","=""0440011""","Overbrook Elementary School","=""0441811""",182
"East Haven School District","=""0440011""","Pathways","=""0449011""",32
"East Haven School District","=""0440011""","Robert W. Carbone School","=""0441611""",261
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""",1221
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""",843
"East Lyme School District","=""0450011""","Flanders School","=""0450111""",379
"East Lyme School District","=""0450011""","Integrated Preschool","=""0458011""",47
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""",367
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""",237
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""",601
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""",376
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",402
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""",88
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""",50
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""",70
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",170
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""",384
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""",730
"EdAdvance","=""2420014""","EdAdvance Headstart","=""2428014""",173
"EdAdvance","=""2420014""","The ACCESS School at The Danuta M. Thibodeau Education Center","=""2429014""",27
"Ellington School District","=""0480011""","Center School","=""0480111""",403
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""",221
"Ellington School District","=""0480011""","Ellington High School","=""0486111""",777
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""",405
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""",414
"Ellington School District","=""0480011""","Windermere School","=""0480611""",447
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""",547
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""",343
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""",424
"Enfield School District","=""0490011""","Enfield High School","=""0496111""",823
"Enfield School District","=""0490011""","Enfield Street School","=""0490211""",356
"Enfield School District","=""0490011""","Enfield Transitional Learning Academy","=""0499011""","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""",1158
"Enfield School District","=""0490011""","Harriet Beecher Stowe School","=""0491211""",258
"Enfield School District","=""0490011""","Hazardville Memorial School","=""0490411""",371
"Enfield School District","=""0490011""","Head Start Program","=""0498011""",104
"Enfield School District","=""0490011""","Henry Barnard School","=""0491811""",428
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""",872
"Enfield School District","=""0490011""","Nathan Hale School","=""0491111""",259
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""",403
"Enfield School District","=""0490011""","Thomas G. Alcorn School","=""0491711""",293
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""",593
"Explorations District","=""2720013""","Explorations","=""2726113""",80
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""",419
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""",316
"Fairfield School District","=""0510011""","Early Childhood Center","=""0518011""",135
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""",1452
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""",1298
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""",672
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""",335
"Fairfield School District","=""0510011""","Jennings School","=""0511711""",352
"Fairfield School District","=""0510011""","McKinley School","=""0510611""",451
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""",478
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""",478
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""",551
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""",466
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""",966
"Fairfield School District","=""0510011""","Sherman School","=""0511311""",474
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""",492
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""",773
"Farmington School District","=""0520011""","East Farms School","=""0520411""",438
"Farmington School District","=""0520011""","Farmington Collaborative PK","=""0528011""",67
"Farmington School District","=""0520011""","Farmington High School","=""0526111""",1324
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""",686
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""",335
"Farmington School District","=""0520011""","Union School","=""0520111""",294
"Farmington School District","=""0520011""","West District School","=""0520311""",350
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""",658
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""",224
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""",535
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""",318
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""",541
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""",2102
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""",532
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""",526
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""",489
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""",645
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""",1128
"Granby School District","=""0560011""","Frank M. Kearns Primary School","=""0560111""",469
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""",751
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""",354
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""",347
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""",354
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""",631
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""",417
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""",774
"Greenwich School District","=""0570011""","Glenville School","=""0570411""",296
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""",2688
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",410
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""",371
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",343
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",219
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""",455
"Greenwich School District","=""0570011""","North Street School","=""0570811""",486
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""",445
"Greenwich School District","=""0570011""","Parkway School","=""0571111""",319
"Greenwich School District","=""0570011""","Riverside School","=""0571011""",502
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",490
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",913
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",740
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",407
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",350
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",471
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",380
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",388
"Groton School District","=""0590011""","Fitch Middle School","=""0595111""",409
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",338
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",437
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",312
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",1306
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",362
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",276
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",544
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",321
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""",332
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",619
"Guilford School District","=""0600011""","Guilford High School","=""0606111""",1115
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",433
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",347
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""",96
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",457
"Hamden School District","=""0620011""","Church Street School","=""0620211""",411
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",326
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",1972
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",881
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",299
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",314
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",313
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",358
"Hamden School District","=""0620011""","West Woods School","=""0621411""",512
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",143
"Hartford School District","=""0640011""","Asian Studies Academy at Bellizzi School","=""0640711""",328
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",568
