"Student Counts by School and Free/Reduced Lunch Eligibility"
"All Districts, All Schools"
"2014-15"

"",,,,"Free/Reduced Lunch Eligibility",,,
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""",73,75,11,159
"New Britain School District","=""0890011""","Jefferson School","=""0890711""",335,81,26,442
"New Britain School District","=""0890011""","Lincoln School","=""0890811""",542,141,42,725
"New Britain School District","=""0890011""","New Britain High School","=""0896111""",1754,524,179,2457
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""",43,"*","*",50
"New Britain School District","=""0890011""","Northend School","=""0890911""",225,33,16,274
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""",625,80,64,769
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""",616,87,73,776
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""",639,39,24,702
"New Britain School District","=""0890011""","Smith School","=""0891311""",534,107,55,696
"New Britain School District","=""0890011""","Vance School","=""0891511""",391,78,44,513
"New Canaan School District","=""0900011""","East School","=""0900411""",0,566,0,566
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""",0,1250,0,1250
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""",0,1291,0,1291
"New Canaan School District","=""0900011""","South School","=""0900211""",0,547,0,547
"New Canaan School District","=""0900011""","West School","=""0900311""",0,547,0,547
"New Fairfield School District","=""0910011""","Alternative Learning Center","=""0910311""","*","*",0,9
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""","*",503,"*",544
"New Fairfield School District","=""0910011""","Day Alternative Learning Program","=""0910411""","*",11,"*",14
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""",53,465,8,526
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""",68,847,18,933
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""",58,556,15,629
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""",18,280,12,310
"New Hartford School District","=""0920011""","Bakerville Consolidated School","=""0920111""",8,107,0,115
"New Hartford School District","=""0920011""","Bridges II at Ann Antolini School","=""0920411""",0,"*",0,"*"
"New Hartford School District","=""0920011""","New Hartford Elementary School","=""0920211""","*","*",0,75
"New Haven School District","=""0930011""","Edgewood School","=""0931211""",136,294,9,439
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",147,385,20,552
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""",316,"*","*",490
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""",289,"*","*",560
"New Haven School District","=""0930011""","Beecher School","=""0930311""",250,243,9,502
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""",269,229,19,517
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""",188,257,14,459
"New Haven School District","=""0930011""","Bishop Woods Architecture and Design Magnet School","=""0934311""",298,190,9,497
"New Haven School District","=""0930011""","Blake Street Leadership Academy (STEP)","=""0932411""",9,11,0,20
"New Haven School District","=""0930011""","Brennan Rogers School","=""0932111""",371,117,20,508
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""",250,"*","*",362
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""",438,"*","*",599
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""",297,148,6,451
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""",388,243,9,640
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""",267,289,58,614
"New Haven School District","=""0930011""","Cortlandt V.R. Creed Health and Sport Sciences High School","=""0936811""",123,42,18,183
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""",160,288,13,461
"New Haven School District","=""0930011""","Domus Academy","=""0935611""",25,"*","*",36
"New Haven School District","=""0930011""","Early Learning Center","=""0938111""",106,36,0,142
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""",267,232,9,508
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""",115,446,10,571
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""",563,216,7,786
"New Haven School District","=""0930011""","Headstart","=""0938011""",226,145,0,371
"New Haven School District","=""0930011""","Helene Grant HeadStart","=""0938311""",175,102,0,277
"New Haven School District","=""0930011""","High School In The Community","=""0936611""",194,70,18,282
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""",360,107,9,476
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""",382,214,79,675
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""",559,466,14,1039
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",243,270,9,522
"New Haven School District","=""0930011""","John S. Martinez Sea and Sky STEM School","=""0930811""",341,161,6,508
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""",317,229,18,564
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",282,"*","*",372
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""",237,283,23,543
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""",175,170,46,391
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""",120,122,22,264
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""",51,13,0,64
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""","*","*",0,15
"New Haven School District","=""0930011""","Quinnipiac Real World Math STEM School","=""0933511""",264,56,10,330
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""",92,"*","*",117
"New Haven School District","=""0930011""","Roberto Clemente Leadership Academy for Global Awareness","=""0934211""",394,"*","*",535
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""","*",366,"*",675
"New Haven School District","=""0930011""","Sound School","=""0936711""",109,197,24,330
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""",347,66,16,429
"New Haven School District","=""0930011""","Truman School","=""0932911""",370,107,6,483
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""",199,49,24,272
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",277,"*","*",402
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""",739,604,19,1362
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""","*",378,"*",441
"New London School District","=""0950011""","Jennings School","=""0950311""",440,82,15,537
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""",501,91,32,624
"New London School District","=""0950011""","Harbor","=""0950611""",95,"*","*",124
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""",360,92,19,471
"New London School District","=""0950011""","New London High School","=""0956111""",575,255,56,886
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""",365,170,21,556
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""",93,335,26,454
"New Milford School District","=""0960011""","John Pettibone School","=""0960711""",75,275,14,364
"New Milford School District","=""0960011""","Litchfield Hills Transition Center","=""0969011""","*","*",0,11
"New Milford School District","=""0960011""","New Milford High School","=""0966111""",179,1148,71,1398
"New Milford School District","=""0960011""","Northville Elementary School","=""0960811""",49,355,10,414
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""",169,803,52,1024
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""",96,544,41,681
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""",69,363,27,459
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""",65,189,20,274
"Newington School District","=""0940011""","John Paterson School","=""0940811""",63,331,24,418
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",85,566,36,687
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",124,454,37,615
"Newington School District","=""0940011""","Newington High School","=""0946111""",203,1007,98,1308
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""",56,273,15,344
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""","*",303,"*",321
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""","*",292,"*",314
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""",25,360,6,391
"Newtown School District","=""0970011""","Newtown High School","=""0976111""",89,1617,32,1738
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""",45,763,25,833
"Newtown School District","=""0970011""","Newtown Preschool","=""0978011""",0,58,0,58
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""",36,679,16,731
"Newtown School District","=""0970011""","STARR","=""0979011""",0,"*",0,"*"
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""","*",335,"*",359
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""",16,91,8,115
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""",50,342,14,406
"North Branford School District","=""0990011""","North Branford High School","=""0996111""",87,499,33,619
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""",63,417,27,507
"North Branford School District","=""0990011""","School to Work Program","=""0999011""","*","*","*","*"
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""",53,362,15,430
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",52,212,16,280
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""",46,263,23,332
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""",36,333,15,384
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""",30,272,12,314
"North Haven School District","=""1010011""","North Haven High School","=""1016111""",104,889,46,1039
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""",71,680,31,782
"North Haven School District","=""1010011""","North Haven Transition Partnership","=""1010111""","*","*",0,"*"
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""",31,382,10,423
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""",45,329,7,381
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","*",164,"*",196
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""","*",132,"*",164
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""",589,962,124,1675
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""",213,267,42,522
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""",84,231,18,333
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""",138,341,23,502
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""",127,307,18,452
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""",262,277,49,588
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""",281,236,49,566
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""",173,297,27,497
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""",121,294,45,460
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""",214,358,48,620
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""",494,993,88,1575
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""",32,"*","*",56
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""",328,251,66,645
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""",189,234,36,459
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""",88,343,13,444
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""",226,229,31,486
"Norwalk School District","=""1030011""","Tracey School","=""1031411""",191,167,31,389
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""",296,288,51,635
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""",118,187,20,325
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""",907,1269,141,2317
"Norwich School District","=""1040011""","Bishop School Early Learning Center","=""1040111""",118,75,30,223
"Norwich School District","=""1040011""","Case Street Early Learning Center at DTZ","=""1040211""",33,18,6,57
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""",16,"*","*",20
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""",274,51,43,368
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""",444,149,78,671
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""",249,113,28,390
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""",167,164,42,373
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""",318,95,78,491
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""",168,79,36,283
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""",204,30,16,250
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""",233,45,33,311
"Norwich School District","=""1040011""","Virtual Learning Academy","=""1049211""","*","*",0,12
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""",169,39,28,236
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""",96,222,10,328
"Old Saybrook School District","=""1060011""","Kathleen E. Goodwin School","=""1060211""",77,324,16,417
"Old Saybrook School District","=""1060011""","Old Saybrook Middle School","=""1065211""",71,435,25,531
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""",52,408,6,466
"Orange School District","=""1070011""","Mary L. Tracy School","=""1070211""","*",164,"*",168
"Orange School District","=""1070011""","Peck Place School","=""1070511""","*",331,"*",349
"Orange School District","=""1070011""","Race Brook School","=""1070311""",21,342,6,369
"Orange School District","=""1070011""","Turkey Hill School","=""1070411""","*",282,"*",293
"Oxford School District","=""1080011""","Great Oak School","=""1085111""",27,473,17,517
"Oxford School District","=""1080011""","Oxford Center School","=""1080111""",25,446,9,480
"Oxford School District","=""1080011""","Oxford High School","=""1086011""",35,521,19,575
"Oxford School District","=""1080011""","Quaker Farms School","=""1080311""",31,359,6,396
"Park City Prep Charter School District","=""2830013""","Park City Prep Charter School","=""2835113""",217,110,33,360
"Path Academy District","=""2930013""","Path Academy","=""2930113""",101,"*","*",132
"Plainfield School District","=""1090011""","Early Childhood Center","=""1098011""",13,"*","*",19
"Plainfield School District","=""1090011""","Moosup Elementary School","=""1090111""",135,162,25,322
"Plainfield School District","=""1090011""","Plainfield Central School","=""1095111""",232,280,55,567
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""",209,405,69,683
"Plainfield School District","=""1090011""","Plainfield Memorial School","=""1090311""",140,163,33,336
"Plainfield School District","=""1090011""","Shepard Hill Elementary School","=""1090411""",179,204,27,410
"Plainville School District","=""1100011""","Frank T. Wheeler School","=""1100411""",56,226,26,308
"Plainville School District","=""1100011""","Linden Street School","=""1100211""",162,248,35,445
"Plainville School District","=""1100011""","Louis Toffolon School","=""1100511""",66,288,30,384
"Plainville School District","=""1100011""","Middle School of Plainville","=""1105211""",146,349,43,538
"Plainville School District","=""1100011""","Plainville High School","=""1106111""",149,509,57,715
"Plymouth School District","=""1110011""","Eli Terry Jr. Middle School","=""1115111""",90,250,16,356
"Plymouth School District","=""1110011""","Harry S. Fisher Elementary School","=""1110411""",98,254,15,367
"Plymouth School District","=""1110011""","Plymouth Alternative High School","=""1117111""","*","*",0,13
"Plymouth School District","=""1110011""","Plymouth Center School","=""1110211""",69,260,13,342
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""",82,358,23,463
"Pomfret School District","=""1120011""","Pomfret Community School","=""1120111""",44,339,25,408
"Portland School District","=""1130011""","Brownstone Intermediate School","=""1130511""","*",177,"*",214
"Portland School District","=""1130011""","Gildersleeve School","=""1130411""","*",153,"*",193
"Portland School District","=""1130011""","Portland High School","=""1136111""",62,295,12,369
"Portland School District","=""1130011""","Portland Middle School","=""1135111""",43,183,13,239
"Portland School District","=""1130011""","Valley View School","=""1130211""","*",237,"*",313
"Preston School District","=""1140011""","Preston Plains School","=""1145111""",27,117,13,157
"Preston School District","=""1140011""","Preston Veterans' Memorial School","=""1140411""",46,204,11,261
"Putnam School District","=""1160011""","Helping Hands","=""1169011""","*",0,0,"*"
"Putnam School District","=""1160011""","Putnam Elementary School","=""1160311""",374,239,55,668
"Putnam School District","=""1160011""","Putnam High School","=""1166111""",136,109,28,273
"Putnam School District","=""1160011""","Putnam Middle School","=""1165111""",133,122,40,295
"Redding School District","=""1170011""","John Read Middle School","=""1175111""",11,494,8,513
"Redding School District","=""1170011""","Redding Elementary School","=""1170111""","*",471,"*",488
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""",62,310,32,404
"Regional School District 04","=""2040012""","John Winthrop Middle School","=""2045112""",26,291,15,332
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""",38,584,13,635
"Regional School District 05","=""2050012""","Amity Middle School: Bethany","=""2055112""","*",365,"*",386
"Regional School District 05","=""2050012""","Amity Middle School: Orange","=""2055212""","*",374,"*",392
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""",48,1460,16,1524
"Regional School District 06","=""2060012""","Early Childhood Learning Center","=""2068112""","*",53,"*",57
"Regional School District 06","=""2060012""","Goshen Center School","=""2060112""","*",130,"*",150
"Regional School District 06","=""2060012""","James Morris School","=""2060212""","*",109,"*",125
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""",65,468,34,567
"Regional School District 06","=""2060012""","Warren Elementary School","=""2060312""","*",57,"*",66
"Regional School District 07","=""2070012""","AIM","=""2079112""","*","*",0,10
"Regional School District 07","=""2070012""","FLEX","=""2079012""","*","*",0,8
"Regional School District 07","=""2070012""","Links","=""2079212""","*",10,"*",13
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""",50,626,17,693
"Regional School District 07","=""2070012""","Northwestern Regional Middle School","=""2075112""","*",314,"*",332
"Regional School District 07","=""2070012""","STEP","=""2079312""","*","*",0,8
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""",45,1026,23,1094
"Regional School District 08","=""2080012""","RHAM Middle School","=""2085112""",25,513,17,555
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""",33,1004,12,1049
"Regional School District 10","=""2100012""","Har-Bur Middle School","=""2105112""",56,736,17,809
"Regional School District 10","=""2100012""","Harwinton Consolidated School","=""2100312""",22,381,14,417
"Regional School District 10","=""2100012""","Lake Garda Elementary School","=""2100212""","*",446,"*",468
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""",53,709,16,778
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""",67,186,16,269
"Regional School District 12","=""2120012""","Booth Free School","=""2120212""","*","*",0,78
"Regional School District 12","=""2120012""","Shepaug Valley School","=""2120312""",39,409,13,461
"Regional School District 12","=""2120012""","The Burnham School","=""2120112""",7,48,0,55
"Regional School District 12","=""2120012""","Washington Primary School","=""2120412""",15,138,0,153
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""",27,518,11,556
"Regional School District 13","=""2130012""","Francis E. Korn School","=""2130212""",11,130,0,141
"Regional School District 13","=""2130012""","Frank Ward Strong School","=""2135112""","*",318,"*",338
"Regional School District 13","=""2130012""","Frederick Brewster School","=""2130112""","*",221,"*",237
"Regional School District 13","=""2130012""","John Lyman School","=""2130512""","*",226,"*",239
"Regional School District 13","=""2130012""","Middlefield Memorial School","=""2130412""",14,273,6,293
"Regional School District 13","=""2130012""","Middlesex Transition Academy","=""2130312""",0,19,0,19
"Regional School District 14","=""2140012""","Bethlehem Elementary School","=""2140112""",22,235,7,264
"Regional School District 14","=""2140012""","Integrated Star Preschool Program","=""2148012""","*","*",0,51
"Regional School District 14","=""2140012""","Mitchell Elementary School","=""2140212""",30,316,13,359
"Regional School District 14","=""2140012""","Nonnewaug Chiefs Alternative Program","=""2140312""","*",0,0,"*"
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""",59,676,16,751
"Regional School District 14","=""2140012""","Woodbury Middle School","=""2145112""",36,320,8,364
"Regional School District 15","=""2150012""","Gainfield Elementary School","=""2150412""",29,343,6,378
"Regional School District 15","=""2150012""","Long Meadow Elementary School","=""2150712""","*",496,"*",521
"Regional School District 15","=""2150012""","Memorial Middle School","=""2155212""","*",440,"*",460
"Regional School District 15","=""2150012""","Middlebury Elementary School","=""2150612""",27,306,15,348
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""",46,1150,8,1204
"Regional School District 15","=""2150012""","Pomperaug School","=""2150512""","*",371,"*",391
"Regional School District 15","=""2150012""","Rochambeau Middle School","=""2155112""",22,517,6,545
"Regional School District 16","=""2160012""","Algonquin School","=""2160312""",53,354,8,415
"Regional School District 16","=""2160012""","Community School","=""2160212""",24,187,8,219
"Regional School District 16","=""2160012""","Laurel Ledge School","=""2160112""",58,349,13,420
"Regional School District 16","=""2160012""","Long River Middle School","=""2165112""",57,492,21,570
"Regional School District 16","=""2160012""","WRHS Alternative Education Program","=""2160412""","*",9,"*",13
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""",68,581,31,680
"Regional School District 17","=""2170012""","Burr District Elementary School","=""2170212""",26,266,7,299
"Regional School District 17","=""2170012""","Haddam Elementary School","=""2170112""",16,212,7,235
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""",54,548,13,615
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""",43,689,30,762
"Regional School District 17","=""2170012""","Killingworth Elementary School","=""2170312""","*",246,"*",264
"Regional School District 18","=""2180012""","Center School","=""2180312""","*",118,"*",126
"Regional School District 18","=""2180012""","Lyme Consolidated School","=""2180112""","*",191,"*",215
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","*",407,"*",437
"Regional School District 18","=""2180012""","Lyme-Old Lyme Middle School","=""2185112""","*",322,"*",352
"Regional School District 18","=""2180012""","Mile Creek School","=""2180212""","*",204,"*",221
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""",135,972,45,1152
"Regional School District 19","=""2190012""","E.O. Smith High School at the Depot Campus","=""2190112""","*",13,"*",27
"Regional School District 19","=""2190012""","PM Panthers","=""2190212""","*","*",0,17
"Ridgefield School District","=""1180011""","Alternative High School","=""1188011""","*",12,"*",14
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""","*","*",0,361
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""","*",366,"*",379
"Ridgefield School District","=""1180011""","East Ridge Middle School","=""1185111""",14,739,7,760
"Ridgefield School District","=""1180011""","Farmingville Elementary School","=""1180411""","*","*",0,345
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""","*",346,"*",354
"Ridgefield School District","=""1180011""","Ridgefield 18-21 Transition Program","=""1189011""",0,"*",0,"*"
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""",47,1684,13,1744
"Ridgefield School District","=""1180011""","Scotland Elementary School","=""1180511""","*",356,"*",368
"Ridgefield School District","=""1180011""","Scotts Ridge Middle School","=""1185211""","*",479,"*",496
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""","*",314,"*",330
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""",78,524,23,625
"Rocky Hill School District","=""1190011""","Alternative Learning Program","=""1190111""","*","*",0,10
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""",88,370,25,483
"Rocky Hill School District","=""1190011""","Pathways","=""1190311""","*","*",0,6
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""",83,591,23,697
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""","*",624,"*",661
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""",53,328,11,392
"Salisbury School District","=""1220011""","SELC","=""1220211""","*","*","*","*"
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""",20,234,15,269
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""","*",86,"*",129
"Seymour School District","=""1240011""","Bungay School","=""1240111""",86,392,24,502
"Seymour School District","=""1240011""","Chatfield-LoPresti School","=""1240211""",153,343,37,533
"Seymour School District","=""1240011""","Seymour High School","=""1246111""",112,487,49,648
"Seymour School District","=""1240011""","Seymour Middle School","=""1245111""",126,419,46,591
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""",27,129,7,163
"Sharon School District","=""1250011""","TOTAL","=""1250211""","*","*",0,14
"Shelton School District","=""1260011""","Mohegan School","=""1260911""","*",267,"*",293
"Shelton School District","=""1260011""","Booth Hill School","=""1261011""",25,290,8,323
"Shelton School District","=""1260011""","Elizabeth Shelton School","=""1260511""",79,369,23,471
"Shelton School District","=""1260011""","Intermediate School","=""1265111""",156,669,53,878
"Shelton School District","=""1260011""","Long Hill School","=""1260811""",128,273,31,432
"Shelton School District","=""1260011""","Perry Hill Elementary School","=""1261111""",128,586,35,749
"Shelton School District","=""1260011""","Shelton High School","=""1266111""",233,1221,96,1550
"Shelton School District","=""1260011""","Sunnyside School","=""1260611""",65,145,19,229
"Sherman School District","=""1270011""","Sherman School","=""1270111""",19,327,0,346
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""",96,120,19,235
"Simsbury School District","=""1280011""","Central School","=""1280111""","*",365,"*",404
"Simsbury School District","=""1280011""","Henry James Memorial School","=""1285111""",57,672,10,739
"Simsbury School District","=""1280011""","Latimer Lane School","=""1280611""","*",378,"*",404
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""",99,1331,20,1450
"Simsbury School District","=""1280011""","Squadron Line School","=""1280711""","*",566,"*",612
"Simsbury School District","=""1280011""","Tariffville School","=""1280311""",53,225,16,294
"Simsbury School District","=""1280011""","Tootin' Hills School","=""1280411""","*",332,"*",372
"Somers School District","=""1290011""","Mabelle B. Avery Middle School","=""1295111""","*",348,"*",371
"Somers School District","=""1290011""","Somers Elementary School","=""1290411""",42,570,16,628
"Somers School District","=""1290011""","Somers High School","=""1296111""","*",454,"*",474
"South Windsor School District","=""1320011""","Pleasant Valley School","=""1320211""",54,278,14,346
"South Windsor School District","=""1320011""","Eli Terry School","=""1320711""",49,384,11,444
"South Windsor School District","=""1320011""","Orchard Hill School","=""1320611""",47,326,16,389
"South Windsor School District","=""1320011""","Philip R. Smith School","=""1320111""",19,316,9,344
"South Windsor School District","=""1320011""","Project Worth Young Adult Academy","=""1329011""","*","*",0,11
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""",114,1204,46,1364
"South Windsor School District","=""1320011""","Timothy Edwards School","=""1325111""",93,843,43,979
"South Windsor School District","=""1320011""","Wapping Elementary School","=""1320411""",38,249,16,303
"Southington School District","=""1310011""","John F. Kennedy Middle School","=""1315311""",79,723,24,826
"Southington School District","=""1310011""","Achieve","=""1311711""","*","*",0,"*"
"Southington School District","=""1310011""","Alta","=""1310111""","*",18,"*",38
"Southington School District","=""1310011""","Derynoski Elementary School","=""1311511""",97,477,37,611
"Southington School District","=""1310011""","EASE","=""1310511""","*","*",0,10
"Southington School District","=""1310011""","Flanders Elementary School","=""1311311""",65,217,11,293
"Southington School District","=""1310011""","Hatton Elementary School","=""1310211""",74,297,13,384
"Southington School District","=""1310011""","Joseph A. Depaolo Middle School","=""1315111""",86,620,21,727
"Southington School District","=""1310011""","Language Based Classroom at Hatton School","=""1310411""","*","*",0,7
"Southington School District","=""1310011""","Language Based Classroom, Multihandicapped","=""1311811""","*","*",0,8
"Southington School District","=""1310011""","Plantsville Elementary School","=""1310611""",32,247,8,287
"Southington School District","=""1310011""","Preschool/ABA-Hatton School","=""1310311""",8,25,0,33
"Southington School District","=""1310011""","Preschool/ABA-South End School","=""1311911""","*","*",0,10
"Southington School District","=""1310011""","South End Elementary School","=""1310711""",41,205,10,256
"Southington School District","=""1310011""","Southington High School","=""1316211""",226,1713,73,2012
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""",38,252,19,309
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""",43,376,8,427
"Southington School District","=""1310011""","Therapeutic Educational Alternative Model (TEAM)","=""1311611""","*","*",0,"*"
"Southington School District","=""1310011""","Therapeutic Educational Setting (TEP)","=""1311211""","*","*","*",6
