"Student Counts by School and Grade"
"All Districts, All Schools"
"2008-09"

"",,,,"Grade",,,,,,,,,,,,,,
"East Haven School District","=""0440011""","Hays School","=""0441911""",44,119,0,0,0,0,0,0,0,0,0,0,0,0,163
"East Haven School District","=""0440011""","Overbrook Elementary School","=""0441811""",51,108,0,0,0,0,0,0,0,0,0,0,0,0,159
"East Haven School District","=""0440011""","Deer Run School","=""0440111""",0,0,71,45,64,55,54,48,0,0,0,0,0,0,337
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""",0,0,38,32,33,23,32,31,0,0,0,0,0,0,189
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""",0,0,39,32,33,36,36,36,0,0,0,0,0,0,212
"East Haven School District","=""0440011""","Momauguin School","=""0440711""",0,0,38,35,35,39,33,24,0,0,0,0,0,0,204
"East Haven School District","=""0440011""","Robert W. Carbone School","=""0441611""",0,0,52,46,44,47,49,54,0,0,0,0,0,0,292
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""",0,0,0,0,22,40,43,42,43,38,0,0,0,0,228
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""",0,0,0,0,0,0,0,0,259,240,0,0,0,0,499
"East Haven School District","=""0440011""","Pathways","=""0449011""",0,0,0,0,0,0,0,0,"*","*",9,10,19,"*",46
"East Haven School District","=""0440011""","East Haven High School","=""0446111""",0,0,0,0,0,0,0,0,0,0,225,288,268,233,1014
"East Lyme School District","=""0450011""","Integrated Preschool","=""0458011""",50,0,0,0,0,0,0,0,0,0,0,0,0,0,50
"East Lyme School District","=""0450011""","Flanders School","=""0450111""",0,68,66,72,85,77,0,0,0,0,0,0,0,0,368
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""",0,62,85,73,69,77,0,0,0,0,0,0,0,0,366
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""",0,51,49,51,48,48,0,0,0,0,0,0,0,0,247
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""",0,0,0,0,0,0,193,210,224,243,0,0,0,0,870
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""",0,0,0,0,0,0,0,0,0,0,286,330,308,323,1247
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""",55,102,107,110,121,105,0,0,0,0,0,0,0,0,600
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",0,0,0,0,0,0,121,"*",112,98,0,"*",0,0,424
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""",0,0,0,0,0,0,0,0,0,0,101,100,99,111,411
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",20,14,11,22,20,24,18,20,17,19,0,0,0,0,185
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""",34,98,122,125,128,134,128,0,0,0,0,0,0,0,769
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""",0,0,0,0,0,0,0,140,127,120,0,0,0,0,387
"EdAdvance","=""2420014""","EdAdvance Headstart","=""2428014""",167,0,0,0,0,0,0,0,0,0,0,0,0,0,167
"EdAdvance","=""2420014""","The ACCESS School at The Danuta M. Thibodeau Education Center","=""2429014""",0,0,0,"*",0,"*","*","*","*","*","*","*",6,"*",27
"Ellington School District","=""0480011""","Center School","=""0480111""",46,82,72,63,73,93,0,0,0,0,0,0,0,0,429
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""",0,47,47,43,39,45,0,0,0,0,0,0,0,0,221
"Ellington School District","=""0480011""","Windermere School","=""0480611""",0,60,81,98,89,82,0,0,0,0,0,0,0,0,410
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""",0,0,0,0,0,0,195,211,0,0,0,0,0,0,406
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""",0,0,0,0,0,0,0,0,188,202,0,0,0,0,390
"Ellington School District","=""0480011""","Ellington High School","=""0486111""",0,0,0,0,0,0,0,0,0,0,219,169,192,198,778
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""","*","*",51,46,48,45,57,46,0,0,0,0,0,0,339
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""",39,52,47,53,62,47,58,46,0,0,0,0,0,0,404
"Enfield School District","=""0490011""","Enfield Street School","=""0490211""",28,46,55,49,47,36,49,38,0,0,0,0,0,0,348
"Enfield School District","=""0490011""","Harriet Beecher Stowe School","=""0491211""","*","*",40,43,39,45,45,36,0,0,0,0,0,0,283
"Enfield School District","=""0490011""","Hazardville Memorial School","=""0490411""","*",56,57,"*",62,60,59,61,0,0,0,0,0,0,405
"Enfield School District","=""0490011""","Head Start Program","=""0498011""",104,0,0,0,0,0,0,0,0,0,0,0,0,0,104
"Enfield School District","=""0490011""","Henry Barnard School","=""0491811""","*",67,57,61,"*",61,65,58,0,0,0,0,0,0,418
"Enfield School District","=""0490011""","Nathan Hale School","=""0491111""","*",31,"*",45,44,41,41,31,0,0,0,0,0,0,263
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""","*",60,"*",55,56,71,71,66,0,0,0,0,0,0,435
"Enfield School District","=""0490011""","Thomas G. Alcorn School","=""0491711""","*",52,56,42,44,33,"*",39,0,0,0,0,0,0,299
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""",0,0,0,0,0,0,0,0,448,475,0,0,0,0,923
"Enfield School District","=""0490011""","Enfield High School","=""0496111""",0,0,0,0,0,0,0,0,0,0,246,218,237,192,893
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""",0,0,0,0,0,0,0,0,0,0,343,273,296,262,1174
"Enfield School District","=""0490011""","Enfield Transitional Learning Academy","=""0499011""",0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""",37,70,79,75,97,80,66,90,0,0,0,0,0,0,594
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""",20,79,59,59,80,73,99,0,0,0,0,0,0,0,469
"Fairfield School District","=""0510011""","Early Childhood Center","=""0518011""",126,0,0,0,0,0,0,0,0,0,0,0,0,0,126
"Fairfield School District","=""0510011""","McKinley School","=""0510611""",20,64,57,81,65,82,67,0,0,0,0,0,0,0,436
"Fairfield School District","=""0510011""","Jennings School","=""0511711""",0,48,59,65,68,54,62,0,0,0,0,0,0,0,356
"Fairfield School District","=""0510011""","Sherman School","=""0511311""",0,59,72,84,63,92,76,0,0,0,0,0,0,0,446
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""",0,36,59,54,57,61,55,0,0,0,0,0,0,0,322
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""",0,54,59,65,54,57,61,0,0,0,0,0,0,0,350
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""",0,73,82,77,88,78,72,0,0,0,0,0,0,0,470
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""",0,87,78,96,78,81,82,0,0,0,0,0,0,0,502
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""",0,96,85,89,85,84,88,0,0,0,0,0,0,0,527
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""",0,74,68,82,96,76,82,0,0,0,0,0,0,0,478
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""",0,115,73,91,82,80,101,0,0,0,0,0,0,0,542
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""",0,0,0,0,0,0,0,210,215,180,0,0,0,0,605
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""",0,0,0,0,0,0,0,293,311,285,0,0,0,0,889
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""",0,0,0,0,0,0,0,252,254,264,0,0,0,0,770
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""",0,0,0,0,0,0,0,0,0,0,371,344,349,328,1392
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""",0,0,0,0,0,0,0,0,0,0,338,303,336,296,1273
"Farmington School District","=""0520011""","Farmington Collaborative PK","=""0528011""",72,0,0,0,0,0,0,0,0,0,0,0,0,0,72
"Farmington School District","=""0520011""","East Farms School","=""0520411""",0,82,96,85,80,85,0,0,0,0,0,0,0,0,428
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""",0,74,56,78,58,79,0,0,0,0,0,0,0,0,345
"Farmington School District","=""0520011""","Union School","=""0520111""",0,56,54,55,57,73,0,0,0,0,0,0,0,0,295
"Farmington School District","=""0520011""","West District School","=""0520311""",0,76,61,60,75,73,0,0,0,0,0,0,0,0,345
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""",0,0,0,0,0,0,340,336,0,0,0,0,0,0,676
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""",0,0,0,0,0,0,0,0,342,329,0,0,0,0,671
"Farmington School District","=""0520011""","Farmington High School","=""0526111""",0,0,0,0,0,0,0,0,0,0,325,340,346,349,1360
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""",23,19,20,20,29,21,17,20,27,29,0,0,0,0,225
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""","*",91,103,97,"*",85,112,0,0,0,0,0,0,0,575
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""",50,66,79,76,74,62,81,0,0,0,0,0,0,0,488
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""",19,97,105,117,103,113,110,0,0,0,0,0,0,0,664
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""",0,46,51,60,60,59,66,0,0,0,0,0,0,0,342
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""",0,74,91,79,101,87,93,0,0,0,0,0,0,0,525
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""",0,84,92,92,89,89,84,0,0,0,0,0,0,0,530
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""",0,0,0,0,0,0,0,530,0,0,0,0,0,0,530
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""",0,0,0,0,0,0,0,"*",573,553,"*",0,0,0,1128
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""",0,0,0,0,0,0,0,0,0,0,520,540,478,528,2066
"Granby School District","=""0560011""","Frank M. Kearns Primary School","=""0560111""",8,143,154,168,0,0,0,0,0,0,0,0,0,0,473
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""",0,0,0,0,86,74,104,86,0,0,0,0,0,0,350
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""",0,0,0,0,80,82,93,75,0,0,0,0,0,0,330
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""",0,0,0,0,0,0,0,0,192,187,0,0,0,0,379
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""",0,0,0,0,0,0,0,0,0,0,190,199,178,170,737
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""",13,74,61,72,66,66,63,0,0,0,0,0,0,0,415
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",55,60,66,59,42,48,51,0,0,0,0,0,0,0,381
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",16,35,47,31,26,28,44,0,0,0,0,0,0,0,227
"Greenwich School District","=""0570011""","North Street School","=""0570811""",30,79,77,86,77,80,68,0,0,0,0,0,0,0,497
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""",36,76,66,70,55,86,52,0,0,0,0,0,0,0,441
"Greenwich School District","=""0570011""","Glenville School","=""0570411""",0,36,41,58,43,46,59,0,0,0,0,0,0,0,283
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""",0,62,58,61,69,62,63,0,0,0,0,0,0,0,375
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",0,51,53,57,66,57,54,0,0,0,0,0,0,0,338
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""",0,70,76,75,80,70,86,0,0,0,0,0,0,0,457
"Greenwich School District","=""0570011""","Parkway School","=""0571111""",0,48,55,53,61,69,42,0,0,0,0,0,0,0,328
"Greenwich School District","=""0570011""","Riverside School","=""0571011""",0,82,89,96,78,83,89,0,0,0,0,0,0,0,517
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""",0,0,0,0,0,0,0,216,228,246,0,0,0,0,690
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""",0,0,0,0,0,0,0,257,255,235,0,0,0,0,747
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",0,0,0,0,0,0,0,145,167,182,0,0,0,0,494
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""",0,0,0,0,0,0,0,0,0,0,645,661,675,696,2677
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",82,133,140,145,155,140,136,0,0,0,0,0,0,0,931
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",0,0,0,0,0,0,0,125,144,149,0,0,0,0,418
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",0,0,0,0,0,0,0,0,0,0,199,218,180,169,766
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",85,83,63,59,46,53,45,0,0,0,0,0,0,0,434
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",29,59,47,52,61,69,52,0,0,0,0,0,0,0,369
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",45,78,54,46,40,37,26,0,0,0,0,0,0,0,326
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",26,63,50,62,72,69,70,0,0,0,0,0,0,0,412
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",33,50,47,46,62,55,51,0,0,0,0,0,0,0,344
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",0,59,57,62,47,49,48,0,0,0,0,0,0,0,322
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",0,88,89,84,77,61,69,0,0,0,0,0,0,0,468
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",0,0,0,0,0,0,0,117,117,140,0,0,0,0,374
"Groton School District","=""0590011""","Fitch Middle School","=""0595111""",0,0,0,0,0,0,0,147,144,141,0,0,0,0,432
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",0,0,0,0,0,0,0,71,102,92,0,0,0,0,265
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",0,0,0,0,0,0,0,0,0,0,342,343,329,374,1388
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",50,69,68,89,97,65,0,0,0,0,0,0,0,0,438
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",0,54,68,51,76,70,0,0,0,0,0,0,0,0,319
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""",0,59,77,70,68,61,0,0,0,0,0,0,0,0,335
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",0,75,77,58,71,76,0,0,0,0,0,0,0,0,357
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",0,0,0,0,0,0,271,303,0,0,0,0,0,0,574
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",0,0,0,0,0,0,0,0,313,291,0,0,0,0,604
"Guilford School District","=""0600011""","Guilford High School","=""0606111""",0,0,0,0,0,0,0,0,0,0,289,264,288,297,1138
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""",91,0,0,0,0,0,0,0,0,0,0,0,0,0,91
"Hamden School District","=""0620011""","Church Street School","=""0620211""",12,52,59,60,46,61,63,55,0,0,0,0,0,0,408
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",12,36,41,37,33,41,61,45,0,0,0,0,0,0,306
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",0,61,65,57,86,69,64,62,0,0,0,0,0,0,464
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",0,43,43,40,58,40,56,52,0,0,0,0,0,0,332
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",0,45,45,41,45,57,35,46,0,0,0,0,0,0,314
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",0,55,39,36,50,51,48,44,0,0,0,0,0,0,323
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",0,74,56,47,47,44,42,37,0,0,0,0,0,0,347
"Hamden School District","=""0620011""","West Woods School","=""0621411""",0,72,68,74,77,67,61,82,0,0,0,0,0,0,501
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",0,0,0,0,0,0,0,0,424,442,0,0,0,0,866
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",0,0,0,0,0,0,0,0,0,0,541,544,511,517,2113
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",25,14,19,11,26,19,16,19,0,0,0,0,0,0,149
"Hartford School District","=""0640011""","Asian Studies Academy at Bellizzi School","=""0640711""",21,62,69,75,61,67,0,0,0,0,0,0,0,0,355
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",18,53,61,63,59,70,61,59,53,49,0,0,0,0,546
"Hartford School District","=""0640011""","Betances Early Reading Lab Magnet School","=""0642811""",18,69,62,76,59,56,52,47,0,0,0,0,0,0,439
"Hartford School District","=""0640011""","Breakthrough II Magnet School","=""0643511""",39,21,19,23,0,0,0,0,0,0,0,0,0,0,102
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""",55,33,33,33,33,33,33,33,33,23,0,0,0,0,342
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""",23,78,66,77,76,80,64,70,0,0,0,0,0,0,534
"Hartford School District","=""0640011""","Burr School","=""0642311""",32,79,66,54,41,58,45,49,40,56,0,0,0,0,520
"Hartford School District","=""0640011""","Clark School","=""0642411""",16,60,60,53,44,66,43,51,43,30,0,0,0,0,466
"Hartford School District","=""0640011""","Environmental Sciences Magnet at Hooker School","=""0640911""",16,50,51,49,49,47,37,40,38,30,0,0,0,0,407
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""",34,66,55,64,58,52,66,47,45,50,0,0,0,0,537
"Hartford School District","=""0640011""","Kennelly School","=""0641011""",14,87,78,95,91,97,97,65,98,77,0,0,0,0,799
"Hartford School District","=""0640011""","Kinsella Magnet School of Performing Arts","=""0641111""",36,65,61,58,61,71,63,51,61,42,0,0,0,0,569
"Hartford School District","=""0640011""","Little Owls Learning Center","=""0648011""",17,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"Hartford School District","=""0640011""","M. D. Fox School","=""0640811""",36,116,151,126,104,126,124,0,0,0,0,0,0,0,783
"Hartford School District","=""0640011""","M. L. King, Jr. School","=""0641611""",14,74,67,80,83,73,66,65,0,0,0,0,0,0,522
"Hartford School District","=""0640011""","McDonough Middle School","=""0641211""",31,49,49,54,44,40,69,60,0,0,0,0,0,0,396
"Hartford School District","=""0640011""","Milner School","=""0641911""",23,64,56,52,47,45,52,40,38,0,0,0,0,0,417
"Hartford School District","=""0640011""","Montessori Magnet at Fisher School","=""0643711""",65,17,10,9,0,0,0,0,0,0,0,0,0,0,101
"Hartford School District","=""0640011""","Naylor/CCSU Leadership Academy","=""0641411""",33,71,62,69,64,56,69,69,47,68,0,0,0,0,608
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",40,95,83,74,87,69,70,60,0,0,0,0,0,0,578
"Hartford School District","=""0640011""","Rawson School","=""0641711""",27,80,71,98,102,99,57,72,66,83,0,0,0,0,755
"Hartford School District","=""0640011""","SAND School","=""0640111""",35,52,64,55,67,58,56,55,0,0,0,0,0,0,442
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",36,77,76,58,80,66,81,54,0,0,0,0,0,0,528
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",11,49,42,52,42,54,32,34,31,0,0,0,0,0,347
"Hartford School District","=""0640011""","Webster Micro Society Magnet School","=""0642011""",42,80,72,66,59,63,63,64,55,46,0,0,0,0,610
"Hartford School District","=""0640011""","West Middle School","=""0642111""",18,79,100,84,86,78,48,63,63,51,0,0,0,0,670
"Hartford School District","=""0640011""","Wish Museum School","=""0642211""",12,53,65,64,56,50,40,53,31,0,0,0,0,0,424
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""",0,71,67,0,0,0,70,0,0,0,0,0,0,0,208
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Elementary)","=""0649011""",0,"*","*",7,7,11,7,12,13,0,0,0,0,0,59
"Hartford School District","=""0640011""","STEM Magnet at Fisher School","=""0642511""",0,38,37,63,44,53,31,41,41,28,0,0,0,0,376
"Hartford School District","=""0640011""","Dr. Joseph Bellizzi Middle School","=""0645311""",0,0,0,0,0,0,59,66,167,136,0,0,0,0,428
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""",0,0,0,0,0,0,0,40,40,40,41,37,36,37,271
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""",0,0,0,0,0,0,0,119,113,113,110,102,76,64,697
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""",0,0,0,0,0,0,0,204,205,204,0,0,0,0,613
"Hartford School District","=""0640011""","Quirk Middle School","=""0645211""",0,0,0,0,0,0,0,0,303,265,0,0,0,0,568
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",0,0,0,0,0,0,0,0,75,67,138,118,89,91,578
"Hartford School District","=""0640011""","Fox Middle School","=""0645111""",0,0,0,0,0,0,0,0,0,163,0,0,0,0,163
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Secondary)","=""0649111""",0,0,0,0,0,0,0,0,0,14,10,14,13,11,62
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""",0,0,0,0,0,0,0,0,0,0,576,286,295,224,1381
"Hartford School District","=""0640011""","Hartford Public High School","=""0646211""",0,0,0,0,0,0,0,0,0,0,487,488,336,228,1539
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""",0,0,0,0,0,0,0,0,0,0,136,102,88,65,391
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""",0,0,0,0,0,0,0,0,0,0,128,83,61,74,346
"Hartford School District","=""0640011""","Weaver High School","=""0646311""",0,0,0,0,0,0,0,0,0,0,197,304,171,199,871
"Hartford School District","=""0640011""","Culinary Arts Academy at Weaver High School","=""0646011""",0,0,0,0,0,0,0,0,0,0,0,102,74,45,221
"Hartland School District","=""0650011""","Hartland School","=""0650111""",22,32,22,22,18,27,22,18,29,26,0,0,0,0,238
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""",38,148,154,149,0,0,0,0,0,0,0,0,0,0,489
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""",0,0,0,0,178,169,167,169,0,0,0,0,0,0,683
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""",61,42,39,40,33,20,18,16,14,17,0,0,0,0,300
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",33,34,33,33,33,33,33,33,35,30,0,0,0,0,330
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""",42,41,44,46,46,47,42,39,41,24,0,0,0,0,412
"Kent School District","=""0680011""","Kent Center School","=""0680111""",11,39,32,34,28,32,24,32,30,22,0,0,0,0,284
"Killingly School District","=""0690011""","Goodyear Early Childhood Center","=""0698011""",83,0,0,0,0,0,0,0,0,0,0,0,0,0,83
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""",0,97,90,95,98,85,0,0,0,0,0,0,0,0,465
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""",0,103,91,113,120,104,0,0,0,0,0,0,0,0,531
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""",0,0,0,0,0,0,203,180,210,239,0,0,0,0,832
"Killingly School District","=""0690011""","Killingly High School","=""0696111""",0,0,0,0,0,0,0,0,0,0,185,186,232,191,794
"Learn","=""2450014""","Learn Special Education","=""2459014""","*","*","*","*","*","*","*","*","*","*","*",0,"*","*",29
"Learn","=""2450014""","The Friendship School","=""2450214""",310,189,0,0,0,0,0,0,0,0,0,0,0,0,499
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""",0,87,91,93,81,83,74,0,0,0,0,0,0,0,509
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""",58,88,84,98,93,100,0,0,0,0,0,0,0,0,521
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""",0,0,0,0,0,0,97,100,111,105,0,0,0,0,413
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""",0,0,0,0,0,0,0,0,0,0,139,170,144,146,599
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""",49,45,37,41,37,46,44,46,0,0,0,0,0,0,345
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""",0,73,69,66,0,0,0,0,0,0,0,0,0,0,208
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""",0,56,57,52,44,57,64,74,0,0,0,0,0,0,404
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""",0,0,0,0,80,69,100,102,0,0,0,0,0,0,351
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""",0,0,0,0,0,0,0,0,231,224,0,0,0,0,455
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""",0,0,0,0,0,0,0,0,0,0,221,230,266,260,977
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""",46,50,38,52,48,57,66,68,77,55,0,0,0,0,557
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""",0,0,0,0,0,0,0,0,0,0,0,"*",0,"*","*"
"Litchfield School District","=""0740011""","Center School","=""0740211""",19,90,80,77,82,0,0,0,0,0,0,0,0,0,348
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""",0,0,0,0,0,97,96,83,0,0,0,0,0,0,276
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""",0,0,0,0,0,0,0,0,75,94,107,95,109,98,578
"Manchester School District","=""0770011""","Nathan Hale School","=""0770911""",0,52,39,55,51,52,62,0,0,0,0,0,0,0,311
"Manchester School District","=""0770011""","Bowers School","=""0770111""",37,61,68,57,61,68,60,0,0,0,0,0,0,0,412
"Manchester School District","=""0770011""","Buckley School","=""0770311""",58,30,42,41,44,54,44,0,0,0,0,0,0,0,313
"Manchester School District","=""0770011""","Highland Park School","=""0770411""",36,33,43,35,44,52,39,0,0,0,0,0,0,0,282
"Manchester School District","=""0770011""","Keeney School","=""0770611""",29,58,57,70,63,54,64,0,0,0,0,0,0,0,395
"Manchester School District","=""0770011""","Robertson School","=""0771011""",29,92,70,61,53,60,55,0,0,0,0,0,0,0,420
"Manchester School District","=""0770011""","Verplanck School","=""0771211""",16,71,59,75,63,55,56,0,0,0,0,0,0,0,395
"Manchester School District","=""0770011""","Washington School","=""0771411""",0,49,56,69,40,44,66,0,0,0,0,0,0,0,324
"Manchester School District","=""0770011""","Martin School","=""0771611""",0,32,32,38,34,39,33,0,0,0,0,0,0,0,208
"Manchester School District","=""0770011""","Waddell School","=""0771311""",0,60,57,57,45,55,62,0,0,0,0,0,0,0,336
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""",0,0,0,0,0,0,0,467,0,0,0,0,0,0,467
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""",0,0,0,0,0,0,0,0,440,431,0,0,0,0,871
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""",0,0,0,0,0,0,0,0,"*","*",22,19,23,17,92
"Manchester School District","=""0770011""","Manchester High School","=""0776111""",0,0,0,0,0,0,0,0,0,0,593,467,480,497,2037
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""",22,35,50,49,49,44,0,0,0,0,0,0,0,0,249
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""",20,40,35,32,36,39,0,0,0,0,0,0,0,0,202
