"Student Counts by School and Gender"
"All Districts, All Schools"
"2009-10"

"",,,,"Gender",,
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""",315,316,631
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""",163,203,366
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""",182,229,411
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""",282,238,520
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""",40,45,85
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""",173,127,300
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""",80,89,169
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""",118,115,233
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""",125,111,236
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""",98,82,180
"Old Saybrook School District","=""1060011""","Kathleen E. Goodwin School","=""1060211""",232,233,465
"Old Saybrook School District","=""1060011""","Old Saybrook Middle School","=""1065211""",292,306,598
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""",269,259,528
"Orange School District","=""1070011""","Mary L. Tracy School","=""1070211""",94,92,186
"Orange School District","=""1070011""","Peck Place School","=""1070511""",213,198,411
"Orange School District","=""1070011""","Race Brook School","=""1070311""",208,192,400
"Orange School District","=""1070011""","Turkey Hill School","=""1070411""",140,160,300
"Oxford School District","=""1080011""","Great Oak School","=""1085111""",253,252,505
"Oxford School District","=""1080011""","Oxford Center School","=""1080111""",262,274,536
"Oxford School District","=""1080011""","Oxford High School","=""1086011""",269,296,565
"Oxford School District","=""1080011""","Quaker Farms School","=""1080311""",273,277,550
"Park City Prep Charter School District","=""2830013""","Park City Prep Charter School","=""2835113""",116,126,242
"Plainfield School District","=""1090011""","Early Childhood Center","=""1090511""",127,147,274
"Plainfield School District","=""1090011""","Moosup Elementary School","=""1090111""",139,156,295
"Plainfield School District","=""1090011""","Plainfield Central School","=""1095111""",275,298,573
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""",433,419,852
"Plainfield School District","=""1090011""","Plainfield Memorial School","=""1090311""",208,211,419
"Plainfield School District","=""1090011""","Shepard Hill Elementary School","=""1090411""",157,152,309
"Plainville School District","=""1100011""","Frank T. Wheeler School","=""1100411""",135,148,283
"Plainville School District","=""1100011""","Linden Street School","=""1100211""",198,215,413
"Plainville School District","=""1100011""","Louis Toffolon School","=""1100511""",173,177,350
"Plainville School District","=""1100011""","Middle School of Plainville","=""1105211""",281,293,574
"Plainville School District","=""1100011""","Plainville High School","=""1106111""",440,422,862
"Plainville School District","=""1100011""","Prekindergarten Program","=""1108011""",22,32,54
"Plymouth School District","=""1110011""","Eli Terry Jr. Middle School","=""1115111""",208,247,455
"Plymouth School District","=""1110011""","Harry S. Fisher Elementary School","=""1110411""",200,193,393
"Plymouth School District","=""1110011""","Plymouth Center School","=""1110211""",176,236,412
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""",256,265,521
"Pomfret School District","=""1120011""","Pomfret Community School","=""1120111""",274,258,532
"Portland School District","=""1130011""","Brownstone Intermediate School","=""1130511""",115,122,237
"Portland School District","=""1130011""","Gildersleeve School","=""1130411""",130,118,248
"Portland School District","=""1130011""","Portland High School","=""1136111""",173,189,362
"Portland School District","=""1130011""","Portland Middle School","=""1135111""",116,124,240
"Portland School District","=""1130011""","Valley View School","=""1130211""",181,168,349
"Preston School District","=""1140011""","Preston Plains School","=""1145111""",71,77,148
"Preston School District","=""1140011""","Preston Veterans' Memorial School","=""1140411""",150,134,284
"Putnam School District","=""1160011""","Helping Hands","=""1169011""","*","*","*"
"Putnam School District","=""1160011""","Putnam Elementary School","=""1160311""",307,337,644
"Putnam School District","=""1160011""","Putnam High School","=""1166111""",150,177,327
"Putnam School District","=""1160011""","Putnam Middle School","=""1165111""",106,148,254
"Redding School District","=""1170011""","John Read Middle School","=""1175111""",314,281,595
"Redding School District","=""1170011""","Redding Elementary School","=""1170111""",320,350,670
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""",252,258,510
"Regional School District 04","=""2040012""","John Winthrop Middle School","=""2045112""",171,183,354
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""",305,313,618
"Regional School District 05","=""2050012""","Amity Middle School: Bethany","=""2055112""",193,230,423
"Regional School District 05","=""2050012""","Amity Middle School: Orange","=""2055212""",211,219,430
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""",784,846,1630
"Regional School District 06","=""2060012""","Goshen Center School","=""2060112""",113,105,218
"Regional School District 06","=""2060012""","James Morris School","=""2060212""",100,107,207
"Regional School District 06","=""2060012""","Stepping Stones Preschool Program","=""2068012""",6,8,14
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""",298,238,536
"Regional School District 06","=""2060012""","Warren Elementary School","=""2060312""",44,52,96
"Regional School District 07","=""2070012""","AIM","=""2079112""","*","*",13
"Regional School District 07","=""2070012""","FLEX","=""2079012""",0,"*","*"
"Regional School District 07","=""2070012""","Intensive Learning Program","=""2079412""",0,6,6
"Regional School District 07","=""2070012""","Links","=""2079212""",11,12,23
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""",402,355,757
"Regional School District 07","=""2070012""","Northwestern Regional Middle School","=""2075112""",174,168,342
"Regional School District 07","=""2070012""","STEP","=""2079312""",8,13,21
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""",499,586,1085
"Regional School District 08","=""2080012""","RHAM Middle School","=""2085112""",294,350,644
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""",496,462,958
"Regional School District 10","=""2100012""","Har-Bur Middle School","=""2105112""",431,475,906
"Regional School District 10","=""2100012""","Harwinton Consolidated School","=""2100312""",239,238,477
"Regional School District 10","=""2100012""","Lake Garda Elementary School","=""2100212""",296,325,621
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""",381,432,813
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""",145,146,291
"Regional School District 12","=""2120012""","Booth Free School","=""2120212""",58,54,112
"Regional School District 12","=""2120012""","Early Childhood Education Center","=""2128012""",17,12,29
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""",141,182,323
"Regional School District 12","=""2120012""","Shepaug Valley Middle School","=""2125112""",117,131,248
"Regional School District 12","=""2120012""","The Burnham School","=""2120112""",37,50,87
"Regional School District 12","=""2120012""","Washington Primary School","=""2120412""",84,85,169
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""",298,279,577
"Regional School District 13","=""2130012""","Francis E. Korn School","=""2130212""",89,104,193
"Regional School District 13","=""2130012""","Frank Ward Strong School","=""2135112""",177,169,346
"Regional School District 13","=""2130012""","Frederick Brewster School","=""2130112""",110,174,284
"Regional School District 13","=""2130012""","John Lyman School","=""2130512""",163,160,323
"Regional School District 13","=""2130012""","Middlefield Memorial School","=""2130412""",173,187,360
"Regional School District 14","=""2140012""","Bethlehem Elementary School","=""2140112""",175,175,350
"Regional School District 14","=""2140012""","Integrated Star Preschool Program","=""2148012""",14,15,29
"Regional School District 14","=""2140012""","Mitchell Elementary School","=""2140212""",213,202,415
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""",458,384,842
"Regional School District 14","=""2140012""","Woodbury Middle School","=""2145112""",230,243,473
"Regional School District 15","=""2150012""","Gainfield Elementary School","=""2150412""",216,230,446
"Regional School District 15","=""2150012""","Long Meadow Elementary School","=""2150712""",286,322,608
"Regional School District 15","=""2150012""","Memorial Middle School","=""2155212""",272,260,532
"Regional School District 15","=""2150012""","Middlebury Elementary School","=""2150612""",202,251,453
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""",687,731,1418
"Regional School District 15","=""2150012""","Pomperaug School","=""2150512""",227,304,531
"Regional School District 15","=""2150012""","Rochambeau Middle School","=""2155112""",281,273,554
"Regional School District 16","=""2160012""","Algonquin School","=""2160312""",230,243,473
"Regional School District 16","=""2160012""","Community School","=""2160212""",133,93,226
"Regional School District 16","=""2160012""","Laurel Ledge School","=""2160112""",228,247,475
"Regional School District 16","=""2160012""","Long River Middle School","=""2165112""",316,306,622
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""",380,409,789
"Regional School District 17","=""2170012""","Burr District Elementary School","=""2170212""",150,154,304
"Regional School District 17","=""2170012""","Haddam Elementary School","=""2170112""",122,146,268
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""",328,361,689
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""",389,411,800
"Regional School District 17","=""2170012""","Killingworth Elementary School","=""2170312""",215,225,440
"Regional School District 18","=""2180012""","Center School","=""2180312""",149,115,264
"Regional School District 18","=""2180012""","Lyme Consolidated School","=""2180112""",70,75,145
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""",227,216,443
"Regional School District 18","=""2180012""","Lyme-Old Lyme Middle School","=""2185112""",147,178,325
"Regional School District 18","=""2180012""","Mile Creek School","=""2180212""",143,161,304
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""",610,583,1193
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""",181,225,406
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""",211,214,425
"Ridgefield School District","=""1180011""","East Ridge Middle School","=""1185111""",346,395,741
"Ridgefield School District","=""1180011""","Farmingville Elementary School","=""1180411""",180,188,368
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""",220,202,422
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""",861,891,1752
"Ridgefield School District","=""1180011""","Scotland Elementary School","=""1180511""",175,217,392
"Ridgefield School District","=""1180011""","Scotts Ridge Middle School","=""1185211""",300,310,610
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""",141,184,325
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""",338,311,649
"Rocky Hill School District","=""1190011""","Dr. Oran A. Moser School","=""1190211""",44,39,83
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""",223,278,501
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""",384,397,781
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""",323,303,626
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""",236,254,490
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""",156,155,311
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""",78,83,161
"Seymour School District","=""1240011""","Anna L. Lopresti School","=""1240311""",145,152,297
"Seymour School District","=""1240011""","Bungay School","=""1240111""",274,289,563
"Seymour School District","=""1240011""","Paul E. Chatfield School","=""1240411""",139,152,291
"Seymour School District","=""1240011""","Seymour High School","=""1246111""",363,341,704
"Seymour School District","=""1240011""","Seymour Middle School","=""1245111""",278,293,571
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""",103,102,205
"Shelton School District","=""1260011""","Mohegan School","=""1260911""",332,313,645
"Shelton School District","=""1260011""","Booth Hill School","=""1261011""",228,253,481
"Shelton School District","=""1260011""","Elizabeth Shelton School","=""1260511""",282,308,590
"Shelton School District","=""1260011""","Intermediate School","=""1265111""",441,432,873
"Shelton School District","=""1260011""","Lafayette School","=""1260411""",152,168,320
"Shelton School District","=""1260011""","Long Hill School","=""1260811""",305,295,600
"Shelton School District","=""1260011""","Shelton High School","=""1266111""",801,830,1631
"Shelton School District","=""1260011""","Sunnyside School","=""1260611""",139,179,318
"Sherman School District","=""1270011""","Sherman School","=""1270111""",215,229,444
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""",115,117,232
"Simsbury School District","=""1280011""","Central School","=""1280111""",182,209,391
"Simsbury School District","=""1280011""","Henry James Memorial School","=""1285111""",394,433,827
"Simsbury School District","=""1280011""","Latimer Lane School","=""1280611""",227,263,490
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""",746,835,1581
"Simsbury School District","=""1280011""","Squadron Line School","=""1280711""",375,406,781
"Simsbury School District","=""1280011""","Tariffville School","=""1280311""",129,154,283
"Simsbury School District","=""1280011""","Tootin' Hills School","=""1280411""",232,280,512
"Somers School District","=""1290011""","Mabelle B. Avery Middle School","=""1295111""",200,214,414
"Somers School District","=""1290011""","Somers Elementary School","=""1290411""",313,351,664
"Somers School District","=""1290011""","Somers High School","=""1296111""",281,291,572
"South Windsor School District","=""1320011""","Pleasant Valley School","=""1320211""",200,236,436
"South Windsor School District","=""1320011""","Eli Terry School","=""1320711""",204,231,435
"South Windsor School District","=""1320011""","Orchard Hill School","=""1320611""",225,241,466
"South Windsor School District","=""1320011""","Philip R. Smith School","=""1320111""",174,186,360
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""",734,841,1575
"South Windsor School District","=""1320011""","Timothy Edwards School","=""1325111""",535,538,1073
"South Windsor School District","=""1320011""","Wapping Elementary School","=""1320411""",145,164,309
"Southington School District","=""1310011""","John F. Kennedy Middle School","=""1315311""",382,419,801
"Southington School District","=""1310011""","Derynoski Elementary School","=""1311511""",369,322,691
"Southington School District","=""1310011""","Flanders Elementary School","=""1311311""",159,148,307
"Southington School District","=""1310011""","Hatton Elementary School","=""1310211""",197,242,439
"Southington School District","=""1310011""","Joseph A. Depaolo Middle School","=""1315111""",372,411,783
"Southington School District","=""1310011""","Plantsville Elementary School","=""1310611""",99,117,216
"Southington School District","=""1310011""","South End Elementary School","=""1310711""",103,119,222
"Southington School District","=""1310011""","Southington High School","=""1316211""",1017,1016,2033
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""",237,240,477
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""",203,219,422
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""",199,208,407
"Sprague School District","=""1330011""","Sayles School","=""1330111""",165,186,351
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""",249,274,523
"Stafford School District","=""1340011""","Stafford High School","=""1346111""",275,262,537
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""",208,199,407
"Stafford School District","=""1340011""","Staffordville School","=""1340311""",85,96,181
"Stafford School District","=""1340011""","West Stafford School","=""1340411""",91,100,191
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""",59,72,131
"Stamford School District","=""1350011""","Cloonan School","=""1355611""",266,315,581
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""",280,253,533
"Stamford School District","=""1350011""","Dolan School","=""1355311""",297,318,615
"Stamford School District","=""1350011""","Hart School","=""1352211""",217,264,481
"Stamford School District","=""1350011""","Julia A. Stark School","=""1351211""",263,295,558
"Stamford School District","=""1350011""","K. T. Murphy School","=""1350511""",273,251,524
"Stamford School District","=""1350011""","Newfield School","=""1350611""",303,334,637
"Stamford School District","=""1350011""","Northeast School","=""1351811""",390,362,752
"Stamford School District","=""1350011""","Preschool Team","=""1358011""",11,30,41
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""",330,360,690
"Stamford School District","=""1350011""","Rogers International School","=""1350811""",328,322,650
"Stamford School District","=""1350011""","Roxbury School","=""1350911""",318,379,697
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""",310,307,617
"Stamford School District","=""1350011""","Springdale School","=""1351111""",264,292,556
"Stamford School District","=""1350011""","Stamford High School","=""1356111""",846,887,1733
"Stamford School District","=""1350011""","Stillmeadow School","=""1352111""",302,310,612
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""",257,422,679
"Stamford School District","=""1350011""","Toquam Magnet School","=""1351911""",289,293,582
"Stamford School District","=""1350011""","Turn of River School","=""1355511""",259,280,539
"Stamford School District","=""1350011""","Westhill High School","=""1356311""",1132,1149,2281
"Stamford School District","=""1350011""","Westover School","=""1351411""",342,336,678
"Sterling School District","=""1360011""","Sterling Community School","=""1360311""",235,272,507
"Stonington School District","=""1370011""","Deans Mill School","=""1370511""",243,262,505
"Stonington School District","=""1370011""","Mystic Middle School","=""1375211""",210,202,412
"Stonington School District","=""1370011""","Pawcatuck Middle School","=""1375111""",184,189,373
"Stonington School District","=""1370011""","Special Needs Preschool Program","=""1378011""",11,11,22
"Stonington School District","=""1370011""","Stonington High School","=""1376111""",382,411,793
"Stonington School District","=""1370011""","West Broad Street School","=""1370411""",94,90,184
"Stonington School District","=""1370011""","West Vine Street School","=""1370611""",115,116,231
"Stratford School District","=""1380011""","Eli Whitney School","=""1381311""",263,262,525
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""",629,617,1246
"Stratford School District","=""1380011""","Chapel School","=""1380311""",264,299,563
"Stratford School District","=""1380011""","David Wooster Middle School","=""1385211""",278,295,573
"Stratford School District","=""1380011""","Franklin School","=""1380411""",176,166,342
"Stratford School District","=""1380011""","Harry B. Flood Middle School","=""1385311""",301,303,604
"Stratford School District","=""1380011""","Honeyspot School","=""1381611""",115,124,239
"Stratford School District","=""1380011""","Lordship School","=""1380811""",108,109,217
"Stratford School District","=""1380011""","Nichols School","=""1380911""",210,227,437
"Stratford School District","=""1380011""","Second Hill Lane School","=""1381011""",354,369,723
"Stratford School District","=""1380011""","Stratford Academy - Johnson House","=""1381511""",229,224,453
"Stratford School District","=""1380011""","Stratford High School","=""1386111""",517,464,981
"Stratford School District","=""1380011""","Strive-Stratford","=""1389011""",6,11,17
"Stratford School District","=""1380011""","Wilcoxson School","=""1381411""",192,214,406
"Suffield School District","=""1390011""","A. Ward Spaulding School","=""1390411""",256,259,515
"Suffield School District","=""1390011""","McAlister Intermediate School","=""1390311""",281,279,560
"Suffield School District","=""1390011""","Suffield High School","=""1396111""",446,406,852
"Suffield School District","=""1390011""","Suffield Middle School","=""1395111""",300,331,631
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""",148,115,263
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""",210,171,381
"Thomaston School District","=""1400011""","Black Rock School","=""1400111""",179,169,348
"Thomaston School District","=""1400011""","Thomaston Center School","=""1400211""",122,140,262
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""",270,288,558
"Thompson School District","=""1410011""","Mary R. Fisher Elementary School","=""1410111""",247,260,507
"Thompson School District","=""1410011""","Thompson Middle School","=""1415111""",209,230,439
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""",194,184,378
"Tolland School District","=""1420011""","Birch Grove Primary School","=""1420111""",350,358,708
"Tolland School District","=""1420011""","Tolland High School","=""1426111""",451,490,941
"Tolland School District","=""1420011""","Tolland Intermediate School","=""1420211""",362,369,731
"Tolland School District","=""1420011""","Tolland Middle School","=""1425111""",378,394,772
"Torrington School District","=""1430011""","East School","=""1430111""",230,249,479
"Torrington School District","=""1430011""","Forbes School","=""1430211""",174,209,383
"Torrington School District","=""1430011""","Southwest School","=""1430811""",157,174,331
"Torrington School District","=""1430011""","Torringford School","=""1430911""",304,356,660
"Torrington School District","=""1430011""","Torrington High School","=""1436111""",566,618,1184
"Torrington School District","=""1430011""","Torrington Middle School","=""1435111""",529,607,1136
"Torrington School District","=""1430011""","Vogel-Wetmore School","=""1431311""",221,237,458
"Trailblazers Academy District","=""2780013""","Trailblazers Academy","=""2785113""",63,102,165
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""",265,259,524
"Trumbull School District","=""1440011""","Daniels Farm School","=""1440811""",253,271,524
"Trumbull School District","=""1440011""","Frenchtown Elementary School","=""1441011""",302,355,657
"Trumbull School District","=""1440011""","Hillcrest Middle School","=""1445211""",344,376,720
"Trumbull School District","=""1440011""","Jane Ryan School","=""1440411""",201,212,413
"Trumbull School District","=""1440011""","Madison Middle School","=""1445111""",448,451,899
"Trumbull School District","=""1440011""","Middlebrook School","=""1440311""",225,256,481
"Trumbull School District","=""1440011""","Tashua School","=""1440911""",202,209,411
"Trumbull School District","=""1440011""","Trumbull Early Childhood Education Center","=""1448011""",98,138,236
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""",1146,1003,2149
"Unified School District #1","=""3360015""","Bergin Correctional Institution","=""3361715""",0,32,32
"Unified School District #1","=""3360015""","Bridgeport Correctional Center","=""3360115""",0,8,8
"Unified School District #1","=""3360015""","Brooklyn Correctional Institution","=""3360215""",0,7,7
"Unified School District #1","=""3360015""","Cheshire Correctional Institution","=""3360315""",0,27,27
"Unified School District #1","=""3360015""","Corrigan/Radgowski Correctional Institution","=""3362415""",0,56,56
"Unified School District #1","=""3360015""","Enfield Correctional Institution","=""3360415""",0,19,19
"Unified School District #1","=""3360015""","Garner Correctional Institution","=""3361915""",0,20,20
"Unified School District #1","=""3360015""","Gates Correctional Institution","=""3360515""",0,17,17
"Unified School District #1","=""3360015""","Hartford Correctional Center","=""3360615""",0,60,60
"Unified School District #1","=""3360015""","MacDougall/Walker Correctional Institution","=""3362215""",0,77,77
"Unified School District #1","=""3360015""","Manson Youth Institution","=""3361115""","*","*",498
"Unified School District #1","=""3360015""","New Haven Correctional Center","=""3360915""",0,16,16
"Unified School District #1","=""3360015""","Northern Correctional Institution","=""3362615""",0,13,13
"Unified School District #1","=""3360015""","Osborn Correctional Institution","=""3361215""",0,29,29
"Unified School District #1","=""3360015""","Robinson Correctional Institution","=""3361315""",0,32,32
"Unified School District #1","=""3360015""","Webster Correctional Institution","=""3361415""",0,6,6
"Unified School District #1","=""3360015""","Willard/Cybulski Correctional Institution","=""3361515""",0,12,12
"Unified School District #1","=""3360015""","York Correctional Institution","=""3362515""",61,0,61
"Unified School District #2","=""3470015""","Children's Place School","=""3470115""",19,16,35
"Unified School District #2","=""3470015""","High Meadows","=""3476515""",0,12,12
"Unified School District #2","=""3470015""","Riverview School","=""3470315""",32,31,63
"Unified School District #2","=""3470015""","Walter G. Cady School","=""3476715""","*","*",97
"Union School District","=""1450011""","Union Elementary School","=""1450111""",44,34,78
"Vernon School District","=""1460011""","Northeast School","=""1460311""",143,138,281
"Vernon School District","=""1460011""","Center Road School","=""1461411""",257,233,490
"Vernon School District","=""1460011""","Lake Street School","=""1460111""",145,167,312
"Vernon School District","=""1460011""","Maple Street School","=""1460211""",152,172,324
"Vernon School District","=""1460011""","Next Step Program (AACBP)","=""1469011""","*","*",12
"Vernon School District","=""1460011""","Rockville High School","=""1466111""",587,521,1108
"Vernon School District","=""1460011""","Skinner Road School","=""1461011""",163,189,352
"Vernon School District","=""1460011""","Vernon Center Middle School","=""1465111""",383,419,802
"Voluntown School District","=""1470011""","Voluntown Elementary School","=""1470111""",156,144,300
"Wallingford School District","=""1480011""","Highland School","=""1480211""",156,152,308
"Wallingford School District","=""1480011""","A.R.T.S. Academy","=""1489011""","*","*",11
"Wallingford School District","=""1480011""","Cook Hill School","=""1481011""",185,211,396
"Wallingford School District","=""1480011""","Dag Hammarskjold Middle School","=""1485211""",354,346,700
"Wallingford School District","=""1480011""","Evarts C. Stevens School","=""1480911""",216,214,430
"Wallingford School District","=""1480011""","James H. Moran Middle School","=""1485311""",425,414,839
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""",635,521,1156
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""",488,491,979
"Wallingford School District","=""1480011""","Moses Y. Beach School","=""1480111""",182,174,356
"Wallingford School District","=""1480011""","Parker Farms School","=""1480311""",184,171,355
"Wallingford School District","=""1480011""","Pond Hill School","=""1481211""",146,142,288
"Wallingford School District","=""1480011""","Rock Hill School","=""1480411""",160,168,328
"Wallingford School District","=""1480011""","Yalesville School","=""1480811""",256,255,511
"Waterbury School District","=""1510011""","Brooklyn Elementary School","=""1511011""",94,109,203
"Waterbury School District","=""1510011""","West Side Middle School","=""1515211""",549,644,1193
"Waterbury School District","=""1510011""","Washington School","=""1512311""",167,143,310
"Waterbury School District","=""1510011""","B. W. Tinker School","=""1512111""",247,304,551
"Waterbury School District","=""1510011""","Barnard School","=""1510311""",131,119,250
"Waterbury School District","=""1510011""","Bucks Hill School","=""1510511""",267,298,565
"Waterbury School District","=""1510011""","Bunker Hill School","=""1510611""",247,244,491
"Waterbury School District","=""1510011""","Carrington School","=""1512711""",234,260,494
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""",632,698,1330
"Waterbury School District","=""1510011""","Driggs School","=""1510911""",248,299,547
"Waterbury School District","=""1510011""","Enlightenment School","=""1519111""",75,100,175
"Waterbury School District","=""1510011""","F. J. Kingsbury School","=""1511411""",235,236,471
"Waterbury School District","=""1510011""","Gilmartin School","=""1512611""",110,139,249
"Waterbury School District","=""1510011""","H. S. Chase School","=""1510711""",388,397,785
"Waterbury School District","=""1510011""","Hopeville School","=""1511311""",216,198,414
"Waterbury School District","=""1510011""","John F. Kennedy High School","=""1516411""",692,677,1369
"Waterbury School District","=""1510011""","Maloney Interdistrict Magnet School","=""1513111""",285,322,607
"Waterbury School District","=""1510011""","Margaret M. Generali Elementary School","=""1511111""",288,295,583
"Waterbury School District","=""1510011""","Michael F. Wallace Middle School","=""1515111""",655,685,1340
"Waterbury School District","=""1510011""","North End Middle School","=""1515311""",594,637,1231
"Waterbury School District","=""1510011""","Regan School","=""1512811""",147,144,291
"Waterbury School District","=""1510011""","Rotella Interdistrict Magnet School","=""1513311""",316,297,613
"Waterbury School District","=""1510011""","Special Education Preschool","=""1518011""",78,140,218
"Waterbury School District","=""1510011""","Sprague School","=""1512011""",240,217,457
"Waterbury School District","=""1510011""","State Street School","=""1519011""",19,67,86
"Waterbury School District","=""1510011""","Walsh School","=""1512211""",253,290,543
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""",288,197,485
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (Middle)","=""1515011""",183,133,316
"Waterbury School District","=""1510011""","Wendell L. Cross School","=""1510811""",180,187,367
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""",573,611,1184
"Waterbury School District","=""1510011""","Woodrow Wilson School","=""1513211""",216,211,427
"Waterford School District","=""1520011""","Clark Lane Middle School","=""1525111""",314,353,667
"Waterford School District","=""1520011""","Oswegatchie Elementary School","=""1520611""",207,230,437
"Waterford School District","=""1520011""","Quaker Hill Elementary School","=""1520711""",183,220,403
"Waterford School District","=""1520011""","Southwest Elementary School","=""1520511""",191,189,380
"Waterford School District","=""1520011""","Waterford High School","=""1526111""",479,501,980
"Watertown School District","=""1530011""","Fletcher W. Judson School","=""1530311""",183,162,345
"Watertown School District","=""1530011""","John Trumbull Primary School","=""1530211""",351,382,733
"Watertown School District","=""1530011""","Polk School","=""1530411""",195,195,390
"Watertown School District","=""1530011""","Swift Middle School","=""1535111""",380,404,784
"Watertown School District","=""1530011""","Watertown High School","=""1536111""",495,491,986
"West Hartford School District","=""1550011""","Smith School","=""1551711""",177,191,368
"West Hartford School District","=""1550011""","Achieve","=""1559111""","*","*","*"
"West Hartford School District","=""1550011""","Aiken School","=""1551611""",218,241,459
"West Hartford School District","=""1550011""","Braeburn School","=""1550211""",221,217,438
"West Hartford School District","=""1550011""","Bristow Middle School","=""1555311""",211,209,420
"West Hartford School District","=""1550011""","Bugbee School","=""1550411""",212,199,411
"West Hartford School District","=""1550011""","Charter Oak International Academy","=""1550511""",170,170,340
"West Hartford School District","=""1550011""","Conard High School","=""1556111""",800,764,1564
"West Hartford School District","=""1550011""","Duffy School","=""1550611""",269,313,582
"West Hartford School District","=""1550011""","Hall High School","=""1556211""",777,803,1580
"West Hartford School District","=""1550011""","King Philip Middle School","=""1555111""",424,452,876
"West Hartford School District","=""1550011""","Morley School","=""1550911""",186,193,379
"West Hartford School District","=""1550011""","Norfeldt School","=""1551011""",203,224,427
"West Hartford School District","=""1550011""","Sedgwick Middle School","=""1555211""",443,436,879
"West Hartford School District","=""1550011""","WAAVE (W Hartford Applied Academic/Voc'l Experience)","=""1559011""","*","*",12
"West Hartford School District","=""1550011""","Webster Hill School","=""1551211""",233,213,446
