"Chronic Absenteeism, Trend"
"All Districts, All Schools, Special Education Status"

"",,,,,"% Chronically Absent",,,,
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","Special Education",29.1,31.4,33.8,32.9,23.5
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Special Education",37.7,40.4,45.2,44.4,41.6
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Special Education",69.6,72.3,71.3,72.0,74.0
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""","Special Education",25.5,19.1,18.6,16.3,23.3
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Non-Special Education",7.2,"*",10.8,8.5,7.9
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Special Education",10.5,"*",15.6,12.2,11.8
"Ashford School District","=""0030011""","Ashford School","=""0030111""","Non-Special Education",8.1,6.2,"*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""","Special Education",16.7,12.5,"*","*","*"
"Avon School District","=""0040011""","Avon High School","=""0046111""","Non-Special Education",2.5,3.5,2.9,3.8,4.7
"Avon School District","=""0040011""","Avon High School","=""0046111""","Special Education",6.7,10.4,11.3,13.0,10.3
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","Non-Special Education",5.4,4.4,"*","*","*"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","Special Education",9.1,10.5,"*",0.0,"*"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","Non-Special Education","*","*","*",0.0,"*"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","Special Education","*","*","*",0.0,"*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","Non-Special Education","*","*","*","*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","Special Education","*","*","*","*","*"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","Non-Special Education",4.5,5.8,"*",3.8,"*"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","Special Education",10.2,8.7,"*",10.2,"*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","Non-Special Education",3.6,"*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","Special Education",0.0,"*","*","*","*"
"Barkhamsted School District","=""0050011""","Bridges at Barkhamsted Elementary School","=""0050211""","Special Education","N/A","N/A","N/A","N/A","*"
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","Non-Special Education",6.4,5.9,6.6,9.6,3.8
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","Special Education",19.8,16.5,33.3,40.7,25.2
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","Non-Special Education",6.8,7.5,2.8,"*","*"
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","Special Education",17.9,15.6,9.2,"*","*"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","Non-Special Education","*","*","*","*",2.1
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","Special Education","*","*","*","*",12.1
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","Non-Special Education","*","*","*","*","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","Special Education","*","*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","Non-Special Education","*","*",4.0,"*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","Special Education","*","*",0.0,"*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","Non-Special Education","*",4.4,3.8,3.7,3.5
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","Special Education","*",14.5,11.5,14.6,14.8
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","Non-Special Education",5.2,"*","*","*","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","Special Education",13.3,"*","*","*","*"
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Non-Special Education",6.0,6.8,8.1,3.1,6.8
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Special Education",21.6,23.8,24.0,10.4,31.1
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","Non-Special Education",6.2,7.4,3.2,5.4,"*"
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","Special Education",18.2,15.9,14.1,12.8,"*"
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","Non-Special Education","*",2.8,2.3,"*","*"
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","Special Education","*",0.0,0.0,"*","*"
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","Non-Special Education",2.5,4.7,13.7,2.8,13.9
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","Special Education",13.0,10.5,22.4,0.0,14.9
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Non-Special Education",8.6,7.2,6.8,7.9,8.2
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Special Education",20.0,16.2,16.2,22.0,13.5
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","Non-Special Education","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","Special Education","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","Non-Special Education","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","Special Education","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","Non-Special Education","N/A","*","*","*","*"
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","Special Education","N/A","*","*","*","*"
"Bloomfield School District","=""0110011""","J. P. Vincent School","=""0110311""","Non-Special Education","*","N/A","N/A","N/A","N/A"
"Bloomfield School District","=""0110011""","J. P. Vincent School","=""0110311""","Special Education","*","N/A","N/A","N/A","N/A"
"Bloomfield School District","=""0110011""","Laurel School","=""0110611""","Non-Special Education","N/A","*","*","*",8.8
"Bloomfield School District","=""0110011""","Laurel School","=""0110611""","Special Education","N/A","*","*","*",14.6
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""","Non-Special Education","N/A","*","*","*","*"
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""","Special Education","N/A","*","*","*","*"
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","Non-Special Education","*",3.3,3.1,"*","*"
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","Special Education","*",0.0,0.0,"*","*"
"Bloomfield School District","=""0110011""","SAGE","=""3480415""","Special Education","N/A","N/A","N/A","N/A","*"
"Bloomfield School District","=""0110011""","The Big Picture High School","=""0116211""","Non-Special Education","*","N/A","N/A","N/A","N/A"
"Bloomfield School District","=""0110011""","The Big Picture High School","=""0116211""","Special Education","*","N/A","N/A","N/A","N/A"
"Bloomfield School District","=""0110011""","Wintonbury Early Childhood Magnet School","=""0110811""","Non-Special Education","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Wintonbury Early Childhood Magnet School","=""0110811""","Special Education","*","*","*","*","*"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","Non-Special Education","*","*",4.1,4.9,"*"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","Special Education","*","*",21.2,13.8,"*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Non-Special Education","*","*","*","*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Special Education","*","*","*","*","*"
"Booker T. Washington Academy District","=""2950013""","Booker T. Washington Academy","=""2950113""","Non-Special Education","N/A","N/A","N/A","*","*"
"Booker T. Washington Academy District","=""2950013""","Booker T. Washington Academy","=""2950113""","Special Education","N/A","N/A","N/A","*","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","Non-Special Education","*","*","*","*","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","Special Education","*","*","*","*","*"
"Branford School District","=""0140011""","Branford High School","=""0146111""","Non-Special Education",9.2,9.5,13.9,13.4,9.9
"Branford School District","=""0140011""","Branford High School","=""0146111""","Special Education",17.7,21.6,17.7,15.8,15.6
"Branford School District","=""0140011""","Branford High School Horizons Program","=""0140211""","Non-Special Education","N/A","N/A","N/A","*","*"
"Branford School District","=""0140011""","Branford High School Horizons Program","=""0140211""","Special Education","N/A","N/A","N/A","*","*"
"Branford School District","=""0140011""","Bridgeport Detention Center","=""3480115""","Special Education","N/A","N/A","N/A","N/A","*"
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","Non-Special Education",6.0,5.9,5.6,7.5,6.4
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","Special Education",17.2,12.7,13.0,12.9,12.2
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","Non-Special Education","*","*","*","*","*"
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","Special Education","*","*","*","*","*"
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","Non-Special Education","*","*","*","*","*"
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","Special Education","*","*","*","*","*"
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","Non-Special Education","*","*","*","*","*"
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","Special Education","*","*","*","*","*"
"Brass City Charter School District","=""2900013""","Brass City Charter School","=""2900113""","Non-Special Education","N/A","N/A","*","*","*"
"Brass City Charter School District","=""2900013""","Brass City Charter School","=""2900113""","Special Education","N/A","N/A","*","*","*"
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","Non-Special Education","*",1.8,2.3,2.5,3.8
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","Special Education","*",10.5,9.2,9.7,13.5
"Bridgeport School District","=""0150011""","Aerospace/Hydrospace, Engineering and Physical Sciences HS at the Fairchild-Wheeler Magnet Campus","=""0150811""","Non-Special Education","N/A","N/A","*",14.1,16.4
"Bridgeport School District","=""0150011""","Aerospace/Hydrospace, Engineering and Physical Sciences HS at the Fairchild-Wheeler Magnet Campus","=""0150811""","Special Education","N/A","N/A","*",28.1,25.0
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""","Non-Special Education",21.3,23.7,26.8,20.4,24.4
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""","Special Education",29.9,25.3,23.0,25.9,25.3
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""","Non-Special Education",39.4,40.9,42.4,43.8,41.3
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""","Special Education",35.9,30.7,36.8,39.6,45.1
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""","Non-Special Education",19.1,16.2,17.9,"*",12.9
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""","Special Education",14.6,15.4,17.9,"*",21.2
"Bridgeport School District","=""0150011""","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","=""0150611""","Non-Special Education","N/A","N/A","*","*",10.7
"Bridgeport School District","=""0150011""","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","=""0150611""","Special Education","N/A","N/A","*","*",19.4
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","Non-Special Education",11.7,17.1,11.4,9.6,4.7
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","Special Education","*","*","*",19.6,15.6
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","Non-Special Education",13.5,14.9,17.0,12.6,11.1
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","Special Education",14.9,22.2,19.5,23.7,20.4
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""","Non-Special Education","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""","Special Education","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Bridgeport Military Academy","=""0151611""","Non-Special Education","N/A","N/A","*",15.6,18.7
"Bridgeport School District","=""0150011""","Bridgeport Military Academy","=""0151611""","Special Education","N/A","N/A","*",32.6,37.2
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""","Non-Special Education",16.2,"*",13.9,12.3,12.2
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""","Special Education",24.0,"*",45.9,25.6,24.5
"Bridgeport School District","=""0150011""","Career and Craftsmanship","=""0152711""","Non-Special Education","N/A","N/A","N/A","N/A","*"
"Bridgeport School District","=""0150011""","Career and Craftsmanship","=""0152711""","Special Education","N/A","N/A","N/A","N/A","*"
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","Non-Special Education",21.6,54.6,30.5,17.1,13.3
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","Special Education",29.1,60.4,45.7,31.0,33.5
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""","Non-Special Education",13.9,17.0,15.5,12.6,10.8
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""","Special Education",27.0,22.0,25.4,22.7,20.6
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""","Non-Special Education",6.4,"*",3.1,"*","*"
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""","Special Education",0.0,"*",0.0,"*","*"
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""","Non-Special Education",20.7,32.6,27.5,23.6,23.4
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""","Special Education",28.6,37.8,33.7,30.9,32.9
"Bridgeport School District","=""0150011""","Cross School","=""0153911""","Non-Special Education",25.4,25.2,23.4,24.7,27.5
"Bridgeport School District","=""0150011""","Cross School","=""0153911""","Special Education",37.7,39.7,38.6,42.5,40.5
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","Non-Special Education",22.4,27.8,28.0,25.2,18.9
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","Special Education",26.2,33.3,37.4,38.9,25.0
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","Non-Special Education",26.6,25.1,30.4,28.8,25.2
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","Special Education",34.1,27.8,30.6,28.3,37.8
"Bridgeport School District","=""0150011""","Edison School","=""0150711""","Non-Special Education","*",15.2,11.8,12.8,14.6
"Bridgeport School District","=""0150011""","Edison School","=""0150711""","Special Education","*",26.3,25.0,20.0,16.0
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","Non-Special Education",7.8,9.4,6.7,7.0,1.9
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","Special Education",12.4,13.9,9.8,17.7,11.6
"Bridgeport School District","=""0150011""","Hall School","=""0151111""","Non-Special Education",11.0,17.7,"*",12.3,6.0
"Bridgeport School District","=""0150011""","Hall School","=""0151111""","Special Education",27.3,24.1,"*",22.2,18.4
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""","Non-Special Education","*",9.9,"*",12.6,9.3
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""","Special Education","*",23.3,"*",10.9,12.2
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","Non-Special Education",42.9,48.8,42.5,48.6,42.7
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","Special Education",58.2,52.8,50.9,59.7,54.6
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""","Non-Special Education","*",5.2,2.0,"*","*"
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""","Special Education","*",0.0,0.0,"*","*"
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""","Non-Special Education",5.6,12.6,13.3,9.5,10.4
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""","Special Education",15.8,26.1,23.7,30.6,22.6
"Bridgeport School District","=""0150011""","Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus","=""0151511""","Non-Special Education","N/A","N/A","*","*","*"
"Bridgeport School District","=""0150011""","Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus","=""0151511""","Special Education","N/A","N/A","*","*","*"
"Bridgeport School District","=""0150011""","Interdistrict Discovery Magnet School","=""0153711""","Non-Special Education","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Interdistrict Discovery Magnet School","=""0153711""","Special Education","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""","Non-Special Education",19.8,23.1,30.2,27.7,25.5
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""","Special Education",40.0,45.0,47.0,38.9,36.0
"Bridgeport School District","=""0150011""","Longfellow School","=""0151911""","Non-Special Education",25.1,"N/A","N/A","N/A","N/A"
"Bridgeport School District","=""0150011""","Longfellow School","=""0151911""","Special Education",40.6,"N/A","N/A","N/A","N/A"
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""","Non-Special Education",23.9,27.7,25.5,24.8,23.0
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""","Special Education",39.3,38.8,37.8,31.9,33.3
"Bridgeport School District","=""0150011""","Madison School","=""0152011""","Non-Special Education",9.9,14.0,14.3,11.3,9.7
"Bridgeport School District","=""0150011""","Madison School","=""0152011""","Special Education",17.9,18.8,18.8,16.7,11.7
"Bridgeport School District","=""0150011""","Make The Grade","=""0159511""","Non-Special Education","*","N/A","N/A","N/A","N/A"
"Bridgeport School District","=""0150011""","Make The Grade","=""0159511""","Special Education","*","N/A","N/A","N/A","N/A"
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","Non-Special Education","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","Special Education","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Opportunities for Self-Discovery Community Partnership","=""0152811""","Special Education","N/A","N/A","N/A","N/A","*"
"Bridgeport School District","=""0150011""","Park City Academy","=""0159211""","Non-Special Education","*","*","N/A","N/A","N/A"
"Bridgeport School District","=""0150011""","Park City Academy","=""0159211""","Special Education","*","*","N/A","N/A","N/A"
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","Non-Special Education",1.6,3.0,3.3,2.5,2.0
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","Special Education",20.0,18.9,26.1,26.7,16.1
"Bridgeport School District","=""0150011""","Pride Academy","=""0151811""","Non-Special Education","N/A","N/A","*","N/A","N/A"
"Bridgeport School District","=""0150011""","Pride Academy","=""0151811""","Special Education","N/A","N/A","*","N/A","N/A"
"Bridgeport School District","=""0150011""","Read School","=""0152511""","Non-Special Education",13.7,12.4,15.0,13.1,13.3
"Bridgeport School District","=""0150011""","Read School","=""0152511""","Special Education",26.7,19.0,15.3,28.0,25.6
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","Non-Special Education",26.6,27.5,29.6,23.5,15.7
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","Special Education",45.2,21.0,18.0,34.2,27.3
"Bridgeport School District","=""0150011""","Skane Center","=""0154411""","Non-Special Education","*","N/A","N/A","N/A","N/A"
"Bridgeport School District","=""0150011""","Skane Center","=""0154411""","Special Education","*","N/A","N/A","N/A","N/A"
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","Non-Special Education",17.9,25.4,23.8,17.8,19.8
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","Special Education",19.4,25.0,38.2,29.1,33.0
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","Non-Special Education",8.5,8.5,5.3,4.3,4.1
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","Special Education",20.8,18.2,23.2,9.5,7.8
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""","Special Education",26.7,47.6,47.8,60.0,"*"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Non-Special Education",14.1,11.9,13.7,13.8,10.2
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Special Education",30.6,26.2,27.6,22.9,19.4
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Non-Special Education",14.7,13.1,12.7,10.1,9.8
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Special Education",29.9,26.5,25.5,25.9,20.0
"Bristol School District","=""0170011""","Bristol Preparatory Academy","=""0173311""","Non-Special Education","N/A","N/A","N/A",44.7,"*"
"Bristol School District","=""0170011""","Bristol Preparatory Academy","=""0173311""","Special Education","N/A","N/A","N/A","N/A","*"
"Bristol School District","=""0170011""","CHMS GOAL","=""0173411""","Special Education","N/A","N/A","N/A","*","N/A"
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","Non-Special Education",10.6,5.7,8.1,7.3,7.1
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","Special Education",11.0,13.8,22.2,20.5,19.2
"Bristol School District","=""0170011""","Chippens Hill Middle School Functional Program","=""0171011""","Special Education","N/A","N/A","N/A","*","*"
"Bristol School District","=""0170011""","Chms Goal","=""0173411""","Special Education","N/A","N/A","N/A","N/A","*"
"Bristol School District","=""0170011""","Clara T. O'Connell School","=""0170711""","Non-Special Education",17.3,"N/A","N/A","N/A","N/A"
"Bristol School District","=""0170011""","Clara T. O'Connell School","=""0170711""","Special Education",17.3,"N/A","N/A","N/A","N/A"
"Bristol School District","=""0170011""","Community/Vocational Program","=""0179211""","Special Education","*","*","*","*","*"
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","Non-Special Education",9.6,9.3,6.6,7.3,"*"
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","Special Education","*","*","*",12.8,"*"
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","Non-Special Education",7.5,"*","*",4.5,"*"
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","Special Education",13.3,"*","*",15.2,"*"
"Bristol School District","=""0170011""","Extended Resource Self-Contained","=""0173611""","Special Education","N/A","N/A","N/A","N/A","*"
"Bristol School District","=""0170011""","Greene-Hills GOAL","=""0170911""","Special Education","N/A","N/A","N/A","*","*"
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","Non-Special Education","*",6.6,7.3,6.6,7.3
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","Special Education","*",21.7,17.5,12.8,11.7
"Bristol School District","=""0170011""","Hubbell/Extended Resource","=""0172111""","Special Education","N/A","N/A","N/A","*","*"
"Bristol School District","=""0170011""","Ivy Drive GOAL","=""0172611""","Special Education","N/A","N/A","N/A","*","*"
"Bristol School District","=""0170011""","Ivy Drive Medically Fragile","=""0172311""","Special Education","N/A","N/A","N/A","*","*"
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","Non-Special Education",5.2,3.8,6.7,"*","*"
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","Special Education",15.7,21.4,10.3,"*","*"
"Bristol School District","=""0170011""","John J. Jennings School","=""0170611""","Non-Special Education","*","N/A","N/A","N/A","N/A"
"Bristol School District","=""0170011""","John J. Jennings School","=""0170611""","Special Education","*","N/A","N/A","N/A","N/A"
"Bristol School District","=""0170011""","Memorial Boulevard Middle School","=""0175311""","Non-Special Education",5.5,"N/A","N/A","N/A","N/A"
"Bristol School District","=""0170011""","Memorial Boulevard Middle School","=""0175311""","Special Education",18.1,"N/A","N/A","N/A","N/A"
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","Non-Special Education","*",4.2,3.2,"*","*"
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","Special Education","*",16.1,10.0,"*","*"
"Bristol School District","=""0170011""","Mt. View GOAL","=""0172511""","Special Education","N/A","N/A","N/A","*","*"
"Bristol School District","=""0170011""","Northeast MS/Extended Resource","=""0172711""","Special Education","N/A","N/A","N/A","*","*"
"Bristol School District","=""0170011""","Northeast MS/GOAL","=""0172811""","Non-Special Education","N/A","N/A","N/A","*","N/A"
"Bristol School District","=""0170011""","Northeast MS/GOAL","=""0172811""","Special Education","N/A","N/A","N/A","*","*"
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""","Non-Special Education",6.3,"*",5.7,4.2,"*"
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""","Special Education",8.9,"*",13.3,15.4,"*"
"Bristol School District","=""0170011""","South Side Extended Resource","=""0173011""","Special Education","N/A","N/A","N/A","*","*"
"Bristol School District","=""0170011""","South Side GOAL","=""0173111""","Special Education","N/A","N/A","N/A","*","*"
"Bristol School District","=""0170011""","South Side School","=""0171111""","Non-Special Education",8.1,4.4,7.2,6.9,3.8
"Bristol School District","=""0170011""","South Side School","=""0171111""","Special Education",12.5,9.9,16.7,19.1,16.7
"Bristol School District","=""0170011""","Stafford Autism","=""0173211""","Special Education","N/A","N/A","N/A","*","*"
"Bristol School District","=""0170011""","Stafford School","=""0171211""","Non-Special Education",12.5,8.7,16.6,15.8,4.9
"Bristol School District","=""0170011""","Stafford School","=""0171211""","Special Education",20.9,18.4,25.3,31.0,12.3
